year,bula_h,regtyp,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,"Rhineland-Palatinate, Saarland",Urban regions,Next year,0.39862,82,244,0.33706,0.46018
2017,"Rhineland-Palatinate, Saarland",Urban regions,In the next 2 to 5 years,0.25960,83,244,0.20448,0.31473
2017,"Rhineland-Palatinate, Saarland",Rural regions,As soon as possible,0.34401,38,38,0.19094,0.49708
2017,Baden-Wuerttemberg,Urban regions,As soon as possible,0.26798,170,586,0.23209,0.30388
2017,Baden-Wuerttemberg,Urban regions,Next year,0.30052,160,586,0.26337,0.33768
2017,Baden-Wuerttemberg,Urban regions,In the next 2 to 5 years,0.32018,203,586,0.28237,0.35798
2017,Baden-Wuerttemberg,Urban regions,"In the distant future, in more than five years",0.11132,53,586,0.08583,0.13681
2017,Bavaria,Urban regions,As soon as possible,0.20578,82,268,0.15728,0.25427
2017,Bavaria,Urban regions,Next year,0.33893,97,268,0.28215,0.39570
2017,Bavaria,Urban regions,In the next 2 to 5 years,0.34540,89,268,0.28836,0.40244
2017,Bavaria,Rural regions,As soon as possible,0.29249,117,415,0.24867,0.33631
2017,Bavaria,Rural regions,Next year,0.35359,133,415,0.30754,0.39964
2017,Bavaria,Rural regions,In the next 2 to 5 years,0.28148,113,415,0.23816,0.32480
2017,Bavaria,Rural regions,"In the distant future, in more than five years",0.07244,52,415,0.04747,0.09741
2017,Berlin,Urban regions,As soon as possible,0.39576,81,200,0.32782,0.46370
2017,Berlin,Urban regions,Next year,0.33002,52,200,0.26469,0.39536
2017,Berlin,Urban regions,In the next 2 to 5 years,0.25066,67,200,0.19045,0.31088
2017,Brandenburg,Rural regions,As soon as possible,0.45810,90,191,0.38725,0.52895
2017,Brandenburg,Rural regions,Next year,0.25630,57,191,0.19422,0.31838
2017,Brandenburg,Rural regions,In the next 2 to 5 years,0.23607,44,191,0.17568,0.29645
2017,Mecklenburg-Western Pomerania,Rural regions,As soon as possible,0.39747,32,63,0.27565,0.51929
2017,Mecklenburg-Western Pomerania,Rural regions,Next year,0.42288,31,63,0.29991,0.54585
2017,Saxony,Urban regions,As soon as possible,0.32399,83,208,0.26024,0.38775
2017,Saxony,Urban regions,Next year,0.35381,73,208,0.28868,0.41895
2017,Saxony,Urban regions,In the next 2 to 5 years,0.28507,52,208,0.22357,0.34657
2017,Saxony,Rural regions,As soon as possible,0.44521,43,75,0.33198,0.55845
2017,Saxony,Rural regions,Next year,0.24088,32,75,0.14345,0.33831
2017,Saxony-Anhalt,Urban regions,Next year,0.53223,32,32,0.35659,0.70788
2017,Saxony-Anhalt,Rural regions,As soon as possible,0.46382,60,139,0.38062,0.54703
2017,Saxony-Anhalt,Rural regions,Next year,0.22610,43,139,0.15631,0.29589
2017,Saxony-Anhalt,Rural regions,In the next 2 to 5 years,0.24688,36,139,0.17494,0.31883
2017,Thuringa,Rural regions,As soon as possible,0.51145,39,79,0.40052,0.62239
2017,Thuringa,Rural regions,Next year,0.34069,40,79,0.23551,0.44587
2018,Schleswig-Holstein,Urban regions,As soon as possible,0.37231,41,108,0.28071,0.46390
2018,Schleswig-Holstein,Urban regions,Next year,0.23677,36,108,0.15622,0.31732
2018,Schleswig-Holstein,Urban regions,In the next 2 to 5 years,0.34620,31,108,0.25605,0.43634
2018,Schleswig-Holstein,Rural regions,As soon as possible,0.33299,32,68,0.22014,0.44584
2018,Schleswig-Holstein,Rural regions,In the next 2 to 5 years,0.39755,36,68,0.28037,0.51474
2018,Hamburg,Urban regions,As soon as possible,0.24092,32,32,0.09038,0.39146
2018,Lower Saxony,Urban regions,As soon as possible,0.33717,105,293,0.28294,0.39139
2018,Lower Saxony,Urban regions,Next year,0.31736,86,293,0.26397,0.37075
2018,Lower Saxony,Urban regions,In the next 2 to 5 years,0.26553,102,293,0.21488,0.31618
2018,Lower Saxony,Rural regions,As soon as possible,0.32377,117,330,0.27321,0.37433
2018,Lower Saxony,Rural regions,Next year,0.33455,94,330,0.28357,0.38554
2018,Lower Saxony,Rural regions,In the next 2 to 5 years,0.28794,119,330,0.23901,0.33687
2018,Bremen,Urban regions,As soon as possible,0.29636,38,38,0.14921,0.44350
2018,North Rhine-Westphalia,Urban regions,As soon as possible,0.29796,425,1356,0.27361,0.32232
2018,North Rhine-Westphalia,Urban regions,Next year,0.33756,419,1356,0.31238,0.36274
2018,North Rhine-Westphalia,Urban regions,In the next 2 to 5 years,0.30530,411,1356,0.28078,0.32983
2018,North Rhine-Westphalia,Urban regions,"In the distant future, in more than five years",0.05918,101,1356,0.04661,0.07174
2018,Hesse,Urban regions,As soon as possible,0.27877,118,394,0.23444,0.32310
2018,Hesse,Urban regions,Next year,0.31656,111,394,0.27057,0.36255
2018,Hesse,Urban regions,In the next 2 to 5 years,0.30459,128,394,0.25909,0.35010
2018,Hesse,Urban regions,"In the distant future, in more than five years",0.10008,37,394,0.07040,0.12975
2018,Hesse,Rural regions,As soon as possible,0.28185,38,79,0.18200,0.38169
2018,Hesse,Rural regions,In the next 2 to 5 years,0.32998,41,79,0.22563,0.43433
2018,"Rhineland-Palatinate, Saarland",Urban regions,As soon as possible,0.34229,92,221,0.27960,0.40499
2018,"Rhineland-Palatinate, Saarland",Urban regions,Next year,0.21808,64,221,0.16351,0.27265
2018,"Rhineland-Palatinate, Saarland",Urban regions,In the next 2 to 5 years,0.33917,65,221,0.27661,0.40173
2018,Baden-Wuerttemberg,Urban regions,As soon as possible,0.26083,162,458,0.22057,0.30108
2018,Baden-Wuerttemberg,Urban regions,Next year,0.27388,128,458,0.23299,0.31477
2018,Baden-Wuerttemberg,Urban regions,In the next 2 to 5 years,0.39022,168,458,0.34550,0.43495
2018,Bavaria,Urban regions,As soon as possible,0.18366,67,236,0.13415,0.23317
2018,Bavaria,Urban regions,Next year,0.37887,85,236,0.31685,0.44090
2018,Bavaria,Urban regions,In the next 2 to 5 years,0.36824,84,236,0.30657,0.42991
2018,Bavaria,Rural regions,As soon as possible,0.38512,117,359,0.33471,0.43552
2018,Bavaria,Rural regions,Next year,0.32246,116,359,0.27404,0.37088
2018,Bavaria,Rural regions,In the next 2 to 5 years,0.19156,94,359,0.15079,0.23232
2018,Bavaria,Rural regions,"In the distant future, in more than five years",0.10086,32,359,0.06967,0.13206
2018,Berlin,Urban regions,As soon as possible,0.39543,85,205,0.32833,0.46252
2018,Berlin,Urban regions,Next year,0.33367,66,205,0.26896,0.39837
2018,Berlin,Urban regions,In the next 2 to 5 years,0.24324,54,205,0.18436,0.30211
2018,Brandenburg,Rural regions,As soon as possible,0.54440,80,134,0.45976,0.62904
2018,Brandenburg,Rural regions,Next year,0.31315,54,134,0.23433,0.39197
2018,Mecklenburg-Western Pomerania,Rural regions,Next year,0.37112,31,31,0.19824,0.54399
2018,Saxony,Urban regions,As soon as possible,0.38929,76,170,0.31577,0.46280
2018,Saxony,Urban regions,Next year,0.33350,53,170,0.26242,0.40458
2018,Saxony,Urban regions,In the next 2 to 5 years,0.19627,41,170,0.13639,0.25615
2018,Saxony,Rural regions,Next year,0.40552,32,32,0.23268,0.57836
2018,Saxony-Anhalt,Rural regions,As soon as possible,0.53644,63,108,0.44195,0.63092
2018,Saxony-Anhalt,Rural regions,Next year,0.27998,45,108,0.19490,0.36505
2018,Thuringa,Rural regions,As soon as possible,0.25403,31,62,0.14479,0.36328
2018,Thuringa,Rural regions,Next year,0.37122,31,62,0.24997,0.49246
2019,Schleswig-Holstein,Urban regions,As soon as possible,0.42316,47,113,0.33166,0.51466
2019,Schleswig-Holstein,Urban regions,Next year,0.28235,32,113,0.19898,0.36571
2019,Schleswig-Holstein,Urban regions,In the next 2 to 5 years,0.21063,34,113,0.13511,0.28615
2019,Schleswig-Holstein,Rural regions,Next year,0.60706,35,35,0.44288,0.77123
2019,Hamburg,Urban regions,As soon as possible,0.29693,32,32,0.13609,0.45777
2019,Lower Saxony,Urban regions,As soon as possible,0.39286,73,207,0.32616,0.45955
2019,Lower Saxony,Urban regions,Next year,0.31537,73,207,0.25192,0.37882
2019,Lower Saxony,Urban regions,In the next 2 to 5 years,0.17724,61,207,0.12509,0.22938
2019,Lower Saxony,Rural regions,As soon as possible,0.22946,107,284,0.18047,0.27845
2019,Lower Saxony,Rural regions,Next year,0.46221,82,284,0.40412,0.52030
2019,Lower Saxony,Rural regions,In the next 2 to 5 years,0.22079,95,284,0.17246,0.26911
2019,Bremen,Urban regions,As soon as possible,0.52110,43,43,0.37002,0.67218
2019,North Rhine-Westphalia,Urban regions,As soon as possible,0.31702,400,1115,0.28970,0.34435
2019,North Rhine-Westphalia,Urban regions,Next year,0.30337,312,1115,0.27638,0.33037
2019,North Rhine-Westphalia,Urban regions,In the next 2 to 5 years,0.29317,300,1115,0.26644,0.31990
2019,North Rhine-Westphalia,Urban regions,"In the distant future, in more than five years",0.08643,103,1115,0.06993,0.10294
2019,Hesse,Urban regions,As soon as possible,0.30183,89,267,0.24667,0.35700
2019,Hesse,Urban regions,Next year,0.29218,93,267,0.23753,0.34683
2019,Hesse,Urban regions,In the next 2 to 5 years,0.27031,85,267,0.21694,0.32369
2019,"Rhineland-Palatinate, Saarland",Urban regions,As soon as possible,0.32040,71,198,0.25523,0.38556
2019,"Rhineland-Palatinate, Saarland",Urban regions,Next year,0.26662,66,198,0.20487,0.32837
2019,"Rhineland-Palatinate, Saarland",Urban regions,In the next 2 to 5 years,0.32213,61,198,0.25688,0.38739
2019,Baden-Wuerttemberg,Urban regions,As soon as possible,0.17897,134,411,0.14187,0.21608
2019,Baden-Wuerttemberg,Urban regions,Next year,0.28028,126,411,0.23680,0.32375
2019,Baden-Wuerttemberg,Urban regions,In the next 2 to 5 years,0.50529,151,411,0.45689,0.55368
2019,Bavaria,Urban regions,As soon as possible,0.27173,58,189,0.20814,0.33532
2019,Bavaria,Urban regions,Next year,0.41322,69,189,0.34283,0.48361
2019,Bavaria,Urban regions,In the next 2 to 5 years,0.27634,62,189,0.21242,0.34027
2019,Bavaria,Rural regions,As soon as possible,0.24547,101,298,0.19652,0.29441
2019,Bavaria,Rural regions,Next year,0.31466,106,298,0.26184,0.36747
2019,Bavaria,Rural regions,In the next 2 to 5 years,0.36468,91,298,0.30994,0.41942
2019,Berlin,Urban regions,As soon as possible,0.32216,47,150,0.24712,0.39719
2019,Berlin,Urban regions,Next year,0.31914,58,150,0.24430,0.39399
2019,Berlin,Urban regions,In the next 2 to 5 years,0.33997,45,150,0.26391,0.41603
2019,Brandenburg,Rural regions,As soon as possible,0.49559,51,130,0.40931,0.58187
2019,Brandenburg,Rural regions,Next year,0.34274,41,130,0.26083,0.42464
2019,Brandenburg,Rural regions,In the next 2 to 5 years,0.11397,38,130,0.05914,0.16881
2019,Saxony,Urban regions,As soon as possible,0.19882,43,136,0.13150,0.26615
2019,Saxony,Urban regions,Next year,0.41965,54,136,0.33640,0.50289
2019,Saxony,Urban regions,In the next 2 to 5 years,0.34936,39,136,0.26893,0.42979
2019,Saxony-Anhalt,Rural regions,As soon as possible,0.39818,46,82,0.29157,0.50479
2019,Saxony-Anhalt,Rural regions,Next year,0.32537,36,82,0.22334,0.42740
2020,Schleswig-Holstein,Urban regions,As soon as possible,0.24551,32,63,0.13838,0.35264
2020,Schleswig-Holstein,Urban regions,In the next 2 to 5 years,0.50062,31,63,0.37616,0.62508
2020,Schleswig-Holstein,Rural regions,As soon as possible,0.29816,37,37,0.14872,0.44759
2020,Hamburg,Urban regions,As soon as possible,0.20677,35,78,0.11631,0.29723
2020,Hamburg,Urban regions,Next year,0.55721,43,78,0.44626,0.66816
2020,Lower Saxony,Urban regions,As soon as possible,0.36784,99,223,0.30441,0.43128
2020,Lower Saxony,Urban regions,Next year,0.32359,62,223,0.26204,0.38513
2020,Lower Saxony,Urban regions,In the next 2 to 5 years,0.24073,62,223,0.18449,0.29697
2020,Lower Saxony,Rural regions,As soon as possible,0.45437,127,274,0.39531,0.51344
2020,Lower Saxony,Rural regions,Next year,0.25801,67,274,0.20610,0.30991
2020,Lower Saxony,Rural regions,In the next 2 to 5 years,0.23036,80,274,0.18041,0.28031
2020,Bremen,Urban regions,As soon as possible,0.37080,36,68,0.25514,0.48646
2020,Bremen,Urban regions,In the next 2 to 5 years,0.30189,32,68,0.19196,0.41182
2020,North Rhine-Westphalia,Urban regions,As soon as possible,0.30945,469,1333,0.28462,0.33427
2020,North Rhine-Westphalia,Urban regions,Next year,0.30725,384,1333,0.28247,0.33203
2020,North Rhine-Westphalia,Urban regions,In the next 2 to 5 years,0.29545,380,1333,0.27095,0.31996
2020,North Rhine-Westphalia,Urban regions,"In the distant future, in more than five years",0.08785,100,1333,0.07265,0.10305
2020,Hesse,Urban regions,As soon as possible,0.22113,123,293,0.17353,0.26874
2020,Hesse,Urban regions,Next year,0.35443,86,293,0.29956,0.40929
2020,Hesse,Urban regions,In the next 2 to 5 years,0.32678,84,293,0.27298,0.38058
2020,"Rhineland-Palatinate, Saarland",Urban regions,As soon as possible,0.30006,84,207,0.23747,0.36264
2020,"Rhineland-Palatinate, Saarland",Urban regions,Next year,0.36750,69,207,0.30166,0.43334
2020,"Rhineland-Palatinate, Saarland",Urban regions,In the next 2 to 5 years,0.29853,54,207,0.23604,0.36102
2020,Baden-Wuerttemberg,Urban regions,As soon as possible,0.15551,128,429,0.12118,0.18985
2020,Baden-Wuerttemberg,Urban regions,Next year,0.35583,129,429,0.31047,0.40119
2020,Baden-Wuerttemberg,Urban regions,In the next 2 to 5 years,0.40366,140,429,0.35717,0.45014
2020,Baden-Wuerttemberg,Urban regions,"In the distant future, in more than five years",0.08500,32,429,0.05858,0.11142
2020,Bavaria,Urban regions,As soon as possible,0.37379,84,228,0.31085,0.43673
2020,Bavaria,Urban regions,Next year,0.31422,69,228,0.25383,0.37461
2020,Bavaria,Urban regions,In the next 2 to 5 years,0.25352,75,228,0.19693,0.31011
2020,Bavaria,Rural regions,As soon as possible,0.27237,93,251,0.21718,0.32755
2020,Bavaria,Rural regions,Next year,0.26684,72,251,0.21201,0.32167
2020,Bavaria,Rural regions,In the next 2 to 5 years,0.43002,86,251,0.36865,0.49139
2020,Berlin,Urban regions,As soon as possible,0.35563,117,242,0.29519,0.41607
2020,Berlin,Urban regions,Next year,0.43766,68,242,0.37503,0.50030
2020,Berlin,Urban regions,In the next 2 to 5 years,0.15275,57,242,0.10733,0.19817
2020,Brandenburg,Rural regions,As soon as possible,0.32834,57,100,0.23583,0.42085
2020,Brandenburg,Rural regions,In the next 2 to 5 years,0.26701,43,100,0.17986,0.35416
2020,Saxony,Urban regions,As soon as possible,0.37261,55,149,0.29471,0.45051
2020,Saxony,Urban regions,Next year,0.34911,51,149,0.27231,0.42590
2020,Saxony,Urban regions,In the next 2 to 5 years,0.24706,43,149,0.17758,0.31655
2020,Saxony-Anhalt,Rural regions,As soon as possible,0.53172,47,47,0.38752,0.67592
2021,Schleswig-Holstein,Rural regions,As soon as possible,0.30815,32,32,0.14561,0.47069
2021,Lower Saxony,Urban regions,As soon as possible,0.23716,48,138,0.16594,0.30839
2021,Lower Saxony,Urban regions,Next year,0.29430,42,138,0.21798,0.37061
2021,Lower Saxony,Urban regions,In the next 2 to 5 years,0.38733,48,138,0.30576,0.46891
2021,Lower Saxony,Rural regions,As soon as possible,0.37476,56,147,0.29624,0.45328
2021,Lower Saxony,Rural regions,Next year,0.33504,46,147,0.25848,0.41160
2021,Lower Saxony,Rural regions,In the next 2 to 5 years,0.21179,45,147,0.14552,0.27807
2021,North Rhine-Westphalia,Urban regions,As soon as possible,0.30966,239,759,0.27674,0.34257
2021,North Rhine-Westphalia,Urban regions,Next year,0.33211,232,759,0.29859,0.36564
2021,North Rhine-Westphalia,Urban regions,In the next 2 to 5 years,0.29042,218,759,0.25810,0.32273
2021,North Rhine-Westphalia,Urban regions,"In the distant future, in more than five years",0.06781,70,759,0.04991,0.08571
2021,Hesse,Urban regions,As soon as possible,0.23984,69,192,0.17928,0.30039
2021,Hesse,Urban regions,Next year,0.33504,60,192,0.26810,0.40198
2021,Hesse,Urban regions,In the next 2 to 5 years,0.30358,63,192,0.23837,0.36879
2021,"Rhineland-Palatinate, Saarland",Urban regions,As soon as possible,0.31673,56,139,0.23911,0.39435
2021,"Rhineland-Palatinate, Saarland",Urban regions,Next year,0.30195,41,139,0.22535,0.37855
2021,"Rhineland-Palatinate, Saarland",Urban regions,In the next 2 to 5 years,0.29899,42,139,0.22261,0.37538
2021,Baden-Wuerttemberg,Urban regions,As soon as possible,0.20437,72,239,0.15314,0.25560
2021,Baden-Wuerttemberg,Urban regions,Next year,0.48159,95,239,0.41811,0.54507
2021,Baden-Wuerttemberg,Urban regions,In the next 2 to 5 years,0.26102,72,239,0.20522,0.31681
2021,Bavaria,Urban regions,As soon as possible,0.27533,44,161,0.20612,0.34455
2021,Bavaria,Urban regions,Next year,0.35147,66,161,0.27749,0.42545
2021,Bavaria,Urban regions,In the next 2 to 5 years,0.35512,51,161,0.28096,0.42927
2021,Bavaria,Rural regions,As soon as possible,0.27872,45,146,0.20574,0.35170
2021,Bavaria,Rural regions,Next year,0.40454,49,146,0.32465,0.48442
2021,Bavaria,Rural regions,In the next 2 to 5 years,0.30708,52,146,0.23200,0.38216
2021,Berlin,Urban regions,As soon as possible,0.36569,72,176,0.29433,0.43705
2021,Berlin,Urban regions,Next year,0.38677,58,176,0.31461,0.45892
2021,Berlin,Urban regions,In the next 2 to 5 years,0.19637,46,176,0.13751,0.25523
2021,Saxony,Urban regions,Next year,0.49230,38,38,0.33121,0.65339
2022,Schleswig-Holstein,Rural regions,Next year,0.29888,34,34,0.14269,0.45506
2022,Lower Saxony,Urban regions,As soon as possible,0.23946,37,153,0.17162,0.30730
2022,Lower Saxony,Urban regions,Next year,0.30709,58,153,0.23376,0.38042
2022,Lower Saxony,Urban regions,In the next 2 to 5 years,0.42798,58,153,0.34932,0.50664
2022,Lower Saxony,Rural regions,As soon as possible,0.31039,44,151,0.23635,0.38443
2022,Lower Saxony,Rural regions,Next year,0.33513,52,151,0.25959,0.41067
2022,Lower Saxony,Rural regions,In the next 2 to 5 years,0.24029,55,151,0.17192,0.30867
2022,North Rhine-Westphalia,Urban regions,As soon as possible,0.26477,254,826,0.23467,0.29488
2022,North Rhine-Westphalia,Urban regions,Next year,0.39279,271,826,0.35946,0.42611
2022,North Rhine-Westphalia,Urban regions,In the next 2 to 5 years,0.27635,231,826,0.24583,0.30687
2022,North Rhine-Westphalia,Urban regions,"In the distant future, in more than five years",0.06609,70,826,0.04913,0.08304
2022,Hesse,Urban regions,As soon as possible,0.18252,54,179,0.12577,0.23926
2022,Hesse,Urban regions,Next year,0.42263,71,179,0.35006,0.49520
2022,Hesse,Urban regions,In the next 2 to 5 years,0.37814,54,179,0.30690,0.44938
2022,"Rhineland-Palatinate, Saarland",Urban regions,As soon as possible,0.23253,39,132,0.16019,0.30488
2022,"Rhineland-Palatinate, Saarland",Urban regions,Next year,0.40948,48,132,0.32528,0.49369
2022,"Rhineland-Palatinate, Saarland",Urban regions,In the next 2 to 5 years,0.29053,45,132,0.21278,0.36827
2022,Baden-Wuerttemberg,Urban regions,As soon as possible,0.17590,82,290,0.13200,0.21979
2022,Baden-Wuerttemberg,Urban regions,Next year,0.36291,100,290,0.30747,0.41835
2022,Baden-Wuerttemberg,Urban regions,In the next 2 to 5 years,0.35270,108,290,0.29761,0.40779
2022,Bavaria,Urban regions,As soon as possible,0.23418,46,192,0.17412,0.29423
2022,Bavaria,Urban regions,Next year,0.44438,84,192,0.37391,0.51485
2022,Bavaria,Urban regions,In the next 2 to 5 years,0.24633,62,192,0.18522,0.30743
2022,Bavaria,Rural regions,As soon as possible,0.21193,40,157,0.14780,0.27606
2022,Bavaria,Rural regions,Next year,0.42175,62,157,0.34425,0.49924
2022,Bavaria,Rural regions,In the next 2 to 5 years,0.30119,55,157,0.22920,0.37318
2022,Berlin,Urban regions,As soon as possible,0.25172,70,190,0.18985,0.31360
2022,Berlin,Urban regions,Next year,0.47294,83,190,0.40176,0.54412
2022,Berlin,Urban regions,In the next 2 to 5 years,0.24780,37,190,0.18625,0.30935
2022,Brandenburg,Rural regions,As soon as possible,0.24200,35,81,0.14814,0.33585
2022,Brandenburg,Rural regions,Next year,0.39635,46,81,0.28916,0.50354
2022,Saxony,Urban regions,Next year,0.43431,43,90,0.33133,0.53729
2022,Saxony,Urban regions,In the next 2 to 5 years,0.42888,47,90,0.32605,0.53170
2022,Saxony,Rural regions,Next year,0.54660,36,36,0.38167,0.71153
