year,pgisced97,quintil_oecd,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Upper Secondary Level,5th Quintile,Secondary School Degree,0.29654,370,1330,0.27198,0.32109
2017,Upper Secondary Level,5th Quintile,Intermediate School Degree,0.55352,754,1330,0.52680,0.58025
2017,Upper Secondary Level,5th Quintile,Upper Secondary Degree,0.09487,162,1330,0.07911,0.11062
2017,Upper Secondary Level,5th Quintile,Other Degree,0.04415,44,1330,0.03310,0.05519
2017,Post-secondary Non-tertiary Level,1st Quintile,Technical School Degree,0.15250,65,386,0.11659,0.18841
2017,Post-secondary Non-tertiary Level,1st Quintile,Upper Secondary Degree,0.39243,89,386,0.34365,0.44120
2017,Post-secondary Non-tertiary Level,1st Quintile,Other Degree,0.42261,232,386,0.37326,0.47195
2017,Post-secondary Non-tertiary Level,2nd Quintile,Technical School Degree,0.21555,91,420,0.17618,0.25493
2017,Post-secondary Non-tertiary Level,2nd Quintile,Upper Secondary Degree,0.37383,159,420,0.32750,0.42016
2017,Post-secondary Non-tertiary Level,2nd Quintile,Other Degree,0.39591,170,420,0.34908,0.44273
2017,Post-secondary Non-tertiary Level,3rd Quintile,Technical School Degree,0.31574,113,399,0.27008,0.36141
2017,Post-secondary Non-tertiary Level,3rd Quintile,Upper Secondary Degree,0.49430,198,399,0.44518,0.54342
2017,Post-secondary Non-tertiary Level,3rd Quintile,Other Degree,0.17257,88,399,0.13545,0.20970
2017,Post-secondary Non-tertiary Level,4th Quintile,Technical School Degree,0.29732,120,371,0.25075,0.34389
2017,Post-secondary Non-tertiary Level,4th Quintile,Upper Secondary Degree,0.55406,200,371,0.50341,0.60471
2017,Post-secondary Non-tertiary Level,4th Quintile,Other Degree,0.11985,51,371,0.08675,0.15294
2017,Post-secondary Non-tertiary Level,5th Quintile,Technical School Degree,0.38101,105,291,0.32512,0.43690
2017,Post-secondary Non-tertiary Level,5th Quintile,Upper Secondary Degree,0.53882,186,291,0.48144,0.59619
2017,First Stage of Tertiary Education,1st Quintile,Intermediate School Degree,0.38345,50,50,0.24731,0.51960
2017,First Stage of Tertiary Education,2nd Quintile,Secondary School Degree,0.31127,65,179,0.24325,0.37929
2017,First Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.44729,114,179,0.37425,0.52034
2017,First Stage of Tertiary Education,3rd Quintile,Secondary School Degree,0.26320,73,267,0.21028,0.31613
2017,First Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.44816,116,267,0.38839,0.50792
2017,First Stage of Tertiary Education,3rd Quintile,Technical School Degree,0.13824,39,267,0.09676,0.17972
2017,First Stage of Tertiary Education,3rd Quintile,Upper Secondary Degree,0.13914,39,267,0.09755,0.18074
2017,First Stage of Tertiary Education,4th Quintile,Secondary School Degree,0.17692,62,325,0.13537,0.21848
2017,First Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.48098,167,325,0.42658,0.53539
2017,First Stage of Tertiary Education,4th Quintile,Technical School Degree,0.13265,49,325,0.09572,0.16959
2017,First Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.19973,47,325,0.15619,0.24326
2017,First Stage of Tertiary Education,5th Quintile,Secondary School Degree,0.19325,60,341,0.15128,0.23522
2017,First Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.45553,149,341,0.40259,0.50847
2017,First Stage of Tertiary Education,5th Quintile,Technical School Degree,0.14330,58,341,0.10605,0.18054
2017,First Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.18835,74,341,0.14679,0.22991
2017,Second Stage of Tertiary Education,1st Quintile,Intermediate School Degree,0.09928,45,713,0.07731,0.12124
2017,Second Stage of Tertiary Education,1st Quintile,Upper Secondary Degree,0.47623,163,713,0.43954,0.51292
2017,Second Stage of Tertiary Education,1st Quintile,Other Degree,0.31792,505,713,0.28371,0.35212
2017,Second Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.14249,97,624,0.11504,0.16994
2017,Second Stage of Tertiary Education,2nd Quintile,Technical School Degree,0.11528,54,624,0.09020,0.14036
2017,Second Stage of Tertiary Education,2nd Quintile,Upper Secondary Degree,0.47175,268,624,0.43255,0.51095
2017,Second Stage of Tertiary Education,2nd Quintile,Other Degree,0.21549,205,624,0.18321,0.24778
2017,Second Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.11551,112,872,0.09428,0.13674
2017,Second Stage of Tertiary Education,3rd Quintile,Technical School Degree,0.11852,98,872,0.09706,0.13999
2017,Second Stage of Tertiary Education,3rd Quintile,Upper Secondary Degree,0.56273,500,872,0.52979,0.59568
2017,Second Stage of Tertiary Education,3rd Quintile,Other Degree,0.16139,162,872,0.13696,0.18583
2017,Second Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.11548,136,1240,0.09769,0.13328
2017,Second Stage of Tertiary Education,4th Quintile,Technical School Degree,0.14987,135,1240,0.12999,0.16975
2017,Second Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.63261,809,1240,0.60576,0.65945
2017,Second Stage of Tertiary Education,4th Quintile,Other Degree,0.07834,160,1240,0.06338,0.09330
2017,Second Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.06956,162,2247,0.05904,0.08008
2017,Second Stage of Tertiary Education,5th Quintile,Technical School Degree,0.11358,212,2247,0.10045,0.12670
2017,Second Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.72953,1660,2247,0.71116,0.74790
2017,Second Stage of Tertiary Education,5th Quintile,Other Degree,0.07712,213,2247,0.06609,0.08816
2018,Primary Level,1st Quintile,Other Degree,0.07390,31,1123,0.05859,0.08921
2018,Primary Level,1st Quintile,"Dropout, No School Degree",0.88316,833,1123,0.86437,0.90196
2018,Primary Level,1st Quintile,No School Degree Yet,0.00720,55,1123,0.00225,0.01214
2018,Primary Level,1st Quintile,No School Attended,0.03574,204,1123,0.02488,0.04660
2018,Primary Level,2nd Quintile,"Dropout, No School Degree",0.84915,131,131,0.78763,0.91068
2018,Primary Level,3rd Quintile,"Dropout, No School Degree",0.93364,44,44,0.85925,1.00804
2018,Lower Secondary Level,1st Quintile,Secondary School Degree,0.58805,560,1553,0.56357,0.61254
2018,Lower Secondary Level,1st Quintile,Intermediate School Degree,0.20478,275,1553,0.18470,0.22485
2018,Lower Secondary Level,1st Quintile,Other Degree,0.20717,718,1553,0.18701,0.22734
2018,Lower Secondary Level,2nd Quintile,Secondary School Degree,0.62213,399,775,0.58797,0.65629
2018,Lower Secondary Level,2nd Quintile,Intermediate School Degree,0.20674,238,775,0.17821,0.23527
2018,Lower Secondary Level,2nd Quintile,Other Degree,0.17113,138,775,0.14460,0.19766
2018,Lower Secondary Level,3rd Quintile,Secondary School Degree,0.62165,255,470,0.57776,0.66555
2018,Lower Secondary Level,3rd Quintile,Intermediate School Degree,0.26728,148,470,0.22723,0.30734
2018,Lower Secondary Level,3rd Quintile,Other Degree,0.11106,67,470,0.08263,0.13950
2018,Lower Secondary Level,4th Quintile,Secondary School Degree,0.41534,111,225,0.35081,0.47987
2018,Lower Secondary Level,4th Quintile,Intermediate School Degree,0.40982,114,225,0.34542,0.47423
2018,Lower Secondary Level,5th Quintile,Secondary School Degree,0.41835,46,123,0.33082,0.50588
2018,Lower Secondary Level,5th Quintile,Intermediate School Degree,0.47748,77,123,0.38885,0.56612
2018,Upper Secondary Level,1st Quintile,Secondary School Degree,0.41794,764,2591,0.39894,0.43693
2018,Upper Secondary Level,1st Quintile,Intermediate School Degree,0.32375,745,2591,0.30573,0.34177
2018,Upper Secondary Level,1st Quintile,Technical School Degree,0.02140,62,2591,0.01583,0.02697
2018,Upper Secondary Level,1st Quintile,Upper Secondary Degree,0.10218,243,2591,0.09052,0.11385
2018,Upper Secondary Level,1st Quintile,Other Degree,0.11962,716,2591,0.10712,0.13212
2018,Upper Secondary Level,1st Quintile,"Dropout, No School Degree",0.01502,61,2591,0.01033,0.01970
2018,Upper Secondary Level,2nd Quintile,Secondary School Degree,0.46609,1038,2690,0.44723,0.48494
2018,Upper Secondary Level,2nd Quintile,Intermediate School Degree,0.38783,1150,2690,0.36941,0.40624
2018,Upper Secondary Level,2nd Quintile,Technical School Degree,0.01528,55,2690,0.01064,0.01991
2018,Upper Secondary Level,2nd Quintile,Upper Secondary Degree,0.04263,148,2690,0.03500,0.05027
2018,Upper Secondary Level,2nd Quintile,Other Degree,0.07756,268,2690,0.06745,0.08767
2018,Upper Secondary Level,2nd Quintile,"Dropout, No School Degree",0.01055,31,2690,0.00668,0.01441
2018,Upper Secondary Level,3rd Quintile,Secondary School Degree,0.40733,838,2362,0.38751,0.42714
2018,Upper Secondary Level,3rd Quintile,Intermediate School Degree,0.45990,1161,2362,0.43980,0.48000
2018,Upper Secondary Level,3rd Quintile,Technical School Degree,0.01739,35,2362,0.01212,0.02266
2018,Upper Secondary Level,3rd Quintile,Upper Secondary Degree,0.05535,169,2362,0.04612,0.06457
2018,Upper Secondary Level,3rd Quintile,Other Degree,0.05802,159,2362,0.04859,0.06745
2018,Upper Secondary Level,4th Quintile,Secondary School Degree,0.38544,718,2050,0.36437,0.40652
2018,Upper Secondary Level,4th Quintile,Intermediate School Degree,0.47900,1044,2050,0.45737,0.50063
2018,Upper Secondary Level,4th Quintile,Technical School Degree,0.01416,33,2050,0.00904,0.01927
2018,Upper Secondary Level,4th Quintile,Upper Secondary Degree,0.06961,160,2050,0.05859,0.08063
2018,Upper Secondary Level,4th Quintile,Other Degree,0.04557,95,2050,0.03654,0.05461
2018,Upper Secondary Level,5th Quintile,Secondary School Degree,0.30790,400,1507,0.28458,0.33121
2018,Upper Secondary Level,5th Quintile,Intermediate School Degree,0.53482,894,1507,0.50963,0.56001
2018,Upper Secondary Level,5th Quintile,Upper Secondary Degree,0.09490,176,1507,0.08010,0.10970
2018,Upper Secondary Level,5th Quintile,Other Degree,0.04589,37,1507,0.03532,0.05646
2018,Post-secondary Non-tertiary Level,1st Quintile,Technical School Degree,0.15779,75,414,0.12263,0.19294
2018,Post-secondary Non-tertiary Level,1st Quintile,Upper Secondary Degree,0.43014,111,414,0.38239,0.47789
2018,Post-secondary Non-tertiary Level,1st Quintile,Other Degree,0.38762,228,414,0.34063,0.43461
2018,Post-secondary Non-tertiary Level,2nd Quintile,Technical School Degree,0.27741,117,441,0.23558,0.31925
2018,Post-secondary Non-tertiary Level,2nd Quintile,Upper Secondary Degree,0.41919,190,441,0.37308,0.46529
2018,Post-secondary Non-tertiary Level,2nd Quintile,Other Degree,0.29639,134,441,0.25372,0.33906
2018,Post-secondary Non-tertiary Level,3rd Quintile,Technical School Degree,0.35963,150,461,0.31578,0.40349
2018,Post-secondary Non-tertiary Level,3rd Quintile,Upper Secondary Degree,0.50733,221,461,0.46165,0.55302
2018,Post-secondary Non-tertiary Level,3rd Quintile,Other Degree,0.13008,90,461,0.09934,0.16082
2018,Post-secondary Non-tertiary Level,4th Quintile,Technical School Degree,0.34120,135,419,0.29575,0.38665
2018,Post-secondary Non-tertiary Level,4th Quintile,Upper Secondary Degree,0.52084,236,419,0.47295,0.56874
2018,Post-secondary Non-tertiary Level,4th Quintile,Other Degree,0.09138,48,419,0.06376,0.11901
2018,Post-secondary Non-tertiary Level,5th Quintile,Technical School Degree,0.37670,120,332,0.32450,0.42890
2018,Post-secondary Non-tertiary Level,5th Quintile,Upper Secondary Degree,0.55342,212,332,0.49986,0.60697
2018,First Stage of Tertiary Education,1st Quintile,Intermediate School Degree,0.41131,47,47,0.26910,0.55351
2018,First Stage of Tertiary Education,2nd Quintile,Secondary School Degree,0.28322,66,221,0.22368,0.34276
2018,First Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.43870,121,221,0.37313,0.50427
2018,First Stage of Tertiary Education,2nd Quintile,Upper Secondary Degree,0.14214,34,221,0.09600,0.18829
2018,First Stage of Tertiary Education,3rd Quintile,Secondary School Degree,0.29807,82,287,0.24506,0.35108
2018,First Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.41660,133,287,0.35947,0.47374
2018,First Stage of Tertiary Education,3rd Quintile,Technical School Degree,0.12773,38,287,0.08904,0.16641
2018,First Stage of Tertiary Education,3rd Quintile,Upper Secondary Degree,0.10677,34,287,0.07098,0.14256
2018,First Stage of Tertiary Education,4th Quintile,Secondary School Degree,0.19277,62,347,0.15120,0.23433
2018,First Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.48729,176,347,0.43462,0.53996
2018,First Stage of Tertiary Education,4th Quintile,Technical School Degree,0.09282,52,347,0.06224,0.12340
2018,First Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.21500,57,347,0.17171,0.25828
2018,First Stage of Tertiary Education,5th Quintile,Secondary School Degree,0.20206,64,362,0.16064,0.24348
2018,First Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.44390,170,362,0.39265,0.49516
2018,First Stage of Tertiary Education,5th Quintile,Technical School Degree,0.18705,62,362,0.14682,0.22728
2018,First Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.15803,66,362,0.12041,0.19566
2018,Second Stage of Tertiary Education,1st Quintile,Intermediate School Degree,0.07001,47,876,0.05310,0.08692
2018,Second Stage of Tertiary Education,1st Quintile,Technical School Degree,0.06242,33,876,0.04639,0.07845
2018,Second Stage of Tertiary Education,1st Quintile,Upper Secondary Degree,0.49401,201,876,0.46088,0.52713
2018,Second Stage of Tertiary Education,1st Quintile,Other Degree,0.35506,595,876,0.32336,0.38677
2018,Second Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.14968,108,693,0.12310,0.17627
2018,Second Stage of Tertiary Education,2nd Quintile,Technical School Degree,0.12882,65,693,0.10386,0.15378
2018,Second Stage of Tertiary Education,2nd Quintile,Upper Secondary Degree,0.48082,297,693,0.44360,0.51805
2018,Second Stage of Tertiary Education,2nd Quintile,Other Degree,0.19236,223,693,0.16299,0.22172
2018,Second Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.11059,113,918,0.09029,0.13089
2018,Second Stage of Tertiary Education,3rd Quintile,Technical School Degree,0.11362,84,918,0.09308,0.13416
2018,Second Stage of Tertiary Education,3rd Quintile,Upper Secondary Degree,0.54850,518,918,0.51629,0.58071
2018,Second Stage of Tertiary Education,3rd Quintile,Other Degree,0.17951,203,918,0.15467,0.20436
2018,Second Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.12208,157,1382,0.10481,0.13935
2018,Second Stage of Tertiary Education,4th Quintile,Technical School Degree,0.13891,165,1382,0.12066,0.15715
2018,Second Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.65587,908,1382,0.63081,0.68092
2018,Second Stage of Tertiary Education,4th Quintile,Other Degree,0.06367,152,1382,0.05079,0.07655
2018,Second Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.08334,192,2470,0.07244,0.09424
2018,Second Stage of Tertiary Education,5th Quintile,Technical School Degree,0.11974,241,2470,0.10693,0.13255
2018,Second Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.71467,1838,2470,0.69686,0.73249
2018,Second Stage of Tertiary Education,5th Quintile,Other Degree,0.07417,199,2470,0.06383,0.08451
2019,Primary Level,1st Quintile,Other Degree,0.08929,36,1240,0.07341,0.10516
2019,Primary Level,1st Quintile,"Dropout, No School Degree",0.86178,898,1240,0.84256,0.88099
2019,Primary Level,1st Quintile,No School Degree Yet,0.00656,56,1240,0.00206,0.01106
2019,Primary Level,1st Quintile,No School Attended,0.04238,250,1240,0.03116,0.05360
2019,Primary Level,2nd Quintile,"Dropout, No School Degree",0.86511,107,107,0.80008,0.93014
2019,Primary Level,3rd Quintile,"Dropout, No School Degree",0.88201,34,34,0.77195,0.99208
2019,Lower Secondary Level,1st Quintile,Secondary School Degree,0.58028,553,1507,0.55536,0.60521
2019,Lower Secondary Level,1st Quintile,Intermediate School Degree,0.18625,264,1507,0.16658,0.20591
2019,Lower Secondary Level,1st Quintile,Other Degree,0.23347,690,1507,0.21211,0.25484
2019,Lower Secondary Level,2nd Quintile,Secondary School Degree,0.63030,372,709,0.59474,0.66586
2019,Lower Secondary Level,2nd Quintile,Intermediate School Degree,0.20660,214,709,0.17678,0.23643
2019,Lower Secondary Level,2nd Quintile,Other Degree,0.16310,123,709,0.13588,0.19031
2019,Lower Secondary Level,3rd Quintile,Secondary School Degree,0.58436,197,396,0.53576,0.63297
2019,Lower Secondary Level,3rd Quintile,Intermediate School Degree,0.32057,149,396,0.27454,0.36659
2019,Lower Secondary Level,3rd Quintile,Other Degree,0.09507,50,396,0.06614,0.12400
2019,Lower Secondary Level,4th Quintile,Secondary School Degree,0.47174,123,234,0.40764,0.53584
2019,Lower Secondary Level,4th Quintile,Intermediate School Degree,0.38911,111,234,0.32651,0.45172
2019,Lower Secondary Level,5th Quintile,Secondary School Degree,0.42833,35,113,0.33669,0.51998
2019,Lower Secondary Level,5th Quintile,Intermediate School Degree,0.47970,78,113,0.38717,0.57222
2019,Upper Secondary Level,1st Quintile,Secondary School Degree,0.41151,738,2437,0.39197,0.43106
2019,Upper Secondary Level,1st Quintile,Intermediate School Degree,0.32025,701,2437,0.30173,0.33878
2019,Upper Secondary Level,1st Quintile,Technical School Degree,0.02600,69,2437,0.01968,0.03231
2019,Upper Secondary Level,1st Quintile,Upper Secondary Degree,0.11652,220,2437,0.10377,0.12926
2019,Upper Secondary Level,1st Quintile,Other Degree,0.11156,647,2437,0.09906,0.12406
2019,Upper Secondary Level,1st Quintile,"Dropout, No School Degree",0.01383,62,2437,0.00919,0.01847
2019,Upper Secondary Level,2nd Quintile,Secondary School Degree,0.45392,991,2531,0.43452,0.47332
2019,Upper Secondary Level,2nd Quintile,Intermediate School Degree,0.39135,1092,2531,0.37233,0.41037
2019,Upper Secondary Level,2nd Quintile,Technical School Degree,0.02051,60,2531,0.01499,0.02603
2019,Upper Secondary Level,2nd Quintile,Upper Secondary Degree,0.03694,131,2531,0.02959,0.04429
2019,Upper Secondary Level,2nd Quintile,Other Degree,0.08871,257,2531,0.07763,0.09979
2019,Upper Secondary Level,3rd Quintile,Secondary School Degree,0.38700,742,2155,0.36643,0.40757
2019,Upper Secondary Level,3rd Quintile,Intermediate School Degree,0.46787,1097,2155,0.44680,0.48895
2019,Upper Secondary Level,3rd Quintile,Technical School Degree,0.01937,39,2155,0.01355,0.02519
2019,Upper Secondary Level,3rd Quintile,Upper Secondary Degree,0.05759,146,2155,0.04775,0.06743
2019,Upper Secondary Level,3rd Quintile,Other Degree,0.06048,131,2155,0.05041,0.07054
2019,Upper Secondary Level,4th Quintile,Secondary School Degree,0.35608,633,1865,0.33434,0.37782
2019,Upper Secondary Level,4th Quintile,Intermediate School Degree,0.50853,1000,1865,0.48583,0.53123
2019,Upper Secondary Level,4th Quintile,Upper Secondary Degree,0.07392,160,1865,0.06204,0.08579
2019,Upper Secondary Level,4th Quintile,Other Degree,0.04548,72,1865,0.03602,0.05494
2019,Upper Secondary Level,5th Quintile,Secondary School Degree,0.32684,371,1386,0.30213,0.35154
2019,Upper Secondary Level,5th Quintile,Intermediate School Degree,0.52579,796,1386,0.49949,0.55208
2019,Upper Secondary Level,5th Quintile,Upper Secondary Degree,0.08506,179,1386,0.07037,0.09975
2019,Upper Secondary Level,5th Quintile,Other Degree,0.04647,40,1386,0.03538,0.05756
2019,Post-secondary Non-tertiary Level,1st Quintile,Technical School Degree,0.21488,72,372,0.17308,0.25667
2019,Post-secondary Non-tertiary Level,1st Quintile,Upper Secondary Degree,0.42331,96,372,0.37304,0.47359
2019,Post-secondary Non-tertiary Level,1st Quintile,Other Degree,0.36082,204,372,0.31195,0.40969
2019,Post-secondary Non-tertiary Level,2nd Quintile,Technical School Degree,0.24547,111,432,0.20484,0.28610
2019,Post-secondary Non-tertiary Level,2nd Quintile,Upper Secondary Degree,0.44907,182,432,0.40212,0.49603
2019,Post-secondary Non-tertiary Level,2nd Quintile,Other Degree,0.29080,139,432,0.24793,0.33368
2019,Post-secondary Non-tertiary Level,3rd Quintile,Technical School Degree,0.33621,147,436,0.29182,0.38061
2019,Post-secondary Non-tertiary Level,3rd Quintile,Upper Secondary Degree,0.45107,221,436,0.40431,0.49783
2019,Post-secondary Non-tertiary Level,3rd Quintile,Other Degree,0.18381,68,436,0.14741,0.22021
2019,Post-secondary Non-tertiary Level,4th Quintile,Technical School Degree,0.32159,106,356,0.27300,0.37018
2019,Post-secondary Non-tertiary Level,4th Quintile,Upper Secondary Degree,0.55058,207,356,0.49884,0.60233
2019,Post-secondary Non-tertiary Level,4th Quintile,Other Degree,0.09909,43,356,0.06801,0.13017
2019,Post-secondary Non-tertiary Level,5th Quintile,Technical School Degree,0.34239,110,338,0.29173,0.39305
2019,Post-secondary Non-tertiary Level,5th Quintile,Upper Secondary Degree,0.58222,228,338,0.52956,0.63488
2019,First Stage of Tertiary Education,1st Quintile,Intermediate School Degree,0.41673,40,40,0.26200,0.57147
2019,First Stage of Tertiary Education,2nd Quintile,Secondary School Degree,0.43822,67,170,0.36342,0.51303
2019,First Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.32899,103,170,0.25815,0.39983
2019,First Stage of Tertiary Education,3rd Quintile,Secondary School Degree,0.15004,60,278,0.10799,0.19210
2019,First Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.52156,137,278,0.46274,0.58039
2019,First Stage of Tertiary Education,3rd Quintile,Technical School Degree,0.13496,40,278,0.09472,0.17520
2019,First Stage of Tertiary Education,3rd Quintile,Upper Secondary Degree,0.17025,41,278,0.12599,0.21451
2019,First Stage of Tertiary Education,4th Quintile,Secondary School Degree,0.23077,70,312,0.18394,0.27759
2019,First Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.47471,151,312,0.41921,0.53021
2019,First Stage of Tertiary Education,4th Quintile,Technical School Degree,0.11984,43,312,0.08374,0.15593
2019,First Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.16353,48,312,0.12242,0.20463
2019,First Stage of Tertiary Education,5th Quintile,Secondary School Degree,0.16306,53,365,0.12511,0.20101
2019,First Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.44216,180,365,0.39114,0.49318
2019,First Stage of Tertiary Education,5th Quintile,Technical School Degree,0.16390,60,365,0.12587,0.20193
2019,First Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.21766,72,365,0.17527,0.26005
2019,Second Stage of Tertiary Education,1st Quintile,Intermediate School Degree,0.06730,44,867,0.05062,0.08399
2019,Second Stage of Tertiary Education,1st Quintile,Upper Secondary Degree,0.50573,210,867,0.47243,0.53903
2019,Second Stage of Tertiary Education,1st Quintile,Other Degree,0.35531,613,867,0.32344,0.38719
2019,Second Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.11367,92,627,0.08881,0.13854
2019,Second Stage of Tertiary Education,2nd Quintile,Technical School Degree,0.12346,63,627,0.09769,0.14923
2019,Second Stage of Tertiary Education,2nd Quintile,Upper Secondary Degree,0.49366,279,627,0.45449,0.53283
2019,Second Stage of Tertiary Education,2nd Quintile,Other Degree,0.20825,193,627,0.17644,0.24006
2019,Second Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.14454,123,889,0.12141,0.16767
2019,Second Stage of Tertiary Education,3rd Quintile,Technical School Degree,0.10744,87,889,0.08707,0.12781
2019,Second Stage of Tertiary Education,3rd Quintile,Upper Secondary Degree,0.54408,519,889,0.51132,0.57684
2019,Second Stage of Tertiary Education,3rd Quintile,Other Degree,0.16862,160,889,0.14399,0.19324
2019,Second Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.11650,143,1231,0.09857,0.13443
2019,Second Stage of Tertiary Education,4th Quintile,Technical School Degree,0.11448,132,1231,0.09668,0.13227
2019,Second Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.68939,845,1231,0.66353,0.71525
2019,Second Stage of Tertiary Education,4th Quintile,Other Degree,0.06261,111,1231,0.04907,0.07615
2019,Second Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.08129,173,2364,0.07027,0.09230
2019,Second Stage of Tertiary Education,5th Quintile,Technical School Degree,0.12125,235,2364,0.10809,0.13442
2019,Second Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.68919,1736,2364,0.67052,0.70785
2019,Second Stage of Tertiary Education,5th Quintile,Other Degree,0.09692,220,2364,0.08499,0.10884
2020,Primary Level,1st Quintile,Other Degree,0.09383,31,983,0.07559,0.11206
2020,Primary Level,1st Quintile,"Dropout, No School Degree",0.86266,751,983,0.84113,0.88419
2020,Primary Level,1st Quintile,No School Attended,0.04148,201,983,0.02901,0.05395
2020,Primary Level,2nd Quintile,"Dropout, No School Degree",0.76873,115,115,0.69133,0.84613
2020,Lower Secondary Level,1st Quintile,Secondary School Degree,0.58294,505,1374,0.55686,0.60903
2020,Lower Secondary Level,1st Quintile,Intermediate School Degree,0.21005,255,1374,0.18851,0.23160
2020,Lower Secondary Level,1st Quintile,Other Degree,0.20700,614,1374,0.18557,0.22843
2020,Lower Secondary Level,2nd Quintile,Secondary School Degree,0.62817,329,668,0.59149,0.66485
2020,Lower Secondary Level,2nd Quintile,Intermediate School Degree,0.21893,214,668,0.18754,0.25031
2020,Lower Secondary Level,2nd Quintile,Other Degree,0.15290,125,668,0.12559,0.18021
2020,Lower Secondary Level,3rd Quintile,Secondary School Degree,0.55459,194,384,0.50481,0.60436
2020,Lower Secondary Level,3rd Quintile,Intermediate School Degree,0.35047,154,384,0.30269,0.39826
2020,Lower Secondary Level,3rd Quintile,Other Degree,0.09494,36,384,0.06558,0.12430
2020,Lower Secondary Level,4th Quintile,Secondary School Degree,0.47658,101,220,0.41043,0.54273
2020,Lower Secondary Level,4th Quintile,Intermediate School Degree,0.41949,119,220,0.35413,0.48485
2020,Lower Secondary Level,5th Quintile,Secondary School Degree,0.49253,46,134,0.40756,0.57749
2020,Lower Secondary Level,5th Quintile,Intermediate School Degree,0.37470,88,134,0.29243,0.45696
2020,Upper Secondary Level,1st Quintile,Secondary School Degree,0.40962,699,2387,0.38989,0.42935
2020,Upper Secondary Level,1st Quintile,Intermediate School Degree,0.32764,707,2387,0.30881,0.34647
2020,Upper Secondary Level,1st Quintile,Technical School Degree,0.02151,67,2387,0.01569,0.02733
2020,Upper Secondary Level,1st Quintile,Upper Secondary Degree,0.11071,235,2387,0.09812,0.12330
2020,Upper Secondary Level,1st Quintile,Other Degree,0.11540,617,2387,0.10258,0.12822
2020,Upper Secondary Level,1st Quintile,"Dropout, No School Degree",0.01484,62,2387,0.00998,0.01969
2020,Upper Secondary Level,2nd Quintile,Secondary School Degree,0.45565,991,2471,0.43601,0.47529
2020,Upper Secondary Level,2nd Quintile,Intermediate School Degree,0.40574,1080,2471,0.38637,0.42510
2020,Upper Secondary Level,2nd Quintile,Technical School Degree,0.01490,53,2471,0.01012,0.01968
2020,Upper Secondary Level,2nd Quintile,Upper Secondary Degree,0.04561,134,2471,0.03738,0.05384
2020,Upper Secondary Level,2nd Quintile,Other Degree,0.06809,213,2471,0.05815,0.07802
2020,Upper Secondary Level,3rd Quintile,Secondary School Degree,0.38755,692,1986,0.36612,0.40899
2020,Upper Secondary Level,3rd Quintile,Intermediate School Degree,0.47980,1006,1986,0.45782,0.50178
2020,Upper Secondary Level,3rd Quintile,Technical School Degree,0.02454,35,1986,0.01773,0.03135
2020,Upper Secondary Level,3rd Quintile,Upper Secondary Degree,0.05901,148,1986,0.04864,0.06937
2020,Upper Secondary Level,3rd Quintile,Other Degree,0.04478,105,1986,0.03568,0.05388
2020,Upper Secondary Level,4th Quintile,Secondary School Degree,0.37808,595,1902,0.35628,0.39988
2020,Upper Secondary Level,4th Quintile,Intermediate School Degree,0.49642,1038,1902,0.47394,0.51890
2020,Upper Secondary Level,4th Quintile,Technical School Degree,0.01510,32,1902,0.00962,0.02058
