"pgpsbil","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Realschulabschluss","1989","66 und älter","Westdeutschland, alte Bundeslaender","167","0.174496003004952","0.151283861941562","0.197708144068343"
"Realschulabschluss","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Fachhochschulreife","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","142","0.0470309700457386","0.040149717207381","0.0539122228840963"
"Fachhochschulreife","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Fachhochschulreife","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","116","0.0310158574396864","0.0261394082352081","0.0358923066441646"
"Fachhochschulreife","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Fachhochschulreife","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Fachhochschulreife","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Abitur","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","489","0.172639310088805","0.160354924469557","0.184923695708053"
"Abitur","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Abitur","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","367","0.0918616977683451","0.0837371966214814","0.0999861989152087"
"Abitur","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Abitur","1989","66 und älter","Westdeutschland, alte Bundeslaender","69","0.0648113981447887","0.0497544079738809","0.0798683883156966"
"Abitur","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","253","0.0268145950571332","0.0215638664851918","0.0320653236290747"
"Anderer Abschluss","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","773","0.0437816076052333","0.0380261763295228","0.0495370388809438"
"Anderer Abschluss","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Anderer Abschluss","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","147","0.0213564756015663","0.0166573915950413","0.0260555596080914"
"Ohne Abschluss verlassen","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","407","0.0221833347554213","0.0180405191093235","0.0263261504015191"
"Ohne Abschluss verlassen","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Ohne Abschluss verlassen","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","178","0.0520914040125567","0.0448686567874928","0.0593141512376205"
"Noch kein Abschluss","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","125","0.006313367039648","0.00408540022861534","0.00854133385068065"
"Keine Schule besucht","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1433","0.383960860004904","0.367862198607853","0.400059521401954"
"Hauptschulabschluss","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","180","0.110576812077841","0.0956691380902525","0.12548448606543"
"Hauptschulabschluss","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2354","0.628209515712052","0.614454258792376","0.641964772631727"
"Hauptschulabschluss","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1216","0.560805574961807","0.540545213155168","0.581065936768446"
"Hauptschulabschluss","1990","66 und älter","Westdeutschland, alte Bundeslaender","766","0.729121862937108","0.702355636457002","0.755888089417214"
"Hauptschulabschluss","1990","66 und älter","Ostdeutschland, neue Bundeslaender","357","0.826226143322282","0.790618342760118","0.861833943884446"
"Realschulabschluss","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","894","0.289290804178174","0.274281677713887","0.304299930642461"
"Realschulabschluss","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","1250","0.734311076137629","0.713314407484118","0.755307744791139"
"Realschulabschluss","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","624","0.168221913841421","0.157575279507693","0.178868548175149"
"Realschulabschluss","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","743","0.294853105347769","0.276238438066852","0.313467772628686"
"Realschulabschluss","1990","66 und älter","Westdeutschland, alte Bundeslaender","169","0.174345341452599","0.15149437869535","0.197196304209849"
"Realschulabschluss","1990","66 und älter","Ostdeutschland, neue Bundeslaender","51","0.112508825662282","0.0828141367537238","0.14220351457084"
"Fachhochschulreife","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","144","0.0485750277951362","0.0414590278322544","0.055691027758018"
"Fachhochschulreife","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Fachhochschulreife","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","117","0.0310979374066838","0.026157413001562","0.0360384618118056"
"Fachhochschulreife","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Fachhochschulreife","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Fachhochschulreife","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Abitur","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","481","0.178454676143871","0.165780437932297","0.191128914355445"
"Abitur","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","224","0.131024506793789","0.114984532738889","0.147064480848689"
"Abitur","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","371","0.0954104760514751","0.087048842618552","0.103772109484398"
"Abitur","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","302","0.123460097136713","0.11003053728779","0.136889656985636"
"Abitur","1990","66 und älter","Westdeutschland, alte Bundeslaender","73","0.0659587917533751","0.0510095393281814","0.0809080441785688"
"Abitur","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","242","0.0295614788799635","0.0239550124349796","0.0351679453249475"
"Anderer Abschluss","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","764","0.046882908040649","0.040866355465265","0.052899460616033"
"Anderer Abschluss","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","34","0.0161837746987571","0.0110325614575724","0.0213349879399418"
"Anderer Abschluss","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Anderer Abschluss","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","132","0.0218472092521921","0.017008344668411","0.0266860738359733"
"Ohne Abschluss verlassen","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","390","0.0231589571570315","0.018878020861643","0.0274398934524201"
"Ohne Abschluss verlassen","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Ohne Abschluss verlassen","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","167","0.0474270391523115","0.0403913885086957","0.0544626897959273"
"Noch kein Abschluss","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","33","0.0168344492660295","0.0107188867043721","0.0229500118276868"
"Noch kein Abschluss","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","122","0.00701829179068818","0.00464225232148552","0.00939433125989084"
"Keine Schule besucht","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1394","0.370608399388545","0.354580450337775","0.386636348439314"
"Hauptschulabschluss","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","147","0.105100640253178","0.0895650781865388","0.120636202319817"
"Hauptschulabschluss","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2312","0.605394543363726","0.591447892885148","0.619341193842304"
"Hauptschulabschluss","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1108","0.53772614710134","0.517014446802673","0.558437847400007"
"Hauptschulabschluss","1991","66 und älter","Westdeutschland, alte Bundeslaender","774","0.731645423392396","0.705132777988221","0.758158068796572"
"Hauptschulabschluss","1991","66 und älter","Ostdeutschland, neue Bundeslaender","334","0.84167029224403","0.806029465281375","0.877311119206686"
"Realschulabschluss","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","913","0.295886071947325","0.280738480548363","0.311033663346287"
"Realschulabschluss","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","1124","0.747217325098539","0.725201533278705","0.769233116918374"
"Realschulabschluss","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","641","0.172471480360962","0.161691468137576","0.183251492584348"
"Realschulabschluss","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","781","0.317637165078347","0.298297059121789","0.336977271034905"
"Realschulabschluss","1991","66 und älter","Westdeutschland, alte Bundeslaender","168","0.171215747590266","0.148676426600433","0.193755068580099"
"Realschulabschluss","1991","66 und älter","Ostdeutschland, neue Bundeslaender","47","0.112459441305448","0.0816142382897387","0.143304644321157"
"Fachhochschulreife","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","153","0.0505404759935196","0.0432707549808623","0.057810197006177"
"Fachhochschulreife","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Fachhochschulreife","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","120","0.0329345491763219","0.0278421443828813","0.0380269539697624"
"Fachhochschulreife","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Fachhochschulreife","1991","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Fachhochschulreife","1991","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Abitur","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","493","0.181606561494428","0.1688125513691","0.194400571619755"
"Abitur","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","186","0.122592987331763","0.105979126988721","0.139206847674804"
"Abitur","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","393","0.106387484253858","0.0975893818256592","0.115185586682056"
"Abitur","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","298","0.125555327567627","0.111790548287722","0.139320106847533"
"Abitur","1991","66 und älter","Westdeutschland, alte Bundeslaender","72","0.0657724668697887","0.050940572402194","0.0806043613373834"
"Abitur","1991","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","227","0.0311658801271839","0.0253992212280974","0.0369325390262704"
"Anderer Abschluss","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","758","0.0508432081383612","0.0445748388274602","0.0571115774492622"
"Anderer Abschluss","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1991","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Anderer Abschluss","1991","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","138","0.0237071802969582","0.0186583607125006","0.0287559998814159"
"Ohne Abschluss verlassen","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","32","0.0195698693481712","0.0125530631965175","0.0265866754998248"
"Ohne Abschluss verlassen","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","383","0.02478834733001","0.020351828285741","0.029224866374279"
"Ohne Abschluss verlassen","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1991","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Ohne Abschluss verlassen","1991","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","156","0.0453304760731224","0.0384267822493517","0.0522341698968932"
"Noch kein Abschluss","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1991","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","1991","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","111","0.00718038737676146","0.00477115753419107","0.00958961721933185"
"Keine Schule besucht","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1991","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","1991","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
