"pgisced97","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"vocational + Abi","2010","AkademikerInnen","Niedersachsen","","","",""
"vocational + Abi","2010","AkademikerInnen","Bremen","","","",""
"vocational + Abi","2010","AkademikerInnen","Nordrhein-Westfalen","","","",""
"vocational + Abi","2010","AkademikerInnen","Hessen","","","",""
"vocational + Abi","2010","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"vocational + Abi","2010","AkademikerInnen","Baden-Wuerttemberg","","","",""
"vocational + Abi","2010","AkademikerInnen","Bayern","","","",""
"vocational + Abi","2010","AkademikerInnen","Saarland","","","",""
"vocational + Abi","2010","AkademikerInnen","Berlin","","","",""
"vocational + Abi","2010","AkademikerInnen","Brandenburg","","","",""
"vocational + Abi","2010","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"vocational + Abi","2010","AkademikerInnen","Sachsen","","","",""
"vocational + Abi","2010","AkademikerInnen","Sachsen-Anhalt","","","",""
"vocational + Abi","2010","AkademikerInnen","Thueringen","","","",""
"higher vocational","2010","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"higher vocational","2010","(noch) kein Abschluss","Hamburg","","","",""
"higher vocational","2010","(noch) kein Abschluss","Niedersachsen","","","",""
"higher vocational","2010","(noch) kein Abschluss","Bremen","","","",""
"higher vocational","2010","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"higher vocational","2010","(noch) kein Abschluss","Hessen","","","",""
"higher vocational","2010","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"higher vocational","2010","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"higher vocational","2010","(noch) kein Abschluss","Bayern","","","",""
"higher vocational","2010","(noch) kein Abschluss","Saarland","","","",""
"higher vocational","2010","(noch) kein Abschluss","Berlin","","","",""
"higher vocational","2010","(noch) kein Abschluss","Brandenburg","","","",""
"higher vocational","2010","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"higher vocational","2010","(noch) kein Abschluss","Sachsen","","","",""
"higher vocational","2010","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"higher vocational","2010","(noch) kein Abschluss","Thueringen","","","",""
"higher vocational","2010","Hauptschulabschluss","Schleswig-Holstein","","","",""
"higher vocational","2010","Hauptschulabschluss","Hamburg","","","",""
"higher vocational","2010","Hauptschulabschluss","Niedersachsen","31","0.0429460976621937","0.0280546079054522","0.0578375874189352"
"higher vocational","2010","Hauptschulabschluss","Bremen","","","",""
"higher vocational","2010","Hauptschulabschluss","Nordrhein-Westfalen","66","0.0442474458241599","0.0345626385240026","0.0539322531243172"
"higher vocational","2010","Hauptschulabschluss","Hessen","","","",""
"higher vocational","2010","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"higher vocational","2010","Hauptschulabschluss","Baden-Wuerttemberg","64","0.0663937016065655","0.0507178360506261","0.0820695671625049"
"higher vocational","2010","Hauptschulabschluss","Bayern","98","0.0599040066568059","0.047676782843619","0.0721312304699928"
"higher vocational","2010","Hauptschulabschluss","Saarland","","","",""
"higher vocational","2010","Hauptschulabschluss","Berlin","","","",""
"higher vocational","2010","Hauptschulabschluss","Brandenburg","","","",""
"higher vocational","2010","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"higher vocational","2010","Hauptschulabschluss","Sachsen","","","",""
"higher vocational","2010","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"higher vocational","2010","Hauptschulabschluss","Thueringen","","","",""
"higher vocational","2010","Realschulabschluss","Schleswig-Holstein","","","",""
"higher vocational","2010","Realschulabschluss","Hamburg","","","",""
"higher vocational","2010","Realschulabschluss","Niedersachsen","67","0.0913636342020998","0.0698183879211856","0.112908880483014"
"higher vocational","2010","Realschulabschluss","Bremen","","","",""
"higher vocational","2010","Realschulabschluss","Nordrhein-Westfalen","102","0.0951080895604246","0.0777003332816269","0.112515845839222"
"higher vocational","2010","Realschulabschluss","Hessen","37","0.123867679602291","0.0915436500561331","0.156191709148449"
"higher vocational","2010","Realschulabschluss","Rheinland-Pfalz,Saarland","33","0.13640138505386","0.0936856770288715","0.179117093078849"
"higher vocational","2010","Realschulabschluss","Baden-Wuerttemberg","82","0.111936745561809","0.0895359186168697","0.134337572506749"
"higher vocational","2010","Realschulabschluss","Bayern","92","0.111569138718938","0.0909773638700165","0.132160913567859"
"higher vocational","2010","Realschulabschluss","Saarland","","","",""
"higher vocational","2010","Realschulabschluss","Berlin","31","0.107225043271827","0.0689487084386157","0.145501378105039"
"higher vocational","2010","Realschulabschluss","Brandenburg","36","0.138275905668117","0.102618132775523","0.173933678560712"
"higher vocational","2010","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"higher vocational","2010","Realschulabschluss","Sachsen","93","0.154974334518064","0.12872299306729","0.181225675968837"
"higher vocational","2010","Realschulabschluss","Sachsen-Anhalt","53","0.183368071577084","0.14305726418861","0.223678878965558"
"higher vocational","2010","Realschulabschluss","Thueringen","41","0.118258263751345","0.0865736737687062","0.149942853733983"
"higher vocational","2010","(Fach-)Abitur","Schleswig-Holstein","","","",""
"higher vocational","2010","(Fach-)Abitur","Hamburg","","","",""
"higher vocational","2010","(Fach-)Abitur","Niedersachsen","35","0.154755798141955","0.111615735258734","0.197895861025176"
"higher vocational","2010","(Fach-)Abitur","Bremen","","","",""
"higher vocational","2010","(Fach-)Abitur","Nordrhein-Westfalen","132","0.167286159308418","0.142413745527008","0.192158573089827"
"higher vocational","2010","(Fach-)Abitur","Hessen","31","0.112347764377263","0.0737390649396669","0.15095646381486"
"higher vocational","2010","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"higher vocational","2010","(Fach-)Abitur","Baden-Wuerttemberg","56","0.170104622135373","0.131346366732934","0.208862877537812"
"higher vocational","2010","(Fach-)Abitur","Bayern","65","0.214946219717744","0.173314255626535","0.256578183808954"
"higher vocational","2010","(Fach-)Abitur","Saarland","","","",""
"higher vocational","2010","(Fach-)Abitur","Berlin","","","",""
"higher vocational","2010","(Fach-)Abitur","Brandenburg","","","",""
"higher vocational","2010","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"higher vocational","2010","(Fach-)Abitur","Sachsen","","","",""
"higher vocational","2010","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"higher vocational","2010","(Fach-)Abitur","Thueringen","","","",""
"higher vocational","2010","AkademikerInnen","Schleswig-Holstein","","","",""
"higher vocational","2010","AkademikerInnen","Hamburg","","","",""
"higher vocational","2010","AkademikerInnen","Niedersachsen","","","",""
"higher vocational","2010","AkademikerInnen","Bremen","","","",""
"higher vocational","2010","AkademikerInnen","Nordrhein-Westfalen","","","",""
"higher vocational","2010","AkademikerInnen","Hessen","","","",""
"higher vocational","2010","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"higher vocational","2010","AkademikerInnen","Baden-Wuerttemberg","","","",""
"higher vocational","2010","AkademikerInnen","Bayern","","","",""
"higher vocational","2010","AkademikerInnen","Saarland","","","",""
"higher vocational","2010","AkademikerInnen","Berlin","","","",""
"higher vocational","2010","AkademikerInnen","Brandenburg","","","",""
"higher vocational","2010","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"higher vocational","2010","AkademikerInnen","Sachsen","","","",""
"higher vocational","2010","AkademikerInnen","Sachsen-Anhalt","","","",""
"higher vocational","2010","AkademikerInnen","Thueringen","","","",""
"higher education","2010","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"higher education","2010","(noch) kein Abschluss","Hamburg","","","",""
"higher education","2010","(noch) kein Abschluss","Niedersachsen","","","",""
"higher education","2010","(noch) kein Abschluss","Bremen","","","",""
"higher education","2010","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"higher education","2010","(noch) kein Abschluss","Hessen","","","",""
"higher education","2010","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"higher education","2010","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"higher education","2010","(noch) kein Abschluss","Bayern","","","",""
"higher education","2010","(noch) kein Abschluss","Saarland","","","",""
"higher education","2010","(noch) kein Abschluss","Berlin","","","",""
"higher education","2010","(noch) kein Abschluss","Brandenburg","","","",""
"higher education","2010","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"higher education","2010","(noch) kein Abschluss","Sachsen","","","",""
"higher education","2010","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"higher education","2010","(noch) kein Abschluss","Thueringen","","","",""
"higher education","2010","Hauptschulabschluss","Schleswig-Holstein","","","",""
"higher education","2010","Hauptschulabschluss","Hamburg","","","",""
"higher education","2010","Hauptschulabschluss","Niedersachsen","","","",""
"higher education","2010","Hauptschulabschluss","Bremen","","","",""
"higher education","2010","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"higher education","2010","Hauptschulabschluss","Hessen","","","",""
"higher education","2010","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"higher education","2010","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"higher education","2010","Hauptschulabschluss","Bayern","","","",""
"higher education","2010","Hauptschulabschluss","Saarland","","","",""
"higher education","2010","Hauptschulabschluss","Berlin","","","",""
"higher education","2010","Hauptschulabschluss","Brandenburg","","","",""
"higher education","2010","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"higher education","2010","Hauptschulabschluss","Sachsen","","","",""
"higher education","2010","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"higher education","2010","Hauptschulabschluss","Thueringen","","","",""
"higher education","2010","Realschulabschluss","Schleswig-Holstein","","","",""
"higher education","2010","Realschulabschluss","Hamburg","","","",""
"higher education","2010","Realschulabschluss","Niedersachsen","","","",""
"higher education","2010","Realschulabschluss","Bremen","","","",""
"higher education","2010","Realschulabschluss","Nordrhein-Westfalen","","","",""
"higher education","2010","Realschulabschluss","Hessen","","","",""
"higher education","2010","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"higher education","2010","Realschulabschluss","Baden-Wuerttemberg","","","",""
"higher education","2010","Realschulabschluss","Bayern","","","",""
"higher education","2010","Realschulabschluss","Saarland","","","",""
"higher education","2010","Realschulabschluss","Berlin","","","",""
"higher education","2010","Realschulabschluss","Brandenburg","","","",""
"higher education","2010","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"higher education","2010","Realschulabschluss","Sachsen","","","",""
"higher education","2010","Realschulabschluss","Sachsen-Anhalt","","","",""
"higher education","2010","Realschulabschluss","Thueringen","","","",""
"higher education","2010","(Fach-)Abitur","Schleswig-Holstein","","","",""
"higher education","2010","(Fach-)Abitur","Hamburg","","","",""
"higher education","2010","(Fach-)Abitur","Niedersachsen","","","",""
"higher education","2010","(Fach-)Abitur","Bremen","","","",""
"higher education","2010","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"higher education","2010","(Fach-)Abitur","Hessen","","","",""
"higher education","2010","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"higher education","2010","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"higher education","2010","(Fach-)Abitur","Bayern","","","",""
"higher education","2010","(Fach-)Abitur","Saarland","","","",""
"higher education","2010","(Fach-)Abitur","Berlin","","","",""
"higher education","2010","(Fach-)Abitur","Brandenburg","","","",""
"higher education","2010","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"higher education","2010","(Fach-)Abitur","Sachsen","","","",""
"higher education","2010","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"higher education","2010","(Fach-)Abitur","Thueringen","","","",""
"higher education","2010","AkademikerInnen","Schleswig-Holstein","130","1","1","1"
"higher education","2010","AkademikerInnen","Hamburg","119","1","1","1"
"higher education","2010","AkademikerInnen","Niedersachsen","421","1","1","1"
"higher education","2010","AkademikerInnen","Bremen","49","1","1","1"
"higher education","2010","AkademikerInnen","Nordrhein-Westfalen","1001","1","1","1"
"higher education","2010","AkademikerInnen","Hessen","472","1","1","1"
"higher education","2010","AkademikerInnen","Rheinland-Pfalz,Saarland","190","1","1","1"
"higher education","2010","AkademikerInnen","Baden-Wuerttemberg","671","1","1","1"
"higher education","2010","AkademikerInnen","Bayern","707","1","1","1"
"higher education","2010","AkademikerInnen","Saarland","33","1","1","1"
"higher education","2010","AkademikerInnen","Berlin","350","1","1","1"
"higher education","2010","AkademikerInnen","Brandenburg","258","1","1","1"
"higher education","2010","AkademikerInnen","Mecklenburg-Vorpommern","146","1","1","1"
"higher education","2010","AkademikerInnen","Sachsen","423","1","1","1"
"higher education","2010","AkademikerInnen","Sachsen-Anhalt","205","1","1","1"
"higher education","2010","AkademikerInnen","Thueringen","211","1","1","1"
"in school","2011","(noch) kein Abschluss","Schleswig-Holstein","41","0.548764314929836","0.42069981906518","0.676828810794493"
"in school","2011","(noch) kein Abschluss","Hamburg","","","",""
"in school","2011","(noch) kein Abschluss","Niedersachsen","88","0.563536104827888","0.479564833819224","0.647507375836552"
"in school","2011","(noch) kein Abschluss","Bremen","","","",""
"in school","2011","(noch) kein Abschluss","Nordrhein-Westfalen","225","0.59460880152564","0.543536345999767","0.645681257051513"
"in school","2011","(noch) kein Abschluss","Hessen","89","0.637354283919901","0.553409338932","0.721299228907803"
"in school","2011","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","35","0.710842567199315","0.586414917898999","0.835270216499631"
"in school","2011","(noch) kein Abschluss","Baden-Wuerttemberg","131","0.605412653879252","0.533408295998201","0.677417011760304"
"in school","2011","(noch) kein Abschluss","Bayern","124","0.545169888408923","0.473989606936613","0.616350169881234"
"in school","2011","(noch) kein Abschluss","Saarland","","","",""
"in school","2011","(noch) kein Abschluss","Berlin","","","",""
"in school","2011","(noch) kein Abschluss","Brandenburg","","","",""
"in school","2011","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"in school","2011","(noch) kein Abschluss","Sachsen","31","0.711246136799256","0.570805769293925","0.851686504304586"
"in school","2011","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"in school","2011","(noch) kein Abschluss","Thueringen","","","",""
"in school","2011","Hauptschulabschluss","Schleswig-Holstein","","","",""
"in school","2011","Hauptschulabschluss","Hamburg","","","",""
"in school","2011","Hauptschulabschluss","Niedersachsen","","","",""
"in school","2011","Hauptschulabschluss","Bremen","","","",""
"in school","2011","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"in school","2011","Hauptschulabschluss","Hessen","","","",""
"in school","2011","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"in school","2011","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"in school","2011","Hauptschulabschluss","Bayern","","","",""
"in school","2011","Hauptschulabschluss","Saarland","","","",""
"in school","2011","Hauptschulabschluss","Berlin","","","",""
"in school","2011","Hauptschulabschluss","Brandenburg","","","",""
"in school","2011","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"in school","2011","Hauptschulabschluss","Sachsen","","","",""
"in school","2011","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"in school","2011","Hauptschulabschluss","Thueringen","","","",""
"in school","2011","Realschulabschluss","Schleswig-Holstein","","","",""
"in school","2011","Realschulabschluss","Hamburg","","","",""
"in school","2011","Realschulabschluss","Niedersachsen","","","",""
"in school","2011","Realschulabschluss","Bremen","","","",""
"in school","2011","Realschulabschluss","Nordrhein-Westfalen","","","",""
"in school","2011","Realschulabschluss","Hessen","","","",""
"in school","2011","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"in school","2011","Realschulabschluss","Baden-Wuerttemberg","","","",""
"in school","2011","Realschulabschluss","Bayern","","","",""
"in school","2011","Realschulabschluss","Saarland","","","",""
"in school","2011","Realschulabschluss","Berlin","","","",""
"in school","2011","Realschulabschluss","Brandenburg","","","",""
"in school","2011","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"in school","2011","Realschulabschluss","Sachsen","","","",""
"in school","2011","Realschulabschluss","Sachsen-Anhalt","","","",""
"in school","2011","Realschulabschluss","Thueringen","","","",""
"in school","2011","(Fach-)Abitur","Schleswig-Holstein","","","",""
"in school","2011","(Fach-)Abitur","Hamburg","","","",""
"in school","2011","(Fach-)Abitur","Niedersachsen","","","",""
"in school","2011","(Fach-)Abitur","Bremen","","","",""
"in school","2011","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"in school","2011","(Fach-)Abitur","Hessen","","","",""
"in school","2011","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"in school","2011","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"in school","2011","(Fach-)Abitur","Bayern","","","",""
"in school","2011","(Fach-)Abitur","Saarland","","","",""
"in school","2011","(Fach-)Abitur","Berlin","","","",""
"in school","2011","(Fach-)Abitur","Brandenburg","","","",""
"in school","2011","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"in school","2011","(Fach-)Abitur","Sachsen","","","",""
"in school","2011","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"in school","2011","(Fach-)Abitur","Thueringen","","","",""
"in school","2011","AkademikerInnen","Schleswig-Holstein","","","",""
"in school","2011","AkademikerInnen","Hamburg","","","",""
"in school","2011","AkademikerInnen","Niedersachsen","","","",""
"in school","2011","AkademikerInnen","Bremen","","","",""
"in school","2011","AkademikerInnen","Nordrhein-Westfalen","","","",""
"in school","2011","AkademikerInnen","Hessen","","","",""
"in school","2011","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"in school","2011","AkademikerInnen","Baden-Wuerttemberg","","","",""
"in school","2011","AkademikerInnen","Bayern","","","",""
"in school","2011","AkademikerInnen","Saarland","","","",""
"in school","2011","AkademikerInnen","Berlin","","","",""
"in school","2011","AkademikerInnen","Brandenburg","","","",""
"in school","2011","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"in school","2011","AkademikerInnen","Sachsen","","","",""
"in school","2011","AkademikerInnen","Sachsen-Anhalt","","","",""
"in school","2011","AkademikerInnen","Thueringen","","","",""
"inadequately","2011","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"inadequately","2011","(noch) kein Abschluss","Hamburg","","","",""
"inadequately","2011","(noch) kein Abschluss","Niedersachsen","35","0.332677772471963","0.252901198827899","0.412454346116027"
"inadequately","2011","(noch) kein Abschluss","Bremen","","","",""
"inadequately","2011","(noch) kein Abschluss","Nordrhein-Westfalen","112","0.34635298344418","0.296857562448773","0.395848404439588"
"inadequately","2011","(noch) kein Abschluss","Hessen","32","0.259601318872437","0.183050633397076","0.336152004347797"
"inadequately","2011","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"inadequately","2011","(noch) kein Abschluss","Baden-Wuerttemberg","36","0.28846962029908","0.22172623618404","0.35521300441412"
"inadequately","2011","(noch) kein Abschluss","Bayern","41","0.322665844501081","0.255839585064299","0.389492103937863"
"inadequately","2011","(noch) kein Abschluss","Saarland","","","",""
"inadequately","2011","(noch) kein Abschluss","Berlin","","","",""
"inadequately","2011","(noch) kein Abschluss","Brandenburg","","","",""
"inadequately","2011","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"inadequately","2011","(noch) kein Abschluss","Sachsen","","","",""
"inadequately","2011","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"inadequately","2011","(noch) kein Abschluss","Thueringen","","","",""
"inadequately","2011","Hauptschulabschluss","Schleswig-Holstein","","","",""
"inadequately","2011","Hauptschulabschluss","Hamburg","","","",""
"inadequately","2011","Hauptschulabschluss","Niedersachsen","","","",""
"inadequately","2011","Hauptschulabschluss","Bremen","","","",""
"inadequately","2011","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"inadequately","2011","Hauptschulabschluss","Hessen","","","",""
"inadequately","2011","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"inadequately","2011","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"inadequately","2011","Hauptschulabschluss","Bayern","","","",""
"inadequately","2011","Hauptschulabschluss","Saarland","","","",""
"inadequately","2011","Hauptschulabschluss","Berlin","","","",""
"inadequately","2011","Hauptschulabschluss","Brandenburg","","","",""
"inadequately","2011","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"inadequately","2011","Hauptschulabschluss","Sachsen","","","",""
"inadequately","2011","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"inadequately","2011","Hauptschulabschluss","Thueringen","","","",""
"inadequately","2011","Realschulabschluss","Schleswig-Holstein","","","",""
"inadequately","2011","Realschulabschluss","Hamburg","","","",""
"inadequately","2011","Realschulabschluss","Niedersachsen","","","",""
"inadequately","2011","Realschulabschluss","Bremen","","","",""
"inadequately","2011","Realschulabschluss","Nordrhein-Westfalen","","","",""
"inadequately","2011","Realschulabschluss","Hessen","","","",""
"inadequately","2011","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"inadequately","2011","Realschulabschluss","Baden-Wuerttemberg","","","",""
"inadequately","2011","Realschulabschluss","Bayern","","","",""
"inadequately","2011","Realschulabschluss","Saarland","","","",""
"inadequately","2011","Realschulabschluss","Berlin","","","",""
"inadequately","2011","Realschulabschluss","Brandenburg","","","",""
"inadequately","2011","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"inadequately","2011","Realschulabschluss","Sachsen","","","",""
"inadequately","2011","Realschulabschluss","Sachsen-Anhalt","","","",""
"inadequately","2011","Realschulabschluss","Thueringen","","","",""
"inadequately","2011","(Fach-)Abitur","Schleswig-Holstein","","","",""
"inadequately","2011","(Fach-)Abitur","Hamburg","","","",""
"inadequately","2011","(Fach-)Abitur","Niedersachsen","","","",""
"inadequately","2011","(Fach-)Abitur","Bremen","","","",""
"inadequately","2011","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"inadequately","2011","(Fach-)Abitur","Hessen","","","",""
"inadequately","2011","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"inadequately","2011","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"inadequately","2011","(Fach-)Abitur","Bayern","","","",""
"inadequately","2011","(Fach-)Abitur","Saarland","","","",""
"inadequately","2011","(Fach-)Abitur","Berlin","","","",""
"inadequately","2011","(Fach-)Abitur","Brandenburg","","","",""
"inadequately","2011","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"inadequately","2011","(Fach-)Abitur","Sachsen","","","",""
"inadequately","2011","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"inadequately","2011","(Fach-)Abitur","Thueringen","","","",""
"inadequately","2011","AkademikerInnen","Schleswig-Holstein","","","",""
"inadequately","2011","AkademikerInnen","Hamburg","","","",""
"inadequately","2011","AkademikerInnen","Niedersachsen","","","",""
"inadequately","2011","AkademikerInnen","Bremen","","","",""
"inadequately","2011","AkademikerInnen","Nordrhein-Westfalen","","","",""
"inadequately","2011","AkademikerInnen","Hessen","","","",""
"inadequately","2011","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"inadequately","2011","AkademikerInnen","Baden-Wuerttemberg","","","",""
"inadequately","2011","AkademikerInnen","Bayern","","","",""
"inadequately","2011","AkademikerInnen","Saarland","","","",""
"inadequately","2011","AkademikerInnen","Berlin","","","",""
"inadequately","2011","AkademikerInnen","Brandenburg","","","",""
"inadequately","2011","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"inadequately","2011","AkademikerInnen","Sachsen","","","",""
"inadequately","2011","AkademikerInnen","Sachsen-Anhalt","","","",""
"inadequately","2011","AkademikerInnen","Thueringen","","","",""
"general elemantary","2011","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"general elemantary","2011","(noch) kein Abschluss","Hamburg","","","",""
"general elemantary","2011","(noch) kein Abschluss","Niedersachsen","","","",""
"general elemantary","2011","(noch) kein Abschluss","Bremen","","","",""
"general elemantary","2011","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"general elemantary","2011","(noch) kein Abschluss","Hessen","","","",""
"general elemantary","2011","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"general elemantary","2011","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"general elemantary","2011","(noch) kein Abschluss","Bayern","","","",""
"general elemantary","2011","(noch) kein Abschluss","Saarland","","","",""
"general elemantary","2011","(noch) kein Abschluss","Berlin","","","",""
"general elemantary","2011","(noch) kein Abschluss","Brandenburg","","","",""
"general elemantary","2011","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"general elemantary","2011","(noch) kein Abschluss","Sachsen","","","",""
"general elemantary","2011","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"general elemantary","2011","(noch) kein Abschluss","Thueringen","","","",""
"general elemantary","2011","Hauptschulabschluss","Schleswig-Holstein","71","0.185126369248614","0.142097969348159","0.22815476914907"
"general elemantary","2011","Hauptschulabschluss","Hamburg","","","",""
"general elemantary","2011","Hauptschulabschluss","Niedersachsen","237","0.263390752998792","0.234387275327142","0.292394230670443"
"general elemantary","2011","Hauptschulabschluss","Bremen","","","",""
"general elemantary","2011","Hauptschulabschluss","Nordrhein-Westfalen","555","0.257869938206623","0.238571823343958","0.277168053069289"
"general elemantary","2011","Hauptschulabschluss","Hessen","143","0.269718525092002","0.231826892859381","0.307610157324622"
"general elemantary","2011","Hauptschulabschluss","Rheinland-Pfalz,Saarland","174","0.262235275121627","0.226833483364645","0.297637066878608"
"general elemantary","2011","Hauptschulabschluss","Baden-Wuerttemberg","347","0.308952602831113","0.282699873722338","0.335205331939888"
"general elemantary","2011","Hauptschulabschluss","Bayern","382","0.223714748041865","0.204322450833012","0.243107045250717"
"general elemantary","2011","Hauptschulabschluss","Saarland","38","0.2736270519169","0.195472832289692","0.351781271544108"
"general elemantary","2011","Hauptschulabschluss","Berlin","39","0.330580474205558","0.258802052280767","0.402358896130348"
"general elemantary","2011","Hauptschulabschluss","Brandenburg","53","0.237349761149012","0.186124726732304","0.288574795565719"
"general elemantary","2011","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"general elemantary","2011","Hauptschulabschluss","Sachsen","65","0.181199560538841","0.142522522574532","0.21987659850315"
"general elemantary","2011","Hauptschulabschluss","Sachsen-Anhalt","62","0.204007305311915","0.156722305672419","0.25129230495141"
"general elemantary","2011","Hauptschulabschluss","Thueringen","35","0.134160649105403","0.0957213150688106","0.172599983141995"
"general elemantary","2011","Realschulabschluss","Schleswig-Holstein","42","0.124027936072783","0.0870363410581526","0.161019531087414"
"general elemantary","2011","Realschulabschluss","Hamburg","","","",""
"general elemantary","2011","Realschulabschluss","Niedersachsen","105","0.110393857578117","0.0888524459589847","0.131935269197249"
"general elemantary","2011","Realschulabschluss","Bremen","","","",""
"general elemantary","2011","Realschulabschluss","Nordrhein-Westfalen","174","0.147190702007001","0.127358588125833","0.167022815888169"
"general elemantary","2011","Realschulabschluss","Hessen","55","0.109870751582845","0.0815377394260862","0.138203763739604"
"general elemantary","2011","Realschulabschluss","Rheinland-Pfalz,Saarland","31","0.15591083297778","0.113719695883988","0.198101970071573"
"general elemantary","2011","Realschulabschluss","Baden-Wuerttemberg","95","0.129985040235789","0.107965708582515","0.152004371889062"
"general elemantary","2011","Realschulabschluss","Bayern","112","0.116953811303645","0.0980399056759743","0.135867716931316"
"general elemantary","2011","Realschulabschluss","Saarland","","","",""
"general elemantary","2011","Realschulabschluss","Berlin","34","0.134598006569303","0.0949744074993403","0.174221605639265"
"general elemantary","2011","Realschulabschluss","Brandenburg","45","0.0985790476137789","0.0705660492561255","0.126592045971432"
"general elemantary","2011","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"general elemantary","2011","Realschulabschluss","Sachsen","43","0.0579341248341285","0.0417150233229755","0.0741532263452815"
"general elemantary","2011","Realschulabschluss","Sachsen-Anhalt","","","",""
"general elemantary","2011","Realschulabschluss","Thueringen","","","",""
"general elemantary","2011","(Fach-)Abitur","Schleswig-Holstein","","","",""
