"pgisced97","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"in school","2003","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"in school","2003","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2003","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","58","0.0157156389633921","0.0119838843054067","0.0194473936213774"
"inadequately","2003","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2003","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","147","0.0151303373323635","0.0127011918587488","0.0175594828059782"
"inadequately","2003","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2003","66 und älter","Westdeutschland, alte Bundeslaender","51","0.0185569145076358","0.0135384897897893","0.0235753392254824"
"inadequately","2003","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2003","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","761","0.18225129110478","0.17066799895889","0.193834583250671"
"general elemantary","2003","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","223","0.162145371426624","0.142933927796842","0.181356815056406"
"general elemantary","2003","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","915","0.104252240071703","0.0981712344930174","0.110333245650388"
"general elemantary","2003","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","70","0.0274118213485237","0.0215494490072317","0.0332741936898158"
"general elemantary","2003","66 und älter","Westdeutschland, alte Bundeslaender","672","0.257020115053228","0.240770089240607","0.273270140865848"
"general elemantary","2003","66 und älter","Ostdeutschland, neue Bundeslaender","126","0.146023528692539","0.123217343423237","0.168829713961842"
"middle vocational","2003","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1990","0.462374267316399","0.447414541928181","0.477333992704616"
"middle vocational","2003","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","736","0.548883870122267","0.522947583410145","0.57482015683439"
"middle vocational","2003","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","4935","0.552068131766144","0.542172531159041","0.561963732373246"
"middle vocational","2003","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1599","0.586103400755582","0.568419706045864","0.6037870954653"
"middle vocational","2003","66 und älter","Westdeutschland, alte Bundeslaender","1426","0.520182193238532","0.501604238876675","0.538760147600389"
"middle vocational","2003","66 und älter","Ostdeutschland, neue Bundeslaender","491","0.531182368810163","0.498953722105233","0.563411015515093"
"vocational + Abi","2003","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","360","0.0927028282365016","0.0840010494188114","0.101404607054192"
"vocational + Abi","2003","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","88","0.0497932398836007","0.0384557310914356","0.0611307486757658"
"vocational + Abi","2003","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","569","0.0591867332963438","0.0544909965601661","0.0638824700325215"
"vocational + Abi","2003","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","46","0.0164107282025337","0.0118491956665421","0.0209722607385252"
"vocational + Abi","2003","66 und älter","Westdeutschland, alte Bundeslaender","92","0.0372047350199952","0.0301667546519201","0.0442427153880703"
"vocational + Abi","2003","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2003","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","206","0.0452839935969052","0.0390452630072936","0.0515227241865167"
"higher vocational","2003","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","68","0.049722722746887","0.0383928244972585","0.0610526209965155"
"higher vocational","2003","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","870","0.0919275369715454","0.0861781319516366","0.0976769419914542"
"higher vocational","2003","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","300","0.103930465147429","0.0929737025812276","0.114887227713631"
"higher vocational","2003","66 und älter","Westdeutschland, alte Bundeslaender","164","0.064255042913252","0.055136733461311","0.0733733523651929"
"higher vocational","2003","66 und älter","Ostdeutschland, neue Bundeslaender","86","0.0908672953052673","0.0723048273403517","0.109429763270183"
"higher education","2003","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","435","0.11807615906743","0.108393750160416","0.127758567974443"
"higher education","2003","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","131","0.0878645220930545","0.0731088214475128","0.102620222738596"
"higher education","2003","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2265","0.177435020561901","0.169832727328071","0.185037313795731"
"higher education","2003","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","959","0.263810495181622","0.247987787510652","0.279633202852592"
"higher education","2003","66 und älter","Westdeutschland, alte Bundeslaender","373","0.102780999267357","0.0914885637506696","0.114073434784045"
"higher education","2003","66 und älter","Ostdeutschland, neue Bundeslaender","206","0.218616170029213","0.19192352404903","0.245308816009396"
"in school","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","475","0.0945576401009369","0.0855282407621218","0.103587039439752"
"in school","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","165","0.0931287628532003","0.0777680463932807","0.10848947931312"
"in school","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"in school","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2004","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"in school","2004","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","49","0.0140271508420347","0.0103980640426728","0.0176562376413965"
"inadequately","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","138","0.0150017911388586","0.012544274064132","0.0174593082135853"
"inadequately","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2004","66 und älter","Westdeutschland, alte Bundeslaender","51","0.0192730756635494","0.0142193783867798","0.024326772940319"
"inadequately","2004","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","710","0.188451245636329","0.176383199605091","0.200519291667566"
"general elemantary","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","200","0.179811588049989","0.159513160552489","0.200110015547489"
"general elemantary","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","847","0.103167418272139","0.0970179971339474","0.109316839410331"
"general elemantary","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","63","0.0263194959354939","0.0204432968230234","0.0321956950479645"
"general elemantary","2004","66 und älter","Westdeutschland, alte Bundeslaender","669","0.249809309517535","0.233896392212071","0.265722226822998"
"general elemantary","2004","66 und älter","Ostdeutschland, neue Bundeslaender","113","0.125475241042041","0.104607497708049","0.146342984376033"
"middle vocational","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1845","0.452532085314947","0.437172334561314","0.467891836068581"
"middle vocational","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","705","0.515167786645209","0.488751800680397","0.541583772610022"
"middle vocational","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","4766","0.546113590923321","0.53604839233675","0.556178789509893"
"middle vocational","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1542","0.596947237459645","0.578942018514089","0.614952456405201"
"middle vocational","2004","66 und älter","Westdeutschland, alte Bundeslaender","1472","0.524337339181321","0.505979794895474","0.542694883467167"
"middle vocational","2004","66 und älter","Ostdeutschland, neue Bundeslaender","516","0.528032453093649","0.496584180991176","0.559480725196122"
"vocational + Abi","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","352","0.0917389596769056","0.0828313251014137","0.100646594252397"
"vocational + Abi","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","98","0.0670888606370996","0.0538654924790228","0.0803122287951763"
"vocational + Abi","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","570","0.0618542302434399","0.0569842507573872","0.0667242097294927"
"vocational + Abi","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","47","0.0179510834843765","0.0130773544932124","0.0228248124755407"
"vocational + Abi","2004","66 und älter","Westdeutschland, alte Bundeslaender","91","0.0368550779126784","0.0299295298490779","0.0437806259762789"
"vocational + Abi","2004","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","185","0.0439845198724947","0.0376565772270425","0.0503124625179468"
"higher vocational","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","70","0.0524166451921647","0.0406367869468055","0.0641965034375238"
"higher vocational","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","862","0.0942490157233173","0.0883422453862626","0.100155786060372"
"higher vocational","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","273","0.101739503290366","0.0906427625541922","0.11283624402654"
"higher vocational","2004","66 und älter","Westdeutschland, alte Bundeslaender","164","0.0626910456304414","0.053780510209504","0.0716015810513787"
"higher vocational","2004","66 und älter","Ostdeutschland, neue Bundeslaender","94","0.093253808339983","0.0749354491351174","0.111572167544849"
"higher education","2004","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","418","0.114708398556352","0.104874608674868","0.124542188437835"
"higher education","2004","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","127","0.0839137492518708","0.0692588955490291","0.0985686029547125"
"higher education","2004","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2216","0.179613953698923","0.171853512098271","0.187374395299576"
"higher education","2004","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","921","0.254616505393869","0.238625246854431","0.270607763933308"
"higher education","2004","66 und älter","Westdeutschland, alte Bundeslaender","396","0.107034152094476","0.0956699676896369","0.118398336499314"
"higher education","2004","66 und älter","Ostdeutschland, neue Bundeslaender","233","0.240722150485626","0.213790138145086","0.267654162826166"
"in school","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","505","0.103515249559578","0.0938052687340534","0.113225230385102"
"in school","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","147","0.0975621113842588","0.0813448744295774","0.11377934833894"
"in school","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"in school","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2005","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"in school","2005","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","51","0.017662798740357","0.0134641957756207","0.0218614017050933"
"inadequately","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","129","0.016674915166986","0.0140141492340588","0.0193356810999131"
"inadequately","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2005","66 und älter","Westdeutschland, alte Bundeslaender","48","0.0169173333928685","0.012172697729513","0.0216619690562241"
"inadequately","2005","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","655","0.194637334563678","0.182017502573925","0.207257166553431"
"general elemantary","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","182","0.156375909911767","0.136524698343406","0.176227121480127"
"general elemantary","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","774","0.0974067279218789","0.0912455064661929","0.103567949377565"
"general elemantary","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","57","0.0242194389498901","0.0184548829334871","0.029983994966293"
"general elemantary","2005","66 und älter","Westdeutschland, alte Bundeslaender","644","0.241063633854951","0.225327051217788","0.256800216492114"
"general elemantary","2005","66 und älter","Ostdeutschland, neue Bundeslaender","104","0.118370621836911","0.0980724622711302","0.138668781402692"
"middle vocational","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1687","0.444072357601056","0.428235071695461","0.459909643506651"
"middle vocational","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","657","0.524304012122146","0.497008959148482","0.551599065095809"
"middle vocational","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","4511","0.545837057363484","0.535491267530638","0.55618284719633"
"middle vocational","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1468","0.592754368365556","0.5743308173027","0.611177919428411"
"middle vocational","2005","66 und älter","Westdeutschland, alte Bundeslaender","1469","0.525256449737683","0.50688442045175","0.543628479023616"
"middle vocational","2005","66 und älter","Ostdeutschland, neue Bundeslaender","516","0.529908979485587","0.498548457115697","0.561269501855477"
"vocational + Abi","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","337","0.0958686468972844","0.0864844131666965","0.105252880627872"
"vocational + Abi","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","102","0.070882998775814","0.0568569982294149","0.0849089993222131"
"vocational + Abi","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","545","0.0606986261723701","0.0557370666562634","0.0656601856884767"
"vocational + Abi","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","51","0.0220733262594928","0.0165640470769975","0.0275826054419881"
"vocational + Abi","2005","66 und älter","Westdeutschland, alte Bundeslaender","93","0.0379568559004184","0.0309263870963663","0.0449873247044704"
"vocational + Abi","2005","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","148","0.0355349663371257","0.0296340976536934","0.0414358350205581"
"higher vocational","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","61","0.0424501801190089","0.031431030884309","0.0534693293537088"
"higher vocational","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","833","0.0955549985877197","0.0894463649067966","0.101663632268643"
"higher vocational","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","270","0.110508158216884","0.0987517164092923","0.122264600024475"
"higher vocational","2005","66 und älter","Westdeutschland, alte Bundeslaender","165","0.0660806441347228","0.0569409067426325","0.0752203815268131"
"higher vocational","2005","66 und älter","Ostdeutschland, neue Bundeslaender","91","0.0868779739736838","0.0691805146616915","0.104575433285676"
"higher education","2005","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","398","0.108708646300921","0.0987869336969435","0.118630358904899"
"higher education","2005","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","125","0.0979634717130298","0.0817165251169576","0.114210418309102"
"higher education","2005","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2105","0.183827674787562","0.175779031594073","0.19187631798105"
"higher education","2005","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","883","0.248540746098444","0.232335364546176","0.264746127650712"
"higher education","2005","66 und älter","Westdeutschland, alte Bundeslaender","419","0.112725082979356","0.101089684011638","0.124360481947075"
"higher education","2005","66 und älter","Ostdeutschland, neue Bundeslaender","250","0.251999651906095","0.224719766521856","0.279279537290334"
"in school","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","484","0.0955595858196461","0.0862623671229375","0.104856804516355"
"in school","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","147","0.0938253988837688","0.0780775457482852","0.109573252019252"
"in school","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"in school","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2006","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"in school","2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","44","0.0174688478118468","0.0133256923200039","0.0216120033036896"
"inadequately","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","123","0.0162492535423796","0.0137139063101609","0.0187846007745983"
"inadequately","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2006","66 und älter","Westdeutschland, alte Bundeslaender","53","0.0162896658099591","0.0119953435808412","0.020583988039077"
"inadequately","2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","647","0.190984925210932","0.178553990400244","0.20341586002162"
"general elemantary","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","206","0.173443896408572","0.152994952538913","0.193892840278231"
"general elemantary","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","800","0.0939795980883865","0.0881281415657526","0.0998310546110203"
"general elemantary","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","60","0.0245408365623118","0.0188734002951809","0.0302082728294427"
"general elemantary","2006","66 und älter","Westdeutschland, alte Bundeslaender","720","0.235754555281966","0.221354923035826","0.250154187528105"
"general elemantary","2006","66 und älter","Ostdeutschland, neue Bundeslaender","125","0.122902282402243","0.103851657180281","0.141952907624205"
"middle vocational","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1749","0.458573342180858","0.44281537624671","0.474331308115006"
"middle vocational","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","650","0.503585770456769","0.476582644668791","0.530588896244747"
"middle vocational","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","4830","0.533692562039694","0.52368887840753","0.543696245671859"
"middle vocational","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1574","0.607190318642813","0.589301118303961","0.625079518981665"
"middle vocational","2006","66 und älter","Westdeutschland, alte Bundeslaender","1742","0.526578930240957","0.509640995509898","0.543516864972016"
"middle vocational","2006","66 und älter","Ostdeutschland, neue Bundeslaender","599","0.521104329782104","0.492118344663043","0.550090314901164"
"vocational + Abi","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","348","0.0936981062648081","0.0844824177399491","0.102913794789667"
"vocational + Abi","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","105","0.0741407333844105","0.0599907434414147","0.0882907233274064"
"vocational + Abi","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","601","0.0637232154328562","0.0588250982546476","0.0686213326110649"
"vocational + Abi","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","54","0.0181509584504544","0.0132609505747651","0.0230409663261437"
"vocational + Abi","2006","66 und älter","Westdeutschland, alte Bundeslaender","100","0.0337261025346763","0.0276020610104257","0.039850144058927"
"vocational + Abi","2006","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","138","0.0320944988047588","0.0265206175083968","0.0376683801011208"
"higher vocational","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","51","0.0341264238167764","0.024321127196466","0.0439317204370867"
"higher vocational","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","885","0.0923187543006591","0.0865139196813706","0.0981235889199476"
"higher vocational","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","271","0.10092324602697","0.0898892859899747","0.111957206063965"
"higher vocational","2006","66 und älter","Westdeutschland, alte Bundeslaender","208","0.0652247811585413","0.056848237903345","0.0736013244137375"
"higher vocational","2006","66 und älter","Ostdeutschland, neue Bundeslaender","106","0.0907490004103862","0.0740815916118546","0.107416409208918"
"higher education","2006","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","431","0.11162069390715","0.101662111689602","0.121579276124699"
"higher education","2006","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","143","0.105205521955249","0.0886350026558378","0.12177604125466"
"higher education","2006","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2310","0.199550226449812","0.191535820114094","0.20756463278553"
"higher education","2006","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","900","0.246480554948907","0.230694413838573","0.262266696059241"
"higher education","2006","66 und älter","Westdeutschland, alte Bundeslaender","511","0.121178553444433","0.110108030658031","0.132249076230835"
"higher education","2006","66 und älter","Ostdeutschland, neue Bundeslaender","295","0.249329884995515","0.224227383570533","0.274432386420498"
"in school","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","477","0.109873092433144","0.0995536687973767","0.120192516068911"
"in school","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","152","0.107649177411087","0.0903704390859387","0.124927915736234"
"in school","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"in school","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2007","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"in school","2007","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","38","0.0151452831541795","0.0111152503057993","0.0191753160025596"
"inadequately","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","108","0.0157237280122003","0.0131255412716091","0.0183219147527914"
"inadequately","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2007","66 und älter","Westdeutschland, alte Bundeslaender","50","0.015137575911513","0.0109436394759198","0.0193315123471062"
"inadequately","2007","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","567","0.174976965548908","0.162439571375668","0.187514359722149"
"general elemantary","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","178","0.162381371354654","0.141821039420653","0.182941703288656"
"general elemantary","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","712","0.0966609579114412","0.0904895389495249","0.102832376873358"
"general elemantary","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","40","0.0166234802405304","0.0117656028794329","0.021481357601628"
"general elemantary","2007","66 und älter","Westdeutschland, alte Bundeslaender","660","0.223366209017734","0.209060059130041","0.237672358905426"
"general elemantary","2007","66 und älter","Ostdeutschland, neue Bundeslaender","122","0.125590348404944","0.106353617525059","0.144827079284829"
"middle vocational","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1603","0.462010035864664","0.445558873272561","0.478461198456766"
"middle vocational","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","594","0.48440998183613","0.456548921042978","0.512271042629281"
"middle vocational","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","4423","0.526569079835135","0.516141342599168","0.536996817071103"
"middle vocational","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1461","0.606697167146282","0.58813728669242","0.625257047600144"
"middle vocational","2007","66 und älter","Westdeutschland, alte Bundeslaender","1713","0.528094897171996","0.510947855031028","0.545241939312964"
"middle vocational","2007","66 und älter","Ostdeutschland, neue Bundeslaender","591","0.513311817033421","0.484297543753922","0.54232609031292"
"vocational + Abi","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","325","0.0890406729254395","0.0796428444773394","0.0984385013735396"
"vocational + Abi","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","103","0.0714985305460159","0.0571344209050453","0.0858626401869864"
"vocational + Abi","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","576","0.0668909988134148","0.0616732385296792","0.0721087590971505"
"vocational + Abi","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","52","0.0199524601250791","0.0146393667201225","0.0252655535300356"
"vocational + Abi","2007","66 und älter","Westdeutschland, alte Bundeslaender","107","0.0398353652498349","0.0331177806031294","0.0465529498965405"
"vocational + Abi","2007","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","113","0.0296854146882138","0.0240851101687661","0.0352857192076616"
"higher vocational","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","40","0.024300610112827","0.0157162987596446","0.0328849214660095"
"higher vocational","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","814","0.0897696168136826","0.0837996152820955","0.0957396183452698"
"higher vocational","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","259","0.110316537282353","0.0984133374830092","0.122219737081697"
"higher vocational","2007","66 und älter","Westdeutschland, alte Bundeslaender","206","0.0686086242661514","0.059925793138293","0.0772914553940099"
"higher vocational","2007","66 und älter","Ostdeutschland, neue Bundeslaender","107","0.0980178960345841","0.0807576368129119","0.115278155256256"
"higher education","2007","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","405","0.119268535385451","0.108573837963191","0.129963232807712"
"higher education","2007","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","152","0.127953582899101","0.109331215852218","0.146575949945983"
"higher education","2007","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2174","0.204385618614126","0.195963709077778","0.212807528150474"
"higher education","2007","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","847","0.244791289184713","0.228454860214688","0.261127718154737"
"higher education","2007","66 und älter","Westdeutschland, alte Bundeslaender","520","0.124957328382771","0.113599341191978","0.136315315573563"
"higher education","2007","66 und älter","Ostdeutschland, neue Bundeslaender","304","0.245850342555395","0.220854956820162","0.270845728290627"
"in school","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","441","0.107190307134674","0.0964852715035083","0.117895342765839"
"in school","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","113","0.0965102795962888","0.0791074878853116","0.113913071307266"
"in school","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"in school","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2008","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"in school","2008","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","34","0.0152049796227197","0.0109705321063386","0.0194394271391008"
"inadequately","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","94","0.0143319368084098","0.0117543813911273","0.0169094922256922"
"inadequately","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2008","66 und älter","Westdeutschland, alte Bundeslaender","40","0.0129605957153808","0.00905398728952591","0.0168672041412358"
"inadequately","2008","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","515","0.171337004697783","0.158297969156626","0.18437604023894"
"general elemantary","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","162","0.157150701241382","0.13570186892013","0.178599533562633"
"general elemantary","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","635","0.0960967772401398","0.0897052358527895","0.10248831862749"
"general elemantary","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","39","0.0191468594137173","0.0137888605834863","0.0245048582439482"
"general elemantary","2008","66 und älter","Westdeutschland, alte Bundeslaender","628","0.214779050596609","0.200594615211692","0.228963485981525"
"general elemantary","2008","66 und älter","Ostdeutschland, neue Bundeslaender","112","0.112894940554671","0.0944759285287039","0.131313952580638"
"middle vocational","2008","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1454","0.468879522768672","0.451610885493378","0.486148160043966"
"middle vocational","2008","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","546","0.49680598970378","0.467339278235233","0.526272701172327"
"middle vocational","2008","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","4141","0.529978802382272","0.519155041268894","0.540802563495651"
"middle vocational","2008","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1381","0.612009109184159","0.592957066116918","0.6310611522514"
