"pgisced97","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"inadequately","2011","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2011","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2011","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2011","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2011","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2010","0.259717638377718","0.249874478150986","0.26956079860445"
"general elemantary","2011","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","250","0.186714317735383","0.166439018726553","0.206989616744214"
"general elemantary","2011","Realschulabschluss","Westdeutschland, alte Bundeslaender","649","0.12799460506771","0.119120908640908","0.136868301494512"
"general elemantary","2011","Realschulabschluss","Ostdeutschland, neue Bundeslaender","165","0.0646912594156039","0.0551271164799665","0.0742554023512413"
"general elemantary","2011","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2011","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2011","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2011","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","2011","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","70","0.0810574772728438","0.0653584516993538","0.0967565028463338"
"middle vocational","2011","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","2011","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","5159","0.682250024223442","0.671798017652781","0.692702030794104"
"middle vocational","2011","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","1064","0.736389819786949","0.713465742167129","0.75931389740677"
"middle vocational","2011","Realschulabschluss","Westdeutschland, alte Bundeslaender","4266","0.769836306145976","0.758655663859623","0.781016948432328"
"middle vocational","2011","Realschulabschluss","Ostdeutschland, neue Bundeslaender","2073","0.805216248086831","0.789817749169589","0.820614747004074"
"middle vocational","2011","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","928","0.34689263920305","0.330096466236489","0.363688812169611"
"middle vocational","2011","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","206","0.415082431701544","0.374737843301428","0.45542702010166"
"middle vocational","2011","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"middle vocational","2011","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2011","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2011","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2011","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2011","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2011","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2011","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2011","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","1718","0.511578255849877","0.49393925259486","0.529217259104895"
"vocational + Abi","2011","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","292","0.439768713268402","0.399127503804963","0.480409922731842"
"vocational + Abi","2011","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2011","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2011","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","2011","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2011","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","393","0.0517453379383659","0.046772741229301","0.0567179346474308"
"higher vocational","2011","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","92","0.0680838476931382","0.0549779323413371","0.0811897630449393"
"higher vocational","2011","Realschulabschluss","Westdeutschland, alte Bundeslaender","530","0.102169088786314","0.094124456719625","0.110213720853004"
"higher vocational","2011","Realschulabschluss","Ostdeutschland, neue Bundeslaender","303","0.130092492497565","0.117012472280417","0.143172512714713"
"higher vocational","2011","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","439","0.141529104947072","0.129229074831375","0.15382913506277"
"higher vocational","2011","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","75","0.145148855030054","0.116307023477399","0.173990686582709"
"higher vocational","2011","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","2011","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2011","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2011","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2011","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2011","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2011","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2011","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2011","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2011","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2011","AkademikerInnen","Westdeutschland, alte Bundeslaender","4658","1","1","1"
"higher education","2011","AkademikerInnen","Ostdeutschland, neue Bundeslaender","1567","1","1","1"
"in school","2012","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","801","0.582196319231102","0.55396019111618","0.610432447346024"
"in school","2012","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","111","0.5873537640561","0.512006933405306","0.662700594706894"
"in school","2012","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","2012","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2012","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","2012","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2012","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"in school","2012","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2012","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"in school","2012","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2012","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","286","0.321354484238814","0.294618390247354","0.348090578230274"
"inadequately","2012","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","36","0.271427808993339","0.203368171310881","0.339487446675798"
"inadequately","2012","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","53","0.00535448088531649","0.00368541066523654","0.00702355110539644"
"inadequately","2012","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2012","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2012","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2012","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2012","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2012","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2012","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2012","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2012","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2012","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1946","0.26471748085794","0.254627271250612","0.274807690465268"
"general elemantary","2012","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","237","0.18530457052658","0.165009644662619","0.20559949639054"
"general elemantary","2012","Realschulabschluss","Westdeutschland, alte Bundeslaender","666","0.126501223765659","0.117588850234383","0.135413597296935"
"general elemantary","2012","Realschulabschluss","Ostdeutschland, neue Bundeslaender","153","0.0585478624320997","0.0493040295617889","0.0677916953024105"
"general elemantary","2012","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2012","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2012","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2012","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","2012","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","81","0.0936009878799254","0.076925282517032","0.110276693242819"
"middle vocational","2012","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","2012","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","4962","0.680728494902955","0.670066246362009","0.691390743443902"
"middle vocational","2012","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","1071","0.740175999648617","0.717269754961222","0.763082244336011"
"middle vocational","2012","Realschulabschluss","Westdeutschland, alte Bundeslaender","4169","0.773056622063244","0.761826634480311","0.784286609646178"
"middle vocational","2012","Realschulabschluss","Ostdeutschland, neue Bundeslaender","2023","0.805660059952412","0.790080528605654","0.82123959129917"
"middle vocational","2012","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","918","0.345465657547011","0.32847235323585","0.362458961858172"
"middle vocational","2012","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","181","0.355064125995194","0.315710424388844","0.394417827601544"
"middle vocational","2012","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"middle vocational","2012","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2012","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2012","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2012","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2012","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2012","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2012","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2012","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","1671","0.510619000098031","0.492754897165638","0.528483103030424"
"vocational + Abi","2012","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","300","0.454893008449036","0.413941544633165","0.495844472264908"
"vocational + Abi","2012","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2012","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2012","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","2012","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2012","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","383","0.0491995433537885","0.0442529411837526","0.0541461455238244"
"higher vocational","2012","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","87","0.0652566833769745","0.0523562159477222","0.0781571508062269"
"higher vocational","2012","Realschulabschluss","Westdeutschland, alte Bundeslaender","509","0.100442154171097","0.0923830378653004","0.108501270476893"
"higher vocational","2012","Realschulabschluss","Ostdeutschland, neue Bundeslaender","302","0.135792077615488","0.122304194983956","0.149279960247021"
"higher vocational","2012","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","419","0.143915342354958","0.131371774612849","0.156458910097067"
"higher vocational","2012","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","87","0.19004286555577","0.157777935652841","0.222307795458699"
"higher vocational","2012","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","2012","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2012","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2012","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2012","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2012","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2012","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2012","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2012","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2012","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2012","AkademikerInnen","Westdeutschland, alte Bundeslaender","4621","1","1","1"
"higher education","2012","AkademikerInnen","Ostdeutschland, neue Bundeslaender","1541","1","1","1"
"in school","2013","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","925","0.555011379958542","0.530230926718177","0.579791833198908"
"in school","2013","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","152","0.578258049905154","0.513296579239723","0.643219520570585"
"in school","2013","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","2013","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2013","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","2013","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2013","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"in school","2013","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2013","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"in school","2013","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2013","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","514","0.343280462297046","0.319605005842424","0.366955918751668"
"inadequately","2013","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","51","0.273148348797555","0.214535371239949","0.331761326355161"
"inadequately","2013","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","57","0.00529885640825623","0.00372034739484556","0.00687736542166689"
"inadequately","2013","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2013","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2013","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2013","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2013","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2013","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2013","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2013","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2013","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2013","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2547","0.268970194502948","0.259329034226563","0.278611354779334"
"general elemantary","2013","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","262","0.186154255587668","0.165736268973172","0.206572242202164"
"general elemantary","2013","Realschulabschluss","Westdeutschland, alte Bundeslaender","850","0.137727487982241","0.128619984828125","0.146834991136357"
"general elemantary","2013","Realschulabschluss","Ostdeutschland, neue Bundeslaender","167","0.0560485656236774","0.046790092061357","0.0653070391859978"
"general elemantary","2013","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2013","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2013","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2013","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","2013","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","100","0.0965956801157667","0.0818656449748584","0.111325715256675"
"middle vocational","2013","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","2013","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","5164","0.677007645780275","0.666840417148267","0.687174874412282"
"middle vocational","2013","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","1039","0.737938427478807","0.714870046436797","0.761006808520816"
"middle vocational","2013","Realschulabschluss","Westdeutschland, alte Bundeslaender","4162","0.768105466564352","0.756951677431277","0.779259255697426"
"middle vocational","2013","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1927","0.813113041824876","0.797422162758804","0.828803920890947"
"middle vocational","2013","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","1444","0.364150121046407","0.349092496544714","0.379207745548099"
"middle vocational","2013","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","179","0.364552488107068","0.325178262994355","0.403926713219781"
"middle vocational","2013","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"middle vocational","2013","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2013","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2013","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2013","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2013","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2013","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2013","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2013","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","2055","0.508654134368339","0.493010275856121","0.524297992880557"
"vocational + Abi","2013","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","319","0.475226053632417","0.434372635539733","0.516079471725101"
"vocational + Abi","2013","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2013","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2013","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","2013","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2013","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","358","0.048723303308521","0.0440423805651397","0.0534042260519023"
"higher vocational","2013","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","82","0.0663451770107259","0.053289384695314","0.0794009693261378"
"higher vocational","2013","Realschulabschluss","Westdeutschland, alte Bundeslaender","488","0.0941670454534073","0.0864484145011305","0.101885676405684"
"higher vocational","2013","Realschulabschluss","Ostdeutschland, neue Bundeslaender","277","0.130838392551447","0.117264632079801","0.144412153023093"
"higher vocational","2013","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","424","0.127195744585254","0.116769362034215","0.137622127136294"
"higher vocational","2013","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","76","0.160221458260515","0.130213608863539","0.190229307657491"
"higher vocational","2013","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","2013","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2013","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2013","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2013","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2013","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2013","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2013","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2013","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2013","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2013","AkademikerInnen","Westdeutschland, alte Bundeslaender","5319","1","1","1"
"higher education","2013","AkademikerInnen","Ostdeutschland, neue Bundeslaender","1560","1","1","1"
"in school","2014","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","768","0.540277845354204","0.512803278749481","0.567752411958928"
"in school","2014","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","117","0.49591824487645","0.422051784299203","0.569784705453697"
"in school","2014","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","2014","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2014","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","2014","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2014","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"in school","2014","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2014","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"in school","2014","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2014","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","400","0.351453741626918","0.325134151683666","0.377773331570169"
"inadequately","2014","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","41","0.339406749724606","0.26945170147538","0.409361797973831"
"inadequately","2014","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","50","0.00501500470664547","0.00336445307649553","0.00666555633679541"
"inadequately","2014","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2014","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2014","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2014","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2014","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","2014","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","2014","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2014","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2014","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2014","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2114","0.268909398774381","0.258549064529221","0.279269733019541"
"general elemantary","2014","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","249","0.20427383178379","0.182143843366034","0.226403820201547"
"general elemantary","2014","Realschulabschluss","Westdeutschland, alte Bundeslaender","728","0.13634770260824","0.126675102561369","0.146020302655111"
"general elemantary","2014","Realschulabschluss","Ostdeutschland, neue Bundeslaender","153","0.0603951372415054","0.0502833457682244","0.0705069287147865"
"general elemantary","2014","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2014","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","2014","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"general elemantary","2014","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","2014","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","90","0.101541080083257","0.0848899177141488","0.118192242452366"
"middle vocational","2014","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"middle vocational","2014","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","4540","0.676158827919755","0.665224916070204","0.687092739769307"
"middle vocational","2014","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","936","0.717159118986694","0.692437787855846","0.741880450117543"
"middle vocational","2014","Realschulabschluss","Westdeutschland, alte Bundeslaender","3671","0.772444445490391","0.760626902264203","0.784261988716579"
"middle vocational","2014","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1720","0.803594608030293","0.786731030987695","0.820458185072891"
"middle vocational","2014","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","1308","0.369969950721705","0.353880668574542","0.386059232868869"
"middle vocational","2014","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","160","0.316654599808698","0.277052045841779","0.356257153775618"
"middle vocational","2014","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"middle vocational","2014","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2014","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2014","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2014","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2014","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2014","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2014","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","2014","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","1760","0.497420843179948","0.48075846311601","0.514083223243886"
"vocational + Abi","2014","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","298","0.526219620489674","0.483710491098502","0.568728749880846"
"vocational + Abi","2014","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","2014","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2014","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","2014","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","2014","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","332","0.0499167685992179","0.044828274986151","0.0550052622122849"
"higher vocational","2014","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","75","0.06550798315045","0.0519271031830249","0.0790888631178751"
"higher vocational","2014","Realschulabschluss","Westdeutschland, alte Bundeslaender","436","0.0912078519013692","0.0830926701934699","0.0993230336092684"
"higher vocational","2014","Realschulabschluss","Ostdeutschland, neue Bundeslaender","259","0.136010254728202","0.121459195389265","0.150561314067139"
"higher vocational","2014","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","391","0.132609206098347","0.121306900345947","0.143911511850747"
"higher vocational","2014","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","72","0.157125779701628","0.12614336486587","0.188108194537385"
"higher vocational","2014","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"higher vocational","2014","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2014","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2014","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2014","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2014","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2014","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2014","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2014","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"higher education","2014","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","2014","AkademikerInnen","Westdeutschland, alte Bundeslaender","4795","1","1","1"
"higher education","2014","AkademikerInnen","Ostdeutschland, neue Bundeslaender","1447","1","1","1"
"in school","2015","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","655","0.494352286918043","0.465933897494887","0.522770676341198"
"in school","2015","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","123","0.526595198096186","0.454452238278702","0.598738157913669"
"in school","2015","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","2015","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2015","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"in school","2015","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2015","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"in school","2015","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"in school","2015","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"in school","2015","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
