"pgisced97","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"vocational + Abi","2013","16-34 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","2013","16-34 Jahre alt","(Fach-)Abitur","612","0.343316378453477","0.320896626368011","0.365736130538944"
"vocational + Abi","2013","16-34 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","2013","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","2013","35-65 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","2013","35-65 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","2013","35-65 Jahre alt","(Fach-)Abitur","1633","0.636943082314459","0.618167842568076","0.655718322060841"
"vocational + Abi","2013","35-65 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","2013","66 und älter","(noch) kein Abschluss","","","",""
"vocational + Abi","2013","66 und älter","Hauptschulabschluss","","","",""
"vocational + Abi","2013","66 und älter","Realschulabschluss","","","",""
"vocational + Abi","2013","66 und älter","(Fach-)Abitur","129","0.565745028278587","0.504789372847331","0.626700683709844"
"vocational + Abi","2013","66 und älter","AkademikerInnen","","","",""
"higher vocational","2013","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","2013","16-34 Jahre alt","Hauptschulabschluss","","","",""
"higher vocational","2013","16-34 Jahre alt","Realschulabschluss","60","0.0420202951211396","0.0333499048061136","0.0506906854361656"
"higher vocational","2013","16-34 Jahre alt","(Fach-)Abitur","67","0.0468828265564374","0.0369015636887458","0.0568640894241291"
"higher vocational","2013","16-34 Jahre alt","AkademikerInnen","","","",""
"higher vocational","2013","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","2013","35-65 Jahre alt","Hauptschulabschluss","236","0.0476093351108603","0.0417560599155633","0.0534626103061573"
"higher vocational","2013","35-65 Jahre alt","Realschulabschluss","609","0.123436013100643","0.114323066928284","0.132548959273002"
"higher vocational","2013","35-65 Jahre alt","(Fach-)Abitur","359","0.183288969034776","0.168182944158137","0.198394993911416"
"higher vocational","2013","35-65 Jahre alt","AkademikerInnen","","","",""
"higher vocational","2013","66 und älter","(noch) kein Abschluss","","","",""
"higher vocational","2013","66 und älter","Hauptschulabschluss","181","0.0646237976341213","0.0554414121842511","0.0738061830839914"
"higher vocational","2013","66 und älter","Realschulabschluss","96","0.125491974187013","0.102664192751342","0.148319755622685"
"higher vocational","2013","66 und älter","(Fach-)Abitur","74","0.249268304398843","0.1960688548803","0.302467753917386"
"higher vocational","2013","66 und älter","AkademikerInnen","","","",""
"higher education","2013","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher education","2013","16-34 Jahre alt","Hauptschulabschluss","","","",""
"higher education","2013","16-34 Jahre alt","Realschulabschluss","","","",""
"higher education","2013","16-34 Jahre alt","(Fach-)Abitur","","","",""
"higher education","2013","16-34 Jahre alt","AkademikerInnen","1122","1","1","1"
"higher education","2013","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"higher education","2013","35-65 Jahre alt","Hauptschulabschluss","","","",""
"higher education","2013","35-65 Jahre alt","Realschulabschluss","","","",""
"higher education","2013","35-65 Jahre alt","(Fach-)Abitur","","","",""
"higher education","2013","35-65 Jahre alt","AkademikerInnen","4579","1","1","1"
"higher education","2013","66 und älter","(noch) kein Abschluss","","","",""
"higher education","2013","66 und älter","Hauptschulabschluss","","","",""
"higher education","2013","66 und älter","Realschulabschluss","","","",""
"higher education","2013","66 und älter","(Fach-)Abitur","","","",""
"higher education","2013","66 und älter","AkademikerInnen","1178","1","1","1"
"in school","2014","16-34 Jahre alt","(noch) kein Abschluss","885","0.85117101508082","0.829392584320477","0.872949445841163"
"in school","2014","16-34 Jahre alt","Hauptschulabschluss","","","",""
"in school","2014","16-34 Jahre alt","Realschulabschluss","","","",""
"in school","2014","16-34 Jahre alt","(Fach-)Abitur","","","",""
"in school","2014","16-34 Jahre alt","AkademikerInnen","","","",""
"in school","2014","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"in school","2014","35-65 Jahre alt","Hauptschulabschluss","","","",""
"in school","2014","35-65 Jahre alt","Realschulabschluss","","","",""
"in school","2014","35-65 Jahre alt","(Fach-)Abitur","","","",""
"in school","2014","35-65 Jahre alt","AkademikerInnen","","","",""
"in school","2014","66 und älter","(noch) kein Abschluss","","","",""
"in school","2014","66 und älter","Hauptschulabschluss","","","",""
"in school","2014","66 und älter","Realschulabschluss","","","",""
"in school","2014","66 und älter","(Fach-)Abitur","","","",""
"in school","2014","66 und älter","AkademikerInnen","","","",""
"inadequately","2014","16-34 Jahre alt","(noch) kein Abschluss","117","0.124180545913857","0.104001134866374","0.144359956961341"
"inadequately","2014","16-34 Jahre alt","Hauptschulabschluss","46","0.035651194077495","0.0257931109409109","0.045509277214079"
"inadequately","2014","16-34 Jahre alt","Realschulabschluss","","","",""
"inadequately","2014","16-34 Jahre alt","(Fach-)Abitur","","","",""
"inadequately","2014","16-34 Jahre alt","AkademikerInnen","","","",""
"inadequately","2014","35-65 Jahre alt","(noch) kein Abschluss","275","0.748011679552168","0.701998797820757","0.794024561283579"
"inadequately","2014","35-65 Jahre alt","Hauptschulabschluss","","","",""
"inadequately","2014","35-65 Jahre alt","Realschulabschluss","","","",""
"inadequately","2014","35-65 Jahre alt","(Fach-)Abitur","","","",""
"inadequately","2014","35-65 Jahre alt","AkademikerInnen","","","",""
"inadequately","2014","66 und älter","(noch) kein Abschluss","49","0.697568744858109","0.591475267202217","0.803662222514001"
"inadequately","2014","66 und älter","Hauptschulabschluss","","","",""
"inadequately","2014","66 und älter","Realschulabschluss","","","",""
"inadequately","2014","66 und älter","(Fach-)Abitur","","","",""
"inadequately","2014","66 und älter","AkademikerInnen","","","",""
"general elemantary","2014","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","2014","16-34 Jahre alt","Hauptschulabschluss","700","0.454996793424632","0.428521422132261","0.481472164717004"
"general elemantary","2014","16-34 Jahre alt","Realschulabschluss","610","0.326252456342747","0.30382664132744","0.348678271358055"
"general elemantary","2014","16-34 Jahre alt","(Fach-)Abitur","","","",""
"general elemantary","2014","16-34 Jahre alt","AkademikerInnen","","","",""
"general elemantary","2014","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"general elemantary","2014","35-65 Jahre alt","Hauptschulabschluss","1028","0.220583412004179","0.208169940404399","0.23299688360396"
"general elemantary","2014","35-65 Jahre alt","Realschulabschluss","206","0.0451901679386941","0.0391075645032769","0.0512727713741114"
"general elemantary","2014","35-65 Jahre alt","(Fach-)Abitur","","","",""
"general elemantary","2014","35-65 Jahre alt","AkademikerInnen","","","",""
"general elemantary","2014","66 und älter","(noch) kein Abschluss","","","",""
"general elemantary","2014","66 und älter","Hauptschulabschluss","635","0.251104957161097","0.234643960015635","0.267565954306558"
"general elemantary","2014","66 und älter","Realschulabschluss","65","0.087268265261665","0.0678082956593253","0.106728234864005"
"general elemantary","2014","66 und älter","(Fach-)Abitur","","","",""
"general elemantary","2014","66 und älter","AkademikerInnen","","","",""
"middle vocational","2014","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"middle vocational","2014","16-34 Jahre alt","Hauptschulabschluss","591","0.492134574177905","0.465554595687971","0.51871455266784"
"middle vocational","2014","16-34 Jahre alt","Realschulabschluss","1026","0.646309402726351","0.623440004483055","0.669178800969647"
"middle vocational","2014","16-34 Jahre alt","(Fach-)Abitur","962","0.608145970378687","0.583621093256095","0.632670847501279"
"middle vocational","2014","16-34 Jahre alt","AkademikerInnen","","","",""
"middle vocational","2014","35-65 Jahre alt","(noch) kein Abschluss","62","0.231476092572232","0.18677513769297","0.276177047451494"
"middle vocational","2014","35-65 Jahre alt","Hauptschulabschluss","3027","0.724772569070866","0.7114014197185","0.738143718423232"
"middle vocational","2014","35-65 Jahre alt","Realschulabschluss","3721","0.828832624023815","0.817803195792649","0.83986205225498"
"middle vocational","2014","35-65 Jahre alt","(Fach-)Abitur","453","0.174833119535679","0.159004673595116","0.190661565476241"
"middle vocational","2014","35-65 Jahre alt","AkademikerInnen","","","",""
"middle vocational","2014","66 und älter","(noch) kein Abschluss","","","",""
"middle vocational","2014","66 und älter","Hauptschulabschluss","1858","0.685496014320403","0.667870834267869","0.703121194372938"
"middle vocational","2014","66 und älter","Realschulabschluss","644","0.787539923608198","0.7593354910343","0.815744356182096"
"middle vocational","2014","66 und älter","(Fach-)Abitur","53","0.189453448612675","0.141356420816987","0.237550476408363"
"middle vocational","2014","66 und älter","AkademikerInnen","","","",""
"vocational + Abi","2014","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","2014","16-34 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","2014","16-34 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","2014","16-34 Jahre alt","(Fach-)Abitur","504","0.347109608732231","0.32319329612802","0.371025921336441"
"vocational + Abi","2014","16-34 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","2014","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"vocational + Abi","2014","35-65 Jahre alt","Hauptschulabschluss","","","",""
"vocational + Abi","2014","35-65 Jahre alt","Realschulabschluss","","","",""
"vocational + Abi","2014","35-65 Jahre alt","(Fach-)Abitur","1423","0.626171528991285","0.606009307774063","0.646333750208507"
"vocational + Abi","2014","35-65 Jahre alt","AkademikerInnen","","","",""
"vocational + Abi","2014","66 und älter","(noch) kein Abschluss","","","",""
"vocational + Abi","2014","66 und älter","Hauptschulabschluss","","","",""
"vocational + Abi","2014","66 und älter","Realschulabschluss","","","",""
"vocational + Abi","2014","66 und älter","(Fach-)Abitur","131","0.578158038672573","0.517543587981402","0.638772489363744"
"vocational + Abi","2014","66 und älter","AkademikerInnen","","","",""
"higher vocational","2014","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","2014","16-34 Jahre alt","Hauptschulabschluss","","","",""
"higher vocational","2014","16-34 Jahre alt","Realschulabschluss","43","0.0274381409309019","0.0196244055188842","0.0352518763429196"
"higher vocational","2014","16-34 Jahre alt","(Fach-)Abitur","56","0.0447444208890824","0.0343579023173187","0.055130939460846"
"higher vocational","2014","16-34 Jahre alt","AkademikerInnen","","","",""
"higher vocational","2014","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"higher vocational","2014","35-65 Jahre alt","Hauptschulabschluss","213","0.0510224411067454","0.0444347899193347","0.0576100922941562"
"higher vocational","2014","35-65 Jahre alt","Realschulabschluss","553","0.125977208037491","0.116260560429631","0.135693855645351"
"higher vocational","2014","35-65 Jahre alt","(Fach-)Abitur","336","0.198995351473036","0.182357604561813","0.21563309838426"
"higher vocational","2014","35-65 Jahre alt","AkademikerInnen","","","",""
"higher vocational","2014","66 und älter","(noch) kein Abschluss","","","",""
"higher vocational","2014","66 und älter","Hauptschulabschluss","172","0.062929656383864","0.0537117605640728","0.0721475522036552"
"higher vocational","2014","66 und älter","Realschulabschluss","99","0.125191811130137","0.102373326919814","0.148010295340461"
"higher vocational","2014","66 und älter","(Fach-)Abitur","71","0.232388512714752","0.180549578781263","0.284227446648241"
"higher vocational","2014","66 und älter","AkademikerInnen","","","",""
"higher education","2014","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"higher education","2014","16-34 Jahre alt","Hauptschulabschluss","","","",""
"higher education","2014","16-34 Jahre alt","Realschulabschluss","","","",""
"higher education","2014","16-34 Jahre alt","(Fach-)Abitur","","","",""
"higher education","2014","16-34 Jahre alt","AkademikerInnen","953","1","1","1"
"higher education","2014","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"higher education","2014","35-65 Jahre alt","Hauptschulabschluss","","","",""
"higher education","2014","35-65 Jahre alt","Realschulabschluss","","","",""
"higher education","2014","35-65 Jahre alt","(Fach-)Abitur","","","",""
"higher education","2014","35-65 Jahre alt","AkademikerInnen","4118","1","1","1"
"higher education","2014","66 und älter","(noch) kein Abschluss","","","",""
"higher education","2014","66 und älter","Hauptschulabschluss","","","",""
"higher education","2014","66 und älter","Realschulabschluss","","","",""
"higher education","2014","66 und älter","(Fach-)Abitur","","","",""
"higher education","2014","66 und älter","AkademikerInnen","1171","1","1","1"
"in school","2015","16-34 Jahre alt","(noch) kein Abschluss","778","0.835621073913833","0.811877946225368","0.859364201602297"
"in school","2015","16-34 Jahre alt","Hauptschulabschluss","","","",""
"in school","2015","16-34 Jahre alt","Realschulabschluss","","","",""
"in school","2015","16-34 Jahre alt","(Fach-)Abitur","","","",""
"in school","2015","16-34 Jahre alt","AkademikerInnen","","","",""
"in school","2015","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"in school","2015","35-65 Jahre alt","Hauptschulabschluss","","","",""
"in school","2015","35-65 Jahre alt","Realschulabschluss","","","",""
"in school","2015","35-65 Jahre alt","(Fach-)Abitur","","","",""
