year,bula_h,pgisced97,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Lower Saxony,Second Stage of Tertiary Education,Germany,0.86539,460,599,0.83803,0.89274
2017,Lower Saxony,Second Stage of Tertiary Education,Western Asia,0.03157,81,599,0.01755,0.04558
2017,Lower Saxony,Second Stage of Tertiary Education,Eastern Europe,0.05811,58,599,0.03936,0.07686
2017,Bremen,Upper Secondary Level,Germany,0.83670,66,66,0.74683,0.92656
2017,Bremen,Second Stage of Tertiary Education,Germany,0.87242,44,44,0.77270,0.97214
2017,North Rhine-Westphalia,No answer / don't know,Germany,0.87440,122,192,0.82740,0.92140
2017,North Rhine-Westphalia,No answer / don't know,Western Asia,0.06809,70,192,0.03236,0.10381
2017,North Rhine-Westphalia,Pre-primary Level,Germany,0.93681,199,199,0.90293,0.97070
2017,North Rhine-Westphalia,Primary Level,Germany,0.37421,55,424,0.32809,0.42032
2017,North Rhine-Westphalia,Primary Level,Southern Asia,0.05537,41,424,0.03357,0.07716
2017,North Rhine-Westphalia,Primary Level,Southern Europe,0.16211,44,424,0.12699,0.19723
2017,North Rhine-Westphalia,Primary Level,Western Asia,0.27578,284,424,0.23319,0.31837
2017,North Rhine-Westphalia,Lower Secondary Level,Germany,0.73822,434,786,0.70747,0.76898
2017,North Rhine-Westphalia,Lower Secondary Level,Southern Europe,0.07590,69,786,0.05737,0.09442
2017,North Rhine-Westphalia,Lower Secondary Level,Western Asia,0.08237,225,786,0.06313,0.10160
2017,North Rhine-Westphalia,Lower Secondary Level,Eastern Europe,0.05137,58,786,0.03593,0.06681
2017,North Rhine-Westphalia,Upper Secondary Level,Germany,0.84494,1923,2486,0.83071,0.85918
2017,North Rhine-Westphalia,Upper Secondary Level,Southern Asia,0.01081,42,2486,0.00675,0.01488
2017,North Rhine-Westphalia,Upper Secondary Level,Southern Europe,0.03135,71,2486,0.02450,0.03820
2017,North Rhine-Westphalia,Upper Secondary Level,Central Asia,0.02006,80,2486,0.01454,0.02557
2017,North Rhine-Westphalia,Upper Secondary Level,Western Asia,0.02895,191,2486,0.02236,0.03554
2017,North Rhine-Westphalia,Upper Secondary Level,Eastern Europe,0.04197,179,2486,0.03409,0.04986
2017,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Germany,0.78423,463,601,0.75132,0.81715
2017,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Southern Europe,0.04018,34,601,0.02446,0.05589
2017,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Western Asia,0.02590,39,601,0.01319,0.03861
2017,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Eastern Europe,0.07959,65,601,0.05794,0.10125
2017,North Rhine-Westphalia,First Stage of Tertiary Education,Germany,0.93161,239,239,0.89955,0.96368
2017,North Rhine-Westphalia,Second Stage of Tertiary Education,Germany,0.84486,951,1309,0.82524,0.86448
2017,North Rhine-Westphalia,Second Stage of Tertiary Education,Southern Asia,0.01040,32,1309,0.00490,0.01589
2017,North Rhine-Westphalia,Second Stage of Tertiary Education,Western Asia,0.02232,219,1309,0.01431,0.03032
2017,North Rhine-Westphalia,Second Stage of Tertiary Education,Eastern Europe,0.04703,107,1309,0.03556,0.05851
2017,Hesse,No answer / don't know,Germany,0.85494,33,33,0.73292,0.97696
2017,Hesse,Pre-primary Level,Germany,0.95590,72,72,0.90815,1.00366
2017,Hesse,Primary Level,Western Asia,0.39013,98,98,0.29306,0.48721
2017,Hesse,Lower Secondary Level,Germany,0.70684,150,219,0.64641,0.76727
2017,Hesse,Lower Secondary Level,Western Asia,0.10848,69,219,0.06720,0.14977
2017,Hesse,Upper Secondary Level,Germany,0.88784,608,751,0.86526,0.91043
2017,Hesse,Upper Secondary Level,Southern Asia,0.02211,35,751,0.01158,0.03263
2017,Hesse,Upper Secondary Level,Western Asia,0.01493,65,751,0.00625,0.02361
2017,Hesse,Upper Secondary Level,Eastern Europe,0.02191,43,751,0.01143,0.03239
2017,Hesse,Post-secondary Non-tertiary Level,Germany,0.66378,100,100,0.57072,0.75684
2017,Hesse,First Stage of Tertiary Education,Germany,0.95228,72,72,0.90269,1.00187
2017,Hesse,Second Stage of Tertiary Education,Germany,0.80321,386,490,0.76797,0.83845
2017,Hesse,Second Stage of Tertiary Education,Western Asia,0.02148,53,490,0.00863,0.03433
2017,Hesse,Second Stage of Tertiary Education,Eastern Europe,0.05601,51,490,0.03563,0.07639
2017,"Rhineland-Palatinate, Saarland",Pre-primary Level,Germany,0.92758,44,44,0.85011,1.00505
2017,"Rhineland-Palatinate, Saarland",Primary Level,Western Asia,0.48432,60,60,0.35679,0.61184
2017,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Germany,0.60016,137,246,0.53882,0.66150
2017,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Western Asia,0.12387,74,246,0.08262,0.16512
2017,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Eastern Europe,0.10098,35,246,0.06325,0.13871
2017,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Germany,0.86823,594,692,0.84301,0.89345
2017,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Western Asia,0.02869,58,692,0.01624,0.04114
2017,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Eastern Europe,0.02672,40,692,0.01469,0.03874
2017,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Germany,0.73190,80,80,0.63422,0.82958
2017,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Germany,0.94397,75,75,0.89156,0.99637
2017,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Germany,0.80920,211,269,0.76215,0.85624
2017,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Western Asia,0.01799,58,269,0.00208,0.03390
2017,Baden-Wuerttemberg,No answer / don't know,Germany,0.82520,58,58,0.72660,0.92380
2017,Baden-Wuerttemberg,Pre-primary Level,Germany,0.99325,77,77,0.97485,1.01166
2017,Baden-Wuerttemberg,Primary Level,Western Asia,0.21491,135,135,0.14536,0.28445
2017,Baden-Wuerttemberg,Lower Secondary Level,Germany,0.64055,220,378,0.59211,0.68898
2017,Baden-Wuerttemberg,Lower Secondary Level,Southern Europe,0.21325,56,378,0.17191,0.25460
2017,Baden-Wuerttemberg,Lower Secondary Level,Western Asia,0.03852,102,378,0.01910,0.05795
2017,Baden-Wuerttemberg,Upper Secondary Level,Germany,0.86943,1057,1281,0.85097,0.88789
2017,Baden-Wuerttemberg,Upper Secondary Level,Southern Europe,0.04021,63,1281,0.02945,0.05097
2017,Baden-Wuerttemberg,Upper Secondary Level,Western Asia,0.01013,75,1281,0.00465,0.01562
2017,Baden-Wuerttemberg,Upper Secondary Level,Eastern Europe,0.03988,86,1281,0.02916,0.05060
2017,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Germany,0.66601,161,203,0.60096,0.73105
2017,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Eastern Europe,0.12351,42,203,0.07814,0.16888
2017,Baden-Wuerttemberg,First Stage of Tertiary Education,Germany,0.81144,163,163,0.75121,0.87168
2017,Baden-Wuerttemberg,Second Stage of Tertiary Education,Germany,0.78884,672,876,0.76179,0.81588
2017,Baden-Wuerttemberg,Second Stage of Tertiary Education,Southern Europe,0.03344,31,876,0.02153,0.04536
2017,Baden-Wuerttemberg,Second Stage of Tertiary Education,Western Asia,0.01657,92,876,0.00811,0.02503
2017,Baden-Wuerttemberg,Second Stage of Tertiary Education,Eastern Europe,0.06057,81,876,0.04476,0.07637
2017,Bavaria,No answer / don't know,Germany,0.83081,66,66,0.73967,0.92196
2017,Bavaria,Pre-primary Level,Germany,0.93826,98,98,0.89036,0.98616
2017,Bavaria,Primary Level,Southern Asia,0.01183,33,160,-0.00498,0.02864
2017,Bavaria,Primary Level,Western Asia,0.21589,127,160,0.15193,0.27984
2017,Bavaria,Lower Secondary Level,Germany,0.71716,344,485,0.67704,0.75729
2017,Bavaria,Lower Secondary Level,Western Asia,0.05668,92,485,0.03608,0.07728
2017,Bavaria,Lower Secondary Level,Eastern Europe,0.07927,49,485,0.05521,0.10334
2017,Bavaria,Upper Secondary Level,Germany,0.87573,1706,2023,0.86135,0.89011
2017,Bavaria,Upper Secondary Level,Southern Europe,0.03286,48,2023,0.02509,0.04063
2017,Bavaria,Upper Secondary Level,Central Asia,0.01279,53,2023,0.00789,0.01769
2017,Bavaria,Upper Secondary Level,Western Asia,0.01182,75,2023,0.00711,0.01653
2017,Bavaria,Upper Secondary Level,Eastern Europe,0.04408,141,2023,0.03513,0.05302
2017,Bavaria,Post-secondary Non-tertiary Level,Germany,0.60894,165,228,0.54545,0.67242
2017,Bavaria,Post-secondary Non-tertiary Level,Eastern Europe,0.17451,63,228,0.12513,0.22388
2017,Bavaria,First Stage of Tertiary Education,Germany,0.92810,249,249,0.89595,0.96025
2017,Bavaria,Second Stage of Tertiary Education,Germany,0.80536,787,1004,0.78086,0.82986
2017,Bavaria,Second Stage of Tertiary Education,Southern Europe,0.02120,31,1004,0.01228,0.03011
2017,Bavaria,Second Stage of Tertiary Education,Western Asia,0.00918,72,1004,0.00328,0.01508
2017,Bavaria,Second Stage of Tertiary Education,Eastern Europe,0.06886,114,1004,0.05319,0.08453
2017,Berlin,Lower Secondary Level,Germany,0.85669,60,60,0.76728,0.94610
2017,Berlin,Upper Secondary Level,Germany,0.92848,323,323,0.90033,0.95663
2017,Berlin,Post-secondary Non-tertiary Level,Germany,0.71029,53,53,0.58699,0.83359
2017,Berlin,First Stage of Tertiary Education,Germany,0.92988,56,56,0.86240,0.99737
2017,Berlin,Second Stage of Tertiary Education,Germany,0.83242,310,310,0.79078,0.87407
2017,Brandenburg,Primary Level,Western Asia,0.20283,35,35,0.06767,0.33800
2017,Brandenburg,Lower Secondary Level,Germany,0.90011,64,64,0.82606,0.97415
2017,Brandenburg,Upper Secondary Level,Germany,0.96913,482,482,0.95368,0.98459
2017,Brandenburg,Post-secondary Non-tertiary Level,Germany,0.88593,53,53,0.79953,0.97234
2017,Brandenburg,First Stage of Tertiary Education,Germany,0.96183,69,69,0.91629,1.00737
2017,Brandenburg,Second Stage of Tertiary Education,Germany,0.95470,235,235,0.92805,0.98134
2017,Mecklenburg-Western Pomerania,Lower Secondary Level,Germany,0.95920,36,36,0.89366,1.02474
2017,Mecklenburg-Western Pomerania,Upper Secondary Level,Germany,0.98667,294,294,0.97353,0.99980
2017,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Germany,0.97189,45,45,0.92305,1.02073
2017,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Germany,0.95781,127,127,0.92271,0.99291
2017,Saxony,Pre-primary Level,Germany,0.98054,48,48,0.94105,1.02003
2017,Saxony,Primary Level,Western Asia,0.11533,41,41,0.01634,0.21432
2017,Saxony,Lower Secondary Level,Germany,0.91746,95,95,0.86183,0.97309
2017,Saxony,Upper Secondary Level,Germany,0.98042,835,835,0.97102,0.98982
2017,Saxony,Post-secondary Non-tertiary Level,Germany,0.97557,80,80,0.94152,1.00961
2017,Saxony,Second Stage of Tertiary Education,Germany,0.93366,396,396,0.90912,0.95821
2017,Saxony-Anhalt,Lower Secondary Level,Germany,0.87882,68,68,0.80068,0.95696
2017,Saxony-Anhalt,Upper Secondary Level,Germany,0.95943,450,450,0.94118,0.97768
2017,Saxony-Anhalt,Post-secondary Non-tertiary Level,Germany,0.99217,48,48,0.96697,1.01737
2017,Saxony-Anhalt,Second Stage of Tertiary Education,Germany,0.96921,204,204,0.94545,0.99298
2017,Thuringa,Lower Secondary Level,Germany,0.86892,45,45,0.76920,0.96864
2017,Thuringa,Upper Secondary Level,Germany,0.95334,522,522,0.93523,0.97145
2017,Thuringa,Post-secondary Non-tertiary Level,Germany,0.83005,44,44,0.71779,0.94231
2017,Thuringa,Second Stage of Tertiary Education,Germany,0.91340,200,200,0.87432,0.95247
2018,Schleswig-Holstein,Primary Level,Western Asia,0.31390,51,51,0.18526,0.44253
2018,Schleswig-Holstein,Lower Secondary Level,Germany,0.68056,94,94,0.58579,0.77532
2018,Schleswig-Holstein,Upper Secondary Level,Germany,0.93754,384,384,0.91331,0.96178
2018,Schleswig-Holstein,Post-secondary Non-tertiary Level,Germany,0.89310,59,59,0.81357,0.97262
2018,Schleswig-Holstein,First Stage of Tertiary Education,Germany,0.99411,51,51,0.97290,1.01532
2018,Schleswig-Holstein,Second Stage of Tertiary Education,Germany,0.89136,161,161,0.84314,0.93958
2018,Hamburg,Upper Secondary Level,Germany,0.90434,136,136,0.85473,0.95396
2018,Hamburg,Post-secondary Non-tertiary Level,Germany,0.84196,32,32,0.71355,0.97037
2018,Hamburg,Second Stage of Tertiary Education,Germany,0.90837,136,136,0.85970,0.95704
2018,Lower Saxony,No answer / don't know,Germany,0.73120,49,83,0.63524,0.82716
2018,Lower Saxony,No answer / don't know,Western Asia,0.22248,34,83,0.13246,0.31250
2018,Lower Saxony,Pre-primary Level,Germany,0.87902,69,69,0.80151,0.95653
2018,Lower Saxony,Primary Level,Western Asia,0.38644,210,210,0.32042,0.45246
2018,Lower Saxony,Lower Secondary Level,Germany,0.85886,278,394,0.82443,0.89328
2018,Lower Saxony,Lower Secondary Level,Western Asia,0.04609,116,394,0.02536,0.06682
2018,Lower Saxony,Upper Secondary Level,Germany,0.88138,988,1178,0.86291,0.89986
2018,Lower Saxony,Upper Secondary Level,Central Asia,0.03372,39,1178,0.02341,0.04404
2018,Lower Saxony,Upper Secondary Level,Western Asia,0.01798,90,1178,0.01039,0.02557
2018,Lower Saxony,Upper Secondary Level,Eastern Europe,0.03044,61,1178,0.02062,0.04025
2018,Lower Saxony,Post-secondary Non-tertiary Level,Germany,0.72205,165,199,0.65965,0.78445
2018,Lower Saxony,Post-secondary Non-tertiary Level,Eastern Europe,0.13370,34,199,0.08629,0.18110
2018,Lower Saxony,First Stage of Tertiary Education,Germany,0.91918,113,113,0.86871,0.96966
2018,Lower Saxony,Second Stage of Tertiary Education,Germany,0.86590,442,563,0.83773,0.89407
2018,Lower Saxony,Second Stage of Tertiary Education,Western Asia,0.03389,65,563,0.01893,0.04885
2018,Lower Saxony,Second Stage of Tertiary Education,Eastern Europe,0.06004,56,563,0.04040,0.07969
2018,Bremen,Upper Secondary Level,Germany,0.83773,62,62,0.74521,0.93026
2018,Bremen,Second Stage of Tertiary Education,Germany,0.88918,46,46,0.79746,0.98090
2018,North Rhine-Westphalia,No answer / don't know,Germany,0.86844,135,213,0.82293,0.91394
2018,North Rhine-Westphalia,No answer / don't know,Western Asia,0.06120,78,213,0.02893,0.09346
2018,North Rhine-Westphalia,Pre-primary Level,Germany,0.93694,158,158,0.89892,0.97497
2018,North Rhine-Westphalia,Primary Level,Germany,0.31807,60,371,0.27061,0.36552
2018,North Rhine-Westphalia,Primary Level,Southern Europe,0.15911,37,371,0.12184,0.19638
2018,North Rhine-Westphalia,Primary Level,Western Asia,0.32467,274,371,0.27696,0.37238
2018,North Rhine-Westphalia,Lower Secondary Level,Germany,0.71352,435,751,0.68116,0.74588
2018,North Rhine-Westphalia,Lower Secondary Level,Southern Europe,0.08368,62,751,0.06386,0.10350
2018,North Rhine-Westphalia,Lower Secondary Level,Western Asia,0.08153,198,751,0.06194,0.10111
2018,North Rhine-Westphalia,Lower Secondary Level,Eastern Europe,0.06644,56,751,0.04861,0.08426
2018,North Rhine-Westphalia,Upper Secondary Level,Germany,0.83085,1839,2355,0.81570,0.84599
2018,North Rhine-Westphalia,Upper Secondary Level,Southern Asia,0.01226,39,2355,0.00782,0.01671
2018,North Rhine-Westphalia,Upper Secondary Level,Southern Europe,0.02734,60,2355,0.02075,0.03393
2018,North Rhine-Westphalia,Upper Secondary Level,Central Asia,0.02082,78,2355,0.01505,0.02659
2018,North Rhine-Westphalia,Upper Secondary Level,Western Asia,0.03836,172,2355,0.03060,0.04612
2018,North Rhine-Westphalia,Upper Secondary Level,Eastern Europe,0.03985,167,2355,0.03194,0.04775
2018,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Germany,0.76662,448,585,0.73232,0.80093
2018,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Southern Europe,0.04402,33,585,0.02738,0.06065
2018,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Western Asia,0.03221,37,585,0.01789,0.04653
2018,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Eastern Europe,0.09453,67,585,0.07080,0.11826
2018,North Rhine-Westphalia,First Stage of Tertiary Education,Germany,0.93557,228,228,0.90364,0.96751
2018,North Rhine-Westphalia,Second Stage of Tertiary Education,Germany,0.82782,938,1233,0.80674,0.84891
2018,North Rhine-Westphalia,Second Stage of Tertiary Education,Western Asia,0.02716,190,1233,0.01809,0.03624
2018,North Rhine-Westphalia,Second Stage of Tertiary Education,Eastern Europe,0.04640,105,1233,0.03465,0.05814
2018,Hesse,No answer / don't know,Germany,0.80957,35,35,0.67759,0.94155
2018,Hesse,Pre-primary Level,Germany,0.97488,49,49,0.93062,1.01915
2018,Hesse,Primary Level,Southern Asia,0.03549,33,147,0.00548,0.06550
2018,Hesse,Primary Level,Western Asia,0.42692,114,147,0.34668,0.50715
2018,Hesse,Lower Secondary Level,Germany,0.69511,143,204,0.63178,0.75844
2018,Hesse,Lower Secondary Level,Western Asia,0.13549,61,204,0.08841,0.18257
2018,Hesse,Upper Secondary Level,Germany,0.87147,584,733,0.84723,0.89572
2018,Hesse,Upper Secondary Level,Southern Asia,0.02024,35,733,0.01004,0.03044
2018,Hesse,Upper Secondary Level,Western Asia,0.03257,71,733,0.01971,0.04543
2018,Hesse,Upper Secondary Level,Eastern Europe,0.02225,43,733,0.01156,0.03293
2018,Hesse,Post-secondary Non-tertiary Level,Germany,0.72035,101,101,0.63238,0.80832
2018,Hesse,First Stage of Tertiary Education,Germany,0.96983,72,72,0.93004,1.00962
2018,Hesse,Second Stage of Tertiary Education,Germany,0.82622,384,477,0.79218,0.86026
2018,Hesse,Second Stage of Tertiary Education,Western Asia,0.01671,51,477,0.00519,0.02822
2018,Hesse,Second Stage of Tertiary Education,Eastern Europe,0.04658,42,477,0.02765,0.06552
2018,"Rhineland-Palatinate, Saarland",No answer / don't know,Germany,0.90352,37,37,0.80707,0.99997
2018,"Rhineland-Palatinate, Saarland",Pre-primary Level,Germany,0.97444,40,40,0.92491,1.02397
2018,"Rhineland-Palatinate, Saarland",Primary Level,Western Asia,0.23641,56,56,0.12412,0.34870
2018,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Germany,0.62288,142,252,0.56292,0.68284
2018,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Western Asia,0.08266,71,252,0.04859,0.11673
2018,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Eastern Europe,0.12176,39,252,0.08131,0.16222
2018,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Germany,0.85933,557,657,0.83272,0.88593
2018,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Western Asia,0.02725,62,657,0.01479,0.03971
2018,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Eastern Europe,0.03262,38,657,0.01902,0.04621
2018,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Germany,0.73803,81,81,0.64168,0.83439
2018,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Germany,0.96143,80,80,0.91896,1.00389
2018,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Germany,0.83459,218,267,0.78994,0.87924
2018,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Western Asia,0.01461,49,267,0.00019,0.02903
2018,Baden-Wuerttemberg,No answer / don't know,Germany,0.79496,59,59,0.69106,0.89887
2018,Baden-Wuerttemberg,Pre-primary Level,Germany,0.95509,68,68,0.90550,1.00468
2018,Baden-Wuerttemberg,Primary Level,Western Asia,0.20838,111,111,0.13248,0.28428
2018,Baden-Wuerttemberg,Lower Secondary Level,Germany,0.69612,201,329,0.64634,0.74589
2018,Baden-Wuerttemberg,Lower Secondary Level,Southern Europe,0.15846,45,329,0.11894,0.19798
2018,Baden-Wuerttemberg,Lower Secondary Level,Western Asia,0.04218,83,329,0.02043,0.06394
2018,Baden-Wuerttemberg,Upper Secondary Level,Germany,0.86204,977,1168,0.84226,0.88183
2018,Baden-Wuerttemberg,Upper Secondary Level,Southern Europe,0.03767,53,1168,0.02674,0.04859
2018,Baden-Wuerttemberg,Upper Secondary Level,Western Asia,0.00997,57,1168,0.00427,0.01567
2018,Baden-Wuerttemberg,Upper Secondary Level,Eastern Europe,0.04664,81,1168,0.03454,0.05874
2018,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Germany,0.71155,152,188,0.64661,0.77648
2018,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Eastern Europe,0.11967,36,188,0.07315,0.16620
2018,Baden-Wuerttemberg,First Stage of Tertiary Education,Germany,0.79565,143,143,0.72932,0.86197
2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,Germany,0.78232,626,811,0.75390,0.81074
2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,Southern Europe,0.02757,31,811,0.01630,0.03885
2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,Western Asia,0.01835,73,811,0.00911,0.02759
2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,Eastern Europe,0.06911,81,811,0.05165,0.08658
2018,Bavaria,No answer / don't know,Germany,0.77822,73,73,0.68226,0.87418
2018,Bavaria,Pre-primary Level,Germany,0.93598,60,60,0.87351,0.99844
2018,Bavaria,Primary Level,Western Asia,0.21854,101,101,0.13754,0.29954
2018,Bavaria,Lower Secondary Level,Germany,0.73813,325,452,0.69756,0.77871
2018,Bavaria,Lower Secondary Level,Western Asia,0.04583,87,452,0.02653,0.06513
2018,Bavaria,Lower Secondary Level,Eastern Europe,0.08758,40,452,0.06149,0.11367
2018,Bavaria,Upper Secondary Level,Germany,0.87552,1646,1923,0.86076,0.89028
2018,Bavaria,Upper Secondary Level,Southern Europe,0.04030,50,1923,0.03151,0.04909
2018,Bavaria,Upper Secondary Level,Central Asia,0.01136,45,1923,0.00663,0.01610
2018,Bavaria,Upper Secondary Level,Western Asia,0.00807,66,1923,0.00407,0.01206
2018,Bavaria,Upper Secondary Level,Eastern Europe,0.03526,116,1923,0.02702,0.04351
2018,Bavaria,Post-secondary Non-tertiary Level,Germany,0.63300,165,226,0.57002,0.69598
2018,Bavaria,Post-secondary Non-tertiary Level,Eastern Europe,0.18096,61,226,0.13066,0.23127
2018,Bavaria,First Stage of Tertiary Education,Germany,0.93274,237,237,0.90078,0.96469
2018,Bavaria,Second Stage of Tertiary Education,Germany,0.79845,744,946,0.77287,0.82403
2018,Bavaria,Second Stage of Tertiary Education,Western Asia,0.00851,59,946,0.00266,0.01437
2018,Bavaria,Second Stage of Tertiary Education,Eastern Europe,0.06361,111,946,0.04805,0.07917
2018,Bavaria,Second Stage of Tertiary Education,Western Europe,0.05076,32,946,0.03676,0.06475
2018,Berlin,Lower Secondary Level,Germany,0.82887,68,68,0.73869,0.91905
2018,Berlin,Upper Secondary Level,Germany,0.93998,321,321,0.91395,0.96600
2018,Berlin,Post-secondary Non-tertiary Level,Germany,0.77070,48,48,0.65052,0.89089
2018,Berlin,First Stage of Tertiary Education,Germany,0.91354,46,46,0.83142,0.99565
2018,Berlin,Second Stage of Tertiary Education,Germany,0.79578,327,327,0.75202,0.83954
2018,Brandenburg,Primary Level,Western Asia,0.19819,34,34,0.06218,0.33420
2018,Brandenburg,Lower Secondary Level,Germany,0.90382,75,75,0.83664,0.97100
2018,Brandenburg,Upper Secondary Level,Germany,0.96973,479,479,0.95437,0.98509
2018,Brandenburg,Post-secondary Non-tertiary Level,Germany,0.95023,58,58,0.89377,1.00669
2018,Brandenburg,Second Stage of Tertiary Education,Germany,0.96688,224,224,0.94340,0.99037
2018,Mecklenburg-Western Pomerania,Lower Secondary Level,Germany,0.97907,45,45,0.93677,1.02137
2018,Mecklenburg-Western Pomerania,Upper Secondary Level,Germany,0.98197,295,295,0.96676,0.99718
2018,Mecklenburg-Western Pomerania,Post-secondary Non-tertiary Level,Germany,0.97475,31,31,0.91861,1.03089
2018,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Germany,0.96209,136,136,0.92987,0.99431
2018,Saxony,Lower Secondary Level,Germany,0.89055,99,99,0.82873,0.95236
2018,Saxony,Upper Secondary Level,Germany,0.98201,813,813,0.97287,0.99115
2018,Saxony,Post-secondary Non-tertiary Level,Germany,0.97540,76,76,0.94034,1.01046
2018,Saxony,First Stage of Tertiary Education,Germany,0.99495,116,116,0.98200,1.00790
2018,Saxony,Second Stage of Tertiary Education,Germany,0.93346,389,389,0.90866,0.95826
2018,Saxony-Anhalt,Lower Secondary Level,Germany,0.89191,70,70,0.81865,0.96518
2018,Saxony-Anhalt,Upper Secondary Level,Germany,0.95396,447,447,0.93452,0.97341
2018,Saxony-Anhalt,Post-secondary Non-tertiary Level,Germany,0.97800,52,52,0.93775,1.01826
2018,Saxony-Anhalt,Second Stage of Tertiary Education,Germany,0.96734,201,201,0.94270,0.99197
2018,Thuringa,Lower Secondary Level,Germany,0.83588,56,56,0.73799,0.93377
2018,Thuringa,Upper Secondary Level,Germany,0.96256,492,492,0.94577,0.97935
2018,Thuringa,Post-secondary Non-tertiary Level,Germany,0.86963,40,40,0.76396,0.97531
2018,Thuringa,Second Stage of Tertiary Education,Germany,0.83388,188,188,0.78053,0.88722
2019,Schleswig-Holstein,Primary Level,Western Asia,0.48214,65,65,0.35972,0.60457
2019,Schleswig-Holstein,Lower Secondary Level,Germany,0.66509,88,128,0.58300,0.74717
2019,Schleswig-Holstein,Lower Secondary Level,Western Asia,0.12952,40,128,0.07112,0.18792
2019,Schleswig-Holstein,Upper Secondary Level,Germany,0.92049,368,368,0.89281,0.94816
2019,Schleswig-Holstein,Post-secondary Non-tertiary Level,Germany,0.90913,73,73,0.84274,0.97552
2019,Schleswig-Holstein,First Stage of Tertiary Education,Germany,0.98262,66,66,0.95084,1.01439
2019,Schleswig-Holstein,Second Stage of Tertiary Education,Germany,0.91143,198,198,0.87176,0.95111
2019,Hamburg,Upper Secondary Level,Germany,0.91536,151,151,0.87082,0.95991
2019,Hamburg,Post-secondary Non-tertiary Level,Germany,0.79603,43,43,0.67417,0.91790
2019,Hamburg,Second Stage of Tertiary Education,Germany,0.91534,160,160,0.87207,0.95861
2019,Lower Saxony,No answer / don't know,Germany,0.61124,39,73,0.49864,0.72384
2019,Lower Saxony,No answer / don't know,Western Asia,0.34561,34,73,0.23576,0.45546
2019,Lower Saxony,Pre-primary Level,Germany,0.91935,59,59,0.84928,0.98943
2019,Lower Saxony,Primary Level,Western Asia,0.42083,202,202,0.35258,0.48908
2019,Lower Saxony,Lower Secondary Level,Germany,0.86700,273,371,0.83240,0.90160
2019,Lower Saxony,Lower Secondary Level,Western Asia,0.04537,98,371,0.02417,0.06658
2019,Lower Saxony,Upper Secondary Level,Germany,0.89510,971,1095,0.87695,0.91326
2019,Lower Saxony,Upper Secondary Level,Western Asia,0.01222,69,1095,0.00571,0.01873
2019,Lower Saxony,Upper Secondary Level,Eastern Europe,0.02865,55,1095,0.01877,0.03854
2019,Lower Saxony,Post-secondary Non-tertiary Level,Germany,0.69461,166,166,0.62433,0.76489
2019,Lower Saxony,First Stage of Tertiary Education,Germany,0.89329,126,126,0.83916,0.94741
2019,Lower Saxony,Second Stage of Tertiary Education,Germany,0.88770,490,592,0.86225,0.91316
2019,Lower Saxony,Second Stage of Tertiary Education,Western Asia,0.00838,53,592,0.00103,0.01574
2019,Lower Saxony,Second Stage of Tertiary Education,Eastern Europe,0.04965,49,592,0.03213,0.06716
2019,Bremen,Upper Secondary Level,Germany,0.85659,58,58,0.76560,0.94758
