"plb0022_h","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"Wehrpflicht/Zivildienst","1996","66 und älter","maennlich","","","",""
"Wehrpflicht/Zivildienst","1996","66 und älter","weiblich","","","",""
"Voll erwerbstaetig","1997","16-34 Jahre alt","maennlich","1409","0.620512567826545","0.600698171591736","0.640326964061354"
"Voll erwerbstaetig","1997","16-34 Jahre alt","weiblich","810","0.342149283078483","0.322893760420087","0.361404805736878"
"Voll erwerbstaetig","1997","35-65 Jahre alt","maennlich","2402","0.708785212119351","0.693260835205205","0.724309589033497"
"Voll erwerbstaetig","1997","35-65 Jahre alt","weiblich","1110","0.295043180635341","0.279659122207871","0.310427239062811"
"Voll erwerbstaetig","1997","66 und älter","maennlich","","","",""
"Voll erwerbstaetig","1997","66 und älter","weiblich","","","",""
"Teilzeitbeschaeftigung","1997","16-34 Jahre alt","maennlich","40","0.0304685615408215","0.0234505548595175","0.0374865682221254"
"Teilzeitbeschaeftigung","1997","16-34 Jahre alt","weiblich","237","0.113271682864918","0.100408756508462","0.126134609221374"
"Teilzeitbeschaeftigung","1997","35-65 Jahre alt","maennlich","47","0.0193922089661227","0.0146801420097814","0.0241042759224639"
"Teilzeitbeschaeftigung","1997","35-65 Jahre alt","weiblich","660","0.200706686846345","0.187195892518729","0.21421748117396"
"Teilzeitbeschaeftigung","1997","66 und älter","maennlich","","","",""
"Teilzeitbeschaeftigung","1997","66 und älter","weiblich","","","",""
"Ausbildung/Lehre","1997","16-34 Jahre alt","maennlich","226","0.0896113727286015","0.077948599516778","0.101274145940425"
"Ausbildung/Lehre","1997","16-34 Jahre alt","weiblich","186","0.0701152009116078","0.0597517478781724","0.0804786539450431"
"Ausbildung/Lehre","1997","35-65 Jahre alt","maennlich","","","",""
"Ausbildung/Lehre","1997","35-65 Jahre alt","weiblich","","","",""
"Ausbildung/Lehre","1997","66 und älter","maennlich","","","",""
"Ausbildung/Lehre","1997","66 und älter","weiblich","","","",""
"Geringfuegig erwerbstaetig","1997","16-34 Jahre alt","maennlich","34","0.0183307149425927","0.0128532556713688","0.0238081742138165"
"Geringfuegig erwerbstaetig","1997","16-34 Jahre alt","weiblich","85","0.0379162339723784","0.0301644286297917","0.0456680393149651"
"Geringfuegig erwerbstaetig","1997","35-65 Jahre alt","maennlich","","","",""
"Geringfuegig erwerbstaetig","1997","35-65 Jahre alt","weiblich","110","0.0352796948387877","0.0290565488134114","0.041502840864164"
"Geringfuegig erwerbstaetig","1997","66 und älter","maennlich","","","",""
"Geringfuegig erwerbstaetig","1997","66 und älter","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","16-34 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","16-34 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","35-65 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","35-65 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","66 und älter","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","66 und älter","weiblich","","","",""
"Freiwilliger Wehrdienst","1997","16-34 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","1997","16-34 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","1997","35-65 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","1997","35-65 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","1997","66 und älter","maennlich","","","",""
"Freiwilliger Wehrdienst","1997","66 und älter","weiblich","","","",""
"FSJ/FOeJ/BFD","1997","16-34 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","1997","16-34 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","1997","35-65 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","1997","35-65 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","1997","66 und älter","maennlich","","","",""
"FSJ/FOeJ/BFD","1997","66 und älter","weiblich","","","",""
"Werkstatt fuer Behinderte","1997","16-34 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","1997","16-34 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","1997","35-65 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","1997","35-65 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","1997","66 und älter","maennlich","","","",""
"Werkstatt fuer Behinderte","1997","66 und älter","weiblich","","","",""
"Nicht erwerbstaetig","1997","16-34 Jahre alt","maennlich","534","0.213569676928515","0.196835406834418","0.230303947022613"
"Nicht erwerbstaetig","1997","16-34 Jahre alt","weiblich","1014","0.436547599172613","0.416418319361519","0.456676878983707"
"Nicht erwerbstaetig","1997","35-65 Jahre alt","maennlich","812","0.263845069044369","0.248785614364903","0.278904523723834"
"Nicht erwerbstaetig","1997","35-65 Jahre alt","weiblich","1487","0.467919406399618","0.451087972711235","0.484750840088002"
"Nicht erwerbstaetig","1997","66 und älter","maennlich","619","0.969468977343903","0.956171163820564","0.982766790867243"
"Nicht erwerbstaetig","1997","66 und älter","weiblich","957","0.984059505314482","0.976177734512446","0.991941276116517"
"Betriebliches Praktikum","1997","16-34 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","1997","16-34 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","1997","35-65 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","1997","35-65 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","1997","66 und älter","maennlich","","","",""
"Betriebliches Praktikum","1997","66 und älter","weiblich","","","",""
"Wehrpflicht/Zivildienst","1997","16-34 Jahre alt","maennlich","61","0.0275071060329242","0.020828704566876","0.0341855074989724"
"Wehrpflicht/Zivildienst","1997","16-34 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","1997","35-65 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","1997","35-65 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","1997","66 und älter","maennlich","","","",""
"Wehrpflicht/Zivildienst","1997","66 und älter","weiblich","","","",""
"Voll erwerbstaetig","1998","16-34 Jahre alt","maennlich","1437","0.586956781976008","0.567331280937062","0.606582283014955"
"Voll erwerbstaetig","1998","16-34 Jahre alt","weiblich","866","0.341644638643874","0.322933810642196","0.360355466645553"
"Voll erwerbstaetig","1998","35-65 Jahre alt","maennlich","2711","0.712410924938517","0.697892737080914","0.726929112796121"
"Voll erwerbstaetig","1998","35-65 Jahre alt","weiblich","1218","0.293949679965788","0.279497234676464","0.308402125255113"
"Voll erwerbstaetig","1998","66 und älter","maennlich","","","",""
"Voll erwerbstaetig","1998","66 und älter","weiblich","","","",""
"Teilzeitbeschaeftigung","1998","16-34 Jahre alt","maennlich","48","0.0341757959714312","0.026934299818069","0.0414172921247933"
"Teilzeitbeschaeftigung","1998","16-34 Jahre alt","weiblich","217","0.0977426467173709","0.0860265546480612","0.109458738786681"
"Teilzeitbeschaeftigung","1998","35-65 Jahre alt","maennlich","50","0.0171459012637272","0.0129821419226439","0.0213096606048106"
"Teilzeitbeschaeftigung","1998","35-65 Jahre alt","weiblich","785","0.215338840579749","0.202298489794353","0.228379191365145"
"Teilzeitbeschaeftigung","1998","66 und älter","maennlich","","","",""
"Teilzeitbeschaeftigung","1998","66 und älter","weiblich","","","",""
"Ausbildung/Lehre","1998","16-34 Jahre alt","maennlich","265","0.105483880824179","0.0932403387516897","0.117727422896669"
"Ausbildung/Lehre","1998","16-34 Jahre alt","weiblich","197","0.0682075181767119","0.0582614544378554","0.0781535819155684"
"Ausbildung/Lehre","1998","35-65 Jahre alt","maennlich","","","",""
"Ausbildung/Lehre","1998","35-65 Jahre alt","weiblich","","","",""
"Ausbildung/Lehre","1998","66 und älter","maennlich","","","",""
"Ausbildung/Lehre","1998","66 und älter","weiblich","","","",""
"Geringfuegig erwerbstaetig","1998","16-34 Jahre alt","maennlich","42","0.0203644345728195","0.014734693865645","0.025994175279994"
"Geringfuegig erwerbstaetig","1998","16-34 Jahre alt","weiblich","80","0.0304935814390005","0.0237100619813284","0.0372771008966726"
"Geringfuegig erwerbstaetig","1998","35-65 Jahre alt","maennlich","31","0.0100465922164696","0.00684786136439561","0.0132453230685437"
"Geringfuegig erwerbstaetig","1998","35-65 Jahre alt","weiblich","137","0.0327537886114029","0.0271071980141806","0.0384003792086252"
"Geringfuegig erwerbstaetig","1998","66 und älter","maennlich","","","",""
"Geringfuegig erwerbstaetig","1998","66 und älter","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","16-34 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","16-34 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","35-65 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","35-65 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","66 und älter","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","66 und älter","weiblich","","","",""
"Freiwilliger Wehrdienst","1998","16-34 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","1998","16-34 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","1998","35-65 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","1998","35-65 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","1998","66 und älter","maennlich","","","",""
"Freiwilliger Wehrdienst","1998","66 und älter","weiblich","","","",""
"FSJ/FOeJ/BFD","1998","16-34 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","1998","16-34 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","1998","35-65 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","1998","35-65 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","1998","66 und älter","maennlich","","","",""
"FSJ/FOeJ/BFD","1998","66 und älter","weiblich","","","",""
"Werkstatt fuer Behinderte","1998","16-34 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","1998","16-34 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","1998","35-65 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","1998","35-65 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","1998","66 und älter","maennlich","","","",""
"Werkstatt fuer Behinderte","1998","66 und älter","weiblich","","","",""
"Nicht erwerbstaetig","1998","16-34 Jahre alt","maennlich","572","0.230854940474898","0.214059412649954","0.247650468299842"
"Nicht erwerbstaetig","1998","16-34 Jahre alt","weiblich","1106","0.461747679201343","0.442079197796466","0.481416160606219"
"Nicht erwerbstaetig","1998","35-65 Jahre alt","maennlich","931","0.257764985415305","0.243735439501807","0.271794531328802"
"Nicht erwerbstaetig","1998","35-65 Jahre alt","weiblich","1660","0.453766315501361","0.437972306652681","0.469560324350041"
"Nicht erwerbstaetig","1998","66 und älter","maennlich","737","0.968523624579874","0.956142819697139","0.980904429462609"
"Nicht erwerbstaetig","1998","66 und älter","weiblich","1113","0.988738969470031","0.982578468551216","0.994899470388847"
"Betriebliches Praktikum","1998","16-34 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","1998","16-34 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","1998","35-65 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","1998","35-65 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","1998","66 und älter","maennlich","","","",""
"Betriebliches Praktikum","1998","66 und älter","weiblich","","","",""
"Wehrpflicht/Zivildienst","1998","16-34 Jahre alt","maennlich","51","0.0201234117988931","0.0145263971868485","0.0257204264109377"
"Wehrpflicht/Zivildienst","1998","16-34 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","1998","35-65 Jahre alt","maennlich","","","",""
"Wehrpflicht/Zivildienst","1998","35-65 Jahre alt","weiblich","","","",""
"Wehrpflicht/Zivildienst","1998","66 und älter","maennlich","","","",""
"Wehrpflicht/Zivildienst","1998","66 und älter","weiblich","","","",""
"Voll erwerbstaetig","1999","16-34 Jahre alt","maennlich","1356","0.580935164885072","0.560646738189782","0.601223591580361"
"Voll erwerbstaetig","1999","16-34 Jahre alt","weiblich","829","0.34907713790737","0.329788145014772","0.368366130799967"
"Voll erwerbstaetig","1999","35-65 Jahre alt","maennlich","2673","0.733800333683802","0.719396883248864","0.74820378411874"
"Voll erwerbstaetig","1999","35-65 Jahre alt","weiblich","1188","0.301550417725115","0.286760920046697","0.316339915403532"
"Voll erwerbstaetig","1999","66 und älter","maennlich","","","",""
"Voll erwerbstaetig","1999","66 und älter","weiblich","","","",""
"Teilzeitbeschaeftigung","1999","16-34 Jahre alt","maennlich","55","0.0326826107114459","0.0253714421715258","0.039993779251366"
"Teilzeitbeschaeftigung","1999","16-34 Jahre alt","weiblich","236","0.106307978480672","0.0938352646713249","0.118780692290019"
"Teilzeitbeschaeftigung","1999","35-65 Jahre alt","maennlich","53","0.0180812509337732","0.013738890691591","0.0224236111759554"
"Teilzeitbeschaeftigung","1999","35-65 Jahre alt","weiblich","765","0.202223159959691","0.189279351319986","0.215166968599396"
"Teilzeitbeschaeftigung","1999","66 und älter","maennlich","","","",""
"Teilzeitbeschaeftigung","1999","66 und älter","weiblich","","","",""
"Ausbildung/Lehre","1999","16-34 Jahre alt","maennlich","247","0.105426431047165","0.0927986596527774","0.118054202441553"
"Ausbildung/Lehre","1999","16-34 Jahre alt","weiblich","185","0.0729607328362845","0.0624368077971562","0.0834846578754128"
"Ausbildung/Lehre","1999","35-65 Jahre alt","maennlich","","","",""
"Ausbildung/Lehre","1999","35-65 Jahre alt","weiblich","","","",""
"Ausbildung/Lehre","1999","66 und älter","maennlich","","","",""
"Ausbildung/Lehre","1999","66 und älter","weiblich","","","",""
"Geringfuegig erwerbstaetig","1999","16-34 Jahre alt","maennlich","71","0.0391688802737187","0.0311919088530394","0.047145851694398"
"Geringfuegig erwerbstaetig","1999","16-34 Jahre alt","weiblich","129","0.0596480516214621","0.050064479122667","0.0692316241202572"
"Geringfuegig erwerbstaetig","1999","35-65 Jahre alt","maennlich","31","0.00793620102594735","0.00504452278008843","0.0108278792718063"
"Geringfuegig erwerbstaetig","1999","35-65 Jahre alt","weiblich","192","0.0604166296382598","0.0527385637727803","0.0680946955037393"
"Geringfuegig erwerbstaetig","1999","66 und älter","maennlich","","","",""
"Geringfuegig erwerbstaetig","1999","66 und älter","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1999","16-34 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1999","16-34 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1999","35-65 Jahre alt","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1999","35-65 Jahre alt","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1999","66 und älter","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1999","66 und älter","weiblich","","","",""
"Freiwilliger Wehrdienst","1999","16-34 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","1999","16-34 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","1999","35-65 Jahre alt","maennlich","","","",""
"Freiwilliger Wehrdienst","1999","35-65 Jahre alt","weiblich","","","",""
"Freiwilliger Wehrdienst","1999","66 und älter","maennlich","","","",""
"Freiwilliger Wehrdienst","1999","66 und älter","weiblich","","","",""
"FSJ/FOeJ/BFD","1999","16-34 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","1999","16-34 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","1999","35-65 Jahre alt","maennlich","","","",""
"FSJ/FOeJ/BFD","1999","35-65 Jahre alt","weiblich","","","",""
"FSJ/FOeJ/BFD","1999","66 und älter","maennlich","","","",""
"FSJ/FOeJ/BFD","1999","66 und älter","weiblich","","","",""
"Werkstatt fuer Behinderte","1999","16-34 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","1999","16-34 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","1999","35-65 Jahre alt","maennlich","","","",""
"Werkstatt fuer Behinderte","1999","35-65 Jahre alt","weiblich","","","",""
"Werkstatt fuer Behinderte","1999","66 und älter","maennlich","","","",""
"Werkstatt fuer Behinderte","1999","66 und älter","weiblich","","","",""
"Nicht erwerbstaetig","1999","16-34 Jahre alt","maennlich","489","0.216827033371938","0.199882504993495","0.23377156175038"
"Nicht erwerbstaetig","1999","16-34 Jahre alt","weiblich","963","0.411047903595507","0.391137947977453","0.43095785921356"
"Nicht erwerbstaetig","1999","35-65 Jahre alt","maennlich","851","0.237049293377658","0.223189989761723","0.250908596993594"
"Nicht erwerbstaetig","1999","35-65 Jahre alt","weiblich","1536","0.43089777183173","0.414939414236323","0.446856129427136"
"Nicht erwerbstaetig","1999","66 und älter","maennlich","726","0.959667350335286","0.94565248632444","0.973682214346132"
"Nicht erwerbstaetig","1999","66 und älter","weiblich","1064","0.982632388593553","0.97483401037113","0.990430766815977"
"Betriebliches Praktikum","1999","16-34 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","1999","16-34 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","1999","35-65 Jahre alt","maennlich","","","",""
"Betriebliches Praktikum","1999","35-65 Jahre alt","weiblich","","","",""
"Betriebliches Praktikum","1999","66 und älter","maennlich","","","",""
