"plb0022_h","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Nicht erwerbstaetig","1987","66 und älter","Westdeutschland, alte Bundeslaender","1049","0.973617695036104","0.964081309085767","0.98315408098644"
"Nicht erwerbstaetig","1987","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1987","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1987","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1987","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1987","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1987","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1987","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1987","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","53","0.0177209733393872","0.0136556380165639","0.0217863086622105"
"Wehrpflicht/Zivildienst","1987","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1987","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1987","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1987","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1987","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1845","0.50477554684277","0.488990625199502","0.520560468486038"
"Voll erwerbstaetig","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2809","0.523024542405341","0.50933404442837","0.536715040382312"
"Voll erwerbstaetig","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1988","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Voll erwerbstaetig","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","186","0.0516655110744739","0.0446771815814486","0.0586538405674991"
"Teilzeitbeschaeftigung","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","483","0.100632207471185","0.0923861309644921","0.108878283977879"
"Teilzeitbeschaeftigung","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1988","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","427","0.100021040938759","0.0905487702824706","0.109493311595048"
"Ausbildung/Lehre","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1988","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","101","0.0274461428080943","0.0222880431881944","0.0326042424279942"
"Geringfuegig erwerbstaetig","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","98","0.021674301148935","0.0176829082788028","0.0256656940190671"
"Geringfuegig erwerbstaetig","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1988","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1988","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1988","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1988","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1988","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1240","0.297613726513088","0.283179061067527","0.312048391958649"
"Nicht erwerbstaetig","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1719","0.354045336760559","0.340937209387018","0.367153464134099"
"Nicht erwerbstaetig","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1988","66 und älter","Westdeutschland, alte Bundeslaender","1019","0.972151409749544","0.962218045790278","0.982084773708809"
"Nicht erwerbstaetig","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1988","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","55","0.0184780318228146","0.014226258493218","0.0227298051524113"
"Wehrpflicht/Zivildienst","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1988","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1921","0.525173138608214","0.509241294976731","0.541104982239697"
"Voll erwerbstaetig","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2698","0.522594072835395","0.508618609820737","0.536569535850053"
"Voll erwerbstaetig","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Voll erwerbstaetig","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","205","0.0600508920490287","0.0524710693913564","0.0676307147067011"
"Teilzeitbeschaeftigung","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","456","0.0985244544365219","0.0901859328686529","0.106862976004391"
"Teilzeitbeschaeftigung","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","376","0.0959429244585847","0.086546739783149","0.10533910913402"
"Ausbildung/Lehre","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","81","0.0232751209412536","0.0184647425343734","0.0280854993481338"
"Geringfuegig erwerbstaetig","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","107","0.0225218501284273","0.0183704401662505","0.0266732600906041"
"Geringfuegig erwerbstaetig","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1141","0.280675071870338","0.266339612312584","0.295010531428092"
"Nicht erwerbstaetig","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1645","0.356073029332015","0.342675401497206","0.369470657166824"
"Nicht erwerbstaetig","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1989","66 und älter","Westdeutschland, alte Bundeslaender","993","0.971389405111487","0.961203478828216","0.981575331394759"
"Nicht erwerbstaetig","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","50","0.0148828520725808","0.0110197679529663","0.0187459361921954"
"Wehrpflicht/Zivildienst","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1857","0.516259401413944","0.500064940485759","0.532453862342128"
"Voll erwerbstaetig","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2651","0.532691313176321","0.518573816192478","0.546808810160165"
"Voll erwerbstaetig","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Voll erwerbstaetig","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","246","0.0731877412887108","0.0647477636246627","0.0816277189527589"
"Teilzeitbeschaeftigung","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","467","0.105624013986866","0.0969272162835527","0.11432081169018"
"Teilzeitbeschaeftigung","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","337","0.0913199784470583","0.0819849718234083","0.100654985070708"
"Ausbildung/Lehre","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","77","0.0226414681283122","0.0178208193959259","0.0274621168606985"
