"erwst","year","age_gr","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Andere","2012","46-65","Ländlicher Raum","209","0.0574559983673133","0.0498615973762984","0.0650503993583282"
"Andere","2012","66","Städtischer Raum","","","",""
"Andere","2012","66","Ländlicher Raum","","","",""
"voll erwerbstätig","2013","17-29","Städtischer Raum","896","0.304804514290036","0.290147349944923","0.31946167863515"
"voll erwerbstätig","2013","17-29","Ländlicher Raum","457","0.354582850563119","0.332415079138265","0.376750621987973"
"voll erwerbstätig","2013","30-45","Städtischer Raum","3444","0.602685438506704","0.591196617874228","0.614174259139181"
"voll erwerbstätig","2013","30-45","Ländlicher Raum","1727","0.58358049381776","0.566995775944891","0.600165211690629"
"voll erwerbstätig","2013","46-65","Städtischer Raum","3290","0.532434420679565","0.520245628718812","0.544623212640319"
"voll erwerbstätig","2013","46-65","Ländlicher Raum","1787","0.482602033069519","0.466612948165962","0.498591117973076"
"voll erwerbstätig","2013","66","Städtischer Raum","","","",""
"voll erwerbstätig","2013","66","Ländlicher Raum","","","",""
"Teilzeit","2013","17-29","Städtischer Raum","236","0.0702027898407596","0.0620677985303234","0.0783377811511959"
"Teilzeit","2013","17-29","Ländlicher Raum","87","0.0467589647545159","0.0369758594286673","0.0565420700803644"
"Teilzeit","2013","30-45","Städtischer Raum","1490","0.165771421761506","0.157040497484585","0.174502346038428"
"Teilzeit","2013","30-45","Ländlicher Raum","757","0.185149171655311","0.172081683521285","0.198216659789337"
"Teilzeit","2013","46-65","Städtischer Raum","1157","0.154250094496047","0.145426611871465","0.163073577120628"
"Teilzeit","2013","46-65","Ländlicher Raum","656","0.160034167773907","0.148302659689682","0.171765675858132"
"Teilzeit","2013","66","Städtischer Raum","","","",""
"Teilzeit","2013","66","Ländlicher Raum","","","",""
"nicht erwerbstätig","2013","17-29","Städtischer Raum","1688","0.372208119940408","0.356816421103382","0.387599818777435"
"nicht erwerbstätig","2013","17-29","Ländlicher Raum","785","0.370042720512702","0.347669711235128","0.392415729790276"
"nicht erwerbstätig","2013","30-45","Städtischer Raum","1497","0.169895837722442","0.161078844151587","0.178712831293297"
"nicht erwerbstätig","2013","30-45","Ländlicher Raum","666","0.174349555061382","0.161585146300573","0.187113963822191"
"nicht erwerbstätig","2013","46-65","Städtischer Raum","1579","0.254863268420315","0.244217477148734","0.265509059691896"
"nicht erwerbstätig","2013","46-65","Ländlicher Raum","1064","0.29316762735304","0.278601875792275","0.307733378913806"
"nicht erwerbstätig","2013","66","Städtischer Raum","","","",""
"nicht erwerbstätig","2013","66","Ländlicher Raum","","","",""
"Andere","2013","17-29","Städtischer Raum","969","0.252784575928796","0.238946236207451","0.266622915650142"
"Andere","2013","17-29","Ländlicher Raum","460","0.228615464169664","0.209155986141188","0.24807494219814"
"Andere","2013","30-45","Städtischer Raum","538","0.0616473020093474","0.0560004949429612","0.0672941090757336"
"Andere","2013","30-45","Ländlicher Raum","244","0.056920779465547","0.049126038644204","0.0647155202868901"
"Andere","2013","46-65","Städtischer Raum","411","0.0584522164040729","0.052721248042607","0.0641831847655387"
"Andere","2013","46-65","Ländlicher Raum","245","0.0641961718035335","0.0563535070609649","0.0720388365461021"
"Andere","2013","66","Städtischer Raum","","","",""
"Andere","2013","66","Ländlicher Raum","","","",""
"voll erwerbstätig","2014","17-29","Städtischer Raum","771","0.307961238066409","0.292179258465895","0.323743217666923"
"voll erwerbstätig","2014","17-29","Ländlicher Raum","416","0.338994208917823","0.315631079424844","0.362357338410802"
"voll erwerbstätig","2014","30-45","Städtischer Raum","2834","0.595019589695191","0.582225351658996","0.607813827731386"
"voll erwerbstätig","2014","30-45","Ländlicher Raum","1468","0.572873787227745","0.554760662997878","0.590986911457612"
"voll erwerbstätig","2014","46-65","Städtischer Raum","3010","0.53220526776193","0.519451847360963","0.544958688162896"
"voll erwerbstätig","2014","46-65","Ländlicher Raum","1665","0.497042411886476","0.480312250192382","0.513772573580569"
"voll erwerbstätig","2014","66","Städtischer Raum","","","",""
"voll erwerbstätig","2014","66","Ländlicher Raum","","","",""
"Teilzeit","2014","17-29","Städtischer Raum","171","0.0718503749326727","0.0630221832318784","0.080678566633467"
"Teilzeit","2014","17-29","Ländlicher Raum","87","0.0694018836674048","0.0568589548410681","0.0819448124937416"
"Teilzeit","2014","30-45","Städtischer Raum","1226","0.16255089044661","0.152934641997677","0.172167138895543"
"Teilzeit","2014","30-45","Ländlicher Raum","638","0.182417625517368","0.168276468738318","0.196558782296419"
"Teilzeit","2014","46-65","Städtischer Raum","1109","0.169331241167614","0.159745142111467","0.17891734022376"
"Teilzeit","2014","46-65","Ländlicher Raum","592","0.159672045396805","0.147415260006961","0.171928830786648"
"Teilzeit","2014","66","Städtischer Raum","","","",""
"Teilzeit","2014","66","Ländlicher Raum","","","",""
"nicht erwerbstätig","2014","17-29","Städtischer Raum","1434","0.359474121134438","0.343070097180574","0.375878145088302"
"nicht erwerbstätig","2014","17-29","Ländlicher Raum","662","0.340804453853166","0.317411125999146","0.364197781707185"
"nicht erwerbstätig","2014","30-45","Städtischer Raum","1185","0.180498501632511","0.170474446124216","0.190522557140806"
"nicht erwerbstätig","2014","30-45","Ländlicher Raum","527","0.177005082651144","0.163029265082403","0.190980900219886"
"nicht erwerbstätig","2014","46-65","Städtischer Raum","1385","0.241702745202603","0.23076015938215","0.252645331023055"
"nicht erwerbstätig","2014","46-65","Ländlicher Raum","922","0.270272611374531","0.255412602311581","0.285132620437481"
"nicht erwerbstätig","2014","66","Städtischer Raum","","","",""
"nicht erwerbstätig","2014","66","Ländlicher Raum","","","",""
"Andere","2014","17-29","Städtischer Raum","911","0.26071426586648","0.245705782794378","0.275722748938582"
"Andere","2014","17-29","Ländlicher Raum","412","0.250799453561606","0.22940532604385","0.272193581079362"
"Andere","2014","30-45","Städtischer Raum","410","0.061931018225688","0.0556489408029942","0.0682130956483819"
"Andere","2014","30-45","Ländlicher Raum","232","0.0677035046037425","0.0585039165895098","0.0769030926179752"
"Andere","2014","46-65","Städtischer Raum","376","0.0567607458678541","0.0508465676430699","0.0626749240926384"
"Andere","2014","46-65","Ländlicher Raum","252","0.0730129313421887","0.0643078173524524","0.0817180453319251"
"Andere","2014","66","Städtischer Raum","","","",""
"Andere","2014","66","Ländlicher Raum","","","",""
"voll erwerbstätig","2015","17-29","Städtischer Raum","845","0.320054970432733","0.304386062718769","0.335723878146698"
"voll erwerbstätig","2015","17-29","Ländlicher Raum","440","0.347058265454904","0.323819985332284","0.370296545577524"
"voll erwerbstätig","2015","30-45","Städtischer Raum","2697","0.582728231425705","0.56971165941017","0.59574480344124"
"voll erwerbstätig","2015","30-45","Ländlicher Raum","1425","0.575477995964703","0.55708470983832","0.593871282091085"
"voll erwerbstätig","2015","46-65","Städtischer Raum","2996","0.530758288934285","0.517912650817209","0.543603927051362"
"voll erwerbstätig","2015","46-65","Ländlicher Raum","1633","0.508610040431558","0.491650638664537","0.52556944219858"
"voll erwerbstätig","2015","66","Städtischer Raum","","","",""
"voll erwerbstätig","2015","66","Ländlicher Raum","","","",""
"Teilzeit","2015","17-29","Städtischer Raum","210","0.0618711121466354","0.0537789467846666","0.0699632775086043"
"Teilzeit","2015","17-29","Ländlicher Raum","83","0.0735126875402902","0.0607727745871943","0.0862526004933861"
"Teilzeit","2015","30-45","Städtischer Raum","1233","0.191830944334913","0.181437379347108","0.202224509322718"
"Teilzeit","2015","30-45","Ländlicher Raum","597","0.18084048808222","0.166517720745015","0.195163255419424"
"Teilzeit","2015","46-65","Städtischer Raum","1108","0.167289807164442","0.157682743556987","0.176896870771897"
"Teilzeit","2015","46-65","Ländlicher Raum","637","0.174239402818968","0.161371576522133","0.187107229115803"
"Teilzeit","2015","66","Städtischer Raum","","","",""
"Teilzeit","2015","66","Ländlicher Raum","","","",""
"nicht erwerbstätig","2015","17-29","Städtischer Raum","1479","0.356679429310341","0.340589939105273","0.37276891951541"
"nicht erwerbstätig","2015","17-29","Ländlicher Raum","656","0.334311582840241","0.311282492452247","0.357340673228235"
"nicht erwerbstätig","2015","30-45","Städtischer Raum","1217","0.169858641944019","0.159946353209173","0.179770930678866"
"nicht erwerbstätig","2015","30-45","Ländlicher Raum","541","0.164538601073384","0.150741369379706","0.178335832767062"
"nicht erwerbstätig","2015","46-65","Städtischer Raum","1339","0.2464377893561","0.235345474375566","0.257530104336634"
"nicht erwerbstätig","2015","46-65","Ländlicher Raum","844","0.250057432501476","0.235366856939686","0.264748008063266"
"nicht erwerbstätig","2015","66","Städtischer Raum","","","",""
"nicht erwerbstätig","2015","66","Ländlicher Raum","","","",""
"Andere","2015","17-29","Städtischer Raum","871","0.26139448811029","0.246635927002214","0.276153049218366"
"Andere","2015","17-29","Ländlicher Raum","433","0.245117464164565","0.224118765138823","0.266116163190306"
"Andere","2015","30-45","Städtischer Raum","366","0.0555821822953626","0.0495342909810473","0.0616300736096779"
"Andere","2015","30-45","Ländlicher Raum","211","0.0791429148796937","0.0690968263640633","0.0891890033953241"
"Andere","2015","46-65","Städtischer Raum","355","0.0555141145451728","0.0496201376348418","0.0614080914555038"
"Andere","2015","46-65","Ländlicher Raum","224","0.0670931242479975","0.0586059507625092","0.0755802977334858"
"Andere","2015","66","Städtischer Raum","","","",""
"Andere","2015","66","Ländlicher Raum","","","",""
"voll erwerbstätig","2016","17-29","Städtischer Raum","749","0.324300775089862","0.309131076766417","0.339470473413307"
"voll erwerbstätig","2016","17-29","Ländlicher Raum","383","0.306186014374828","0.284523318642908","0.327848710106747"
"voll erwerbstätig","2016","30-45","Städtischer Raum","2395","0.591981099748755","0.579321998593117","0.604640200904394"
"voll erwerbstätig","2016","30-45","Ländlicher Raum","1258","0.579836053469942","0.56167655311045","0.597995553829435"
"voll erwerbstätig","2016","46-65","Städtischer Raum","2820","0.536922705012366","0.524026518322847","0.549818891701886"
"voll erwerbstätig","2016","46-65","Ländlicher Raum","1576","0.51173295895201","0.494652460455748","0.528813457448273"
"voll erwerbstätig","2016","66","Städtischer Raum","","","",""
"voll erwerbstätig","2016","66","Ländlicher Raum","","","",""
"Teilzeit","2016","17-29","Städtischer Raum","192","0.0586627877243498","0.0510476072067012","0.0662779682419984"
"Teilzeit","2016","17-29","Ländlicher Raum","86","0.0774929508269576","0.0649264534185269","0.0900594482353882"
"Teilzeit","2016","30-45","Städtischer Raum","1116","0.178483731642132","0.168620568607909","0.188346894676356"
"Teilzeit","2016","30-45","Ländlicher Raum","569","0.193005997757308","0.178486137002522","0.207525858512094"
"Teilzeit","2016","46-65","Städtischer Raum","1127","0.179031743817823","0.169116420362262","0.188947067273385"
"Teilzeit","2016","46-65","Ländlicher Raum","638","0.185034500080019","0.171765258234506","0.198303741925531"
"Teilzeit","2016","66","Städtischer Raum","","","",""
"Teilzeit","2016","66","Ländlicher Raum","","","",""
"nicht erwerbstätig","2016","17-29","Städtischer Raum","1928","0.396096890496554","0.380247572105473","0.411946208887635"
"nicht erwerbstätig","2016","17-29","Ländlicher Raum","860","0.371327915346832","0.348619376655615","0.394036454038048"
"nicht erwerbstätig","2016","30-45","Städtischer Raum","1901","0.170452903928644","0.160767192291588","0.1801386155657"
"nicht erwerbstätig","2016","30-45","Ländlicher Raum","819","0.167579684484652","0.153838508077645","0.181320860891658"
"nicht erwerbstätig","2016","46-65","Städtischer Raum","1467","0.225148510366823","0.214346055562114","0.235950965171532"
"nicht erwerbstätig","2016","46-65","Ländlicher Raum","862","0.237205455707584","0.222670414481195","0.251740496933973"
"nicht erwerbstätig","2016","66","Städtischer Raum","","","",""
"nicht erwerbstätig","2016","66","Ländlicher Raum","","","",""
"Andere","2016","17-29","Städtischer Raum","789","0.220939546689234","0.207494926144893","0.234384167233576"
"Andere","2016","17-29","Ländlicher Raum","410","0.244993119451383","0.224779192193211","0.265207046709555"
"Andere","2016","30-45","Städtischer Raum","378","0.0590822646804688","0.0530091259296721","0.0651554034312655"
"Andere","2016","30-45","Ländlicher Raum","192","0.0595782642880983","0.0508696882554139","0.0682868403207826"
"Andere","2016","46-65","Städtischer Raum","329","0.0588970408029871","0.0528080686230094","0.0649860129829648"
"Andere","2016","46-65","Ländlicher Raum","214","0.0660270852603869","0.0575415675165264","0.0745126030042475"
"Andere","2016","66","Städtischer Raum","","","",""
"Andere","2016","66","Ländlicher Raum","","","",""
"voll erwerbstätig","2017","17-29","Städtischer Raum","911","0.307920405662976","0.294197359373572","0.321643451952379"
"voll erwerbstätig","2017","17-29","Ländlicher Raum","508","0.376573440479619","0.355780858031226","0.397366022928011"
"voll erwerbstätig","2017","30-45","Städtischer Raum","2540","0.584179104472258","0.571844143699994","0.596514065244522"
"voll erwerbstätig","2017","30-45","Ländlicher Raum","1336","0.592563485519415","0.574983742981842","0.610143228056988"
"voll erwerbstätig","2017","46-65","Städtischer Raum","3305","0.538402757314457","0.526448775362778","0.550356739266136"
"voll erwerbstätig","2017","46-65","Ländlicher Raum","1947","0.527569272445751","0.511898865015012","0.54323967987649"
"voll erwerbstätig","2017","66","Städtischer Raum","","","",""
"voll erwerbstätig","2017","66","Ländlicher Raum","","","",""
"Teilzeit","2017","17-29","Städtischer Raum","258","0.0697377191290857","0.0621660810537495","0.0773093572044219"
"Teilzeit","2017","17-29","Ländlicher Raum","93","0.0457514835628167","0.0367849562372003","0.0547180108884331"
"Teilzeit","2017","30-45","Städtischer Raum","1229","0.193904406956037","0.184009796023833","0.203799017888241"
"Teilzeit","2017","30-45","Ländlicher Raum","569","0.184119403736294","0.170252542313142","0.197986265159446"
"Teilzeit","2017","46-65","Städtischer Raum","1328","0.174670461276433","0.165566072742548","0.183774849810319"
"Teilzeit","2017","46-65","Ländlicher Raum","753","0.189055245968649","0.176764974543501","0.201345517393798"
"Teilzeit","2017","66","Städtischer Raum","","","",""
"Teilzeit","2017","66","Ländlicher Raum","","","",""
"nicht erwerbstätig","2017","17-29","Städtischer Raum","2289","0.378981959871132","0.364560319955108","0.393403599787156"
"nicht erwerbstätig","2017","17-29","Ländlicher Raum","1025","0.349734850840973","0.329270138985315","0.37019956269663"
"nicht erwerbstätig","2017","30-45","Städtischer Raum","2013","0.178107892749682","0.168532411806033","0.187683373693331"
"nicht erwerbstätig","2017","30-45","Ländlicher Raum","883","0.144419197938474","0.131842747802862","0.156995648074086"
"nicht erwerbstätig","2017","46-65","Städtischer Raum","1680","0.224063255525047","0.214064963086741","0.234061547963353"
"nicht erwerbstätig","2017","46-65","Ländlicher Raum","958","0.221553227891413","0.208517809489791","0.234588646293034"
"nicht erwerbstätig","2017","66","Städtischer Raum","","","",""
"nicht erwerbstätig","2017","66","Ländlicher Raum","","","",""
"Andere","2017","17-29","Städtischer Raum","889","0.243359915336807","0.230603681658773","0.256116149014841"
"Andere","2017","17-29","Ländlicher Raum","460","0.227940225116592","0.209937970979478","0.245942479253705"
"Andere","2017","30-45","Städtischer Raum","351","0.0438085958220224","0.038686311361662","0.0489308802823827"
"Andere","2017","30-45","Ländlicher Raum","213","0.0788979128058165","0.069252923871854","0.0885429017397791"
"Andere","2017","46-65","Städtischer Raum","368","0.0628635258840628","0.0570434567454702","0.0686835950226554"
"Andere","2017","46-65","Ländlicher Raum","241","0.0618222536941864","0.0542628688862781","0.0693816385020947"
"Andere","2017","66","Städtischer Raum","","","",""
"Andere","2017","66","Ländlicher Raum","","","",""
"voll erwerbstätig","2018","17-29","Städtischer Raum","940","0.317583434616596","0.30339231842873","0.331774550804462"
"voll erwerbstätig","2018","17-29","Ländlicher Raum","525","0.376894913770571","0.355184509489036","0.398605318052105"
"voll erwerbstätig","2018","30-45","Städtischer Raum","2436","0.596579859422191","0.583886373637549","0.609273345206834"
"voll erwerbstätig","2018","30-45","Ländlicher Raum","1237","0.5970998705944","0.578623096238491","0.615576644950308"
"voll erwerbstätig","2018","46-65","Städtischer Raum","3211","0.549819933142632","0.537737318543862","0.561902547741403"
"voll erwerbstätig","2018","46-65","Ländlicher Raum","1830","0.524006066954417","0.508010816440504","0.540001317468329"
"voll erwerbstätig","2018","66","Städtischer Raum","","","",""
"voll erwerbstätig","2018","66","Ländlicher Raum","","","",""
"Teilzeit","2018","17-29","Städtischer Raum","291","0.0822013282150565","0.0738284266640267","0.0905742297660864"
"Teilzeit","2018","17-29","Ländlicher Raum","102","0.0671182206389648","0.0559080906932772","0.0783283505846524"
"Teilzeit","2018","30-45","Städtischer Raum","1163","0.185371158906351","0.175316466423401","0.195425851389301"
"Teilzeit","2018","30-45","Ländlicher Raum","585","0.196261920116914","0.181300278166421","0.211223562067406"
"Teilzeit","2018","46-65","Städtischer Raum","1342","0.185125619136327","0.175692916449176","0.194558321823478"
"Teilzeit","2018","46-65","Ländlicher Raum","761","0.200343629416712","0.187524407985857","0.213162850847567"
"Teilzeit","2018","66","Städtischer Raum","","","",""
"Teilzeit","2018","66","Ländlicher Raum","","","",""
"nicht erwerbstätig","2018","17-29","Städtischer Raum","1984","0.352913006163711","0.338345741112499","0.367480271214924"
"nicht erwerbstätig","2018","17-29","Ländlicher Raum","841","0.343489542301933","0.322215270272145","0.364763814331722"
"nicht erwerbstätig","2018","30-45","Städtischer Raum","1772","0.167477399712296","0.157815913471033","0.177138885953559"
"nicht erwerbstätig","2018","30-45","Ländlicher Raum","724","0.142989026588271","0.129801950581174","0.156176102595368"
"nicht erwerbstätig","2018","46-65","Städtischer Raum","1602","0.211686847129238","0.201765883086454","0.221607811172021"
"nicht erwerbstätig","2018","46-65","Ländlicher Raum","947","0.222916131288007","0.209586231776708","0.236246030799306"
"nicht erwerbstätig","2018","66","Städtischer Raum","","","",""
"nicht erwerbstätig","2018","66","Ländlicher Raum","","","",""
"Andere","2018","17-29","Städtischer Raum","919","0.247302231004636","0.234150370725619","0.260454091283653"
"Andere","2018","17-29","Ländlicher Raum","446","0.212497323288531","0.194170808758081","0.230823837818981"
"Andere","2018","30-45","Städtischer Raum","367","0.0505715819591618","0.0449019848008365","0.0562411791174871"
"Andere","2018","30-45","Ländlicher Raum","161","0.0636491827004158","0.0544527440972287","0.0728456213036028"
"Andere","2018","46-65","Städtischer Raum","358","0.053367600591803","0.0479089276664614","0.0588262735171446"
"Andere","2018","46-65","Ländlicher Raum","207","0.0527341723408649","0.0455759665068165","0.0598923781749132"
"Andere","2018","66","Städtischer Raum","","","",""
"Andere","2018","66","Ländlicher Raum","","","",""
"voll erwerbstätig","2019","17-29","Städtischer Raum","857","0.328922390738498","0.313630285272324","0.344214496204672"
"voll erwerbstätig","2019","17-29","Ländlicher Raum","457","0.374165507431158","0.350491477352258","0.397839537510057"
"voll erwerbstätig","2019","30-45","Städtischer Raum","2406","0.603461071736142","0.590241336322682","0.616680807149602"
"voll erwerbstätig","2019","30-45","Ländlicher Raum","1223","0.564877949801242","0.545669345716039","0.584086553886445"
"voll erwerbstätig","2019","46-65","Städtischer Raum","3762","0.546613890729638","0.534938527176245","0.55828925428303"
"voll erwerbstätig","2019","46-65","Ländlicher Raum","2060","0.532944021080946","0.517263720461856","0.548624321700036"
"voll erwerbstätig","2019","66","Städtischer Raum","","","",""
"voll erwerbstätig","2019","66","Ländlicher Raum","","","",""
"Teilzeit","2019","17-29","Städtischer Raum","292","0.0958805646497197","0.0862973241961352","0.105463805103304"
"Teilzeit","2019","17-29","Ländlicher Raum","109","0.0785285586462789","0.0653682726993328","0.0916888445932251"
"Teilzeit","2019","30-45","Städtischer Raum","1078","0.197476143976149","0.186717896910516","0.208234391041782"
"Teilzeit","2019","30-45","Ländlicher Raum","540","0.230832027512687","0.21450633632203","0.247157718703343"
"Teilzeit","2019","46-65","Städtischer Raum","1402","0.1927113594606","0.18346088403027","0.20196183489093"
"Teilzeit","2019","46-65","Ländlicher Raum","757","0.193215888065339","0.180807104613592","0.205624671517085"
"Teilzeit","2019","66","Städtischer Raum","","","",""
"Teilzeit","2019","66","Ländlicher Raum","","","",""
"nicht erwerbstätig","2019","17-29","Städtischer Raum","1626","0.354319129140982","0.338750855694304","0.36988740258766"
"nicht erwerbstätig","2019","17-29","Ländlicher Raum","649","0.317574537590511","0.294799399378018","0.340349675803005"
"nicht erwerbstätig","2019","30-45","Städtischer Raum","1484","0.155184322941571","0.145399338847924","0.164969307035218"
"nicht erwerbstätig","2019","30-45","Ländlicher Raum","646","0.15850701905599","0.144356823357213","0.172657214754766"
"nicht erwerbstätig","2019","46-65","Städtischer Raum","1480","0.210373178138105","0.200814406075163","0.219931950201048"
"nicht erwerbstätig","2019","46-65","Ländlicher Raum","850","0.213045823415012","0.200176955181543","0.225914691648481"
"nicht erwerbstätig","2019","66","Städtischer Raum","","","",""
"nicht erwerbstätig","2019","66","Ländlicher Raum","","","",""
"Andere","2019","17-29","Städtischer Raum","851","0.2208779154708","0.207375449357113","0.234380381584487"
"Andere","2019","17-29","Ländlicher Raum","390","0.229731396332052","0.209151563300179","0.250311229363924"
"Andere","2019","30-45","Städtischer Raum","292","0.0438784613461384","0.0383432084881871","0.0494137142040897"
"Andere","2019","30-45","Ländlicher Raum","150","0.0457830036300814","0.037684800562677","0.0538812066974858"
"Andere","2019","46-65","Städtischer Raum","340","0.0503015716716567","0.045175559740408","0.0554275836029055"
"Andere","2019","46-65","Ländlicher Raum","222","0.0607942674387034","0.0532842524875228","0.068304282389884"
"Andere","2019","66","Städtischer Raum","","","",""
"Andere","2019","66","Ländlicher Raum","","","",""
"voll erwerbstätig","2020","17-29","Städtischer Raum","1242","0.322720457128851","0.308715792792289","0.336725121465414"
"voll erwerbstätig","2020","17-29","Ländlicher Raum","530","0.348979758173257","0.32621440395302","0.371745112393493"
"voll erwerbstätig","2020","30-45","Städtischer Raum","2921","0.58702446710089","0.574510662066163","0.599538272135617"
"voll erwerbstätig","2020","30-45","Ländlicher Raum","1310","0.574368695443457","0.555237948502497","0.593499442384416"
"voll erwerbstätig","2020","46-65","Städtischer Raum","3584","0.550995315222243","0.539234497850349","0.562756132594137"
"voll erwerbstätig","2020","46-65","Ländlicher Raum","1941","0.542654614813574","0.526526076787653","0.558783152839495"
"voll erwerbstätig","2020","66","Städtischer Raum","","","",""
"voll erwerbstätig","2020","66","Ländlicher Raum","","","",""
"Teilzeit","2020","17-29","Städtischer Raum","323","0.0875135787761058","0.0790485896528017","0.0959785678994098"
"Teilzeit","2020","17-29","Ländlicher Raum","89","0.0674385186999729","0.0554609189802736","0.0794161184196723"
"Teilzeit","2020","30-45","Städtischer Raum","1085","0.215222834917704","0.204777641786968","0.225668028048441"
"Teilzeit","2020","30-45","Ländlicher Raum","527","0.222255477762329","0.206168869642587","0.238342085882072"
"Teilzeit","2020","46-65","Städtischer Raum","1431","0.195823276389983","0.186440183357225","0.205206369422742"
"Teilzeit","2020","46-65","Ländlicher Raum","733","0.189871973375994","0.177174469265751","0.202569477486238"
"Teilzeit","2020","66","Städtischer Raum","","","",""
"Teilzeit","2020","66","Ländlicher Raum","","","",""
"nicht erwerbstätig","2020","17-29","Städtischer Raum","1823","0.366242848931498","0.351811016078271","0.380674681784724"
"nicht erwerbstätig","2020","17-29","Ländlicher Raum","664","0.348975821426441","0.326210526780451","0.371741116072431"
"nicht erwerbstätig","2020","30-45","Städtischer Raum","1630","0.159033054047827","0.149738420229847","0.168327687865807"
"nicht erwerbstätig","2020","30-45","Ländlicher Raum","597","0.153963064912894","0.139998651400718","0.16792747842507"
"nicht erwerbstätig","2020","46-65","Städtischer Raum","1541","0.206127946576959","0.196563016223224","0.215692876930695"
"nicht erwerbstätig","2020","46-65","Ländlicher Raum","809","0.214787681447617","0.201492038653909","0.228083324241324"
"nicht erwerbstätig","2020","66","Städtischer Raum","","","",""
"nicht erwerbstätig","2020","66","Ländlicher Raum","","","",""
"Andere","2020","17-29","Städtischer Raum","893","0.223523115163545","0.211043506594783","0.236002723732307"
"Andere","2020","17-29","Ländlicher Raum","401","0.23460590170033","0.214366900856354","0.254844902544305"
"Andere","2020","30-45","Städtischer Raum","311","0.0387196439335786","0.0338163284958572","0.0436229593713"
"Andere","2020","30-45","Ländlicher Raum","132","0.0494127618813197","0.0410271391567773","0.0577983846058621"
"Andere","2020","46-65","Städtischer Raum","315","0.0470534618108141","0.0420465703659169","0.0520603532557112"
"Andere","2020","46-65","Ländlicher Raum","182","0.0526857303628153","0.045452960550637","0.0599185001749936"
"Andere","2020","66","Städtischer Raum","","","",""
"Andere","2020","66","Ländlicher Raum","","","",""
