"erwst","year","age_gr","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"voll erwerbstätig","1999","46-65","1 Einkommensschwächstes Quintil","300","0.273792796741927","0.246587746795621","0.300997846688232"
"voll erwerbstätig","1999","46-65","2","422","0.352122226275966","0.324504918698427","0.379739533853506"
"voll erwerbstätig","1999","46-65","3","417","0.497128263006497","0.463356410309038","0.530900115703957"
"voll erwerbstätig","1999","46-65","4","412","0.555575024415047","0.519152867947216","0.591997180882878"
"voll erwerbstätig","1999","46-65","5 Einkommensstärkstes Quintil","306","0.687180083737137","0.644390082424063","0.729970085050211"
"voll erwerbstätig","1999","66","1 Einkommensschwächstes Quintil","","","",""
"voll erwerbstätig","1999","66","2","","","",""
"voll erwerbstätig","1999","66","3","","","",""
"voll erwerbstätig","1999","66","4","","","",""
"voll erwerbstätig","1999","66","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","1999","17-29","1 Einkommensschwächstes Quintil","49","0.0538973595909619","0.0403289123839869","0.0674658067979368"
"Teilzeit","1999","17-29","2","34","0.0355389272167705","0.0231292769450066","0.0479485774885343"
"Teilzeit","1999","17-29","3","21","","",""
"Teilzeit","1999","17-29","4","20","","",""
"Teilzeit","1999","17-29","5 Einkommensstärkstes Quintil","9","","",""
"Teilzeit","1999","30-45","1 Einkommensschwächstes Quintil","150","0.120190234206807","0.10253372427551","0.137846744138104"
"Teilzeit","1999","30-45","2","191","0.141147666430839","0.123294342525872","0.159000990335806"
"Teilzeit","1999","30-45","3","132","0.161369100591241","0.136725348692634","0.186012852489849"
"Teilzeit","1999","30-45","4","73","0.106957157438787","0.0838633816467651","0.13005093323081"
"Teilzeit","1999","30-45","5 Einkommensstärkstes Quintil","33","0.0805560770881838","0.0540507994856784","0.107061354690689"
"Teilzeit","1999","46-65","1 Einkommensschwächstes Quintil","67","0.0683229882179455","0.052929949610734","0.0837160268251569"
"Teilzeit","1999","46-65","2","109","0.0968554765907104","0.079754189639965","0.113956763541456"
"Teilzeit","1999","46-65","3","80","0.0965126325221763","0.0765671214685236","0.116458143575829"
"Teilzeit","1999","46-65","4","82","0.120232182715899","0.0963931037972889","0.14407126163451"
"Teilzeit","1999","46-65","5 Einkommensstärkstes Quintil","54","0.105039341532964","0.076742511402368","0.133336171663561"
"Teilzeit","1999","66","1 Einkommensschwächstes Quintil","","","",""
"Teilzeit","1999","66","2","","","",""
"Teilzeit","1999","66","3","","","",""
"Teilzeit","1999","66","4","","","",""
"Teilzeit","1999","66","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","1999","17-29","1 Einkommensschwächstes Quintil","551","0.522414140339058","0.492401067051723","0.552427213626393"
"nicht erwerbstätig","1999","17-29","2","318","0.355067490432635","0.32299168107347","0.3871432997918"
"nicht erwerbstätig","1999","17-29","3","122","0.254178266760293","0.216390630415289","0.291965903105298"
"nicht erwerbstätig","1999","17-29","4","82","0.224466462160165","0.183163511348441","0.265769412971889"
"nicht erwerbstätig","1999","17-29","5 Einkommensstärkstes Quintil","51","0.352854160562011","0.276887156368572","0.42882116475545"
"nicht erwerbstätig","1999","30-45","1 Einkommensschwächstes Quintil","473","0.365869084686069","0.33971568183998","0.392022487532158"
"nicht erwerbstätig","1999","30-45","2","262","0.180810353312448","0.161075820120621","0.200544886504275"
"nicht erwerbstätig","1999","30-45","3","110","0.137853592368047","0.114758975377409","0.160948209358686"
"nicht erwerbstätig","1999","30-45","4","50","0.0617244030141446","0.0437420080768033","0.0797067979514859"
"nicht erwerbstätig","1999","30-45","5 Einkommensstärkstes Quintil","18","","",""
"nicht erwerbstätig","1999","46-65","1 Einkommensschwächstes Quintil","638","0.627021090650192","0.597516373589496","0.656525807710887"
"nicht erwerbstätig","1999","46-65","2","589","0.523900919389266","0.495023303967268","0.552778534811263"
"nicht erwerbstätig","1999","46-65","3","310","0.363934917351985","0.331437063170941","0.396432771533029"
"nicht erwerbstätig","1999","46-65","4","202","0.290998672450369","0.257704816347877","0.324292528552862"
"nicht erwerbstätig","1999","46-65","5 Einkommensstärkstes Quintil","86","0.199221962808484","0.162359486703333","0.236084438913636"
"nicht erwerbstätig","1999","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","1999","66","2","","","",""
"nicht erwerbstätig","1999","66","3","","","",""
"nicht erwerbstätig","1999","66","4","","","",""
"nicht erwerbstätig","1999","66","5 Einkommensstärkstes Quintil","","","",""
"Andere","1999","17-29","1 Einkommensschwächstes Quintil","237","0.223837318590931","0.198792383919821","0.248882253262042"
"Andere","1999","17-29","2","168","0.203625390133493","0.17663310201199","0.230617678254996"
"Andere","1999","17-29","3","74","0.140330254391803","0.110186004549702","0.170474504233905"
"Andere","1999","17-29","4","45","0.12282745672137","0.0903340458749589","0.155320867567781"
"Andere","1999","17-29","5 Einkommensstärkstes Quintil","23","","",""
"Andere","1999","30-45","1 Einkommensschwächstes Quintil","87","0.0731626420624695","0.0590235234219404","0.0873017607029987"
"Andere","1999","30-45","2","81","0.0564296537605915","0.0445974996467169","0.068261807874466"
"Andere","1999","30-45","3","19","","",""
"Andere","1999","30-45","4","18","","",""
"Andere","1999","30-45","5 Einkommensstärkstes Quintil","14","","",""
"Andere","1999","46-65","1 Einkommensschwächstes Quintil","27","","",""
"Andere","1999","46-65","2","29","","",""
"Andere","1999","46-65","3","35","0.0424241871193416","0.0288101981618693","0.056038176076814"
"Andere","1999","46-65","4","19","","",""
"Andere","1999","46-65","5 Einkommensstärkstes Quintil","5","","",""
"Andere","1999","66","1 Einkommensschwächstes Quintil","","","",""
"Andere","1999","66","2","","","",""
"Andere","1999","66","3","","","",""
"Andere","1999","66","4","","","",""
"Andere","1999","66","5 Einkommensstärkstes Quintil","","","",""
"voll erwerbstätig","2000","17-29","1 Einkommensschwächstes Quintil","276","0.190434869243335","0.170805321652472","0.210064416834197"
"voll erwerbstätig","2000","17-29","2","491","0.418076639682852","0.391387042440727","0.444766236924978"
"voll erwerbstätig","2000","17-29","3","363","0.485155293106394","0.450392364792413","0.519918221420376"
"voll erwerbstätig","2000","17-29","4","408","0.629697420405727","0.593105992443009","0.666288848368445"
"voll erwerbstätig","2000","17-29","5 Einkommensstärkstes Quintil","122","0.507651936801172","0.447572422460381","0.567731451141962"
"voll erwerbstätig","2000","30-45","1 Einkommensschwächstes Quintil","914","0.426997822512629","0.405981668348949","0.448013976676309"
"voll erwerbstätig","2000","30-45","2","1373","0.60652320449347","0.58650600330039","0.626540405686549"
"voll erwerbstätig","2000","30-45","3","1106","0.687317280506283","0.66488753364293","0.709747027369635"
"voll erwerbstätig","2000","30-45","4","981","0.762427305562793","0.739371741585608","0.785482869539978"
"voll erwerbstätig","2000","30-45","5 Einkommensstärkstes Quintil","650","0.813970560653002","0.786988824640889","0.840952296665116"
"voll erwerbstätig","2000","46-65","1 Einkommensschwächstes Quintil","438","0.245134368402186","0.224757701807747","0.265511034996625"
"voll erwerbstätig","2000","46-65","2","723","0.37532429133674","0.354076818303233","0.396571764370247"
"voll erwerbstätig","2000","46-65","3","706","0.469257318427463","0.444332312799697","0.49418232405523"
"voll erwerbstätig","2000","46-65","4","763","0.542157122670404","0.516133510465092","0.568180734875716"
"voll erwerbstätig","2000","46-65","5 Einkommensstärkstes Quintil","714","0.642462972273189","0.614293399435212","0.670632545111166"
"voll erwerbstätig","2000","66","1 Einkommensschwächstes Quintil","","","",""
"voll erwerbstätig","2000","66","2","","","",""
"voll erwerbstätig","2000","66","3","","","",""
"voll erwerbstätig","2000","66","4","","","",""
"voll erwerbstätig","2000","66","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","2000","17-29","1 Einkommensschwächstes Quintil","80","0.0598802287304392","0.0480185959244988","0.0717418615363795"
"Teilzeit","2000","17-29","2","69","0.0512241481432765","0.0392952492618395","0.0631530470247135"
"Teilzeit","2000","17-29","3","38","0.0445086675494354","0.0301645606801904","0.0588527744186804"
"Teilzeit","2000","17-29","4","32","0.0455432505494259","0.029744411638088","0.0613420894607637"
"Teilzeit","2000","17-29","5 Einkommensstärkstes Quintil","12","","",""
"Teilzeit","2000","30-45","1 Einkommensschwächstes Quintil","266","0.137697641751423","0.123057161694002","0.152338121808844"
"Teilzeit","2000","30-45","2","354","0.15323295141726","0.138473230731183","0.167992672103337"
"Teilzeit","2000","30-45","3","282","0.171211111160416","0.152985515401579","0.189436706919254"
"Teilzeit","2000","30-45","4","180","0.139812443649989","0.121025862241697","0.158599025058281"
"Teilzeit","2000","30-45","5 Einkommensstärkstes Quintil","84","0.0917490761734016","0.0717330216433119","0.111765130703491"
"Teilzeit","2000","46-65","1 Einkommensschwächstes Quintil","128","0.0804930576622205","0.0676060249872747","0.0933800903371663"
"Teilzeit","2000","46-65","2","186","0.0966087756256252","0.0836452579614012","0.109572293289849"
"Teilzeit","2000","46-65","3","185","0.123151771905314","0.106739440518151","0.139564103292478"
"Teilzeit","2000","46-65","4","172","0.125368807388158","0.108072476228352","0.142665138547963"
"Teilzeit","2000","46-65","5 Einkommensstärkstes Quintil","137","0.123503003643689","0.104165087463944","0.142840919823433"
"Teilzeit","2000","66","1 Einkommensschwächstes Quintil","","","",""
"Teilzeit","2000","66","2","","","",""
"Teilzeit","2000","66","3","","","",""
"Teilzeit","2000","66","4","","","",""
"Teilzeit","2000","66","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2000","17-29","1 Einkommensschwächstes Quintil","829","0.52799163221947","0.50303422150513","0.55294904293381"
"nicht erwerbstätig","2000","17-29","2","489","0.34043082307281","0.314790364575727","0.366071281569893"
"nicht erwerbstätig","2000","17-29","3","232","0.27886833403505","0.247676226159579","0.310060441910521"
"nicht erwerbstätig","2000","17-29","4","150","0.202605609379675","0.172147891976441","0.233063326782909"
"nicht erwerbstätig","2000","17-29","5 Einkommensstärkstes Quintil","104","0.35755887909207","0.2999621630974","0.41515559508674"
"nicht erwerbstätig","2000","30-45","1 Einkommensschwächstes Quintil","819","0.371685804975914","0.351153452902152","0.392218157049676"
"nicht erwerbstätig","2000","30-45","2","459","0.192414113542073","0.176261868172867","0.20856635891128"
"nicht erwerbstätig","2000","30-45","3","186","0.102719816918039","0.0880310629383938","0.117408570897685"
"nicht erwerbstätig","2000","30-45","4","114","0.0725793675829076","0.0585246140441633","0.0866341211216518"
"nicht erwerbstätig","2000","30-45","5 Einkommensstärkstes Quintil","51","0.0765498894041218","0.0581144410597072","0.0949853377485364"
"nicht erwerbstätig","2000","46-65","1 Einkommensschwächstes Quintil","1066","0.611842167654915","0.588757687966201","0.63492664734363"
"nicht erwerbstätig","2000","46-65","2","1042","0.505497540814557","0.483558360758729","0.527436720870384"
"nicht erwerbstätig","2000","46-65","3","598","0.371866404579943","0.347728074930076","0.39600473422981"
"nicht erwerbstätig","2000","46-65","4","437","0.304485022616791","0.280447872575095","0.328522172658488"
"nicht erwerbstätig","2000","46-65","5 Einkommensstärkstes Quintil","242","0.216404332003326","0.192201026329414","0.240607637677238"
"nicht erwerbstätig","2000","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2000","66","2","","","",""
"nicht erwerbstätig","2000","66","3","","","",""
"nicht erwerbstätig","2000","66","4","","","",""
"nicht erwerbstätig","2000","66","5 Einkommensstärkstes Quintil","","","",""
"Andere","2000","17-29","1 Einkommensschwächstes Quintil","352","0.221693269806756","0.200926793797268","0.242459745816243"
"Andere","2000","17-29","2","263","0.190268389101061","0.169029341361849","0.211507436840273"
"Andere","2000","17-29","3","161","0.19146770530912","0.164100257932231","0.218835152686009"
"Andere","2000","17-29","4","79","0.122153719665173","0.0973396717328121","0.146967767597533"
"Andere","2000","17-29","5 Einkommensstärkstes Quintil","28","","",""
"Andere","2000","30-45","1 Einkommensschwächstes Quintil","129","0.0636187307600342","0.0532486738856386","0.0739887876344297"
"Andere","2000","30-45","2","102","0.0478297305471966","0.0390854042201871","0.0565740568742061"
"Andere","2000","30-45","3","67","0.0387517914152617","0.0294137141267461","0.0480898687037773"
"Andere","2000","30-45","4","34","0.0251808832043102","0.0166934617974377","0.0336683046111827"
"Andere","2000","30-45","5 Einkommensstärkstes Quintil","14","","",""
"Andere","2000","46-65","1 Einkommensschwächstes Quintil","80","0.0625304062806782","0.0510615415275233","0.073999271033833"
"Andere","2000","46-65","2","44","0.022569392223078","0.0160519147263605","0.0290868697197954"
"Andere","2000","46-65","3","51","0.0357245050872797","0.0264546828456061","0.0449943273289533"
"Andere","2000","46-65","4","36","0.0279890473246468","0.0193736283745307","0.0366044662747629"
"Andere","2000","46-65","5 Einkommensstärkstes Quintil","19","","",""
"Andere","2000","66","1 Einkommensschwächstes Quintil","","","",""
"Andere","2000","66","2","","","",""
"Andere","2000","66","3","","","",""
"Andere","2000","66","4","","","",""
"Andere","2000","66","5 Einkommensstärkstes Quintil","","","",""
"voll erwerbstätig","2001","17-29","1 Einkommensschwächstes Quintil","219","0.178325782843509","0.157231744663891","0.199419821023127"
"voll erwerbstätig","2001","17-29","2","381","0.369795029586288","0.342086067231566","0.39750399194101"
"voll erwerbstätig","2001","17-29","3","339","0.464521513429683","0.429852741615882","0.499190285243485"
"voll erwerbstätig","2001","17-29","4","344","0.594256617949412","0.555129024294647","0.633384211604177"
"voll erwerbstätig","2001","17-29","5 Einkommensstärkstes Quintil","135","0.518629893519407","0.458809533123525","0.57845025391529"
"voll erwerbstätig","2001","30-45","1 Einkommensschwächstes Quintil","736","0.403023233274908","0.38016577525926","0.425880691290557"
"voll erwerbstätig","2001","30-45","2","1175","0.595182997538513","0.573654501616166","0.61671149346086"
"voll erwerbstätig","2001","30-45","3","1003","0.681039812983485","0.657555215755905","0.704524410211065"
"voll erwerbstätig","2001","30-45","4","923","0.771733654860997","0.7483537665963","0.795113543125694"
"voll erwerbstätig","2001","30-45","5 Einkommensstärkstes Quintil","662","0.82898378816427","0.803070094307017","0.854897482021523"
"voll erwerbstätig","2001","46-65","1 Einkommensschwächstes Quintil","374","0.243493019822947","0.221417318450183","0.26556872119571"
