year,bula_h,pgisced97,plj0047,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2005,Berlin,Lower Secondary Level,Very concerned,0.3548387096774194,25520,0.34896834092214485,0.3607090784326939
2005,Berlin,Lower Secondary Level,Not concerned at all,0.16129032258064516,25520,0.15677773422241806,0.16580291093887226
2005,Berlin,Upper Secondary Level,Somewhat concerned,0.4563106796116505,25520,0.4501995505730069,0.4624218086502941
2005,Berlin,Upper Secondary Level,Very concerned,0.43042071197411,25520,0.42434580808591993,0.4364956158623001
2005,Berlin,Upper Secondary Level,Not concerned at all,0.11326860841423948,25520,0.10938024757578517,0.1171569692526938
2005,Berlin,Post-secondary Non-tertiary Level,Somewhat concerned,0.5,25520,0.49386540719850736,0.5061345928014926
2005,Berlin,Post-secondary Non-tertiary Level,Very concerned,0.3684210526315789,25520,0.3625026871851429,0.37433941807801496
2005,Berlin,Post-secondary Non-tertiary Level,Not concerned at all,0.13157894736842105,25520,0.12743156466786432,0.13572633006897777
2005,Berlin,First Stage of Tertiary Education,Somewhat concerned,0.5818181818181818,25520,0.5757662788811886,0.587870084755175
2005,Berlin,First Stage of Tertiary Education,Very concerned,0.36363636363636365,25520,0.35773432474640127,0.369538402526326
2005,Berlin,First Stage of Tertiary Education,Not concerned at all,0.05454545454545454,25520,0.051759234926086486,0.0573316741648226
2005,Berlin,Second Stage of Tertiary Education,Somewhat concerned,0.5191489361702127,25520,0.5130188439061177,0.5252790284343077
2005,Berlin,Second Stage of Tertiary Education,Very concerned,0.41702127659574467,25520,0.41097175271468533,0.423070800476804
2005,Berlin,Second Stage of Tertiary Education,Not concerned at all,0.06382978723404255,25520,0.06083059126304887,0.06682898320503623
2005,Brandenburg,Pre-primary Level,Somewhat concerned,0.5185185185185185,25520,0.5123881347005755,0.5246489023364614
2005,Brandenburg,Pre-primary Level,Very concerned,0.37037037037037035,25520,0.3644455330153437,0.376295207725397
2005,Brandenburg,Pre-primary Level,Not concerned at all,0.1111111111111111,25520,0.1072552780713301,0.1149669441508921
2005,Brandenburg,Primary Level,Very concerned,0.6666666666666666,25520,0.6608829171069951,0.6724504162263382
2005,Brandenburg,Primary Level,Somewhat concerned,0.3333333333333333,25520,0.32754958377366183,0.3391170828930048
2005,Brandenburg,Lower Secondary Level,Somewhat concerned,0.4444444444444444,25520,0.43834783710292513,0.4505410517859637
2005,Brandenburg,Lower Secondary Level,Very concerned,0.35185185185185186,25520,0.3459927263700851,0.3577109773336186
2005,Brandenburg,Lower Secondary Level,Not concerned at all,0.2037037037037037,25520,0.19876227484921463,0.20864513255819275
2005,Brandenburg,Upper Secondary Level,Somewhat concerned,0.5381062355658198,25520,0.5319894846126361,0.5442229865190036
2005,Brandenburg,Upper Secondary Level,Very concerned,0.3233256351039261,25520,0.3175867746048115,0.3290644956030407
2005,Brandenburg,Upper Secondary Level,Not concerned at all,0.13856812933025403,25520,0.13432918335996985,0.1428070753005382
2005,Brandenburg,Post-secondary Non-tertiary Level,Somewhat concerned,0.45161290322580644,25520,0.4455071039784251,0.4577187024731878
2005,Brandenburg,Post-secondary Non-tertiary Level,Very concerned,0.3548387096774194,25520,0.34896834092214485,0.3607090784326939
2005,Brandenburg,Post-secondary Non-tertiary Level,Not concerned at all,0.1935483870967742,25520,0.18870108963115878,0.1983956845623896
2005,Brandenburg,First Stage of Tertiary Education,Somewhat concerned,0.5833333333333334,25520,0.5772845432582568,0.5893821234084099
2005,Brandenburg,First Stage of Tertiary Education,Very concerned,0.2777777777777778,25520,0.27228237018372325,0.2832731853718323
2005,Brandenburg,First Stage of Tertiary Education,Not concerned at all,0.1388888888888889,25520,0.134645829752604,0.1431319480251738
2005,Brandenburg,Second Stage of Tertiary Education,Somewhat concerned,0.5403225806451613,25520,0.5342079689820254,0.5464371923082971
2005,Brandenburg,Second Stage of Tertiary Education,Very concerned,0.3911290322580645,25520,0.3851416305585217,0.3971164339576073
2005,Brandenburg,Second Stage of Tertiary Education,Not concerned at all,0.06854838709677419,25520,0.06544815287322896,0.07164862132031942
2005,Mecklenburg-Western Pomerania,Pre-primary Level,Somewhat concerned,0.5294117647058824,25520,0.5232877945838772,0.5355357348278875
2005,Mecklenburg-Western Pomerania,Pre-primary Level,Very concerned,0.35294117647058826,25520,0.34707792146869065,0.35880443147248586
2005,Mecklenburg-Western Pomerania,Pre-primary Level,Not concerned at all,0.11764705882352941,25520,0.11369405310766313,0.12160006453939569
2005,Mecklenburg-Western Pomerania,Primary Level,Not concerned at all,0.5,25520,0.49386540719850736,0.5061345928014926
2005,Mecklenburg-Western Pomerania,Primary Level,Very concerned,0.25,25520,0.24468728679203422,0.2553127132079658
2005,Mecklenburg-Western Pomerania,Primary Level,Somewhat concerned,0.25,25520,0.24468728679203422,0.2553127132079658
2005,Mecklenburg-Western Pomerania,Lower Secondary Level,Somewhat concerned,0.4722222222222222,25520,0.4660971037009803,0.47834734074346413
2005,Mecklenburg-Western Pomerania,Lower Secondary Level,Very concerned,0.3333333333333333,25520,0.32754958377366183,0.3391170828930048
2005,Mecklenburg-Western Pomerania,Lower Secondary Level,Not concerned at all,0.19444444444444445,25520,0.18958863925935818,0.19930024962953072
2005,Mecklenburg-Western Pomerania,Upper Secondary Level,Somewhat concerned,0.6338582677165354,25520,0.6279476015384987,0.6397689338945721
2005,Mecklenburg-Western Pomerania,Upper Secondary Level,Very concerned,0.2125984251968504,25520,0.2075785387011347,0.2176183116925661
2005,Mecklenburg-Western Pomerania,Upper Secondary Level,Not concerned at all,0.15354330708661418,25520,0.14912013788275508,0.15796647629047328
2005,Mecklenburg-Western Pomerania,Post-secondary Non-tertiary Level,Somewhat concerned,0.7142857142857143,25520,0.70874306120846,0.7198283673629686
2005,Mecklenburg-Western Pomerania,Post-secondary Non-tertiary Level,Very concerned,0.2857142857142857,25520,0.28017163263703143,0.29125693879153997
2005,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Somewhat concerned,0.6,25520,0.5939893511426368,0.6060106488573631
2005,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Very concerned,0.25,25520,0.24468728679203422,0.2553127132079658
2005,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Not concerned at all,0.15,25520,0.1456190244569886,0.1543809755430114
2005,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Somewhat concerned,0.5692307692307692,25520,0.5631552659825463,0.5753062724789921
2005,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Very concerned,0.3384615384615385,25520,0.33265592726169096,0.344267149661386
2005,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Not concerned at all,0.09230769230769231,25520,0.08875625616056416,0.09585912845482046
2005,Saxony,Pre-primary Level,Somewhat concerned,0.47368421052631576,25520,0.46755812028303473,0.4798103007695968
2005,Saxony,Pre-primary Level,Not concerned at all,0.2631578947368421,25520,0.25775519097255517,0.268560598501129
2005,Saxony,Pre-primary Level,Very concerned,0.2631578947368421,25520,0.25775519097255517,0.268560598501129
2005,Saxony,Primary Level,Not concerned at all,1.0,25520,1.0,1.0
2005,Saxony,Lower Secondary Level,Somewhat concerned,0.4563106796116505,25520,0.4501995505730069,0.4624218086502941
2005,Saxony,Lower Secondary Level,Very concerned,0.2815533980582524,25520,0.2760352497265377,0.2870715463899671
2005,Saxony,Lower Secondary Level,Not concerned at all,0.2621359223300971,25520,0.2567399813616614,0.2675318632985328
2005,Saxony,Upper Secondary Level,Somewhat concerned,0.5307125307125307,25520,0.5245895218744503,0.536835539550611
2005,Saxony,Upper Secondary Level,Very concerned,0.2788697788697789,25520,0.27336774435207567,0.2843718133874821
2005,Saxony,Upper Secondary Level,Not concerned at all,0.1904176904176904,25520,0.18560043262636194,0.19523494820901888
2005,Saxony,Post-secondary Non-tertiary Level,Somewhat concerned,0.52,25520,0.5138703168373903,0.5261296831626098
2005,Saxony,Post-secondary Non-tertiary Level,Very concerned,0.32,25520,0.31427671751680514,0.3257232824831949
2005,Saxony,Post-secondary Non-tertiary Level,Not concerned at all,0.16,25520,0.1555020422607086,0.1644979577392914
2005,Saxony,First Stage of Tertiary Education,Somewhat concerned,0.5648854961832062,25520,0.5588027775429756,0.5709682148234367
2005,Saxony,First Stage of Tertiary Education,Very concerned,0.3511450381679389,25520,0.3452886100193976,0.3570014663164802
2005,Saxony,First Stage of Tertiary Education,Not concerned at all,0.08396946564885496,25520,0.08056670496469927,0.08737222633301066
2005,Saxony,Second Stage of Tertiary Education,Somewhat concerned,0.5348189415041783,25520,0.5286992414337143,0.5409386415746423
2005,Saxony,Second Stage of Tertiary Education,Very concerned,0.37604456824512533,25520,0.3701014799685198,0.3819876565217309
2005,Saxony,Second Stage of Tertiary Education,Not concerned at all,0.08913649025069638,25520,0.08564050047976024,0.09263248002163252
2005,Saxony-Anhalt,Pre-primary Level,Somewhat concerned,0.5,25520,0.49386540719850736,0.5061345928014926
2005,Saxony-Anhalt,Pre-primary Level,Very concerned,0.375,25520,0.36906020606101375,0.38093979393898625
2005,Saxony-Anhalt,Pre-primary Level,Not concerned at all,0.125,25520,0.12094234826315085,0.12905765173684913
2005,Saxony-Anhalt,Primary Level,Somewhat concerned,0.6,25520,0.5939893511426368,0.6060106488573631
2005,Saxony-Anhalt,Primary Level,Very concerned,0.2,25520,0.1950923257588059,0.20490767424119413
2005,Saxony-Anhalt,Primary Level,Not concerned at all,0.2,25520,0.1950923257588059,0.20490767424119413
2005,Saxony-Anhalt,Lower Secondary Level,Somewhat concerned,0.5076923076923077,25520,0.5015584409210917,0.5138261744635236
2005,Saxony-Anhalt,Lower Secondary Level,Very concerned,0.2923076923076923,25520,0.2867273852595544,0.29788799935583027
2005,Saxony-Anhalt,Lower Secondary Level,Not concerned at all,0.2,25520,0.1950923257588059,0.20490767424119413
2005,Saxony-Anhalt,Upper Secondary Level,Somewhat concerned,0.5784543325526932,25520,0.5723957282284464,0.58451293687694
2005,Saxony-Anhalt,Upper Secondary Level,Very concerned,0.28337236533957844,25520,0.2778434331983188,0.2889012974808381
2005,Saxony-Anhalt,Upper Secondary Level,Not concerned at all,0.13817330210772832,25520,0.13393942959751362,0.14240717461794303
2005,Saxony-Anhalt,Post-secondary Non-tertiary Level,Somewhat concerned,0.5151515151515151,25520,0.5090197396143739,0.5212832906886564
2005,Saxony-Anhalt,Post-secondary Non-tertiary Level,Very concerned,0.3939393939393939,25520,0.387944403836789,0.3999343840419988
2005,Saxony-Anhalt,Post-secondary Non-tertiary Level,Not concerned at all,0.09090909090909091,25520,0.08738194804174729,0.09443623377643454
2005,Saxony-Anhalt,First Stage of Tertiary Education,Somewhat concerned,0.5054945054945055,25520,0.4993602831058865,0.5116287278831244
2005,Saxony-Anhalt,First Stage of Tertiary Education,Very concerned,0.34065934065934067,25520,0.3348445937554213,0.34647408756326004
2005,Saxony-Anhalt,First Stage of Tertiary Education,Not concerned at all,0.15384615384615385,25520,0.14941941680673532,0.1582728908855724
2005,Saxony-Anhalt,Second Stage of Tertiary Education,Somewhat concerned,0.536036036036036,25520,0.5299173966926486,0.5421546753794234
2005,Saxony-Anhalt,Second Stage of Tertiary Education,Very concerned,0.3918918918918919,25520,0.38590240977663093,0.39788137400715284
2005,Saxony-Anhalt,Second Stage of Tertiary Education,Not concerned at all,0.07207207207207207,25520,0.06889917222770689,0.07524497191643725
2005,Thuringa,Pre-primary Level,Somewhat concerned,0.5,25520,0.49386540719850736,0.5061345928014926
2005,Thuringa,Pre-primary Level,Very concerned,0.35,25520,0.34414797144192594,0.355852028558074
2005,Thuringa,Pre-primary Level,Not concerned at all,0.15,25520,0.1456190244569886,0.1543809755430114
2005,Thuringa,Primary Level,Somewhat concerned,0.5,25520,0.49386540719850736,0.5061345928014926
2005,Thuringa,Primary Level,Not concerned at all,0.5,25520,0.49386540719850736,0.5061345928014926
2005,Thuringa,Lower Secondary Level,Somewhat concerned,0.509090909090909,25520,0.5029573303555117,0.5152244878263064
2005,Thuringa,Lower Secondary Level,Very concerned,0.2727272727272727,25520,0.26726304649330623,0.2781914989612392
2005,Thuringa,Lower Secondary Level,Not concerned at all,0.21818181818181817,25520,0.21311450323512976,0.22324913312850658
2005,Thuringa,Upper Secondary Level,Somewhat concerned,0.5365853658536586,25520,0.5304672172620025,0.5427035144453146
2005,Thuringa,Upper Secondary Level,Very concerned,0.324577861163227,25520,0.3188332210129966,0.3303225013134574
2005,Thuringa,Upper Secondary Level,Not concerned at all,0.13883677298311445,25520,0.13459438162011902,0.14307916434610987
2005,Thuringa,Post-secondary Non-tertiary Level,Very concerned,0.42857142857142855,25520,0.42249975633375336,0.43464310080910373
2005,Thuringa,Post-secondary Non-tertiary Level,Somewhat concerned,0.42857142857142855,25520,0.42249975633375336,0.43464310080910373
2005,Thuringa,Post-secondary Non-tertiary Level,Not concerned at all,0.14285714285714285,25520,0.13856382224474062,0.14715046346954508
2005,Thuringa,First Stage of Tertiary Education,Somewhat concerned,0.5230769230769231,25520,0.5169488676445497,0.5292049785092965
2005,Thuringa,First Stage of Tertiary Education,Very concerned,0.24615384615384617,25520,0.24086865850948327,0.2514390337982091
2005,Thuringa,First Stage of Tertiary Education,Not concerned at all,0.23076923076923078,25520,0.22559991560232873,0.23593854593613284
2005,Thuringa,Second Stage of Tertiary Education,Somewhat concerned,0.5089820359281437,25520,0.5028484330472329,0.5151156388090545
2005,Thuringa,Second Stage of Tertiary Education,Very concerned,0.437125748502994,25520,0.431039851164958,0.44321164584103
2005,Thuringa,Second Stage of Tertiary Education,Not concerned at all,0.05389221556886228,25520,0.05112177356331249,0.056662657574412065
2006,Schleswig-Holstein,Pre-primary Level,Not concerned at all,0.5,27321,0.49407105010682606,0.5059289498931739
2006,Schleswig-Holstein,Pre-primary Level,Somewhat concerned,0.3,27321,0.294566027664586,0.305433972335414
2006,Schleswig-Holstein,Pre-primary Level,Very concerned,0.2,27321,0.19525684008546085,0.20474315991453917
2006,Schleswig-Holstein,Primary Level,Not concerned at all,0.6,27321,0.594190839220478,0.605809160779522
2006,Schleswig-Holstein,Primary Level,Somewhat concerned,0.4,27321,0.39419083922047804,0.405809160779522
2006,Schleswig-Holstein,Lower Secondary Level,Somewhat concerned,0.4861111111111111,27321,0.4801844490628586,0.4920377731593636
2006,Schleswig-Holstein,Lower Secondary Level,Very concerned,0.2777777777777778,27321,0.2724665864204983,0.28308896913505727
2006,Schleswig-Holstein,Lower Secondary Level,Not concerned at all,0.2361111111111111,27321,0.23107516487741225,0.24114705734480996
2006,Schleswig-Holstein,Upper Secondary Level,Somewhat concerned,0.4942528735632184,27321,0.48832431534303533,0.5001814317834015
2006,Schleswig-Holstein,Upper Secondary Level,Very concerned,0.27873563218390807,27321,0.27341882072868257,0.28405244363913357
2006,Schleswig-Holstein,Upper Secondary Level,Not concerned at all,0.22701149425287356,27321,0.22204421910205602,0.2319787694036911
2006,Schleswig-Holstein,Post-secondary Non-tertiary Level,Somewhat concerned,0.4523809523809524,27321,0.44647895239954205,0.4582829523623627
2006,Schleswig-Holstein,Post-secondary Non-tertiary Level,Not concerned at all,0.30952380952380953,27321,0.30404193411911706,0.315005684928502
2006,Schleswig-Holstein,Post-secondary Non-tertiary Level,Very concerned,0.23809523809523808,27321,0.23304474857282778,0.24314572761764838
2006,Schleswig-Holstein,First Stage of Tertiary Education,Somewhat concerned,0.5283018867924528,27321,0.5223824426592071,0.5342213309256986
