"e11102","year","age_gr","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","2017","46-65","4","279","0.131016182890808","0.117608758636958","0.144423607144657"
"nicht erwerbstätig","2017","46-65","5 Einkommensstärkstes Quintil","333","0.0875474505980126","0.0784783887658139","0.0966165124302114"
"nicht erwerbstätig","2017","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2017","66","2","","","",""
"nicht erwerbstätig","2017","66","3","","","",""
"nicht erwerbstätig","2017","66","4","","","",""
"nicht erwerbstätig","2017","66","5 Einkommensstärkstes Quintil","","","",""
"erwerbstätig","2017","17-29","1 Einkommensschwächstes Quintil","494","0.49782374253384","0.477681173876963","0.517966311190718"
"erwerbstätig","2017","17-29","2","503","0.608367886459909","0.578630677478796","0.638105095441023"
"erwerbstätig","2017","17-29","3","507","0.637736936449802","0.605761164214008","0.669712708685597"
"erwerbstätig","2017","17-29","4","739","0.727297779991036","0.701110431405455","0.753485128576617"
"erwerbstätig","2017","17-29","5 Einkommensstärkstes Quintil","772","0.791188546051611","0.76667346766099","0.815703624442231"
"erwerbstätig","2017","30-45","1 Einkommensschwächstes Quintil","488","0.476216870955433","0.45654078863763","0.495892953273236"
"erwerbstätig","2017","30-45","2","933","0.775171500517985","0.75291871792863","0.79742428310734"
"erwerbstätig","2017","30-45","3","1156","0.916544333621661","0.901590413329153","0.93149825391417"
"erwerbstätig","2017","30-45","4","1629","0.938987119018454","0.92778248394192","0.950191754094988"
"erwerbstätig","2017","30-45","5 Einkommensstärkstes Quintil","2122","0.952494376087364","0.943685351847695","0.961303400327032"
"erwerbstätig","2017","46-65","1 Einkommensschwächstes Quintil","543","0.442394618072824","0.418494871605074","0.466294364540574"
"erwerbstätig","2017","46-65","2","909","0.704525677738315","0.679293103650451","0.729758251826179"
"erwerbstätig","2017","46-65","3","1262","0.848075305975008","0.829916422619096","0.86623418933092"
"erwerbstätig","2017","46-65","4","2154","0.868983817109192","0.855576392855343","0.882391241363042"
"erwerbstätig","2017","46-65","5 Einkommensstärkstes Quintil","3398","0.912452549401987","0.903383487569788","0.921521611234186"
"erwerbstätig","2017","66","1 Einkommensschwächstes Quintil","","","",""
"erwerbstätig","2017","66","2","","","",""
"erwerbstätig","2017","66","3","","","",""
"erwerbstätig","2017","66","4","","","",""
"erwerbstätig","2017","66","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2018","17-29","1 Einkommensschwächstes Quintil","1419","0.478438410491863","0.456351618902385","0.50052520208134"
"nicht erwerbstätig","2018","17-29","2","490","0.378772541302044","0.348119390576717","0.409425692027371"
"nicht erwerbstätig","2018","17-29","3","346","0.330764517412206","0.299338058208172","0.362190976616239"
"nicht erwerbstätig","2018","17-29","4","367","0.266578179923482","0.241497740568416","0.291658619278548"
"nicht erwerbstätig","2018","17-29","5 Einkommensstärkstes Quintil","284","0.193538053246426","0.169921365747771","0.21715474074508"
"nicht erwerbstätig","2018","30-45","1 Einkommensschwächstes Quintil","1555","0.490003336270211","0.468489052082855","0.511517620457567"
"nicht erwerbstätig","2018","30-45","2","487","0.256153192151283","0.231486727094566","0.280819657208"
"nicht erwerbstätig","2018","30-45","3","171","0.114627776066977","0.0964818089447059","0.132773743189248"
"nicht erwerbstätig","2018","30-45","4","121","0.0582094866746451","0.0472175697366172","0.069201403612673"
"nicht erwerbstätig","2018","30-45","5 Einkommensstärkstes Quintil","102","0.0350875984786475","0.0274694763775067","0.0427057205797883"
"nicht erwerbstätig","2018","46-65","1 Einkommensschwächstes Quintil","1020","0.558647936056475","0.533726397558427","0.583569474554524"
"nicht erwerbstätig","2018","46-65","2","360","0.310935373140426","0.284217709302569","0.337653036978283"
"nicht erwerbstätig","2018","46-65","3","237","0.195436332188959","0.17471661121796","0.216156053159959"
"nicht erwerbstätig","2018","46-65","4","276","0.126891395001223","0.113428165008667","0.140354624993779"
"nicht erwerbstätig","2018","46-65","5 Einkommensstärkstes Quintil","298","0.0706542840929795","0.0625336438305404","0.0787749243554187"
"nicht erwerbstätig","2018","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2018","66","2","","","",""
"nicht erwerbstätig","2018","66","3","","","",""
"nicht erwerbstätig","2018","66","4","","","",""
"nicht erwerbstätig","2018","66","5 Einkommensstärkstes Quintil","","","",""
"erwerbstätig","2018","17-29","1 Einkommensschwächstes Quintil","546","0.521561589508137","0.49947479791866","0.543648381097615"
"erwerbstätig","2018","17-29","2","472","0.621227458697956","0.590574307972629","0.651880609423283"
"erwerbstätig","2018","17-29","3","515","0.669235482587794","0.637809023383761","0.700661941791828"
"erwerbstätig","2018","17-29","4","827","0.733421820076518","0.708341380721452","0.758502259431584"
"erwerbstätig","2018","17-29","5 Einkommensstärkstes Quintil","791","0.806461946753574","0.78284525925492","0.830078634252228"
"erwerbstätig","2018","30-45","1 Einkommensschwächstes Quintil","519","0.509996663729789","0.488482379542433","0.531510947917145"
"erwerbstätig","2018","30-45","2","716","0.743846807848717","0.719180342792","0.768513272905434"
"erwerbstätig","2018","30-45","3","1013","0.885372223933023","0.867226256810752","0.903518191055294"
"erwerbstätig","2018","30-45","4","1622","0.941790513325355","0.930798596387327","0.952782430263383"
"erwerbstätig","2018","30-45","5 Einkommensstärkstes Quintil","2139","0.964912401521352","0.957294279420212","0.972530523622493"
"erwerbstätig","2018","46-65","1 Einkommensschwächstes Quintil","505","0.441352063943524","0.416430525445476","0.466273602441573"
"erwerbstätig","2018","46-65","2","793","0.689064626859574","0.662346963021717","0.715782290697431"
"erwerbstätig","2018","46-65","3","1170","0.804563667811041","0.783843946840042","0.82528338878204"
"erwerbstätig","2018","46-65","4","2072","0.873108604998777","0.859645375006221","0.886571834991333"
"erwerbstätig","2018","46-65","5 Einkommensstärkstes Quintil","3527","0.929345715907021","0.921225075644581","0.93746635616946"
"erwerbstätig","2018","66","1 Einkommensschwächstes Quintil","","","",""
"erwerbstätig","2018","66","2","","","",""
"erwerbstätig","2018","66","3","","","",""
"erwerbstätig","2018","66","4","","","",""
"erwerbstätig","2018","66","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2019","17-29","1 Einkommensschwächstes Quintil","1024","0.476558960862805","0.451190568453452","0.501927353272157"
"nicht erwerbstätig","2019","17-29","2","421","0.384710640622169","0.351964737966588","0.41745654327775"
"nicht erwerbstätig","2019","17-29","3","290","0.30754395205439","0.27458295770681","0.340504946401969"
"nicht erwerbstätig","2019","17-29","4","356","0.270039512409024","0.243932667125588","0.296146357692461"
"nicht erwerbstätig","2019","17-29","5 Einkommensstärkstes Quintil","324","0.218647264515975","0.194810204412893","0.242484324619056"
"nicht erwerbstätig","2019","30-45","1 Einkommensschwächstes Quintil","1236","0.518701930089307","0.494992311390731","0.542411548787884"
"nicht erwerbstätig","2019","30-45","2","427","0.247445608667994","0.22170937234047","0.273181844995517"
"nicht erwerbstätig","2019","30-45","3","187","0.147252767730645","0.125695619563503","0.168809915897786"
"nicht erwerbstätig","2019","30-45","4","121","0.0622965149057437","0.0505812030647085","0.0740118267467788"
"nicht erwerbstätig","2019","30-45","5 Einkommensstärkstes Quintil","122","0.0398100639874383","0.0321705138527755","0.047449614122101"
"nicht erwerbstätig","2019","46-65","1 Einkommensschwächstes Quintil","906","0.55889912338225","0.532344156792878","0.585454089971623"
"nicht erwerbstätig","2019","46-65","2","378","0.343388545972881","0.315238109069712","0.371538982876051"
"nicht erwerbstätig","2019","46-65","3","252","0.234514185719909","0.210807057846971","0.258221313592846"
"nicht erwerbstätig","2019","46-65","4","295","0.151283252918317","0.136774210187332","0.165792295649302"
"nicht erwerbstätig","2019","46-65","5 Einkommensstärkstes Quintil","421","0.0928455448698417","0.0848531023850405","0.100837987354643"
"nicht erwerbstätig","2019","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2019","66","2","","","",""
"nicht erwerbstätig","2019","66","3","","","",""
"nicht erwerbstätig","2019","66","4","","","",""
"nicht erwerbstätig","2019","66","5 Einkommensstärkstes Quintil","","","",""
"erwerbstätig","2019","17-29","1 Einkommensschwächstes Quintil","465","0.523441039137195","0.498072646727843","0.548809431546548"
"erwerbstätig","2019","17-29","2","427","0.615289359377831","0.58254345672225","0.648035262033413"
"erwerbstätig","2019","17-29","3","463","0.69245604794561","0.659495053598031","0.72541704229319"
"erwerbstätig","2019","17-29","4","755","0.729960487590976","0.703853642307539","0.756067332874412"
"erwerbstätig","2019","17-29","5 Einkommensstärkstes Quintil","831","0.781352735484025","0.757515675380944","0.805189795587106"
"erwerbstätig","2019","30-45","1 Einkommensschwächstes Quintil","470","0.481298069910693","0.457588451212116","0.505007688609269"
"erwerbstätig","2019","30-45","2","653","0.752554391332007","0.726818155004483","0.77829062765953"
"erwerbstätig","2019","30-45","3","851","0.852747232269355","0.831190084102214","0.874304380436497"
"erwerbstätig","2019","30-45","4","1514","0.937703485094256","0.925988173253221","0.949418796935291"
"erwerbstätig","2019","30-45","5 Einkommensstärkstes Quintil","2394","0.960189936012562","0.952550385877899","0.967829486147224"
"erwerbstätig","2019","46-65","1 Einkommensschwächstes Quintil","437","0.44110087661775","0.414545910028377","0.467655843207122"
"erwerbstätig","2019","46-65","2","715","0.656611454027119","0.628461017123949","0.684761890930288"
"erwerbstätig","2019","46-65","3","975","0.765485814280091","0.741778686407154","0.789192942153028"
"erwerbstätig","2019","46-65","4","2048","0.848716747081683","0.834207704350697","0.863225789812668"
"erwerbstätig","2019","46-65","5 Einkommensstärkstes Quintil","4644","0.907154455130158","0.899162012645357","0.91514689761496"
"erwerbstätig","2019","66","1 Einkommensschwächstes Quintil","","","",""
"erwerbstätig","2019","66","2","","","",""
"erwerbstätig","2019","66","3","","","",""
"erwerbstätig","2019","66","4","","","",""
"erwerbstätig","2019","66","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2020","17-29","1 Einkommensschwächstes Quintil","895","0.525420357645607","0.499655786042502","0.551184929248711"
"nicht erwerbstätig","2020","17-29","2","503","0.364957212636983","0.335296587223092","0.394617838050874"
"nicht erwerbstätig","2020","17-29","3","297","0.326403907726538","0.29353977553881","0.359268039914266"
"nicht erwerbstätig","2020","17-29","4","415","0.317414854645096","0.291507129050356","0.343322580239835"
"nicht erwerbstätig","2020","17-29","5 Einkommensstärkstes Quintil","410","0.189586592514934","0.169756950950881","0.209416234078987"
"nicht erwerbstätig","2020","30-45","1 Einkommensschwächstes Quintil","1044","0.545798324473761","0.521019388291748","0.570577260655774"
"nicht erwerbstätig","2020","30-45","2","596","0.291036678834588","0.267191397507346","0.314881960161829"
"nicht erwerbstätig","2020","30-45","3","242","0.130885334274947","0.11098115075685","0.150789517793043"
"nicht erwerbstätig","2020","30-45","4","174","0.0900128219776971","0.0765536603956341","0.10347198355976"
"nicht erwerbstätig","2020","30-45","5 Einkommensstärkstes Quintil","150","0.0406857556001385","0.033272182954322","0.0480993282459549"
"nicht erwerbstätig","2020","46-65","1 Einkommensschwächstes Quintil","829","0.589806540268946","0.56228485858691","0.617328221950981"
"nicht erwerbstätig","2020","46-65","2","413","0.4086720844849","0.379064581050202","0.438279587919599"
"nicht erwerbstätig","2020","46-65","3","236","0.238477451316008","0.21276242899281","0.264192473639206"
"nicht erwerbstätig","2020","46-65","4","304","0.132789405735315","0.119022331120143","0.146556480350486"
"nicht erwerbstätig","2020","46-65","5 Einkommensstärkstes Quintil","402","0.0913990533213859","0.0832979770377903","0.0995001296049816"
"nicht erwerbstätig","2020","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2020","66","2","","","",""
"nicht erwerbstätig","2020","66","3","","","",""
"nicht erwerbstätig","2020","66","4","","","",""
"nicht erwerbstätig","2020","66","5 Einkommensstärkstes Quintil","","","",""
"erwerbstätig","2020","17-29","1 Einkommensschwächstes Quintil","548","0.474579642354393","0.448815070751289","0.500344213957498"
"erwerbstätig","2020","17-29","2","509","0.635042787363017","0.605382161949126","0.664703412776908"
"erwerbstätig","2020","17-29","3","485","0.673596092273462","0.640731960085734","0.70646022446119"
"erwerbstätig","2020","17-29","4","825","0.682585145354904","0.656677419760165","0.708492870949644"
"erwerbstätig","2020","17-29","5 Einkommensstärkstes Quintil","1091","0.810413407485066","0.790583765921013","0.830243049049119"
"erwerbstätig","2020","30-45","1 Einkommensschwächstes Quintil","507","0.454201675526239","0.429422739344226","0.478980611708252"
"erwerbstätig","2020","30-45","2","798","0.708963321165412","0.685118039838171","0.732808602492654"
"erwerbstätig","2020","30-45","3","861","0.869114665725053","0.849210482206957","0.88901884924315"
"erwerbstätig","2020","30-45","4","1563","0.909987178022303","0.89652801644024","0.923446339604366"
"erwerbstätig","2020","30-45","5 Einkommensstärkstes Quintil","2578","0.959314244399862","0.951900671754045","0.966727817045678"
"erwerbstätig","2020","46-65","1 Einkommensschwächstes Quintil","398","0.410193459731054","0.382671778049019","0.43771514141309"
"erwerbstätig","2020","46-65","2","646","0.5913279155151","0.561720412080401","0.620935418949798"
"erwerbstätig","2020","46-65","3","819","0.761522548683992","0.735807526360794","0.78723757100719"
"erwerbstätig","2020","46-65","4","2030","0.867210594264685","0.853443519649514","0.880977668879857"
"erwerbstätig","2020","46-65","5 Einkommensstärkstes Quintil","4459","0.908600946678614","0.900499870395018","0.91670202296221"
"erwerbstätig","2020","66","1 Einkommensschwächstes Quintil","","","",""
"erwerbstätig","2020","66","2","","","",""
"erwerbstätig","2020","66","3","","","",""
"erwerbstätig","2020","66","4","","","",""
"erwerbstätig","2020","66","5 Einkommensstärkstes Quintil","","","",""
