"pgcasmin","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"(3b) higher tertiary education","1987","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1987","66 und älter","Westdeutschland, alte Bundeslaender","30","0.0268175119140491","0.0172005070932338","0.0364345167348645"
"(3b) higher tertiary education","1987","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","164","0.0437944365030171","0.0372298979911812","0.0503589750148529"
"(0) in school","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1988","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","188","0.0236852698548264","0.0188071419256006","0.0285633977840523"
"(1a) inadequately completed","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","548","0.0262322853401303","0.0218272706228056","0.0306373000574551"
"(1a) inadequately completed","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1988","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","770","0.137174110753973","0.126137982048322","0.148210239459623"
"(1b) general elementary school","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1211","0.224700047486942","0.213196333512274","0.236203761461609"
"(1b) general elementary school","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1988","66 und älter","Westdeutschland, alte Bundeslaender","361","0.342406060196605","0.313759174975457","0.371052945417753"
"(1b) general elementary school","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","989","0.288309169780075","0.273778219763025","0.302840119797125"
"(1c) basic vocational qualification","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2033","0.460547917933516","0.446810172556661","0.474285663310371"
"(1c) basic vocational qualification","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1988","66 und älter","Westdeutschland, alte Bundeslaender","412","0.393857740525064","0.364360271082067","0.423355209968062"
"(1c) basic vocational qualification","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","329","0.0867033274539179","0.0776763383924709","0.0957303165153648"
"(2b) intermediate general qualification","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","68","0.016784480308563","0.0132438553520627","0.0203251052650634"
"(2b) intermediate general qualification","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1988","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","591","0.198926528681091","0.18612087881879","0.211732178543392"
"(2a) intermediate vocational","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","555","0.137478708997738","0.127987877805126","0.14696954019035"
"(2a) intermediate vocational","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1988","66 und älter","Westdeutschland, alte Bundeslaender","132","0.134404840297178","0.113813119083568","0.154996561510788"
"(2a) intermediate vocational","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","298","0.0883767700907568","0.0792714367353494","0.0974821034461641"
"(2c_gen) general maturity certificate","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","45","0.00555946372039781","0.00351015459471974","0.00760877284607589"
"(2c_gen) general maturity certificate","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1988","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","200","0.0655118450881714","0.0575746708874777","0.0734490192888651"
"(2c_voc) vocational maturity certificate","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","155","0.0287743446190939","0.0241668545530991","0.0333818346850887"
"(2c_voc) vocational maturity certificate","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1988","66 und älter","Westdeutschland, alte Bundeslaender","37","0.0323285087888402","0.0216506396282381","0.0430063779494423"
"(2c_voc) vocational maturity certificate","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","69","0.0229429010400809","0.0181400044699645","0.0277457976101973"
"(3a) lower tertiary education","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","136","0.0333678852144874","0.0284179836153515","0.0383177868136233"
"(3a) lower tertiary education","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1988","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1988","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","135","0.0445756407540912","0.0379555179113441","0.0511957635968383"
"(3b) higher tertiary education","1988","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1988","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","306","0.0665548663791313","0.0596851956699387","0.0734245370883239"
"(3b) higher tertiary education","1988","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(3b) higher tertiary education","1988","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(3b) higher tertiary education","1988","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","176","0.0517824190425662","0.0445947620500148","0.0589700760351177"
"(0) in school","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","175","0.0234266517920809","0.0185204012781482","0.0283329023060135"
"(1a) inadequately completed","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","531","0.0280862448041454","0.0234388006835629","0.0327336889247278"
"(1a) inadequately completed","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","725","0.134303727122242","0.123243374302195","0.14536407994229"
"(1b) general elementary school","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1138","0.21586084247611","0.204288081624282","0.227433603327938"
"(1b) general elementary school","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1989","66 und älter","Westdeutschland, alte Bundeslaender","360","0.347541874881178","0.31841842889071","0.376665320871646"
"(1b) general elementary school","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","960","0.281213756207774","0.266630304303183","0.295797208112364"
"(1c) basic vocational qualification","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1953","0.459361539608051","0.445343597628352","0.47337948158775"
"(1c) basic vocational qualification","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1c) basic vocational qualification","1989","66 und älter","Westdeutschland, alte Bundeslaender","390","0.383513117603659","0.353774902341049","0.413251332866268"
"(1c) basic vocational qualification","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","301","0.0826484982987808","0.0737169336490923","0.0915800629484693"
"(2b) intermediate general qualification","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","64","0.0167737231463261","0.0131613305166922","0.02038611577596"
"(2b) intermediate general qualification","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","597","0.197066597040066","0.184163663929378","0.209969530150754"
"(2a) intermediate vocational","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","533","0.138723290522385","0.129000307746875","0.148446273297895"
"(2a) intermediate vocational","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1989","66 und älter","Westdeutschland, alte Bundeslaender","131","0.139157007768863","0.117989126821262","0.160324888716463"
"(2a) intermediate vocational","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","300","0.0887738340089986","0.0795481674492651","0.097999500568732"
"(2c_gen) general maturity certificate","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","47","0.00635535548490518","0.00412003938664401","0.00859067158316635"
"(2c_gen) general maturity certificate","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1989","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1989","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1989","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","211","0.0697034095114348","0.0614434123103951","0.0779634067124746"
"(2c_voc) vocational maturity certificate","1989","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1989","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","152","0.0297479940260847","0.0249691309054074","0.0345268571467619"
"(2c_voc) vocational maturity certificate","1989","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1989","66 und älter","Westdeutschland, alte Bundeslaender","41","0.0344696571951676","0.023312223500765","0.0456270908895701"
