"pgcasmin","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"(1b) general elementary school","2007","Realschulabschluss","","","",""
"(1b) general elementary school","2007","(Fach-)Abitur","","","",""
"(1b) general elementary school","2007","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2007","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2007","Hauptschulabschluss","5654","0.740000546691294","0.73002013684323","0.749980956539358"
"(1c) basic vocational qualification","2007","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2007","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2007","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2007","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2007","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2007","Realschulabschluss","556","0.112498588354176","0.104109632623524","0.120887544084828"
"(2b) intermediate general qualification","2007","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2007","AkademikerInnen","","","",""
"(2a) intermediate vocational","2007","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2007","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2007","Realschulabschluss","4894","0.887501411645824","0.879112455915172","0.895890367376476"
"(2a) intermediate vocational","2007","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2007","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2007","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2007","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2007","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2007","(Fach-)Abitur","818","0.323750416741009","0.304956077286159","0.342544756195859"
"(2c_gen) general maturity certificate","2007","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2007","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2007","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2007","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2007","(Fach-)Abitur","1563","0.676249583258991","0.657455243804141","0.695043922713841"
"(2c_voc) vocational maturity certificate","2007","AkademikerInnen","","","",""
"(3a) lower tertiary education","2007","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2007","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2007","Realschulabschluss","","","",""
"(3a) lower tertiary education","2007","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2007","AkademikerInnen","1714","0.398649473305448","0.384185669669883","0.413113276941014"
"(3b) higher tertiary education","2007","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2007","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2007","Realschulabschluss","","","",""
"(3b) higher tertiary education","2007","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2007","AkademikerInnen","2688","0.601350526694551","0.586886723058986","0.615814330330117"
"(0) in school","2008","(noch) kein Abschluss","558","0.643710692148348","0.609390947468252","0.678030436828444"
"(0) in school","2008","Hauptschulabschluss","","","",""
"(0) in school","2008","Realschulabschluss","","","",""
"(0) in school","2008","(Fach-)Abitur","","","",""
"(0) in school","2008","AkademikerInnen","","","",""
"(1a) inadequately completed","2008","(noch) kein Abschluss","190","0.356289307851652","0.321969563171556","0.390609052531748"
"(1a) inadequately completed","2008","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2008","Realschulabschluss","","","",""
"(1a) inadequately completed","2008","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2008","AkademikerInnen","","","",""
"(1b) general elementary school","2008","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2008","Hauptschulabschluss","1616","0.25830067974448","0.247966317487143","0.268635042001818"
"(1b) general elementary school","2008","Realschulabschluss","","","",""
"(1b) general elementary school","2008","(Fach-)Abitur","","","",""
"(1b) general elementary school","2008","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2008","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2008","Hauptschulabschluss","5275","0.74169932025552","0.731364957998182","0.752033682512857"
"(1c) basic vocational qualification","2008","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2008","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2008","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2008","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2008","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2008","Realschulabschluss","513","0.108443224596125","0.0999658269989522","0.116920622193299"
"(2b) intermediate general qualification","2008","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2008","AkademikerInnen","","","",""
"(2a) intermediate vocational","2008","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2008","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2008","Realschulabschluss","4655","0.891556775403875","0.883079377806702","0.900034173001048"
"(2a) intermediate vocational","2008","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2008","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2008","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2008","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2008","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2008","(Fach-)Abitur","741","0.336427221850516","0.316647614705862","0.35620682899517"
"(2c_gen) general maturity certificate","2008","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2008","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2008","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2008","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2008","(Fach-)Abitur","1451","0.663572778149484","0.64379317100483","0.683352385294138"
"(2c_voc) vocational maturity certificate","2008","AkademikerInnen","","","",""
"(3a) lower tertiary education","2008","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2008","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2008","Realschulabschluss","","","",""
"(3a) lower tertiary education","2008","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2008","AkademikerInnen","1649","0.397342422421529","0.382557195179599","0.412127649663459"
"(3b) higher tertiary education","2008","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2008","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2008","Realschulabschluss","","","",""
"(3b) higher tertiary education","2008","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2008","AkademikerInnen","2559","0.602657577578471","0.587872350336541","0.617442804820401"
"(0) in school","2009","(noch) kein Abschluss","507","0.647091065107867","0.611199816788379","0.682982313427355"
"(0) in school","2009","Hauptschulabschluss","","","",""
"(0) in school","2009","Realschulabschluss","","","",""
"(0) in school","2009","(Fach-)Abitur","","","",""
"(0) in school","2009","AkademikerInnen","","","",""
"(1a) inadequately completed","2009","(noch) kein Abschluss","174","0.352908934892133","0.317017686572645","0.388800183211621"
"(1a) inadequately completed","2009","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2009","Realschulabschluss","","","",""
"(1a) inadequately completed","2009","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2009","AkademikerInnen","","","",""
"(1b) general elementary school","2009","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2009","Hauptschulabschluss","1434","0.250535459382896","0.239820037587385","0.261250881178407"
"(1b) general elementary school","2009","Realschulabschluss","","","",""
"(1b) general elementary school","2009","(Fach-)Abitur","","","",""
"(1b) general elementary school","2009","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2009","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2009","Hauptschulabschluss","4848","0.749464540617104","0.738749118821593","0.760179962412615"
"(1c) basic vocational qualification","2009","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2009","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2009","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2009","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2009","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2009","Realschulabschluss","454","0.101117122308389","0.0926314568956448","0.109602787721133"
"(2b) intermediate general qualification","2009","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2009","AkademikerInnen","","","",""
"(2a) intermediate vocational","2009","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2009","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2009","Realschulabschluss","4395","0.898882877691611","0.890397212278867","0.907368543104355"
"(2a) intermediate vocational","2009","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2009","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2009","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2009","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2009","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2009","(Fach-)Abitur","697","0.344237949767517","0.323549360209684","0.364926539325351"
"(2c_gen) general maturity certificate","2009","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2009","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2009","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2009","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2009","(Fach-)Abitur","1329","0.655762050232483","0.63507346067465","0.676450639790316"
"(2c_voc) vocational maturity certificate","2009","AkademikerInnen","","","",""
"(3a) lower tertiary education","2009","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2009","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2009","Realschulabschluss","","","",""
"(3a) lower tertiary education","2009","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2009","AkademikerInnen","1586","0.397379695099984","0.382306722170671","0.412452668029297"
"(3b) higher tertiary education","2009","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2009","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2009","Realschulabschluss","","","",""
"(3b) higher tertiary education","2009","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2009","AkademikerInnen","2463","0.602620304900016","0.587547331970703","0.617693277829329"
"(0) in school","2010","(noch) kein Abschluss","710","0.627299592832622","0.598327915571025","0.656271270094218"
"(0) in school","2010","Hauptschulabschluss","","","",""
"(0) in school","2010","Realschulabschluss","","","",""
"(0) in school","2010","(Fach-)Abitur","","","",""
"(0) in school","2010","AkademikerInnen","","","",""
"(1a) inadequately completed","2010","(noch) kein Abschluss","360","0.372700407167378","0.343728729905782","0.401672084428975"
"(1a) inadequately completed","2010","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2010","Realschulabschluss","","","",""
"(1a) inadequately completed","2010","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2010","AkademikerInnen","","","",""
"(1b) general elementary school","2010","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2010","Hauptschulabschluss","1929","0.261612848986011","0.251715936988768","0.271509760983255"
"(1b) general elementary school","2010","Realschulabschluss","","","",""
"(1b) general elementary school","2010","(Fach-)Abitur","","","",""
"(1b) general elementary school","2010","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2010","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2010","Hauptschulabschluss","5647","0.738387151013989","0.728490239016745","0.748284063011232"
"(1c) basic vocational qualification","2010","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2010","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2010","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2010","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2010","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2010","Realschulabschluss","663","0.108437868166617","0.101072474973561","0.115803261359673"
"(2b) intermediate general qualification","2010","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2010","AkademikerInnen","","","",""
"(2a) intermediate vocational","2010","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2010","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2010","Realschulabschluss","6183","0.891562131833383","0.884196738640327","0.898927525026438"
"(2a) intermediate vocational","2010","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2010","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2010","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2010","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2010","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2010","(Fach-)Abitur","925","0.345830548614558","0.329041034218891","0.362620063010225"
"(2c_gen) general maturity certificate","2010","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2010","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2010","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2010","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2010","(Fach-)Abitur","2158","0.654169451385442","0.637379936989775","0.670958965781109"
"(2c_voc) vocational maturity certificate","2010","AkademikerInnen","","","",""
"(3a) lower tertiary education","2010","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2010","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2010","Realschulabschluss","","","",""
"(3a) lower tertiary education","2010","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2010","AkademikerInnen","1947","0.398280509489417","0.385206569624605","0.411354449354228"
"(3b) higher tertiary education","2010","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2010","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2010","Realschulabschluss","","","",""
"(3b) higher tertiary education","2010","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2010","AkademikerInnen","3439","0.601719490510583","0.588645550645772","0.614793430375395"
"(0) in school","2011","(noch) kein Abschluss","897","0.598086076378316","0.57168701268622","0.624485140070411"
"(0) in school","2011","Hauptschulabschluss","","","",""
"(0) in school","2011","Realschulabschluss","","","",""
"(0) in school","2011","(Fach-)Abitur","","","",""
"(0) in school","2011","AkademikerInnen","","","",""
"(1a) inadequately completed","2011","(noch) kein Abschluss","428","0.401913923621684","0.375514859929589","0.428312987313779"
"(1a) inadequately completed","2011","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2011","Realschulabschluss","","","",""
"(1a) inadequately completed","2011","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2011","AkademikerInnen","","","",""
"(1b) general elementary school","2011","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2011","Hauptschulabschluss","2334","0.257217022487109","0.248207605995565","0.266226438978654"
"(1b) general elementary school","2011","Realschulabschluss","","","",""
"(1b) general elementary school","2011","(Fach-)Abitur","","","",""
"(1b) general elementary school","2011","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2011","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2011","Hauptschulabschluss","6708","0.742782977512891","0.733773561021346","0.751792394004435"
"(1c) basic vocational qualification","2011","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2011","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2011","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2011","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2011","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2011","Realschulabschluss","814","0.11011251123875","0.103247056281054","0.116977966196447"
"(2b) intermediate general qualification","2011","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2011","AkademikerInnen","","","",""
"(2a) intermediate vocational","2011","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2011","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2011","Realschulabschluss","7172","0.88988748876125","0.883022033803553","0.896752943718946"
"(2a) intermediate vocational","2011","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2011","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2011","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2011","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2011","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2011","(Fach-)Abitur","1134","0.35572902396768","0.340215153021767","0.371242894913593"
"(2c_gen) general maturity certificate","2011","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2011","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2011","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2011","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2011","(Fach-)Abitur","2524","0.64427097603232","0.628757105086407","0.659784846978233"
"(2c_voc) vocational maturity certificate","2011","AkademikerInnen","","","",""
"(3a) lower tertiary education","2011","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2011","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2011","Realschulabschluss","","","",""
"(3a) lower tertiary education","2011","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2011","AkademikerInnen","2245","0.381482650315719","0.369415860394496","0.393549440236941"
"(3b) higher tertiary education","2011","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2011","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2011","Realschulabschluss","","","",""
"(3b) higher tertiary education","2011","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2011","AkademikerInnen","3980","0.618517349684281","0.606450559763059","0.630584139605504"
"(0) in school","2012","(noch) kein Abschluss","917","0.586204287940111","0.559794655895808","0.612613919984414"
"(0) in school","2012","Hauptschulabschluss","","","",""
"(0) in school","2012","Realschulabschluss","","","",""
"(0) in school","2012","(Fach-)Abitur","","","",""
"(0) in school","2012","AkademikerInnen","","","",""
"(1a) inadequately completed","2012","(noch) kein Abschluss","419","0.413795712059889","0.387386080015586","0.440205344104192"
"(1a) inadequately completed","2012","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2012","Realschulabschluss","","","",""
"(1a) inadequately completed","2012","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2012","AkademikerInnen","","","",""
"(1b) general elementary school","2012","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2012","Hauptschulabschluss","2249","0.260563628636366","0.251367569873499","0.269759687399233"
"(1b) general elementary school","2012","Realschulabschluss","","","",""
"(1b) general elementary school","2012","(Fach-)Abitur","","","",""
"(1b) general elementary school","2012","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2012","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2012","Hauptschulabschluss","6503","0.739436371363634","0.730240312600767","0.748632430126501"
"(1c) basic vocational qualification","2012","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2012","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2012","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2012","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2012","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2012","Realschulabschluss","819","0.107906608323382","0.101030885396925","0.114782331249839"
"(2b) intermediate general qualification","2012","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2012","AkademikerInnen","","","",""
"(2a) intermediate vocational","2012","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2012","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2012","Realschulabschluss","7003","0.892093391676618","0.885217668750161","0.898969114603075"
"(2a) intermediate vocational","2012","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2012","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2012","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2012","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2012","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2012","(Fach-)Abitur","1099","0.346710989567164","0.331112382578962","0.362309596555366"
"(2c_gen) general maturity certificate","2012","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2012","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2012","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2012","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2012","(Fach-)Abitur","2477","0.653289010432836","0.637690403444634","0.668887617421039"
"(2c_voc) vocational maturity certificate","2012","AkademikerInnen","","","",""
"(3a) lower tertiary education","2012","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2012","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2012","Realschulabschluss","","","",""
"(3a) lower tertiary education","2012","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2012","AkademikerInnen","2235","0.377754210196144","0.365648984693458","0.389859435698831"
"(3b) higher tertiary education","2012","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2012","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2012","Realschulabschluss","","","",""
"(3b) higher tertiary education","2012","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2012","AkademikerInnen","3927","0.622245789803856","0.610140564301169","0.634351015306542"
"(0) in school","2013","(noch) kein Abschluss","1088","0.563849332939853","0.540727107975682","0.586971557904024"
"(0) in school","2013","Hauptschulabschluss","","","",""
"(0) in school","2013","Realschulabschluss","","","",""
"(0) in school","2013","(Fach-)Abitur","","","",""
"(0) in school","2013","AkademikerInnen","","","",""
"(1a) inadequately completed","2013","(noch) kein Abschluss","679","0.436150667060147","0.413028442095976","0.459272892024318"
"(1a) inadequately completed","2013","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2013","Realschulabschluss","","","",""
"(1a) inadequately completed","2013","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2013","AkademikerInnen","","","",""
"(1b) general elementary school","2013","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2013","Hauptschulabschluss","2879","0.264158808889796","0.255303400412217","0.273014217367375"
"(1b) general elementary school","2013","Realschulabschluss","","","",""
"(1b) general elementary school","2013","(Fach-)Abitur","","","",""
"(1b) general elementary school","2013","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2013","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2013","Hauptschulabschluss","6643","0.735841191110204","0.726985782632625","0.744696599587783"
"(1c) basic vocational qualification","2013","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2013","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2013","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2013","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2013","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2013","Realschulabschluss","1017","0.11481443102391","0.107771579442078","0.121857282605742"
"(2b) intermediate general qualification","2013","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2013","AkademikerInnen","","","",""
"(2a) intermediate vocational","2013","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2013","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2013","Realschulabschluss","6854","0.88518556897609","0.878142717394258","0.892228420557922"
"(2a) intermediate vocational","2013","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2013","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2013","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2013","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2013","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2013","(Fach-)Abitur","1623","0.364198755691619","0.350134506170793","0.378263005212446"
"(2c_gen) general maturity certificate","2013","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2013","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2013","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2013","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2013","(Fach-)Abitur","2874","0.635801244308381","0.621736994787554","0.649865493829207"
"(2c_voc) vocational maturity certificate","2013","AkademikerInnen","","","",""
"(3a) lower tertiary education","2013","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2013","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2013","Realschulabschluss","","","",""
"(3a) lower tertiary education","2013","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2013","AkademikerInnen","2203","0.36753318781771","0.356139807680224","0.378926567955195"
"(3b) higher tertiary education","2013","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2013","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2013","Realschulabschluss","","","",""
"(3b) higher tertiary education","2013","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2013","AkademikerInnen","4676","0.63246681218229","0.621073432044805","0.643860192319776"
"(0) in school","2014","(noch) kein Abschluss","895","0.544393751502197","0.518670951166211","0.570116551838183"
"(0) in school","2014","Hauptschulabschluss","","","",""
"(0) in school","2014","Realschulabschluss","","","",""
"(0) in school","2014","(Fach-)Abitur","","","",""
"(0) in school","2014","AkademikerInnen","","","",""
"(1a) inadequately completed","2014","(noch) kein Abschluss","545","0.455606248497803","0.429883448161817","0.481329048833788"
"(1a) inadequately completed","2014","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2014","Realschulabschluss","","","",""
"(1a) inadequately completed","2014","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2014","AkademikerInnen","","","",""
"(1b) general elementary school","2014","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2014","Hauptschulabschluss","2428","0.266518062477673","0.257012463565722","0.276023661389625"
"(1b) general elementary school","2014","Realschulabschluss","","","",""
"(1b) general elementary school","2014","(Fach-)Abitur","","","",""
"(1b) general elementary school","2014","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2014","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2014","Hauptschulabschluss","5883","0.733481937522327","0.723976338610375","0.742987536434278"
"(1c) basic vocational qualification","2014","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2014","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2014","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2014","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2014","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2014","Realschulabschluss","881","0.115181476232004","0.107685234048814","0.122677718415194"
"(2b) intermediate general qualification","2014","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2014","AkademikerInnen","","","",""
"(2a) intermediate vocational","2014","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2014","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2014","Realschulabschluss","6086","0.884818523767996","0.877322281584806","0.892314765951186"
"(2a) intermediate vocational","2014","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2014","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2014","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2014","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2014","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2014","(Fach-)Abitur","1468","0.3637684244483","0.348839236626813","0.378697612269788"
"(2c_gen) general maturity certificate","2014","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2014","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2014","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2014","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2014","(Fach-)Abitur","2521","0.6362315755517","0.621302387730212","0.651160763373187"
"(2c_voc) vocational maturity certificate","2014","AkademikerInnen","","","",""
"(3a) lower tertiary education","2014","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2014","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2014","Realschulabschluss","","","",""
"(3a) lower tertiary education","2014","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2014","AkademikerInnen","2046","0.364579700864293","0.352639462594007","0.37651993913458"
"(3b) higher tertiary education","2014","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2014","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2014","Realschulabschluss","","","",""
"(3b) higher tertiary education","2014","(Fach-)Abitur","","","",""
