"pgcasmin","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"(2c_gen) general maturity certificate","2010","35-65 Jahre alt","weiblich","115","0.0170311964086163","0.0140296002192936","0.020032792597939"
"(2c_gen) general maturity certificate","2010","66 und älter","maennlich","","","",""
"(2c_gen) general maturity certificate","2010","66 und älter","weiblich","","","",""
"(2c_voc) vocational maturity certificate","2010","16-34 Jahre alt","maennlich","230","0.083413509946309","0.0730677842024583","0.0937592356901596"
"(2c_voc) vocational maturity certificate","2010","16-34 Jahre alt","weiblich","452","0.114408770590844","0.104280256408717","0.124537284772971"
"(2c_voc) vocational maturity certificate","2010","35-65 Jahre alt","maennlich","544","0.0872232327819106","0.0802110815025168","0.0942353840613044"
"(2c_voc) vocational maturity certificate","2010","35-65 Jahre alt","weiblich","779","0.0971154960852386","0.090246074263293","0.103984917907184"
"(2c_voc) vocational maturity certificate","2010","66 und älter","maennlich","73","0.0507334980805862","0.0409377849545668","0.0605292112066057"
"(2c_voc) vocational maturity certificate","2010","66 und älter","weiblich","80","0.0413769023659695","0.0329328919238171","0.0498209128081219"
"(3a) lower tertiary education","2010","16-34 Jahre alt","maennlich","120","0.0537437504003851","0.0453060441331008","0.0621814566676694"
"(3a) lower tertiary education","2010","16-34 Jahre alt","weiblich","172","0.057884880921925","0.0504541080561175","0.0653156537877326"
"(3a) lower tertiary education","2010","35-65 Jahre alt","maennlich","640","0.0949109263829072","0.0876271489650799","0.102194703800734"
"(3a) lower tertiary education","2010","35-65 Jahre alt","weiblich","627","0.0743970637572258","0.0683094081028064","0.0804847194116453"
"(3a) lower tertiary education","2010","66 und älter","maennlich","262","0.125004377204808","0.110241869855935","0.139766884553681"
"(3a) lower tertiary education","2010","66 und älter","weiblich","126","0.0474181305866348","0.0384072092221632","0.0564290519511064"
"(3b) higher tertiary education","2010","16-34 Jahre alt","maennlich","253","0.0851569295123679","0.0747135914742947","0.0956002675504411"
"(3b) higher tertiary education","2010","16-34 Jahre alt","weiblich","376","0.105673064851508","0.0958910180809008","0.115455111622115"
"(3b) higher tertiary education","2010","35-65 Jahre alt","maennlich","1145","0.143420177566908","0.134709700401527","0.152130654732289"
"(3b) higher tertiary education","2010","35-65 Jahre alt","weiblich","1150","0.131326012788252","0.123490568863328","0.139161456713176"
"(3b) higher tertiary education","2010","66 und älter","maennlich","355","0.140636548751546","0.12511867851389","0.156154418989201"
"(3b) higher tertiary education","2010","66 und älter","weiblich","160","0.0542859330604448","0.044679339698067","0.0638925264228225"
"(0) in school","2011","16-34 Jahre alt","maennlich","454","0.107562113577813","0.0962407999050668","0.118883427250559"
"(0) in school","2011","16-34 Jahre alt","weiblich","443","0.0982690815703407","0.0889373511358454","0.107600812004836"
"(0) in school","2011","35-65 Jahre alt","maennlich","","","",""
"(0) in school","2011","35-65 Jahre alt","weiblich","","","",""
"(0) in school","2011","66 und älter","maennlich","","","",""
"(0) in school","2011","66 und älter","weiblich","","","",""
"(1a) inadequately completed","2011","16-34 Jahre alt","maennlich","55","0.0175954460372443","0.0127912194337039","0.0223996726407847"
"(1a) inadequately completed","2011","16-34 Jahre alt","weiblich","72","0.0104377004324546","0.00725174834359833","0.0136236525213109"
"(1a) inadequately completed","2011","35-65 Jahre alt","maennlich","100","0.014444951577391","0.0117223928647113","0.0171675102900706"
"(1a) inadequately completed","2011","35-65 Jahre alt","weiblich","125","0.0167817696857453","0.0141115865418815","0.0194519528296091"
"(1a) inadequately completed","2011","66 und älter","maennlich","31","0.0151968947926615","0.0103821376766954","0.0200116519086276"
"(1a) inadequately completed","2011","66 und älter","weiblich","45","0.021067985480069","0.0156530512042369","0.0264829197559011"
"(1b) general elementary school","2011","16-34 Jahre alt","maennlich","292","0.0956066803779855","0.0848618156468502","0.106351545109121"
"(1b) general elementary school","2011","16-34 Jahre alt","weiblich","324","0.0548336793399427","0.0476970511883626","0.0619703074915228"
"(1b) general elementary school","2011","35-65 Jahre alt","maennlich","316","0.0463898876661115","0.0415906103007295","0.0511891650314935"
"(1b) general elementary school","2011","35-65 Jahre alt","weiblich","620","0.0890114294871304","0.0830920448297918","0.094930814144469"
"(1b) general elementary school","2011","66 und älter","maennlich","150","0.0692129847889937","0.059223543519709","0.0792024260582785"
"(1b) general elementary school","2011","66 und älter","weiblich","632","0.248179816402459","0.231892646061165","0.264466986743754"
"(1c) basic vocational qualification","2011","16-34 Jahre alt","maennlich","373","0.131136364477441","0.118802035138041","0.143470693816841"
"(1c) basic vocational qualification","2011","16-34 Jahre alt","weiblich","381","0.0916045144991792","0.0825615426669393","0.100647486331419"
"(1c) basic vocational qualification","2011","35-65 Jahre alt","maennlich","2062","0.31147660936586","0.300909630612854","0.322043588118866"
"(1c) basic vocational qualification","2011","35-65 Jahre alt","weiblich","1681","0.227985066593588","0.219264127336356","0.23670600585082"
"(1c) basic vocational qualification","2011","66 und älter","maennlich","1137","0.4770642099365","0.457406412665777","0.496722007207224"
"(1c) basic vocational qualification","2011","66 und älter","weiblich","1074","0.405911320466355","0.3873953432","0.424427297732711"
"(2b) intermediate general qualification","2011","16-34 Jahre alt","maennlich","229","0.0891023636390362","0.0786921999100964","0.099512527367976"
"(2b) intermediate general qualification","2011","16-34 Jahre alt","weiblich","294","0.0802586430876743","0.071741498499592","0.0887757876757566"
"(2b) intermediate general qualification","2011","35-65 Jahre alt","maennlich","44","0.00623243974170281","0.00443667178585667","0.00802820769754896"
"(2b) intermediate general qualification","2011","35-65 Jahre alt","weiblich","179","0.0172567946301497","0.0145497382511251","0.0199638510091742"
"(2b) intermediate general qualification","2011","66 und älter","maennlich","","","",""
"(2b) intermediate general qualification","2011","66 und älter","weiblich","62","0.02095317788353","0.0155527011459175","0.0263536546211425"
"(2a) intermediate vocational","2011","16-34 Jahre alt","maennlich","528","0.179095123490542","0.165084209784271","0.193106037196813"
"(2a) intermediate vocational","2011","16-34 Jahre alt","weiblich","942","0.217946139381261","0.205003937254993","0.230888341507529"
"(2a) intermediate vocational","2011","35-65 Jahre alt","maennlich","1992","0.271417198967232","0.261270216610806","0.281564181323659"
"(2a) intermediate vocational","2011","35-65 Jahre alt","weiblich","3002","0.318167660734642","0.308485684195278","0.327849637274005"
"(2a) intermediate vocational","2011","66 und älter","maennlich","289","0.122339372571941","0.109442966986237","0.135235778157645"
"(2a) intermediate vocational","2011","66 und älter","weiblich","419","0.152983114710907","0.13941019743591","0.166556031985904"
"(2c_gen) general maturity certificate","2011","16-34 Jahre alt","maennlich","352","0.15271274610013","0.139568637459223","0.165856854741037"
"(2c_gen) general maturity certificate","2011","16-34 Jahre alt","weiblich","436","0.147396771179236","0.136283735022005","0.158509807336467"
"(2c_gen) general maturity certificate","2011","35-65 Jahre alt","maennlich","132","0.0194111544144273","0.0162630587434821","0.0225592500853725"
"(2c_gen) general maturity certificate","2011","35-65 Jahre alt","weiblich","177","0.0211665058877905","0.0181744051771038","0.0241586065984772"
"(2c_gen) general maturity certificate","2011","66 und älter","maennlich","","","",""
"(2c_gen) general maturity certificate","2011","66 und älter","weiblich","","","",""
"(2c_voc) vocational maturity certificate","2011","16-34 Jahre alt","maennlich","223","0.0820282716530161","0.0720011890287908","0.0920553542772414"
"(2c_voc) vocational maturity certificate","2011","16-34 Jahre alt","weiblich","465","0.129749785112044","0.119215849752388","0.1402837204717"
"(2c_voc) vocational maturity certificate","2011","35-65 Jahre alt","maennlich","640","0.0913535566892748","0.0847794164935657","0.0979276968849839"
"(2c_voc) vocational maturity certificate","2011","35-65 Jahre alt","weiblich","994","0.100989391866503","0.0947258858748546","0.107252897858152"
"(2c_voc) vocational maturity certificate","2011","66 und älter","maennlich","103","0.0500547123691217","0.0414726032529878","0.0586368214852557"
"(2c_voc) vocational maturity certificate","2011","66 und älter","weiblich","99","0.0380240572513249","0.0308127043036198","0.0452354101990301"
"(3a) lower tertiary education","2011","16-34 Jahre alt","maennlich","125","0.0515016439403331","0.043425445204769","0.0595778426758973"
"(3a) lower tertiary education","2011","16-34 Jahre alt","weiblich","171","0.0555041612374161","0.0483265810634817","0.0626817414113505"
"(3a) lower tertiary education","2011","35-65 Jahre alt","maennlich","745","0.0921868320365468","0.08558580593553","0.0987878581375636"
"(3a) lower tertiary education","2011","35-65 Jahre alt","weiblich","750","0.0747887371140352","0.0693206457061043","0.080256828521966"
"(3a) lower tertiary education","2011","66 und älter","maennlich","311","0.114257803083619","0.101737384376074","0.126778221791163"
"(3a) lower tertiary education","2011","66 und älter","weiblich","143","0.0454065538553703","0.0375564769044167","0.0532566308063238"
"(3b) higher tertiary education","2011","16-34 Jahre alt","maennlich","246","0.0936592467064591","0.0830129333569781","0.10430556005594"
"(3b) higher tertiary education","2011","16-34 Jahre alt","weiblich","381","0.113999524160451","0.104036670467108","0.123962377853795"
"(3b) higher tertiary education","2011","35-65 Jahre alt","maennlich","1347","0.147087369541453","0.139005371719118","0.155169367363788"
"(3b) higher tertiary education","2011","35-65 Jahre alt","weiblich","1362","0.133852644000416","0.126774708842796","0.140930579158036"
"(3b) higher tertiary education","2011","66 und älter","maennlich","442","0.144015103120524","0.130196653438199","0.157833552802848"
"(3b) higher tertiary education","2011","66 und älter","weiblich","202","0.0576052654074927","0.0488200394702984","0.066390491344687"
"(0) in school","2012","16-34 Jahre alt","maennlich","442","0.0990273652443053","0.0878938082806577","0.110160922207953"
"(0) in school","2012","16-34 Jahre alt","weiblich","475","0.0983689018709881","0.088659390609506","0.10807841313247"
"(0) in school","2012","35-65 Jahre alt","maennlich","","","",""
"(0) in school","2012","35-65 Jahre alt","weiblich","","","",""
"(0) in school","2012","66 und älter","maennlich","","","",""
"(0) in school","2012","66 und älter","weiblich","","","",""
"(1a) inadequately completed","2012","16-34 Jahre alt","maennlich","49","0.0138970306542363","0.00953365439625162","0.0182604069122209"
"(1a) inadequately completed","2012","16-34 Jahre alt","weiblich","77","0.0139804940925507","0.0101526165988118","0.0178083715862896"
"(1a) inadequately completed","2012","35-65 Jahre alt","maennlich","100","0.0138418845911601","0.0111510331640777","0.0165327360182425"
"(1a) inadequately completed","2012","35-65 Jahre alt","weiblich","114","0.015529112755613","0.0129465066620228","0.0181117188492032"
"(1a) inadequately completed","2012","66 und älter","maennlich","36","0.019630205809413","0.0142213817162187","0.0250390299026073"
"(1a) inadequately completed","2012","66 und älter","weiblich","43","0.0214142006105098","0.0159488365786577","0.0268795646423618"
"(1b) general elementary school","2012","16-34 Jahre alt","maennlich","281","0.10026403838014","0.0890688692446724","0.111459207515607"
"(1b) general elementary school","2012","16-34 Jahre alt","weiblich","301","0.0651973018251703","0.0571485449884047","0.0732460586619359"
"(1b) general elementary school","2012","35-65 Jahre alt","maennlich","326","0.0497996044225673","0.0447895853321809","0.0548096235129538"
"(1b) general elementary school","2012","35-65 Jahre alt","weiblich","592","0.0889880929469497","0.0830409087820028","0.0949352771118967"
"(1b) general elementary school","2012","66 und älter","maennlich","151","0.0718966918571015","0.0618251007812576","0.0819682829329454"
"(1b) general elementary school","2012","66 und älter","weiblich","598","0.231694400007858","0.21576521801511","0.247623582000605"
"(1c) basic vocational qualification","2012","16-34 Jahre alt","maennlich","348","0.124056545872638","0.111769473922923","0.136343617822352"
"(1c) basic vocational qualification","2012","16-34 Jahre alt","weiblich","331","0.0864691729260729","0.077305991762692","0.0956323540894538"
"(1c) basic vocational qualification","2012","35-65 Jahre alt","maennlich","1993","0.309134766451198","0.298491144881117","0.319778388021279"
"(1c) basic vocational qualification","2012","35-65 Jahre alt","weiblich","1642","0.226159082930344","0.217420997773446","0.234897168087243"
"(1c) basic vocational qualification","2012","66 und älter","maennlich","1136","0.469693357782559","0.450234550685217","0.489152164879902"
"(1c) basic vocational qualification","2012","66 und älter","weiblich","1053","0.398612172310541","0.380127093722135","0.417097250898947"
"(2b) intermediate general qualification","2012","16-34 Jahre alt","maennlich","239","0.0854943139010206","0.0750720433219504","0.0959165844800907"
"(2b) intermediate general qualification","2012","16-34 Jahre alt","weiblich","276","0.0730385739301634","0.0645553488409915","0.0815217990193353"
"(2b) intermediate general qualification","2012","35-65 Jahre alt","maennlich","52","0.00675352682113233","0.00486721858461817","0.00863983505764649"
"(2b) intermediate general qualification","2012","35-65 Jahre alt","weiblich","177","0.0177193803581511","0.0149637214259118","0.0204750392903904"
"(2b) intermediate general qualification","2012","66 und älter","maennlich","","","",""
"(2b) intermediate general qualification","2012","66 und älter","weiblich","62","0.0228316532411908","0.0171923937200226","0.0284709127623591"
"(2a) intermediate vocational","2012","16-34 Jahre alt","maennlich","490","0.187425531149475","0.172879433970623","0.201971628328326"
"(2a) intermediate vocational","2012","16-34 Jahre alt","weiblich","817","0.217025114084784","0.203585619717753","0.230464608451815"
"(2a) intermediate vocational","2012","35-65 Jahre alt","maennlich","1981","0.26893628561617","0.25872404247461","0.279148528757729"
"(2a) intermediate vocational","2012","35-65 Jahre alt","weiblich","2975","0.311574129793068","0.301900427957828","0.321247831628307"
"(2a) intermediate vocational","2012","66 und älter","maennlich","302","0.121994473838141","0.109234077203937","0.134754870472345"
"(2a) intermediate vocational","2012","66 und älter","weiblich","438","0.15908507838141","0.14527616648184","0.172893990280979"
"(2c_gen) general maturity certificate","2012","16-34 Jahre alt","maennlich","346","0.149452229656221","0.136162961107118","0.162741498205325"
"(2c_gen) general maturity certificate","2012","16-34 Jahre alt","weiblich","423","0.137343615268033","0.126121436700439","0.148565793835627"
"(2c_gen) general maturity certificate","2012","35-65 Jahre alt","maennlich","123","0.0203069408509194","0.0170584167115866","0.0235554649902521"
"(2c_gen) general maturity certificate","2012","35-65 Jahre alt","weiblich","167","0.0210709714722524","0.0180711093534066","0.0240708335910982"
"(2c_gen) general maturity certificate","2012","66 und älter","maennlich","","","",""
"(2c_gen) general maturity certificate","2012","66 und älter","weiblich","30","0.0112803445228531","0.00729315873872984","0.0152675303069764"
"(2c_voc) vocational maturity certificate","2012","16-34 Jahre alt","maennlich","213","0.0874313895074345","0.0769028779888007","0.0979599010260682"
"(2c_voc) vocational maturity certificate","2012","16-34 Jahre alt","weiblich","391","0.120734779610751","0.110112195925399","0.131357363296104"
"(2c_voc) vocational maturity certificate","2012","35-65 Jahre alt","maennlich","642","0.0904366175564065","0.0838310905848233","0.0970421445279897"
"(2c_voc) vocational maturity certificate","2012","35-65 Jahre alt","weiblich","1034","0.106895964023069","0.100442170141641","0.113349757904496"
"(2c_voc) vocational maturity certificate","2012","66 und älter","maennlich","102","0.0497567520875897","0.041278840599859","0.0582346635753204"
"(2c_voc) vocational maturity certificate","2012","66 und älter","weiblich","95","0.0376950840614613","0.0305044462102392","0.0448857219126834"
"(3a) lower tertiary education","2012","16-34 Jahre alt","maennlich","124","0.0537363133063315","0.0453312586097344","0.0621413680029286"
"(3a) lower tertiary education","2012","16-34 Jahre alt","weiblich","153","0.0577236968469874","0.0501200800710108","0.065327313622964"
"(3a) lower tertiary education","2012","35-65 Jahre alt","maennlich","723","0.0912216847740463","0.0845904126062393","0.0978529569418534"
"(3a) lower tertiary education","2012","35-65 Jahre alt","weiblich","756","0.0768169730071148","0.0712546537609319","0.0823792922532977"
"(3a) lower tertiary education","2012","66 und älter","maennlich","330","0.118670952458819","0.106061775893085","0.131280129024554"
"(3a) lower tertiary education","2012","66 und älter","weiblich","149","0.047953289611064","0.0398863828507222","0.0560201963714059"
"(3b) higher tertiary education","2012","16-34 Jahre alt","maennlich","233","0.0992152423281988","0.0880722909285998","0.110358193727798"
"(3b) higher tertiary education","2012","16-34 Jahre alt","weiblich","370","0.130118349544498","0.11914969459351","0.141087004495486"
"(3b) higher tertiary education","2012","35-65 Jahre alt","maennlich","1302","0.1495686889164","0.141354611438207","0.157782766394593"
"(3b) higher tertiary education","2012","35-65 Jahre alt","weiblich","1348","0.135246292713438","0.128103100906817","0.14238948452006"
"(3b) higher tertiary education","2012","66 und älter","maennlich","447","0.13870120343719","0.125225156812893","0.152177250061487"
"(3b) higher tertiary education","2012","66 und älter","weiblich","227","0.0694337772531133","0.0598369485165201","0.0790306059897066"
"(0) in school","2013","16-34 Jahre alt","maennlich","540","0.104341881388639","0.0941645415431558","0.114519221234122"
"(0) in school","2013","16-34 Jahre alt","weiblich","547","0.0990744765828137","0.0902387500895701","0.107910203076057"
"(0) in school","2013","35-65 Jahre alt","maennlich","","","",""
"(0) in school","2013","35-65 Jahre alt","weiblich","","","",""
"(0) in school","2013","66 und älter","maennlich","","","",""
"(0) in school","2013","66 und älter","weiblich","","","",""
"(1a) inadequately completed","2013","16-34 Jahre alt","maennlich","76","0.0146756504846563","0.0106723139543711","0.0186789870149415"
"(1a) inadequately completed","2013","16-34 Jahre alt","weiblich","109","0.0168736304924841","0.013064499876233","0.0206827611087352"
"(1a) inadequately completed","2013","35-65 Jahre alt","maennlich","191","0.0173938110071125","0.0145286798187065","0.0202589421955184"
"(1a) inadequately completed","2013","35-65 Jahre alt","weiblich","219","0.0206258187781481","0.0177828651208046","0.0234687724354916"
"(1a) inadequately completed","2013","66 und älter","maennlich","39","0.0177199655685561","0.0125075218416838","0.0229324092954283"
"(1a) inadequately completed","2013","66 und älter","weiblich","45","0.0194292014434032","0.0141419468478552","0.0247164560389512"
"(1b) general elementary school","2013","16-34 Jahre alt","maennlich","420","0.0995568561080758","0.0895890967092809","0.109524615506871"
"(1b) general elementary school","2013","16-34 Jahre alt","weiblich","467","0.0653896369354946","0.0580784702663004","0.0727008036046889"
"(1b) general elementary school","2013","35-65 Jahre alt","maennlich","512","0.0537934124890586","0.0488489974069328","0.0587378275711844"
"(1b) general elementary school","2013","35-65 Jahre alt","weiblich","784","0.0847971004437095","0.0792247419204472","0.0903694589669717"
"(1b) general elementary school","2013","66 und älter","maennlich","145","0.0695152192612432","0.0594670516765184","0.079563386845968"
"(1b) general elementary school","2013","66 und älter","weiblich","551","0.220935657740097","0.205043500969411","0.236827814510783"
"(1c) basic vocational qualification","2013","16-34 Jahre alt","maennlich","410","0.119677817863546","0.108871904894402","0.13048373083269"
"(1c) basic vocational qualification","2013","16-34 Jahre alt","weiblich","387","0.0778806124299811","0.069955139610471","0.0858060852494911"
"(1c) basic vocational qualification","2013","35-65 Jahre alt","maennlich","2094","0.291965013628905","0.282000636491976","0.301929390765833"
"(1c) basic vocational qualification","2013","35-65 Jahre alt","weiblich","1694","0.215517455324444","0.20729270498725","0.223742205661638"
"(1c) basic vocational qualification","2013","66 und älter","maennlich","1061","0.458198935171248","0.438513761572638","0.477884108769858"
"(1c) basic vocational qualification","2013","66 und älter","weiblich","997","0.399061718365981","0.380303212671086","0.417820224060875"
"(2b) intermediate general qualification","2013","16-34 Jahre alt","maennlich","347","0.0893444108523528","0.0798483260299817","0.0988404956747238"
"(2b) intermediate general qualification","2013","16-34 Jahre alt","weiblich","367","0.0786076445227407","0.0706484041814482","0.0865668848640331"
"(2b) intermediate general qualification","2013","35-65 Jahre alt","maennlich","55","0.00695420332335243","0.00513296943842914","0.00877543720827571"
"(2b) intermediate general qualification","2013","35-65 Jahre alt","weiblich","177","0.0180634249345721","0.0153994408620547","0.0207274090070895"
"(2b) intermediate general qualification","2013","66 und älter","maennlich","","","",""
"(2b) intermediate general qualification","2013","66 und älter","weiblich","59","0.0257427672717812","0.0196764139055683","0.0318091206379941"
"(2a) intermediate vocational","2013","16-34 Jahre alt","maennlich","495","0.165175910560186","0.152813457578194","0.177538363542178"
"(2a) intermediate vocational","2013","16-34 Jahre alt","weiblich","848","0.203410767499136","0.19150599472641","0.215315540271862"
"(2a) intermediate vocational","2013","35-65 Jahre alt","maennlich","1901","0.26461857652981","0.25495086055217","0.27428629250745"
"(2a) intermediate vocational","2013","35-65 Jahre alt","weiblich","2872","0.319125096519639","0.309801059286076","0.328449133753202"
"(2a) intermediate vocational","2013","66 und älter","maennlich","298","0.129842693771539","0.116562637105018","0.143122750438061"
"(2a) intermediate vocational","2013","66 und älter","weiblich","440","0.159829370171752","0.145792337466767","0.173866402876737"
"(2c_gen) general maturity certificate","2013","16-34 Jahre alt","maennlich","465","0.155963698817942","0.143884833528287","0.168042564107597"
"(2c_gen) general maturity certificate","2013","16-34 Jahre alt","weiblich","579","0.15391261897939","0.143240229936149","0.164585008022631"
"(2c_gen) general maturity certificate","2013","35-65 Jahre alt","maennlich","241","0.0236875874211783","0.0203547647135503","0.0270204101288062"
"(2c_gen) general maturity certificate","2013","35-65 Jahre alt","weiblich","287","0.021358783069186","0.0184668391956092","0.0242507269427627"
"(2c_gen) general maturity certificate","2013","66 und älter","maennlich","","","",""
"(2c_gen) general maturity certificate","2013","66 und älter","weiblich","31","0.0113663646804844","0.00730575024834929","0.0154269791126195"
"(2c_voc) vocational maturity certificate","2013","16-34 Jahre alt","maennlich","260","0.0842170001449694","0.0749715090586073","0.0934624912313315"
"(2c_voc) vocational maturity certificate","2013","16-34 Jahre alt","weiblich","419","0.114327617919572","0.104916763528985","0.12373847231016"
"(2c_voc) vocational maturity certificate","2013","35-65 Jahre alt","maennlich","788","0.0975148353887758","0.0910133472751868","0.104016323502365"
"(2c_voc) vocational maturity certificate","2013","35-65 Jahre alt","weiblich","1204","0.108032294314462","0.101823014643605","0.11424157398532"
"(2c_voc) vocational maturity certificate","2013","66 und älter","maennlich","106","0.0479666843535908","0.0395238511962739","0.0564095175109077"
"(2c_voc) vocational maturity certificate","2013","66 und älter","weiblich","97","0.0391233945775467","0.0316963617310077","0.0465504274240857"
"(3a) lower tertiary education","2013","16-34 Jahre alt","maennlich","137","0.0574716219471841","0.0497232982400429","0.0652199456543253"
"(3a) lower tertiary education","2013","16-34 Jahre alt","weiblich","149","0.0477507722816577","0.0414443588315227","0.0540571857317926"
"(3a) lower tertiary education","2013","35-65 Jahre alt","maennlich","699","0.0894557379989408","0.0832009582188376","0.095710517779044"
"(3a) lower tertiary education","2013","35-65 Jahre alt","weiblich","741","0.0769668207853868","0.071635310071384","0.0822983314993895"
"(3a) lower tertiary education","2013","66 und älter","maennlich","326","0.121142132571881","0.108250758401747","0.134033506742014"
"(3a) lower tertiary education","2013","66 und älter","weiblich","151","0.0514578143126409","0.0429949522378451","0.0599206763874366"
"(3b) higher tertiary education","2013","16-34 Jahre alt","maennlich","316","0.109575151832449","0.0991762258298177","0.119974077835079"
"(3b) higher tertiary education","2013","16-34 Jahre alt","weiblich","520","0.14277222235673","0.132425878619847","0.153118566093613"
"(3b) higher tertiary education","2013","35-65 Jahre alt","maennlich","1517","0.154616822212867","0.146693404290703","0.162540240135032"
"(3b) higher tertiary education","2013","35-65 Jahre alt","weiblich","1622","0.135476939562784","0.128631350329206","0.142322528796361"
"(3b) higher tertiary education","2013","66 und älter","maennlich","454","0.143383705083766","0.12953735368404","0.157230056483491"
"(3b) higher tertiary education","2013","66 und älter","weiblich","247","0.0730537114363137","0.0630856272483943","0.083021795624233"
"(0) in school","2014","16-34 Jahre alt","maennlich","436","0.0961506786968218","0.0855431671534015","0.106758190240242"
"(0) in school","2014","16-34 Jahre alt","weiblich","459","0.0932276213769062","0.0836927726105312","0.102762470143281"
"(0) in school","2014","35-65 Jahre alt","maennlich","","","",""
"(0) in school","2014","35-65 Jahre alt","weiblich","","","",""
"(0) in school","2014","66 und älter","maennlich","","","",""
"(0) in school","2014","66 und älter","weiblich","","","",""
"(1a) inadequately completed","2014","16-34 Jahre alt","maennlich","52","0.0125232362593299","0.00852184473995863","0.0165246277787013"
"(1a) inadequately completed","2014","16-34 Jahre alt","weiblich","79","0.0171127968905573","0.0128597056055151","0.0213658881755996"
"(1a) inadequately completed","2014","35-65 Jahre alt","maennlich","153","0.0183472942608254","0.0151937274483763","0.0215008610732745"
"(1a) inadequately completed","2014","35-65 Jahre alt","weiblich","189","0.0226158004851762","0.0194516057873722","0.0257799951829802"
"(1a) inadequately completed","2014","66 und älter","maennlich","34","0.0157060782542945","0.0107594476175172","0.0206527088910717"
"(1a) inadequately completed","2014","66 und älter","weiblich","38","0.0170868270705674","0.0120519080784611","0.0221217460626737"
"(1b) general elementary school","2014","16-34 Jahre alt","maennlich","368","0.108080889420695","0.0969090031098449","0.119252775731546"
"(1b) general elementary school","2014","16-34 Jahre alt","weiblich","378","0.0640268393189635","0.0559988812522951","0.0720547973856319"
"(1b) general elementary school","2014","35-65 Jahre alt","maennlich","418","0.0570848037355128","0.051633082222127","0.0625365252488986"
"(1b) general elementary school","2014","35-65 Jahre alt","weiblich","628","0.0836296303111981","0.07773793652331","0.0895213240990862"
"(1b) general elementary school","2014","66 und älter","maennlich","133","0.0650257681441423","0.0552160671654699","0.0748354691228147"
"(1b) general elementary school","2014","66 und älter","weiblich","503","0.20527545972939","0.189583361202495","0.220967558256285"
"(1c) basic vocational qualification","2014","16-34 Jahre alt","maennlich","315","0.101514533315867","0.0906475510733948","0.11238151555834"
"(1c) basic vocational qualification","2014","16-34 Jahre alt","weiblich","298","0.0774783849665261","0.0687109829516086","0.0862457869814435"
"(1c) basic vocational qualification","2014","35-65 Jahre alt","maennlich","1776","0.282606942521085","0.272026420696494","0.293187464345675"
"(1c) basic vocational qualification","2014","35-65 Jahre alt","weiblich","1464","0.204374670247803","0.195792593489495","0.21295674700611"
"(1c) basic vocational qualification","2014","66 und älter","maennlich","1052","0.461585269141353","0.441751847721488","0.481418690561217"
"(1c) basic vocational qualification","2014","66 und älter","weiblich","978","0.399323193339113","0.38029546698335","0.418350919694875"
"(2b) intermediate general qualification","2014","16-34 Jahre alt","maennlich","312","0.0892887989110978","0.0790280715656328","0.0995495262565627"
"(2b) intermediate general qualification","2014","16-34 Jahre alt","weiblich","298","0.0734916170534533","0.0649343330826159","0.0820489010242908"
"(2b) intermediate general qualification","2014","35-65 Jahre alt","maennlich","56","0.00858988757834188","0.00642139718992396","0.0107583779667598"
"(2b) intermediate general qualification","2014","35-65 Jahre alt","weiblich","150","0.0184857087959978","0.0156189514977168","0.0213524660942787"
"(2b) intermediate general qualification","2014","66 und älter","maennlich","","","",""
"(2b) intermediate general qualification","2014","66 und älter","weiblich","53","0.0221966550377017","0.0164729964128967","0.0279203136625068"
"(2a) intermediate vocational","2014","16-34 Jahre alt","maennlich","418","0.156310075265552","0.143243125082531","0.169377025448572"
"(2a) intermediate vocational","2014","16-34 Jahre alt","weiblich","651","0.180701619559095","0.168083505855109","0.193319733263081"
"(2a) intermediate vocational","2014","35-65 Jahre alt","maennlich","1695","0.258715681696606","0.248425077543497","0.269006285849715"
"(2a) intermediate vocational","2014","35-65 Jahre alt","weiblich","2579","0.313430151346533","0.303557420230809","0.323302882462257"
"(2a) intermediate vocational","2014","66 und älter","maennlich","301","0.129647187638739","0.116283004405986","0.143011370871492"
"(2a) intermediate vocational","2014","66 und älter","weiblich","442","0.167800601539813","0.153282338750208","0.182318864329419"
"(2c_gen) general maturity certificate","2014","16-34 Jahre alt","maennlich","453","0.167033154159685","0.153611547197116","0.180454761122254"
"(2c_gen) general maturity certificate","2014","16-34 Jahre alt","weiblich","509","0.16038952646821","0.14835526918244","0.172423783753981"
"(2c_gen) general maturity certificate","2014","35-65 Jahre alt","maennlich","213","0.0243247472116884","0.0207047027718909","0.027944791651486"
"(2c_gen) general maturity certificate","2014","35-65 Jahre alt","weiblich","240","0.0206843419994087","0.0176552897582718","0.0237133942405457"
"(2c_gen) general maturity certificate","2014","66 und älter","maennlich","","","",""
"(2c_gen) general maturity certificate","2014","66 und älter","weiblich","33","0.0125765102516186","0.00824702764269519","0.0169059928605421"
"(2c_voc) vocational maturity certificate","2014","16-34 Jahre alt","maennlich","234","0.101308939858304","0.0904517254595634","0.112166154257044"
"(2c_voc) vocational maturity certificate","2014","16-34 Jahre alt","weiblich","326","0.109854958231593","0.0996000309261869","0.120109885536998"
"(2c_voc) vocational maturity certificate","2014","35-65 Jahre alt","maennlich","687","0.0980372743391026","0.0910496910313452","0.10502485764686"
