"pgcasmin","year","alter_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"(1b) general elementary school","2008","16-34 Jahre alt","Thueringen","","","",""
"(1b) general elementary school","2008","35-65 Jahre alt","Schleswig-Holstein","","","",""
"(1b) general elementary school","2008","35-65 Jahre alt","Hamburg","","","",""
"(1b) general elementary school","2008","35-65 Jahre alt","Niedersachsen","51","0.0746808190848981","0.0579116164555816","0.0914500217142146"
"(1b) general elementary school","2008","35-65 Jahre alt","Bremen","","","",""
"(1b) general elementary school","2008","35-65 Jahre alt","Nordrhein-Westfalen","157","0.0923234489448201","0.0802680164975925","0.104378881392048"
"(1b) general elementary school","2008","35-65 Jahre alt","Hessen","47","0.0725445127845147","0.0543645271317706","0.0907244984372589"
"(1b) general elementary school","2008","35-65 Jahre alt","Rheinland-Pfalz,Saarland","44","0.101791787465252","0.0752348310534837","0.128348743877021"
"(1b) general elementary school","2008","35-65 Jahre alt","Baden-Wuerttemberg","112","0.0914734266930897","0.0756558829086017","0.107290970477578"
"(1b) general elementary school","2008","35-65 Jahre alt","Bayern","99","0.0860276867859226","0.0721662750863007","0.0998890984855444"
"(1b) general elementary school","2008","35-65 Jahre alt","Saarland","","","",""
"(1b) general elementary school","2008","35-65 Jahre alt","Berlin","","","",""
"(1b) general elementary school","2008","35-65 Jahre alt","Brandenburg","","","",""
"(1b) general elementary school","2008","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(1b) general elementary school","2008","35-65 Jahre alt","Sachsen","","","",""
"(1b) general elementary school","2008","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"(1b) general elementary school","2008","35-65 Jahre alt","Thueringen","","","",""
"(1b) general elementary school","2008","66 und älter","Schleswig-Holstein","","","",""
"(1b) general elementary school","2008","66 und älter","Hamburg","","","",""
"(1b) general elementary school","2008","66 und älter","Niedersachsen","79","0.196424285834174","0.158829255654532","0.234019316013817"
"(1b) general elementary school","2008","66 und älter","Bremen","","","",""
"(1b) general elementary school","2008","66 und älter","Nordrhein-Westfalen","152","0.173430713174579","0.148749499450232","0.198111926898927"
"(1b) general elementary school","2008","66 und älter","Hessen","47","0.242363993504772","0.190377300668721","0.294350686340824"
"(1b) general elementary school","2008","66 und älter","Rheinland-Pfalz,Saarland","56","0.306941327629518","0.242697977434619","0.371184677824417"
"(1b) general elementary school","2008","66 und älter","Baden-Wuerttemberg","104","0.204364474982052","0.168477487210494","0.240251462753609"
"(1b) general elementary school","2008","66 und älter","Bayern","103","0.20557003703208","0.172653319240634","0.238486754823526"
"(1b) general elementary school","2008","66 und älter","Saarland","","","",""
"(1b) general elementary school","2008","66 und älter","Berlin","","","",""
"(1b) general elementary school","2008","66 und älter","Brandenburg","","","",""
"(1b) general elementary school","2008","66 und älter","Mecklenburg-Vorpommern","","","",""
"(1b) general elementary school","2008","66 und älter","Sachsen","","","",""
"(1b) general elementary school","2008","66 und älter","Sachsen-Anhalt","","","",""
"(1b) general elementary school","2008","66 und älter","Thueringen","","","",""
"(1c) basic vocational qualification","2008","16-34 Jahre alt","Schleswig-Holstein","","","",""
"(1c) basic vocational qualification","2008","16-34 Jahre alt","Hamburg","","","",""
"(1c) basic vocational qualification","2008","16-34 Jahre alt","Niedersachsen","","","",""
"(1c) basic vocational qualification","2008","16-34 Jahre alt","Bremen","","","",""
"(1c) basic vocational qualification","2008","16-34 Jahre alt","Nordrhein-Westfalen","56","0.0860713269596074","0.0663632752452298","0.105779378673985"
"(1c) basic vocational qualification","2008","16-34 Jahre alt","Hessen","30","0.123385694843334","0.0842295318283745","0.162541857858294"
"(1c) basic vocational qualification","2008","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(1c) basic vocational qualification","2008","16-34 Jahre alt","Baden-Wuerttemberg","83","0.169967164569867","0.138886033723245","0.201048295416489"
"(1c) basic vocational qualification","2008","16-34 Jahre alt","Bayern","123","0.255990018666962","0.22118590978272","0.290794127551204"
"(1c) basic vocational qualification","2008","16-34 Jahre alt","Saarland","","","",""
"(1c) basic vocational qualification","2008","16-34 Jahre alt","Berlin","","","",""
"(1c) basic vocational qualification","2008","16-34 Jahre alt","Brandenburg","","","",""
"(1c) basic vocational qualification","2008","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(1c) basic vocational qualification","2008","16-34 Jahre alt","Sachsen","","","",""
"(1c) basic vocational qualification","2008","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"(1c) basic vocational qualification","2008","16-34 Jahre alt","Thueringen","","","",""
"(1c) basic vocational qualification","2008","35-65 Jahre alt","Schleswig-Holstein","85","0.337710320134018","0.283924719050968","0.391495921217067"
"(1c) basic vocational qualification","2008","35-65 Jahre alt","Hamburg","","","",""
"(1c) basic vocational qualification","2008","35-65 Jahre alt","Niedersachsen","301","0.327008642548132","0.297082795438088","0.356934489658177"
"(1c) basic vocational qualification","2008","35-65 Jahre alt","Bremen","","","",""
"(1c) basic vocational qualification","2008","35-65 Jahre alt","Nordrhein-Westfalen","678","0.335267243632349","0.315607387842784","0.354927099421914"
"(1c) basic vocational qualification","2008","35-65 Jahre alt","Hessen","182","0.27312342357286","0.241894679015422","0.304352168130298"
"(1c) basic vocational qualification","2008","35-65 Jahre alt","Rheinland-Pfalz,Saarland","196","0.406772982427342","0.363629029791449","0.449916935063234"
"(1c) basic vocational qualification","2008","35-65 Jahre alt","Baden-Wuerttemberg","391","0.31779597545216","0.292248141258716","0.343343809645605"
"(1c) basic vocational qualification","2008","35-65 Jahre alt","Bayern","574","0.394272438882155","0.37011456568982","0.418430312074491"
"(1c) basic vocational qualification","2008","35-65 Jahre alt","Saarland","52","0.470312776067623","0.386734974234754","0.553890577900493"
"(1c) basic vocational qualification","2008","35-65 Jahre alt","Berlin","45","0.1219123014034","0.0895232842960454","0.154301318510754"
"(1c) basic vocational qualification","2008","35-65 Jahre alt","Brandenburg","55","0.125865910173478","0.0942934625297584","0.157438357817197"
"(1c) basic vocational qualification","2008","35-65 Jahre alt","Mecklenburg-Vorpommern","39","0.16860897024045","0.124987743141254","0.212230197339647"
"(1c) basic vocational qualification","2008","35-65 Jahre alt","Sachsen","92","0.136566205037951","0.112374651838232","0.16075775823767"
"(1c) basic vocational qualification","2008","35-65 Jahre alt","Sachsen-Anhalt","66","0.154779607176901","0.120229539964631","0.189329674389171"
"(1c) basic vocational qualification","2008","35-65 Jahre alt","Thueringen","81","0.206683342628691","0.168847990716465","0.244518694540916"
"(1c) basic vocational qualification","2008","66 und älter","Schleswig-Holstein","63","0.446162239757789","0.364402103642746","0.527922375872833"
"(1c) basic vocational qualification","2008","66 und älter","Hamburg","","","",""
"(1c) basic vocational qualification","2008","66 und älter","Niedersachsen","176","0.425976263695637","0.379183675187261","0.472768852204013"
"(1c) basic vocational qualification","2008","66 und älter","Bremen","","","",""
"(1c) basic vocational qualification","2008","66 und älter","Nordrhein-Westfalen","410","0.488153309214812","0.455568742941078","0.520737875488547"
"(1c) basic vocational qualification","2008","66 und älter","Hessen","111","0.421649478824894","0.361739497126542","0.481559460523246"
"(1c) basic vocational qualification","2008","66 und älter","Rheinland-Pfalz,Saarland","93","0.493477968407916","0.423839605974424","0.563116330841408"
"(1c) basic vocational qualification","2008","66 und älter","Baden-Wuerttemberg","191","0.388575864084731","0.345196176328803","0.43195555184066"
"(1c) basic vocational qualification","2008","66 und älter","Bayern","248","0.455944241203583","0.415375981070878","0.496512501336288"
"(1c) basic vocational qualification","2008","66 und älter","Saarland","","","",""
"(1c) basic vocational qualification","2008","66 und älter","Berlin","42","0.282999628596487","0.208382815498597","0.357616441694376"
"(1c) basic vocational qualification","2008","66 und älter","Brandenburg","106","0.495699466454333","0.430658183089625","0.560740749819042"
"(1c) basic vocational qualification","2008","66 und älter","Mecklenburg-Vorpommern","51","0.472276238344148","0.380229110496457","0.564323366191839"
"(1c) basic vocational qualification","2008","66 und älter","Sachsen","179","0.532430656244395","0.477677735576842","0.587183576911947"
"(1c) basic vocational qualification","2008","66 und älter","Sachsen-Anhalt","105","0.568730951576395","0.497936903940709","0.639524999212082"
"(1c) basic vocational qualification","2008","66 und älter","Thueringen","139","0.581356834428684","0.515717885498215","0.646995783359154"
"(2b) intermediate general qualification","2008","16-34 Jahre alt","Schleswig-Holstein","","","",""
"(2b) intermediate general qualification","2008","16-34 Jahre alt","Hamburg","","","",""
"(2b) intermediate general qualification","2008","16-34 Jahre alt","Niedersachsen","39","0.109356774889722","0.07776986159015","0.140943688189293"
"(2b) intermediate general qualification","2008","16-34 Jahre alt","Bremen","","","",""
"(2b) intermediate general qualification","2008","16-34 Jahre alt","Nordrhein-Westfalen","83","0.105512264257686","0.0839250322463175","0.127099496269054"
"(2b) intermediate general qualification","2008","16-34 Jahre alt","Hessen","","","",""
"(2b) intermediate general qualification","2008","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(2b) intermediate general qualification","2008","16-34 Jahre alt","Baden-Wuerttemberg","47","0.0652555827196439","0.0448183572371191","0.0856928082021688"
"(2b) intermediate general qualification","2008","16-34 Jahre alt","Bayern","40","0.0731035056493384","0.0523441273355462","0.0938628839631306"
"(2b) intermediate general qualification","2008","16-34 Jahre alt","Saarland","","","",""
"(2b) intermediate general qualification","2008","16-34 Jahre alt","Berlin","","","",""
"(2b) intermediate general qualification","2008","16-34 Jahre alt","Brandenburg","","","",""
"(2b) intermediate general qualification","2008","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(2b) intermediate general qualification","2008","16-34 Jahre alt","Sachsen","37","0.102710446729799","0.0698567091421266","0.135564184317471"
"(2b) intermediate general qualification","2008","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"(2b) intermediate general qualification","2008","16-34 Jahre alt","Thueringen","","","",""
"(2b) intermediate general qualification","2008","35-65 Jahre alt","Schleswig-Holstein","","","",""
"(2b) intermediate general qualification","2008","35-65 Jahre alt","Hamburg","","","",""
"(2b) intermediate general qualification","2008","35-65 Jahre alt","Niedersachsen","","","",""
"(2b) intermediate general qualification","2008","35-65 Jahre alt","Bremen","","","",""
"(2b) intermediate general qualification","2008","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"(2b) intermediate general qualification","2008","35-65 Jahre alt","Hessen","","","",""
"(2b) intermediate general qualification","2008","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(2b) intermediate general qualification","2008","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"(2b) intermediate general qualification","2008","35-65 Jahre alt","Bayern","","","",""
"(2b) intermediate general qualification","2008","35-65 Jahre alt","Saarland","","","",""
"(2b) intermediate general qualification","2008","35-65 Jahre alt","Berlin","","","",""
"(2b) intermediate general qualification","2008","35-65 Jahre alt","Brandenburg","","","",""
"(2b) intermediate general qualification","2008","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(2b) intermediate general qualification","2008","35-65 Jahre alt","Sachsen","","","",""
"(2b) intermediate general qualification","2008","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"(2b) intermediate general qualification","2008","35-65 Jahre alt","Thueringen","","","",""
"(2b) intermediate general qualification","2008","66 und älter","Schleswig-Holstein","","","",""
"(2b) intermediate general qualification","2008","66 und älter","Hamburg","","","",""
"(2b) intermediate general qualification","2008","66 und älter","Niedersachsen","","","",""
"(2b) intermediate general qualification","2008","66 und älter","Bremen","","","",""
"(2b) intermediate general qualification","2008","66 und älter","Nordrhein-Westfalen","","","",""
"(2b) intermediate general qualification","2008","66 und älter","Hessen","","","",""
"(2b) intermediate general qualification","2008","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"(2b) intermediate general qualification","2008","66 und älter","Baden-Wuerttemberg","","","",""
"(2b) intermediate general qualification","2008","66 und älter","Bayern","","","",""
"(2b) intermediate general qualification","2008","66 und älter","Saarland","","","",""
"(2b) intermediate general qualification","2008","66 und älter","Berlin","","","",""
"(2b) intermediate general qualification","2008","66 und älter","Brandenburg","","","",""
"(2b) intermediate general qualification","2008","66 und älter","Mecklenburg-Vorpommern","","","",""
"(2b) intermediate general qualification","2008","66 und älter","Sachsen","","","",""
"(2b) intermediate general qualification","2008","66 und älter","Sachsen-Anhalt","","","",""
"(2b) intermediate general qualification","2008","66 und älter","Thueringen","","","",""
"(2a) intermediate vocational","2008","16-34 Jahre alt","Schleswig-Holstein","","","",""
"(2a) intermediate vocational","2008","16-34 Jahre alt","Hamburg","","","",""
"(2a) intermediate vocational","2008","16-34 Jahre alt","Niedersachsen","109","0.302792946486986","0.25628938440346","0.349296508570511"
"(2a) intermediate vocational","2008","16-34 Jahre alt","Bremen","","","",""
"(2a) intermediate vocational","2008","16-34 Jahre alt","Nordrhein-Westfalen","134","0.184868556365771","0.157591114390505","0.212145998341037"
"(2a) intermediate vocational","2008","16-34 Jahre alt","Hessen","51","0.158342975719216","0.114878902574308","0.201807048864123"
