"pgcasmin","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"(2b) intermediate general qualification","1993","AkademikerInnen","Niedersachsen","","","",""
"(2b) intermediate general qualification","1993","AkademikerInnen","Bremen","","","",""
"(2b) intermediate general qualification","1993","AkademikerInnen","Nordrhein-Westfalen","","","",""
"(2b) intermediate general qualification","1993","AkademikerInnen","Hessen","","","",""
"(2b) intermediate general qualification","1993","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"(2b) intermediate general qualification","1993","AkademikerInnen","Baden-Wuerttemberg","","","",""
"(2b) intermediate general qualification","1993","AkademikerInnen","Bayern","","","",""
"(2b) intermediate general qualification","1993","AkademikerInnen","Saarland","","","",""
"(2b) intermediate general qualification","1993","AkademikerInnen","Berlin","","","",""
"(2b) intermediate general qualification","1993","AkademikerInnen","Brandenburg","","","",""
"(2b) intermediate general qualification","1993","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"(2b) intermediate general qualification","1993","AkademikerInnen","Sachsen","","","",""
"(2b) intermediate general qualification","1993","AkademikerInnen","Sachsen-Anhalt","","","",""
"(2b) intermediate general qualification","1993","AkademikerInnen","Thueringen","","","",""
"(2a) intermediate vocational","1993","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"(2a) intermediate vocational","1993","(noch) kein Abschluss","Hamburg","","","",""
"(2a) intermediate vocational","1993","(noch) kein Abschluss","Niedersachsen","","","",""
"(2a) intermediate vocational","1993","(noch) kein Abschluss","Bremen","","","",""
"(2a) intermediate vocational","1993","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"(2a) intermediate vocational","1993","(noch) kein Abschluss","Hessen","","","",""
"(2a) intermediate vocational","1993","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"(2a) intermediate vocational","1993","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"(2a) intermediate vocational","1993","(noch) kein Abschluss","Bayern","","","",""
"(2a) intermediate vocational","1993","(noch) kein Abschluss","Saarland","","","",""
"(2a) intermediate vocational","1993","(noch) kein Abschluss","Berlin","","","",""
"(2a) intermediate vocational","1993","(noch) kein Abschluss","Brandenburg","","","",""
"(2a) intermediate vocational","1993","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"(2a) intermediate vocational","1993","(noch) kein Abschluss","Sachsen","","","",""
"(2a) intermediate vocational","1993","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"(2a) intermediate vocational","1993","(noch) kein Abschluss","Thueringen","","","",""
"(2a) intermediate vocational","1993","Hauptschulabschluss","Schleswig-Holstein","","","",""
"(2a) intermediate vocational","1993","Hauptschulabschluss","Hamburg","","","",""
"(2a) intermediate vocational","1993","Hauptschulabschluss","Niedersachsen","","","",""
"(2a) intermediate vocational","1993","Hauptschulabschluss","Bremen","","","",""
"(2a) intermediate vocational","1993","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"(2a) intermediate vocational","1993","Hauptschulabschluss","Hessen","","","",""
"(2a) intermediate vocational","1993","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"(2a) intermediate vocational","1993","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"(2a) intermediate vocational","1993","Hauptschulabschluss","Bayern","","","",""
"(2a) intermediate vocational","1993","Hauptschulabschluss","Saarland","","","",""
"(2a) intermediate vocational","1993","Hauptschulabschluss","Berlin","","","",""
"(2a) intermediate vocational","1993","Hauptschulabschluss","Brandenburg","","","",""
"(2a) intermediate vocational","1993","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"(2a) intermediate vocational","1993","Hauptschulabschluss","Sachsen","","","",""
"(2a) intermediate vocational","1993","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"(2a) intermediate vocational","1993","Hauptschulabschluss","Thueringen","","","",""
"(2a) intermediate vocational","1993","Realschulabschluss","Schleswig-Holstein","59","0.914363173041912","0.846853536485599","0.981872809598225"
"(2a) intermediate vocational","1993","Realschulabschluss","Hamburg","","","",""
"(2a) intermediate vocational","1993","Realschulabschluss","Niedersachsen","188","0.824274227829599","0.775301117275389","0.873247338383809"
"(2a) intermediate vocational","1993","Realschulabschluss","Bremen","","","",""
"(2a) intermediate vocational","1993","Realschulabschluss","Nordrhein-Westfalen","358","0.799697147633563","0.762841391094182","0.836552904172943"
"(2a) intermediate vocational","1993","Realschulabschluss","Hessen","127","0.897925505658958","0.850868065199712","0.944982946118204"
"(2a) intermediate vocational","1993","Realschulabschluss","Rheinland-Pfalz,Saarland","71","0.771583319254805","0.68803888025567","0.855127758253939"
"(2a) intermediate vocational","1993","Realschulabschluss","Baden-Wuerttemberg","202","0.785795733472853","0.736584828459636","0.835006638486069"
"(2a) intermediate vocational","1993","Realschulabschluss","Bayern","261","0.81233995739722","0.769956722200587","0.854723192593852"
"(2a) intermediate vocational","1993","Realschulabschluss","Saarland","","","",""
"(2a) intermediate vocational","1993","Realschulabschluss","Berlin","132","0.827158832408539","0.768201530698985","0.886116134118093"
"(2a) intermediate vocational","1993","Realschulabschluss","Brandenburg","198","0.882601975729097","0.840541936476495","0.924662014981699"
"(2a) intermediate vocational","1993","Realschulabschluss","Mecklenburg-Vorpommern","142","0.89919204615969","0.852246631902568","0.946137460416812"
"(2a) intermediate vocational","1993","Realschulabschluss","Sachsen","355","0.891527532605992","0.861241128075735","0.921813937136249"
"(2a) intermediate vocational","1993","Realschulabschluss","Sachsen-Anhalt","228","0.871870415283581","0.831321567572968","0.912419262994195"
"(2a) intermediate vocational","1993","Realschulabschluss","Thueringen","220","0.891305212309016","0.852799176292625","0.929811248325406"
"(2a) intermediate vocational","1993","(Fach-)Abitur","Schleswig-Holstein","","","",""
"(2a) intermediate vocational","1993","(Fach-)Abitur","Hamburg","","","",""
"(2a) intermediate vocational","1993","(Fach-)Abitur","Niedersachsen","","","",""
"(2a) intermediate vocational","1993","(Fach-)Abitur","Bremen","","","",""
"(2a) intermediate vocational","1993","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"(2a) intermediate vocational","1993","(Fach-)Abitur","Hessen","","","",""
"(2a) intermediate vocational","1993","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"(2a) intermediate vocational","1993","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"(2a) intermediate vocational","1993","(Fach-)Abitur","Bayern","","","",""
"(2a) intermediate vocational","1993","(Fach-)Abitur","Saarland","","","",""
"(2a) intermediate vocational","1993","(Fach-)Abitur","Berlin","","","",""
"(2a) intermediate vocational","1993","(Fach-)Abitur","Brandenburg","","","",""
"(2a) intermediate vocational","1993","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"(2a) intermediate vocational","1993","(Fach-)Abitur","Sachsen","","","",""
"(2a) intermediate vocational","1993","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"(2a) intermediate vocational","1993","(Fach-)Abitur","Thueringen","","","",""
"(2a) intermediate vocational","1993","AkademikerInnen","Schleswig-Holstein","","","",""
"(2a) intermediate vocational","1993","AkademikerInnen","Hamburg","","","",""
"(2a) intermediate vocational","1993","AkademikerInnen","Niedersachsen","","","",""
"(2a) intermediate vocational","1993","AkademikerInnen","Bremen","","","",""
"(2a) intermediate vocational","1993","AkademikerInnen","Nordrhein-Westfalen","","","",""
"(2a) intermediate vocational","1993","AkademikerInnen","Hessen","","","",""
"(2a) intermediate vocational","1993","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"(2a) intermediate vocational","1993","AkademikerInnen","Baden-Wuerttemberg","","","",""
"(2a) intermediate vocational","1993","AkademikerInnen","Bayern","","","",""
"(2a) intermediate vocational","1993","AkademikerInnen","Saarland","","","",""
"(2a) intermediate vocational","1993","AkademikerInnen","Berlin","","","",""
"(2a) intermediate vocational","1993","AkademikerInnen","Brandenburg","","","",""
"(2a) intermediate vocational","1993","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"(2a) intermediate vocational","1993","AkademikerInnen","Sachsen","","","",""
"(2a) intermediate vocational","1993","AkademikerInnen","Sachsen-Anhalt","","","",""
"(2a) intermediate vocational","1993","AkademikerInnen","Thueringen","","","",""
"(2c_gen) general maturity certificate","1993","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"(2c_gen) general maturity certificate","1993","(noch) kein Abschluss","Hamburg","","","",""
"(2c_gen) general maturity certificate","1993","(noch) kein Abschluss","Niedersachsen","","","",""
"(2c_gen) general maturity certificate","1993","(noch) kein Abschluss","Bremen","","","",""
"(2c_gen) general maturity certificate","1993","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"(2c_gen) general maturity certificate","1993","(noch) kein Abschluss","Hessen","","","",""
"(2c_gen) general maturity certificate","1993","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"(2c_gen) general maturity certificate","1993","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"(2c_gen) general maturity certificate","1993","(noch) kein Abschluss","Bayern","","","",""
"(2c_gen) general maturity certificate","1993","(noch) kein Abschluss","Saarland","","","",""
"(2c_gen) general maturity certificate","1993","(noch) kein Abschluss","Berlin","","","",""
"(2c_gen) general maturity certificate","1993","(noch) kein Abschluss","Brandenburg","","","",""
"(2c_gen) general maturity certificate","1993","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"(2c_gen) general maturity certificate","1993","(noch) kein Abschluss","Sachsen","","","",""
"(2c_gen) general maturity certificate","1993","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"(2c_gen) general maturity certificate","1993","(noch) kein Abschluss","Thueringen","","","",""
"(2c_gen) general maturity certificate","1993","Hauptschulabschluss","Schleswig-Holstein","","","",""
"(2c_gen) general maturity certificate","1993","Hauptschulabschluss","Hamburg","","","",""
"(2c_gen) general maturity certificate","1993","Hauptschulabschluss","Niedersachsen","","","",""
"(2c_gen) general maturity certificate","1993","Hauptschulabschluss","Bremen","","","",""
"(2c_gen) general maturity certificate","1993","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"(2c_gen) general maturity certificate","1993","Hauptschulabschluss","Hessen","","","",""
"(2c_gen) general maturity certificate","1993","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"(2c_gen) general maturity certificate","1993","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"(2c_gen) general maturity certificate","1993","Hauptschulabschluss","Bayern","","","",""
"(2c_gen) general maturity certificate","1993","Hauptschulabschluss","Saarland","","","",""
"(2c_gen) general maturity certificate","1993","Hauptschulabschluss","Berlin","","","",""
"(2c_gen) general maturity certificate","1993","Hauptschulabschluss","Brandenburg","","","",""
"(2c_gen) general maturity certificate","1993","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"(2c_gen) general maturity certificate","1993","Hauptschulabschluss","Sachsen","","","",""
"(2c_gen) general maturity certificate","1993","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"(2c_gen) general maturity certificate","1993","Hauptschulabschluss","Thueringen","","","",""
"(2c_gen) general maturity certificate","1993","Realschulabschluss","Schleswig-Holstein","","","",""
"(2c_gen) general maturity certificate","1993","Realschulabschluss","Hamburg","","","",""
"(2c_gen) general maturity certificate","1993","Realschulabschluss","Niedersachsen","","","",""
"(2c_gen) general maturity certificate","1993","Realschulabschluss","Bremen","","","",""
"(2c_gen) general maturity certificate","1993","Realschulabschluss","Nordrhein-Westfalen","","","",""
"(2c_gen) general maturity certificate","1993","Realschulabschluss","Hessen","","","",""
"(2c_gen) general maturity certificate","1993","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"(2c_gen) general maturity certificate","1993","Realschulabschluss","Baden-Wuerttemberg","","","",""
"(2c_gen) general maturity certificate","1993","Realschulabschluss","Bayern","","","",""
"(2c_gen) general maturity certificate","1993","Realschulabschluss","Saarland","","","",""
"(2c_gen) general maturity certificate","1993","Realschulabschluss","Berlin","","","",""
"(2c_gen) general maturity certificate","1993","Realschulabschluss","Brandenburg","","","",""
"(2c_gen) general maturity certificate","1993","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"(2c_gen) general maturity certificate","1993","Realschulabschluss","Sachsen","","","",""
"(2c_gen) general maturity certificate","1993","Realschulabschluss","Sachsen-Anhalt","","","",""
"(2c_gen) general maturity certificate","1993","Realschulabschluss","Thueringen","","","",""
"(2c_gen) general maturity certificate","1993","(Fach-)Abitur","Schleswig-Holstein","","","",""
