"pli0091_h","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Taeglich","2006","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2006","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2006","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2006","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","2006","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","2006","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","2006","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2006","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","2006","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2006","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","2006","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","2006","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","2006","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","2006","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","2006","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","2006","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","2006","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2006","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","2006","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2006","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","2006","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","2006","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","2006","AkademikerIn","Ostdeutschland","","","",""
"Seltener","2006","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","2006","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","2006","Hauptschule","Westdeutschland","","","",""
"Seltener","2006","Hauptschule","Ostdeutschland","","","",""
"Seltener","2006","Realschule","Westdeutschland","","","",""
"Seltener","2006","Realschule","Ostdeutschland","","","",""
"Seltener","2006","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","2006","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","2006","AkademikerIn","Westdeutschland","","","",""
"Seltener","2006","AkademikerIn","Ostdeutschland","","","",""
"Nie","2006","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","2006","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2006","Hauptschule","Westdeutschland","","","",""
"Nie","2006","Hauptschule","Ostdeutschland","","","",""
"Nie","2006","Realschule","Westdeutschland","","","",""
"Nie","2006","Realschule","Ostdeutschland","","","",""
"Nie","2006","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","2006","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2006","AkademikerIn","Westdeutschland","","","",""
"Nie","2006","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","2007","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2007","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2007","Hauptschule","Westdeutschland","","","",""
"Taeglich","2007","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2007","Realschule","Westdeutschland","","","",""
"Taeglich","2007","Realschule","Ostdeutschland","","","",""
"Taeglich","2007","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2007","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2007","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2007","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2007","(noch) kein Abschluss","Westdeutschland","91","0.138231478105342","0.106483289343854","0.16997966686683"
"Min 1x pro Woche","2007","(noch) kein Abschluss","Ostdeutschland","21","","",""
"Min 1x pro Woche","2007","Hauptschule","Westdeutschland","224","","",""
"Min 1x pro Woche","2007","Hauptschule","Ostdeutschland","24","","",""
"Min 1x pro Woche","2007","Realschule","Westdeutschland","211","","",""
"Min 1x pro Woche","2007","Realschule","Ostdeutschland","82","0.0469859647521025","0.037274843054932","0.056697086449273"
"Min 1x pro Woche","2007","(Fach-)Abitur","Westdeutschland","195","","",""
"Min 1x pro Woche","2007","(Fach-)Abitur","Ostdeutschland","61","0.145533981648015","0.110490851314873","0.180577111981158"
"Min 1x pro Woche","2007","AkademikerIn","Westdeutschland","141","","",""
"Min 1x pro Woche","2007","AkademikerIn","Ostdeutschland","54","0.0406059614673565","0.0298518543078087","0.0513600686269043"
"Min 1x pro Monat","2007","(noch) kein Abschluss","Westdeutschland","122","","",""
"Min 1x pro Monat","2007","(noch) kein Abschluss","Ostdeutschland","33","0.321076421692507","0.230469232489069","0.411683610895944"
"Min 1x pro Monat","2007","Hauptschule","Westdeutschland","599","0.0941137857598533","0.0867409762641299","0.101486595255577"
"Min 1x pro Monat","2007","Hauptschule","Ostdeutschland","90","0.0750463586018627","0.0605161713504706","0.0895765458532548"
"Min 1x pro Monat","2007","Realschule","Westdeutschland","744","0.201377742830173","0.188198738594468","0.214556747065879"
"Min 1x pro Monat","2007","Realschule","Ostdeutschland","291","","",""
"Min 1x pro Monat","2007","(Fach-)Abitur","Westdeutschland","533","0.256424845302054","0.237113175128292","0.275736515475816"
"Min 1x pro Monat","2007","(Fach-)Abitur","Ostdeutschland","122","","",""
"Min 1x pro Monat","2007","AkademikerIn","Westdeutschland","730","0.246364842699847","0.23113004287923","0.261599642520463"
"Min 1x pro Monat","2007","AkademikerIn","Ostdeutschland","233","","",""
"Seltener","2007","(noch) kein Abschluss","Westdeutschland","99","0.252078292424381","0.212137566136362","0.2920190187124"
"Seltener","2007","(noch) kein Abschluss","Ostdeutschland","36","0.302878308479487","0.21370469017439","0.392051926784584"
"Seltener","2007","Hauptschule","Westdeutschland","2252","","",""
"Seltener","2007","Hauptschule","Ostdeutschland","397","0.288619301715483","0.26362965362994","0.313608949801025"
"Seltener","2007","Realschule","Westdeutschland","1835","","",""
"Seltener","2007","Realschule","Ostdeutschland","1026","","",""
"Seltener","2007","(Fach-)Abitur","Westdeutschland","905","0.450769131506514","0.428763597991661","0.472774665021367"
"Seltener","2007","(Fach-)Abitur","Ostdeutschland","161","","",""
"Seltener","2007","AkademikerIn","Westdeutschland","1566","","",""
"Seltener","2007","AkademikerIn","Ostdeutschland","751","0.556762868554905","0.529696240655082","0.583829496454727"
"Nie","2007","(noch) kein Abschluss","Westdeutschland","142","","",""
"Nie","2007","(noch) kein Abschluss","Ostdeutschland","12","","",""
"Nie","2007","Hauptschule","Westdeutschland","2950","","",""
"Nie","2007","Hauptschule","Ostdeutschland","752","0.6113393258137","0.584456626005376","0.638222025622024"
"Nie","2007","Realschule","Westdeutschland","767","0.222367462336814","0.208701853341333","0.236033071332295"
"Nie","2007","Realschule","Ostdeutschland","425","0.233712834470892","0.214291783362714","0.25313388557907"
"Nie","2007","(Fach-)Abitur","Westdeutschland","331","0.185736427446082","0.168537221518047","0.202935633374117"
"Nie","2007","(Fach-)Abitur","Ostdeutschland","45","0.13948119186855","0.105053231151445","0.173909152585655"
"Nie","2007","AkademikerIn","Westdeutschland","636","0.201595513315787","0.187410859977538","0.215780166654037"
"Nie","2007","AkademikerIn","Ostdeutschland","256","","",""
"Taeglich","2008","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2008","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2008","Hauptschule","Westdeutschland","1","","",""
"Taeglich","2008","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2008","Realschule","Westdeutschland","","","",""
"Taeglich","2008","Realschule","Ostdeutschland","","","",""
"Taeglich","2008","(Fach-)Abitur","Westdeutschland","2","","",""
"Taeglich","2008","(Fach-)Abitur","Ostdeutschland","1","","",""
"Taeglich","2008","AkademikerIn","Westdeutschland","2","","",""
"Taeglich","2008","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2008","(noch) kein Abschluss","Westdeutschland","64","0.119144120078774","0.0889769227664551","0.149311317391094"
"Min 1x pro Woche","2008","(noch) kein Abschluss","Ostdeutschland","12","","",""
"Min 1x pro Woche","2008","Hauptschule","Westdeutschland","74","0.0154998144811077","0.0122638570849975","0.018735771877218"
"Min 1x pro Woche","2008","Hauptschule","Ostdeutschland","11","","",""
"Min 1x pro Woche","2008","Realschule","Westdeutschland","113","","",""
"Min 1x pro Woche","2008","Realschule","Ostdeutschland","39","0.0268155713011152","0.0192382260792723","0.0343929165229581"
"Min 1x pro Woche","2008","(Fach-)Abitur","Westdeutschland","121","","",""
"Min 1x pro Woche","2008","(Fach-)Abitur","Ostdeutschland","27","","",""
"Min 1x pro Woche","2008","AkademikerIn","Westdeutschland","77","0.0290780878653052","0.023003408337305","0.0351527673933054"
"Min 1x pro Woche","2008","AkademikerIn","Ostdeutschland","15","","",""
"Min 1x pro Monat","2008","(noch) kein Abschluss","Westdeutschland","131","","",""
"Min 1x pro Monat","2008","(noch) kein Abschluss","Ostdeutschland","48","0.523051714429141","0.425157719471496","0.620945709386787"
"Min 1x pro Monat","2008","Hauptschule","Westdeutschland","444","0.0799109073832534","0.0728077797869642","0.0870140349795425"
"Min 1x pro Monat","2008","Hauptschule","Ostdeutschland","68","0.0657207776280887","0.0516597338227758","0.0797818214334017"
"Min 1x pro Monat","2008","Realschule","Westdeutschland","594","0.173689439832379","0.160875989084658","0.186502890580099"
"Min 1x pro Monat","2008","Realschule","Ostdeutschland","260","","",""
"Min 1x pro Monat","2008","(Fach-)Abitur","Westdeutschland","446","0.260712304797342","0.240447719011891","0.280976890582794"
"Min 1x pro Monat","2008","(Fach-)Abitur","Ostdeutschland","105","","",""
"Min 1x pro Monat","2008","AkademikerIn","Westdeutschland","606","0.228020454315783","0.212852112808046","0.243188795823519"
"Min 1x pro Monat","2008","AkademikerIn","Ostdeutschland","202","","",""
"Seltener","2008","(noch) kein Abschluss","Westdeutschland","113","","",""
"Seltener","2008","(noch) kein Abschluss","Ostdeutschland","26","","",""
"Seltener","2008","Hauptschule","Westdeutschland","1863","","",""
"Seltener","2008","Hauptschule","Ostdeutschland","285","","",""
"Seltener","2008","Realschule","Westdeutschland","1702","","",""
"Seltener","2008","Realschule","Ostdeutschland","927","0.50572875770481","0.48227742825073","0.52918008715889"
"Seltener","2008","(Fach-)Abitur","Westdeutschland","843","0.456352452625376","0.433361385010042","0.47934352024071"
"Seltener","2008","(Fach-)Abitur","Ostdeutschland","176","","",""
"Seltener","2008","AkademikerIn","Westdeutschland","1504","","",""
"Seltener","2008","AkademikerIn","Ostdeutschland","681","0.505905683222067","0.478066778400357","0.533744588043777"
"Nie","2008","(noch) kein Abschluss","Westdeutschland","135","","",""
"Nie","2008","(noch) kein Abschluss","Ostdeutschland","14","","",""
"Nie","2008","Hauptschule","Westdeutschland","3216","0.573558930061723","0.560603549373031","0.586514310750415"
"Nie","2008","Hauptschule","Ostdeutschland","829","0.704982505935788","0.679103897219643","0.730861114651932"
"Nie","2008","Realschule","Westdeutschland","949","0.277154265567589","0.262015469457884","0.292293061677294"
"Nie","2008","Realschule","Ostdeutschland","520","0.31153955615897","0.289816442925226","0.333262669392714"
"Nie","2008","(Fach-)Abitur","Westdeutschland","391","0.218286244930457","0.199219028791752","0.237353461069161"
"Nie","2008","(Fach-)Abitur","Ostdeutschland","54","0.170374086321298","0.131698429062575","0.20904974358002"
"Nie","2008","AkademikerIn","Westdeutschland","750","0.254988092472532","0.239230500339414","0.27074568460565"
"Nie","2008","AkademikerIn","Ostdeutschland","341","0.308855927373494","0.283129783034549","0.33458207171244"
"Taeglich","2009","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2009","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2009","Hauptschule","Westdeutschland","","","",""
"Taeglich","2009","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2009","Realschule","Westdeutschland","","","",""
"Taeglich","2009","Realschule","Ostdeutschland","","","",""
"Taeglich","2009","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2009","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2009","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2009","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2009","(noch) kein Abschluss","Westdeutschland","72","0.139859674207127","0.106327779733079","0.173391568681175"
"Min 1x pro Woche","2009","(noch) kein Abschluss","Ostdeutschland","9","0.106263288931709","0.0350799642518466","0.177446613611572"
"Min 1x pro Woche","2009","Hauptschule","Westdeutschland","160","","",""
"Min 1x pro Woche","2009","Hauptschule","Ostdeutschland","29","","",""
"Min 1x pro Woche","2009","Realschule","Westdeutschland","188","","",""
"Min 1x pro Woche","2009","Realschule","Ostdeutschland","56","0.0300117768527209","0.0218139165173396","0.0382096371881023"
"Min 1x pro Woche","2009","(Fach-)Abitur","Westdeutschland","142","","",""
"Min 1x pro Woche","2009","(Fach-)Abitur","Ostdeutschland","40","0.153621049387354","0.115516514891276","0.191725583883433"
"Min 1x pro Woche","2009","AkademikerIn","Westdeutschland","138","","",""
"Min 1x pro Woche","2009","AkademikerIn","Ostdeutschland","45","0.0492686928932273","0.0370335153685793","0.0615038704178753"
"Min 1x pro Monat","2009","(noch) kein Abschluss","Westdeutschland","134","","",""
"Min 1x pro Monat","2009","(noch) kein Abschluss","Ostdeutschland","31","0.49633011761477","0.380841243194796","0.611818992034745"
"Min 1x pro Monat","2009","Hauptschule","Westdeutschland","460","0.0975736595857544","0.0893951570484861","0.105752162123023"
"Min 1x pro Monat","2009","Hauptschule","Ostdeutschland","75","0.0731746951786568","0.0578956788138144","0.0884537115434993"
"Min 1x pro Monat","2009","Realschule","Westdeutschland","593","0.187258240395362","0.173586888080806","0.200929592709919"
"Min 1x pro Monat","2009","Realschule","Ostdeutschland","234","","",""
"Min 1x pro Monat","2009","(Fach-)Abitur","Westdeutschland","468","0.293801714725239","0.2718365956502","0.315766833800278"
"Min 1x pro Monat","2009","(Fach-)Abitur","Ostdeutschland","106","","",""
"Min 1x pro Monat","2009","AkademikerIn","Westdeutschland","680","0.252235334267906","0.236200553422624","0.268270115113189"
"Min 1x pro Monat","2009","AkademikerIn","Ostdeutschland","223","","",""
"Seltener","2009","(noch) kein Abschluss","Westdeutschland","104","","",""
"Seltener","2009","(noch) kein Abschluss","Ostdeutschland","17","","",""
"Seltener","2009","Hauptschule","Westdeutschland","2034","","",""
"Seltener","2009","Hauptschule","Ostdeutschland","367","0.307512626455311","0.280438565674071","0.334586687236551"
"Seltener","2009","Realschule","Westdeutschland","1683","","",""
"Seltener","2009","Realschule","Ostdeutschland","1029","","",""
"Seltener","2009","(Fach-)Abitur","Westdeutschland","769","0.440029145042189","0.41609232235826","0.463965967726119"
"Seltener","2009","(Fach-)Abitur","Ostdeutschland","156","","",""
"Seltener","2009","AkademikerIn","Westdeutschland","1465","","",""
"Seltener","2009","AkademikerIn","Ostdeutschland","703","0.553144036414554","0.525038055075758","0.581250017753351"
"Nie","2009","(noch) kein Abschluss","Westdeutschland","101","","",""
"Nie","2009","(noch) kein Abschluss","Ostdeutschland","15","","",""
"Nie","2009","Hauptschule","Westdeutschland","2403","","",""
"Nie","2009","Hauptschule","Ostdeutschland","645","0.583558411847606","0.5546359532813","0.612480870413913"
"Nie","2009","Realschule","Westdeutschland","664","0.209176322571658","0.194923173989168","0.223429471154147"
"Nie","2009","Realschule","Ostdeutschland","345","0.200961377914007","0.181707792504696","0.220214963323317"
"Nie","2009","(Fach-)Abitur","Westdeutschland","273","","",""
"Nie","2009","(Fach-)Abitur","Ostdeutschland","42","0.119347424729491","0.0850881866110554","0.153606662847926"
"Nie","2009","AkademikerIn","Westdeutschland","535","0.172132035636149","0.158194403825184","0.186069667447115"
"Nie","2009","AkademikerIn","Ostdeutschland","231","","",""
"Taeglich","2010","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2010","Hauptschule","Westdeutschland","","","",""
"Taeglich","2010","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2010","Realschule","Westdeutschland","","","",""
"Taeglich","2010","Realschule","Ostdeutschland","","","",""
"Taeglich","2010","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2010","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2010","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2010","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2010","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","2010","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","2010","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2010","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","2010","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2010","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","2010","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","2010","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","2010","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","2010","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","2010","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","2010","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2010","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","2010","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2010","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","2010","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","2010","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","2010","AkademikerIn","Ostdeutschland","","","",""
"Seltener","2010","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","2010","Hauptschule","Westdeutschland","","","",""
"Seltener","2010","Hauptschule","Ostdeutschland","","","",""
"Seltener","2010","Realschule","Westdeutschland","","","",""
"Seltener","2010","Realschule","Ostdeutschland","","","",""
"Seltener","2010","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","2010","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","2010","AkademikerIn","Westdeutschland","","","",""
"Seltener","2010","AkademikerIn","Ostdeutschland","","","",""
"Nie","2010","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","2010","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2010","Hauptschule","Westdeutschland","","","",""
"Nie","2010","Hauptschule","Ostdeutschland","","","",""
"Nie","2010","Realschule","Westdeutschland","","","",""
"Nie","2010","Realschule","Ostdeutschland","","","",""
"Nie","2010","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","2010","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2010","AkademikerIn","Westdeutschland","","","",""
"Nie","2010","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2011","Hauptschule","Westdeutschland","","","",""
"Taeglich","2011","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2011","Realschule","Westdeutschland","","","",""
"Taeglich","2011","Realschule","Ostdeutschland","","","",""
"Taeglich","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2011","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2011","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2011","(noch) kein Abschluss","Westdeutschland","134","","",""
"Min 1x pro Woche","2011","(noch) kein Abschluss","Ostdeutschland","10","","",""
"Min 1x pro Woche","2011","Hauptschule","Westdeutschland","221","","",""
"Min 1x pro Woche","2011","Hauptschule","Ostdeutschland","29","","",""
"Min 1x pro Woche","2011","Realschule","Westdeutschland","270","","",""
"Min 1x pro Woche","2011","Realschule","Ostdeutschland","78","0.0360004186825969","0.0287284187426177","0.043272418622576"
"Min 1x pro Woche","2011","(Fach-)Abitur","Westdeutschland","248","","",""
"Min 1x pro Woche","2011","(Fach-)Abitur","Ostdeutschland","51","0.0961741637903508","0.0719491773236212","0.12039915025708"
"Min 1x pro Woche","2011","AkademikerIn","Westdeutschland","184","","",""
"Min 1x pro Woche","2011","AkademikerIn","Ostdeutschland","61","0.0512401231555951","0.0402953120415007","0.0621849342696895"
"Min 1x pro Monat","2011","(noch) kein Abschluss","Westdeutschland","202","","",""
"Min 1x pro Monat","2011","(noch) kein Abschluss","Ostdeutschland","26","","",""
"Min 1x pro Monat","2011","Hauptschule","Westdeutschland","731","0.0991158599735223","0.0923504005446756","0.105881319402369"
"Min 1x pro Monat","2011","Hauptschule","Ostdeutschland","70","0.0364641397282982","0.0266173332956775","0.046310946160919"
"Min 1x pro Monat","2011","Realschule","Westdeutschland","996","0.198268886497275","0.187618201166085","0.208919571828465"
"Min 1x pro Monat","2011","Realschule","Ostdeutschland","353","0.164509816430174","0.150037826460174","0.178981806400173"
"Min 1x pro Monat","2011","(Fach-)Abitur","Westdeutschland","748","0.300377740573814","0.284132579007218","0.31662290214041"
"Min 1x pro Monat","2011","(Fach-)Abitur","Ostdeutschland","148","","",""
"Min 1x pro Monat","2011","AkademikerIn","Westdeutschland","1059","","",""
"Min 1x pro Monat","2011","AkademikerIn","Ostdeutschland","284","","",""
"Seltener","2011","(noch) kein Abschluss","Westdeutschland","217","","",""
"Seltener","2011","(noch) kein Abschluss","Ostdeutschland","33","0.372923295324786","0.278142972991576","0.467703617657996"
"Seltener","2011","Hauptschule","Westdeutschland","3030","0.378849864271425","0.367866810575429","0.38983291796742"
"Seltener","2011","Hauptschule","Ostdeutschland","454","0.326198753480935","0.301570391563832","0.350827115398039"
"Seltener","2011","Realschule","Westdeutschland","2904","","",""
"Seltener","2011","Realschule","Ostdeutschland","1477","","",""
"Seltener","2011","(Fach-)Abitur","Westdeutschland","1466","","",""
"Seltener","2011","(Fach-)Abitur","Ostdeutschland","282","","",""
"Seltener","2011","AkademikerIn","Westdeutschland","2482","","",""
"Seltener","2011","AkademikerIn","Ostdeutschland","913","0.52912917571789","0.50435171599925","0.553906635436531"
"Nie","2011","(noch) kein Abschluss","Westdeutschland","243","","",""
"Nie","2011","(noch) kein Abschluss","Ostdeutschland","31","0.323182965052816","0.231517032283658","0.414848897821975"
"Nie","2011","Hauptschule","Westdeutschland","3512","0.496141695883117","0.484821646528925","0.50746174523731"
"Nie","2011","Hauptschule","Ostdeutschland","839","0.603421226849131","0.57772297993519","0.629119473763072"
"Nie","2011","Realschule","Westdeutschland","1213","","",""
"Nie","2011","Realschule","Ostdeutschland","613","0.242237288247442","0.225512956200391","0.258961620294493"
"Nie","2011","(Fach-)Abitur","Westdeutschland","597","0.170618711945139","0.157288139528828","0.183949284361449"
"Nie","2011","(Fach-)Abitur","Ostdeutschland","88","0.122589804088094","0.0956421805407344","0.149537427635454"
"Nie","2011","AkademikerIn","Westdeutschland","912","0.192861144972673","0.181505127798773","0.204217162146573"
"Nie","2011","AkademikerIn","Ostdeutschland","301","0.234321404146771","0.213295519986288","0.255347288307254"
"Taeglich","2012","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2012","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2012","Hauptschule","Westdeutschland","","","",""
"Taeglich","2012","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2012","Realschule","Westdeutschland","","","",""
"Taeglich","2012","Realschule","Ostdeutschland","","","",""
"Taeglich","2012","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2012","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2012","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2012","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","2012","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","2012","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","2012","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","2012","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","2012","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","2012","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","2012","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","2012","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","2012","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","2012","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","2012","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","2012","AkademikerIn","Ostdeutschland","","","",""
"Seltener","2012","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","2012","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","2012","Hauptschule","Westdeutschland","","","",""
"Seltener","2012","Hauptschule","Ostdeutschland","","","",""
"Seltener","2012","Realschule","Westdeutschland","","","",""
"Seltener","2012","Realschule","Ostdeutschland","","","",""
"Seltener","2012","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","2012","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","2012","AkademikerIn","Westdeutschland","","","",""
"Seltener","2012","AkademikerIn","Ostdeutschland","","","",""
"Nie","2012","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","2012","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2012","Hauptschule","Westdeutschland","","","",""
"Nie","2012","Hauptschule","Ostdeutschland","","","",""
"Nie","2012","Realschule","Westdeutschland","","","",""
"Nie","2012","Realschule","Ostdeutschland","","","",""
"Nie","2012","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","2012","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2012","AkademikerIn","Westdeutschland","","","",""
"Nie","2012","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","2013","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2013","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2013","Hauptschule","Westdeutschland","","","",""
"Taeglich","2013","Hauptschule","Ostdeutschland","1","","",""
"Taeglich","2013","Realschule","Westdeutschland","2","","",""
"Taeglich","2013","Realschule","Ostdeutschland","","","",""
"Taeglich","2013","(Fach-)Abitur","Westdeutschland","3","","",""
"Taeglich","2013","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2013","AkademikerIn","Westdeutschland","1","","",""
"Taeglich","2013","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2013","(noch) kein Abschluss","Westdeutschland","60","0.0784208307129932","0.0585057938282083","0.0983358675977781"
"Min 1x pro Woche","2013","(noch) kein Abschluss","Ostdeutschland","7","0.0471945741921873","0.00663423405459231","0.0877549143297824"
