"party","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Rechte","2014","Hauptschule","Staedtischer Raum","21","","",""
"Rechte","2014","Hauptschule","Laendlicher Raum","12","","",""
"Rechte","2014","Realschule","Staedtischer Raum","24","","",""
"Rechte","2014","Realschule","Laendlicher Raum","21","","",""
"Rechte","2014","(Fach-)Abitur","Staedtischer Raum","3","","",""
"Rechte","2014","(Fach-)Abitur","Laendlicher Raum","1","","",""
"Rechte","2014","AkademikerIn","Staedtischer Raum","3","","",""
"Rechte","2014","AkademikerIn","Laendlicher Raum","","","",""
"AfD","2014","(noch) kein Abschluss","Staedtischer Raum","8","0.0160382765222739","0.00649043461966556","0.0255861184248821"
"AfD","2014","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"AfD","2014","Hauptschule","Staedtischer Raum","44","0.00664510466777316","0.00439108637008958","0.00889912296545674"
"AfD","2014","Hauptschule","Laendlicher Raum","12","","",""
"AfD","2014","Realschule","Staedtischer Raum","29","","",""
"AfD","2014","Realschule","Laendlicher Raum","28","","",""
"AfD","2014","(Fach-)Abitur","Staedtischer Raum","25","","",""
"AfD","2014","(Fach-)Abitur","Laendlicher Raum","7","0.00215699340280647","-0.000681774773609654","0.00499576157922259"
"AfD","2014","AkademikerIn","Staedtischer Raum","32","0.00875770771421649","0.00600125570541892","0.0115141597230141"
"AfD","2014","AkademikerIn","Laendlicher Raum","15","","",""
"Andere","2014","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Andere","2014","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Andere","2014","Hauptschule","Staedtischer Raum","11","","",""
"Andere","2014","Hauptschule","Laendlicher Raum","16","","",""
"Andere","2014","Realschule","Staedtischer Raum","18","","",""
"Andere","2014","Realschule","Laendlicher Raum","12","","",""
"Andere","2014","(Fach-)Abitur","Staedtischer Raum","10","","",""
"Andere","2014","(Fach-)Abitur","Laendlicher Raum","7","0.0105171518551787","0.00427509646424949","0.0167592072461079"
"Andere","2014","AkademikerIn","Staedtischer Raum","17","","",""
"Andere","2014","AkademikerIn","Laendlicher Raum","8","0.00649533081214642","0.00265402358044888","0.010336638043844"
"keine Parteineigung","2015","(noch) kein Abschluss","Staedtischer Raum","522","0.740567123506607","0.707152076156267","0.773982170856947"
"keine Parteineigung","2015","(noch) kein Abschluss","Laendlicher Raum","232","","",""
"keine Parteineigung","2015","Hauptschule","Staedtischer Raum","3055","0.588978438286677","0.574993684296335","0.602963192277018"
"keine Parteineigung","2015","Hauptschule","Laendlicher Raum","1978","","",""
"keine Parteineigung","2015","Realschule","Staedtischer Raum","2249","","",""
"keine Parteineigung","2015","Realschule","Laendlicher Raum","1893","","",""
"keine Parteineigung","2015","(Fach-)Abitur","Staedtischer Raum","1878","","",""
"keine Parteineigung","2015","(Fach-)Abitur","Laendlicher Raum","702","0.613390842279332","0.58436131548728","0.642420369071384"
"keine Parteineigung","2015","AkademikerIn","Staedtischer Raum","2146","","",""
"keine Parteineigung","2015","AkademikerIn","Laendlicher Raum","864","0.452934288223566","0.4295654703028","0.476303106144332"
"SPD","2015","(noch) kein Abschluss","Staedtischer Raum","55","0.0978700538521214","0.0752180396815487","0.120522068022694"
"SPD","2015","(noch) kein Abschluss","Laendlicher Raum","16","","",""
"SPD","2015","Hauptschule","Staedtischer Raum","703","0.165082672065191","0.154530416215152","0.17563492791523"
"SPD","2015","Hauptschule","Laendlicher Raum","314","0.123742794401614","0.111876236384105","0.135609352419122"
"SPD","2015","Realschule","Staedtischer Raum","421","0.129864303381251","0.118903244817426","0.140825361945076"
"SPD","2015","Realschule","Laendlicher Raum","225","","",""
"SPD","2015","(Fach-)Abitur","Staedtischer Raum","315","0.123184749421324","0.111400815076454","0.134968683766194"
"SPD","2015","(Fach-)Abitur","Laendlicher Raum","88","0.0880422221620076","0.0711507264366314","0.104933717887384"
"SPD","2015","AkademikerIn","Staedtischer Raum","592","0.147747058575825","0.137410248901934","0.158083868249715"
"SPD","2015","AkademikerIn","Laendlicher Raum","179","","",""
"CDU/CSU","2015","(noch) kein Abschluss","Staedtischer Raum","43","0.0847774955193982","0.063542557495179","0.106012433543617"
"CDU/CSU","2015","(noch) kein Abschluss","Laendlicher Raum","20","","",""
"CDU/CSU","2015","Hauptschule","Staedtischer Raum","753","0.196963492908869","0.185659461808102","0.208267524009636"
"CDU/CSU","2015","Hauptschule","Laendlicher Raum","482","0.176321155836499","0.162587689289069","0.190054622383929"
"CDU/CSU","2015","Realschule","Staedtischer Raum","574","0.173072508806476","0.160736863597725","0.185408154015227"
"CDU/CSU","2015","Realschule","Laendlicher Raum","432","0.168001608611503","0.154205248832347","0.18179796839066"
"CDU/CSU","2015","(Fach-)Abitur","Staedtischer Raum","401","0.151060595809801","0.138220397323825","0.163900794295778"
"CDU/CSU","2015","(Fach-)Abitur","Laendlicher Raum","159","","",""
"CDU/CSU","2015","AkademikerIn","Staedtischer Raum","826","0.195087253723756","0.183543908246519","0.206630599200992"
"CDU/CSU","2015","AkademikerIn","Laendlicher Raum","375","0.257316133605913","0.236793414506435","0.277838852705391"
"FDP","2015","(noch) kein Abschluss","Staedtischer Raum","","","",""
"FDP","2015","(noch) kein Abschluss","Laendlicher Raum","","","",""
"FDP","2015","Hauptschule","Staedtischer Raum","21","","",""
"FDP","2015","Hauptschule","Laendlicher Raum","8","0.00393651415569923","0.00167994615747807","0.0061930821539204"
"FDP","2015","Realschule","Staedtischer Raum","34","0.0090879995914195","0.00599367546424311","0.0121823237185959"
"FDP","2015","Realschule","Laendlicher Raum","12","","",""
"FDP","2015","(Fach-)Abitur","Staedtischer Raum","35","0.00984046673317079","0.00630115977578786","0.0133797736905537"
"FDP","2015","(Fach-)Abitur","Laendlicher Raum","8","0.0096727031564437","0.00383827160710886","0.0155071347057785"
"FDP","2015","AkademikerIn","Staedtischer Raum","113","","",""
"FDP","2015","AkademikerIn","Laendlicher Raum","30","0.0173914844682544","0.0112544581483952","0.0235285107881135"
"Grüne","2015","(noch) kein Abschluss","Staedtischer Raum","17","","",""
"Grüne","2015","(noch) kein Abschluss","Laendlicher Raum","13","","",""
"Grüne","2015","Hauptschule","Staedtischer Raum","73","0.0143264069485339","0.0109488083724937","0.017704005524574"
"Grüne","2015","Hauptschule","Laendlicher Raum","41","0.0136310098751291","0.00945239132842094","0.0178096284218372"
"Grüne","2015","Realschule","Staedtischer Raum","156","","",""
"Grüne","2015","Realschule","Laendlicher Raum","69","0.0209636945669434","0.0156770530989303","0.0262503360349566"
"Grüne","2015","(Fach-)Abitur","Staedtischer Raum","220","","",""
"Grüne","2015","(Fach-)Abitur","Laendlicher Raum","65","0.0761512459264523","0.0603397052581442","0.0919627865947605"
"Grüne","2015","AkademikerIn","Staedtischer Raum","644","0.153765618377873","0.143257673244523","0.164273563511224"
"Grüne","2015","AkademikerIn","Laendlicher Raum","139","","",""
"Linke","2015","(noch) kein Abschluss","Staedtischer Raum","13","","",""
"Linke","2015","(noch) kein Abschluss","Laendlicher Raum","7","0.0114513951198333","-0.000731275278201476","0.0236340655178682"
"Linke","2015","Hauptschule","Staedtischer Raum","77","0.0126017170829209","0.0094311724097754","0.0157722617560663"
"Linke","2015","Hauptschule","Laendlicher Raum","82","0.0292437623821052","0.023171916713929","0.0353156080502813"
"Linke","2015","Realschule","Staedtischer Raum","98","0.0218942150903466","0.0171225306628267","0.0266658995178666"
"Linke","2015","Realschule","Laendlicher Raum","113","","",""
"Linke","2015","(Fach-)Abitur","Staedtischer Raum","85","0.0299013850007241","0.0237946174511967","0.0360081525502515"
"Linke","2015","(Fach-)Abitur","Laendlicher Raum","44","0.0295428619842542","0.019449177939451","0.0396365460290575"
"Linke","2015","AkademikerIn","Staedtischer Raum","161","","",""
"Linke","2015","AkademikerIn","Laendlicher Raum","122","","",""
"Rechte","2015","(noch) kein Abschluss","Staedtischer Raum","2","","",""
"Rechte","2015","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Rechte","2015","Hauptschule","Staedtischer Raum","17","","",""
"Rechte","2015","Hauptschule","Laendlicher Raum","18","","",""
"Rechte","2015","Realschule","Staedtischer Raum","20","","",""
"Rechte","2015","Realschule","Laendlicher Raum","18","","",""
"Rechte","2015","(Fach-)Abitur","Staedtischer Raum","9","0.00236297537983358","0.000622075994239421","0.00410387476542775"
"Rechte","2015","(Fach-)Abitur","Laendlicher Raum","1","","",""
"Rechte","2015","AkademikerIn","Staedtischer Raum","1","","",""
"Rechte","2015","AkademikerIn","Laendlicher Raum","3","","",""
"AfD","2015","(noch) kein Abschluss","Staedtischer Raum","7","0.0127244513670443","0.00417996256474791","0.0212689401693406"
"AfD","2015","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"AfD","2015","Hauptschule","Staedtischer Raum","46","0.0129402589370811","0.00972795941451834","0.0161525584596439"
"AfD","2015","Hauptschule","Laendlicher Raum","23","","",""
"AfD","2015","Realschule","Staedtischer Raum","44","0.013475743376954","0.00971611983590877","0.0172353669179992"
"AfD","2015","Realschule","Laendlicher Raum","51","0.0216619390170453","0.0162898934582841","0.0270339845758064"
"AfD","2015","(Fach-)Abitur","Staedtischer Raum","32","0.013199379237541","0.00910725081220795","0.017291507662874"
"AfD","2015","(Fach-)Abitur","Laendlicher Raum","10","","",""
"AfD","2015","AkademikerIn","Staedtischer Raum","28","","",""
"AfD","2015","AkademikerIn","Laendlicher Raum","21","","",""
"Andere","2015","(noch) kein Abschluss","Staedtischer Raum","2","","",""
"Andere","2015","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Andere","2015","Hauptschule","Staedtischer Raum","10","","",""
"Andere","2015","Hauptschule","Laendlicher Raum","12","","",""
"Andere","2015","Realschule","Staedtischer Raum","17","","",""
"Andere","2015","Realschule","Laendlicher Raum","8","0.00229436053602112","0.000528816340221652","0.00405990473182059"
"Andere","2015","(Fach-)Abitur","Staedtischer Raum","13","","",""
"Andere","2015","(Fach-)Abitur","Laendlicher Raum","4","0.00589882526879976","0.00133390387520987","0.0104637466623897"
"Andere","2015","AkademikerIn","Staedtischer Raum","16","","",""
"Andere","2015","AkademikerIn","Laendlicher Raum","10","","",""
"keine Parteineigung","2016","(noch) kein Abschluss","Staedtischer Raum","464","0.775002404156251","0.741250374680123","0.808754433632379"
"keine Parteineigung","2016","(noch) kein Abschluss","Laendlicher Raum","187","","",""
"keine Parteineigung","2016","Hauptschule","Staedtischer Raum","2709","","",""
"keine Parteineigung","2016","Hauptschule","Laendlicher Raum","1800","","",""
"keine Parteineigung","2016","Realschule","Staedtischer Raum","2085","","",""
"keine Parteineigung","2016","Realschule","Laendlicher Raum","1792","","",""
"keine Parteineigung","2016","(Fach-)Abitur","Staedtischer Raum","1648","","",""
"keine Parteineigung","2016","(Fach-)Abitur","Laendlicher Raum","607","0.586251053725436","0.555400212287576","0.617101895163295"
"keine Parteineigung","2016","AkademikerIn","Staedtischer Raum","1914","","",""
"keine Parteineigung","2016","AkademikerIn","Laendlicher Raum","807","0.473810181802187","0.449600143329411","0.498020220274962"
"SPD","2016","(noch) kein Abschluss","Staedtischer Raum","43","0.0937027593193491","0.0701484189303244","0.117257099708374"
"SPD","2016","(noch) kein Abschluss","Laendlicher Raum","8","0.0256264962497968","0.00524906437793812","0.0460039281216555"
"SPD","2016","Hauptschule","Staedtischer Raum","576","0.139383974114455","0.128939242805119","0.149828705423792"
"SPD","2016","Hauptschule","Laendlicher Raum","247","","",""
"SPD","2016","Realschule","Staedtischer Raum","328","0.108707520108427","0.0981066175554437","0.11930842266141"
"SPD","2016","Realschule","Laendlicher Raum","184","","",""
"SPD","2016","(Fach-)Abitur","Staedtischer Raum","279","","",""
"SPD","2016","(Fach-)Abitur","Laendlicher Raum","86","0.0993762570707415","0.0806362496387691","0.118116264502714"
"SPD","2016","AkademikerIn","Staedtischer Raum","514","0.13764033970105","0.127167241805382","0.148113437596718"
"SPD","2016","AkademikerIn","Laendlicher Raum","162","","",""
"CDU/CSU","2016","(noch) kein Abschluss","Staedtischer Raum","28","","",""
"CDU/CSU","2016","(noch) kein Abschluss","Laendlicher Raum","17","","",""
"CDU/CSU","2016","Hauptschule","Staedtischer Raum","650","0.170340109659094","0.159003201069877","0.181677018248311"
"CDU/CSU","2016","Hauptschule","Laendlicher Raum","445","0.179899198685722","0.165402942671068","0.194395454700376"
"CDU/CSU","2016","Realschule","Staedtischer Raum","519","0.165022613313198","0.152380723110783","0.177664503515613"
"CDU/CSU","2016","Realschule","Laendlicher Raum","365","0.145551646559022","0.132037746861657","0.159065546256386"
"CDU/CSU","2016","(Fach-)Abitur","Staedtischer Raum","340","0.128970333998282","0.116235683233533","0.141704984763031"
"CDU/CSU","2016","(Fach-)Abitur","Laendlicher Raum","142","","",""
"CDU/CSU","2016","AkademikerIn","Staedtischer Raum","747","0.184640977038877","0.172846014542131","0.196435939535623"
"CDU/CSU","2016","AkademikerIn","Laendlicher Raum","329","0.228663959296591","0.208300913567712","0.24902700502547"
"FDP","2016","(noch) kein Abschluss","Staedtischer Raum","","","",""
"FDP","2016","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"FDP","2016","Hauptschule","Staedtischer Raum","26","","",""
"FDP","2016","Hauptschule","Laendlicher Raum","13","","",""
"FDP","2016","Realschule","Staedtischer Raum","38","0.0119187495085141","0.00822289724678533","0.0156146017702429"
"FDP","2016","Realschule","Laendlicher Raum","11","","",""
"FDP","2016","(Fach-)Abitur","Staedtischer Raum","30","0.0082529761199999","0.00481556560668725","0.0116903866333126"
"FDP","2016","(Fach-)Abitur","Laendlicher Raum","3","","",""
"FDP","2016","AkademikerIn","Staedtischer Raum","122","","",""
"FDP","2016","AkademikerIn","Laendlicher Raum","31","0.0166453354306335","0.0104420261898887","0.0228486446713782"
"Grüne","2016","(noch) kein Abschluss","Staedtischer Raum","27","","",""
"Grüne","2016","(noch) kein Abschluss","Laendlicher Raum","6","0.00875583693027714","-0.00325798678055748","0.0207696606411118"
"Grüne","2016","Hauptschule","Staedtischer Raum","76","0.0208571093564895","0.0165475165975316","0.0251667021154473"
"Grüne","2016","Hauptschule","Laendlicher Raum","41","0.0133427887223829","0.00901252776221469","0.0176730496825511"
"Grüne","2016","Realschule","Staedtischer Raum","160","","",""
"Grüne","2016","Realschule","Laendlicher Raum","68","0.0232386614875432","0.0174652965983283","0.0290120263767581"
"Grüne","2016","(Fach-)Abitur","Staedtischer Raum","210","","",""
"Grüne","2016","(Fach-)Abitur","Laendlicher Raum","77","0.0926717393200004","0.0745076921401858","0.110835786499815"
"Grüne","2016","AkademikerIn","Staedtischer Raum","645","0.155009686725845","0.144007896415359","0.166011477036332"
"Grüne","2016","AkademikerIn","Laendlicher Raum","149","","",""
"Linke","2016","(noch) kein Abschluss","Staedtischer Raum","12","","",""
"Linke","2016","(noch) kein Abschluss","Laendlicher Raum","4","0.00309185114006815","-0.0040675873496358","0.0102512896297721"
"Linke","2016","Hauptschule","Staedtischer Raum","56","0.00805298536176578","0.00535767470490263","0.0107482960186289"
"Linke","2016","Hauptschule","Laendlicher Raum","52","0.0212848509847997","0.0158376790936541","0.0267320228759454"
"Linke","2016","Realschule","Staedtischer Raum","79","0.0190927836306891","0.0144320796807862","0.023753487580592"
"Linke","2016","Realschule","Laendlicher Raum","80","0.0312737381949577","0.0246038330759535","0.037943643313962"
"Linke","2016","(Fach-)Abitur","Staedtischer Raum","89","0.0418263181284196","0.0342200331823804","0.0494326030744589"
"Linke","2016","(Fach-)Abitur","Laendlicher Raum","39","0.0294166045402225","0.0188321265345983","0.0400010825458468"
"Linke","2016","AkademikerIn","Staedtischer Raum","156","","",""
"Linke","2016","AkademikerIn","Laendlicher Raum","112","","",""
"Rechte","2016","(noch) kein Abschluss","Staedtischer Raum","2","","",""
"Rechte","2016","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Rechte","2016","Hauptschule","Staedtischer Raum","20","","",""
"Rechte","2016","Hauptschule","Laendlicher Raum","14","","",""
"Rechte","2016","Realschule","Staedtischer Raum","10","","",""
"Rechte","2016","Realschule","Laendlicher Raum","11","","",""
"Rechte","2016","(Fach-)Abitur","Staedtischer Raum","3","","",""
"Rechte","2016","(Fach-)Abitur","Laendlicher Raum","2","","",""
"Rechte","2016","AkademikerIn","Staedtischer Raum","1","","",""
"Rechte","2016","AkademikerIn","Laendlicher Raum","2","","",""
"AfD","2016","(noch) kein Abschluss","Staedtischer Raum","8","0.0101113040706268","0.00202488590565557","0.018197722235598"
"AfD","2016","(noch) kein Abschluss","Laendlicher Raum","6","0.0248017685738287","0.00474643550347219","0.0448571016441852"
"AfD","2016","Hauptschule","Staedtischer Raum","102","","",""
"AfD","2016","Hauptschule","Laendlicher Raum","74","0.0239791809660913","0.0182054794125104","0.0297528825196721"
"AfD","2016","Realschule","Staedtischer Raum","71","0.0234198934020392","0.0182693942430407","0.0285703925610376"
"AfD","2016","Realschule","Laendlicher Raum","91","0.0343559697498494","0.0273762359879405","0.0413357035117583"
"AfD","2016","(Fach-)Abitur","Staedtischer Raum","56","0.02668210862803","0.0205591252424415","0.0328050920136184"
"AfD","2016","(Fach-)Abitur","Laendlicher Raum","19","","",""
"AfD","2016","AkademikerIn","Staedtischer Raum","40","0.0106009280285404","0.00748766530908687","0.0137141907479939"
"AfD","2016","AkademikerIn","Laendlicher Raum","34","0.0197531536125276","0.0130061955241974","0.0265001117008579"
"Andere","2016","(noch) kein Abschluss","Staedtischer Raum","4","0.00126383053514954","-0.00160780447262725","0.00413546554292633"
"Andere","2016","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Andere","2016","Hauptschule","Staedtischer Raum","9","0.00334648717249288","0.00160486951375247","0.00508810483123329"
"Andere","2016","Hauptschule","Laendlicher Raum","11","","",""
"Andere","2016","Realschule","Staedtischer Raum","22","","",""
"Andere","2016","Realschule","Laendlicher Raum","14","","",""
"Andere","2016","(Fach-)Abitur","Staedtischer Raum","6","0.00259589133168367","0.000662568034766627","0.00452921462860072"
"Andere","2016","(Fach-)Abitur","Laendlicher Raum","4","0.00867533688799222","0.00286624996480688","0.0144844238111776"
"Andere","2016","AkademikerIn","Staedtischer Raum","18","","",""
"Andere","2016","AkademikerIn","Laendlicher Raum","8","0.00740447086295316","0.00324770812296819","0.0115612336029381"
"keine Parteineigung","2017","(noch) kein Abschluss","Staedtischer Raum","923","0.716047375487993","0.690020186859918","0.742074564116068"
"keine Parteineigung","2017","(noch) kein Abschluss","Laendlicher Raum","429","0.853188813266412","0.822167138545205","0.884210487987619"
"keine Parteineigung","2017","Hauptschule","Staedtischer Raum","2983","","",""
"keine Parteineigung","2017","Hauptschule","Laendlicher Raum","1984","","",""
"keine Parteineigung","2017","Realschule","Staedtischer Raum","2347","","",""
"keine Parteineigung","2017","Realschule","Laendlicher Raum","2040","","",""
"keine Parteineigung","2017","(Fach-)Abitur","Staedtischer Raum","1969","","",""
"keine Parteineigung","2017","(Fach-)Abitur","Laendlicher Raum","780","0.601805834749191","0.574336773436719","0.629274896061664"
"keine Parteineigung","2017","AkademikerIn","Staedtischer Raum","2287","","",""
"keine Parteineigung","2017","AkademikerIn","Laendlicher Raum","979","0.481911191212332","0.459425821276226","0.504396561148438"
"SPD","2017","(noch) kein Abschluss","Staedtischer Raum","65","0.130733248519354","0.111275033502095","0.150191463536614"
"SPD","2017","(noch) kein Abschluss","Laendlicher Raum","17","","",""
"SPD","2017","Hauptschule","Staedtischer Raum","644","0.167861282659794","0.157088886621033","0.178633678698555"
"SPD","2017","Hauptschule","Laendlicher Raum","313","0.131923752887057","0.119626257578816","0.144221248195297"
"SPD","2017","Realschule","Staedtischer Raum","465","0.130857380921152","0.120100738462757","0.141614023379546"
"SPD","2017","Realschule","Laendlicher Raum","254","","",""
"SPD","2017","(Fach-)Abitur","Staedtischer Raum","362","0.136945786727915","0.125071335956788","0.148820237499041"
"SPD","2017","(Fach-)Abitur","Laendlicher Raum","125","","",""
"SPD","2017","AkademikerIn","Staedtischer Raum","657","0.148438601012179","0.138460379912237","0.158416822112121"
"SPD","2017","AkademikerIn","Laendlicher Raum","209","","",""
"CDU/CSU","2017","(noch) kein Abschluss","Staedtischer Raum","104","","",""
"CDU/CSU","2017","(noch) kein Abschluss","Laendlicher Raum","31","0.0518980428914077","0.0324549164392437","0.0713411693435718"
"CDU/CSU","2017","Hauptschule","Staedtischer Raum","690","0.161730235778066","0.151117516197566","0.172342955358566"
"CDU/CSU","2017","Hauptschule","Laendlicher Raum","416","0.161011278127684","0.147655092677902","0.174367463577465"
"CDU/CSU","2017","Realschule","Staedtischer Raum","570","0.149789804947221","0.13840733846764","0.161172271426803"
"CDU/CSU","2017","Realschule","Laendlicher Raum","424","0.155140829871422","0.14221793982918","0.168063719913664"
"CDU/CSU","2017","(Fach-)Abitur","Staedtischer Raum","438","0.139766651777291","0.127790147520377","0.151743156034205"
"CDU/CSU","2017","(Fach-)Abitur","Laendlicher Raum","170","","",""
"CDU/CSU","2017","AkademikerIn","Staedtischer Raum","892","0.180715402899104","0.169916324516961","0.191514481281246"
"CDU/CSU","2017","AkademikerIn","Laendlicher Raum","373","0.214230389933394","0.195767376789544","0.232693403077245"
"FDP","2017","(noch) kein Abschluss","Staedtischer Raum","7","0.00994993277510277","0.00422102159042292","0.0156788439597826"
"FDP","2017","(noch) kein Abschluss","Laendlicher Raum","4","0.00865708763535712","0.000536995654583467","0.0167771796161308"
"FDP","2017","Hauptschule","Staedtischer Raum","32","0.00850561372551775","0.00585871615088535","0.0111525113001501"
"FDP","2017","Hauptschule","Laendlicher Raum","13","","",""
"FDP","2017","Realschule","Staedtischer Raum","48","0.0130594477284138","0.00943835204325021","0.0166805434135775"
"FDP","2017","Realschule","Laendlicher Raum","21","","",""
"FDP","2017","(Fach-)Abitur","Staedtischer Raum","66","0.0230040597783201","0.0178259795093334","0.0281821400473069"
"FDP","2017","(Fach-)Abitur","Laendlicher Raum","11","","",""
"FDP","2017","AkademikerIn","Staedtischer Raum","169","","",""
"FDP","2017","AkademikerIn","Laendlicher Raum","46","0.0226948989380643","0.0159930654242675","0.0293967324518611"
"Grüne","2017","(noch) kein Abschluss","Staedtischer Raum","23","","",""
"Grüne","2017","(noch) kein Abschluss","Laendlicher Raum","9","0.0162697302838636","0.00518075838209275","0.0273587021856345"
"Grüne","2017","Hauptschule","Staedtischer Raum","59","0.0106771731913269","0.00771482340967079","0.013639522972983"
"Grüne","2017","Hauptschule","Laendlicher Raum","41","0.0141551749901726","0.00986239992987052","0.0184479500504747"
"Grüne","2017","Realschule","Staedtischer Raum","137","","",""
"Grüne","2017","Realschule","Laendlicher Raum","65","0.0221138648568929","0.0168648125243668","0.0273629171894191"
"Grüne","2017","(Fach-)Abitur","Staedtischer Raum","199","","",""
"Grüne","2017","(Fach-)Abitur","Laendlicher Raum","68","0.0641044408023004","0.0503600363346263","0.0778488452699744"
"Grüne","2017","AkademikerIn","Staedtischer Raum","597","0.12517867012142","0.115891218561771","0.134466121681068"
"Grüne","2017","AkademikerIn","Laendlicher Raum","149","","",""
"Linke","2017","(noch) kein Abschluss","Staedtischer Raum","16","","",""
"Linke","2017","(noch) kein Abschluss","Laendlicher Raum","5","0.0160117526636116","0.00500960470971114","0.0270139006175121"
"Linke","2017","Hauptschule","Staedtischer Raum","69","0.0128654351470067","0.00961725881258295","0.0161136114814304"
"Linke","2017","Hauptschule","Laendlicher Raum","57","0.0170650189881314","0.0123585845427292","0.0217714534335335"
"Linke","2017","Realschule","Staedtischer Raum","92","0.0217978939201701","0.0171403853538429","0.0264554024864973"
"Linke","2017","Realschule","Laendlicher Raum","96","0.0308461640700158","0.0246745128537475","0.0370178152862841"
"Linke","2017","(Fach-)Abitur","Staedtischer Raum","109","","",""
"Linke","2017","(Fach-)Abitur","Laendlicher Raum","41","0.0262409815244207","0.0172711567356203","0.0352108063132212"
"Linke","2017","AkademikerIn","Staedtischer Raum","205","","",""
"Linke","2017","AkademikerIn","Laendlicher Raum","100","","",""
"Rechte","2017","(noch) kein Abschluss","Staedtischer Raum","1","","",""
"Rechte","2017","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Rechte","2017","Hauptschule","Staedtischer Raum","16","","",""
"Rechte","2017","Hauptschule","Laendlicher Raum","19","","",""
"Rechte","2017","Realschule","Staedtischer Raum","12","","",""
"Rechte","2017","Realschule","Laendlicher Raum","14","","",""
"Rechte","2017","(Fach-)Abitur","Staedtischer Raum","9","0.00257087841474015","0.000821829537047073","0.00431992729243323"
"Rechte","2017","(Fach-)Abitur","Laendlicher Raum","4","0.00170588784779165","-0.000609760818527446","0.00402153651411075"
"Rechte","2017","AkademikerIn","Staedtischer Raum","5","0.00223653807417971","0.000910751370437734","0.00356232477792168"
"Rechte","2017","AkademikerIn","Laendlicher Raum","1","","",""
"AfD","2017","(noch) kein Abschluss","Staedtischer Raum","9","0.0179881217511044","0.0103165435389637","0.0256596999632452"
"AfD","2017","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"AfD","2017","Hauptschule","Staedtischer Raum","120","","",""
"AfD","2017","Hauptschule","Laendlicher Raum","58","0.0213782700132948","0.0161220935537872","0.0266344464728025"
"AfD","2017","Realschule","Staedtischer Raum","80","0.031109604369212","0.0255720670296415","0.0366471417087826"
"AfD","2017","Realschule","Laendlicher Raum","93","0.0316215027257747","0.0253752686699838","0.0378677367815657"
"AfD","2017","(Fach-)Abitur","Staedtischer Raum","42","0.0195765379375298","0.0147913946365657","0.0243616812384939"
"AfD","2017","(Fach-)Abitur","Laendlicher Raum","19","","",""
"AfD","2017","AkademikerIn","Staedtischer Raum","45","0.0116298360733477","0.00862086284825326","0.0146388092984422"
"AfD","2017","AkademikerIn","Laendlicher Raum","32","0.0188216915927927","0.0127063922402116","0.0249369909453738"
"Andere","2017","(noch) kein Abschluss","Staedtischer Raum","5","0.00322031400888258","-4.99448991724562e-05","0.00649057291693762"
"Andere","2017","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Andere","2017","Hauptschule","Staedtischer Raum","11","","",""
"Andere","2017","Hauptschule","Laendlicher Raum","8","0.00320337507811775","0.00114992851322189","0.00525682164301361"
"Andere","2017","Realschule","Staedtischer Raum","25","","",""
"Andere","2017","Realschule","Laendlicher Raum","8","0.0029241249969669","0.000996748744682105","0.0048515012492517"
"Andere","2017","(Fach-)Abitur","Staedtischer Raum","26","","",""
"Andere","2017","(Fach-)Abitur","Laendlicher Raum","2","","",""
"Andere","2017","AkademikerIn","Staedtischer Raum","20","","",""
"Andere","2017","AkademikerIn","Laendlicher Raum","8","0.00964852552712557","0.00524967123188319","0.0140473798223679"
"keine Parteineigung","2018","(noch) kein Abschluss","Staedtischer Raum","1207","","",""
"keine Parteineigung","2018","(noch) kein Abschluss","Laendlicher Raum","489","0.86507703437406","0.836499006900614","0.893655061847507"
"keine Parteineigung","2018","Hauptschule","Staedtischer Raum","2991","","",""
"keine Parteineigung","2018","Hauptschule","Laendlicher Raum","1871","","",""
"keine Parteineigung","2018","Realschule","Staedtischer Raum","2128","","",""
"keine Parteineigung","2018","Realschule","Laendlicher Raum","1927","","",""
"keine Parteineigung","2018","(Fach-)Abitur","Staedtischer Raum","1946","","",""
"keine Parteineigung","2018","(Fach-)Abitur","Laendlicher Raum","812","0.600681433614747","0.573574450908461","0.627788416321033"
"keine Parteineigung","2018","AkademikerIn","Staedtischer Raum","2254","","",""
"keine Parteineigung","2018","AkademikerIn","Laendlicher Raum","947","0.475419943551978","0.452706304241104","0.498133582862852"
"SPD","2018","(noch) kein Abschluss","Staedtischer Raum","60","0.102410668040454","0.0869380600843543","0.117883275996554"
"SPD","2018","(noch) kein Abschluss","Laendlicher Raum","9","0.0206065283655857","0.00872306759534403","0.0324899891358274"
