"party","year","alter_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"PDS/Linke","2009","35-65 J.","Laendlicher Raum","149","0.0414182435359102","0.0348367342732695","0.047999752798551"
"PDS/Linke","2009","66 und älter","Staedtischer Raum","69","0.022263497121686","0.0166787014212109","0.0278482928221611"
"PDS/Linke","2009","66 und älter","Laendlicher Raum","107","0.0575880721016567","0.0456178212594386","0.0695583229438748"
"Rechtsextrem","2009","16-34 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2009","16-34 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2009","35-65 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2009","35-65 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2009","66 und älter","Staedtischer Raum","","","",""
"Rechtsextrem","2009","66 und älter","Laendlicher Raum","","","",""
"AfD","2009","16-34 J.","Staedtischer Raum","","","",""
"AfD","2009","16-34 J.","Laendlicher Raum","","","",""
"AfD","2009","35-65 J.","Staedtischer Raum","","","",""
"AfD","2009","35-65 J.","Laendlicher Raum","","","",""
"AfD","2009","66 und älter","Staedtischer Raum","","","",""
"AfD","2009","66 und älter","Laendlicher Raum","","","",""
"Sonstige","2009","16-34 J.","Staedtischer Raum","","","",""
"Sonstige","2009","16-34 J.","Laendlicher Raum","","","",""
"Sonstige","2009","35-65 J.","Staedtischer Raum","","","",""
"Sonstige","2009","35-65 J.","Laendlicher Raum","","","",""
"Sonstige","2009","66 und älter","Staedtischer Raum","","","",""
"Sonstige","2009","66 und älter","Laendlicher Raum","","","",""
"keine PN","2010","16-34 J.","Staedtischer Raum","2624","0.601634492971927","0.586869107896046","0.616399878047807"
"keine PN","2010","16-34 J.","Laendlicher Raum","1587","0.671212502128781","0.651758375070405","0.690666629187157"
"keine PN","2010","35-65 J.","Staedtischer Raum","4290","0.518738379188609","0.508156213265859","0.529320545111359"
"keine PN","2010","35-65 J.","Laendlicher Raum","2630","0.588865011325377","0.574707425762913","0.60302259688784"
"keine PN","2010","66 und älter","Staedtischer Raum","943","0.384841015709722","0.366127883845701","0.403554147573743"
"keine PN","2010","66 und älter","Laendlicher Raum","610","0.442571890880649","0.416563387066693","0.468580394694604"
"CDU/CSU","2010","16-34 J.","Staedtischer Raum","471","0.114601153927842","0.10499385018664","0.124208457669045"
"CDU/CSU","2010","16-34 J.","Laendlicher Raum","230","0.108645506476311","0.0957584065699938","0.121532606382628"
"CDU/CSU","2010","35-65 J.","Staedtischer Raum","1447","0.154539079385654","0.146883541832925","0.162194616938384"
"CDU/CSU","2010","35-65 J.","Laendlicher Raum","845","0.173249297276072","0.162359692247313","0.18413890230483"
"CDU/CSU","2010","66 und älter","Staedtischer Raum","796","0.288347678950992","0.27092542735067","0.305769930551315"
"CDU/CSU","2010","66 und älter","Laendlicher Raum","373","0.276149676626226","0.252738368590869","0.299560984661583"
"SPD","2010","16-34 J.","Staedtischer Raum","460","0.117144871705923","0.107445493078708","0.126844250333138"
"SPD","2010","16-34 J.","Laendlicher Raum","150","0.0641667096170519","0.0540187621134334","0.0743146571206705"
"SPD","2010","35-65 J.","Staedtischer Raum","1282","0.161971830779482","0.154168880927355","0.169774780631608"
"SPD","2010","35-65 J.","Laendlicher Raum","516","0.10917213529803","0.100199047861363","0.118145222734696"
"SPD","2010","66 und älter","Staedtischer Raum","566","0.229105057261998","0.212941868217731","0.245268246306266"
"SPD","2010","66 und älter","Laendlicher Raum","246","0.173438849772779","0.153612639398041","0.193265060147518"
"FDP","2010","16-34 J.","Staedtischer Raum","143","0.0333441712375894","0.0279293583847192","0.0387589840904595"
"FDP","2010","16-34 J.","Laendlicher Raum","74","0.0496784554853227","0.0406805088743233","0.0586764020963221"
"FDP","2010","35-65 J.","Staedtischer Raum","298","0.027018468248083","0.0235845304653138","0.0304524060308522"
"FDP","2010","35-65 J.","Laendlicher Raum","110","0.0229356014293436","0.0186282950750907","0.0272429077835966"
"FDP","2010","66 und älter","Staedtischer Raum","105","0.0339051452564678","0.0269444149806069","0.0408658755323288"
"FDP","2010","66 und älter","Laendlicher Raum","","","",""
"Grüne","2010","16-34 J.","Staedtischer Raum","328","0.0860255595572765","0.0775685206467258","0.0944825984678272"
"Grüne","2010","16-34 J.","Laendlicher Raum","75","0.0371438885025378","0.0293123252299814","0.0449754517750941"
"Grüne","2010","35-65 J.","Staedtischer Raum","921","0.0891145245367077","0.0830803773779315","0.0951486716954839"
"Grüne","2010","35-65 J.","Laendlicher Raum","224","0.0360222273145762","0.0306604608751882","0.0413839937539642"
"Grüne","2010","66 und älter","Staedtischer Raum","95","0.0328935204999747","0.0260338312637871","0.0397532097361622"
"Grüne","2010","66 und älter","Laendlicher Raum","","","",""
"PDS/Linke","2010","16-34 J.","Staedtischer Raum","108","0.0230997188653053","0.0185690114747785","0.0276304262558321"
"PDS/Linke","2010","16-34 J.","Laendlicher Raum","77","0.0428706714221959","0.0344820704467773","0.0512592723976146"
"PDS/Linke","2010","35-65 J.","Staedtischer Raum","254","0.0386595001603722","0.0345765272502937","0.0427424730704507"
"PDS/Linke","2010","35-65 J.","Laendlicher Raum","258","0.0560100368556447","0.0493938811360571","0.0626261925752324"
"PDS/Linke","2010","66 und älter","Staedtischer Raum","84","0.0272840460915804","0.0210184914333094","0.0335496007498515"
"PDS/Linke","2010","66 und älter","Laendlicher Raum","125","0.0650224178801937","0.0521113792729304","0.0779334564874569"
"Rechtsextrem","2010","16-34 J.","Staedtischer Raum","56","0.0129711065444826","0.00955846246036332","0.016383750628602"
"Rechtsextrem","2010","16-34 J.","Laendlicher Raum","34","0.0200970556894324","0.0142856414776088","0.025908469901256"
"Rechtsextrem","2010","35-65 J.","Staedtischer Raum","36","0.00591551965872028","0.00429140061208832","0.00753963870535224"
"Rechtsextrem","2010","35-65 J.","Laendlicher Raum","33","0.0088155711042306","0.00612594715930952","0.0115051950491517"
"Rechtsextrem","2010","66 und älter","Staedtischer Raum","","","",""
"Rechtsextrem","2010","66 und älter","Laendlicher Raum","","","",""
"AfD","2010","16-34 J.","Staedtischer Raum","","","",""
"AfD","2010","16-34 J.","Laendlicher Raum","","","",""
"AfD","2010","35-65 J.","Staedtischer Raum","","","",""
"AfD","2010","35-65 J.","Laendlicher Raum","","","",""
"AfD","2010","66 und älter","Staedtischer Raum","","","",""
"AfD","2010","66 und älter","Laendlicher Raum","","","",""
"Sonstige","2010","16-34 J.","Staedtischer Raum","33","0.0111789251896544","0.00800792380098967","0.0143499265783191"
"Sonstige","2010","16-34 J.","Laendlicher Raum","","","",""
"Sonstige","2010","35-65 J.","Staedtischer Raum","36","0.00404269804237179","0.00269880169420388","0.00538659439053971"
"Sonstige","2010","35-65 J.","Laendlicher Raum","","","",""
"Sonstige","2010","66 und älter","Staedtischer Raum","","","",""
"Sonstige","2010","66 und älter","Laendlicher Raum","","","",""
"keine PN","2011","16-34 J.","Staedtischer Raum","1804","0.61772090194489","0.5998330585442","0.63560874534558"
"keine PN","2011","16-34 J.","Laendlicher Raum","1037","0.721980627090169","0.698570630838178","0.745390623342161"
"keine PN","2011","35-65 J.","Staedtischer Raum","3820","0.551660046991566","0.540090414055253","0.563229679927879"
"keine PN","2011","35-65 J.","Laendlicher Raum","2600","0.637213561438229","0.622551719926549","0.65187540294991"
"keine PN","2011","66 und älter","Staedtischer Raum","1319","0.411030441770642","0.394171711528461","0.427889172012822"
"keine PN","2011","66 und älter","Laendlicher Raum","883","0.490692144120918","0.467565607182136","0.513818681059699"
"CDU/CSU","2011","16-34 J.","Staedtischer Raum","291","0.0980165041987889","0.0870713859111208","0.108961622486457"
"CDU/CSU","2011","16-34 J.","Laendlicher Raum","138","0.107805693317614","0.0916005970788697","0.124010789556359"
"CDU/CSU","2011","35-65 J.","Staedtischer Raum","1084","0.139461509196782","0.13140230009271","0.147520718300855"
"CDU/CSU","2011","35-65 J.","Laendlicher Raum","627","0.150899645029794","0.139984132969187","0.161815157090401"
"CDU/CSU","2011","66 und älter","Staedtischer Raum","955","0.278669999509734","0.263307794748228","0.29403220427124"
"CDU/CSU","2011","66 und älter","Laendlicher Raum","442","0.268435192418179","0.247934808549406","0.288935576286952"
"SPD","2011","16-34 J.","Staedtischer Raum","275","0.11461399267013","0.102887808595481","0.12634017674478"
"SPD","2011","16-34 J.","Laendlicher Raum","79","0.0620261930339596","0.0494229021203043","0.0746294839476149"
"SPD","2011","35-65 J.","Staedtischer Raum","1041","0.149635704865204","0.141337193008949","0.157934216721459"
"SPD","2011","35-65 J.","Laendlicher Raum","415","0.0992775144555574","0.0901586356541999","0.108396393256915"
"SPD","2011","66 und älter","Staedtischer Raum","720","0.23252215387613","0.218047555037427","0.246996752714833"
"SPD","2011","66 und älter","Laendlicher Raum","280","0.156924343100495","0.140097823372607","0.173750862828383"
"FDP","2011","16-34 J.","Staedtischer Raum","47","0.0148821304852099","0.010425073241346","0.0193391877290737"
"FDP","2011","16-34 J.","Laendlicher Raum","","","",""
"FDP","2011","35-65 J.","Staedtischer Raum","125","0.0126024920240017","0.0100073906803736","0.0151975933676299"
"FDP","2011","35-65 J.","Laendlicher Raum","49","0.00910526086597101","0.00620871472340203","0.01200180700854"
"FDP","2011","66 und älter","Staedtischer Raum","75","0.0186149252314463","0.0139837435789068","0.0232461068839858"
"FDP","2011","66 und älter","Laendlicher Raum","","","",""
"Grüne","2011","16-34 J.","Staedtischer Raum","311","0.117352157055328","0.105505090455604","0.129199223655052"
"Grüne","2011","16-34 J.","Laendlicher Raum","74","0.0452997170080328","0.0344334014595122","0.0561660325565534"
"Grüne","2011","35-65 J.","Staedtischer Raum","794","0.109353981410634","0.10209375843792","0.116614204383349"
"Grüne","2011","35-65 J.","Laendlicher Raum","230","0.0502003928442355","0.0435416837137197","0.0568591019747514"
"Grüne","2011","66 und älter","Staedtischer Raum","128","0.0364560189493237","0.0300341441310153","0.0428778937676321"
"Grüne","2011","66 und älter","Laendlicher Raum","48","0.0217829922020508","0.0150300623672541","0.0285359220368476"
"PDS/Linke","2011","16-34 J.","Staedtischer Raum","51","0.016054946419509","0.0114283521768245","0.0206815406621935"
"PDS/Linke","2011","16-34 J.","Laendlicher Raum","33","0.0271415439771735","0.0186508508254748","0.0356322371288722"
"PDS/Linke","2011","35-65 J.","Staedtischer Raum","169","0.0253687733655628","0.0217107204055073","0.0290268263256182"
"PDS/Linke","2011","35-65 J.","Laendlicher Raum","162","0.0385695715500507","0.0326973581149829","0.0444417849851184"
"PDS/Linke","2011","66 und älter","Staedtischer Raum","67","0.0198196872652396","0.0150439235683949","0.0245954509620843"
"PDS/Linke","2011","66 und älter","Laendlicher Raum","116","0.0470254050427545","0.0372322462033682","0.0568185638821409"
"Rechtsextrem","2011","16-34 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2011","16-34 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2011","35-65 J.","Staedtischer Raum","31","0.0055123873982067","0.00378992540396961","0.00723484939244378"
"Rechtsextrem","2011","35-65 J.","Laendlicher Raum","","","",""
"Rechtsextrem","2011","66 und älter","Staedtischer Raum","","","",""
"Rechtsextrem","2011","66 und älter","Laendlicher Raum","","","",""
"AfD","2011","16-34 J.","Staedtischer Raum","","","",""
"AfD","2011","16-34 J.","Laendlicher Raum","","","",""
"AfD","2011","35-65 J.","Staedtischer Raum","","","",""
"AfD","2011","35-65 J.","Laendlicher Raum","","","",""
"AfD","2011","66 und älter","Staedtischer Raum","","","",""
"AfD","2011","66 und älter","Laendlicher Raum","","","",""
"Sonstige","2011","16-34 J.","Staedtischer Raum","","","",""
"Sonstige","2011","16-34 J.","Laendlicher Raum","","","",""
"Sonstige","2011","35-65 J.","Staedtischer Raum","34","0.00640510474804214","0.00454923331186394","0.00826097618422034"
"Sonstige","2011","35-65 J.","Laendlicher Raum","","","",""
"Sonstige","2011","66 und älter","Staedtischer Raum","","","",""
"Sonstige","2011","66 und älter","Laendlicher Raum","","","",""
"keine PN","2012","16-34 J.","Staedtischer Raum","1790","0.638079696097391","0.620135201703462","0.65602419049132"
"keine PN","2012","16-34 J.","Laendlicher Raum","979","0.741143391473297","0.717647701292549","0.764639081654046"
"keine PN","2012","35-65 J.","Staedtischer Raum","3774","0.563068965127513","0.551339220016111","0.574798710238915"
"keine PN","2012","35-65 J.","Laendlicher Raum","2672","0.642294122686409","0.627792766552032","0.656795478820786"
"keine PN","2012","66 und älter","Staedtischer Raum","1299","0.418128579887511","0.401191404258471","0.435065755516551"
"keine PN","2012","66 und älter","Laendlicher Raum","911","0.493427544445272","0.4707311109629","0.516123977927645"
"CDU/CSU","2012","16-34 J.","Staedtischer Raum","274","0.0977984859579408","0.0867066067622419","0.10889036515364"
"CDU/CSU","2012","16-34 J.","Laendlicher Raum","144","0.0993034410359975","0.0832606894449504","0.115346192627045"
"CDU/CSU","2012","35-65 J.","Staedtischer Raum","1022","0.133746789650428","0.125697353782686","0.14179622551817"
"CDU/CSU","2012","35-65 J.","Laendlicher Raum","613","0.149377945427283","0.138593689975159","0.160162200879407"
"CDU/CSU","2012","66 und älter","Staedtischer Raum","973","0.287582203882602","0.272039701786494","0.30312470597871"
"CDU/CSU","2012","66 und älter","Laendlicher Raum","465","0.265106847596132","0.245069154979458","0.285144540212805"
"SPD","2012","16-34 J.","Staedtischer Raum","257","0.102457353353259","0.0911337042608408","0.113781002445678"
"SPD","2012","16-34 J.","Laendlicher Raum","69","0.0538933890271968","0.0417805695707175","0.0660062084836761"
"SPD","2012","35-65 J.","Staedtischer Raum","1039","0.149799457394943","0.141359949148773","0.158238965641112"
"SPD","2012","35-65 J.","Laendlicher Raum","453","0.109765630209693","0.100308399742235","0.119222860677151"
"SPD","2012","66 und älter","Staedtischer Raum","709","0.218252692187565","0.204069122300277","0.232436262074853"
"SPD","2012","66 und älter","Laendlicher Raum","320","0.168384571958556","0.151396755718935","0.185372388198176"
"FDP","2012","16-34 J.","Staedtischer Raum","31","0.0122552508200752","0.00814686940164047","0.0163636322385098"
"FDP","2012","16-34 J.","Laendlicher Raum","","","",""
"FDP","2012","35-65 J.","Staedtischer Raum","85","0.00943138948448893","0.00714562514058755","0.0117171538283903"
"FDP","2012","35-65 J.","Laendlicher Raum","38","0.00754639443557979","0.00492819054459865","0.0101645983265609"
"FDP","2012","66 und älter","Staedtischer Raum","70","0.0176889125800986","0.0131625676963634","0.0222152574638338"
"FDP","2012","66 und älter","Laendlicher Raum","","","",""
"Grüne","2012","16-34 J.","Staedtischer Raum","255","0.096864006530848","0.0858195314621792","0.107908481599517"
"Grüne","2012","16-34 J.","Laendlicher Raum","75","0.0512945121203376","0.0394611374266336","0.0631278868140415"
"Grüne","2012","35-65 J.","Staedtischer Raum","689","0.100666969609583","0.0935514748590538","0.107782464360113"
"Grüne","2012","35-65 J.","Laendlicher Raum","205","0.0389628823732427","0.0331085924557455","0.0448171722907399"
"Grüne","2012","66 und älter","Staedtischer Raum","122","0.033871757627628","0.0276600814623866","0.0400834337928694"
"Grüne","2012","66 und älter","Laendlicher Raum","38","0.0175194846776591","0.0115635795133908","0.0234753898419273"
"PDS/Linke","2012","16-34 J.","Staedtischer Raum","43","0.0142969830259768","0.00986413815659171","0.018729827895362"
"PDS/Linke","2012","16-34 J.","Laendlicher Raum","","","",""
"PDS/Linke","2012","35-65 J.","Staedtischer Raum","153","0.0241471674217018","0.0205170005179898","0.0277773343254138"
"PDS/Linke","2012","35-65 J.","Laendlicher Raum","154","0.034334577433639","0.0288257673504775","0.0398433875168004"
"PDS/Linke","2012","66 und älter","Staedtischer Raum","68","0.019365180229977","0.014633264763025","0.024097095696929"
"PDS/Linke","2012","66 und älter","Laendlicher Raum","103","0.0395078593499883","0.0306645708341833","0.0483511478657934"
"Rechtsextrem","2012","16-34 J.","Staedtischer Raum","","","",""
"Rechtsextrem","2012","16-34 J.","Laendlicher Raum","","","",""
