,Unnamed: 0,year,bula_h,regtyp,plh0042,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
818,818,2001,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.31863,50,12266,0.25087,0.40837
819,819,2001,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.68137,86,12266,0.59325,0.76372
820,820,2001,Bavaria,Urban regions,Very concerned,0.06625,54,12266,0.05471,0.07742
821,821,2001,Bavaria,Urban regions,Somewhat concerned,0.26074,231,12266,0.23933,0.28858
822,822,2001,Bavaria,Urban regions,Not concerned at all,0.67302,590,12266,0.63794,0.70781
823,823,2001,Bavaria,Rural regions,Very concerned,0.07322,71,12266,0.0631,0.08418
824,824,2001,Bavaria,Rural regions,Somewhat concerned,0.35437,336,12266,0.33526,0.37912
825,825,2001,Bavaria,Rural regions,Not concerned at all,0.57242,554,12266,0.54163,0.60199
826,826,2001,Berlin,Urban regions,Very concerned,0.17635,80,12266,0.1585,0.19623
827,827,2001,Berlin,Urban regions,Somewhat concerned,0.4104,200,12266,0.37629,0.44713
828,828,2001,Berlin,Urban regions,Not concerned at all,0.41325,181,12266,0.386,0.44898
829,829,2001,Brandenburg,Rural regions,Very concerned,0.25401,118,12266,0.23101,0.2767
830,830,2001,Brandenburg,Rural regions,Somewhat concerned,0.4536,223,12266,0.42055,0.49385
831,831,2001,Brandenburg,Rural regions,Not concerned at all,0.29239,130,12266,0.26587,0.31916
832,832,2001,Mecklenburg-Western Pomerania,Rural regions,Very concerned,0.23828,57,12266,0.20492,0.26869
833,833,2001,Mecklenburg-Western Pomerania,Rural regions,Somewhat concerned,0.44312,121,12266,0.39332,0.48927
834,834,2001,Mecklenburg-Western Pomerania,Rural regions,Not concerned at all,0.3186,83,12266,0.27592,0.36953
835,835,2001,Saxony,Urban regions,Very concerned,0.18384,73,12266,0.15916,0.20524
836,836,2001,Saxony,Urban regions,Somewhat concerned,0.44759,211,12266,0.41246,0.48537
837,837,2001,Saxony,Urban regions,Not concerned at all,0.36857,155,12266,0.33212,0.41589
838,838,2001,Saxony,Rural regions,Very concerned,0.26917,121,12266,0.24508,0.29261
839,839,2001,Saxony,Rural regions,Somewhat concerned,0.44631,209,12266,0.4207,0.48077
840,840,2001,Saxony,Rural regions,Not concerned at all,0.28452,135,12266,0.25694,0.30759
841,841,2001,Saxony-Anhalt,Urban regions,Somewhat concerned,0.51407,41,12266,0.45445,0.58052
842,842,2001,Saxony-Anhalt,Urban regions,Not concerned at all,0.48593,38,12266,0.39453,0.57799
843,843,2001,Saxony-Anhalt,Rural regions,Very concerned,0.19094,81,12266,0.16323,0.21873
844,844,2001,Saxony-Anhalt,Rural regions,Somewhat concerned,0.57047,237,12266,0.52033,0.61727
845,845,2001,Saxony-Anhalt,Rural regions,Not concerned at all,0.23859,103,12266,0.2133,0.26704
846,846,2001,Thuringa,Urban regions,Somewhat concerned,0.56886,72,12266,0.50994,0.64199
847,847,2001,Thuringa,Urban regions,Not concerned at all,0.43114,52,12266,0.36173,0.51457
848,848,2001,Thuringa,Rural regions,Very concerned,0.23842,87,12266,0.20564,0.27472
849,849,2001,Thuringa,Rural regions,Somewhat concerned,0.4294,187,12266,0.39812,0.47082
850,850,2001,Thuringa,Rural regions,Not concerned at all,0.33219,110,12266,0.28821,0.39036
851,851,2002,Schleswig-Holstein,Urban regions,Somewhat concerned,0.2767,48,12972,0.22068,0.33398
852,852,2002,Schleswig-Holstein,Urban regions,Not concerned at all,0.7233,128,12972,0.62497,0.83303
853,853,2002,Schleswig-Holstein,Rural regions,Very concerned,0.16077,31,12972,0.13228,0.19591
854,854,2002,Schleswig-Holstein,Rural regions,Somewhat concerned,0.36779,77,12972,0.31778,0.41457
855,855,2002,Schleswig-Holstein,Rural regions,Not concerned at all,0.47143,143,12972,0.41841,0.53351
856,856,2002,Hamburg,Urban regions,Somewhat concerned,0.47873,70,12972,0.39894,0.56002
857,857,2002,Hamburg,Urban regions,Not concerned at all,0.52127,114,12972,0.44068,0.61925
858,858,2002,Lower Saxony,Urban regions,Very concerned,0.13556,62,12972,0.10155,0.16181
859,859,2002,Lower Saxony,Urban regions,Somewhat concerned,0.36458,183,12972,0.32745,0.4078
860,860,2002,Lower Saxony,Urban regions,Not concerned at all,0.49987,294,12972,0.46006,0.5421
861,861,2002,Lower Saxony,Rural regions,Very concerned,0.1,51,12972,0.08048,0.11702
862,862,2002,Lower Saxony,Rural regions,Somewhat concerned,0.36591,203,12972,0.3266,0.40651
863,863,2002,Lower Saxony,Rural regions,Not concerned at all,0.53408,331,12972,0.48961,0.58887
864,864,2002,Bremen,Urban regions,Not concerned at all,1.0,56,12972,0.79269,1.22375
865,865,2002,North Rhine-Westphalia,Urban regions,Very concerned,0.14337,333,12972,0.13376,0.15459
866,866,2002,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.36712,979,12972,0.35069,0.38586
867,867,2002,North Rhine-Westphalia,Urban regions,Not concerned at all,0.48952,1435,12972,0.47198,0.51196
868,868,2002,Hesse,Urban regions,Very concerned,0.11783,91,12972,0.09731,0.13819
869,869,2002,Hesse,Urban regions,Somewhat concerned,0.41736,320,12972,0.37952,0.46159
870,870,2002,Hesse,Urban regions,Not concerned at all,0.4648,424,12972,0.43398,0.50057
871,871,2002,Hesse,Rural regions,Somewhat concerned,0.43009,65,12972,0.37096,0.49113
872,872,2002,Hesse,Rural regions,Not concerned at all,0.56991,93,12972,0.45638,0.65713
873,873,2002,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.11647,54,12972,0.09846,0.13539
874,874,2002,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.38749,196,12972,0.34914,0.42221
875,875,2002,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.49604,296,12972,0.45689,0.53294
876,876,2002,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,0.38154,67,12972,0.31273,0.44201
877,877,2002,"Rhineland-Palatinate, Saarland",Rural regions,Not concerned at all,0.61846,117,12972,0.53542,0.68636
878,878,2002,Baden-Wuerttemberg,Urban regions,Very concerned,0.11296,161,12972,0.09913,0.12848
879,879,2002,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.39145,550,12972,0.36337,0.42107
880,880,2002,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.49559,808,12972,0.46814,0.52866
881,881,2002,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.58075,71,12972,0.44501,0.72986
882,882,2002,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.41925,66,12972,0.35193,0.50494
883,883,2002,Bavaria,Urban regions,Very concerned,0.10172,85,12972,0.08702,0.12184
884,884,2002,Bavaria,Urban regions,Somewhat concerned,0.34835,348,12972,0.31775,0.37825
885,885,2002,Bavaria,Urban regions,Not concerned at all,0.54993,554,12972,0.51326,0.58736
886,886,2002,Bavaria,Rural regions,Very concerned,0.08961,90,12972,0.07268,0.10583
887,887,2002,Bavaria,Rural regions,Somewhat concerned,0.4173,370,12972,0.3841,0.45126
888,888,2002,Bavaria,Rural regions,Not concerned at all,0.49309,551,12972,0.46051,0.53587
889,889,2002,Berlin,Urban regions,Very concerned,0.28754,128,12972,0.26126,0.32077
890,890,2002,Berlin,Urban regions,Somewhat concerned,0.40366,186,12972,0.3599,0.44796
891,891,2002,Berlin,Urban regions,Not concerned at all,0.3088,169,12972,0.273,0.35108
892,892,2002,Brandenburg,Rural regions,Very concerned,0.30602,131,12972,0.27112,0.3421
893,893,2002,Brandenburg,Rural regions,Somewhat concerned,0.44754,205,12972,0.39762,0.49882
894,894,2002,Brandenburg,Rural regions,Not concerned at all,0.24644,110,12972,0.21237,0.28003
895,895,2002,Mecklenburg-Western Pomerania,Rural regions,Very concerned,0.26568,55,12972,0.21892,0.31325
896,896,2002,Mecklenburg-Western Pomerania,Rural regions,Somewhat concerned,0.38259,100,12972,0.33687,0.44493
897,897,2002,Mecklenburg-Western Pomerania,Rural regions,Not concerned at all,0.35173,93,12972,0.30657,0.40528
898,898,2002,Saxony,Urban regions,Very concerned,0.21418,85,12972,0.1861,0.24814
899,899,2002,Saxony,Urban regions,Somewhat concerned,0.41788,206,12972,0.37783,0.46367
900,900,2002,Saxony,Urban regions,Not concerned at all,0.36794,157,12972,0.32112,0.41673
901,901,2002,Saxony,Rural regions,Very concerned,0.26196,117,12972,0.23192,0.29179
902,902,2002,Saxony,Rural regions,Somewhat concerned,0.46427,224,12972,0.42489,0.51208
903,903,2002,Saxony,Rural regions,Not concerned at all,0.27377,142,12972,0.23486,0.31191
904,904,2002,Saxony-Anhalt,Urban regions,Somewhat concerned,1.0,49,12972,0.85961,1.19587
905,905,2002,Saxony-Anhalt,Rural regions,Very concerned,0.25837,92,12972,0.21536,0.29782
906,906,2002,Saxony-Anhalt,Rural regions,Somewhat concerned,0.49426,199,12972,0.43415,0.55039
907,907,2002,Saxony-Anhalt,Rural regions,Not concerned at all,0.24736,118,12972,0.20553,0.28546
908,908,2002,Thuringa,Urban regions,Somewhat concerned,0.65675,79,12972,0.54874,0.77791
909,909,2002,Thuringa,Urban regions,Not concerned at all,0.34325,52,12972,0.27637,0.43101
910,910,2002,Thuringa,Rural regions,Very concerned,0.19071,59,12972,0.15125,0.22755
911,911,2002,Thuringa,Rural regions,Somewhat concerned,0.51313,191,12972,0.46963,0.5653
912,912,2002,Thuringa,Rural regions,Not concerned at all,0.29616,110,12972,0.23422,0.34763
913,913,2003,Schleswig-Holstein,Urban regions,Somewhat concerned,0.23424,39,12262,0.17859,0.29447
914,914,2003,Schleswig-Holstein,Urban regions,Not concerned at all,0.76576,119,12262,0.65418,0.8726
915,915,2003,Schleswig-Holstein,Rural regions,Somewhat concerned,0.46379,86,12262,0.40034,0.53026
916,916,2003,Schleswig-Holstein,Rural regions,Not concerned at all,0.53621,126,12262,0.45767,0.62435
917,917,2003,Hamburg,Urban regions,Somewhat concerned,0.43859,58,12262,0.35381,0.53737
918,918,2003,Hamburg,Urban regions,Not concerned at all,0.56141,98,12262,0.48808,0.6562
919,919,2003,Lower Saxony,Urban regions,Very concerned,0.14285,65,12262,0.11311,0.18012
920,920,2003,Lower Saxony,Urban regions,Somewhat concerned,0.3545,171,12262,0.31631,0.40287
921,921,2003,Lower Saxony,Urban regions,Not concerned at all,0.50265,286,12262,0.45543,0.55628
922,922,2003,Lower Saxony,Rural regions,Very concerned,0.1131,59,12262,0.09529,0.13895
923,923,2003,Lower Saxony,Rural regions,Somewhat concerned,0.31931,207,12262,0.28168,0.36462
924,924,2003,Lower Saxony,Rural regions,Not concerned at all,0.56758,307,12262,0.51562,0.62781
925,925,2003,Bremen,Urban regions,Not concerned at all,1.0,46,12262,0.78467,1.23884
926,926,2003,North Rhine-Westphalia,Urban regions,Very concerned,0.15925,369,12262,0.14811,0.17077
927,927,2003,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.41136,989,12262,0.39038,0.43088
928,928,2003,North Rhine-Westphalia,Urban regions,Not concerned at all,0.42939,1197,12262,0.40963,0.44794
929,929,2003,Hesse,Urban regions,Very concerned,0.15653,93,12262,0.12995,0.18084
930,930,2003,Hesse,Urban regions,Somewhat concerned,0.39724,299,12262,0.37072,0.43633
931,931,2003,Hesse,Urban regions,Not concerned at all,0.44623,370,12262,0.40737,0.48089
932,932,2003,Hesse,Rural regions,Somewhat concerned,0.35476,63,12262,0.29193,0.42136
933,933,2003,Hesse,Rural regions,Not concerned at all,0.64524,94,12262,0.56649,0.73076
934,934,2003,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.1462,63,12262,0.11917,0.17393
935,935,2003,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.34481,188,12262,0.30517,0.38768
936,936,2003,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.50899,270,12262,0.46624,0.55876
937,937,2003,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,0.33628,61,12262,0.28931,0.39189
938,938,2003,"Rhineland-Palatinate, Saarland",Rural regions,Not concerned at all,0.66372,107,12262,0.58218,0.7481
939,939,2003,Baden-Wuerttemberg,Urban regions,Very concerned,0.14169,196,12262,0.12617,0.15908
940,940,2003,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.41774,559,12262,0.38998,0.446
941,941,2003,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.44058,716,12262,0.41419,0.47113
942,942,2003,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.5541,58,12262,0.41895,0.6884
943,943,2003,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.4459,64,12262,0.37203,0.52658
944,944,2003,Bavaria,Urban regions,Very concerned,0.16021,140,12262,0.13831,0.17762
945,945,2003,Bavaria,Urban regions,Somewhat concerned,0.3882,378,12262,0.35065,0.42099
946,946,2003,Bavaria,Urban regions,Not concerned at all,0.45159,441,12262,0.41,0.4868
947,947,2003,Bavaria,Rural regions,Very concerned,0.1316,129,12262,0.11401,0.14947
948,948,2003,Bavaria,Rural regions,Somewhat concerned,0.42521,370,12262,0.39321,0.45514
949,949,2003,Bavaria,Rural regions,Not concerned at all,0.44319,437,12262,0.40656,0.48103
950,950,2003,Berlin,Urban regions,Very concerned,0.24977,118,12262,0.21793,0.28137
951,951,2003,Berlin,Urban regions,Somewhat concerned,0.43154,194,12262,0.38427,0.48263
952,952,2003,Berlin,Urban regions,Not concerned at all,0.31869,149,12262,0.27737,0.37121
953,953,2003,Brandenburg,Rural regions,Very concerned,0.289,132,12262,0.25377,0.32332
954,954,2003,Brandenburg,Rural regions,Somewhat concerned,0.42272,197,12262,0.38116,0.46823
955,955,2003,Brandenburg,Rural regions,Not concerned at all,0.28828,128,12262,0.24589,0.32307
956,956,2003,Mecklenburg-Western Pomerania,Rural regions,Very concerned,0.22602,52,12262,0.18315,0.2752
957,957,2003,Mecklenburg-Western Pomerania,Rural regions,Somewhat concerned,0.43554,106,12262,0.37347,0.4999
958,958,2003,Mecklenburg-Western Pomerania,Rural regions,Not concerned at all,0.33844,80,12262,0.28253,0.40593
959,959,2003,Saxony,Urban regions,Very concerned,0.2778,104,12262,0.25002,0.31616
960,960,2003,Saxony,Urban regions,Somewhat concerned,0.42962,206,12262,0.38005,0.47118
961,961,2003,Saxony,Urban regions,Not concerned at all,0.29259,134,12262,0.25416,0.33522
962,962,2003,Saxony,Rural regions,Very concerned,0.2591,108,12262,0.23086,0.28814
963,963,2003,Saxony,Rural regions,Somewhat concerned,0.47113,214,12262,0.41958,0.51771
964,964,2003,Saxony,Rural regions,Not concerned at all,0.26977,128,12262,0.2255,0.3201
965,965,2003,Saxony-Anhalt,Urban regions,Somewhat concerned,1.0,45,12262,0.83391,1.18244
966,966,2003,Saxony-Anhalt,Rural regions,Very concerned,0.24325,77,12262,0.19423,0.28577
967,967,2003,Saxony-Anhalt,Rural regions,Somewhat concerned,0.53471,184,12262,0.47643,0.5933
968,968,2003,Saxony-Anhalt,Rural regions,Not concerned at all,0.22204,101,12262,0.18419,0.26203
969,969,2003,Thuringa,Urban regions,Somewhat concerned,0.79732,88,12262,0.62545,0.93261
970,970,2003,Thuringa,Urban regions,Not concerned at all,0.20268,35,12262,0.15474,0.24783
971,971,2003,Thuringa,Rural regions,Very concerned,0.28804,93,12262,0.23872,0.34906
972,972,2003,Thuringa,Rural regions,Somewhat concerned,0.49945,177,12262,0.44317,0.55694
973,973,2003,Thuringa,Rural regions,Not concerned at all,0.21251,94,12262,0.18037,0.24601
974,974,2004,Schleswig-Holstein,Urban regions,Not concerned at all,1.0,123,11947,0.87597,1.13479
975,975,2004,Schleswig-Holstein,Rural regions,Very concerned,0.18458,31,11947,0.14083,0.24458
976,976,2004,Schleswig-Holstein,Rural regions,Somewhat concerned,0.32235,61,11947,0.26337,0.3786
977,977,2004,Schleswig-Holstein,Rural regions,Not concerned at all,0.49307,123,11947,0.43102,0.56417
978,978,2004,Hamburg,Urban regions,Somewhat concerned,0.47141,58,11947,0.39534,0.58152
979,979,2004,Hamburg,Urban regions,Not concerned at all,0.52859,90,11947,0.41659,0.62354
980,980,2004,Lower Saxony,Urban regions,Very concerned,0.21861,91,11947,0.1798,0.25913
981,981,2004,Lower Saxony,Urban regions,Somewhat concerned,0.29449,165,11947,0.26223,0.32828
982,982,2004,Lower Saxony,Urban regions,Not concerned at all,0.4869,250,11947,0.43754,0.54516
983,983,2004,Lower Saxony,Rural regions,Very concerned,0.17924,98,11947,0.14882,0.20622
984,984,2004,Lower Saxony,Rural regions,Somewhat concerned,0.36483,201,11947,0.31941,0.40669
985,985,2004,Lower Saxony,Rural regions,Not concerned at all,0.45593,262,11947,0.40847,0.50607
986,986,2004,Bremen,Urban regions,Somewhat concerned,0.46826,37,11947,0.3564,0.59974
987,987,2004,Bremen,Urban regions,Not concerned at all,0.53174,42,11947,0.3941,0.70762
988,988,2004,North Rhine-Westphalia,Urban regions,Very concerned,0.22709,474,11947,0.21072,0.24325
989,989,2004,North Rhine-Westphalia,Urban regions,Somewhat concerned,0.39414,964,11947,0.3745,0.4185
990,990,2004,North Rhine-Westphalia,Urban regions,Not concerned at all,0.37877,1045,11947,0.36066,0.40409
991,991,2004,North Rhine-Westphalia,Rural regions,Somewhat concerned,1.0,32,11947,0.80944,1.22089
992,992,2004,Hesse,Urban regions,Very concerned,0.17781,112,11947,0.15279,0.20372
993,993,2004,Hesse,Urban regions,Somewhat concerned,0.40731,294,11947,0.37214,0.445
994,994,2004,Hesse,Urban regions,Not concerned at all,0.41488,343,11947,0.37838,0.44601
995,995,2004,Hesse,Rural regions,Somewhat concerned,0.53477,62,11947,0.43054,0.66514
996,996,2004,Hesse,Rural regions,Not concerned at all,0.46523,61,11947,0.39555,0.53357
997,997,2004,"Rhineland-Palatinate, Saarland",Urban regions,Very concerned,0.17088,79,11947,0.1365,0.20002
998,998,2004,"Rhineland-Palatinate, Saarland",Urban regions,Somewhat concerned,0.41321,206,11947,0.36796,0.45616
999,999,2004,"Rhineland-Palatinate, Saarland",Urban regions,Not concerned at all,0.41591,235,11947,0.37272,0.46789
1000,1000,2004,"Rhineland-Palatinate, Saarland",Rural regions,Somewhat concerned,0.52636,77,11947,0.45258,0.61786
1001,1001,2004,"Rhineland-Palatinate, Saarland",Rural regions,Not concerned at all,0.47364,78,11947,0.38693,0.56833
1002,1002,2004,Baden-Wuerttemberg,Urban regions,Very concerned,0.16225,214,11947,0.1436,0.17677
1003,1003,2004,Baden-Wuerttemberg,Urban regions,Somewhat concerned,0.48412,612,11947,0.45025,0.52157
1004,1004,2004,Baden-Wuerttemberg,Urban regions,Not concerned at all,0.35363,574,11947,0.33176,0.38073
1005,1005,2004,Baden-Wuerttemberg,Rural regions,Somewhat concerned,0.56291,60,11947,0.4636,0.67433
1006,1006,2004,Baden-Wuerttemberg,Rural regions,Not concerned at all,0.43709,59,11947,0.34001,0.54018
1007,1007,2004,Bavaria,Urban regions,Very concerned,0.17291,126,11947,0.14789,0.19966
1008,1008,2004,Bavaria,Urban regions,Somewhat concerned,0.39966,371,11947,0.36164,0.43979
1009,1009,2004,Bavaria,Urban regions,Not concerned at all,0.42743,396,11947,0.39222,0.47027
1010,1010,2004,Bavaria,Rural regions,Very concerned,0.16553,143,11947,0.14393,0.18883
1011,1011,2004,Bavaria,Rural regions,Somewhat concerned,0.43919,396,11947,0.40634,0.47439
1012,1012,2004,Bavaria,Rural regions,Not concerned at all,0.39528,394,11947,0.36424,0.43475
1013,1013,2004,Berlin,Urban regions,Very concerned,0.28567,126,11947,0.2516,0.31824
1014,1014,2004,Berlin,Urban regions,Somewhat concerned,0.39448,175,11947,0.35249,0.43601
1015,1015,2004,Berlin,Urban regions,Not concerned at all,0.31986,155,11947,0.28146,0.36778
1016,1016,2004,Brandenburg,Rural regions,Very concerned,0.40351,130,11947,0.34381,0.46993
1017,1017,2004,Brandenburg,Rural regions,Somewhat concerned,0.36538,174,11947,0.32922,0.4006
1018,1018,2004,Brandenburg,Rural regions,Not concerned at all,0.23111,104,11947,0.1968,0.27626
1019,1019,2004,Mecklenburg-Western Pomerania,Rural regions,Very concerned,0.35982,68,11947,0.30623,0.41445
1020,1020,2004,Mecklenburg-Western Pomerania,Rural regions,Somewhat concerned,0.40301,110,11947,0.34987,0.46864
1021,1021,2004,Mecklenburg-Western Pomerania,Rural regions,Not concerned at all,0.23717,60,11947,0.18905,0.28305
1022,1022,2004,Saxony,Urban regions,Very concerned,0.30182,112,11947,0.25914,0.3494
1023,1023,2004,Saxony,Urban regions,Somewhat concerned,0.42082,187,11947,0.37612,0.4712
1024,1024,2004,Saxony,Urban regions,Not concerned at all,0.27736,122,11947,0.23571,0.31614
