"plh0012_h","year","sex","n","percent","lower_confidence","upper_confidence"
"Buendnis90/Gruene/Die Linke","2015","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2015","weiblich","","","",""
"SPD/Die Linke","2015","maennlich","","","",""
"SPD/Die Linke","2015","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2015","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2015","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2015","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2015","weiblich","","","",""
"CDU/Die Linke","2015","maennlich","","","",""
"CDU/Die Linke","2015","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2015","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2015","weiblich","","","",""
"CSU/FDP","2015","maennlich","","","",""
"CSU/FDP","2015","weiblich","","","",""
"Gruene/FDP","2015","maennlich","","","",""
"Gruene/FDP","2015","weiblich","","","",""
"FDP/Die Linke","2015","maennlich","","","",""
"FDP/Die Linke","2015","weiblich","","","",""
"FDP/NPD","2015","maennlich","","","",""
"FDP/NPD","2015","weiblich","","","",""
"Piratenpartei","2015","maennlich","49","0.00893896902102075","0.00638686213328789","0.0114910759087536"
"Piratenpartei","2015","weiblich","","","",""
"AfD","2015","maennlich","177","0.0358629976936749","0.0308210583903118","0.0409049369970379"
"AfD","2015","weiblich","96","0.0206705108819635","0.0167633738606637","0.0245776479032633"
"CDU+/oder CSU/AfD","2015","maennlich","","","",""
"CDU+/oder CSU/AfD","2015","weiblich","","","",""
"SPD/AfD","2015","maennlich","","","",""
"SPD/AfD","2015","weiblich","","","",""
"SPD","2016","maennlich","1275","0.272050093539704","0.259466004609819","0.28463418246959"
"SPD","2016","weiblich","1206","0.274321670746513","0.261497663634926","0.2871456778581"
"CDU","2016","maennlich","1508","0.308392374828394","0.295332822384443","0.321451927272345"
"CDU","2016","weiblich","1504","0.338028106654014","0.324431898775771","0.351624314532257"
"CSU","2016","maennlich","361","0.0762196140722847","0.0687161063673555","0.0837231217772139"
"CSU","2016","weiblich","283","0.0615117220614884","0.0546059063657494","0.0684175377572274"
"FDP","2016","maennlich","189","0.0366933323189947","0.0313768735281415","0.0420097911098478"
"FDP","2016","weiblich","91","0.0204186705621856","0.0163537169383987","0.0244836241859725"
"Buendnis90/Gruene","2016","maennlich","603","0.130287476665529","0.120768598022486","0.139806355308571"
"Buendnis90/Gruene","2016","weiblich","898","0.179599970363611","0.168567123794518","0.190632816932705"
"Die Linke","2016","maennlich","356","0.066992429881202","0.0599227126989662","0.0740621470634378"
"Die Linke","2016","weiblich","347","0.0618943681700334","0.054968518620059","0.0688202177200078"
"NPD/Republikaner/Die Rechte","2016","maennlich","48","0.0127748933051691","0.00959923820802411","0.0159505484023142"
"NPD/Republikaner/Die Rechte","2016","weiblich","","","",""
"Andere","2016","maennlich","58","0.0138233291702397","0.0105216849022818","0.0171249734381976"
"Andere","2016","weiblich","43","0.0071863193619998","0.00475854261325157","0.00961409611074802"
"SPD/Buendnis90/Gruene","2016","maennlich","","","",""
"SPD/Buendnis90/Gruene","2016","weiblich","","","",""
"SPD/CDU","2016","maennlich","","","",""
"SPD/CDU","2016","weiblich","","","",""
"SPD/FDP","2016","maennlich","","","",""
"SPD/FDP","2016","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2016","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2016","weiblich","","","",""
"CDU/CSU","2016","maennlich","","","",""
"CDU/CSU","2016","weiblich","","","",""
"CDU/FDP","2016","maennlich","","","",""
"CDU/FDP","2016","weiblich","","","",""
"CDU/Buendnis90/Gruene","2016","maennlich","","","",""
"CDU/Buendnis90/Gruene","2016","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2016","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2016","weiblich","","","",""
"SPD/Die Linke","2016","maennlich","","","",""
"SPD/Die Linke","2016","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2016","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2016","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2016","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2016","weiblich","","","",""
"CDU/Die Linke","2016","maennlich","","","",""
"CDU/Die Linke","2016","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2016","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2016","weiblich","","","",""
"CSU/FDP","2016","maennlich","","","",""
"CSU/FDP","2016","weiblich","","","",""
"Gruene/FDP","2016","maennlich","","","",""
"Gruene/FDP","2016","weiblich","","","",""
"FDP/Die Linke","2016","maennlich","","","",""
"FDP/Die Linke","2016","weiblich","","","",""
"FDP/NPD","2016","maennlich","","","",""
"FDP/NPD","2016","weiblich","","","",""
"Piratenpartei","2016","maennlich","41","0.00988422404671919","0.00708678345484151","0.0126816646385969"
"Piratenpartei","2016","weiblich","","","",""
"AfD","2016","maennlich","332","0.0667227435669743","0.059666251125031","0.0737792360089175"
"AfD","2016","weiblich","185","0.0373912174068511","0.0319382697717307","0.0428441650419715"
"CDU+/oder CSU/AfD","2016","maennlich","","","",""
"CDU+/oder CSU/AfD","2016","weiblich","","","",""
"SPD/AfD","2016","maennlich","","","",""
"SPD/AfD","2016","weiblich","","","",""
"SPD","2017","maennlich","1605","0.307977452399672","0.295911960884744","0.320042943914601"
"SPD","2017","weiblich","1591","0.324833090696204","0.312242904202565","0.337423277189843"
"CDU","2017","maennlich","1847","0.297608983900412","0.285659808734311","0.309558159066514"
"CDU","2017","weiblich","1785","0.328587179277062","0.315959702494627","0.341214656059498"
"CSU","2017","maennlich","375","0.0702959355532452","0.0636146057878568","0.0769772653186336"
"CSU","2017","weiblich","275","0.0490044400479387","0.0432007606061915","0.0548081194896859"
"FDP","2017","maennlich","276","0.0452229967948682","0.0397922934581254","0.0506537001316109"
"FDP","2017","weiblich","153","0.0309490448330298","0.0262932547745458","0.0356048348915138"
"Buendnis90/Gruene","2017","maennlich","581","0.0965994048741762","0.0888787729795441","0.104320036768808"
"Buendnis90/Gruene","2017","weiblich","816","0.140378308113981","0.131039313143033","0.149717303084929"
"Die Linke","2017","maennlich","421","0.0740613524838949","0.0672173153054148","0.080905389662375"
"Die Linke","2017","weiblich","396","0.0676762179053179","0.0609232003627755","0.0744292354478603"
"NPD/Republikaner/Die Rechte","2017","maennlich","58","0.00814736926576038","0.00579796523235241","0.0104967732991684"
"NPD/Republikaner/Die Rechte","2017","weiblich","","","",""
"Andere","2017","maennlich","72","0.0155147961759547","0.0122847921107612","0.0187448002411483"
"Andere","2017","weiblich","47","0.00802434771851586","0.00562578083729949","0.0104229145997322"
"SPD/Buendnis90/Gruene","2017","maennlich","","","",""
"SPD/Buendnis90/Gruene","2017","weiblich","","","",""
"SPD/CDU","2017","maennlich","","","",""
"SPD/CDU","2017","weiblich","","","",""
"SPD/FDP","2017","maennlich","","","",""
"SPD/FDP","2017","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2017","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2017","weiblich","","","",""
"CDU/CSU","2017","maennlich","","","",""
"CDU/CSU","2017","weiblich","","","",""
"CDU/FDP","2017","maennlich","","","",""
"CDU/FDP","2017","weiblich","","","",""
"CDU/Buendnis90/Gruene","2017","maennlich","","","",""
"CDU/Buendnis90/Gruene","2017","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2017","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2017","weiblich","","","",""
"SPD/Die Linke","2017","maennlich","","","",""
"SPD/Die Linke","2017","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2017","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2017","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2017","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2017","weiblich","","","",""
"CDU/Die Linke","2017","maennlich","","","",""
"CDU/Die Linke","2017","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2017","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2017","weiblich","","","",""
"CSU/FDP","2017","maennlich","","","",""
"CSU/FDP","2017","weiblich","","","",""
"Gruene/FDP","2017","maennlich","","","",""
"Gruene/FDP","2017","weiblich","","","",""
"FDP/Die Linke","2017","maennlich","","","",""
"FDP/Die Linke","2017","weiblich","","","",""
"FDP/NPD","2017","maennlich","","","",""
"FDP/NPD","2017","weiblich","","","",""
"Piratenpartei","2017","maennlich","","","",""
"Piratenpartei","2017","weiblich","","","",""
"AfD","2017","maennlich","350","0.0751342690311262","0.068244830784052","0.0820237072782005"
"AfD","2017","weiblich","162","0.0289074481008358","0.0244031031156629","0.0334117930860088"
"CDU+/oder CSU/AfD","2017","maennlich","","","",""
"CDU+/oder CSU/AfD","2017","weiblich","","","",""
"SPD/AfD","2017","maennlich","","","",""
"SPD/AfD","2017","weiblich","","","",""
"SPD","2018","maennlich","1430","0.272034725658442","0.26055444688054","0.283515004436344"
"SPD","2018","weiblich","1315","0.261758549480702","0.250028441303431","0.273488657657972"
"CDU","2018","maennlich","1802","0.284296904788397","0.272660001011638","0.295933808565156"
"CDU","2018","weiblich","1705","0.31999290718164","0.307545489470926","0.332440324892355"
"CSU","2018","maennlich","360","0.065698123422196","0.0593065906109551","0.072089656233437"
"CSU","2018","weiblich","261","0.05339251895952","0.0473935372477143","0.0593915006713256"
"FDP","2018","maennlich","334","0.0564074444085708","0.0504556846213562","0.0623592041957854"
"FDP","2018","weiblich","207","0.039321376387212","0.0341350984685003","0.0445076543059237"
"Buendnis90/Gruene","2018","maennlich","733","0.119443025921735","0.111076521230727","0.127809530612744"
"Buendnis90/Gruene","2018","weiblich","1032","0.176861656622908","0.166680300532651","0.187043012713166"
"Die Linke","2018","maennlich","490","0.0779633308520734","0.0710465467646162","0.0848801149395305"
"Die Linke","2018","weiblich","487","0.0813684752335048","0.0740730413159528","0.0886639091510568"
"NPD/Republikaner/Die Rechte","2018","maennlich","","","",""
"NPD/Republikaner/Die Rechte","2018","weiblich","","","",""
"Andere","2018","maennlich","94","0.0210746994329042","0.0173692541797483","0.0247801446860602"
"Andere","2018","weiblich","72","0.00936373874466572","0.00679373284102332","0.0119337446483081"
"SPD/Buendnis90/Gruene","2018","maennlich","","","",""
"SPD/Buendnis90/Gruene","2018","weiblich","","","",""
"SPD/CDU","2018","maennlich","","","",""
"SPD/CDU","2018","weiblich","","","",""
"SPD/FDP","2018","maennlich","","","",""
"SPD/FDP","2018","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2018","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2018","weiblich","","","",""
"CDU/CSU","2018","maennlich","","","",""
"CDU/CSU","2018","weiblich","","","",""
"CDU/FDP","2018","maennlich","","","",""
"CDU/FDP","2018","weiblich","","","",""
"CDU/Buendnis90/Gruene","2018","maennlich","","","",""
"CDU/Buendnis90/Gruene","2018","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2018","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2018","weiblich","","","",""
"SPD/Die Linke","2018","maennlich","","","",""
"SPD/Die Linke","2018","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2018","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2018","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2018","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2018","weiblich","","","",""
"CDU/Die Linke","2018","maennlich","","","",""
"CDU/Die Linke","2018","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2018","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2018","weiblich","","","",""
"CSU/FDP","2018","maennlich","","","",""
"CSU/FDP","2018","weiblich","","","",""
"Gruene/FDP","2018","maennlich","","","",""
"Gruene/FDP","2018","weiblich","","","",""
"FDP/Die Linke","2018","maennlich","","","",""
"FDP/Die Linke","2018","weiblich","","","",""
"FDP/NPD","2018","maennlich","","","",""
"FDP/NPD","2018","weiblich","","","",""
"Piratenpartei","2018","maennlich","","","",""
"Piratenpartei","2018","weiblich","","","",""
"AfD","2018","maennlich","468","0.0907564772302887","0.0833456983896929","0.0981672560708844"
"AfD","2018","weiblich","251","0.0433897855912098","0.037953357780778","0.0488262134016416"
"CDU+/oder CSU/AfD","2018","maennlich","","","",""
"CDU+/oder CSU/AfD","2018","weiblich","","","",""
"SPD/AfD","2018","maennlich","","","",""
"SPD/AfD","2018","weiblich","","","",""
"SPD","2019","maennlich","1150","0.217290610360877","0.206768422883181","0.227812797838573"
"SPD","2019","weiblich","978","0.208140661099686","0.197355381453765","0.218925940745607"
"CDU","2019","maennlich","1648","0.261058506781356","0.249852284429369","0.272264729133343"
"CDU","2019","weiblich","1489","0.281462543469084","0.269515403989873","0.293409682948296"
"CSU","2019","maennlich","392","0.0600700858773184","0.0540074407768719","0.0661327309777648"
"CSU","2019","weiblich","257","0.0453571438717437","0.0398290903774311","0.0508851973660562"
"FDP","2019","maennlich","439","0.0569784615954725","0.051064187480799","0.0628927357101459"
"FDP","2019","weiblich","229","0.0348855608682125","0.030010936162173","0.039760185574252"
"Buendnis90/Gruene","2019","maennlich","1110","0.183654936592998","0.173775698040705","0.19353417514529"
"Buendnis90/Gruene","2019","weiblich","1620","0.269997769972954","0.258203498880849","0.281792041065059"
"Die Linke","2019","maennlich","457","0.0820444661978922","0.0750424880235346","0.0890464443722498"
"Die Linke","2019","weiblich","447","0.0776875240858873","0.0705763124172218","0.0847987357545527"
"NPD/Republikaner/Die Rechte","2019","maennlich","","","",""
"NPD/Republikaner/Die Rechte","2019","weiblich","","","",""
"Andere","2019","maennlich","143","0.0241164165484399","0.0202022375886374","0.0280305955082423"
"Andere","2019","weiblich","121","0.0186404824145988","0.0150473636933391","0.0222336011358585"
"SPD/Buendnis90/Gruene","2019","maennlich","","","",""
"SPD/Buendnis90/Gruene","2019","weiblich","","","",""
"SPD/CDU","2019","maennlich","","","",""
"SPD/CDU","2019","weiblich","","","",""
"SPD/FDP","2019","maennlich","","","",""
"SPD/FDP","2019","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2019","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2019","weiblich","","","",""
"CDU/CSU","2019","maennlich","","","",""
"CDU/CSU","2019","weiblich","","","",""
"CDU/FDP","2019","maennlich","","","",""
"CDU/FDP","2019","weiblich","","","",""
"CDU/Buendnis90/Gruene","2019","maennlich","","","",""
"CDU/Buendnis90/Gruene","2019","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2019","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2019","weiblich","","","",""
"SPD/Die Linke","2019","maennlich","","","",""
"SPD/Die Linke","2019","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2019","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2019","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2019","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2019","weiblich","","","",""
"CDU/Die Linke","2019","maennlich","","","",""
"CDU/Die Linke","2019","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2019","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2019","weiblich","","","",""
"CSU/FDP","2019","maennlich","","","",""
"CSU/FDP","2019","weiblich","","","",""
"Gruene/FDP","2019","maennlich","","","",""
"Gruene/FDP","2019","weiblich","","","",""
"FDP/Die Linke","2019","maennlich","","","",""
"FDP/Die Linke","2019","weiblich","","","",""
"FDP/NPD","2019","maennlich","","","",""
"FDP/NPD","2019","weiblich","","","",""
"Piratenpartei","2019","maennlich","","","",""
"Piratenpartei","2019","weiblich","","","",""
"AfD","2019","maennlich","499","0.100587261395149","0.0929130052096838","0.108261517580614"
"AfD","2019","weiblich","242","0.0448921528945007","0.0393911693329885","0.050393136456013"
"CDU+/oder CSU/AfD","2019","maennlich","","","",""
"CDU+/oder CSU/AfD","2019","weiblich","","","",""
"SPD/AfD","2019","maennlich","","","",""
"SPD/AfD","2019","weiblich","","","",""
