"plh0012_h","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"NPD/Republikaner/Die Rechte","2003","66 und älter","weiblich","","","",""
"Andere","2003","16-34 Jahre alt","maennlich","","","",""
"Andere","2003","16-34 Jahre alt","weiblich","","","",""
"Andere","2003","35-65 Jahre alt","maennlich","30","0.00769184526396329","0.00474698931703103","0.0106367012108956"
"Andere","2003","35-65 Jahre alt","weiblich","","","",""
"Andere","2003","66 und älter","maennlich","","","",""
"Andere","2003","66 und älter","weiblich","","","",""
"SPD/Buendnis90/Gruene","2003","16-34 Jahre alt","maennlich","","","",""
"SPD/Buendnis90/Gruene","2003","16-34 Jahre alt","weiblich","","","",""
"SPD/Buendnis90/Gruene","2003","35-65 Jahre alt","maennlich","","","",""
"SPD/Buendnis90/Gruene","2003","35-65 Jahre alt","weiblich","37","0.0154812516779038","0.0111027188960137","0.019859784459794"
"SPD/Buendnis90/Gruene","2003","66 und älter","maennlich","","","",""
"SPD/Buendnis90/Gruene","2003","66 und älter","weiblich","","","",""
"SPD/CDU","2003","16-34 Jahre alt","maennlich","","","",""
"SPD/CDU","2003","16-34 Jahre alt","weiblich","","","",""
"SPD/CDU","2003","35-65 Jahre alt","maennlich","","","",""
"SPD/CDU","2003","35-65 Jahre alt","weiblich","","","",""
"SPD/CDU","2003","66 und älter","maennlich","","","",""
"SPD/CDU","2003","66 und älter","weiblich","","","",""
"SPD/FDP","2003","16-34 Jahre alt","maennlich","","","",""
"SPD/FDP","2003","16-34 Jahre alt","weiblich","","","",""
"SPD/FDP","2003","35-65 Jahre alt","maennlich","","","",""
"SPD/FDP","2003","35-65 Jahre alt","weiblich","","","",""
"SPD/FDP","2003","66 und älter","maennlich","","","",""
"SPD/FDP","2003","66 und älter","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2003","16-34 Jahre alt","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2003","16-34 Jahre alt","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2003","35-65 Jahre alt","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2003","35-65 Jahre alt","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2003","66 und älter","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2003","66 und älter","weiblich","","","",""
"CDU/CSU","2003","16-34 Jahre alt","maennlich","","","",""
"CDU/CSU","2003","16-34 Jahre alt","weiblich","","","",""
"CDU/CSU","2003","35-65 Jahre alt","maennlich","","","",""
"CDU/CSU","2003","35-65 Jahre alt","weiblich","","","",""
"CDU/CSU","2003","66 und älter","maennlich","","","",""
"CDU/CSU","2003","66 und älter","weiblich","","","",""
"CDU/FDP","2003","16-34 Jahre alt","maennlich","","","",""
"CDU/FDP","2003","16-34 Jahre alt","weiblich","","","",""
"CDU/FDP","2003","35-65 Jahre alt","maennlich","","","",""
"CDU/FDP","2003","35-65 Jahre alt","weiblich","","","",""
"CDU/FDP","2003","66 und älter","maennlich","","","",""
"CDU/FDP","2003","66 und älter","weiblich","","","",""
"CDU/Buendnis90/Gruene","2003","16-34 Jahre alt","maennlich","","","",""
"CDU/Buendnis90/Gruene","2003","16-34 Jahre alt","weiblich","","","",""
"CDU/Buendnis90/Gruene","2003","35-65 Jahre alt","maennlich","","","",""
"CDU/Buendnis90/Gruene","2003","35-65 Jahre alt","weiblich","","","",""
"CDU/Buendnis90/Gruene","2003","66 und älter","maennlich","","","",""
"CDU/Buendnis90/Gruene","2003","66 und älter","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2003","16-34 Jahre alt","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2003","16-34 Jahre alt","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2003","35-65 Jahre alt","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2003","35-65 Jahre alt","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2003","66 und älter","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2003","66 und älter","weiblich","","","",""
"SPD/Die Linke","2003","16-34 Jahre alt","maennlich","","","",""
"SPD/Die Linke","2003","16-34 Jahre alt","weiblich","","","",""
"SPD/Die Linke","2003","35-65 Jahre alt","maennlich","","","",""
"SPD/Die Linke","2003","35-65 Jahre alt","weiblich","","","",""
"SPD/Die Linke","2003","66 und älter","maennlich","","","",""
"SPD/Die Linke","2003","66 und älter","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2003","16-34 Jahre alt","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2003","16-34 Jahre alt","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2003","35-65 Jahre alt","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2003","35-65 Jahre alt","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2003","66 und älter","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2003","66 und älter","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2003","16-34 Jahre alt","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2003","16-34 Jahre alt","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2003","35-65 Jahre alt","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2003","35-65 Jahre alt","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2003","66 und älter","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2003","66 und älter","weiblich","","","",""
"CDU/Die Linke","2003","16-34 Jahre alt","maennlich","","","",""
"CDU/Die Linke","2003","16-34 Jahre alt","weiblich","","","",""
"CDU/Die Linke","2003","35-65 Jahre alt","maennlich","","","",""
"CDU/Die Linke","2003","35-65 Jahre alt","weiblich","","","",""
"CDU/Die Linke","2003","66 und älter","maennlich","","","",""
"CDU/Die Linke","2003","66 und älter","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2003","16-34 Jahre alt","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2003","16-34 Jahre alt","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2003","35-65 Jahre alt","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2003","35-65 Jahre alt","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2003","66 und älter","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2003","66 und älter","weiblich","","","",""
"CSU/FDP","2003","16-34 Jahre alt","maennlich","","","",""
"CSU/FDP","2003","16-34 Jahre alt","weiblich","","","",""
"CSU/FDP","2003","35-65 Jahre alt","maennlich","","","",""
"CSU/FDP","2003","35-65 Jahre alt","weiblich","","","",""
"CSU/FDP","2003","66 und älter","maennlich","","","",""
"CSU/FDP","2003","66 und älter","weiblich","","","",""
"Gruene/FDP","2003","16-34 Jahre alt","maennlich","","","",""
"Gruene/FDP","2003","16-34 Jahre alt","weiblich","","","",""
"Gruene/FDP","2003","35-65 Jahre alt","maennlich","","","",""
"Gruene/FDP","2003","35-65 Jahre alt","weiblich","","","",""
"Gruene/FDP","2003","66 und älter","maennlich","","","",""
"Gruene/FDP","2003","66 und älter","weiblich","","","",""
"FDP/Die Linke","2003","16-34 Jahre alt","maennlich","","","",""
"FDP/Die Linke","2003","16-34 Jahre alt","weiblich","","","",""
"FDP/Die Linke","2003","35-65 Jahre alt","maennlich","","","",""
"FDP/Die Linke","2003","35-65 Jahre alt","weiblich","","","",""
"FDP/Die Linke","2003","66 und älter","maennlich","","","",""
"FDP/Die Linke","2003","66 und älter","weiblich","","","",""
"FDP/NPD","2003","16-34 Jahre alt","maennlich","","","",""
"FDP/NPD","2003","16-34 Jahre alt","weiblich","","","",""
"FDP/NPD","2003","35-65 Jahre alt","maennlich","","","",""
"FDP/NPD","2003","35-65 Jahre alt","weiblich","","","",""
"FDP/NPD","2003","66 und älter","maennlich","","","",""
"FDP/NPD","2003","66 und älter","weiblich","","","",""
"Piratenpartei","2003","16-34 Jahre alt","maennlich","","","",""
"Piratenpartei","2003","16-34 Jahre alt","weiblich","","","",""
"Piratenpartei","2003","35-65 Jahre alt","maennlich","","","",""
"Piratenpartei","2003","35-65 Jahre alt","weiblich","","","",""
"Piratenpartei","2003","66 und älter","maennlich","","","",""
"Piratenpartei","2003","66 und älter","weiblich","","","",""
"AfD","2003","16-34 Jahre alt","maennlich","","","",""
"AfD","2003","16-34 Jahre alt","weiblich","","","",""
"AfD","2003","35-65 Jahre alt","maennlich","","","",""
"AfD","2003","35-65 Jahre alt","weiblich","","","",""
"AfD","2003","66 und älter","maennlich","","","",""
"AfD","2003","66 und älter","weiblich","","","",""
"CDU+/oder CSU/AfD","2003","16-34 Jahre alt","maennlich","","","",""
"CDU+/oder CSU/AfD","2003","16-34 Jahre alt","weiblich","","","",""
"CDU+/oder CSU/AfD","2003","35-65 Jahre alt","maennlich","","","",""
"CDU+/oder CSU/AfD","2003","35-65 Jahre alt","weiblich","","","",""
"CDU+/oder CSU/AfD","2003","66 und älter","maennlich","","","",""
"CDU+/oder CSU/AfD","2003","66 und älter","weiblich","","","",""
"SPD/AfD","2003","16-34 Jahre alt","maennlich","","","",""
"SPD/AfD","2003","16-34 Jahre alt","weiblich","","","",""
"SPD/AfD","2003","35-65 Jahre alt","maennlich","","","",""
"SPD/AfD","2003","35-65 Jahre alt","weiblich","","","",""
"SPD/AfD","2003","66 und älter","maennlich","","","",""
"SPD/AfD","2003","66 und älter","weiblich","","","",""
"SPD","2004","16-34 Jahre alt","maennlich","277","0.299640790053546","0.269811365113379","0.329470214993714"
"SPD","2004","16-34 Jahre alt","weiblich","254","0.320100506965004","0.287651352896897","0.352549661033111"
"SPD","2004","35-65 Jahre alt","maennlich","992","0.362519291015053","0.344980525892059","0.380058056138048"
"SPD","2004","35-65 Jahre alt","weiblich","914","0.386391222963493","0.367436453047215","0.405345992879771"
"SPD","2004","66 und älter","maennlich","347","0.387497339605234","0.357042263831579","0.417952415378889"
"SPD","2004","66 und älter","weiblich","314","0.331538139605204","0.301680775111896","0.361395504098512"
"CDU","2004","16-34 Jahre alt","maennlich","298","0.322065689059668","0.291639326952965","0.35249205116637"
"CDU","2004","16-34 Jahre alt","weiblich","236","0.306330517470365","0.274267140113462","0.338393894827269"
"CDU","2004","35-65 Jahre alt","maennlich","1028","0.342718354189487","0.325402482383693","0.360034225995281"
"CDU","2004","35-65 Jahre alt","weiblich","861","0.337491999679292","0.319084855508915","0.355899143849668"
"CDU","2004","66 und älter","maennlich","389","0.384123588029862","0.353717986057998","0.414529190001726"
"CDU","2004","66 und älter","weiblich","422","0.435086689280512","0.403643600085387","0.466529778475636"
"CSU","2004","16-34 Jahre alt","maennlich","70","0.0817268356436197","0.0638885842353483","0.0995650870518911"
"CSU","2004","16-34 Jahre alt","weiblich","56","0.0612735719574933","0.0445917315760369","0.0779554123389497"
"CSU","2004","35-65 Jahre alt","maennlich","249","0.0796095288219086","0.0697338146634042","0.0894852429804131"
"CSU","2004","35-65 Jahre alt","weiblich","174","0.0675791931352604","0.0578074602151627","0.077350926055358"
"CSU","2004","66 und älter","maennlich","107","0.107892842010198","0.0884984503990919","0.127287233621304"
"CSU","2004","66 und älter","weiblich","91","0.111978467454536","0.0919786784825137","0.131978256426558"
"FDP","2004","16-34 Jahre alt","maennlich","65","0.073479392978176","0.0564893564088309","0.0904694295475211"
"FDP","2004","16-34 Jahre alt","weiblich","","","",""
"FDP","2004","35-65 Jahre alt","maennlich","144","0.0438379680575349","0.036368479216863","0.0513074568982068"
"FDP","2004","35-65 Jahre alt","weiblich","78","0.02184178759391","0.016151846744655","0.0275317284431651"
"FDP","2004","66 und älter","maennlich","32","0.0320022997470399","0.0209996043687475","0.0430049951253322"
"FDP","2004","66 und älter","weiblich","35","0.0364984569408132","0.0246049518036019","0.0483919620780245"
"Buendnis90/Gruene","2004","16-34 Jahre alt","maennlich","96","0.121961584658241","0.100653114036696","0.143270055279785"
"Buendnis90/Gruene","2004","16-34 Jahre alt","weiblich","145","0.187406893279026","0.160263309489804","0.214550477068247"
"Buendnis90/Gruene","2004","35-65 Jahre alt","maennlich","261","0.0955024137191757","0.0847795494723216","0.10622527796603"
"Buendnis90/Gruene","2004","35-65 Jahre alt","weiblich","322","0.114141724856204","0.101763355198749","0.126520094513659"
"Buendnis90/Gruene","2004","66 und älter","maennlich","","","",""
"Buendnis90/Gruene","2004","66 und älter","weiblich","30","0.0307182825485009","0.0197744388646398","0.0416621262323621"
"Die Linke","2004","16-34 Jahre alt","maennlich","39","0.0363684863974686","0.0241785313892744","0.0485584414056629"
"Die Linke","2004","16-34 Jahre alt","weiblich","30","0.0349672625420774","0.0221899452300741","0.0477445798540807"
"Die Linke","2004","35-65 Jahre alt","maennlich","113","0.0357804586493592","0.0290038743740366","0.0425570429246818"
"Die Linke","2004","35-65 Jahre alt","weiblich","114","0.0367315207020036","0.0294091411231511","0.0440539002808561"
"Die Linke","2004","66 und älter","maennlich","67","0.0556631528693162","0.041330760107097","0.0699955456315353"
"Die Linke","2004","66 und älter","weiblich","56","0.0438047213773253","0.030824557849357","0.0567848849052936"
"NPD/Republikaner/Die Rechte","2004","16-34 Jahre alt","maennlich","","","",""
"NPD/Republikaner/Die Rechte","2004","16-34 Jahre alt","weiblich","","","",""
"NPD/Republikaner/Die Rechte","2004","35-65 Jahre alt","maennlich","","","",""
"NPD/Republikaner/Die Rechte","2004","35-65 Jahre alt","weiblich","","","",""
"NPD/Republikaner/Die Rechte","2004","66 und älter","maennlich","","","",""
"NPD/Republikaner/Die Rechte","2004","66 und älter","weiblich","","","",""
"Andere","2004","16-34 Jahre alt","maennlich","","","",""
"Andere","2004","16-34 Jahre alt","weiblich","","","",""
"Andere","2004","35-65 Jahre alt","maennlich","37","0.0125104689993671","0.00845535588327344","0.0165655821154608"
"Andere","2004","35-65 Jahre alt","weiblich","","","",""
"Andere","2004","66 und älter","maennlich","","","",""
"Andere","2004","66 und älter","weiblich","","","",""
"SPD/Buendnis90/Gruene","2004","16-34 Jahre alt","maennlich","","","",""
"SPD/Buendnis90/Gruene","2004","16-34 Jahre alt","weiblich","","","",""
"SPD/Buendnis90/Gruene","2004","35-65 Jahre alt","maennlich","","","",""
"SPD/Buendnis90/Gruene","2004","35-65 Jahre alt","weiblich","","","",""
"SPD/Buendnis90/Gruene","2004","66 und älter","maennlich","","","",""
"SPD/Buendnis90/Gruene","2004","66 und älter","weiblich","","","",""
"SPD/CDU","2004","16-34 Jahre alt","maennlich","","","",""
"SPD/CDU","2004","16-34 Jahre alt","weiblich","","","",""
"SPD/CDU","2004","35-65 Jahre alt","maennlich","","","",""
"SPD/CDU","2004","35-65 Jahre alt","weiblich","","","",""
"SPD/CDU","2004","66 und älter","maennlich","","","",""
"SPD/CDU","2004","66 und älter","weiblich","","","",""
"SPD/FDP","2004","16-34 Jahre alt","maennlich","","","",""
"SPD/FDP","2004","16-34 Jahre alt","weiblich","","","",""
"SPD/FDP","2004","35-65 Jahre alt","maennlich","","","",""
"SPD/FDP","2004","35-65 Jahre alt","weiblich","","","",""
"SPD/FDP","2004","66 und älter","maennlich","","","",""
"SPD/FDP","2004","66 und älter","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2004","16-34 Jahre alt","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2004","16-34 Jahre alt","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2004","35-65 Jahre alt","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2004","35-65 Jahre alt","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2004","66 und älter","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2004","66 und älter","weiblich","","","",""
"CDU/CSU","2004","16-34 Jahre alt","maennlich","","","",""
"CDU/CSU","2004","16-34 Jahre alt","weiblich","","","",""
"CDU/CSU","2004","35-65 Jahre alt","maennlich","","","",""
"CDU/CSU","2004","35-65 Jahre alt","weiblich","","","",""
"CDU/CSU","2004","66 und älter","maennlich","","","",""
"CDU/CSU","2004","66 und älter","weiblich","","","",""
"CDU/FDP","2004","16-34 Jahre alt","maennlich","","","",""
"CDU/FDP","2004","16-34 Jahre alt","weiblich","","","",""
"CDU/FDP","2004","35-65 Jahre alt","maennlich","","","",""
"CDU/FDP","2004","35-65 Jahre alt","weiblich","","","",""
"CDU/FDP","2004","66 und älter","maennlich","","","",""
"CDU/FDP","2004","66 und älter","weiblich","","","",""
"CDU/Buendnis90/Gruene","2004","16-34 Jahre alt","maennlich","","","",""
"CDU/Buendnis90/Gruene","2004","16-34 Jahre alt","weiblich","","","",""
"CDU/Buendnis90/Gruene","2004","35-65 Jahre alt","maennlich","","","",""
"CDU/Buendnis90/Gruene","2004","35-65 Jahre alt","weiblich","","","",""
"CDU/Buendnis90/Gruene","2004","66 und älter","maennlich","","","",""
"CDU/Buendnis90/Gruene","2004","66 und älter","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2004","16-34 Jahre alt","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2004","16-34 Jahre alt","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2004","35-65 Jahre alt","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2004","35-65 Jahre alt","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2004","66 und älter","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2004","66 und älter","weiblich","","","",""
"SPD/Die Linke","2004","16-34 Jahre alt","maennlich","","","",""
"SPD/Die Linke","2004","16-34 Jahre alt","weiblich","","","",""
"SPD/Die Linke","2004","35-65 Jahre alt","maennlich","","","",""
"SPD/Die Linke","2004","35-65 Jahre alt","weiblich","","","",""
"SPD/Die Linke","2004","66 und älter","maennlich","","","",""
"SPD/Die Linke","2004","66 und älter","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2004","16-34 Jahre alt","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2004","16-34 Jahre alt","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2004","35-65 Jahre alt","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2004","35-65 Jahre alt","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2004","66 und älter","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2004","66 und älter","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2004","16-34 Jahre alt","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2004","16-34 Jahre alt","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2004","35-65 Jahre alt","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2004","35-65 Jahre alt","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2004","66 und älter","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2004","66 und älter","weiblich","","","",""
"CDU/Die Linke","2004","16-34 Jahre alt","maennlich","","","",""
"CDU/Die Linke","2004","16-34 Jahre alt","weiblich","","","",""
"CDU/Die Linke","2004","35-65 Jahre alt","maennlich","","","",""
"CDU/Die Linke","2004","35-65 Jahre alt","weiblich","","","",""
"CDU/Die Linke","2004","66 und älter","maennlich","","","",""
"CDU/Die Linke","2004","66 und älter","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2004","16-34 Jahre alt","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2004","16-34 Jahre alt","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2004","35-65 Jahre alt","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2004","35-65 Jahre alt","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2004","66 und älter","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2004","66 und älter","weiblich","","","",""
"CSU/FDP","2004","16-34 Jahre alt","maennlich","","","",""
"CSU/FDP","2004","16-34 Jahre alt","weiblich","","","",""
"CSU/FDP","2004","35-65 Jahre alt","maennlich","","","",""
"CSU/FDP","2004","35-65 Jahre alt","weiblich","","","",""
"CSU/FDP","2004","66 und älter","maennlich","","","",""
"CSU/FDP","2004","66 und älter","weiblich","","","",""
"Gruene/FDP","2004","16-34 Jahre alt","maennlich","","","",""
"Gruene/FDP","2004","16-34 Jahre alt","weiblich","","","",""
"Gruene/FDP","2004","35-65 Jahre alt","maennlich","","","",""
"Gruene/FDP","2004","35-65 Jahre alt","weiblich","","","",""
"Gruene/FDP","2004","66 und älter","maennlich","","","",""
"Gruene/FDP","2004","66 und älter","weiblich","","","",""
"FDP/Die Linke","2004","16-34 Jahre alt","maennlich","","","",""
"FDP/Die Linke","2004","16-34 Jahre alt","weiblich","","","",""
"FDP/Die Linke","2004","35-65 Jahre alt","maennlich","","","",""
"FDP/Die Linke","2004","35-65 Jahre alt","weiblich","","","",""
"FDP/Die Linke","2004","66 und älter","maennlich","","","",""
"FDP/Die Linke","2004","66 und älter","weiblich","","","",""
"FDP/NPD","2004","16-34 Jahre alt","maennlich","","","",""
"FDP/NPD","2004","16-34 Jahre alt","weiblich","","","",""
"FDP/NPD","2004","35-65 Jahre alt","maennlich","","","",""
"FDP/NPD","2004","35-65 Jahre alt","weiblich","","","",""
"FDP/NPD","2004","66 und älter","maennlich","","","",""
"FDP/NPD","2004","66 und älter","weiblich","","","",""
"Piratenpartei","2004","16-34 Jahre alt","maennlich","","","",""
"Piratenpartei","2004","16-34 Jahre alt","weiblich","","","",""
"Piratenpartei","2004","35-65 Jahre alt","maennlich","","","",""
"Piratenpartei","2004","35-65 Jahre alt","weiblich","","","",""
"Piratenpartei","2004","66 und älter","maennlich","","","",""
"Piratenpartei","2004","66 und älter","weiblich","","","",""
"AfD","2004","16-34 Jahre alt","maennlich","","","",""
"AfD","2004","16-34 Jahre alt","weiblich","","","",""
"AfD","2004","35-65 Jahre alt","maennlich","","","",""
"AfD","2004","35-65 Jahre alt","weiblich","","","",""
"AfD","2004","66 und älter","maennlich","","","",""
"AfD","2004","66 und älter","weiblich","","","",""
"CDU+/oder CSU/AfD","2004","16-34 Jahre alt","maennlich","","","",""
"CDU+/oder CSU/AfD","2004","16-34 Jahre alt","weiblich","","","",""
"CDU+/oder CSU/AfD","2004","35-65 Jahre alt","maennlich","","","",""
"CDU+/oder CSU/AfD","2004","35-65 Jahre alt","weiblich","","","",""
"CDU+/oder CSU/AfD","2004","66 und älter","maennlich","","","",""
"CDU+/oder CSU/AfD","2004","66 und älter","weiblich","","","",""
"SPD/AfD","2004","16-34 Jahre alt","maennlich","","","",""
"SPD/AfD","2004","16-34 Jahre alt","weiblich","","","",""
"SPD/AfD","2004","35-65 Jahre alt","maennlich","","","",""
"SPD/AfD","2004","35-65 Jahre alt","weiblich","","","",""
"SPD/AfD","2004","66 und älter","maennlich","","","",""
"SPD/AfD","2004","66 und älter","weiblich","","","",""
"SPD","2005","16-34 Jahre alt","maennlich","287","0.312648967851727","0.282072625423887","0.343225310279567"
"SPD","2005","16-34 Jahre alt","weiblich","247","0.338515259179824","0.304694121613376","0.372336396746273"
"SPD","2005","35-65 Jahre alt","maennlich","1036","0.381461034672657","0.363517106820102","0.399404962525211"
"SPD","2005","35-65 Jahre alt","weiblich","926","0.392636154781321","0.373474525751505","0.411797783811137"
"SPD","2005","66 und älter","maennlich","408","0.400722785832819","0.371644311451685","0.429801260213954"
"SPD","2005","66 und älter","weiblich","393","0.375429329388554","0.346360711663998","0.40449794711311"
"CDU","2005","16-34 Jahre alt","maennlich","245","0.272336819796503","0.242974786950413","0.301698852642594"
"CDU","2005","16-34 Jahre alt","weiblich","202","0.227616963611665","0.197648957611081","0.257584969612249"
"CDU","2005","35-65 Jahre alt","maennlich","944","0.314644517752231","0.297490062888095","0.331798972616367"
"CDU","2005","35-65 Jahre alt","weiblich","788","0.304240468191685","0.286187405561645","0.322293530821725"
"CDU","2005","66 und älter","maennlich","411","0.386103294426498","0.357214120687099","0.414992468165897"
"CDU","2005","66 und älter","weiblich","443","0.415353005490232","0.385771176094127","0.444934834886337"
"CSU","2005","16-34 Jahre alt","maennlich","63","0.0844515166045506","0.0661109757113706","0.102792057497731"
"CSU","2005","16-34 Jahre alt","weiblich","31","0.0398262516728308","0.0258497396763321","0.0538027636693295"
"CSU","2005","35-65 Jahre alt","maennlich","223","0.0764229794076798","0.066608722251919","0.0862372365634407"
"CSU","2005","35-65 Jahre alt","weiblich","149","0.0595293337804976","0.050244995534346","0.0688136720266493"
"CSU","2005","66 und älter","maennlich","112","0.0985948738114797","0.0809050749352348","0.116284672687725"
"CSU","2005","66 und älter","weiblich","95","0.109362165758441","0.0906271695396686","0.128097161977212"
"FDP","2005","16-34 Jahre alt","maennlich","66","0.0712454504379413","0.0542787737311539","0.0882121271447287"
"FDP","2005","16-34 Jahre alt","weiblich","30","0.0388863763378044","0.025069009913126","0.0527037427624828"
"FDP","2005","35-65 Jahre alt","maennlich","137","0.0382443290166533","0.0311595747370632","0.0453290832962433"
"FDP","2005","35-65 Jahre alt","weiblich","80","0.0288043404282123","0.0222414500531409","0.0353672308032836"
"FDP","2005","66 und älter","maennlich","42","0.0331775961793503","0.0225500860655151","0.0438051062931854"
"FDP","2005","66 und älter","weiblich","30","0.0215473914323496","0.0128309997626175","0.0302637831020816"
"Buendnis90/Gruene","2005","16-34 Jahre alt","maennlich","109","0.151493557614444","0.127845667779437","0.175141447449452"
"Buendnis90/Gruene","2005","16-34 Jahre alt","weiblich","157","0.243297282497927","0.212630342278854","0.273964222717"
"Buendnis90/Gruene","2005","35-65 Jahre alt","maennlich","235","0.0938815666099401","0.0831072052251835","0.104655927994697"
"Buendnis90/Gruene","2005","35-65 Jahre alt","weiblich","353","0.135726335790874","0.122287225499014","0.149165446082734"
"Buendnis90/Gruene","2005","66 und älter","maennlich","","","",""
"Buendnis90/Gruene","2005","66 und älter","weiblich","","","",""
"Die Linke","2005","16-34 Jahre alt","maennlich","37","0.0258839180386534","0.0154105080682147","0.036357328009092"
"Die Linke","2005","16-34 Jahre alt","weiblich","34","0.0487436430192195","0.0333533478571122","0.0641339381813268"
"Die Linke","2005","35-65 Jahre alt","maennlich","121","0.0405896764571072","0.0332998216276","0.0478795312866144"
"Die Linke","2005","35-65 Jahre alt","weiblich","109","0.0334868547765725","0.026427680921256","0.0405460286318889"
"Die Linke","2005","66 und älter","maennlich","73","0.0502770221600977","0.037310635683475","0.0632434086367203"
"Die Linke","2005","66 und älter","weiblich","63","0.0412858710187463","0.029342834004038","0.0532289080334546"
"NPD/Republikaner/Die Rechte","2005","16-34 Jahre alt","maennlich","50","0.0613868859702389","0.045554409558915","0.0772193623815629"
"NPD/Republikaner/Die Rechte","2005","16-34 Jahre alt","weiblich","","","",""
"NPD/Republikaner/Die Rechte","2005","35-65 Jahre alt","maennlich","45","0.0253323039901788","0.0195276742446963","0.0311369337356612"
"NPD/Republikaner/Die Rechte","2005","35-65 Jahre alt","weiblich","","","",""
"NPD/Republikaner/Die Rechte","2005","66 und älter","maennlich","","","",""
"NPD/Republikaner/Die Rechte","2005","66 und älter","weiblich","","","",""
"Andere","2005","16-34 Jahre alt","maennlich","","","",""
"Andere","2005","16-34 Jahre alt","weiblich","","","",""
"Andere","2005","35-65 Jahre alt","maennlich","39","0.0153057947217138","0.0107706878619695","0.019840901581458"
"Andere","2005","35-65 Jahre alt","weiblich","","","",""
"Andere","2005","66 und älter","maennlich","","","",""
"Andere","2005","66 und älter","weiblich","","","",""
"SPD/Buendnis90/Gruene","2005","16-34 Jahre alt","maennlich","","","",""
"SPD/Buendnis90/Gruene","2005","16-34 Jahre alt","weiblich","","","",""
"SPD/Buendnis90/Gruene","2005","35-65 Jahre alt","maennlich","","","",""
"SPD/Buendnis90/Gruene","2005","35-65 Jahre alt","weiblich","36","0.0156823607180202","0.0108072310722789","0.0205574903637616"
"SPD/Buendnis90/Gruene","2005","66 und älter","maennlich","","","",""
"SPD/Buendnis90/Gruene","2005","66 und älter","weiblich","","","",""
"SPD/CDU","2005","16-34 Jahre alt","maennlich","","","",""
"SPD/CDU","2005","16-34 Jahre alt","weiblich","","","",""
