,Unnamed: 0,year,bula_h,pgisced97,plb0021,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1532,1532,2006,Thuringa,Upper Secondary Level,Yes,0.18233,97,20713,0.15387,0.20608
1533,1533,2006,Thuringa,Upper Secondary Level,No,0.81767,485,20713,0.76547,0.86532
1534,1534,2006,Thuringa,First Stage of Tertiary Education,No,1.0,62,20713,0.84127,1.23547
1535,1535,2006,Thuringa,Second Stage of Tertiary Education,No,1.0,177,20713,0.87268,1.11545
1536,1536,2007,Schleswig-Holstein,Lower Secondary Level,No,1.0,55,19157,0.85571,1.17973
1537,1537,2007,Schleswig-Holstein,Upper Secondary Level,No,1.0,313,19157,0.92106,1.08779
1538,1538,2007,Schleswig-Holstein,First Stage of Tertiary Education,No,1.0,43,19157,0.77106,1.25768
1539,1539,2007,Schleswig-Holstein,Second Stage of Tertiary Education,No,1.0,108,19157,0.80389,1.20317
1540,1540,2007,Hamburg,Upper Secondary Level,No,1.0,121,19157,0.88001,1.14043
1541,1541,2007,Hamburg,Second Stage of Tertiary Education,No,1.0,76,19157,0.80741,1.28012
1542,1542,2007,Lower Saxony,Lower Secondary Level,No,1.0,205,19157,0.92013,1.11968
1543,1543,2007,Lower Saxony,Upper Secondary Level,Yes,0.06159,60,19157,0.05048,0.07344
1544,1544,2007,Lower Saxony,Upper Secondary Level,No,0.93841,908,19157,0.89389,0.98292
1545,1545,2007,Lower Saxony,Post-secondary Non-tertiary Level,No,1.0,113,19157,0.82973,1.18094
1546,1546,2007,Lower Saxony,First Stage of Tertiary Education,No,1.0,113,19157,0.86015,1.16283
1547,1547,2007,Lower Saxony,Second Stage of Tertiary Education,No,1.0,308,19157,0.90652,1.11397
1548,1548,2007,Bremen,Upper Secondary Level,No,1.0,66,19157,0.81398,1.19969
1549,1549,2007,Bremen,Second Stage of Tertiary Education,No,1.0,34,19157,0.73066,1.26531
1550,1550,2007,North Rhine-Westphalia,Pre-primary Level,No,1.0,69,19157,0.78292,1.26963
1551,1551,2007,North Rhine-Westphalia,Primary Level,No,1.0,61,19157,0.83472,1.24051
1552,1552,2007,North Rhine-Westphalia,Lower Secondary Level,Yes,0.11837,54,19157,0.09817,0.13784
1553,1553,2007,North Rhine-Westphalia,Lower Secondary Level,No,0.88163,457,19157,0.82646,0.94045
1554,1554,2007,North Rhine-Westphalia,Upper Secondary Level,Yes,0.06677,117,19157,0.05772,0.07637
1555,1555,2007,North Rhine-Westphalia,Upper Secondary Level,No,0.93323,1900,19157,0.89816,0.96823
1556,1556,2007,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,1.0,316,19157,0.90214,1.09539
1557,1557,2007,North Rhine-Westphalia,First Stage of Tertiary Education,No,1.0,287,19157,0.88463,1.11228
1558,1558,2007,North Rhine-Westphalia,Second Stage of Tertiary Education,No,1.0,811,19157,0.93104,1.07398
1559,1559,2007,Hesse,Lower Secondary Level,No,1.0,134,19157,0.89096,1.10074
1560,1560,2007,Hesse,Upper Secondary Level,Yes,0.06596,38,19157,0.04849,0.08262
1561,1561,2007,Hesse,Upper Secondary Level,No,0.93404,621,19157,0.87864,0.98932
1562,1562,2007,Hesse,Post-secondary Non-tertiary Level,No,1.0,105,19157,0.84999,1.15057
1563,1563,2007,Hesse,First Stage of Tertiary Education,No,1.0,84,19157,0.85732,1.16361
1564,1564,2007,Hesse,Second Stage of Tertiary Education,No,1.0,324,19157,0.91327,1.11851
1565,1565,2007,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,1.0,160,19157,0.91309,1.10142
1566,1566,2007,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.06603,34,19157,0.05099,0.08313
1567,1567,2007,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.93397,575,19157,0.87623,0.98966
1568,1568,2007,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,1.0,52,19157,0.81771,1.23814
1569,1569,2007,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,1.0,95,19157,0.84997,1.1599
1570,1570,2007,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,1.0,182,19157,0.87819,1.12387
1571,1571,2007,Baden-Wuerttemberg,Pre-primary Level,No,1.0,62,19157,0.83098,1.30514
1572,1572,2007,Baden-Wuerttemberg,Primary Level,No,1.0,32,19157,0.70946,1.28917
1573,1573,2007,Baden-Wuerttemberg,Lower Secondary Level,No,1.0,316,19157,0.91217,1.09032
1574,1574,2007,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.0474,40,19157,0.0377,0.05777
1575,1575,2007,Baden-Wuerttemberg,Upper Secondary Level,No,0.9526,1140,19157,0.90136,0.99043
1576,1576,2007,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,1.0,139,19157,0.8712,1.14233
1577,1577,2007,Baden-Wuerttemberg,First Stage of Tertiary Education,No,1.0,181,19157,0.85446,1.13459
1578,1578,2007,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,1.0,475,19157,0.92043,1.08783
1579,1579,2007,Bavaria,Pre-primary Level,No,1.0,34,19157,0.63362,1.38762
1580,1580,2007,Bavaria,Lower Secondary Level,No,1.0,316,19157,0.92333,1.0847
1581,1581,2007,Bavaria,Upper Secondary Level,Yes,0.0416,49,19157,0.03407,0.05038
1582,1582,2007,Bavaria,Upper Secondary Level,No,0.9584,1518,19157,0.91935,0.99127
1583,1583,2007,Bavaria,Post-secondary Non-tertiary Level,No,1.0,146,19157,0.86739,1.14418
1584,1584,2007,Bavaria,First Stage of Tertiary Education,No,1.0,221,19157,0.89528,1.11638
1585,1585,2007,Bavaria,Second Stage of Tertiary Education,No,1.0,565,19157,0.92643,1.07396
1586,1586,2007,Berlin,Lower Secondary Level,No,1.0,48,19157,0.81715,1.20502
1587,1587,2007,Berlin,Upper Secondary Level,Yes,0.15378,39,19157,0.11454,0.19237
1588,1588,2007,Berlin,Upper Secondary Level,No,0.84622,264,19157,0.78676,0.91481
1589,1589,2007,Berlin,First Stage of Tertiary Education,No,1.0,53,19157,0.82658,1.19467
1590,1590,2007,Berlin,Second Stage of Tertiary Education,No,1.0,246,19157,0.88741,1.10551
1591,1591,2007,Brandenburg,Lower Secondary Level,No,1.0,52,19157,0.84388,1.18193
1592,1592,2007,Brandenburg,Upper Secondary Level,Yes,0.18137,68,19157,0.15364,0.21412
1593,1593,2007,Brandenburg,Upper Secondary Level,No,0.81863,353,19157,0.75297,0.90964
1594,1594,2007,Brandenburg,First Stage of Tertiary Education,No,1.0,63,19157,0.82876,1.19072
1595,1595,2007,Brandenburg,Second Stage of Tertiary Education,No,1.0,232,19157,0.89839,1.12671
1596,1596,2007,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.18883,46,19157,0.14438,0.22858
1597,1597,2007,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.81117,213,19157,0.72749,0.89825
1598,1598,2007,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,1.0,40,19157,0.80897,1.21057
1599,1599,2007,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,1.0,127,19157,0.86095,1.13085
1600,1600,2007,Saxony,Lower Secondary Level,No,1.0,85,19157,0.84634,1.17217
1601,1601,2007,Saxony,Upper Secondary Level,Yes,0.14953,112,19157,0.12652,0.17444
1602,1602,2007,Saxony,Upper Secondary Level,No,0.85047,707,19157,0.80264,0.90499
1603,1603,2007,Saxony,Post-secondary Non-tertiary Level,No,1.0,51,19157,0.7933,1.26093
1604,1604,2007,Saxony,First Stage of Tertiary Education,No,1.0,120,19157,0.86864,1.16033
1605,1605,2007,Saxony,Second Stage of Tertiary Education,No,1.0,359,19157,0.8963,1.09127
1606,1606,2007,Saxony-Anhalt,Lower Secondary Level,No,1.0,47,19157,0.78098,1.3029
1607,1607,2007,Saxony-Anhalt,Upper Secondary Level,Yes,0.18189,79,19157,0.15546,0.21438
1608,1608,2007,Saxony-Anhalt,Upper Secondary Level,No,0.81811,353,19157,0.74105,0.90109
1609,1609,2007,Saxony-Anhalt,Post-secondary Non-tertiary Level,No,1.0,33,19157,0.80835,1.25887
1610,1610,2007,Saxony-Anhalt,First Stage of Tertiary Education,No,1.0,80,19157,0.80346,1.19596
1611,1611,2007,Saxony-Anhalt,Second Stage of Tertiary Education,No,1.0,214,19157,0.89568,1.10222
1612,1612,2007,Thuringa,Lower Secondary Level,No,1.0,55,19157,0.81392,1.22096
1613,1613,2007,Thuringa,Upper Secondary Level,Yes,0.17301,87,19157,0.14482,0.19652
1614,1614,2007,Thuringa,Upper Secondary Level,No,0.82699,466,19157,0.76222,0.89041
1615,1615,2007,Thuringa,First Stage of Tertiary Education,No,1.0,57,19157,0.78265,1.20654
1616,1616,2007,Thuringa,Second Stage of Tertiary Education,No,1.0,175,19157,0.88345,1.10915
1617,1617,2008,Schleswig-Holstein,Lower Secondary Level,No,1.0,50,18052,0.84795,1.16811
1618,1618,2008,Schleswig-Holstein,Upper Secondary Level,No,1.0,280,18052,0.91321,1.10015
1619,1619,2008,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,1.0,34,18052,0.78703,1.23647
1620,1620,2008,Schleswig-Holstein,First Stage of Tertiary Education,No,1.0,43,18052,0.78718,1.24259
1621,1621,2008,Schleswig-Holstein,Second Stage of Tertiary Education,No,1.0,91,18052,0.79921,1.2507
1622,1622,2008,Hamburg,Upper Secondary Level,No,1.0,109,18052,0.86362,1.11665
1623,1623,2008,Hamburg,Second Stage of Tertiary Education,No,1.0,78,18052,0.74579,1.19701
1624,1624,2008,Lower Saxony,Pre-primary Level,No,1.0,38,18052,0.7361,1.32648
1625,1625,2008,Lower Saxony,Lower Secondary Level,No,1.0,184,18052,0.90709,1.10983
1626,1626,2008,Lower Saxony,Upper Secondary Level,Yes,0.05652,47,18052,0.04389,0.07053
1627,1627,2008,Lower Saxony,Upper Secondary Level,No,0.94348,884,18052,0.8849,0.99193
1628,1628,2008,Lower Saxony,Post-secondary Non-tertiary Level,No,1.0,105,18052,0.83466,1.19136
1629,1629,2008,Lower Saxony,First Stage of Tertiary Education,No,1.0,103,18052,0.84122,1.15152
1630,1630,2008,Lower Saxony,Second Stage of Tertiary Education,No,1.0,304,18052,0.89661,1.10346
1631,1631,2008,Bremen,Upper Secondary Level,No,1.0,65,18052,0.81034,1.19045
1632,1632,2008,Bremen,Second Stage of Tertiary Education,No,1.0,32,18052,0.74265,1.34672
1633,1633,2008,North Rhine-Westphalia,Pre-primary Level,No,1.0,72,18052,0.83118,1.195
1634,1634,2008,North Rhine-Westphalia,Primary Level,No,1.0,49,18052,0.78475,1.19516
1635,1635,2008,North Rhine-Westphalia,Lower Secondary Level,Yes,0.11993,54,18052,0.1025,0.14333
1636,1636,2008,North Rhine-Westphalia,Lower Secondary Level,No,0.88007,414,18052,0.82232,0.94139
1637,1637,2008,North Rhine-Westphalia,Upper Secondary Level,Yes,0.05645,100,18052,0.04834,0.06536
1638,1638,2008,North Rhine-Westphalia,Upper Secondary Level,No,0.94355,1800,18052,0.90931,0.976
1639,1639,2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,1.0,290,18052,0.90863,1.0992
1640,1640,2008,North Rhine-Westphalia,First Stage of Tertiary Education,No,1.0,262,18052,0.88725,1.11996
1641,1641,2008,North Rhine-Westphalia,Second Stage of Tertiary Education,No,1.0,765,18052,0.93601,1.07174
1642,1642,2008,Hesse,Lower Secondary Level,No,1.0,123,18052,0.89404,1.12905
1643,1643,2008,Hesse,Upper Secondary Level,No,1.0,594,18052,0.94217,1.05847
1644,1644,2008,Hesse,Post-secondary Non-tertiary Level,No,1.0,94,18052,0.84002,1.18596
1645,1645,2008,Hesse,First Stage of Tertiary Education,No,1.0,78,18052,0.78416,1.19196
1646,1646,2008,Hesse,Second Stage of Tertiary Education,No,1.0,321,18052,0.903,1.10987
1647,1647,2008,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,1.0,154,18052,0.90858,1.11591
1648,1648,2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,1.0,537,18052,0.93756,1.06715
1649,1649,2008,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,1.0,53,18052,0.79696,1.17889
1650,1650,2008,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,1.0,84,18052,0.84493,1.13003
1651,1651,2008,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,1.0,175,18052,0.85088,1.17077
1652,1652,2008,Baden-Wuerttemberg,Pre-primary Level,No,1.0,54,18052,0.74649,1.2282
1653,1653,2008,Baden-Wuerttemberg,Primary Level,No,1.0,32,18052,0.70447,1.27661
1654,1654,2008,Baden-Wuerttemberg,Lower Secondary Level,No,1.0,288,18052,0.90834,1.10291
1655,1655,2008,Baden-Wuerttemberg,Upper Secondary Level,No,1.0,1110,18052,0.94927,1.05108
1656,1656,2008,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,1.0,131,18052,0.85389,1.15864
1657,1657,2008,Baden-Wuerttemberg,First Stage of Tertiary Education,No,1.0,167,18052,0.86603,1.1065
1658,1658,2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,1.0,453,18052,0.90455,1.0854
1659,1659,2008,Bavaria,Pre-primary Level,No,1.0,39,18052,0.68351,1.35311
1660,1660,2008,Bavaria,Lower Secondary Level,No,1.0,292,18052,0.91833,1.08952
1661,1661,2008,Bavaria,Upper Secondary Level,Yes,0.04114,49,18052,0.03318,0.04889
1662,1662,2008,Bavaria,Upper Secondary Level,No,0.95886,1400,18052,0.91966,1.01091
1663,1663,2008,Bavaria,Post-secondary Non-tertiary Level,No,1.0,132,18052,0.8509,1.15048
1664,1664,2008,Bavaria,First Stage of Tertiary Education,No,1.0,205,18052,0.8914,1.12321
1665,1665,2008,Bavaria,Second Stage of Tertiary Education,No,1.0,543,18052,0.92281,1.0781
1666,1666,2008,Berlin,Lower Secondary Level,No,1.0,38,18052,0.78229,1.17996
1667,1667,2008,Berlin,Upper Secondary Level,Yes,0.13939,32,18052,0.10998,0.16616
1668,1668,2008,Berlin,Upper Secondary Level,No,0.86061,254,18052,0.79397,0.93795
1669,1669,2008,Berlin,Post-secondary Non-tertiary Level,No,1.0,31,18052,0.69017,1.2929
1670,1670,2008,Berlin,First Stage of Tertiary Education,No,1.0,46,18052,0.81598,1.20557
1671,1671,2008,Berlin,Second Stage of Tertiary Education,No,1.0,242,18052,0.88046,1.09547
1672,1672,2008,Brandenburg,Lower Secondary Level,No,1.0,48,18052,0.81812,1.24149
1673,1673,2008,Brandenburg,Upper Secondary Level,Yes,0.18,67,18052,0.14584,0.21553
1674,1674,2008,Brandenburg,Upper Secondary Level,No,0.82,336,18052,0.74072,0.91564
1675,1675,2008,Brandenburg,First Stage of Tertiary Education,No,1.0,59,18052,0.7772,1.21254
1676,1676,2008,Brandenburg,Second Stage of Tertiary Education,No,1.0,223,18052,0.90506,1.10483
1677,1677,2008,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.18822,43,18052,0.14486,0.23753
1678,1678,2008,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.81178,200,18052,0.72928,0.90783
1679,1679,2008,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,1.0,38,18052,0.80102,1.19432
1680,1680,2008,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,1.0,135,18052,0.86971,1.13747
1681,1681,2008,Saxony,Lower Secondary Level,No,1.0,74,18052,0.82994,1.19556
1682,1682,2008,Saxony,Upper Secondary Level,Yes,0.12801,94,18052,0.10767,0.15526
1683,1683,2008,Saxony,Upper Secondary Level,No,0.87199,678,18052,0.81991,0.93148
1684,1684,2008,Saxony,Post-secondary Non-tertiary Level,No,1.0,56,18052,0.79404,1.30403
1685,1685,2008,Saxony,First Stage of Tertiary Education,No,1.0,115,18052,0.8474,1.19283
1686,1686,2008,Saxony,Second Stage of Tertiary Education,No,1.0,348,18052,0.90425,1.09293
1687,1687,2008,Saxony-Anhalt,Lower Secondary Level,No,1.0,47,18052,0.78858,1.21755
1688,1688,2008,Saxony-Anhalt,Upper Secondary Level,Yes,0.16548,66,18052,0.14003,0.19255
1689,1689,2008,Saxony-Anhalt,Upper Secondary Level,No,0.83452,355,18052,0.75478,0.89763
1690,1690,2008,Saxony-Anhalt,First Stage of Tertiary Education,No,1.0,72,18052,0.7588,1.31428
1691,1691,2008,Saxony-Anhalt,Second Stage of Tertiary Education,No,1.0,194,18052,0.89621,1.13215
1692,1692,2008,Thuringa,Lower Secondary Level,No,1.0,58,18052,0.85058,1.20376
1693,1693,2008,Thuringa,Upper Secondary Level,Yes,0.15661,83,18052,0.13044,0.18559
1694,1694,2008,Thuringa,Upper Secondary Level,No,0.84339,436,18052,0.76643,0.9099
1695,1695,2008,Thuringa,First Stage of Tertiary Education,No,1.0,51,18052,0.75053,1.26612
1696,1696,2008,Thuringa,Second Stage of Tertiary Education,No,1.0,172,18052,0.86674,1.14967
1697,1697,2009,Schleswig-Holstein,Lower Secondary Level,No,1.0,45,16820,0.83185,1.23956
1698,1698,2009,Schleswig-Holstein,Upper Secondary Level,No,1.0,260,16820,0.89011,1.11315
1699,1699,2009,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,1.0,31,16820,0.75804,1.2474
1700,1700,2009,Schleswig-Holstein,First Stage of Tertiary Education,No,1.0,38,16820,0.77736,1.34842
1701,1701,2009,Schleswig-Holstein,Second Stage of Tertiary Education,No,1.0,82,16820,0.77464,1.23665
1702,1702,2009,Hamburg,Upper Secondary Level,No,1.0,111,16820,0.85502,1.14279
1703,1703,2009,Hamburg,Second Stage of Tertiary Education,No,1.0,78,16820,0.79562,1.21768
1704,1704,2009,Lower Saxony,Lower Secondary Level,No,1.0,171,16820,0.89608,1.10689
1705,1705,2009,Lower Saxony,Upper Secondary Level,Yes,0.04845,40,16820,0.03524,0.05998
1706,1706,2009,Lower Saxony,Upper Secondary Level,No,0.95155,826,16820,0.89606,1.02616
1707,1707,2009,Lower Saxony,Post-secondary Non-tertiary Level,No,1.0,96,16820,0.81363,1.18423
1708,1708,2009,Lower Saxony,First Stage of Tertiary Education,No,1.0,101,16820,0.84217,1.21621
1709,1709,2009,Lower Saxony,Second Stage of Tertiary Education,No,1.0,302,16820,0.89591,1.12773
1710,1710,2009,Bremen,Upper Secondary Level,No,1.0,57,16820,0.81443,1.1998
1711,1711,2009,North Rhine-Westphalia,Pre-primary Level,No,1.0,75,16820,0.8072,1.20787
1712,1712,2009,North Rhine-Westphalia,Primary Level,No,1.0,44,16820,0.76467,1.2299
1713,1713,2009,North Rhine-Westphalia,Lower Secondary Level,Yes,0.13726,49,16820,0.11232,0.16416
1714,1714,2009,North Rhine-Westphalia,Lower Secondary Level,No,0.86274,362,16820,0.81038,0.94098
1715,1715,2009,North Rhine-Westphalia,Upper Secondary Level,Yes,0.06922,98,16820,0.05781,0.0792
1716,1716,2009,North Rhine-Westphalia,Upper Secondary Level,No,0.93078,1655,16820,0.89678,0.97878
1717,1717,2009,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,1.0,266,16820,0.88446,1.1288
1718,1718,2009,North Rhine-Westphalia,First Stage of Tertiary Education,No,1.0,249,16820,0.86097,1.11887
1719,1719,2009,North Rhine-Westphalia,Second Stage of Tertiary Education,No,1.0,721,16820,0.93142,1.07887
1720,1720,2009,Hesse,Lower Secondary Level,No,1.0,111,16820,0.8752,1.14768
1721,1721,2009,Hesse,Upper Secondary Level,No,1.0,546,16820,0.93353,1.09213
1722,1722,2009,Hesse,Post-secondary Non-tertiary Level,No,1.0,88,16820,0.80544,1.25417
1723,1723,2009,Hesse,First Stage of Tertiary Education,No,1.0,70,16820,0.81992,1.21236
1724,1724,2009,Hesse,Second Stage of Tertiary Education,No,1.0,309,16820,0.907,1.11947
1725,1725,2009,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,1.0,147,16820,0.90092,1.1286
1726,1726,2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,1.0,492,16820,0.91553,1.06817
1727,1727,2009,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,1.0,45,16820,0.75743,1.27246
1728,1728,2009,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,1.0,74,16820,0.81014,1.19055
1729,1729,2009,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,1.0,164,16820,0.8376,1.16679
1730,1730,2009,Baden-Wuerttemberg,Pre-primary Level,No,1.0,39,16820,0.72061,1.3942
1731,1731,2009,Baden-Wuerttemberg,Primary Level,No,1.0,32,16820,0.70102,1.31918
1732,1732,2009,Baden-Wuerttemberg,Lower Secondary Level,No,1.0,263,16820,0.8988,1.0948
1733,1733,2009,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.04753,36,16820,0.03523,0.06012
1734,1734,2009,Baden-Wuerttemberg,Upper Secondary Level,No,0.95247,968,16820,0.89324,1.01094
1735,1735,2009,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,1.0,114,16820,0.8462,1.17439
1736,1736,2009,Baden-Wuerttemberg,First Stage of Tertiary Education,No,1.0,153,16820,0.84397,1.13711
1737,1737,2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,1.0,435,16820,0.90761,1.13056
1738,1738,2009,Bavaria,Pre-primary Level,No,1.0,49,16820,0.68573,1.34908
1739,1739,2009,Bavaria,Lower Secondary Level,No,1.0,255,16820,0.901,1.10351
1740,1740,2009,Bavaria,Upper Secondary Level,Yes,0.03242,49,16820,0.02495,0.04379
1741,1741,2009,Bavaria,Upper Secondary Level,No,0.96758,1316,16820,0.91914,1.01108
1742,1742,2009,Bavaria,Post-secondary Non-tertiary Level,No,1.0,127,16820,0.81281,1.1787
1743,1743,2009,Bavaria,First Stage of Tertiary Education,No,1.0,197,16820,0.86385,1.15172
1744,1744,2009,Bavaria,Second Stage of Tertiary Education,No,1.0,522,16820,0.9207,1.09911
1745,1745,2009,Berlin,Lower Secondary Level,No,1.0,32,16820,0.81015,1.19775
1746,1746,2009,Berlin,Upper Secondary Level,No,1.0,240,16820,0.90866,1.10487
1747,1747,2009,Berlin,Post-secondary Non-tertiary Level,No,1.0,32,16820,0.75625,1.32396
1748,1748,2009,Berlin,First Stage of Tertiary Education,No,1.0,50,16820,0.78719,1.2738
1749,1749,2009,Berlin,Second Stage of Tertiary Education,No,1.0,235,16820,0.8657,1.14928
1750,1750,2009,Brandenburg,Lower Secondary Level,No,1.0,40,16820,0.82609,1.25075
1751,1751,2009,Brandenburg,Upper Secondary Level,Yes,0.15122,58,16820,0.12603,0.17889
1752,1752,2009,Brandenburg,Upper Secondary Level,No,0.84878,325,16820,0.75486,0.93746
1753,1753,2009,Brandenburg,First Stage of Tertiary Education,No,1.0,58,16820,0.81612,1.20612
1754,1754,2009,Brandenburg,Second Stage of Tertiary Education,No,1.0,228,16820,0.86465,1.14599
1755,1755,2009,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.20322,34,16820,0.14381,0.26432
1756,1756,2009,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.79678,205,16820,0.7052,0.88889
1757,1757,2009,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,1.0,41,16820,0.7581,1.2114
1758,1758,2009,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,1.0,132,16820,0.84858,1.15362
1759,1759,2009,Saxony,Lower Secondary Level,No,1.0,66,16820,0.77793,1.30779
1760,1760,2009,Saxony,Upper Secondary Level,Yes,0.13619,85,16820,0.10786,0.16898
1761,1761,2009,Saxony,Upper Secondary Level,No,0.86381,665,16820,0.79323,0.93109
1762,1762,2009,Saxony,Post-secondary Non-tertiary Level,No,1.0,47,16820,0.71915,1.31187
1763,1763,2009,Saxony,First Stage of Tertiary Education,No,1.0,114,16820,0.81622,1.22909
1764,1764,2009,Saxony,Second Stage of Tertiary Education,No,1.0,325,16820,0.88557,1.13671
1765,1765,2009,Saxony-Anhalt,Lower Secondary Level,No,1.0,39,16820,0.79581,1.18714
1766,1766,2009,Saxony-Anhalt,Upper Secondary Level,Yes,0.16225,57,16820,0.134,0.19924
1767,1767,2009,Saxony-Anhalt,Upper Secondary Level,No,0.83775,341,16820,0.73762,0.92285
1768,1768,2009,Saxony-Anhalt,First Stage of Tertiary Education,No,1.0,65,16820,0.75152,1.28142
1769,1769,2009,Saxony-Anhalt,Second Stage of Tertiary Education,No,1.0,191,16820,0.87948,1.11098
1770,1770,2009,Thuringa,Lower Secondary Level,No,1.0,47,16820,0.79906,1.26406
1771,1771,2009,Thuringa,Upper Secondary Level,Yes,0.16314,78,16820,0.13472,0.19254
1772,1772,2009,Thuringa,Upper Secondary Level,No,0.83686,413,16820,0.75722,0.93817
1773,1773,2009,Thuringa,First Stage of Tertiary Education,No,1.0,48,16820,0.74845,1.2707
1774,1774,2009,Thuringa,Second Stage of Tertiary Education,No,1.0,171,16820,0.84169,1.1714
1775,1775,2010,Schleswig-Holstein,Lower Secondary Level,No,1.0,62,22672,0.7994,1.21709
1776,1776,2010,Schleswig-Holstein,Upper Secondary Level,Yes,0.03517,37,22672,0.02391,0.05229
1777,1777,2010,Schleswig-Holstein,Upper Secondary Level,No,0.96483,332,22672,0.8552,1.06829
1778,1778,2010,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,1.0,59,22672,0.70302,1.30231
1779,1779,2010,Schleswig-Holstein,First Stage of Tertiary Education,No,1.0,53,22672,0.7452,1.37565
1780,1780,2010,Schleswig-Holstein,Second Stage of Tertiary Education,No,1.0,123,22672,0.72958,1.26967
1781,1781,2010,Hamburg,Upper Secondary Level,No,1.0,154,22672,0.8246,1.16488
1782,1782,2010,Hamburg,Post-secondary Non-tertiary Level,No,1.0,35,22672,0.62595,1.54386
1783,1783,2010,Hamburg,Second Stage of Tertiary Education,No,1.0,112,22672,0.76912,1.24925
1784,1784,2010,Lower Saxony,Pre-primary Level,No,1.0,48,22672,0.65157,1.39893
1785,1785,2010,Lower Saxony,Lower Secondary Level,Yes,0.10402,49,22672,0.06293,0.14918
1786,1786,2010,Lower Saxony,Lower Secondary Level,No,0.89598,209,22672,0.78471,1.01614
1787,1787,2010,Lower Saxony,Upper Secondary Level,Yes,0.0725,94,22672,0.05152,0.08975
1788,1788,2010,Lower Saxony,Upper Secondary Level,No,0.9275,1013,22672,0.86146,0.98484
1789,1789,2010,Lower Saxony,Post-secondary Non-tertiary Level,No,1.0,151,22672,0.78425,1.25093
1790,1790,2010,Lower Saxony,First Stage of Tertiary Education,No,1.0,127,22672,0.85866,1.17109
1791,1791,2010,Lower Saxony,Second Stage of Tertiary Education,No,1.0,410,22672,0.85516,1.15449
1792,1792,2010,Bremen,Upper Secondary Level,No,1.0,68,22672,0.73734,1.28543
1793,1793,2010,Bremen,Second Stage of Tertiary Education,No,1.0,48,22672,0.71454,1.37386
1794,1794,2010,North Rhine-Westphalia,Pre-primary Level,No,1.0,112,22672,0.81804,1.19179
1795,1795,2010,North Rhine-Westphalia,Primary Level,Yes,0.26315,34,22672,0.12941,0.40159
1796,1796,2010,North Rhine-Westphalia,Primary Level,No,0.73685,83,22672,0.54105,0.94736
1797,1797,2010,North Rhine-Westphalia,Lower Secondary Level,Yes,0.14759,125,22672,0.11601,0.18666
1798,1798,2010,North Rhine-Westphalia,Lower Secondary Level,No,0.85241,508,22672,0.76139,0.93899
1799,1799,2010,North Rhine-Westphalia,Upper Secondary Level,Yes,0.06864,201,22672,0.05377,0.08356
1800,1800,2010,North Rhine-Westphalia,Upper Secondary Level,No,0.93136,2044,22672,0.89304,0.97071
1801,1801,2010,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,1.0,474,22672,0.8839,1.12571
