"pgstib","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2015","Mecklenburg-Vorpommern","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2015","Sachsen","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2015","Sachsen-Anhalt","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2015","Thueringen","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2015","Schleswig-Holstein","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2015","Hamburg","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2015","Niedersachsen","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2015","Bremen","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2015","Nordrhein-Westfalen","42","0.00729894302966021","0.00509283247799639","0.00950505358132402"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2015","Hessen","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2015","Rheinland-Pfalz,Saarland","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2015","Baden-Wuerttemberg","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2015","Bayern","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2015","Saarland","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2015","Berlin","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2015","Brandenburg","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2015","Mecklenburg-Vorpommern","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2015","Sachsen","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2015","Sachsen-Anhalt","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2015","Thueringen","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2015","Schleswig-Holstein","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2015","Hamburg","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2015","Niedersachsen","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2015","Bremen","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2015","Nordrhein-Westfalen","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2015","Hessen","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2015","Rheinland-Pfalz,Saarland","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2015","Baden-Wuerttemberg","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2015","Bayern","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2015","Saarland","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2015","Berlin","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2015","Brandenburg","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2015","Mecklenburg-Vorpommern","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2015","Sachsen","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2015","Sachsen-Anhalt","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2015","Thueringen","","","",""
"sonstige selbständiger","2015","Schleswig-Holstein","","","",""
"sonstige selbständiger","2015","Hamburg","","","",""
"sonstige selbständiger","2015","Niedersachsen","","","",""
"sonstige selbständiger","2015","Bremen","","","",""
"sonstige selbständiger","2015","Nordrhein-Westfalen","","","",""
"sonstige selbständiger","2015","Hessen","","","",""
"sonstige selbständiger","2015","Rheinland-Pfalz,Saarland","","","",""
"sonstige selbständiger","2015","Baden-Wuerttemberg","","","",""
"sonstige selbständiger","2015","Bayern","","","",""
"sonstige selbständiger","2015","Saarland","","","",""
"sonstige selbständiger","2015","Berlin","","","",""
"sonstige selbständiger","2015","Brandenburg","","","",""
"sonstige selbständiger","2015","Mecklenburg-Vorpommern","","","",""
"sonstige selbständiger","2015","Sachsen","","","",""
"sonstige selbständiger","2015","Sachsen-Anhalt","","","",""
"sonstige selbständiger","2015","Thueringen","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2015","Schleswig-Holstein","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2015","Hamburg","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2015","Niedersachsen","37","0.0177404291351229","0.0127351873764241","0.0227456708938218"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2015","Bremen","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2015","Nordrhein-Westfalen","108","0.0231393538438039","0.0192428064461154","0.0270359012414925"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2015","Hessen","33","0.0177831352564828","0.011869991153432","0.0236962793595336"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2015","Rheinland-Pfalz,Saarland","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2015","Baden-Wuerttemberg","53","0.0183949301427769","0.0137934917442204","0.0229963685413334"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2015","Bayern","81","0.0146329066993084","0.0111225797185291","0.0181432336800877"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2015","Saarland","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2015","Berlin","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2015","Brandenburg","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2015","Mecklenburg-Vorpommern","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2015","Sachsen","39","0.0226848257907405","0.0153313467805938","0.0300383048008873"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2015","Sachsen-Anhalt","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2015","Thueringen","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2015","Schleswig-Holstein","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2015","Hamburg","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2015","Niedersachsen","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2015","Bremen","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2015","Nordrhein-Westfalen","64","0.0128796235841703","0.00995732433495","0.0158019228333905"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2015","Hessen","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2015","Rheinland-Pfalz,Saarland","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2015","Baden-Wuerttemberg","35","0.0096224024792219","0.00627954156294848","0.0129652633954953"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2015","Bayern","53","0.0125560440899741","0.00930093245857207","0.0158111557213762"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2015","Saarland","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2015","Berlin","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2015","Brandenburg","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2015","Mecklenburg-Vorpommern","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2015","Sachsen","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2015","Sachsen-Anhalt","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2015","Thueringen","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2015","Schleswig-Holstein","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2015","Hamburg","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2015","Niedersachsen","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2015","Bremen","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2015","Nordrhein-Westfalen","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2015","Hessen","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2015","Rheinland-Pfalz,Saarland","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2015","Baden-Wuerttemberg","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2015","Bayern","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2015","Saarland","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2015","Berlin","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2015","Brandenburg","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2015","Mecklenburg-Vorpommern","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2015","Sachsen","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2015","Sachsen-Anhalt","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2015","Thueringen","","","",""
"mithelfende Familienangehörige","2015","Schleswig-Holstein","","","",""
"mithelfende Familienangehörige","2015","Hamburg","","","",""
"mithelfende Familienangehörige","2015","Niedersachsen","","","",""
"mithelfende Familienangehörige","2015","Bremen","","","",""
"mithelfende Familienangehörige","2015","Nordrhein-Westfalen","","","",""
"mithelfende Familienangehörige","2015","Hessen","","","",""
"mithelfende Familienangehörige","2015","Rheinland-Pfalz,Saarland","","","",""
"mithelfende Familienangehörige","2015","Baden-Wuerttemberg","","","",""
"mithelfende Familienangehörige","2015","Bayern","","","",""
"mithelfende Familienangehörige","2015","Saarland","","","",""
"mithelfende Familienangehörige","2015","Berlin","","","",""
"mithelfende Familienangehörige","2015","Brandenburg","","","",""
"mithelfende Familienangehörige","2015","Mecklenburg-Vorpommern","","","",""
"mithelfende Familienangehörige","2015","Sachsen","","","",""
"mithelfende Familienangehörige","2015","Sachsen-Anhalt","","","",""
"mithelfende Familienangehörige","2015","Thueringen","","","",""
"Angestellte, Industrie- und Werkmeister","2015","Schleswig-Holstein","","","",""
"Angestellte, Industrie- und Werkmeister","2015","Hamburg","","","",""
"Angestellte, Industrie- und Werkmeister","2015","Niedersachsen","","","",""
"Angestellte, Industrie- und Werkmeister","2015","Bremen","","","",""
"Angestellte, Industrie- und Werkmeister","2015","Nordrhein-Westfalen","","","",""
"Angestellte, Industrie- und Werkmeister","2015","Hessen","","","",""
"Angestellte, Industrie- und Werkmeister","2015","Rheinland-Pfalz,Saarland","","","",""
"Angestellte, Industrie- und Werkmeister","2015","Baden-Wuerttemberg","","","",""
"Angestellte, Industrie- und Werkmeister","2015","Bayern","","","",""
"Angestellte, Industrie- und Werkmeister","2015","Saarland","","","",""
"Angestellte, Industrie- und Werkmeister","2015","Berlin","","","",""
"Angestellte, Industrie- und Werkmeister","2015","Brandenburg","","","",""
"Angestellte, Industrie- und Werkmeister","2015","Mecklenburg-Vorpommern","","","",""
"Angestellte, Industrie- und Werkmeister","2015","Sachsen","","","",""
"Angestellte, Industrie- und Werkmeister","2015","Sachsen-Anhalt","","","",""
"Angestellte, Industrie- und Werkmeister","2015","Thueringen","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2015","Schleswig-Holstein","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2015","Hamburg","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2015","Niedersachsen","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2015","Bremen","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2015","Nordrhein-Westfalen","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2015","Hessen","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2015","Rheinland-Pfalz,Saarland","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2015","Baden-Wuerttemberg","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2015","Bayern","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2015","Saarland","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2015","Berlin","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2015","Brandenburg","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2015","Mecklenburg-Vorpommern","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2015","Sachsen","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2015","Sachsen-Anhalt","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2015","Thueringen","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2015","Schleswig-Holstein","45","0.0323612880566903","0.0209016771746684","0.0438208989387123"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2015","Hamburg","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2015","Niedersachsen","148","0.0431513783584413","0.0354468010325467","0.0508559556843359"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2015","Bremen","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2015","Nordrhein-Westfalen","307","0.0470417817445942","0.0415543787753155","0.0525291847138729"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2015","Hessen","115","0.0663351115869117","0.0552004287974416","0.0774697943763818"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2015","Rheinland-Pfalz,Saarland","80","0.053557645856644","0.0417218214334674","0.0653934702798206"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2015","Baden-Wuerttemberg","152","0.0393542744640796","0.0326961221364044","0.0460124267917548"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2015","Bayern","243","0.0412810593892647","0.0354653283465897","0.0470967904319398"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2015","Saarland","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2015","Berlin","52","0.0479071701384717","0.0347031868378767","0.0611111534390666"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2015","Brandenburg","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2015","Mecklenburg-Vorpommern","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2015","Sachsen","39","0.0302201524559836","0.0217655592760131","0.038674745635954"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2015","Sachsen-Anhalt","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2015","Thueringen","41","0.0347706243431197","0.0233761321126906","0.0461651165735489"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2015","Schleswig-Holstein","57","0.0525827607754973","0.0381286064343354","0.0670369151166591"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2015","Hamburg","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2015","Niedersachsen","154","0.0517304260043196","0.043332562730137","0.0601282892785021"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2015","Bremen","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2015","Nordrhein-Westfalen","294","0.046237344047285","0.0407947663278683","0.0516799217667016"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2015","Hessen","85","0.0313579209087965","0.023560232095361","0.0391556097222319"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2015","Rheinland-Pfalz,Saarland","67","0.0427512138827851","0.0321164628217707","0.0533859649437995"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2015","Baden-Wuerttemberg","156","0.0409406346911655","0.0341552234279194","0.0477260459544116"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2015","Bayern","227","0.0485800119995904","0.0422951146702423","0.0548649093289385"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2015","Saarland","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2015","Berlin","37","0.0444875972805456","0.0317407524293815","0.0572344421317097"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2015","Brandenburg","74","0.060866420698836","0.0462795944881376","0.0754532469095345"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2015","Mecklenburg-Vorpommern","36","0.0825184991456091","0.0598303961274109","0.105206602163807"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2015","Sachsen","89","0.0654414903627176","0.0532280602735179","0.0776549204519174"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2015","Sachsen-Anhalt","49","0.0372996711069894","0.0250080047437858","0.049591337470193"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2015","Thueringen","58","0.0625436759511254","0.0474831308907208","0.0776042210115301"
"Angestellte, qualifizierte Tätigkeit","2015","Schleswig-Holstein","133","0.148990034718889","0.125930725787472","0.172049343650305"
"Angestellte, qualifizierte Tätigkeit","2015","Hamburg","78","0.142441277225219","0.110810378354417","0.17407217609602"
"Angestellte, qualifizierte Tätigkeit","2015","Niedersachsen","385","0.153285589028232","0.139625642371611","0.166945535684853"
"Angestellte, qualifizierte Tätigkeit","2015","Bremen","30","0.0970405199058308","0.0550605526296473","0.139020487182014"
"Angestellte, qualifizierte Tätigkeit","2015","Nordrhein-Westfalen","788","0.129800981966277","0.121090617526377","0.138511346406177"
"Angestellte, qualifizierte Tätigkeit","2015","Hessen","338","0.166550477783282","0.149880953883207","0.183220001683356"
"Angestellte, qualifizierte Tätigkeit","2015","Rheinland-Pfalz,Saarland","193","0.151190678409923","0.13235816571159","0.170023191108257"
"Angestellte, qualifizierte Tätigkeit","2015","Baden-Wuerttemberg","536","0.147147682192282","0.135016872925528","0.159278491459036"
"Angestellte, qualifizierte Tätigkeit","2015","Bayern","733","0.163776367936537","0.152957792464358","0.174594943408716"
"Angestellte, qualifizierte Tätigkeit","2015","Saarland","32","0.12017801826567","0.0804230462004682","0.159932990330872"
"Angestellte, qualifizierte Tätigkeit","2015","Berlin","145","0.153517788390312","0.131230700240517","0.175804876540108"
"Angestellte, qualifizierte Tätigkeit","2015","Brandenburg","127","0.119088491826581","0.0993274752799611","0.138849508373201"
"Angestellte, qualifizierte Tätigkeit","2015","Mecklenburg-Vorpommern","69","0.109911632701383","0.0841209843905828","0.135702281012184"
"Angestellte, qualifizierte Tätigkeit","2015","Sachsen","235","0.153412952965318","0.135614812235509","0.171211093695126"
"Angestellte, qualifizierte Tätigkeit","2015","Sachsen-Anhalt","127","0.124436833342019","0.10302613073266","0.145847535951378"
"Angestellte, qualifizierte Tätigkeit","2015","Thueringen","109","0.125640504009693","0.105025505048228","0.146255502971159"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2015","Schleswig-Holstein","56","0.0557631923025133","0.0409033352676663","0.0706230493373602"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2015","Hamburg","54","0.101990488585179","0.0746011229237274","0.129379854246631"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2015","Niedersachsen","184","0.0776577789338243","0.0675100608982754","0.0878054969693732"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2015","Bremen","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2015","Nordrhein-Westfalen","423","0.0813900885154338","0.074303464908067","0.0884767121228007"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2015","Hessen","199","0.112239090499529","0.0981159694312684","0.126362211567789"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2015","Rheinland-Pfalz,Saarland","83","0.0503944985227385","0.0388943389684126","0.0618946580770644"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2015","Baden-Wuerttemberg","381","0.0957960001115696","0.0857177984471001","0.105874201776039"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2015","Bayern","408","0.105102804648558","0.0961372539840588","0.114068355313058"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2015","Saarland","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2015","Berlin","120","0.0994541569886653","0.0809516982960552","0.117956615681275"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2015","Brandenburg","57","0.0473467335075934","0.0343892494299354","0.0603042175852514"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2015","Mecklenburg-Vorpommern","40","0.0709680018431939","0.0497955822564954","0.0921404214298925"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2015","Sachsen","136","0.0890445357031136","0.0749788787417221","0.103110192664505"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2015","Sachsen-Anhalt","70","0.0546455929251571","0.0399025340412216","0.0693886518090926"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2015","Thueringen","90","0.0766893836649075","0.0601387355543251","0.09324003177549"
"Angestellte, umfassende Führungsaufgaben","2015","Schleswig-Holstein","","","",""
"Angestellte, umfassende Führungsaufgaben","2015","Hamburg","","","",""
"Angestellte, umfassende Führungsaufgaben","2015","Niedersachsen","","","",""
"Angestellte, umfassende Führungsaufgaben","2015","Bremen","","","",""
"Angestellte, umfassende Führungsaufgaben","2015","Nordrhein-Westfalen","54","0.00793267299988256","0.00563351725071631","0.0102318287490488"
"Angestellte, umfassende Führungsaufgaben","2015","Hessen","","","",""
"Angestellte, umfassende Führungsaufgaben","2015","Rheinland-Pfalz,Saarland","","","",""
"Angestellte, umfassende Führungsaufgaben","2015","Baden-Wuerttemberg","33","0.00755570231037084","0.0045904159892684","0.0105209886314733"
"Angestellte, umfassende Führungsaufgaben","2015","Bayern","44","0.00476330701432955","0.00275050656857873","0.00677610746008036"
"Angestellte, umfassende Führungsaufgaben","2015","Saarland","","","",""
"Angestellte, umfassende Führungsaufgaben","2015","Berlin","","","",""
"Angestellte, umfassende Führungsaufgaben","2015","Brandenburg","","","",""
"Angestellte, umfassende Führungsaufgaben","2015","Mecklenburg-Vorpommern","","","",""
"Angestellte, umfassende Führungsaufgaben","2015","Sachsen","","","",""
"Angestellte, umfassende Führungsaufgaben","2015","Sachsen-Anhalt","","","",""
"Angestellte, umfassende Führungsaufgaben","2015","Thueringen","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2015","Schleswig-Holstein","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2015","Hamburg","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2015","Niedersachsen","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2015","Bremen","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2015","Nordrhein-Westfalen","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2015","Hessen","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2015","Rheinland-Pfalz,Saarland","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2015","Baden-Wuerttemberg","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2015","Bayern","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2015","Saarland","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2015","Berlin","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2015","Brandenburg","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2015","Mecklenburg-Vorpommern","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2015","Sachsen","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2015","Sachsen-Anhalt","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2015","Thueringen","","","",""
"Beamte, einfacher Dienst","2015","Schleswig-Holstein","","","",""
"Beamte, einfacher Dienst","2015","Hamburg","","","",""
"Beamte, einfacher Dienst","2015","Niedersachsen","","","",""
"Beamte, einfacher Dienst","2015","Bremen","","","",""
"Beamte, einfacher Dienst","2015","Nordrhein-Westfalen","","","",""
"Beamte, einfacher Dienst","2015","Hessen","","","",""
"Beamte, einfacher Dienst","2015","Rheinland-Pfalz,Saarland","","","",""
"Beamte, einfacher Dienst","2015","Baden-Wuerttemberg","","","",""
"Beamte, einfacher Dienst","2015","Bayern","","","",""
"Beamte, einfacher Dienst","2015","Saarland","","","",""
"Beamte, einfacher Dienst","2015","Berlin","","","",""
"Beamte, einfacher Dienst","2015","Brandenburg","","","",""
"Beamte, einfacher Dienst","2015","Mecklenburg-Vorpommern","","","",""
"Beamte, einfacher Dienst","2015","Sachsen","","","",""
"Beamte, einfacher Dienst","2015","Sachsen-Anhalt","","","",""
"Beamte, einfacher Dienst","2015","Thueringen","","","",""
"Beamte, mittlerer Dienst","2015","Schleswig-Holstein","","","",""
"Beamte, mittlerer Dienst","2015","Hamburg","","","",""
"Beamte, mittlerer Dienst","2015","Niedersachsen","","","",""
"Beamte, mittlerer Dienst","2015","Bremen","","","",""
"Beamte, mittlerer Dienst","2015","Nordrhein-Westfalen","","","",""
"Beamte, mittlerer Dienst","2015","Hessen","","","",""
"Beamte, mittlerer Dienst","2015","Rheinland-Pfalz,Saarland","","","",""
"Beamte, mittlerer Dienst","2015","Baden-Wuerttemberg","","","",""
"Beamte, mittlerer Dienst","2015","Bayern","48","0.00933572282515139","0.00652433688236265","0.0121471087679401"
"Beamte, mittlerer Dienst","2015","Saarland","","","",""
"Beamte, mittlerer Dienst","2015","Berlin","","","",""
"Beamte, mittlerer Dienst","2015","Brandenburg","","","",""
"Beamte, mittlerer Dienst","2015","Mecklenburg-Vorpommern","","","",""
"Beamte, mittlerer Dienst","2015","Sachsen","","","",""
"Beamte, mittlerer Dienst","2015","Sachsen-Anhalt","","","",""
"Beamte, mittlerer Dienst","2015","Thueringen","","","",""
"Beamte, gehobener Dienst","2015","Schleswig-Holstein","","","",""
"Beamte, gehobener Dienst","2015","Hamburg","","","",""
"Beamte, gehobener Dienst","2015","Niedersachsen","50","0.0220859610013767","0.0165136114072121","0.0276583105955413"
"Beamte, gehobener Dienst","2015","Bremen","","","",""
"Beamte, gehobener Dienst","2015","Nordrhein-Westfalen","127","0.0249059266711611","0.0208670308265814","0.0289448225157408"
"Beamte, gehobener Dienst","2015","Hessen","30","0.00992612985127317","0.00549071364287992","0.0143615460596664"
"Beamte, gehobener Dienst","2015","Rheinland-Pfalz,Saarland","","","",""
"Beamte, gehobener Dienst","2015","Baden-Wuerttemberg","57","0.0142790278246021","0.0102164428050311","0.0183416128441731"
