"pgstib","year","n","percent","lower_confidence","upper_confidence"
"Beamte, einfacher Dienst","1997","","","",""
"Beamte, mittlerer Dienst","1997","149","0.0116695672853493","0.00981596789391486","0.0135231666767837"
"Beamte, gehobener Dienst","1997","174","0.0161431840594131","0.0139679902110669","0.0183183779077594"
"Beamte, höherer Dienst","1997","84","0.00895302127527344","0.00732721293550008","0.0105788296150468"
"nicht erwerbstätig (NE): keine weitere Angaben","1998","1425","0.0941168002638939","0.0893335611203441","0.0989000394074436"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1998","764","0.0473399433933354","0.0438610969435085","0.0508187898431623"
"NE: arbeitslos gemeldet","1998","1100","0.0662836132007523","0.0622082812219354","0.0703589451795692"
"NE: Rentner/Rentnerin","1998","2833","0.267033770920796","0.259786450017363","0.274281091824229"
"NE: Wehr- und Zivildienst","1998","50","0.00285033329254507","0.00197699920470137","0.00372366738038878"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1998","473","0.0251801242444319","0.0226136108394648","0.0277466376493989"
"Auszubildende, gewerblich-technisch (ab 2000)","1998","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1998","","","",""
"Volontäre, Praktikanten","1998","38","0.00220030002705326","0.0014327352247053","0.00296786482940121"
"Aspiranten (1990 Ost)","1998","","","",""
"ungelernter Arbeiter","1998","357","0.0200457420894548","0.0177497711534289","0.0223417130254806"
"angelernter Arbeiter","1998","1075","0.0594431234202872","0.055569693018347","0.0633165538222273"
"gelernte und Facharbeiter","1998","1189","0.0696508722150184","0.0654808470877305","0.0738208973423064"
"Vorarbeiter, Kolonnenführer","1998","164","0.0103834854783145","0.00872291443001203","0.0120440565266169"
"Meister, Polier","1998","70","0.00335013050906082","0.00240355647943597","0.00429670453868568"
"Arbeiter in der Landwirtschaft (1990 Ost)","1998","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1998","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1998","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1998","","","",""
"selbständiger Landwirt","1998","38","0.00232163615639578","0.00153323950466747","0.0031100328081241"
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1998","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1998","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1998","","","",""
"Freiberufler, Akademiker","1998","143","0.0131174283887474","0.0112535846224386","0.0149812721550561"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1998","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1998","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1998","","","",""
"sonstige selbständiger","1998","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1998","233","0.0150345041689497","0.0130410443865537","0.0170279639513456"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1998","247","0.0153800404479766","0.0133641567571725","0.0173959241387806"
"sonstige selbständiger, 10+ Mitarbeiter","1998","39","0.00283628512564197","0.00196509971880696","0.00370747053247698"
"mithelfende Familienangehörige","1998","","","",""
"Angestellte, Industrie- und Werkmeister","1998","74","0.00543189725846231","0.00422784468125276","0.00663594983567186"
"Angestellte, einfache Tätigkeit (bis 1990)","1998","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1998","294","0.0181318080973646","0.015946062726144","0.0203175534685851"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1998","572","0.0368232188834642","0.0337381398665903","0.039908297900338"
"Angestellte, qualifizierte Tätigkeit","1998","1651","0.112027717616999","0.10686099836372","0.117194436870278"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1998","877","0.0638458872480614","0.0598409791655757","0.0678507953305471"
"Angestellte, umfassende Führungsaufgaben","1998","102","0.00853103742565461","0.00702445498932435","0.0100376198619849"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1998","","","",""
"Beamte, einfacher Dienst","1998","","","",""
"Beamte, mittlerer Dienst","1998","165","0.0115573167753521","0.00980643561840897","0.0133081979322951"
"Beamte, gehobener Dienst","1998","198","0.0160155435727551","0.0139590972617734","0.0180719898837368"
"Beamte, höherer Dienst","1998","98","0.00859834910320743","0.00708588606281748","0.0101108121435974"
"nicht erwerbstätig (NE): keine weitere Angaben","1999","1273","0.0863458639908517","0.0816535459439343","0.0910381820377691"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1999","699","0.0434332774885264","0.0400280612596564","0.0468384937173964"
"NE: arbeitslos gemeldet","1999","891","0.0557952163708939","0.0519607287479941","0.0596297039937937"
"NE: Rentner/Rentnerin","1999","2770","0.269809027860478","0.262393838821166","0.27722421689979"
"NE: Wehr- und Zivildienst","1999","51","0.00316236191267353","0.00222438152413869","0.00410034230120836"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1999","443","0.0253597090922795","0.0227332534340035","0.0279861647505555"
"Auszubildende, gewerblich-technisch (ab 2000)","1999","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1999","","","",""
"Volontäre, Praktikanten","1999","57","0.00398321365706527","0.00293094680639319","0.00503548050773735"
"Aspiranten (1990 Ost)","1999","","","",""
"ungelernter Arbeiter","1999","363","0.0221802943438866","0.0197199901652817","0.0246405985224914"
"angelernter Arbeiter","1999","989","0.0596033934261204","0.0556482086370475","0.0635585782151932"
"gelernte und Facharbeiter","1999","1256","0.074274113542895","0.0698934923308759","0.0786547347549141"
"Vorarbeiter, Kolonnenführer","1999","148","0.00985355235769184","0.00820340818457933","0.0115036965308043"
"Meister, Polier","1999","73","0.00437447849508861","0.00327195738855744","0.00547699960161978"
"Arbeiter in der Landwirtschaft (1990 Ost)","1999","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1999","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1999","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1999","","","",""
"selbständiger Landwirt","1999","44","0.00257370782359426","0.00172726858777923","0.0034201470594093"
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1999","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1999","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1999","","","",""
"Freiberufler, Akademiker","1999","145","0.0136390025621588","0.0117013093849147","0.015576695739403"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1999","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1999","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1999","","","",""
"sonstige selbständiger","1999","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1999","245","0.0175800874604647","0.0153845803246059","0.0197755945963235"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1999","248","0.0174600883920085","0.0152719535654791","0.0196482232185379"
"sonstige selbständiger, 10+ Mitarbeiter","1999","","","",""
"mithelfende Familienangehörige","1999","34","0.00258756432991896","0.00173885548897275","0.00343627317086518"
"Angestellte, Industrie- und Werkmeister","1999","74","0.00607521713884974","0.0047770416007564","0.00737339267694309"
"Angestellte, einfache Tätigkeit (bis 1990)","1999","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1999","331","0.0212775122030637","0.0188666856470215","0.0236883387591058"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1999","545","0.0378820201484059","0.0346926385088858","0.041071401787926"
"Angestellte, qualifizierte Tätigkeit","1999","1641","0.114228119305775","0.108914098910474","0.119542139701076"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1999","872","0.0640380323326356","0.0599480272333707","0.0681280374319005"
"Angestellte, umfassende Führungsaufgaben","1999","96","0.00751790212663371","0.00607483865438635","0.00896096559888107"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1999","","","",""
"Beamte, einfacher Dienst","1999","","","",""
"Beamte, mittlerer Dienst","1999","159","0.0112729282724741","0.00950919729148421","0.013036659253464"
"Beamte, gehobener Dienst","1999","194","0.015258554056253","0.0132107256743183","0.0173063824381877"
"Beamte, höherer Dienst","1999","88","0.00753312255338321","0.00608861011355119","0.00897763499321523"
"nicht erwerbstätig (NE): keine weitere Angaben","2000","2402","0.0920803796964365","0.0884343109418129","0.0957264484510601"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2000","1176","0.0421986220192836","0.0396634673187681","0.0447337767197991"
"NE: arbeitslos gemeldet","2000","1413","0.0488041986101685","0.0460872516655572","0.0515211455547797"
"NE: Rentner/Rentnerin","2000","5310","0.265195393033134","0.259628837764083","0.270761948302184"
"NE: Wehr- und Zivildienst","2000","102","0.00351447583771398","0.00276822749344997","0.00426072418197799"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2000","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2000","439","0.0148674173243868","0.0133413183155476","0.0163935163332259"
"Auszubildende, kaufmännisch (ab 2000)","2000","230","0.00811447774569705","0.0069831754590438","0.00924578003235031"
"Volontäre, Praktikanten","2000","68","0.00249735005171689","0.00186796801675447","0.00312673208667931"
"Aspiranten (1990 Ost)","2000","","","",""
"ungelernter Arbeiter","2000","634","0.0249815609329268","0.0230135214702077","0.026949600395646"
"angelernter Arbeiter","2000","1605","0.0636661411642137","0.0605873003818414","0.0667449819465859"
"gelernte und Facharbeiter","2000","1861","0.0706361167044136","0.0674052138070559","0.0738670196017714"
"Vorarbeiter, Kolonnenführer","2000","239","0.00976578717822364","0.00852573433057672","0.0110058400258706"
"Meister, Polier","2000","132","0.00542608068134559","0.00449972182184803","0.00635243954084316"
"Arbeiter in der Landwirtschaft (1990 Ost)","2000","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2000","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2000","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2000","","","",""
"selbständiger Landwirt","2000","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2000","33","0.0011110867429402","0.000690989160878764","0.00153118432500163"
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2000","36","0.00121523365651423","0.000775911150810612","0.00165455616221784"
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2000","","","",""
"Freiberufler, Akademiker","2000","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2000","163","0.00878576938619413","0.0076090002577214","0.00996253851466686"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2000","132","0.00587603938656312","0.00491225425448204","0.00683982451864421"
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2000","","","",""
"sonstige selbständiger","2000","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2000","412","0.0180254686180096","0.0163477813965451","0.019703155839474"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2000","423","0.0172376125706646","0.0155963410882071","0.0188788840531221"
"sonstige selbständiger, 10+ Mitarbeiter","2000","71","0.00295882217734916","0.00227391205822079","0.00364373229647753"
"mithelfende Familienangehörige","2000","66","0.00249926878240743","0.00186964562021285","0.00312889194460202"
"Angestellte, Industrie- und Werkmeister","2000","81","0.00316113893855859","0.00245327159880252","0.00386900627831467"
"Angestellte, einfache Tätigkeit (bis 1990)","2000","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2000","593","0.0234155940834053","0.0215087065232205","0.0253224816435901"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2000","930","0.0371842078869479","0.034798218694083","0.0395701970798128"
"Angestellte, qualifizierte Tätigkeit","2000","2998","0.121605593202317","0.117484246421548","0.125726939983086"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2000","1537","0.0634008198363627","0.0603279658370167","0.0664736738357087"
"Angestellte, umfassende Führungsaufgaben","2000","206","0.00865872472161102","0.00749041991540533","0.0098270295278167"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2000","","","",""
"Beamte, einfacher Dienst","2000","","","",""
"Beamte, mittlerer Dienst","2000","266","0.00961364668275388","0.00838319658577681","0.010844096779731"
"Beamte, gehobener Dienst","2000","364","0.014732213650215","0.0132129653867775","0.0162514619136526"
"Beamte, höherer Dienst","2000","187","0.00700852972505684","0.0059565585949942","0.00806050085511947"
"nicht erwerbstätig (NE): keine weitere Angaben","2001","1955","0.0821775993306568","0.078537863850225","0.0858173348110886"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2001","1130","0.044260764044792","0.0415349706691304","0.0469865574204537"
"NE: arbeitslos gemeldet","2001","1316","0.0546283459392674","0.0516165601183295","0.0576401317602052"
"NE: Rentner/Rentnerin","2001","4978","0.271479369753803","0.265585464988191","0.277373274519415"
"NE: Wehr- und Zivildienst","2001","95","0.00445205397647352","0.00356973611397073","0.00533437183897631"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2001","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2001","321","0.011261015105587","0.0098625766104735","0.0126594536007005"
"Auszubildende, kaufmännisch (ab 2000)","2001","218","0.00927647539194494","0.00800595538925935","0.0105469953946305"
"Volontäre, Praktikanten","2001","74","0.00315508313625884","0.0024118364634535","0.00389832980906419"
"Aspiranten (1990 Ost)","2001","","","",""
"ungelernter Arbeiter","2001","515","0.0216238096845988","0.0196961391299549","0.0235514802392427"
"angelernter Arbeiter","2001","1423","0.0626476032297062","0.05943603281842","0.0658591736409923"
"gelernte und Facharbeiter","2001","1732","0.072248981732774","0.0688177870843954","0.0756801763811526"
"Vorarbeiter, Kolonnenführer","2001","212","0.00954485735200976","0.00825626396722786","0.0108334507367917"
"Meister, Polier","2001","107","0.00467567199751946","0.00377156860450452","0.00557977539053439"
"Arbeiter in der Landwirtschaft (1990 Ost)","2001","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2001","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2001","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2001","","","",""
"selbständiger Landwirt","2001","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2001","36","0.00144613160215098","0.000942511069097628","0.00194975213520434"
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2001","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2001","","","",""
"Freiberufler, Akademiker","2001","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2001","160","0.00865336847418042","0.00742587515558246","0.00988086179277839"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2001","95","0.00476448646471613","0.00385187745529994","0.00567709547413231"
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2001","","","",""
"sonstige selbständiger","2001","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2001","374","0.0186481141337419","0.0168552655572707","0.0204409627102131"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2001","379","0.0168659602506279","0.0151593840941099","0.0185725364071458"
"sonstige selbständiger, 10+ Mitarbeiter","2001","62","0.0029837833909464","0.00226093282078131","0.00370663396111148"
"mithelfende Familienangehörige","2001","60","0.002335038844859","0.00169537296556408","0.00297470472415392"
"Angestellte, Industrie- und Werkmeister","2001","88","0.00399272134134463","0.00315696529467885","0.00482847738801041"
"Angestellte, einfache Tätigkeit (bis 1990)","2001","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2001","510","0.0217818781612255","0.0198473311632192","0.0237164251592318"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2001","880","0.0383891793027763","0.0358428307245644","0.0409355278809882"
"Angestellte, qualifizierte Tätigkeit","2001","2742","0.122406531779754","0.11806280241973","0.126750261139779"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2001","1433","0.0632163943806109","0.0599912566027435","0.0664415321584784"
"Angestellte, umfassende Führungsaufgaben","2001","150","0.00749206207835676","0.00634923256145047","0.00863489159526304"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2001","","","",""
"Beamte, einfacher Dienst","2001","","","",""
"Beamte, mittlerer Dienst","2001","248","0.0101264656142481","0.00879958278710203","0.0114533484413941"
"Beamte, gehobener Dienst","2001","333","0.0149279669666035","0.0133208477352023","0.0165350861980046"
"Beamte, höherer Dienst","2001","175","0.00741819621876961","0.00628097204262881","0.00855542039491041"
"nicht erwerbstätig (NE): keine weitere Angaben","2002","1958","0.0817503447926614","0.0782117868980422","0.0852889026872806"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2002","1226","0.0433833785097127","0.0407523123529974","0.046014444666428"
"NE: arbeitslos gemeldet","2002","1313","0.0600174866694978","0.0569498783171032","0.0630850950218925"
"NE: Rentner/Rentnerin","2002","5130","0.276174160579914","0.270399723085126","0.281948598074702"
"NE: Wehr- und Zivildienst","2002","92","0.00331459367661755","0.00257226656828388","0.00405692078495122"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2002","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2002","392","0.0165177916991206","0.014871675956066","0.0181639074421751"
"Auszubildende, kaufmännisch (ab 2000)","2002","240","0.00982864760587178","0.00855454858267166","0.0111027466290719"
"Volontäre, Praktikanten","2002","67","0.00244867166602803","0.00181035817186786","0.0030869851601882"
"Aspiranten (1990 Ost)","2002","","","",""
"ungelernter Arbeiter","2002","550","0.0281607420117536","0.0260241559627012","0.0302973280608059"
"angelernter Arbeiter","2002","1300","0.0625399618953378","0.0594127571958889","0.0656671665947867"
"gelernte und Facharbeiter","2002","1491","0.0662280562717603","0.0630163003240224","0.0694398122194982"
"Vorarbeiter, Kolonnenführer","2002","201","0.00944277513461566","0.00819369376471044","0.0106918565045209"
"Meister, Polier","2002","111","0.00461715865536812","0.00374160332554871","0.00549271398518753"
"Arbeiter in der Landwirtschaft (1990 Ost)","2002","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2002","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2002","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2002","","","",""
"selbständiger Landwirt","2002","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2002","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2002","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2002","","","",""
"Freiberufler, Akademiker","2002","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2002","199","0.00765971943937336","0.00653372080576214","0.00878571807298457"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2002","205","0.00620481578210839","0.00519063818704452","0.00721899337717226"
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2002","","","",""
"sonstige selbständiger","2002","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2002","406","0.0166651054844313","0.015011789437871","0.0183184215309916"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2002","390","0.0138307168319684","0.0123223769912592","0.0153390566726777"
"sonstige selbständiger, 10+ Mitarbeiter","2002","89","0.00278070744443275","0.00210060535706783","0.00346080953179766"
"mithelfende Familienangehörige","2002","55","0.00188381647268526","0.00132378689353716","0.00244384605183336"
"Angestellte, Industrie- und Werkmeister","2002","79","0.00312355309194392","0.00240286684285143","0.00384423934103641"
"Angestellte, einfache Tätigkeit (bis 1990)","2002","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2002","567","0.0236316665363724","0.0216698646867494","0.0255934683859954"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2002","897","0.0397276925782142","0.0372051123049988","0.0422502728514295"
"Angestellte, qualifizierte Tätigkeit","2002","2795","0.114837225543275","0.110719531838349","0.1189549192482"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2002","1799","0.0622064522442746","0.0590870422524656","0.0653258622360836"
"Angestellte, umfassende Führungsaufgaben","2002","316","0.00933111689926333","0.00808937253334243","0.0105728612651842"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2002","","","",""
"Beamte, einfacher Dienst","2002","","","",""
"Beamte, mittlerer Dienst","2002","260","0.0101132434662986","0.00882101557577131","0.0114054713568259"
"Beamte, gehobener Dienst","2002","441","0.0127159662013303","0.0112688718064248","0.0141630605962358"
"Beamte, höherer Dienst","2002","351","0.00676805131740257","0.00570914318442316","0.00782695945038197"
"nicht erwerbstätig (NE): keine weitere Angaben","2003","1795","0.0790181989674393","0.0754686897071686","0.0825677082277099"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2003","1230","0.045383801707871","0.042645104228156","0.0481224991875861"
"NE: arbeitslos gemeldet","2003","1410","0.066992792661153","0.0637032481569896","0.0702823371653164"
"NE: Rentner/Rentnerin","2003","5111","0.280284395143647","0.274374780733037","0.286194009554256"
"NE: Wehr- und Zivildienst","2003","86","0.00299011907991544","0.00227170770635629","0.00370853045347459"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2003","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2003","322","0.012251824394248","0.0108043772100296","0.0136992715784664"
"Auszubildende, kaufmännisch (ab 2000)","2003","233","0.00902895626732173","0.00778436003210513","0.0102735525025383"
"Volontäre, Praktikanten","2003","79","0.00354771982200535","0.00276540396022962","0.00433003568378108"
"Aspiranten (1990 Ost)","2003","","","",""
"ungelernter Arbeiter","2003","474","0.0239735002734364","0.0219608155295928","0.02598618501728"
"angelernter Arbeiter","2003","1184","0.0594540669071536","0.056342637051577","0.0625654967627302"
"gelernte und Facharbeiter","2003","1450","0.0661675349766212","0.0628968690399617","0.0694382009132807"
"Vorarbeiter, Kolonnenführer","2003","202","0.0102518924822415","0.00892650279406082","0.0115772821704221"
"Meister, Polier","2003","93","0.00411525657120135","0.00327292665752733","0.00495758648487536"
"Arbeiter in der Landwirtschaft (1990 Ost)","2003","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2003","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2003","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2003","","","",""
"selbständiger Landwirt","2003","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2003","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2003","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2003","","","",""
"Freiberufler, Akademiker","2003","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2003","211","0.00853845800606627","0.00732784067813213","0.00974907533400041"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2003","188","0.00669563052494622","0.00562258996254452","0.00776867108734793"
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2003","43","0.00120360296520542","0.000747398707729916","0.00165980722268092"
"sonstige selbständiger","2003","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2003","379","0.0166834573396555","0.0149981895265701","0.0183687251527408"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2003","348","0.0127225636104041","0.0112479231447825","0.0141972040760257"
"sonstige selbständiger, 10+ Mitarbeiter","2003","70","0.00233795879470687","0.0017024971000807","0.00297342048933304"
"mithelfende Familienangehörige","2003","55","0.00214462160883277","0.0015359425422334","0.00275330067543214"
"Angestellte, Industrie- und Werkmeister","2003","84","0.00435275940536708","0.0034865671338705","0.00521895167686366"
"Angestellte, einfache Tätigkeit (bis 1990)","2003","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2003","524","0.0218067396489471","0.019885033727549","0.0237284455703451"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2003","929","0.0422636636774206","0.0396164696202785","0.0449108577345627"
"Angestellte, qualifizierte Tätigkeit","2003","2767","0.11695276052486","0.112724356932056","0.121181164117664"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2003","1620","0.0601103043370229","0.0569828416748144","0.0632377669992314"
"Angestellte, umfassende Führungsaufgaben","2003","256","0.00794644080616455","0.00677819800901871","0.00911468360331039"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2003","","","",""
"Beamte, einfacher Dienst","2003","","","",""
"Beamte, mittlerer Dienst","2003","241","0.0102495643807711","0.00892432363383246","0.0115748051277097"
"Beamte, gehobener Dienst","2003","446","0.0133955629605961","0.0118829380682101","0.0149081878529821"
"Beamte, höherer Dienst","2003","290","0.00635369280101322","0.0053082308203236","0.00739915478170284"
"nicht erwerbstätig (NE): keine weitere Angaben","2004","1665","0.0735109654785388","0.0700330739201608","0.0769888570369169"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2004","1268","0.0481618815579594","0.0453085443447028","0.0510152187712161"
"NE: arbeitslos gemeldet","2004","1396","0.0708720071719768","0.0674522523548667","0.0742917619890869"
"NE: Rentner/Rentnerin","2004","5052","0.28272793018598","0.276726618981243","0.288729241390718"
"NE: Wehr- und Zivildienst","2004","63","0.00228769566962567","0.00165101506438012","0.00292437627487123"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2004","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2004","335","0.0144431372236233","0.012853158022489","0.0160331164247576"
"Auszubildende, kaufmännisch (ab 2000)","2004","212","0.00895984462628589","0.00770405845450265","0.0102156307980691"
"Volontäre, Praktikanten","2004","82","0.00348790442045443","0.00270222856650963","0.00427358027439924"
"Aspiranten (1990 Ost)","2004","","","",""
"ungelernter Arbeiter","2004","500","0.0267662917136908","0.0246153803900693","0.0289172030373124"
"angelernter Arbeiter","2004","1143","0.0565685095409579","0.0534898449016341","0.0596471741802818"
"gelernte und Facharbeiter","2004","1341","0.0630715702079058","0.0598319816119057","0.066311158803906"
"Vorarbeiter, Kolonnenführer","2004","174","0.00899393023829288","0.00773577929992259","0.0102520811766632"
"Meister, Polier","2004","101","0.00459767976825528","0.00369613247215102","0.00549922706435954"
"Arbeiter in der Landwirtschaft (1990 Ost)","2004","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2004","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2004","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2004","","","",""
"selbständiger Landwirt","2004","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2004","33","0.00135148569316388","0.00086189642696529","0.00184107495936247"
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2004","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2004","","","",""
"Freiberufler, Akademiker","2004","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2004","232","0.00861254573783856","0.00738112259491104","0.00984396888076607"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2004","175","0.00600139492067661","0.00497210238825627","0.00703068745309694"
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2004","38","0.000967022798049664","0.000552805625512404","0.00138123997058692"
"sonstige selbständiger","2004","","","",""
