"pgstib","year","alter_gr","n","percent","lower_confidence","upper_confidence"
"Beamte, mittlerer Dienst","2009","35-65 Jahre alt","125","0.0134796266075374","0.0112064679524199","0.0157527852626549"
"Beamte, mittlerer Dienst","2009","66 und älter","","","",""
"Beamte, gehobener Dienst","2009","16-34 Jahre alt","52","0.0125487776115757","0.00918784842088317","0.0159097068022683"
"Beamte, gehobener Dienst","2009","35-65 Jahre alt","288","0.0215036429886783","0.0186442528500251","0.0243630331273314"
"Beamte, gehobener Dienst","2009","66 und älter","","","",""
"Beamte, höherer Dienst","2009","16-34 Jahre alt","","","",""
"Beamte, höherer Dienst","2009","35-65 Jahre alt","211","0.0156394286651239","0.0131936039201471","0.0180852534101007"
"Beamte, höherer Dienst","2009","66 und älter","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","2010","16-34 Jahre alt","1378","0.0911085437371646","0.0843226432032031","0.0978944442711261"
"nicht erwerbstätig (NE): keine weitere Angaben","2010","35-65 Jahre alt","1409","0.0732634337184924","0.0688450172768334","0.0776818501601515"
"nicht erwerbstätig (NE): keine weitere Angaben","2010","66 und älter","65","0.0151302330085915","0.0113817996876943","0.0188786663294887"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2010","16-34 Jahre alt","996","0.181811183001104","0.172716051292849","0.190906314709359"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2010","35-65 Jahre alt","46","0.00268521496252177","0.00180770810328796","0.00356272182175558"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2010","66 und älter","","","",""
"NE: arbeitslos gemeldet","2010","16-34 Jahre alt","746","0.0852530472453328","0.0786677199000744","0.0918383745905913"
"NE: arbeitslos gemeldet","2010","35-65 Jahre alt","962","0.072403202367834","0.0680087640802091","0.0767976406554588"
"NE: arbeitslos gemeldet","2010","66 und älter","","","",""
"NE: Rentner/Rentnerin","2010","16-34 Jahre alt","","","",""
"NE: Rentner/Rentnerin","2010","35-65 Jahre alt","952","0.0927883789670786","0.0878685958468365","0.0977081620873207"
"NE: Rentner/Rentnerin","2010","66 und älter","3795","0.936967503082025","0.929505041667866","0.944429964496184"
"NE: Wehr- und Zivildienst","2010","16-34 Jahre alt","53","0.0101798580554424","0.00781273447739564","0.0125469816334891"
"NE: Wehr- und Zivildienst","2010","35-65 Jahre alt","","","",""
"NE: Wehr- und Zivildienst","2010","66 und älter","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2010","16-34 Jahre alt","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2010","35-65 Jahre alt","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2010","66 und älter","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2010","16-34 Jahre alt","273","0.0544306722363419","0.0490808363002227","0.0597805081724611"
"Auszubildende, gewerblich-technisch (ab 2000)","2010","35-65 Jahre alt","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2010","66 und älter","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2010","16-34 Jahre alt","174","0.0381979670803508","0.0336780039009561","0.0427179302597455"
"Auszubildende, kaufmännisch (ab 2000)","2010","35-65 Jahre alt","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2010","66 und älter","","","",""
"Volontäre, Praktikanten","2010","16-34 Jahre alt","66","0.0110225408719299","0.00856043920528441","0.0134846425385753"
"Volontäre, Praktikanten","2010","35-65 Jahre alt","","","",""
"Volontäre, Praktikanten","2010","66 und älter","","","",""
"Aspiranten (1990 Ost)","2010","16-34 Jahre alt","","","",""
"Aspiranten (1990 Ost)","2010","35-65 Jahre alt","","","",""
"Aspiranten (1990 Ost)","2010","66 und älter","","","",""
"ungelernter Arbeiter","2010","16-34 Jahre alt","194","0.0285391943647936","0.0246126959826241","0.0324656927469631"
"ungelernter Arbeiter","2010","35-65 Jahre alt","412","0.0381326910725549","0.0348851760272762","0.0413802061178336"
"ungelernter Arbeiter","2010","66 und älter","","","",""
"angelernter Arbeiter","2010","16-34 Jahre alt","259","0.037160947430826","0.0327003588938936","0.0416215359677583"
"angelernter Arbeiter","2010","35-65 Jahre alt","865","0.0784427150172058","0.073883581209451","0.0830018488249606"
"angelernter Arbeiter","2010","66 und älter","","","",""
"gelernte und Facharbeiter","2010","16-34 Jahre alt","400","0.0759642992104365","0.0697165862302803","0.0822120121905927"
"gelernte und Facharbeiter","2010","35-65 Jahre alt","961","0.0853424739125402","0.0806048919985839","0.0900800558264964"
"gelernte und Facharbeiter","2010","66 und älter","","","",""
"Vorarbeiter, Kolonnenführer","2010","16-34 Jahre alt","33","0.00456760087254364","0.00297751021406745","0.00615769153101983"
"Vorarbeiter, Kolonnenführer","2010","35-65 Jahre alt","171","0.0158176816921247","0.0137019818338264","0.0179333815504231"
"Vorarbeiter, Kolonnenführer","2010","66 und älter","","","",""
"Meister, Polier","2010","16-34 Jahre alt","","","",""
"Meister, Polier","2010","35-65 Jahre alt","78","0.00896454481739691","0.00736626218831332","0.0105628274464805"
"Meister, Polier","2010","66 und älter","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2010","16-34 Jahre alt","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2010","35-65 Jahre alt","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2010","66 und älter","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2010","16-34 Jahre alt","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2010","35-65 Jahre alt","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2010","66 und älter","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2010","16-34 Jahre alt","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2010","35-65 Jahre alt","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2010","66 und älter","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2010","16-34 Jahre alt","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2010","35-65 Jahre alt","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2010","66 und älter","","","",""
"selbständiger Landwirt","2010","16-34 Jahre alt","","","",""
"selbständiger Landwirt","2010","35-65 Jahre alt","","","",""
"selbständiger Landwirt","2010","66 und älter","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2010","16-34 Jahre alt","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2010","35-65 Jahre alt","33","0.00162829224616882","0.000944605482405014","0.00231197900993263"
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2010","66 und älter","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2010","16-34 Jahre alt","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2010","35-65 Jahre alt","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2010","66 und älter","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2010","16-34 Jahre alt","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2010","35-65 Jahre alt","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2010","66 und älter","","","",""
"Freiberufler, Akademiker","2010","16-34 Jahre alt","","","",""
"Freiberufler, Akademiker","2010","35-65 Jahre alt","","","",""
"Freiberufler, Akademiker","2010","66 und älter","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2010","16-34 Jahre alt","42","0.00653304555038069","0.0046332516778552","0.00843283942290618"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2010","35-65 Jahre alt","255","0.0182964646032393","0.0160238874862971","0.0205690417201815"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2010","66 und älter","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2010","16-34 Jahre alt","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2010","35-65 Jahre alt","154","0.00965723631758754","0.00799893266346726","0.0113155399717078"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2010","66 und älter","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2010","16-34 Jahre alt","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2010","35-65 Jahre alt","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2010","66 und älter","","","",""
"sonstige selbständiger","2010","16-34 Jahre alt","","","",""
"sonstige selbständiger","2010","35-65 Jahre alt","","","",""
"sonstige selbständiger","2010","66 und älter","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2010","16-34 Jahre alt","75","0.0117213808163275","0.00918332590186062","0.0142594357307945"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2010","35-65 Jahre alt","402","0.0295353042580427","0.026664487604036","0.0324061209120494"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2010","66 und älter","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2010","16-34 Jahre alt","44","0.00467211132835192","0.00306401668816689","0.00628020596853695"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2010","35-65 Jahre alt","272","0.0182887786263539","0.0160166699971557","0.020560887255552"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2010","66 und älter","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2010","16-34 Jahre alt","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2010","35-65 Jahre alt","56","0.00324062993544833","0.00227690134055225","0.00420435853034442"
"sonstige selbständiger, 10+ Mitarbeiter","2010","66 und älter","","","",""
"mithelfende Familienangehörige","2010","16-34 Jahre alt","","","",""
"mithelfende Familienangehörige","2010","35-65 Jahre alt","","","",""
"mithelfende Familienangehörige","2010","66 und älter","","","",""
"Angestellte, Industrie- und Werkmeister","2010","16-34 Jahre alt","","","",""
"Angestellte, Industrie- und Werkmeister","2010","35-65 Jahre alt","63","0.00564006612402062","0.00437019757184958","0.00690993467619167"
"Angestellte, Industrie- und Werkmeister","2010","66 und älter","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2010","16-34 Jahre alt","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2010","35-65 Jahre alt","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2010","66 und älter","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2010","16-34 Jahre alt","280","0.0405039308112208","0.0358551174272264","0.0451527441952151"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2010","35-65 Jahre alt","432","0.0263301861326467","0.0236151370849758","0.0290452351803177"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2010","66 und älter","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2010","16-34 Jahre alt","362","0.0641654014987151","0.0583868108120555","0.0699439921853746"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2010","35-65 Jahre alt","744","0.0624698371849681","0.0583661648782193","0.0665735094917169"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2010","66 und älter","","","",""
"Angestellte, qualifizierte Tätigkeit","2010","16-34 Jahre alt","846","0.136318404787219","0.128226961272466","0.144409848301972"
"Angestellte, qualifizierte Tätigkeit","2010","35-65 Jahre alt","2454","0.183167283996922","0.176608318040094","0.189726249953749"
"Angestellte, qualifizierte Tätigkeit","2010","66 und älter","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2010","16-34 Jahre alt","442","0.0744586568295963","0.0682681324689827","0.08064918119021"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2010","35-65 Jahre alt","1547","0.103621349691098","0.0984534361850819","0.108789263197113"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2010","66 und älter","","","",""
"Angestellte, umfassende Führungsaufgaben","2010","16-34 Jahre alt","","","",""
"Angestellte, umfassende Führungsaufgaben","2010","35-65 Jahre alt","220","0.0130728186250904","0.0111467487665644","0.0149988884836164"
"Angestellte, umfassende Führungsaufgaben","2010","66 und älter","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2010","16-34 Jahre alt","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2010","35-65 Jahre alt","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2010","66 und älter","","","",""
"Beamte, einfacher Dienst","2010","16-34 Jahre alt","","","",""
"Beamte, einfacher Dienst","2010","35-65 Jahre alt","","","",""
"Beamte, einfacher Dienst","2010","66 und älter","","","",""
"Beamte, mittlerer Dienst","2010","16-34 Jahre alt","47","0.0126150804515316","0.00998323620627977","0.0152469246967833"
"Beamte, mittlerer Dienst","2010","35-65 Jahre alt","164","0.0138349770455917","0.0118543218344705","0.0158156322567129"
"Beamte, mittlerer Dienst","2010","66 und älter","","","",""
"Beamte, gehobener Dienst","2010","16-34 Jahre alt","71","0.01535073398427","0.0124515399641762","0.0182499280043637"
"Beamte, gehobener Dienst","2010","35-65 Jahre alt","360","0.0234225131767864","0.0208579407888292","0.0259870855647437"
"Beamte, gehobener Dienst","2010","66 und älter","","","",""
"Beamte, höherer Dienst","2010","16-34 Jahre alt","","","",""
"Beamte, höherer Dienst","2010","35-65 Jahre alt","244","0.0135839847084921","0.0116211283853252","0.015546841031659"
"Beamte, höherer Dienst","2010","66 und älter","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","2011","16-34 Jahre alt","1250","0.109309007031235","0.102150739689569","0.116467274372901"
"nicht erwerbstätig (NE): keine weitere Angaben","2011","35-65 Jahre alt","1514","0.0749349146342882","0.070901570580021","0.0789682586885554"
"nicht erwerbstätig (NE): keine weitere Angaben","2011","66 und älter","79","0.0151110928700775","0.0117987970635292","0.0184233886766259"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2011","16-34 Jahre alt","1200","0.170662758493325","0.162031952118943","0.179293564867706"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2011","35-65 Jahre alt","61","0.00254346670324795","0.00177185814735904","0.00331507525913685"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2011","66 und älter","","","",""
"NE: arbeitslos gemeldet","2011","16-34 Jahre alt","664","0.0693133496685541","0.0634865968479699","0.0751401024891384"
"NE: arbeitslos gemeldet","2011","35-65 Jahre alt","1069","0.0604634073928554","0.0568121691174026","0.0641146456683082"
"NE: arbeitslos gemeldet","2011","66 und älter","","","",""
"NE: Rentner/Rentnerin","2011","16-34 Jahre alt","","","",""
"NE: Rentner/Rentnerin","2011","35-65 Jahre alt","1311","0.0975739882533234","0.0930281932433546","0.102119783263292"
"NE: Rentner/Rentnerin","2011","66 und älter","4903","0.9420222502376","0.935676999144801","0.9483675013304"
"NE: Wehr- und Zivildienst","2011","16-34 Jahre alt","42","0.00739667977318703","0.00543095514220744","0.00936240440416661"
"NE: Wehr- und Zivildienst","2011","35-65 Jahre alt","","","",""
"NE: Wehr- und Zivildienst","2011","66 und älter","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2011","16-34 Jahre alt","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2011","35-65 Jahre alt","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2011","66 und älter","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2011","16-34 Jahre alt","307","0.0488996301574381","0.0439521692455203","0.0538470910693559"
"Auszubildende, gewerblich-technisch (ab 2000)","2011","35-65 Jahre alt","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2011","66 und älter","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2011","16-34 Jahre alt","194","0.0339279299689543","0.0297745673109214","0.0380812926269872"
"Auszubildende, kaufmännisch (ab 2000)","2011","35-65 Jahre alt","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2011","66 und älter","","","",""
"Volontäre, Praktikanten","2011","16-34 Jahre alt","58","0.00847326179365737","0.0063704813144236","0.0105760422728911"
"Volontäre, Praktikanten","2011","35-65 Jahre alt","","","",""
"Volontäre, Praktikanten","2011","66 und älter","","","",""
"Aspiranten (1990 Ost)","2011","16-34 Jahre alt","","","",""
"Aspiranten (1990 Ost)","2011","35-65 Jahre alt","","","",""
"Aspiranten (1990 Ost)","2011","66 und älter","","","",""
"ungelernter Arbeiter","2011","16-34 Jahre alt","217","0.0360245294034239","0.0317494069506199","0.0402996518562279"
"ungelernter Arbeiter","2011","35-65 Jahre alt","494","0.0339963988406932","0.0312202493575152","0.0367725483238712"
"ungelernter Arbeiter","2011","66 und älter","","","",""
"angelernter Arbeiter","2011","16-34 Jahre alt","287","0.0385804404469672","0.034162127468696","0.0429987534252383"
"angelernter Arbeiter","2011","35-65 Jahre alt","1050","0.0779193428688779","0.0738131049119312","0.0820255808258245"
"angelernter Arbeiter","2011","66 und älter","","","",""
"gelernte und Facharbeiter","2011","16-34 Jahre alt","416","0.0742050714775848","0.0681920798135665","0.080218063141603"
"gelernte und Facharbeiter","2011","35-65 Jahre alt","1127","0.0798962376678888","0.0757426958784457","0.0840497794573318"
"gelernte und Facharbeiter","2011","66 und älter","","","",""
"Vorarbeiter, Kolonnenführer","2011","16-34 Jahre alt","48","0.010080581547171","0.00778887437159028","0.0123722887227516"
"Vorarbeiter, Kolonnenführer","2011","35-65 Jahre alt","193","0.0147645792010828","0.012916938323479","0.0166122200786866"
"Vorarbeiter, Kolonnenführer","2011","66 und älter","","","",""
"Meister, Polier","2011","16-34 Jahre alt","","","",""
"Meister, Polier","2011","35-65 Jahre alt","85","0.00635417847152036","0.00513692078293482","0.0075714361601059"
"Meister, Polier","2011","66 und älter","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2011","16-34 Jahre alt","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2011","35-65 Jahre alt","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2011","66 und älter","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2011","16-34 Jahre alt","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2011","35-65 Jahre alt","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2011","66 und älter","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2011","16-34 Jahre alt","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2011","35-65 Jahre alt","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2011","66 und älter","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2011","16-34 Jahre alt","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2011","35-65 Jahre alt","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2011","66 und älter","","","",""
"selbständiger Landwirt","2011","16-34 Jahre alt","","","",""
"selbständiger Landwirt","2011","35-65 Jahre alt","","","",""
"selbständiger Landwirt","2011","66 und älter","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2011","16-34 Jahre alt","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2011","35-65 Jahre alt","40","0.00163042709185307","0.00101236319386389","0.00224849098984225"
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2011","66 und älter","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2011","16-34 Jahre alt","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2011","35-65 Jahre alt","35","0.0014031035451872","0.000829678069359211","0.0019765290210152"
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2011","66 und älter","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2011","16-34 Jahre alt","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2011","35-65 Jahre alt","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2011","66 und älter","","","",""
"Freiberufler, Akademiker","2011","16-34 Jahre alt","","","",""
"Freiberufler, Akademiker","2011","35-65 Jahre alt","","","",""
"Freiberufler, Akademiker","2011","66 und älter","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2011","16-34 Jahre alt","44","0.00637417672447975","0.00454843267359652","0.00819992077536298"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2011","35-65 Jahre alt","288","0.0180942953629844","0.0160523564482152","0.0201362342777537"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2011","66 und älter","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2011","16-34 Jahre alt","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2011","35-65 Jahre alt","179","0.00900645236822525","0.00755918320637161","0.0104537215300789"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2011","66 und älter","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2011","16-34 Jahre alt","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2011","35-65 Jahre alt","32","0.00155984580740528","0.000955286556638748","0.0021644050581718"
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2011","66 und älter","","","",""
"sonstige selbständiger","2011","16-34 Jahre alt","","","",""
"sonstige selbständiger","2011","35-65 Jahre alt","","","",""
"sonstige selbständiger","2011","66 und älter","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2011","16-34 Jahre alt","83","0.0103416783810461","0.00802078834895334","0.0126625684131389"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2011","35-65 Jahre alt","512","0.0341897932967532","0.0314060374024594","0.0369735491910469"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2011","66 und älter","33","0.00603897953530259","0.00393542386512373","0.00814253520548144"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2011","16-34 Jahre alt","32","0.00384716057638544","0.00242696042490744","0.00526736072786344"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2011","35-65 Jahre alt","316","0.0183824684575974","0.0163246356609274","0.0204403012542673"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2011","66 und älter","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2011","16-34 Jahre alt","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","2011","35-65 Jahre alt","68","0.00355822788233278","0.00264604932582368","0.00447040643884187"
"sonstige selbständiger, 10+ Mitarbeiter","2011","66 und älter","","","",""
"mithelfende Familienangehörige","2011","16-34 Jahre alt","","","",""
"mithelfende Familienangehörige","2011","35-65 Jahre alt","","","",""
"mithelfende Familienangehörige","2011","66 und älter","","","",""
"Angestellte, Industrie- und Werkmeister","2011","16-34 Jahre alt","","","",""
"Angestellte, Industrie- und Werkmeister","2011","35-65 Jahre alt","62","0.00435312770911036","0.00334459407161642","0.00536166134660429"
"Angestellte, Industrie- und Werkmeister","2011","66 und älter","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2011","16-34 Jahre alt","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2011","35-65 Jahre alt","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2011","66 und älter","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2011","16-34 Jahre alt","298","0.0395255945322501","0.0350556872689298","0.0439955017955704"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2011","35-65 Jahre alt","603","0.0369660621710345","0.0340756524608849","0.0398564718811841"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2011","66 und älter","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2011","16-34 Jahre alt","463","0.065627755348191","0.0599468160463071","0.0713086946500749"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2011","35-65 Jahre alt","943","0.0591759572954661","0.0555613271482377","0.0627905874426945"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2011","66 und älter","","","",""
"Angestellte, qualifizierte Tätigkeit","2011","16-34 Jahre alt","959","0.149194523050092","0.141021024538317","0.157368021561867"
"Angestellte, qualifizierte Tätigkeit","2011","35-65 Jahre alt","3138","0.183185024499839","0.177259267395174","0.189110781604505"
"Angestellte, qualifizierte Tätigkeit","2011","66 und älter","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2011","16-34 Jahre alt","467","0.0787324118854824","0.072553868748206","0.0849109550227588"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2011","35-65 Jahre alt","1924","0.110133940701133","0.10533815324498","0.114929728157286"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2011","66 und älter","","","",""
"Angestellte, umfassende Führungsaufgaben","2011","16-34 Jahre alt","36","0.00425475906610528","0.0027615245671935","0.00574799356501706"
"Angestellte, umfassende Führungsaufgaben","2011","35-65 Jahre alt","299","0.0138927621279277","0.0120997080423477","0.0156858162135077"
"Angestellte, umfassende Führungsaufgaben","2011","66 und älter","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2011","16-34 Jahre alt","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2011","35-65 Jahre alt","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2011","66 und älter","","","",""
"Beamte, einfacher Dienst","2011","16-34 Jahre alt","","","",""
"Beamte, einfacher Dienst","2011","35-65 Jahre alt","","","",""
"Beamte, einfacher Dienst","2011","66 und älter","","","",""
"Beamte, mittlerer Dienst","2011","16-34 Jahre alt","57","0.011272697547039","0.00885072843602495","0.0136946666580531"
"Beamte, mittlerer Dienst","2011","35-65 Jahre alt","220","0.0142069207709264","0.0123939956019682","0.0160198459398845"
"Beamte, mittlerer Dienst","2011","66 und älter","","","",""
"Beamte, gehobener Dienst","2011","16-34 Jahre alt","73","0.0104949510809487","0.00815710655542541","0.012832795606472"
"Beamte, gehobener Dienst","2011","35-65 Jahre alt","433","0.0227646307339591","0.020479732246318","0.0250495292216001"
"Beamte, gehobener Dienst","2011","66 und älter","","","",""
"Beamte, höherer Dienst","2011","16-34 Jahre alt","40","0.00539049955744606","0.00371070094499042","0.00707029816990169"
"Beamte, höherer Dienst","2011","35-65 Jahre alt","308","0.0149738578471281","0.013113366099868","0.0168343495943882"
"Beamte, höherer Dienst","2011","66 und älter","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","2012","16-34 Jahre alt","1142","0.106321177859185","0.0990225698949261","0.113619785823444"
"nicht erwerbstätig (NE): keine weitere Angaben","2012","35-65 Jahre alt","1297","0.0685447491494977","0.0646411007511643","0.0724483975478312"
"nicht erwerbstätig (NE): keine weitere Angaben","2012","66 und älter","73","0.0144067749425036","0.0111871527682539","0.0176263971167532"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2012","16-34 Jahre alt","1137","0.155645887392906","0.147062266062251","0.164229508723561"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2012","35-65 Jahre alt","57","0.00380358251712401","0.00285260224087878","0.00475456279336925"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2012","66 und älter","","","",""
