"ple0044_h","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"keinen Tag","1991","Niedersachsen","Westdeutschland","288","0.273687910185124","0.245601265788867","0.30177455458138"
"keinen Tag","1991","Niedersachsen","Ostdeutschland","","","",""
"keinen Tag","1991","Bremen","Westdeutschland","","","",""
"keinen Tag","1991","Bremen","Ostdeutschland","","","",""
"keinen Tag","1991","Nordrhein-Westfalen","Westdeutschland","751","0.278107527323553","0.260665308216869","0.295549746430238"
"keinen Tag","1991","Nordrhein-Westfalen","Ostdeutschland","","","",""
"keinen Tag","1991","Hessen","Westdeutschland","267","0.233331155068376","0.206617997826475","0.260044312310276"
"keinen Tag","1991","Hessen","Ostdeutschland","","","",""
"keinen Tag","1991","Rheinland-Pfalz,Saarland","Westdeutschland","164","0.233587756813974","0.201453576123417","0.265721937504531"
"keinen Tag","1991","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"keinen Tag","1991","Baden-Wuerttemberg","Westdeutschland","487","0.280820680281146","0.25996110035543","0.301680260206862"
"keinen Tag","1991","Baden-Wuerttemberg","Ostdeutschland","","","",""
"keinen Tag","1991","Bayern","Westdeutschland","489","0.2788799217772","0.256871942663736","0.300887900890664"
"keinen Tag","1991","Bayern","Ostdeutschland","","","",""
"keinen Tag","1991","Berlin","Westdeutschland","99","0.270372784675435","0.222739902888487","0.318005666462384"
"keinen Tag","1991","Berlin","Ostdeutschland","","","",""
"keinen Tag","1991","Brandenburg","Westdeutschland","","","",""
"keinen Tag","1991","Brandenburg","Ostdeutschland","","","",""
"keinen Tag","1991","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"keinen Tag","1991","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"keinen Tag","1991","Sachsen","Westdeutschland","","","",""
"keinen Tag","1991","Sachsen","Ostdeutschland","","","",""
"keinen Tag","1991","Sachsen-Anhalt","Westdeutschland","","","",""
"keinen Tag","1991","Sachsen-Anhalt","Ostdeutschland","","","",""
"keinen Tag","1991","Thueringen","Westdeutschland","","","",""
"keinen Tag","1991","Thueringen","Ostdeutschland","","","",""
"Ja","1991","Schleswig-Holstein","Westdeutschland","201","0.689642592511718","0.636669250056909","0.742615934966527"
"Ja","1991","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja","1991","Hamburg","Westdeutschland","115","0.76234387841174","0.695974231240466","0.828713525583013"
"Ja","1991","Hamburg","Ostdeutschland","","","",""
"Ja","1991","Niedersachsen","Westdeutschland","680","0.726312089814876","0.69822544541862","0.754398734211133"
"Ja","1991","Niedersachsen","Ostdeutschland","","","",""
"Ja","1991","Bremen","Westdeutschland","81","0.862735419077244","0.794252812480171","0.931218025674317"
"Ja","1991","Bremen","Ostdeutschland","","","",""
"Ja","1991","Nordrhein-Westfalen","Westdeutschland","1784","0.721892472676447","0.704450253569762","0.739334691783131"
"Ja","1991","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja","1991","Hessen","Westdeutschland","696","0.766668844931624","0.739955687689724","0.793382002173525"
"Ja","1991","Hessen","Ostdeutschland","","","",""
"Ja","1991","Rheinland-Pfalz,Saarland","Westdeutschland","502","0.766412243186026","0.734278062495469","0.798546423876583"
"Ja","1991","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja","1991","Baden-Wuerttemberg","Westdeutschland","1296","0.719179319718854","0.698319739793138","0.74003889964457"
"Ja","1991","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja","1991","Bayern","Westdeutschland","1106","0.7211200782228","0.699112099109336","0.743128057336264"
"Ja","1991","Bayern","Ostdeutschland","","","",""
"Ja","1991","Berlin","Westdeutschland","235","0.729627215324565","0.681994333537616","0.777260097111513"
"Ja","1991","Berlin","Ostdeutschland","270","1","1","1"
"Ja","1991","Brandenburg","Westdeutschland","","","",""
"Ja","1991","Brandenburg","Ostdeutschland","678","1","1","1"
"Ja","1991","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja","1991","Mecklenburg-Vorpommern","Ostdeutschland","473","1","1","1"
"Ja","1991","Sachsen","Westdeutschland","","","",""
"Ja","1991","Sachsen","Ostdeutschland","1229","1","1","1"
"Ja","1991","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja","1991","Sachsen-Anhalt","Ostdeutschland","793","1","1","1"
"Ja","1991","Thueringen","Westdeutschland","","","",""
"Ja","1991","Thueringen","Ostdeutschland","696","1","1","1"
"keinen Tag","1992","Schleswig-Holstein","Westdeutschland","92","0.299528150916634","0.24489196491735","0.354164336915918"
"keinen Tag","1992","Schleswig-Holstein","Ostdeutschland","","","",""
"keinen Tag","1992","Hamburg","Westdeutschland","40","0.260755781363611","0.190727969089698","0.330783593637524"
"keinen Tag","1992","Hamburg","Ostdeutschland","","","",""
"keinen Tag","1992","Niedersachsen","Westdeutschland","260","0.269431973577395","0.241322868505795","0.297541078648994"
"keinen Tag","1992","Niedersachsen","Ostdeutschland","","","",""
"keinen Tag","1992","Bremen","Westdeutschland","","","",""
"keinen Tag","1992","Bremen","Ostdeutschland","","","",""
"keinen Tag","1992","Nordrhein-Westfalen","Westdeutschland","722","0.27832207328015","0.260701078156327","0.295943068403973"
"keinen Tag","1992","Nordrhein-Westfalen","Ostdeutschland","","","",""
"keinen Tag","1992","Hessen","Westdeutschland","250","0.236459134191437","0.209324946160392","0.263593322222482"
"keinen Tag","1992","Hessen","Ostdeutschland","","","",""
"keinen Tag","1992","Rheinland-Pfalz,Saarland","Westdeutschland","171","0.263028449798688","0.229285275057341","0.296771624540034"
"keinen Tag","1992","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"keinen Tag","1992","Baden-Wuerttemberg","Westdeutschland","455","0.267793968815868","0.246975909014324","0.288612028617411"
"keinen Tag","1992","Baden-Wuerttemberg","Ostdeutschland","","","",""
"keinen Tag","1992","Bayern","Westdeutschland","500","0.295391942166591","0.273203428902581","0.317580455430601"
"keinen Tag","1992","Bayern","Ostdeutschland","","","",""
"keinen Tag","1992","Berlin","Westdeutschland","73","0.23682561211176","0.189346896657178","0.284304327566342"
"keinen Tag","1992","Berlin","Ostdeutschland","119","0.410163766170139","0.352344834470578","0.4679826978697"
"keinen Tag","1992","Brandenburg","Westdeutschland","","","",""
"keinen Tag","1992","Brandenburg","Ostdeutschland","300","0.434992531996619","0.397084311260365","0.472900752732873"
"keinen Tag","1992","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"keinen Tag","1992","Mecklenburg-Vorpommern","Ostdeutschland","168","0.371522426608118","0.324919791416528","0.418125061799709"
"keinen Tag","1992","Sachsen","Westdeutschland","","","",""
"keinen Tag","1992","Sachsen","Ostdeutschland","522","0.409201266270717","0.380857507941477","0.437545024599957"
"keinen Tag","1992","Sachsen-Anhalt","Westdeutschland","","","",""
"keinen Tag","1992","Sachsen-Anhalt","Ostdeutschland","349","0.415588922611385","0.380666161383816","0.450511683838954"
"keinen Tag","1992","Thueringen","Westdeutschland","","","",""
"keinen Tag","1992","Thueringen","Ostdeutschland","308","0.414887799413939","0.377773722319649","0.452001876508229"
"Ja","1992","Schleswig-Holstein","Westdeutschland","178","0.700471849083366","0.645835663084082","0.75510803508265"
"Ja","1992","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja","1992","Hamburg","Westdeutschland","111","0.739244218636389","0.669216406362476","0.809272030910302"
"Ja","1992","Hamburg","Ostdeutschland","","","",""
"Ja","1992","Niedersachsen","Westdeutschland","697","0.730568026422605","0.702458921351006","0.758677131494205"
"Ja","1992","Niedersachsen","Ostdeutschland","","","",""
"Ja","1992","Bremen","Westdeutschland","78","0.868898468369118","0.800303064833496","0.937493871904741"
"Ja","1992","Bremen","Ostdeutschland","","","",""
"Ja","1992","Nordrhein-Westfalen","Westdeutschland","1763","0.72167792671985","0.704056931596027","0.739298921843673"
"Ja","1992","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja","1992","Hessen","Westdeutschland","692","0.763540865808563","0.736406677777518","0.790675053839608"
"Ja","1992","Hessen","Ostdeutschland","","","",""
"Ja","1992","Rheinland-Pfalz,Saarland","Westdeutschland","483","0.736971550201312","0.703228375459966","0.770714724942659"
"Ja","1992","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja","1992","Baden-Wuerttemberg","Westdeutschland","1283","0.732206031184132","0.711387971382589","0.753024090985676"
"Ja","1992","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja","1992","Bayern","Westdeutschland","1124","0.704608057833409","0.682419544569399","0.726796571097419"
"Ja","1992","Bayern","Ostdeutschland","","","",""
"Ja","1992","Berlin","Westdeutschland","235","0.76317438788824","0.715695672433658","0.810653103342822"
"Ja","1992","Berlin","Ostdeutschland","159","0.589836233829861","0.5320173021303","0.647655165529422"
"Ja","1992","Brandenburg","Westdeutschland","","","",""
"Ja","1992","Brandenburg","Ostdeutschland","357","0.565007468003381","0.527099247267126","0.602915688739635"
"Ja","1992","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja","1992","Mecklenburg-Vorpommern","Ostdeutschland","245","0.628477573391882","0.581874938200291","0.675080208583472"
"Ja","1992","Sachsen","Westdeutschland","","","",""
"Ja","1992","Sachsen","Ostdeutschland","634","0.590798733729283","0.562454975400043","0.619142492058523"
"Ja","1992","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja","1992","Sachsen-Anhalt","Ostdeutschland","416","0.584411077388615","0.549488316161046","0.619333838616184"
"Ja","1992","Thueringen","Westdeutschland","","","",""
"Ja","1992","Thueringen","Ostdeutschland","369","0.585112200586061","0.547998123491771","0.622226277680351"
"keinen Tag","1993","Schleswig-Holstein","Westdeutschland","","","",""
"keinen Tag","1993","Schleswig-Holstein","Ostdeutschland","","","",""
"keinen Tag","1993","Hamburg","Westdeutschland","","","",""
"keinen Tag","1993","Hamburg","Ostdeutschland","","","",""
"keinen Tag","1993","Niedersachsen","Westdeutschland","","","",""
"keinen Tag","1993","Niedersachsen","Ostdeutschland","","","",""
"keinen Tag","1993","Bremen","Westdeutschland","","","",""
"keinen Tag","1993","Bremen","Ostdeutschland","","","",""
"keinen Tag","1993","Nordrhein-Westfalen","Westdeutschland","","","",""
"keinen Tag","1993","Nordrhein-Westfalen","Ostdeutschland","","","",""
"keinen Tag","1993","Hessen","Westdeutschland","","","",""
"keinen Tag","1993","Hessen","Ostdeutschland","","","",""
"keinen Tag","1993","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"keinen Tag","1993","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"keinen Tag","1993","Baden-Wuerttemberg","Westdeutschland","","","",""
"keinen Tag","1993","Baden-Wuerttemberg","Ostdeutschland","","","",""
"keinen Tag","1993","Bayern","Westdeutschland","","","",""
"keinen Tag","1993","Bayern","Ostdeutschland","","","",""
"keinen Tag","1993","Berlin","Westdeutschland","","","",""
"keinen Tag","1993","Berlin","Ostdeutschland","","","",""
"keinen Tag","1993","Brandenburg","Westdeutschland","","","",""
"keinen Tag","1993","Brandenburg","Ostdeutschland","","","",""
"keinen Tag","1993","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"keinen Tag","1993","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"keinen Tag","1993","Sachsen","Westdeutschland","","","",""
"keinen Tag","1993","Sachsen","Ostdeutschland","","","",""
"keinen Tag","1993","Sachsen-Anhalt","Westdeutschland","","","",""
"keinen Tag","1993","Sachsen-Anhalt","Ostdeutschland","","","",""
"keinen Tag","1993","Thueringen","Westdeutschland","","","",""
"keinen Tag","1993","Thueringen","Ostdeutschland","","","",""
"Ja","1993","Schleswig-Holstein","Westdeutschland","","","",""
"Ja","1993","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja","1993","Hamburg","Westdeutschland","","","",""
"Ja","1993","Hamburg","Ostdeutschland","","","",""
"Ja","1993","Niedersachsen","Westdeutschland","","","",""
"Ja","1993","Niedersachsen","Ostdeutschland","","","",""
"Ja","1993","Bremen","Westdeutschland","","","",""
"Ja","1993","Bremen","Ostdeutschland","","","",""
"Ja","1993","Nordrhein-Westfalen","Westdeutschland","","","",""
"Ja","1993","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja","1993","Hessen","Westdeutschland","","","",""
"Ja","1993","Hessen","Ostdeutschland","","","",""
"Ja","1993","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Ja","1993","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja","1993","Baden-Wuerttemberg","Westdeutschland","","","",""
"Ja","1993","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja","1993","Bayern","Westdeutschland","","","",""
"Ja","1993","Bayern","Ostdeutschland","","","",""
"Ja","1993","Berlin","Westdeutschland","","","",""
"Ja","1993","Berlin","Ostdeutschland","","","",""
"Ja","1993","Brandenburg","Westdeutschland","","","",""
"Ja","1993","Brandenburg","Ostdeutschland","","","",""
"Ja","1993","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja","1993","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Ja","1993","Sachsen","Westdeutschland","","","",""
"Ja","1993","Sachsen","Ostdeutschland","","","",""
"Ja","1993","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja","1993","Sachsen-Anhalt","Ostdeutschland","","","",""
"Ja","1993","Thueringen","Westdeutschland","","","",""
"Ja","1993","Thueringen","Ostdeutschland","","","",""
"keinen Tag","1994","Schleswig-Holstein","Westdeutschland","96","0.320939709200091","0.266549495121061","0.375329923279121"
"keinen Tag","1994","Schleswig-Holstein","Ostdeutschland","","","",""
"keinen Tag","1994","Hamburg","Westdeutschland","30","0.178570694317143","0.115577430757615","0.241563957876671"
"keinen Tag","1994","Hamburg","Ostdeutschland","","","",""
"keinen Tag","1994","Niedersachsen","Westdeutschland","264","0.259869740108332","0.232083866336378","0.287655613880287"
"keinen Tag","1994","Niedersachsen","Ostdeutschland","","","",""
"keinen Tag","1994","Bremen","Westdeutschland","","","",""
"keinen Tag","1994","Bremen","Ostdeutschland","","","",""
"keinen Tag","1994","Nordrhein-Westfalen","Westdeutschland","735","0.286861636650131","0.268848715100986","0.304874558199276"
"keinen Tag","1994","Nordrhein-Westfalen","Ostdeutschland","","","",""
"keinen Tag","1994","Hessen","Westdeutschland","249","0.233439931740825","0.205985570629203","0.260894292852447"
"keinen Tag","1994","Hessen","Ostdeutschland","","","",""
"keinen Tag","1994","Rheinland-Pfalz,Saarland","Westdeutschland","165","0.240860967885703","0.207497031389068","0.274224904382337"
"keinen Tag","1994","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"keinen Tag","1994","Baden-Wuerttemberg","Westdeutschland","463","0.2679073252719","0.24695342974808","0.288861220795719"
"keinen Tag","1994","Baden-Wuerttemberg","Ostdeutschland","","","",""
"keinen Tag","1994","Bayern","Westdeutschland","480","0.283904998976568","0.261608748259205","0.30620124969393"
"keinen Tag","1994","Bayern","Ostdeutschland","","","",""
"keinen Tag","1994","Berlin","Westdeutschland","76","0.259780851612022","0.209047813738526","0.310513889485519"
"keinen Tag","1994","Berlin","Ostdeutschland","86","0.285785571472741","0.230869953372881","0.340701189572602"
"keinen Tag","1994","Brandenburg","Westdeutschland","","","",""
"keinen Tag","1994","Brandenburg","Ostdeutschland","190","0.293936514203809","0.257635475687367","0.330237552720251"
"keinen Tag","1994","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"keinen Tag","1994","Mecklenburg-Vorpommern","Ostdeutschland","138","0.296337673941089","0.25213670942302","0.340538638459159"
"keinen Tag","1994","Sachsen","Westdeutschland","","","",""
"keinen Tag","1994","Sachsen","Ostdeutschland","368","0.282119766369018","0.255763624585141","0.308475908152894"
"keinen Tag","1994","Sachsen-Anhalt","Westdeutschland","","","",""
"keinen Tag","1994","Sachsen-Anhalt","Ostdeutschland","245","0.30285789815007","0.268696487464083","0.337019308836057"
"keinen Tag","1994","Thueringen","Westdeutschland","","","",""
"keinen Tag","1994","Thueringen","Ostdeutschland","241","0.311231794290383","0.276015587509318","0.346448001071448"
"Ja","1994","Schleswig-Holstein","Westdeutschland","187","0.679060290799909","0.624670076720879","0.733450504878939"
"Ja","1994","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja","1994","Hamburg","Westdeutschland","112","0.821429305682857","0.758436042123329","0.884422569242385"
"Ja","1994","Hamburg","Ostdeutschland","","","",""
"Ja","1994","Niedersachsen","Westdeutschland","693","0.740130259891668","0.712344386119713","0.767916133663622"
"Ja","1994","Niedersachsen","Ostdeutschland","","","",""
"Ja","1994","Bremen","Westdeutschland","70","0.85642917753045","0.782319028441868","0.930539326619033"
"Ja","1994","Bremen","Ostdeutschland","","","",""
"Ja","1994","Nordrhein-Westfalen","Westdeutschland","1687","0.713138363349869","0.695125441800724","0.731151284899014"
"Ja","1994","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja","1994","Hessen","Westdeutschland","663","0.766560068259175","0.739105707147553","0.794014429370797"
"Ja","1994","Hessen","Ostdeutschland","","","",""
"Ja","1994","Rheinland-Pfalz,Saarland","Westdeutschland","466","0.759139032114297","0.725775095617663","0.792502968610932"
"Ja","1994","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
