,Unnamed: 0,year,pgisced97,quintil_oecd,pli0098_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
558,558,1999,Upper Secondary Level,5th Quintile,At least once per week,0.09639,103,12469,0.08295,0.11184
559,559,1999,Upper Secondary Level,5th Quintile,At least once per month,0.0829,103,12469,0.07259,0.09389
560,560,1999,Upper Secondary Level,5th Quintile,Seldom,0.39418,432,12469,0.37102,0.41828
561,561,1999,Upper Secondary Level,5th Quintile,Never,0.42654,535,12469,0.40021,0.45241
562,562,1999,Post-secondary Non-tertiary Level,1st Quintile,Never,1.0,46,12469,0.82633,1.18795
563,563,1999,Post-secondary Non-tertiary Level,2nd Quintile,Never,1.0,34,12469,0.73856,1.26943
564,564,1999,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.46746,33,12469,0.33496,0.60173
565,565,1999,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.53254,41,12469,0.41302,0.67672
566,566,1999,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.4585,49,12469,0.37819,0.55427
567,567,1999,Post-secondary Non-tertiary Level,4th Quintile,Never,0.5415,74,12469,0.45348,0.6357
568,568,1999,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.51338,50,12469,0.39495,0.63244
569,569,1999,Post-secondary Non-tertiary Level,5th Quintile,Never,0.48662,53,12469,0.39902,0.57832
570,570,1999,First Stage of Tertiary Education,1st Quintile,Never,1.0,33,12469,0.71592,1.24819
571,571,1999,First Stage of Tertiary Education,2nd Quintile,Seldom,0.37412,43,12469,0.28808,0.46376
572,572,1999,First Stage of Tertiary Education,2nd Quintile,Never,0.62588,74,12469,0.52396,0.76655
573,573,1999,First Stage of Tertiary Education,3rd Quintile,Seldom,0.36739,59,12469,0.30638,0.4599
574,574,1999,First Stage of Tertiary Education,3rd Quintile,Never,0.63261,99,12469,0.55237,0.72044
575,575,1999,First Stage of Tertiary Education,4th Quintile,Seldom,0.47038,80,12469,0.40787,0.54486
576,576,1999,First Stage of Tertiary Education,4th Quintile,Never,0.52962,85,12469,0.44933,0.61745
577,577,1999,First Stage of Tertiary Education,5th Quintile,Seldom,0.46887,78,12469,0.40705,0.54014
578,578,1999,First Stage of Tertiary Education,5th Quintile,Never,0.53113,86,12469,0.44735,0.62447
579,579,1999,Second Stage of Tertiary Education,1st Quintile,Seldom,0.44512,46,12469,0.36373,0.53701
580,580,1999,Second Stage of Tertiary Education,1st Quintile,Never,0.55488,70,12469,0.46891,0.6659
581,581,1999,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.26623,49,12469,0.22576,0.3039
582,582,1999,Second Stage of Tertiary Education,2nd Quintile,Never,0.73377,149,12469,0.63702,0.841
583,583,1999,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.36831,101,12469,0.31355,0.42259
584,584,1999,Second Stage of Tertiary Education,3rd Quintile,Never,0.63169,206,12469,0.57473,0.69129
585,585,1999,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.09932,36,12469,0.07889,0.12851
586,586,1999,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.06592,34,12469,0.05486,0.08043
587,587,1999,Second Stage of Tertiary Education,4th Quintile,Seldom,0.25495,119,12469,0.21705,0.30172
588,588,1999,Second Stage of Tertiary Education,4th Quintile,Never,0.57981,276,12469,0.53299,0.63128
589,589,1999,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.0921,51,12469,0.07389,0.11153
590,590,1999,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.1162,76,12469,0.10067,0.13443
591,591,1999,Second Stage of Tertiary Education,5th Quintile,Seldom,0.31715,247,12469,0.2876,0.34448
592,592,1999,Second Stage of Tertiary Education,5th Quintile,Never,0.47456,389,12469,0.44053,0.50807
593,593,2001,Pre-primary Level,1st Quintile,Never,1.0,77,20927,0.86439,1.13021
594,594,2001,Pre-primary Level,2nd Quintile,Seldom,0.32693,39,20927,0.28115,0.38226
595,595,2001,Pre-primary Level,2nd Quintile,Never,0.67307,68,20927,0.58505,0.7773
596,596,2001,Pre-primary Level,3rd Quintile,Seldom,0.52588,37,20927,0.41701,0.65461
597,597,2001,Pre-primary Level,3rd Quintile,Never,0.47412,43,20927,0.41843,0.54015
598,598,2001,Pre-primary Level,4th Quintile,Seldom,0.49975,43,20927,0.42258,0.57606
599,599,2001,Pre-primary Level,4th Quintile,Never,0.50025,46,20927,0.42152,0.60293
600,600,2001,Pre-primary Level,5th Quintile,Seldom,0.40898,31,20927,0.3362,0.48372
601,601,2001,Pre-primary Level,5th Quintile,Never,0.59102,54,20927,0.52902,0.64739
602,602,2001,Primary Level,1st Quintile,Never,1.0,76,20927,0.85183,1.19272
603,603,2001,Primary Level,2nd Quintile,Never,1.0,40,20927,0.78923,1.28207
604,604,2001,Lower Secondary Level,1st Quintile,At least once per week,0.16664,147,20927,0.14918,0.18318
605,605,2001,Lower Secondary Level,1st Quintile,At least once per month,0.10343,104,20927,0.09199,0.11449
606,606,2001,Lower Secondary Level,1st Quintile,Seldom,0.22196,216,20927,0.2012,0.23936
607,607,2001,Lower Secondary Level,1st Quintile,Never,0.50796,512,20927,0.48046,0.53548
608,608,2001,Lower Secondary Level,2nd Quintile,At least once per week,0.10554,86,20927,0.09285,0.11887
609,609,2001,Lower Secondary Level,2nd Quintile,At least once per month,0.11407,86,20927,0.10233,0.12753
610,610,2001,Lower Secondary Level,2nd Quintile,Seldom,0.33684,248,20927,0.31046,0.36007
611,611,2001,Lower Secondary Level,2nd Quintile,Never,0.44355,387,20927,0.41634,0.47561
612,612,2001,Lower Secondary Level,3rd Quintile,At least once per week,0.15007,75,20927,0.12909,0.17091
613,613,2001,Lower Secondary Level,3rd Quintile,At least once per month,0.10536,67,20927,0.08944,0.12341
614,614,2001,Lower Secondary Level,3rd Quintile,Seldom,0.3036,170,20927,0.27443,0.33722
615,615,2001,Lower Secondary Level,3rd Quintile,Never,0.44098,258,20927,0.40761,0.47964
616,616,2001,Lower Secondary Level,4th Quintile,At least once per week,0.13028,59,20927,0.11066,0.14825
617,617,2001,Lower Secondary Level,4th Quintile,At least once per month,0.09657,51,20927,0.07914,0.11283
618,618,2001,Lower Secondary Level,4th Quintile,Seldom,0.2874,139,20927,0.26032,0.32276
619,619,2001,Lower Secondary Level,4th Quintile,Never,0.48575,222,20927,0.44477,0.52144
620,620,2001,Lower Secondary Level,5th Quintile,At least once per week,0.1587,31,20927,0.13917,0.18161
621,621,2001,Lower Secondary Level,5th Quintile,Seldom,0.34529,72,20927,0.30345,0.39453
622,622,2001,Lower Secondary Level,5th Quintile,Never,0.49601,107,20927,0.44908,0.54242
623,623,2001,Upper Secondary Level,1st Quintile,At least once per week,0.0994,185,20927,0.08959,0.10918
624,624,2001,Upper Secondary Level,1st Quintile,At least once per month,0.09766,177,20927,0.08955,0.10646
625,625,2001,Upper Secondary Level,1st Quintile,Seldom,0.19416,401,20927,0.18351,0.20593
626,626,2001,Upper Secondary Level,1st Quintile,Never,0.60878,1235,20927,0.58572,0.62677
627,627,2001,Upper Secondary Level,2nd Quintile,At least once per week,0.0839,197,20927,0.07611,0.09018
628,628,2001,Upper Secondary Level,2nd Quintile,At least once per month,0.09912,238,20927,0.09113,0.10753
629,629,2001,Upper Secondary Level,2nd Quintile,Seldom,0.29634,694,20927,0.28372,0.31063
630,630,2001,Upper Secondary Level,2nd Quintile,Never,0.52064,1321,20927,0.50532,0.53762
631,631,2001,Upper Secondary Level,3rd Quintile,At least once per week,0.09242,220,20927,0.08506,0.10013
632,632,2001,Upper Secondary Level,3rd Quintile,At least once per month,0.09251,250,20927,0.08536,0.09959
633,633,2001,Upper Secondary Level,3rd Quintile,Seldom,0.29919,817,20927,0.28753,0.31202
634,634,2001,Upper Secondary Level,3rd Quintile,Never,0.51587,1374,20927,0.49771,0.53229
635,635,2001,Upper Secondary Level,4th Quintile,At least once per week,0.08297,204,20927,0.07695,0.0898
636,636,2001,Upper Secondary Level,4th Quintile,At least once per month,0.10071,254,20927,0.09275,0.10882
637,637,2001,Upper Secondary Level,4th Quintile,Seldom,0.33411,815,20927,0.3224,0.34632
638,638,2001,Upper Secondary Level,4th Quintile,Never,0.48221,1165,20927,0.46688,0.49858
639,639,2001,Upper Secondary Level,5th Quintile,At least once per week,0.09164,163,20927,0.08396,0.10077
640,640,2001,Upper Secondary Level,5th Quintile,At least once per month,0.09898,206,20927,0.09217,0.1061
641,641,2001,Upper Secondary Level,5th Quintile,Seldom,0.36516,690,20927,0.34932,0.38058
642,642,2001,Upper Secondary Level,5th Quintile,Never,0.44422,878,20927,0.42801,0.4617
643,643,2001,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.33507,39,20927,0.25898,0.42716
644,644,2001,Post-secondary Non-tertiary Level,1st Quintile,Never,0.66493,80,20927,0.59346,0.76083
645,645,2001,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.42504,62,20927,0.36629,0.48838
646,646,2001,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.57496,88,20927,0.49919,0.65376
647,647,2001,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.40217,73,20927,0.33994,0.46644
648,648,2001,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.59783,91,20927,0.53293,0.67067
649,649,2001,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.39389,78,20927,0.31973,0.46551
650,650,2001,Post-secondary Non-tertiary Level,4th Quintile,Never,0.60611,120,20927,0.52823,0.68323
651,651,2001,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.47177,103,20927,0.41206,0.53931
652,652,2001,Post-secondary Non-tertiary Level,5th Quintile,Never,0.52823,139,20927,0.48453,0.58015
653,653,2001,First Stage of Tertiary Education,1st Quintile,Seldom,0.30362,35,20927,0.24231,0.37031
654,654,2001,First Stage of Tertiary Education,1st Quintile,Never,0.69638,81,20927,0.59896,0.79444
655,655,2001,First Stage of Tertiary Education,2nd Quintile,Seldom,0.36524,96,20927,0.31849,0.41075
656,656,2001,First Stage of Tertiary Education,2nd Quintile,Never,0.63476,152,20927,0.57399,0.70156
657,657,2001,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.09597,37,20927,0.0779,0.11125
658,658,2001,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.11855,44,20927,0.09915,0.13739
659,659,2001,First Stage of Tertiary Education,3rd Quintile,Seldom,0.31133,126,20927,0.2754,0.34859
660,660,2001,First Stage of Tertiary Education,3rd Quintile,Never,0.47414,183,20927,0.43579,0.51807
661,661,2001,First Stage of Tertiary Education,4th Quintile,At least once per week,0.11985,46,20927,0.10532,0.13869
662,662,2001,First Stage of Tertiary Education,4th Quintile,At least once per month,0.11317,55,20927,0.09315,0.13633
663,663,2001,First Stage of Tertiary Education,4th Quintile,Seldom,0.29025,135,20927,0.26333,0.32013
664,664,2001,First Stage of Tertiary Education,4th Quintile,Never,0.47673,200,20927,0.43415,0.52898
665,665,2001,First Stage of Tertiary Education,5th Quintile,At least once per month,0.10573,41,20927,0.08892,0.12474
666,666,2001,First Stage of Tertiary Education,5th Quintile,Seldom,0.43623,152,20927,0.39759,0.48643
667,667,2001,First Stage of Tertiary Education,5th Quintile,Never,0.45804,158,20927,0.41362,0.51102
668,668,2001,Second Stage of Tertiary Education,1st Quintile,Seldom,0.26541,48,20927,0.23184,0.2968
669,669,2001,Second Stage of Tertiary Education,1st Quintile,Never,0.73459,138,20927,0.65659,0.80921
670,670,2001,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.28238,95,20927,0.25455,0.32163
671,671,2001,Second Stage of Tertiary Education,2nd Quintile,Never,0.71762,234,20927,0.65347,0.78352
672,672,2001,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.08723,49,20927,0.07516,0.10188
673,673,2001,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.08764,43,20927,0.06999,0.10649
674,674,2001,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.25204,136,20927,0.22343,0.2825
675,675,2001,Second Stage of Tertiary Education,3rd Quintile,Never,0.57308,305,20927,0.51695,0.61951
676,676,2001,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.10959,84,20927,0.09487,0.12613
677,677,2001,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.11243,99,20927,0.09745,0.12865
678,678,2001,Second Stage of Tertiary Education,4th Quintile,Seldom,0.25714,217,20927,0.23722,0.27979
679,679,2001,Second Stage of Tertiary Education,4th Quintile,Never,0.52084,457,20927,0.48499,0.55426
680,680,2001,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.09396,121,20927,0.08306,0.10433
681,681,2001,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.08923,134,20927,0.08207,0.09852
682,682,2001,Second Stage of Tertiary Education,5th Quintile,Seldom,0.34218,508,20927,0.32362,0.35684
683,683,2001,Second Stage of Tertiary Education,5th Quintile,Never,0.47463,770,20927,0.45491,0.49848
684,684,2003,Pre-primary Level,1st Quintile,Never,1.0,63,21150,0.8284,1.19419
685,685,2003,Pre-primary Level,2nd Quintile,Never,1.0,58,21150,0.81005,1.17649
686,686,2003,Pre-primary Level,3rd Quintile,Seldom,0.36744,37,21150,0.28715,0.4563
687,687,2003,Pre-primary Level,3rd Quintile,Never,0.63256,56,21150,0.52131,0.75001
688,688,2003,Pre-primary Level,4th Quintile,Seldom,0.51033,44,21150,0.39183,0.65653
689,689,2003,Pre-primary Level,4th Quintile,Never,0.48967,63,21150,0.3979,0.60433
690,690,2003,Pre-primary Level,5th Quintile,Seldom,0.48973,64,21150,0.37329,0.63125
691,691,2003,Pre-primary Level,5th Quintile,Never,0.51027,82,21150,0.39281,0.64747
692,692,2003,Primary Level,1st Quintile,Never,1.0,59,21150,0.8506,1.16192
693,693,2003,Primary Level,2nd Quintile,Never,1.0,34,21150,0.78361,1.24592
694,694,2003,Lower Secondary Level,1st Quintile,At least once per week,0.15108,116,21150,0.13284,0.16686
695,695,2003,Lower Secondary Level,1st Quintile,At least once per month,0.10298,76,21150,0.09014,0.11928
696,696,2003,Lower Secondary Level,1st Quintile,Seldom,0.19539,173,21150,0.17562,0.21185
697,697,2003,Lower Secondary Level,1st Quintile,Never,0.55054,459,21150,0.52136,0.58368
698,698,2003,Lower Secondary Level,2nd Quintile,At least once per week,0.14872,105,21150,0.1304,0.16849
699,699,2003,Lower Secondary Level,2nd Quintile,At least once per month,0.11374,88,21150,0.09776,0.13049
700,700,2003,Lower Secondary Level,2nd Quintile,Seldom,0.31281,199,21150,0.28664,0.34104
701,701,2003,Lower Secondary Level,2nd Quintile,Never,0.42474,302,21150,0.39688,0.45767
702,702,2003,Lower Secondary Level,3rd Quintile,At least once per week,0.11562,57,21150,0.09908,0.13369
703,703,2003,Lower Secondary Level,3rd Quintile,At least once per month,0.1211,58,21150,0.09649,0.15105
704,704,2003,Lower Secondary Level,3rd Quintile,Seldom,0.30451,166,21150,0.27511,0.34238
705,705,2003,Lower Secondary Level,3rd Quintile,Never,0.45878,222,21150,0.41754,0.50103
706,706,2003,Lower Secondary Level,4th Quintile,At least once per week,0.1066,50,21150,0.08231,0.13112
707,707,2003,Lower Secondary Level,4th Quintile,At least once per month,0.13823,51,21150,0.11616,0.15916
708,708,2003,Lower Secondary Level,4th Quintile,Seldom,0.28877,122,21150,0.2524,0.32333
709,709,2003,Lower Secondary Level,4th Quintile,Never,0.46641,183,21150,0.4183,0.51603
710,710,2003,Lower Secondary Level,5th Quintile,At least once per month,0.15343,39,21150,0.12,0.19265
711,711,2003,Lower Secondary Level,5th Quintile,Seldom,0.31556,83,21150,0.25105,0.392
712,712,2003,Lower Secondary Level,5th Quintile,Never,0.53101,138,21150,0.45358,0.61779
713,713,2003,Upper Secondary Level,1st Quintile,At least once per week,0.09607,151,21150,0.08661,0.10549
714,714,2003,Upper Secondary Level,1st Quintile,At least once per month,0.07444,126,21150,0.06633,0.08279
715,715,2003,Upper Secondary Level,1st Quintile,Seldom,0.24746,413,21150,0.23402,0.26287
716,716,2003,Upper Secondary Level,1st Quintile,Never,0.58203,1042,21150,0.56224,0.60753
717,717,2003,Upper Secondary Level,2nd Quintile,At least once per week,0.09512,202,21150,0.08683,0.1043
718,718,2003,Upper Secondary Level,2nd Quintile,At least once per month,0.08286,191,21150,0.07496,0.09105
719,719,2003,Upper Secondary Level,2nd Quintile,Seldom,0.31694,663,21150,0.30051,0.33224
720,720,2003,Upper Secondary Level,2nd Quintile,Never,0.50508,1197,21150,0.48619,0.52775
721,721,2003,Upper Secondary Level,3rd Quintile,At least once per week,0.08458,177,21150,0.07663,0.09185
722,722,2003,Upper Secondary Level,3rd Quintile,At least once per month,0.09307,231,21150,0.0855,0.10197
723,723,2003,Upper Secondary Level,3rd Quintile,Seldom,0.33545,770,21150,0.31981,0.35189
724,724,2003,Upper Secondary Level,3rd Quintile,Never,0.48691,1190,21150,0.47121,0.50658
725,725,2003,Upper Secondary Level,4th Quintile,At least once per week,0.08118,192,21150,0.07434,0.08916
726,726,2003,Upper Secondary Level,4th Quintile,At least once per month,0.10164,221,21150,0.09196,0.11286
727,727,2003,Upper Secondary Level,4th Quintile,Seldom,0.332,760,21150,0.31385,0.34841
728,728,2003,Upper Secondary Level,4th Quintile,Never,0.48518,1100,21150,0.46658,0.50479
729,729,2003,Upper Secondary Level,5th Quintile,At least once per week,0.09634,232,21150,0.08625,0.10821
730,730,2003,Upper Secondary Level,5th Quintile,At least once per month,0.09414,227,21150,0.08445,0.10395
731,731,2003,Upper Secondary Level,5th Quintile,Seldom,0.34439,860,21150,0.32538,0.36295
732,732,2003,Upper Secondary Level,5th Quintile,Never,0.46513,1095,21150,0.43949,0.48802
733,733,2003,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.3131,37,21150,0.25532,0.37862
734,734,2003,Post-secondary Non-tertiary Level,1st Quintile,Never,0.6869,83,21150,0.59674,0.78527
735,735,2003,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.44628,53,21150,0.37263,0.53437
736,736,2003,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.55372,70,21150,0.46795,0.64229
737,737,2003,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.39684,75,21150,0.33188,0.47873
738,738,2003,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.60316,91,21150,0.51306,0.69395
739,739,2003,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.38841,86,21150,0.32383,0.44739
740,740,2003,Post-secondary Non-tertiary Level,4th Quintile,Never,0.61159,130,21150,0.53579,0.69652
741,741,2003,Post-secondary Non-tertiary Level,5th Quintile,At least once per month,0.12229,40,21150,0.08802,0.16229
742,742,2003,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.39782,134,21150,0.33052,0.47124
743,743,2003,Post-secondary Non-tertiary Level,5th Quintile,Never,0.4799,185,21150,0.42579,0.53751
744,744,2003,First Stage of Tertiary Education,1st Quintile,Seldom,0.32241,35,21150,0.27116,0.38991
745,745,2003,First Stage of Tertiary Education,1st Quintile,Never,0.67759,80,21150,0.58603,0.77187
746,746,2003,First Stage of Tertiary Education,2nd Quintile,Seldom,0.36406,63,21150,0.3021,0.43745
747,747,2003,First Stage of Tertiary Education,2nd Quintile,Never,0.63594,140,21150,0.56738,0.71627
748,748,2003,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.11268,36,21150,0.09109,0.1339
749,749,2003,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.07654,33,21150,0.05756,0.10391
750,750,2003,First Stage of Tertiary Education,3rd Quintile,Seldom,0.3115,109,21150,0.26425,0.35555
751,751,2003,First Stage of Tertiary Education,3rd Quintile,Never,0.49929,159,21150,0.4545,0.55338
752,752,2003,First Stage of Tertiary Education,4th Quintile,At least once per week,0.10505,48,21150,0.07977,0.13254
753,753,2003,First Stage of Tertiary Education,4th Quintile,At least once per month,0.07696,43,21150,0.06079,0.09841
754,754,2003,First Stage of Tertiary Education,4th Quintile,Seldom,0.38007,149,21150,0.33378,0.42416
755,755,2003,First Stage of Tertiary Education,4th Quintile,Never,0.43791,200,21150,0.38653,0.4846
756,756,2003,First Stage of Tertiary Education,5th Quintile,At least once per week,0.07532,36,21150,0.05591,0.0969
757,757,2003,First Stage of Tertiary Education,5th Quintile,At least once per month,0.13185,63,21150,0.10149,0.1612
758,758,2003,First Stage of Tertiary Education,5th Quintile,Seldom,0.36826,186,21150,0.31739,0.41266
759,759,2003,First Stage of Tertiary Education,5th Quintile,Never,0.42456,214,21150,0.36277,0.47614
760,760,2003,Second Stage of Tertiary Education,1st Quintile,At least once per week,0.16894,31,21150,0.13385,0.20547
761,761,2003,Second Stage of Tertiary Education,1st Quintile,Seldom,0.22156,45,21150,0.1876,0.26078
762,762,2003,Second Stage of Tertiary Education,1st Quintile,Never,0.60949,128,21150,0.53252,0.6841
763,763,2003,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.25645,67,21150,0.222,0.30409
764,764,2003,Second Stage of Tertiary Education,2nd Quintile,Never,0.74355,171,21150,0.66783,0.8223
765,765,2003,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.10636,53,21150,0.08476,0.13405
766,766,2003,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.10384,55,21150,0.08299,0.12667
767,767,2003,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.21192,109,21150,0.18626,0.24003
768,768,2003,Second Stage of Tertiary Education,3rd Quintile,Never,0.57788,300,21150,0.54014,0.63189
769,769,2003,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.08969,74,21150,0.07265,0.10813
770,770,2003,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.10533,84,21150,0.08355,0.12452
771,771,2003,Second Stage of Tertiary Education,4th Quintile,Seldom,0.2637,218,21150,0.23394,0.29884
772,772,2003,Second Stage of Tertiary Education,4th Quintile,Never,0.54127,455,21150,0.50403,0.57584
773,773,2003,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.09703,196,21150,0.08168,0.11195
774,774,2003,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.10544,247,21150,0.09247,0.11852
775,775,2003,Second Stage of Tertiary Education,5th Quintile,Seldom,0.30694,790,21150,0.28428,0.32612
776,776,2003,Second Stage of Tertiary Education,5th Quintile,Never,0.4906,1262,21150,0.46742,0.52025
777,777,2005,Pre-primary Level,1st Quintile,Never,1.0,77,19611,0.84728,1.18934
778,778,2005,Pre-primary Level,2nd Quintile,Seldom,0.34086,36,19611,0.27194,0.41052
779,779,2005,Pre-primary Level,2nd Quintile,Never,0.65914,78,19611,0.546,0.7677
780,780,2005,Pre-primary Level,3rd Quintile,Never,1.0,40,19611,0.7184,1.30323
781,781,2005,Pre-primary Level,4th Quintile,Seldom,0.53455,52,19611,0.40651,0.72997
782,782,2005,Pre-primary Level,4th Quintile,Never,0.46545,52,19611,0.34945,0.61273
783,783,2005,Pre-primary Level,5th Quintile,Seldom,0.42004,70,19611,0.35773,0.48153
784,784,2005,Pre-primary Level,5th Quintile,Never,0.57996,80,19611,0.462,0.70174
785,785,2005,Primary Level,1st Quintile,Never,1.0,77,19611,0.84229,1.18307
786,786,2005,Lower Secondary Level,1st Quintile,At least once per week,0.11314,80,19611,0.09754,0.13214
787,787,2005,Lower Secondary Level,1st Quintile,At least once per month,0.0962,72,19611,0.07925,0.11011
788,788,2005,Lower Secondary Level,1st Quintile,Seldom,0.20305,146,19611,0.1804,0.22636
789,789,2005,Lower Secondary Level,1st Quintile,Never,0.58761,411,19611,0.55051,0.6325
790,790,2005,Lower Secondary Level,2nd Quintile,At least once per week,0.14801,93,19611,0.12694,0.16801
791,791,2005,Lower Secondary Level,2nd Quintile,At least once per month,0.09632,62,19611,0.08083,0.11169
792,792,2005,Lower Secondary Level,2nd Quintile,Seldom,0.31038,176,19611,0.27688,0.34793
793,793,2005,Lower Secondary Level,2nd Quintile,Never,0.44529,286,19611,0.41033,0.47804
794,794,2005,Lower Secondary Level,3rd Quintile,At least once per week,0.11419,55,19611,0.09591,0.13539
795,795,2005,Lower Secondary Level,3rd Quintile,At least once per month,0.09466,51,19611,0.08064,0.10856
796,796,2005,Lower Secondary Level,3rd Quintile,Seldom,0.2959,134,19611,0.25704,0.32597
797,797,2005,Lower Secondary Level,3rd Quintile,Never,0.49525,206,19611,0.45023,0.54221
798,798,2005,Lower Secondary Level,4th Quintile,At least once per week,0.14448,50,19611,0.11801,0.16419
799,799,2005,Lower Secondary Level,4th Quintile,At least once per month,0.12146,49,19611,0.1,0.14741
800,800,2005,Lower Secondary Level,4th Quintile,Seldom,0.30479,111,19611,0.26813,0.3423
801,801,2005,Lower Secondary Level,4th Quintile,Never,0.42927,162,19611,0.37368,0.48171
802,802,2005,Lower Secondary Level,5th Quintile,Seldom,0.32456,62,19611,0.25352,0.40877
803,803,2005,Lower Secondary Level,5th Quintile,Never,0.67544,126,19611,0.58126,0.77658
804,804,2005,Upper Secondary Level,1st Quintile,At least once per week,0.0825,131,19611,0.0732,0.09349
805,805,2005,Upper Secondary Level,1st Quintile,At least once per month,0.05868,91,19611,0.05055,0.06657
806,806,2005,Upper Secondary Level,1st Quintile,Seldom,0.23514,347,19611,0.21475,0.24909
807,807,2005,Upper Secondary Level,1st Quintile,Never,0.62369,1059,19611,0.59534,0.64973
808,808,2005,Upper Secondary Level,2nd Quintile,At least once per week,0.09076,170,19611,0.08342,0.10003
809,809,2005,Upper Secondary Level,2nd Quintile,At least once per month,0.07744,170,19611,0.06934,0.08718
810,810,2005,Upper Secondary Level,2nd Quintile,Seldom,0.29107,587,19611,0.27714,0.306
811,811,2005,Upper Secondary Level,2nd Quintile,Never,0.54073,1146,19611,0.51642,0.56322
812,812,2005,Upper Secondary Level,3rd Quintile,At least once per week,0.07227,159,19611,0.06541,0.08067
813,813,2005,Upper Secondary Level,3rd Quintile,At least once per month,0.08587,191,19611,0.07926,0.09462
814,814,2005,Upper Secondary Level,3rd Quintile,Seldom,0.32712,671,19611,0.3087,0.34692
815,815,2005,Upper Secondary Level,3rd Quintile,Never,0.51473,1122,19611,0.49242,0.53499
816,816,2005,Upper Secondary Level,4th Quintile,At least once per week,0.09129,184,19611,0.08107,0.10151
817,817,2005,Upper Secondary Level,4th Quintile,At least once per month,0.08928,212,19611,0.08128,0.09917
818,818,2005,Upper Secondary Level,4th Quintile,Seldom,0.3454,753,19611,0.3272,0.36588
819,819,2005,Upper Secondary Level,4th Quintile,Never,0.47402,1042,19611,0.45002,0.50296
820,820,2005,Upper Secondary Level,5th Quintile,At least once per week,0.0783,164,19611,0.06698,0.08941
821,821,2005,Upper Secondary Level,5th Quintile,At least once per month,0.09669,220,19611,0.08357,0.10914
822,822,2005,Upper Secondary Level,5th Quintile,Seldom,0.3657,776,19611,0.34381,0.38888
823,823,2005,Upper Secondary Level,5th Quintile,Never,0.45931,999,19611,0.43022,0.48312
824,824,2005,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.36326,41,19611,0.28814,0.46237
825,825,2005,Post-secondary Non-tertiary Level,1st Quintile,Never,0.63674,67,19611,0.53118,0.7697
826,826,2005,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.44888,60,19611,0.35374,0.53566
827,827,2005,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.55112,83,19611,0.45168,0.6437
828,828,2005,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.36873,63,19611,0.29863,0.44923
829,829,2005,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.63127,100,19611,0.51616,0.72012
830,830,2005,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.46354,91,19611,0.3861,0.54796
831,831,2005,Post-secondary Non-tertiary Level,4th Quintile,Never,0.53646,113,19611,0.45029,0.62327
