"pli0098_h","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Seltener","1992","Saarland","Ost","","","",""
"Seltener","1992","Berlin","West","52","0.166610399321176","0.125196799025094","0.208023999617259"
"Seltener","1992","Berlin","Ost","","","",""
"Seltener","1992","Brandenburg","West","","","",""
"Seltener","1992","Brandenburg","Ost","81","0.131843319230907","0.105953781784949","0.157732856676865"
"Seltener","1992","Mecklenburg-Vorpommern","West","","","",""
"Seltener","1992","Mecklenburg-Vorpommern","Ost","57","0.149976047234726","0.115665475166796","0.184286619302657"
"Seltener","1992","Sachsen","West","","","",""
"Seltener","1992","Sachsen","Ost","209","0.175982312124609","0.153925226738801","0.198039397510417"
"Seltener","1992","Sachsen-Anhalt","West","","","",""
"Seltener","1992","Sachsen-Anhalt","Ost","104","0.11719835605716","0.0943900129071738","0.140006699207147"
"Seltener","1992","Thüringen","West","","","",""
"Seltener","1992","Thüringen","Ost","138","0.176928311321618","0.148225085895295","0.20563153674794"
"Nie","1992","Schleswig-Holstein","West","166","0.591088225762105","0.532228036236884","0.649948415287326"
"Nie","1992","Schleswig-Holstein","Ost","","","",""
"Nie","1992","Hamburg","West","91","0.713277806604158","0.640664708350251","0.785890904858065"
"Nie","1992","Hamburg","Ost","","","",""
"Nie","1992","Niedersachsen","West","522","0.527355880750786","0.495741523073005","0.558970238428567"
"Nie","1992","Niedersachsen","Ost","","","",""
"Nie","1992","Bremen","West","59","0.674783837892859","0.579059455377269","0.770508220408448"
"Nie","1992","Bremen","Ost","","","",""
"Nie","1992","Nordrhein-Westfalen","West","1248","0.47941819464515","0.459835167074637","0.499001222215663"
"Nie","1992","Nordrhein-Westfalen","Ost","","","",""
"Nie","1992","Hessen","West","416","0.453508873170881","0.421851801448625","0.485165944893137"
"Nie","1992","Hessen","Ost","","","",""
"Nie","1992","Rheinland-Pfalz,Saarland","West","273","0.423186886919589","0.385408007694409","0.460965766144769"
"Nie","1992","Rheinland-Pfalz,Saarland","Ost","","","",""
"Nie","1992","Baden-Württemberg","West","607","0.351433171397594","0.329026693589526","0.373839649205661"
"Nie","1992","Baden-Württemberg","Ost","","","",""
"Nie","1992","Bayern","West","657","0.3990709655766","0.375261038340084","0.422880892813117"
"Nie","1992","Bayern","Ost","","","",""
"Nie","1992","Saarland","West","","","",""
"Nie","1992","Saarland","Ost","","","",""
"Nie","1992","Berlin","West","220","0.712331033317906","0.662020915338481","0.762641151297331"
"Nie","1992","Berlin","Ost","237","0.829614302704752","0.785338862294396","0.873889743115108"
"Nie","1992","Brandenburg","West","","","",""
"Nie","1992","Brandenburg","Ost","546","0.818151864859144","0.788635181289823","0.847668548428466"
"Nie","1992","Mecklenburg-Vorpommern","West","","","",""
"Nie","1992","Mecklenburg-Vorpommern","Ost","341","0.811313501675617","0.773715376464181","0.848911626887053"
"Nie","1992","Sachsen","West","","","",""
"Nie","1992","Sachsen","Ost","846","0.737739948932059","0.712262081762259","0.763217816101858"
"Nie","1992","Sachsen-Anhalt","West","","","",""
"Nie","1992","Sachsen-Anhalt","Ost","606","0.808184606353514","0.780265698361091","0.836103514345936"
"Nie","1992","Thüringen","West","","","",""
"Nie","1992","Thüringen","Ost","465","0.701351868626051","0.666927888371905","0.735775848880197"
"Taeglich","1993","Schleswig-Holstein","West","","","",""
"Taeglich","1993","Schleswig-Holstein","Ost","","","",""
"Taeglich","1993","Hamburg","West","","","",""
"Taeglich","1993","Hamburg","Ost","","","",""
"Taeglich","1993","Niedersachsen","West","","","",""
"Taeglich","1993","Niedersachsen","Ost","","","",""
"Taeglich","1993","Bremen","West","","","",""
"Taeglich","1993","Bremen","Ost","","","",""
"Taeglich","1993","Nordrhein-Westfalen","West","","","",""
"Taeglich","1993","Nordrhein-Westfalen","Ost","","","",""
"Taeglich","1993","Hessen","West","","","",""
"Taeglich","1993","Hessen","Ost","","","",""
"Taeglich","1993","Rheinland-Pfalz,Saarland","West","","","",""
"Taeglich","1993","Rheinland-Pfalz,Saarland","Ost","","","",""
"Taeglich","1993","Baden-Württemberg","West","","","",""
"Taeglich","1993","Baden-Württemberg","Ost","","","",""
"Taeglich","1993","Bayern","West","","","",""
"Taeglich","1993","Bayern","Ost","","","",""
"Taeglich","1993","Saarland","West","","","",""
"Taeglich","1993","Saarland","Ost","","","",""
"Taeglich","1993","Berlin","West","","","",""
"Taeglich","1993","Berlin","Ost","","","",""
"Taeglich","1993","Brandenburg","West","","","",""
"Taeglich","1993","Brandenburg","Ost","","","",""
"Taeglich","1993","Mecklenburg-Vorpommern","West","","","",""
"Taeglich","1993","Mecklenburg-Vorpommern","Ost","","","",""
"Taeglich","1993","Sachsen","West","","","",""
"Taeglich","1993","Sachsen","Ost","","","",""
"Taeglich","1993","Sachsen-Anhalt","West","","","",""
"Taeglich","1993","Sachsen-Anhalt","Ost","","","",""
"Taeglich","1993","Thüringen","West","","","",""
"Taeglich","1993","Thüringen","Ost","","","",""
"Min 1x pro Woche","1993","Schleswig-Holstein","West","","","",""
"Min 1x pro Woche","1993","Schleswig-Holstein","Ost","","","",""
"Min 1x pro Woche","1993","Hamburg","West","","","",""
"Min 1x pro Woche","1993","Hamburg","Ost","","","",""
"Min 1x pro Woche","1993","Niedersachsen","West","","","",""
"Min 1x pro Woche","1993","Niedersachsen","Ost","","","",""
"Min 1x pro Woche","1993","Bremen","West","","","",""
"Min 1x pro Woche","1993","Bremen","Ost","","","",""
"Min 1x pro Woche","1993","Nordrhein-Westfalen","West","","","",""
"Min 1x pro Woche","1993","Nordrhein-Westfalen","Ost","","","",""
"Min 1x pro Woche","1993","Hessen","West","","","",""
"Min 1x pro Woche","1993","Hessen","Ost","","","",""
"Min 1x pro Woche","1993","Rheinland-Pfalz,Saarland","West","","","",""
"Min 1x pro Woche","1993","Rheinland-Pfalz,Saarland","Ost","","","",""
"Min 1x pro Woche","1993","Baden-Württemberg","West","","","",""
"Min 1x pro Woche","1993","Baden-Württemberg","Ost","","","",""
"Min 1x pro Woche","1993","Bayern","West","","","",""
"Min 1x pro Woche","1993","Bayern","Ost","","","",""
"Min 1x pro Woche","1993","Saarland","West","","","",""
"Min 1x pro Woche","1993","Saarland","Ost","","","",""
"Min 1x pro Woche","1993","Berlin","West","","","",""
"Min 1x pro Woche","1993","Berlin","Ost","","","",""
"Min 1x pro Woche","1993","Brandenburg","West","","","",""
"Min 1x pro Woche","1993","Brandenburg","Ost","","","",""
"Min 1x pro Woche","1993","Mecklenburg-Vorpommern","West","","","",""
"Min 1x pro Woche","1993","Mecklenburg-Vorpommern","Ost","","","",""
"Min 1x pro Woche","1993","Sachsen","West","","","",""
"Min 1x pro Woche","1993","Sachsen","Ost","","","",""
"Min 1x pro Woche","1993","Sachsen-Anhalt","West","","","",""
"Min 1x pro Woche","1993","Sachsen-Anhalt","Ost","","","",""
"Min 1x pro Woche","1993","Thüringen","West","","","",""
"Min 1x pro Woche","1993","Thüringen","Ost","","","",""
"Min 1x pro Monat","1993","Schleswig-Holstein","West","","","",""
"Min 1x pro Monat","1993","Schleswig-Holstein","Ost","","","",""
"Min 1x pro Monat","1993","Hamburg","West","","","",""
"Min 1x pro Monat","1993","Hamburg","Ost","","","",""
"Min 1x pro Monat","1993","Niedersachsen","West","","","",""
"Min 1x pro Monat","1993","Niedersachsen","Ost","","","",""
"Min 1x pro Monat","1993","Bremen","West","","","",""
"Min 1x pro Monat","1993","Bremen","Ost","","","",""
"Min 1x pro Monat","1993","Nordrhein-Westfalen","West","","","",""
"Min 1x pro Monat","1993","Nordrhein-Westfalen","Ost","","","",""
"Min 1x pro Monat","1993","Hessen","West","","","",""
"Min 1x pro Monat","1993","Hessen","Ost","","","",""
"Min 1x pro Monat","1993","Rheinland-Pfalz,Saarland","West","","","",""
"Min 1x pro Monat","1993","Rheinland-Pfalz,Saarland","Ost","","","",""
"Min 1x pro Monat","1993","Baden-Württemberg","West","","","",""
"Min 1x pro Monat","1993","Baden-Württemberg","Ost","","","",""
"Min 1x pro Monat","1993","Bayern","West","","","",""
"Min 1x pro Monat","1993","Bayern","Ost","","","",""
"Min 1x pro Monat","1993","Saarland","West","","","",""
"Min 1x pro Monat","1993","Saarland","Ost","","","",""
"Min 1x pro Monat","1993","Berlin","West","","","",""
"Min 1x pro Monat","1993","Berlin","Ost","","","",""
"Min 1x pro Monat","1993","Brandenburg","West","","","",""
"Min 1x pro Monat","1993","Brandenburg","Ost","","","",""
"Min 1x pro Monat","1993","Mecklenburg-Vorpommern","West","","","",""
"Min 1x pro Monat","1993","Mecklenburg-Vorpommern","Ost","","","",""
"Min 1x pro Monat","1993","Sachsen","West","","","",""
"Min 1x pro Monat","1993","Sachsen","Ost","","","",""
"Min 1x pro Monat","1993","Sachsen-Anhalt","West","","","",""
"Min 1x pro Monat","1993","Sachsen-Anhalt","Ost","","","",""
"Min 1x pro Monat","1993","Thüringen","West","","","",""
"Min 1x pro Monat","1993","Thüringen","Ost","","","",""
"Seltener","1993","Schleswig-Holstein","West","","","",""
"Seltener","1993","Schleswig-Holstein","Ost","","","",""
"Seltener","1993","Hamburg","West","","","",""
"Seltener","1993","Hamburg","Ost","","","",""
"Seltener","1993","Niedersachsen","West","","","",""
"Seltener","1993","Niedersachsen","Ost","","","",""
"Seltener","1993","Bremen","West","","","",""
"Seltener","1993","Bremen","Ost","","","",""
"Seltener","1993","Nordrhein-Westfalen","West","","","",""
"Seltener","1993","Nordrhein-Westfalen","Ost","","","",""
"Seltener","1993","Hessen","West","","","",""
"Seltener","1993","Hessen","Ost","","","",""
"Seltener","1993","Rheinland-Pfalz,Saarland","West","","","",""
"Seltener","1993","Rheinland-Pfalz,Saarland","Ost","","","",""
"Seltener","1993","Baden-Württemberg","West","","","",""
"Seltener","1993","Baden-Württemberg","Ost","","","",""
"Seltener","1993","Bayern","West","","","",""
"Seltener","1993","Bayern","Ost","","","",""
"Seltener","1993","Saarland","West","","","",""
"Seltener","1993","Saarland","Ost","","","",""
"Seltener","1993","Berlin","West","","","",""
"Seltener","1993","Berlin","Ost","","","",""
"Seltener","1993","Brandenburg","West","","","",""
"Seltener","1993","Brandenburg","Ost","","","",""
"Seltener","1993","Mecklenburg-Vorpommern","West","","","",""
"Seltener","1993","Mecklenburg-Vorpommern","Ost","","","",""
"Seltener","1993","Sachsen","West","","","",""
"Seltener","1993","Sachsen","Ost","","","",""
"Seltener","1993","Sachsen-Anhalt","West","","","",""
"Seltener","1993","Sachsen-Anhalt","Ost","","","",""
"Seltener","1993","Thüringen","West","","","",""
"Seltener","1993","Thüringen","Ost","","","",""
"Nie","1993","Schleswig-Holstein","West","","","",""
"Nie","1993","Schleswig-Holstein","Ost","","","",""
"Nie","1993","Hamburg","West","","","",""
"Nie","1993","Hamburg","Ost","","","",""
"Nie","1993","Niedersachsen","West","","","",""
"Nie","1993","Niedersachsen","Ost","","","",""
"Nie","1993","Bremen","West","","","",""
"Nie","1993","Bremen","Ost","","","",""
"Nie","1993","Nordrhein-Westfalen","West","","","",""
"Nie","1993","Nordrhein-Westfalen","Ost","","","",""
"Nie","1993","Hessen","West","","","",""
"Nie","1993","Hessen","Ost","","","",""
"Nie","1993","Rheinland-Pfalz,Saarland","West","","","",""
"Nie","1993","Rheinland-Pfalz,Saarland","Ost","","","",""
"Nie","1993","Baden-Württemberg","West","","","",""
"Nie","1993","Baden-Württemberg","Ost","","","",""
"Nie","1993","Bayern","West","","","",""
"Nie","1993","Bayern","Ost","","","",""
"Nie","1993","Saarland","West","","","",""
"Nie","1993","Saarland","Ost","","","",""
"Nie","1993","Berlin","West","","","",""
"Nie","1993","Berlin","Ost","","","",""
"Nie","1993","Brandenburg","West","","","",""
"Nie","1993","Brandenburg","Ost","","","",""
"Nie","1993","Mecklenburg-Vorpommern","West","","","",""
"Nie","1993","Mecklenburg-Vorpommern","Ost","","","",""
"Nie","1993","Sachsen","West","","","",""
"Nie","1993","Sachsen","Ost","","","",""
"Nie","1993","Sachsen-Anhalt","West","","","",""
"Nie","1993","Sachsen-Anhalt","Ost","","","",""
"Nie","1993","Thüringen","West","","","",""
"Nie","1993","Thüringen","Ost","","","",""
"Taeglich","1994","Schleswig-Holstein","West","","","",""
"Taeglich","1994","Schleswig-Holstein","Ost","","","",""
"Taeglich","1994","Hamburg","West","","","",""
"Taeglich","1994","Hamburg","Ost","","","",""
"Taeglich","1994","Niedersachsen","West","","","",""
"Taeglich","1994","Niedersachsen","Ost","","","",""
"Taeglich","1994","Bremen","West","","","",""
"Taeglich","1994","Bremen","Ost","","","",""
"Taeglich","1994","Nordrhein-Westfalen","West","","","",""
"Taeglich","1994","Nordrhein-Westfalen","Ost","","","",""
"Taeglich","1994","Hessen","West","","","",""
"Taeglich","1994","Hessen","Ost","","","",""
"Taeglich","1994","Rheinland-Pfalz,Saarland","West","","","",""
"Taeglich","1994","Rheinland-Pfalz,Saarland","Ost","","","",""
"Taeglich","1994","Baden-Württemberg","West","","","",""
"Taeglich","1994","Baden-Württemberg","Ost","","","",""
"Taeglich","1994","Bayern","West","","","",""
"Taeglich","1994","Bayern","Ost","","","",""
"Taeglich","1994","Saarland","West","","","",""
"Taeglich","1994","Saarland","Ost","","","",""
"Taeglich","1994","Berlin","West","","","",""
"Taeglich","1994","Berlin","Ost","","","",""
"Taeglich","1994","Brandenburg","West","","","",""
"Taeglich","1994","Brandenburg","Ost","","","",""
"Taeglich","1994","Mecklenburg-Vorpommern","West","","","",""
"Taeglich","1994","Mecklenburg-Vorpommern","Ost","","","",""
"Taeglich","1994","Sachsen","West","","","",""
"Taeglich","1994","Sachsen","Ost","","","",""
"Taeglich","1994","Sachsen-Anhalt","West","","","",""
"Taeglich","1994","Sachsen-Anhalt","Ost","","","",""
"Taeglich","1994","Thüringen","West","","","",""
"Taeglich","1994","Thüringen","Ost","","","",""
"Min 1x pro Woche","1994","Schleswig-Holstein","West","","","",""
"Min 1x pro Woche","1994","Schleswig-Holstein","Ost","","","",""
"Min 1x pro Woche","1994","Hamburg","West","","","",""
"Min 1x pro Woche","1994","Hamburg","Ost","","","",""
"Min 1x pro Woche","1994","Niedersachsen","West","67","0.0623112579156008","0.047036541174546","0.0775859746566556"
"Min 1x pro Woche","1994","Niedersachsen","Ost","","","",""
"Min 1x pro Woche","1994","Bremen","West","","","",""
"Min 1x pro Woche","1994","Bremen","Ost","","","",""
"Min 1x pro Woche","1994","Nordrhein-Westfalen","West","345","0.13747230402974","0.1238036619715","0.151140946087981"
"Min 1x pro Woche","1994","Nordrhein-Westfalen","Ost","","","",""
"Min 1x pro Woche","1994","Hessen","West","95","0.0895421983512991","0.0710012181711214","0.108083178531477"
"Min 1x pro Woche","1994","Hessen","Ost","","","",""
"Min 1x pro Woche","1994","Rheinland-Pfalz,Saarland","West","94","0.158008196267387","0.129548703782707","0.186467688752066"
"Min 1x pro Woche","1994","Rheinland-Pfalz,Saarland","Ost","","","",""
"Min 1x pro Woche","1994","Baden-Württemberg","West","269","0.153878222547077","0.136850421846543","0.170906023247612"
"Min 1x pro Woche","1994","Baden-Württemberg","Ost","","","",""
"Min 1x pro Woche","1994","Bayern","West","275","0.193966824035085","0.17445164991497","0.2134819981552"
"Min 1x pro Woche","1994","Bayern","Ost","","","",""
"Min 1x pro Woche","1994","Saarland","West","","","",""
"Min 1x pro Woche","1994","Saarland","Ost","","","",""
"Min 1x pro Woche","1994","Berlin","West","","","",""
"Min 1x pro Woche","1994","Berlin","Ost","","","",""
"Min 1x pro Woche","1994","Brandenburg","West","","","",""
"Min 1x pro Woche","1994","Brandenburg","Ost","","","",""
"Min 1x pro Woche","1994","Mecklenburg-Vorpommern","West","","","",""
"Min 1x pro Woche","1994","Mecklenburg-Vorpommern","Ost","","","",""
"Min 1x pro Woche","1994","Sachsen","West","","","",""
"Min 1x pro Woche","1994","Sachsen","Ost","38","0.0367815088126231","0.0257482357898775","0.0478147818353687"
"Min 1x pro Woche","1994","Sachsen-Anhalt","West","","","",""
"Min 1x pro Woche","1994","Sachsen-Anhalt","Ost","","","",""
"Min 1x pro Woche","1994","Thüringen","West","","","",""
"Min 1x pro Woche","1994","Thüringen","Ost","48","0.0774615820338783","0.0570825865542389","0.0978405775135176"
"Min 1x pro Monat","1994","Schleswig-Holstein","West","","","",""
"Min 1x pro Monat","1994","Schleswig-Holstein","Ost","","","",""
"Min 1x pro Monat","1994","Hamburg","West","","","",""
"Min 1x pro Monat","1994","Hamburg","Ost","","","",""
"Min 1x pro Monat","1994","Niedersachsen","West","77","0.0835570762853426","0.0660704960977105","0.101043656472975"
"Min 1x pro Monat","1994","Niedersachsen","Ost","","","",""
"Min 1x pro Monat","1994","Bremen","West","","","",""
"Min 1x pro Monat","1994","Bremen","Ost","","","",""
"Min 1x pro Monat","1994","Nordrhein-Westfalen","West","235","0.0940141779005867","0.0824293758487915","0.105598979952382"
"Min 1x pro Monat","1994","Nordrhein-Westfalen","Ost","","","",""
"Min 1x pro Monat","1994","Hessen","West","127","0.123665499845308","0.102288431981269","0.145042567709346"
"Min 1x pro Monat","1994","Hessen","Ost","","","",""
"Min 1x pro Monat","1994","Rheinland-Pfalz,Saarland","West","62","0.0773288525147639","0.0564874153023113","0.0981702897272165"
"Min 1x pro Monat","1994","Rheinland-Pfalz,Saarland","Ost","","","",""
"Min 1x pro Monat","1994","Baden-Württemberg","West","285","0.150566541454418","0.133690038474812","0.167443044434024"
"Min 1x pro Monat","1994","Baden-Württemberg","Ost","","","",""
"Min 1x pro Monat","1994","Bayern","West","214","0.131238713552453","0.114573401252616","0.14790402585229"
