"pli0098_h","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Min 1x pro Woche","2005","16-34 Jahre alt","(Fach-)Abitur","61","0.0709393718603976","0.0561530720233876","0.0857256716974077"
"Min 1x pro Woche","2005","16-34 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Woche","2005","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2005","35-65 Jahre alt","Hauptschulabschluss","374","0.0877144902081556","0.0790641351475271","0.0963648452687842"
"Min 1x pro Woche","2005","35-65 Jahre alt","Realschulabschluss","207","0.0573678331709114","0.0494861257768457","0.0652495405649772"
"Min 1x pro Woche","2005","35-65 Jahre alt","(Fach-)Abitur","87","0.067534730582763","0.0518791408037658","0.0831903203617603"
"Min 1x pro Woche","2005","35-65 Jahre alt","AkademikerInnen","243","0.0869561778016414","0.0768361483498228","0.09707620725346"
"Min 1x pro Woche","2005","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2005","66 und älter","Hauptschulabschluss","422","0.183420833802371","0.168105629441222","0.198736038163521"
"Min 1x pro Woche","2005","66 und älter","Realschulabschluss","69","0.15993531186489","0.125568763297913","0.194301860431866"
"Min 1x pro Woche","2005","66 und älter","(Fach-)Abitur","30","0.198521216211971","0.137472625080062","0.25956980734388"
"Min 1x pro Woche","2005","66 und älter","AkademikerInnen","79","0.134090893149852","0.108094570494695","0.160087215805009"
"Min 1x pro Monat","2005","16-34 Jahre alt","(noch) kein Abschluss","63","0.093880304588879","0.0721652210793645","0.115595388098393"
"Min 1x pro Monat","2005","16-34 Jahre alt","Hauptschulabschluss","60","0.0505270610174203","0.0371313372404962","0.0639227847943445"
"Min 1x pro Monat","2005","16-34 Jahre alt","Realschulabschluss","69","0.0370218780827904","0.0277322770806661","0.0463114790849147"
"Min 1x pro Monat","2005","16-34 Jahre alt","(Fach-)Abitur","67","0.0437815994827532","0.0319969092466198","0.0555662897188867"
"Min 1x pro Monat","2005","16-34 Jahre alt","AkademikerInnen","34","0.0492664522212669","0.030664802030983","0.0678681024115507"
"Min 1x pro Monat","2005","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2005","35-65 Jahre alt","Hauptschulabschluss","406","0.0803172263467847","0.0720061695424213","0.0886282831511482"
"Min 1x pro Monat","2005","35-65 Jahre alt","Realschulabschluss","297","0.0865279354392249","0.0769990794676418","0.096056791410808"
"Min 1x pro Monat","2005","35-65 Jahre alt","(Fach-)Abitur","109","0.0957513675327025","0.0773941887463647","0.11410854631904"
"Min 1x pro Monat","2005","35-65 Jahre alt","AkademikerInnen","271","0.0976868802242492","0.0870238043283995","0.108349956120099"
"Min 1x pro Monat","2005","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2005","66 und älter","Hauptschulabschluss","315","0.135371334095081","0.12183261783903","0.148910050351132"
"Min 1x pro Monat","2005","66 und älter","Realschulabschluss","64","0.138893163197786","0.106468436393907","0.171317890001665"
"Min 1x pro Monat","2005","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2005","66 und älter","AkademikerInnen","91","0.110481684946464","0.0865651248759407","0.134398245016986"
"Seltener","2005","16-34 Jahre alt","(noch) kein Abschluss","223","0.320889673733421","0.286133695892652","0.355645651574189"
"Seltener","2005","16-34 Jahre alt","Hauptschulabschluss","284","0.294588844418759","0.266708882298937","0.322468806538581"
"Seltener","2005","16-34 Jahre alt","Realschulabschluss","433","0.285006258911733","0.262796801613192","0.307215716210274"
"Seltener","2005","16-34 Jahre alt","(Fach-)Abitur","368","0.355212932897192","0.327648671796485","0.382777193997899"
"Seltener","2005","16-34 Jahre alt","AkademikerInnen","167","0.315362160465731","0.275424588357706","0.355299732573756"
"Seltener","2005","35-65 Jahre alt","(noch) kein Abschluss","41","0.257434555291884","0.186269813420368","0.328599297163399"
"Seltener","2005","35-65 Jahre alt","Hauptschulabschluss","1380","0.332597915994793","0.318190489431101","0.347005342558484"
"Seltener","2005","35-65 Jahre alt","Realschulabschluss","973","0.292460962935484","0.277043102412456","0.307878823458512"
"Seltener","2005","35-65 Jahre alt","(Fach-)Abitur","347","0.34324437489144","0.313623824118901","0.372864925663979"
"Seltener","2005","35-65 Jahre alt","AkademikerInnen","977","0.317717762850087","0.300995751084856","0.334439774615317"
"Seltener","2005","66 und älter","(noch) kein Abschluss","","","",""
"Seltener","2005","66 und älter","Hauptschulabschluss","678","0.276903653519918","0.259195970324498","0.294611336715338"
"Seltener","2005","66 und älter","Realschulabschluss","132","0.306420884194617","0.263197919005729","0.349643849383504"
"Seltener","2005","66 und älter","(Fach-)Abitur","53","0.300929124645161","0.230732071264527","0.371126178025796"
"Seltener","2005","66 und älter","AkademikerInnen","164","0.262275283517568","0.228716827373153","0.295833739661982"
"Nie","2005","16-34 Jahre alt","(noch) kein Abschluss","357","0.494419656202211","0.457195537168199","0.531643775236223"
"Nie","2005","16-34 Jahre alt","Hauptschulabschluss","656","0.637417458319484","0.60801536234632","0.666819554292648"
"Nie","2005","16-34 Jahre alt","Realschulabschluss","1025","0.645819896314665","0.622289598804903","0.669350193824427"
"Nie","2005","16-34 Jahre alt","(Fach-)Abitur","662","0.530066095759658","0.501320109463203","0.558812082056112"
"Nie","2005","16-34 Jahre alt","AkademikerInnen","297","0.581847660527449","0.539452300189269","0.62424302086563"
"Nie","2005","35-65 Jahre alt","(noch) kein Abschluss","72","0.543810841994016","0.462740780850491","0.624880903137541"
"Nie","2005","35-65 Jahre alt","Hauptschulabschluss","1948","0.499370367450267","0.484080541787061","0.514660193113473"
"Nie","2005","35-65 Jahre alt","Realschulabschluss","1867","0.56364326845438","0.546834420104113","0.580452116804646"
"Nie","2005","35-65 Jahre alt","(Fach-)Abitur","444","0.493469526993094","0.46227901720418","0.524660036782008"
"Nie","2005","35-65 Jahre alt","AkademikerInnen","1487","0.497639179124023","0.479681471038532","0.515596887209513"
"Nie","2005","66 und älter","(noch) kein Abschluss","","","",""
"Nie","2005","66 und älter","Hauptschulabschluss","1038","0.40430417858263","0.384883441505143","0.423724915660116"
"Nie","2005","66 und älter","Realschulabschluss","172","0.394750640742707","0.348922106889434","0.440579174595981"
"Nie","2005","66 und älter","(Fach-)Abitur","65","0.402259864935143","0.327212451698561","0.477307278171725"
"Nie","2005","66 und älter","AkademikerInnen","326","0.493152138386117","0.455009968792898","0.531294307979336"
"Taeglich","2006","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2006","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2006","16-34 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2006","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2006","16-34 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2006","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2006","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2006","35-65 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2006","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2006","35-65 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2006","66 und älter","(noch) kein Abschluss","","","",""
"Taeglich","2006","66 und älter","Hauptschulabschluss","","","",""
"Taeglich","2006","66 und älter","Realschulabschluss","","","",""
"Taeglich","2006","66 und älter","(Fach-)Abitur","","","",""
"Taeglich","2006","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Woche","2006","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2006","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Min 1x pro Woche","2006","16-34 Jahre alt","Realschulabschluss","","","",""
"Min 1x pro Woche","2006","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2006","16-34 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Woche","2006","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2006","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Min 1x pro Woche","2006","35-65 Jahre alt","Realschulabschluss","","","",""
"Min 1x pro Woche","2006","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2006","35-65 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Woche","2006","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2006","66 und älter","Hauptschulabschluss","","","",""
"Min 1x pro Woche","2006","66 und älter","Realschulabschluss","","","",""
"Min 1x pro Woche","2006","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2006","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Monat","2006","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2006","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Min 1x pro Monat","2006","16-34 Jahre alt","Realschulabschluss","","","",""
"Min 1x pro Monat","2006","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2006","16-34 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Monat","2006","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2006","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Min 1x pro Monat","2006","35-65 Jahre alt","Realschulabschluss","","","",""
"Min 1x pro Monat","2006","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2006","35-65 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Monat","2006","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2006","66 und älter","Hauptschulabschluss","","","",""
"Min 1x pro Monat","2006","66 und älter","Realschulabschluss","","","",""
"Min 1x pro Monat","2006","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2006","66 und älter","AkademikerInnen","","","",""
"Seltener","2006","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Seltener","2006","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Seltener","2006","16-34 Jahre alt","Realschulabschluss","","","",""
"Seltener","2006","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Seltener","2006","16-34 Jahre alt","AkademikerInnen","","","",""
"Seltener","2006","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Seltener","2006","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Seltener","2006","35-65 Jahre alt","Realschulabschluss","","","",""
"Seltener","2006","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Seltener","2006","35-65 Jahre alt","AkademikerInnen","","","",""
"Seltener","2006","66 und älter","(noch) kein Abschluss","","","",""
"Seltener","2006","66 und älter","Hauptschulabschluss","","","",""
"Seltener","2006","66 und älter","Realschulabschluss","","","",""
"Seltener","2006","66 und älter","(Fach-)Abitur","","","",""
"Seltener","2006","66 und älter","AkademikerInnen","","","",""
"Nie","2006","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Nie","2006","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Nie","2006","16-34 Jahre alt","Realschulabschluss","","","",""
"Nie","2006","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Nie","2006","16-34 Jahre alt","AkademikerInnen","","","",""
"Nie","2006","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Nie","2006","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Nie","2006","35-65 Jahre alt","Realschulabschluss","","","",""
"Nie","2006","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Nie","2006","35-65 Jahre alt","AkademikerInnen","","","",""
"Nie","2006","66 und älter","(noch) kein Abschluss","","","",""
"Nie","2006","66 und älter","Hauptschulabschluss","","","",""
"Nie","2006","66 und älter","Realschulabschluss","","","",""
"Nie","2006","66 und älter","(Fach-)Abitur","","","",""
"Nie","2006","66 und älter","AkademikerInnen","","","",""
"Taeglich","2007","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2007","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2007","16-34 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2007","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2007","16-34 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2007","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2007","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2007","35-65 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2007","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2007","35-65 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2007","66 und älter","(noch) kein Abschluss","","","",""
"Taeglich","2007","66 und älter","Hauptschulabschluss","","","",""
"Taeglich","2007","66 und älter","Realschulabschluss","","","",""
"Taeglich","2007","66 und älter","(Fach-)Abitur","","","",""
"Taeglich","2007","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Woche","2007","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2007","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Min 1x pro Woche","2007","16-34 Jahre alt","Realschulabschluss","54","0.032591481899443","0.0232332455722148","0.0419497182266712"
"Min 1x pro Woche","2007","16-34 Jahre alt","(Fach-)Abitur","49","0.0509975216720933","0.0382550535268647","0.063739989817322"
"Min 1x pro Woche","2007","16-34 Jahre alt","AkademikerInnen","30","0.0318745282148236","0.0172861101852255","0.0464629462444217"
"Min 1x pro Woche","2007","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2007","35-65 Jahre alt","Hauptschulabschluss","318","0.0826152126955813","0.0738494124839058","0.0913810129072569"
"Min 1x pro Woche","2007","35-65 Jahre alt","Realschulabschluss","232","0.0650578970966777","0.0568354025607949","0.0732803916325604"
"Min 1x pro Woche","2007","35-65 Jahre alt","(Fach-)Abitur","86","0.0662309817775736","0.0510510756831463","0.0814108878720009"
"Min 1x pro Woche","2007","35-65 Jahre alt","AkademikerInnen","248","0.0775249978691817","0.0679683109268731","0.0870816848114903"
"Min 1x pro Woche","2007","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2007","66 und älter","Hauptschulabschluss","433","0.159522351736716","0.145764276628231","0.173280426845201"
"Min 1x pro Woche","2007","66 und älter","Realschulabschluss","79","0.149649713437408","0.11983685470147","0.179462572173347"
"Min 1x pro Woche","2007","66 und älter","(Fach-)Abitur","34","0.164377439791909","0.112359042220793","0.216395837363025"
"Min 1x pro Woche","2007","66 und älter","AkademikerInnen","104","0.133368554590172","0.110084957043742","0.156652152136601"
"Min 1x pro Monat","2007","16-34 Jahre alt","(noch) kein Abschluss","35","0.0843731579367825","0.0562415946275122","0.112504721246053"
"Min 1x pro Monat","2007","16-34 Jahre alt","Hauptschulabschluss","58","0.0735481383720881","0.0559479624851314","0.0911483142590449"
"Min 1x pro Monat","2007","16-34 Jahre alt","Realschulabschluss","68","0.0407321994532153","0.0303144030602347","0.0511499958461958"
"Min 1x pro Monat","2007","16-34 Jahre alt","(Fach-)Abitur","69","0.0582362061349474","0.0446714222179681","0.0718009900519267"
"Min 1x pro Monat","2007","16-34 Jahre alt","AkademikerInnen","52","0.0904166617769949","0.0666008178307922","0.114232505723198"
"Min 1x pro Monat","2007","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2007","35-65 Jahre alt","Hauptschulabschluss","336","0.072940677117167","0.0646607894163555","0.0812205648179785"
"Min 1x pro Monat","2007","35-65 Jahre alt","Realschulabschluss","284","0.0784623235062672","0.0694973635429664","0.087427283469568"
"Min 1x pro Monat","2007","35-65 Jahre alt","(Fach-)Abitur","104","0.0828679078084804","0.0660400865364503","0.0996957290805104"
"Min 1x pro Monat","2007","35-65 Jahre alt","AkademikerInnen","282","0.094162782182324","0.0837258251333299","0.104599739231318"
"Min 1x pro Monat","2007","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2007","66 und älter","Hauptschulabschluss","324","0.123881734660719","0.111503211704321","0.136260257617118"
"Min 1x pro Monat","2007","66 und älter","Realschulabschluss","63","0.114719800362033","0.088086418682077","0.141353182041989"
"Min 1x pro Monat","2007","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2007","66 und älter","AkademikerInnen","100","0.153529831438535","0.128840555401586","0.178219107475483"
"Seltener","2007","16-34 Jahre alt","(noch) kein Abschluss","109","0.252384394956726","0.208419819325806","0.296348970587646"
"Seltener","2007","16-34 Jahre alt","Hauptschulabschluss","222","0.244179745399219","0.215214059438593","0.273145431359846"
"Seltener","2007","16-34 Jahre alt","Realschulabschluss","369","0.254205756623756","0.23125805444021","0.277153458807303"
"Seltener","2007","16-34 Jahre alt","(Fach-)Abitur","347","0.297624380429322","0.271141555230944","0.3241072056277"
"Seltener","2007","16-34 Jahre alt","AkademikerInnen","168","0.290940071664938","0.253220762028869","0.328659381301007"
"Seltener","2007","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Seltener","2007","35-65 Jahre alt","Hauptschulabschluss","1257","0.326771738290471","0.311837289359293","0.341706187221649"
"Seltener","2007","35-65 Jahre alt","Realschulabschluss","929","0.258965335873865","0.244360344542725","0.273570327205006"
"Seltener","2007","35-65 Jahre alt","(Fach-)Abitur","351","0.346475531171095","0.317429555491068","0.375521506851123"
"Seltener","2007","35-65 Jahre alt","AkademikerInnen","930","0.300008156590376","0.283631614867308","0.316384698313444"
"Seltener","2007","66 und älter","(noch) kein Abschluss","","","",""
"Seltener","2007","66 und älter","Hauptschulabschluss","781","0.292112647966801","0.275026621400143","0.30919867453346"
"Seltener","2007","66 und älter","Realschulabschluss","172","0.302375678453178","0.263991612153941","0.340759744752414"
"Seltener","2007","66 und älter","(Fach-)Abitur","66","0.310504408701341","0.245561697175338","0.375447120227343"
"Seltener","2007","66 und älter","AkademikerInnen","195","0.210729237838","0.182798555477044","0.238659920198956"
"Nie","2007","16-34 Jahre alt","(noch) kein Abschluss","208","0.591875111512751","0.542130729919599","0.641619493105903"
"Nie","2007","16-34 Jahre alt","Hauptschulabschluss","543","0.651925988138991","0.619807530416901","0.684044445861081"
"Nie","2007","16-34 Jahre alt","Realschulabschluss","892","0.672470562023585","0.64773630840065","0.697204815646521"
"Nie","2007","16-34 Jahre alt","(Fach-)Abitur","680","0.593141891763637","0.564687707840652","0.621596075686623"
"Nie","2007","16-34 Jahre alt","AkademikerInnen","307","0.586768738343244","0.5458755886928","0.627661887993688"
"Nie","2007","35-65 Jahre alt","(noch) kein Abschluss","63","0.560217163250266","0.469101506777235","0.651332819723298"
"Nie","2007","35-65 Jahre alt","Hauptschulabschluss","1878","0.51767237189678","0.501761852705823","0.533582891087738"
"Nie","2007","35-65 Jahre alt","Realschulabschluss","2011","0.59751444352319","0.581164713790327","0.613864173256053"
"Nie","2007","35-65 Jahre alt","(Fach-)Abitur","490","0.50442557924285","0.473906477286784","0.534944681198917"
"Nie","2007","35-65 Jahre alt","AkademikerInnen","1548","0.528304063358118","0.51046458224662","0.546143544469617"
"Nie","2007","66 und älter","(noch) kein Abschluss","","","",""
"Nie","2007","66 und älter","Hauptschulabschluss","1183","0.424483265635764","0.405911932303838","0.44305459896769"
"Nie","2007","66 und älter","Realschulabschluss","236","0.433254807747381","0.391842220490982","0.474667395003781"
"Nie","2007","66 und älter","(Fach-)Abitur","74","0.434908298835342","0.365327550144245","0.504489047526439"
"Nie","2007","66 und älter","AkademikerInnen","420","0.502372376133294","0.468129419498156","0.536615332768431"
"Taeglich","2008","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2008","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2008","16-34 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2008","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2008","16-34 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2008","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2008","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2008","35-65 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2008","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2008","35-65 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2008","66 und älter","(noch) kein Abschluss","","","",""
"Taeglich","2008","66 und älter","Hauptschulabschluss","","","",""
"Taeglich","2008","66 und älter","Realschulabschluss","","","",""
"Taeglich","2008","66 und älter","(Fach-)Abitur","","","",""
"Taeglich","2008","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Woche","2008","16-34 Jahre alt","(noch) kein Abschluss","32","0.0799018725464567","0.0529574523623597","0.106846292730554"
"Min 1x pro Woche","2008","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Min 1x pro Woche","2008","16-34 Jahre alt","Realschulabschluss","35","0.0195741856388812","0.0119462151571387","0.0272021561206238"
"Min 1x pro Woche","2008","16-34 Jahre alt","(Fach-)Abitur","42","0.0537749549292732","0.0398771861551869","0.0676727237033596"
"Min 1x pro Woche","2008","16-34 Jahre alt","AkademikerInnen","31","0.0432282439321952","0.0259142155069865","0.060542272357404"
"Min 1x pro Woche","2008","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2008","35-65 Jahre alt","Hauptschulabschluss","252","0.0678982185366703","0.0595157699092581","0.0762806671640826"
"Min 1x pro Woche","2008","35-65 Jahre alt","Realschulabschluss","194","0.0536457158802947","0.0459558783499668","0.0613355534106227"
"Min 1x pro Woche","2008","35-65 Jahre alt","(Fach-)Abitur","65","0.0485774617131608","0.0351245059532278","0.0620304174730938"
"Min 1x pro Woche","2008","35-65 Jahre alt","AkademikerInnen","205","0.0664348013365607","0.0571971720165472","0.0756724306565743"
"Min 1x pro Woche","2008","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2008","66 und älter","Hauptschulabschluss","390","0.160723895366082","0.1467191783311","0.174728612401065"
"Min 1x pro Woche","2008","66 und älter","Realschulabschluss","73","0.153731730006885","0.123723706898844","0.183739753114925"
"Min 1x pro Woche","2008","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2008","66 und älter","AkademikerInnen","87","0.121037697237217","0.0994259681191516","0.142649426355283"
"Min 1x pro Monat","2008","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2008","16-34 Jahre alt","Hauptschulabschluss","32","0.0395256921633974","0.0253721540272867","0.0536792302995082"
"Min 1x pro Monat","2008","16-34 Jahre alt","Realschulabschluss","76","0.0482226926837972","0.0364261923291889","0.0600191930384055"
"Min 1x pro Monat","2008","16-34 Jahre alt","(Fach-)Abitur","53","0.0445605014267466","0.031847899001538","0.0572731038519552"
"Min 1x pro Monat","2008","16-34 Jahre alt","AkademikerInnen","42","0.0644963623829877","0.0435841246692548","0.0854086000967207"
"Min 1x pro Monat","2008","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2008","35-65 Jahre alt","Hauptschulabschluss","328","0.0854326596520245","0.0761187965710956","0.0947465227329534"
"Min 1x pro Monat","2008","35-65 Jahre alt","Realschulabschluss","286","0.0841975355063043","0.0747204814200436","0.093674589592565"
"Min 1x pro Monat","2008","35-65 Jahre alt","(Fach-)Abitur","104","0.0917350431594788","0.0736721421729404","0.109797944146017"
"Min 1x pro Monat","2008","35-65 Jahre alt","AkademikerInnen","266","0.100114551325676","0.0889810285638303","0.111248074087521"
"Min 1x pro Monat","2008","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2008","66 und älter","Hauptschulabschluss","308","0.116945885381761","0.10469216920947","0.129199601554051"
"Min 1x pro Monat","2008","66 und älter","Realschulabschluss","69","0.138771683252598","0.11001020670711","0.167533159798085"
"Min 1x pro Monat","2008","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2008","66 und älter","AkademikerInnen","105","0.106522559558653","0.0860813468791857","0.126963772238121"
"Seltener","2008","16-34 Jahre alt","(noch) kein Abschluss","142","0.343750824794555","0.296552177708133","0.390949471880978"
"Seltener","2008","16-34 Jahre alt","Hauptschulabschluss","192","0.283956784053041","0.251201743379895","0.316711824726187"
"Seltener","2008","16-34 Jahre alt","Realschulabschluss","316","0.249400264615354","0.225576387405255","0.273224141825452"
"Seltener","2008","16-34 Jahre alt","(Fach-)Abitur","301","0.291289329866303","0.263295996977888","0.319282662754719"
"Seltener","2008","16-34 Jahre alt","AkademikerInnen","171","0.355640671682701","0.314885762735884","0.396395580629519"
"Seltener","2008","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Seltener","2008","35-65 Jahre alt","Hauptschulabschluss","1169","0.324007306454025","0.308413273614633","0.339601339293417"
"Seltener","2008","35-65 Jahre alt","Realschulabschluss","942","0.27721533687016","0.261938415033261","0.292492258707059"
"Seltener","2008","35-65 Jahre alt","(Fach-)Abitur","340","0.332337497638843","0.302860601379407","0.361814393898279"
"Seltener","2008","35-65 Jahre alt","AkademikerInnen","865","0.302819930937946","0.285776575801187","0.319863286074706"
"Seltener","2008","66 und älter","(noch) kein Abschluss","","","",""
"Seltener","2008","66 und älter","Hauptschulabschluss","782","0.309072409396755","0.291451510025804","0.326693308767706"
"Seltener","2008","66 und älter","Realschulabschluss","173","0.256836153782188","0.220488869719089","0.293183437845287"
"Seltener","2008","66 und älter","(Fach-)Abitur","60","0.349704641321834","0.281171972550802","0.418237310092866"
"Seltener","2008","66 und älter","AkademikerInnen","228","0.284697070001049","0.254796424415486","0.314597715586613"
"Nie","2008","16-34 Jahre alt","(noch) kein Abschluss","190","0.51997520360016","0.470327811202678","0.569622595997641"
"Nie","2008","16-34 Jahre alt","Hauptschulabschluss","483","0.645952265782434","0.611213568831149","0.68069096273372"
"Nie","2008","16-34 Jahre alt","Realschulabschluss","836","0.680533323281936","0.654859102973682","0.706207543590189"
"Nie","2008","16-34 Jahre alt","(Fach-)Abitur","613","0.60823985194789","0.578164868415034","0.638314835480746"
"Nie","2008","16-34 Jahre alt","AkademikerInnen","284","0.534996224117955","0.492532922905935","0.577459525329976"
"Nie","2008","35-65 Jahre alt","(noch) kein Abschluss","55","0.549316382451528","0.452280007127038","0.646352757776019"
"Nie","2008","35-65 Jahre alt","Hauptschulabschluss","1696","0.517612456923672","0.500962602388766","0.534262311458578"
"Nie","2008","35-65 Jahre alt","Realschulabschluss","1872","0.58407181930269","0.567250305940928","0.600893332664452"
"Nie","2008","35-65 Jahre alt","(Fach-)Abitur","468","0.52549796005004","0.494250253570046","0.556745666530035"
"Nie","2008","35-65 Jahre alt","AkademikerInnen","1448","0.529104216796175","0.510589230449635","0.547619203142715"
"Nie","2008","66 und älter","(noch) kein Abschluss","","","",""
"Nie","2008","66 und älter","Hauptschulabschluss","1146","0.407205923871178","0.388471486475259","0.425940361267097"
"Nie","2008","66 und älter","Realschulabschluss","236","0.443480624285702","0.402149323926506","0.484811924644898"
"Nie","2008","66 und älter","(Fach-)Abitur","69","0.355298230965636","0.286517375603254","0.424079086328018"
"Nie","2008","66 und älter","AkademikerInnen","447","0.476052924974908","0.442961505751015","0.509144344198802"
"Taeglich","2009","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2009","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2009","16-34 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2009","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2009","16-34 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2009","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2009","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2009","35-65 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2009","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2009","35-65 Jahre alt","AkademikerInnen","","","",""
