,Unnamed: 0,year,bula_h,pgisced97,pli0098_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
270,270,1994,Berlin,Second Stage of Tertiary Education,Never,1.0,111,10377,0.89164,1.10619
271,271,1994,Brandenburg,Lower Secondary Level,Never,1.0,46,10377,0.84477,1.18304
272,272,1994,Brandenburg,Upper Secondary Level,Seldom,0.14949,37,10377,0.12722,0.18256
273,273,1994,Brandenburg,Upper Secondary Level,Never,0.85051,269,10377,0.80258,0.8997
274,274,1994,Brandenburg,Second Stage of Tertiary Education,Never,1.0,117,10377,0.91345,1.08749
275,275,1994,Mecklenburg-Western Pomerania,Lower Secondary Level,Never,1.0,35,10377,0.79676,1.23466
276,276,1994,Mecklenburg-Western Pomerania,Upper Secondary Level,Never,1.0,182,10377,0.93099,1.07612
277,277,1994,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Never,1.0,70,10377,0.87883,1.12197
278,278,1994,Saxony,Lower Secondary Level,Never,1.0,93,10377,0.88723,1.10765
279,279,1994,Saxony,Upper Secondary Level,Seldom,0.14892,95,10377,0.13216,0.16365
280,280,1994,Saxony,Upper Secondary Level,Never,0.85108,487,10377,0.80903,0.89137
281,281,1994,Saxony,First Stage of Tertiary Education,Never,1.0,35,10377,0.82093,1.20072
282,282,1994,Saxony,Second Stage of Tertiary Education,Seldom,0.2437,51,10377,0.20473,0.27266
283,283,1994,Saxony,Second Stage of Tertiary Education,Never,0.7563,174,10377,0.70662,0.82052
284,284,1994,Saxony-Anhalt,Lower Secondary Level,Never,1.0,68,10377,0.87186,1.15502
285,285,1994,Saxony-Anhalt,Upper Secondary Level,Seldom,0.10699,53,10377,0.09503,0.12312
286,286,1994,Saxony-Anhalt,Upper Secondary Level,Never,0.89301,310,10377,0.83722,0.96447
287,287,1994,Saxony-Anhalt,First Stage of Tertiary Education,Never,1.0,42,10377,0.83926,1.1397
288,288,1994,Saxony-Anhalt,Second Stage of Tertiary Education,Never,1.0,112,10377,0.88427,1.14855
289,289,1994,Thuringa,Lower Secondary Level,Never,1.0,53,10377,0.84962,1.17966
290,290,1994,Thuringa,Upper Secondary Level,At least once per week,0.0908,33,10377,0.07837,0.10516
291,291,1994,Thuringa,Upper Secondary Level,Seldom,0.19387,86,10377,0.1725,0.22424
292,292,1994,Thuringa,Upper Secondary Level,Never,0.71533,281,10377,0.66827,0.76797
293,293,1994,Thuringa,Second Stage of Tertiary Education,Never,1.0,77,10377,0.86411,1.12766
294,294,1995,Schleswig-Holstein,Lower Secondary Level,Never,1.0,32,10618,0.76532,1.2102
295,295,1995,Schleswig-Holstein,Upper Secondary Level,Seldom,0.38921,48,10618,0.33785,0.44359
296,296,1995,Schleswig-Holstein,Upper Secondary Level,Never,0.61079,93,10618,0.54929,0.67746
297,297,1995,Hamburg,Upper Secondary Level,Never,1.0,53,10618,0.81516,1.20834
298,298,1995,Lower Saxony,Lower Secondary Level,Seldom,0.35541,62,10618,0.30135,0.42245
299,299,1995,Lower Saxony,Lower Secondary Level,Never,0.64459,109,10618,0.55743,0.73688
300,300,1995,Lower Saxony,Upper Secondary Level,At least once per week,0.06325,39,10618,0.05084,0.07883
301,301,1995,Lower Saxony,Upper Secondary Level,Seldom,0.36865,175,10618,0.33499,0.40507
302,302,1995,Lower Saxony,Upper Secondary Level,Never,0.56811,276,10618,0.5242,0.61146
303,303,1995,Lower Saxony,First Stage of Tertiary Education,Never,1.0,35,10618,0.77561,1.22153
304,304,1995,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.45826,35,10618,0.37136,0.56811
305,305,1995,Lower Saxony,Second Stage of Tertiary Education,Never,0.54174,48,10618,0.46065,0.60823
306,306,1995,North Rhine-Westphalia,Pre-primary Level,Never,1.0,31,10618,0.84846,1.1532
307,307,1995,North Rhine-Westphalia,Primary Level,Seldom,0.45771,33,10618,0.31164,0.65422
308,308,1995,North Rhine-Westphalia,Primary Level,Never,0.54229,55,10618,0.46667,0.63588
309,309,1995,North Rhine-Westphalia,Lower Secondary Level,At least once per week,0.20111,97,10618,0.16952,0.23881
310,310,1995,North Rhine-Westphalia,Lower Secondary Level,At least once per month,0.09376,55,10618,0.07514,0.11808
311,311,1995,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.25483,126,10618,0.2233,0.29748
312,312,1995,North Rhine-Westphalia,Lower Secondary Level,Never,0.4503,235,10618,0.41181,0.49703
313,313,1995,North Rhine-Westphalia,Upper Secondary Level,At least once per week,0.13499,167,10618,0.12197,0.14976
314,314,1995,North Rhine-Westphalia,Upper Secondary Level,At least once per month,0.10207,127,10618,0.09136,0.11598
315,315,1995,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.2781,356,10618,0.25958,0.30034
316,316,1995,North Rhine-Westphalia,Upper Secondary Level,Never,0.48485,620,10618,0.45575,0.51483
317,317,1995,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.40422,37,10618,0.30834,0.53618
318,318,1995,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.59578,45,10618,0.44887,0.73709
319,319,1995,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.34037,42,10618,0.29191,0.39525
320,320,1995,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.65963,55,10618,0.52853,0.80147
321,321,1995,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per week,0.19387,46,10618,0.15526,0.2302
322,322,1995,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.32741,73,10618,0.28973,0.36982
323,323,1995,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.47872,118,10618,0.41624,0.53418
324,324,1995,Hesse,Lower Secondary Level,At least once per month,0.15897,40,10618,0.11326,0.20633
325,325,1995,Hesse,Lower Secondary Level,Seldom,0.33848,60,10618,0.28441,0.40094
326,326,1995,Hesse,Lower Secondary Level,Never,0.50255,91,10618,0.41107,0.59384
327,327,1995,Hesse,Upper Secondary Level,At least once per week,0.09602,36,10618,0.07014,0.12659
328,328,1995,Hesse,Upper Secondary Level,At least once per month,0.0697,40,10618,0.05382,0.08467
329,329,1995,Hesse,Upper Secondary Level,Seldom,0.40168,174,10618,0.35739,0.44728
330,330,1995,Hesse,Upper Secondary Level,Never,0.43259,182,10618,0.39388,0.47869
331,331,1995,Hesse,Second Stage of Tertiary Education,Never,1.0,66,10618,0.8793,1.1698
332,332,1995,"Rhineland-Palatinate, Saarland",Lower Secondary Level,At least once per week,0.26772,41,10618,0.22303,0.31246
333,333,1995,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.32071,64,10618,0.28732,0.35152
334,334,1995,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.41156,67,10618,0.35186,0.48629
335,335,1995,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per week,0.13369,47,10618,0.11495,0.15248
336,336,1995,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per month,0.08726,32,10618,0.06959,0.10429
337,337,1995,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.35209,121,10618,0.31579,0.38595
338,338,1995,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.42697,145,10618,0.38093,0.47883
339,339,1995,Baden-Wuerttemberg,Primary Level,At least once per week,0.24441,41,10618,0.17919,0.31265
340,340,1995,Baden-Wuerttemberg,Primary Level,Seldom,0.27287,42,10618,0.20133,0.37764
341,341,1995,Baden-Wuerttemberg,Primary Level,Never,0.48272,57,10618,0.38328,0.58498
342,342,1995,Baden-Wuerttemberg,Lower Secondary Level,At least once per week,0.28893,103,10618,0.24296,0.33031
343,343,1995,Baden-Wuerttemberg,Lower Secondary Level,At least once per month,0.12702,69,10618,0.10277,0.15814
344,344,1995,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.31561,133,10618,0.26324,0.37115
345,345,1995,Baden-Wuerttemberg,Lower Secondary Level,Never,0.26845,124,10618,0.23031,0.30618
346,346,1995,Baden-Wuerttemberg,Upper Secondary Level,At least once per week,0.14912,125,10618,0.12988,0.16605
347,347,1995,Baden-Wuerttemberg,Upper Secondary Level,At least once per month,0.14732,124,10618,0.12534,0.16862
348,348,1995,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.33603,268,10618,0.30618,0.36314
349,349,1995,Baden-Wuerttemberg,Upper Secondary Level,Never,0.36753,283,10618,0.3363,0.40147
350,350,1995,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.51084,34,10618,0.40653,0.62178
351,351,1995,Baden-Wuerttemberg,First Stage of Tertiary Education,Never,0.48916,31,10618,0.36636,0.6499
352,352,1995,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.37187,45,10618,0.31013,0.44473
353,353,1995,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.62813,54,10618,0.52252,0.74622
354,354,1995,Bavaria,Primary Level,Never,1.0,33,10618,0.76032,1.35671
355,355,1995,Bavaria,Lower Secondary Level,At least once per week,0.26702,81,10618,0.23775,0.29743
356,356,1995,Bavaria,Lower Secondary Level,At least once per month,0.17262,64,10618,0.14294,0.20165
357,357,1995,Bavaria,Lower Secondary Level,Seldom,0.26938,96,10618,0.22899,0.31553
358,358,1995,Bavaria,Lower Secondary Level,Never,0.29098,112,10618,0.23746,0.35484
359,359,1995,Bavaria,Upper Secondary Level,At least once per week,0.16329,125,10618,0.14399,0.1812
360,360,1995,Bavaria,Upper Secondary Level,At least once per month,0.16929,140,10618,0.14748,0.1908
361,361,1995,Bavaria,Upper Secondary Level,Seldom,0.29619,255,10618,0.26918,0.31892
362,362,1995,Bavaria,Upper Secondary Level,Never,0.37122,335,10618,0.34435,0.40037
363,363,1995,Bavaria,First Stage of Tertiary Education,Seldom,0.5143,38,10618,0.41212,0.68286
364,364,1995,Bavaria,First Stage of Tertiary Education,Never,0.4857,38,10618,0.40286,0.59622
365,365,1995,Bavaria,Second Stage of Tertiary Education,Seldom,0.42797,50,10618,0.34408,0.51935
366,366,1995,Bavaria,Second Stage of Tertiary Education,Never,0.57203,71,10618,0.49243,0.66867
367,367,1995,Berlin,Lower Secondary Level,Never,1.0,50,10618,0.81044,1.21389
368,368,1995,Berlin,Upper Secondary Level,Seldom,0.1552,37,10618,0.12322,0.19752
369,369,1995,Berlin,Upper Secondary Level,Never,0.8448,189,10618,0.77063,0.90629
370,370,1995,Berlin,Second Stage of Tertiary Education,Never,1.0,111,10618,0.88422,1.12848
371,371,1995,Brandenburg,Lower Secondary Level,Never,1.0,45,10618,0.84632,1.20212
372,372,1995,Brandenburg,Upper Secondary Level,Seldom,0.14391,35,10618,0.11938,0.1744
373,373,1995,Brandenburg,Upper Secondary Level,Never,0.85609,251,10618,0.79538,0.91417
374,374,1995,Brandenburg,Second Stage of Tertiary Education,Never,1.0,112,10618,0.89322,1.08594
375,375,1995,Mecklenburg-Western Pomerania,Lower Secondary Level,Never,1.0,31,10618,0.81952,1.25585
376,376,1995,Mecklenburg-Western Pomerania,Upper Secondary Level,Never,1.0,197,10618,0.93331,1.06784
377,377,1995,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Never,1.0,65,10618,0.86525,1.14396
378,378,1995,Saxony,Lower Secondary Level,Never,1.0,87,10618,0.8921,1.12117
379,379,1995,Saxony,Upper Secondary Level,Seldom,0.16689,98,10618,0.14684,0.18743
380,380,1995,Saxony,Upper Secondary Level,Never,0.83311,478,10618,0.78322,0.88062
381,381,1995,Saxony,First Stage of Tertiary Education,Never,1.0,36,10618,0.79323,1.21803
382,382,1995,Saxony,Second Stage of Tertiary Education,Seldom,0.22332,46,10618,0.1855,0.26554
383,383,1995,Saxony,Second Stage of Tertiary Education,Never,0.77668,166,10618,0.70719,0.84589
384,384,1995,Saxony-Anhalt,Lower Secondary Level,Never,1.0,59,10618,0.83606,1.18043
385,385,1995,Saxony-Anhalt,Upper Secondary Level,Seldom,0.12032,59,10618,0.10081,0.14303
386,386,1995,Saxony-Anhalt,Upper Secondary Level,Never,0.87968,293,10618,0.8268,0.9347
387,387,1995,Saxony-Anhalt,First Stage of Tertiary Education,Never,1.0,42,10618,0.846,1.17936
388,388,1995,Saxony-Anhalt,Second Stage of Tertiary Education,Never,1.0,118,10618,0.86945,1.10146
389,389,1995,Thuringa,Lower Secondary Level,Never,1.0,48,10618,0.84282,1.19337
390,390,1995,Thuringa,Upper Secondary Level,Seldom,0.20164,84,10618,0.18272,0.22998
391,391,1995,Thuringa,Upper Secondary Level,Never,0.79836,276,10618,0.74471,0.86367
392,392,1995,Thuringa,Second Stage of Tertiary Education,Seldom,0.22488,31,10618,0.19087,0.26622
393,393,1995,Thuringa,Second Stage of Tertiary Education,Never,0.77512,74,10618,0.66469,0.9044
394,394,1996,Schleswig-Holstein,Upper Secondary Level,Seldom,0.41576,61,10513,0.35702,0.48127
395,395,1996,Schleswig-Holstein,Upper Secondary Level,Never,0.58424,83,10513,0.5169,0.65744
396,396,1996,Hamburg,Upper Secondary Level,Never,1.0,51,10513,0.82569,1.18195
397,397,1996,Lower Saxony,Lower Secondary Level,Seldom,0.417,72,10513,0.35679,0.48741
398,398,1996,Lower Saxony,Lower Secondary Level,Never,0.583,97,10513,0.51523,0.6715
399,399,1996,Lower Saxony,Upper Secondary Level,At least once per week,0.05232,32,10513,0.03728,0.06788
400,400,1996,Lower Saxony,Upper Secondary Level,At least once per month,0.06438,34,10513,0.05256,0.07504
401,401,1996,Lower Saxony,Upper Secondary Level,Seldom,0.31655,151,10513,0.28475,0.36049
402,402,1996,Lower Saxony,Upper Secondary Level,Never,0.56674,304,10513,0.51952,0.60477
403,403,1996,Lower Saxony,Post-secondary Non-tertiary Level,Never,1.0,33,10513,0.7857,1.25848
404,404,1996,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.44126,37,10513,0.35206,0.52674
405,405,1996,Lower Saxony,Second Stage of Tertiary Education,Never,0.55874,56,10513,0.49541,0.63034
406,406,1996,North Rhine-Westphalia,Pre-primary Level,Never,1.0,42,10513,0.83365,1.18787
407,407,1996,North Rhine-Westphalia,Primary Level,Seldom,0.44609,38,10513,0.3242,0.6086
408,408,1996,North Rhine-Westphalia,Primary Level,Never,0.55391,50,10513,0.46223,0.66103
409,409,1996,North Rhine-Westphalia,Lower Secondary Level,At least once per week,0.17588,86,10513,0.14542,0.20816
410,410,1996,North Rhine-Westphalia,Lower Secondary Level,At least once per month,0.09224,51,10513,0.07478,0.11286
411,411,1996,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.27252,134,10513,0.2385,0.31255
412,412,1996,North Rhine-Westphalia,Lower Secondary Level,Never,0.45936,232,10513,0.40762,0.50575
413,413,1996,North Rhine-Westphalia,Upper Secondary Level,At least once per week,0.13271,157,10513,0.11984,0.14762
414,414,1996,North Rhine-Westphalia,Upper Secondary Level,At least once per month,0.10571,120,10513,0.09395,0.11959
415,415,1996,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.32791,399,10513,0.30693,0.35264
416,416,1996,North Rhine-Westphalia,Upper Secondary Level,Never,0.43367,569,10513,0.41187,0.46173
417,417,1996,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.36521,34,10513,0.2876,0.4551
418,418,1996,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.63479,60,10513,0.49285,0.79665
419,419,1996,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.46011,43,10513,0.38754,0.55758
420,420,1996,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.53989,51,10513,0.43438,0.67596
421,421,1996,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per week,0.22575,51,10513,0.17918,0.27872
422,422,1996,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.40024,92,10513,0.33917,0.4559
423,423,1996,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.37401,104,10513,0.33065,0.42922
424,424,1996,Hesse,Lower Secondary Level,At least once per week,0.16009,31,10513,0.1122,0.20305
425,425,1996,Hesse,Lower Secondary Level,At least once per month,0.10637,33,10513,0.07689,0.14305
426,426,1996,Hesse,Lower Secondary Level,Seldom,0.31331,63,10513,0.25777,0.38371
427,427,1996,Hesse,Lower Secondary Level,Never,0.42023,81,10513,0.35396,0.49088
428,428,1996,Hesse,Upper Secondary Level,At least once per week,0.08598,38,10513,0.0604,0.11414
429,429,1996,Hesse,Upper Secondary Level,At least once per month,0.08037,50,10513,0.06341,0.09719
430,430,1996,Hesse,Upper Secondary Level,Seldom,0.39563,157,10513,0.35076,0.43806
431,431,1996,Hesse,Upper Secondary Level,Never,0.43802,183,10513,0.38726,0.4813
432,432,1996,Hesse,Second Stage of Tertiary Education,Never,1.0,54,10513,0.82869,1.18089
433,433,1996,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.47308,62,10513,0.42011,0.52922
434,434,1996,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.52692,73,10513,0.4444,0.62523
435,435,1996,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per week,0.14087,45,10513,0.11931,0.1594
436,436,1996,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per month,0.08519,31,10513,0.0688,0.10222
437,437,1996,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.36105,123,10513,0.32345,0.40981
438,438,1996,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.41289,141,10513,0.36887,0.46284
439,439,1996,Baden-Wuerttemberg,Primary Level,At least once per month,0.2251,35,10513,0.17168,0.29719
440,440,1996,Baden-Wuerttemberg,Primary Level,Seldom,0.45471,54,10513,0.29288,0.66232
441,441,1996,Baden-Wuerttemberg,Primary Level,Never,0.32019,36,10513,0.22853,0.42045
442,442,1996,Baden-Wuerttemberg,Lower Secondary Level,At least once per week,0.22435,70,10513,0.18712,0.26614
443,443,1996,Baden-Wuerttemberg,Lower Secondary Level,At least once per month,0.12651,62,10513,0.09457,0.15932
444,444,1996,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.33566,139,10513,0.27758,0.39334
445,445,1996,Baden-Wuerttemberg,Lower Secondary Level,Never,0.31348,129,10513,0.26401,0.36265
446,446,1996,Baden-Wuerttemberg,Upper Secondary Level,At least once per week,0.12261,97,10513,0.10566,0.14376
447,447,1996,Baden-Wuerttemberg,Upper Secondary Level,At least once per month,0.15794,119,10513,0.13595,0.17554
448,448,1996,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.37189,291,10513,0.33473,0.40644
449,449,1996,Baden-Wuerttemberg,Upper Secondary Level,Never,0.34756,271,10513,0.31344,0.38313
450,450,1996,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.47737,33,10513,0.37259,0.59746
451,451,1996,Baden-Wuerttemberg,First Stage of Tertiary Education,Never,0.52263,36,10513,0.39942,0.66595
452,452,1996,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.38641,44,10513,0.30555,0.4699
453,453,1996,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.61359,58,10513,0.51363,0.7193
454,454,1996,Bavaria,Primary Level,Never,1.0,36,10513,0.70598,1.29474
455,455,1996,Bavaria,Lower Secondary Level,At least once per week,0.28562,80,10513,0.2463,0.33045
456,456,1996,Bavaria,Lower Secondary Level,At least once per month,0.15014,51,10513,0.12425,0.17574
457,457,1996,Bavaria,Lower Secondary Level,Seldom,0.26127,91,10513,0.22201,0.30571
458,458,1996,Bavaria,Lower Secondary Level,Never,0.30297,128,10513,0.25339,0.34442
459,459,1996,Bavaria,Upper Secondary Level,At least once per week,0.13908,111,10513,0.11948,0.15665
460,460,1996,Bavaria,Upper Secondary Level,At least once per month,0.1558,131,10513,0.14039,0.17504
461,461,1996,Bavaria,Upper Secondary Level,Seldom,0.34577,286,10513,0.3198,0.37926
462,462,1996,Bavaria,Upper Secondary Level,Never,0.35935,324,10513,0.32714,0.39138
463,463,1996,Bavaria,First Stage of Tertiary Education,Seldom,0.46882,39,10513,0.37467,0.57909
464,464,1996,Bavaria,First Stage of Tertiary Education,Never,0.53118,40,10513,0.40651,0.69522
465,465,1996,Bavaria,Second Stage of Tertiary Education,Seldom,0.3888,48,10513,0.32845,0.44973
466,466,1996,Bavaria,Second Stage of Tertiary Education,Never,0.6112,77,10513,0.52903,0.72122
467,467,1996,Berlin,Lower Secondary Level,Never,1.0,44,10513,0.79546,1.28429
468,468,1996,Berlin,Upper Secondary Level,Seldom,0.19697,39,10513,0.1617,0.24377
469,469,1996,Berlin,Upper Secondary Level,Never,0.80303,181,10513,0.7353,0.8703
