year,bula_h,quintil_oecd,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Hesse,5th Quintile,Seldom,0.19123,45,246,0.14198,0.24048
1992,"Rhineland-Palatinate, Saarland",1st Quintile,At least once per week,0.32160,34,34,0.16223,0.48097
1992,"Rhineland-Palatinate, Saarland",2nd Quintile,At least once per week,0.35908,54,91,0.25996,0.45819
1992,"Rhineland-Palatinate, Saarland",2nd Quintile,At least once per month,0.32558,37,91,0.22877,0.42240
1992,"Rhineland-Palatinate, Saarland",3rd Quintile,At least once per week,0.36302,56,123,0.27769,0.44835
1992,"Rhineland-Palatinate, Saarland",3rd Quintile,At least once per month,0.43294,67,123,0.34502,0.52087
1992,"Rhineland-Palatinate, Saarland",4th Quintile,At least once per week,0.47880,79,127,0.39158,0.56603
1992,"Rhineland-Palatinate, Saarland",4th Quintile,At least once per month,0.31640,48,127,0.23519,0.39760
1992,"Rhineland-Palatinate, Saarland",5th Quintile,At least once per week,0.42699,65,119,0.33774,0.51624
1992,"Rhineland-Palatinate, Saarland",5th Quintile,At least once per month,0.44450,54,119,0.35484,0.53416
1992,Baden-Wuerttemberg,1st Quintile,At least once per week,0.36779,96,138,0.28704,0.44853
1992,Baden-Wuerttemberg,1st Quintile,At least once per month,0.23709,42,138,0.16587,0.30831
1992,Baden-Wuerttemberg,2nd Quintile,At least once per week,0.47093,183,325,0.41658,0.52528
1992,Baden-Wuerttemberg,2nd Quintile,At least once per month,0.39083,102,325,0.33770,0.44397
1992,Baden-Wuerttemberg,2nd Quintile,Seldom,0.12151,40,325,0.08593,0.15708
1992,Baden-Wuerttemberg,3rd Quintile,At least once per week,0.41730,184,333,0.36425,0.47034
1992,Baden-Wuerttemberg,3rd Quintile,At least once per month,0.40421,111,333,0.35142,0.45700
1992,Baden-Wuerttemberg,3rd Quintile,Seldom,0.11243,38,333,0.07845,0.14642
1992,Baden-Wuerttemberg,4th Quintile,At least once per week,0.46418,230,449,0.41799,0.51036
1992,Baden-Wuerttemberg,4th Quintile,At least once per month,0.34417,150,449,0.30018,0.38817
1992,Baden-Wuerttemberg,4th Quintile,Seldom,0.17449,69,449,0.13935,0.20964
1992,Baden-Wuerttemberg,5th Quintile,At least once per week,0.39136,200,426,0.34496,0.43776
1992,Baden-Wuerttemberg,5th Quintile,At least once per month,0.39112,144,426,0.34473,0.43752
1992,Baden-Wuerttemberg,5th Quintile,Seldom,0.20703,82,426,0.16850,0.24555
1992,Bavaria,1st Quintile,At least once per week,0.42736,84,169,0.35255,0.50216
1992,Bavaria,1st Quintile,At least once per month,0.19454,46,169,0.13468,0.25439
1992,Bavaria,1st Quintile,Seldom,0.29397,39,169,0.22508,0.36286
1992,Bavaria,2nd Quintile,At least once per week,0.49019,114,217,0.42352,0.55686
1992,Bavaria,2nd Quintile,At least once per month,0.29395,62,217,0.23320,0.35471
1992,Bavaria,2nd Quintile,Seldom,0.18461,41,217,0.13287,0.23635
1992,Bavaria,3rd Quintile,At least once per week,0.42597,154,311,0.37092,0.48102
1992,Bavaria,3rd Quintile,At least once per month,0.34751,102,311,0.29450,0.40052
1992,Bavaria,3rd Quintile,Seldom,0.19362,55,311,0.14963,0.23761
1992,Bavaria,4th Quintile,At least once per week,0.46302,250,476,0.41818,0.50787
1992,Bavaria,4th Quintile,At least once per month,0.33740,154,476,0.29488,0.37992
1992,Bavaria,4th Quintile,Seldom,0.18422,72,476,0.14936,0.21909
1992,Bavaria,5th Quintile,At least once per week,0.44467,175,398,0.39579,0.49356
1992,Bavaria,5th Quintile,At least once per month,0.32854,143,398,0.28234,0.37474
1992,Bavaria,5th Quintile,Seldom,0.19960,80,398,0.16029,0.23892
1992,Berlin,1st Quintile,At least once per week,0.56930,69,110,0.47634,0.66226
1992,Berlin,1st Quintile,At least once per month,0.27833,41,110,0.19419,0.36247
1992,Berlin,2nd Quintile,At least once per week,0.43270,50,99,0.33461,0.53080
1992,Berlin,2nd Quintile,At least once per month,0.38286,49,99,0.28662,0.47910
1992,Berlin,3rd Quintile,At least once per week,0.41106,41,123,0.32375,0.49837
1992,Berlin,3rd Quintile,At least once per month,0.32716,51,123,0.24391,0.41042
1992,Berlin,3rd Quintile,Seldom,0.24582,31,123,0.16941,0.32222
1992,Berlin,4th Quintile,At least once per week,0.39214,44,98,0.29498,0.48930
1992,Berlin,4th Quintile,At least once per month,0.47200,54,98,0.37265,0.57135
1992,Berlin,5th Quintile,At least once per week,0.40319,44,87,0.29952,0.50687
1992,Berlin,5th Quintile,At least once per month,0.41541,43,87,0.31125,0.51956
1992,Brandenburg,1st Quintile,At least once per week,0.24358,53,269,0.19218,0.29497
1992,Brandenburg,1st Quintile,At least once per month,0.42325,126,269,0.36410,0.48241
1992,Brandenburg,1st Quintile,Seldom,0.30005,90,269,0.24518,0.35492
1992,Brandenburg,2nd Quintile,At least once per week,0.23119,40,183,0.16993,0.29244
1992,Brandenburg,2nd Quintile,At least once per month,0.34610,74,183,0.27698,0.41521
1992,Brandenburg,2nd Quintile,Seldom,0.39684,69,183,0.32576,0.46792
1992,Brandenburg,3rd Quintile,At least once per month,0.47201,49,85,0.36525,0.57877
1992,Brandenburg,3rd Quintile,Seldom,0.31400,36,85,0.21475,0.41325
1992,Mecklenburg-Western Pomerania,1st Quintile,At least once per week,0.22525,32,162,0.16072,0.28978
1992,Mecklenburg-Western Pomerania,1st Quintile,At least once per month,0.41467,70,162,0.33856,0.49077
1992,Mecklenburg-Western Pomerania,1st Quintile,Seldom,0.36008,60,162,0.28593,0.43423
1992,Mecklenburg-Western Pomerania,2nd Quintile,At least once per month,0.41599,44,81,0.30798,0.52400
1992,Mecklenburg-Western Pomerania,2nd Quintile,Seldom,0.35762,37,81,0.25259,0.46265
1992,Mecklenburg-Western Pomerania,3rd Quintile,At least once per month,0.40807,39,70,0.29210,0.52403
1992,Mecklenburg-Western Pomerania,3rd Quintile,Seldom,0.37617,31,70,0.26187,0.49047
1992,Saxony,1st Quintile,At least once per week,0.20943,98,510,0.17408,0.24478
1992,Saxony,1st Quintile,At least once per month,0.37350,195,510,0.33147,0.41552
1992,Saxony,1st Quintile,Seldom,0.31824,177,510,0.27777,0.35870
1992,Saxony,1st Quintile,Never,0.09883,40,510,0.07290,0.12476
1992,Saxony,2nd Quintile,At least once per week,0.19910,71,327,0.15575,0.24245
1992,Saxony,2nd Quintile,At least once per month,0.47277,163,327,0.41857,0.52696
1992,Saxony,2nd Quintile,Seldom,0.29627,93,327,0.24670,0.34584
1992,Saxony,3rd Quintile,At least once per week,0.24524,48,181,0.18239,0.30810
1992,Saxony,3rd Quintile,At least once per month,0.35643,64,181,0.28646,0.42640
1992,Saxony,3rd Quintile,Seldom,0.36111,69,181,0.29094,0.43128
1992,Saxony,4th Quintile,At least once per month,0.35058,33,33,0.18526,0.51591
1992,Saxony-Anhalt,1st Quintile,At least once per week,0.24472,69,258,0.19216,0.29728
1992,Saxony-Anhalt,1st Quintile,At least once per month,0.31715,92,258,0.26026,0.37405
1992,Saxony-Anhalt,1st Quintile,Seldom,0.35942,97,258,0.30076,0.41809
1992,Saxony-Anhalt,2nd Quintile,At least once per week,0.18600,54,275,0.13992,0.23207
1992,Saxony-Anhalt,2nd Quintile,At least once per month,0.48073,126,275,0.42157,0.53989
1992,Saxony-Anhalt,2nd Quintile,Seldom,0.31377,95,275,0.25883,0.36871
1992,Saxony-Anhalt,3rd Quintile,At least once per week,0.22026,38,134,0.14983,0.29069
1992,Saxony-Anhalt,3rd Quintile,At least once per month,0.42034,50,134,0.33645,0.50423
1992,Saxony-Anhalt,3rd Quintile,Seldom,0.31754,46,134,0.23843,0.39666
1992,Thuringa,1st Quintile,At least once per week,0.27226,81,285,0.22049,0.32403
1992,Thuringa,1st Quintile,At least once per month,0.38869,109,285,0.33199,0.44538
1992,Thuringa,1st Quintile,Seldom,0.29362,95,285,0.24065,0.34658
1992,Thuringa,2nd Quintile,At least once per week,0.26898,54,225,0.21091,0.32705
1992,Thuringa,2nd Quintile,At least once per month,0.37083,88,225,0.30758,0.43409
1992,Thuringa,2nd Quintile,Seldom,0.32046,83,225,0.25934,0.38157
1992,Thuringa,3rd Quintile,At least once per month,0.45298,48,48,0.31067,0.59530
1994,Lower Saxony,1st Quintile,At least once per week,0.36419,79,140,0.28420,0.44419
1994,Lower Saxony,1st Quintile,At least once per month,0.35339,61,140,0.27392,0.43286
1994,Lower Saxony,2nd Quintile,At least once per week,0.31098,55,145,0.23537,0.38658
1994,Lower Saxony,2nd Quintile,At least once per month,0.40064,55,145,0.32061,0.48068
1994,Lower Saxony,2nd Quintile,Seldom,0.21329,35,145,0.14638,0.28020
1994,Lower Saxony,3rd Quintile,At least once per week,0.34032,71,182,0.27129,0.40935
1994,Lower Saxony,3rd Quintile,At least once per month,0.43862,78,182,0.36633,0.51091
1994,Lower Saxony,3rd Quintile,Seldom,0.19824,33,182,0.14016,0.25632
1994,Lower Saxony,4th Quintile,At least once per week,0.36275,90,224,0.29964,0.42585
1994,Lower Saxony,4th Quintile,At least once per month,0.38638,91,224,0.32247,0.45029
1994,Lower Saxony,4th Quintile,Seldom,0.22680,43,224,0.17183,0.28176
1994,Lower Saxony,5th Quintile,At least once per week,0.34803,85,216,0.28436,0.41171
1994,Lower Saxony,5th Quintile,At least once per month,0.49643,99,216,0.42959,0.56326
1994,Lower Saxony,5th Quintile,Seldom,0.15199,32,216,0.10400,0.19998
1994,North Rhine-Westphalia,1st Quintile,At least once per week,0.43902,209,435,0.39233,0.48571
1994,North Rhine-Westphalia,1st Quintile,At least once per month,0.29026,134,435,0.24756,0.33296
1994,North Rhine-Westphalia,1st Quintile,Seldom,0.22203,92,435,0.18293,0.26114
1994,North Rhine-Westphalia,2nd Quintile,At least once per week,0.39899,216,470,0.35468,0.44331
1994,North Rhine-Westphalia,2nd Quintile,At least once per month,0.33799,151,470,0.29518,0.38080
1994,North Rhine-Westphalia,2nd Quintile,Seldom,0.23341,103,470,0.19513,0.27169
1994,North Rhine-Westphalia,3rd Quintile,At least once per week,0.38595,191,460,0.34141,0.43049
1994,North Rhine-Westphalia,3rd Quintile,At least once per month,0.37644,175,460,0.33212,0.42077
1994,North Rhine-Westphalia,3rd Quintile,Seldom,0.23341,94,460,0.19471,0.27210
1994,North Rhine-Westphalia,4th Quintile,At least once per week,0.39457,213,493,0.35139,0.43776
1994,North Rhine-Westphalia,4th Quintile,At least once per month,0.34275,166,493,0.30081,0.38469
1994,North Rhine-Westphalia,4th Quintile,Seldom,0.24536,114,493,0.20734,0.28339
1994,North Rhine-Westphalia,5th Quintile,At least once per week,0.42362,227,523,0.38123,0.46601
1994,North Rhine-Westphalia,5th Quintile,At least once per month,0.38218,198,523,0.34049,0.42386
1994,North Rhine-Westphalia,5th Quintile,Seldom,0.18935,98,523,0.15574,0.22296
1994,Hesse,1st Quintile,At least once per week,0.51780,86,86,0.41157,0.62402
1994,Hesse,2nd Quintile,At least once per week,0.38593,82,118,0.29772,0.47414
1994,Hesse,2nd Quintile,At least once per month,0.27586,36,118,0.19487,0.35685
1994,Hesse,3rd Quintile,At least once per week,0.52329,114,176,0.44929,0.59729
1994,Hesse,3rd Quintile,At least once per month,0.32412,62,176,0.25477,0.39347
1994,Hesse,4th Quintile,At least once per week,0.37108,74,141,0.29106,0.45111
1994,Hesse,4th Quintile,At least once per month,0.39391,67,141,0.31297,0.47485
1994,Hesse,5th Quintile,At least once per week,0.45300,115,242,0.39015,0.51585
1994,Hesse,5th Quintile,At least once per month,0.28803,78,242,0.23086,0.34521
1994,Hesse,5th Quintile,Seldom,0.18880,49,242,0.13939,0.23821
1994,"Rhineland-Palatinate, Saarland",1st Quintile,At least once per week,0.35460,53,91,0.25577,0.45344
1994,"Rhineland-Palatinate, Saarland",1st Quintile,At least once per month,0.41662,38,91,0.31477,0.51847
1994,"Rhineland-Palatinate, Saarland",2nd Quintile,At least once per week,0.39576,51,94,0.29638,0.49515
1994,"Rhineland-Palatinate, Saarland",2nd Quintile,At least once per month,0.35184,43,94,0.25478,0.44889
1994,"Rhineland-Palatinate, Saarland",3rd Quintile,At least once per week,0.37281,42,110,0.28203,0.46359
1994,"Rhineland-Palatinate, Saarland",3rd Quintile,At least once per month,0.33968,37,110,0.25077,0.42859
1994,"Rhineland-Palatinate, Saarland",3rd Quintile,Seldom,0.28751,31,110,0.20254,0.37248
1994,"Rhineland-Palatinate, Saarland",4th Quintile,At least once per week,0.42404,67,115,0.33332,0.51476
1994,"Rhineland-Palatinate, Saarland",4th Quintile,At least once per month,0.29412,48,115,0.21048,0.37776
1994,"Rhineland-Palatinate, Saarland",5th Quintile,At least once per week,0.35570,52,100,0.26139,0.45000
1994,"Rhineland-Palatinate, Saarland",5th Quintile,At least once per month,0.43337,48,100,0.33575,0.53098
1994,Baden-Wuerttemberg,1st Quintile,At least once per week,0.40417,162,285,0.34710,0.46125
1994,Baden-Wuerttemberg,1st Quintile,At least once per month,0.30883,80,285,0.25510,0.36257
1994,Baden-Wuerttemberg,1st Quintile,Seldom,0.22549,43,285,0.17689,0.27410
1994,Baden-Wuerttemberg,2nd Quintile,At least once per week,0.46607,152,287,0.40826,0.52389
1994,Baden-Wuerttemberg,2nd Quintile,At least once per month,0.33384,95,287,0.27919,0.38850
1994,Baden-Wuerttemberg,2nd Quintile,Seldom,0.19045,40,287,0.14494,0.23595
1994,Baden-Wuerttemberg,3rd Quintile,At least once per week,0.48215,184,347,0.42950,0.53480
1994,Baden-Wuerttemberg,3rd Quintile,At least once per month,0.29148,107,347,0.24360,0.33937
1994,Baden-Wuerttemberg,3rd Quintile,Seldom,0.19775,56,347,0.15578,0.23972
1994,Baden-Wuerttemberg,4th Quintile,At least once per week,0.42032,179,363,0.36947,0.47116
1994,Baden-Wuerttemberg,4th Quintile,At least once per month,0.34454,121,363,0.29559,0.39350
1994,Baden-Wuerttemberg,4th Quintile,Seldom,0.21963,63,363,0.17698,0.26228
1994,Baden-Wuerttemberg,5th Quintile,At least once per week,0.38959,193,401,0.34180,0.43738
1994,Baden-Wuerttemberg,5th Quintile,At least once per month,0.34846,130,401,0.30177,0.39516
1994,Baden-Wuerttemberg,5th Quintile,Seldom,0.24367,78,401,0.20160,0.28574
1994,Bavaria,1st Quintile,At least once per week,0.36901,81,187,0.29966,0.43836
1994,Bavaria,1st Quintile,At least once per month,0.23942,54,187,0.17809,0.30075
1994,Bavaria,1st Quintile,Seldom,0.33952,52,187,0.27147,0.40758
1994,Bavaria,2nd Quintile,At least once per week,0.44342,113,241,0.38057,0.50628
1994,Bavaria,2nd Quintile,At least once per month,0.30735,78,241,0.24898,0.36573
1994,Bavaria,2nd Quintile,Seldom,0.23175,50,241,0.17837,0.28514
1994,Bavaria,3rd Quintile,At least once per week,0.45155,161,323,0.39719,0.50591
1994,Bavaria,3rd Quintile,At least once per month,0.34145,111,323,0.28965,0.39324
1994,Bavaria,3rd Quintile,Seldom,0.17108,51,323,0.12995,0.21221
1994,Bavaria,4th Quintile,At least once per week,0.41544,176,367,0.36496,0.46593
1994,Bavaria,4th Quintile,At least once per month,0.31159,118,367,0.26414,0.35904
1994,Bavaria,4th Quintile,Seldom,0.23515,73,367,0.19170,0.27860
1994,Bavaria,5th Quintile,At least once per week,0.40336,162,419,0.35633,0.45039
1994,Bavaria,5th Quintile,At least once per month,0.38837,173,419,0.34164,0.43509
1994,Bavaria,5th Quintile,Seldom,0.19413,84,419,0.15622,0.23205
1994,Berlin,1st Quintile,At least once per week,0.38693,40,40,0.23407,0.53979
1994,Berlin,2nd Quintile,At least once per week,0.48780,49,49,0.34639,0.62921
1994,Berlin,3rd Quintile,At least once per week,0.39912,45,85,0.29439,0.50384
1994,Berlin,3rd Quintile,At least once per month,0.33154,40,85,0.23087,0.43222
1994,Berlin,4th Quintile,At least once per week,0.39147,46,92,0.29119,0.49175
1994,Berlin,4th Quintile,At least once per month,0.34184,46,92,0.24438,0.43930
1994,Berlin,5th Quintile,At least once per week,0.37784,45,90,0.27710,0.47857
1994,Berlin,5th Quintile,At least once per month,0.44371,45,90,0.34049,0.54693
1994,Brandenburg,1st Quintile,At least once per month,0.27695,47,107,0.19176,0.36214
1994,Brandenburg,1st Quintile,Seldom,0.39777,60,107,0.30460,0.49095
1994,Brandenburg,2nd Quintile,At least once per week,0.21670,34,162,0.15306,0.28035
1994,Brandenburg,2nd Quintile,At least once per month,0.32010,59,162,0.24804,0.39216
1994,Brandenburg,2nd Quintile,Seldom,0.44702,69,162,0.37022,0.52382
1994,Brandenburg,3rd Quintile,At least once per month,0.46997,65,116,0.37875,0.56119
1994,Brandenburg,3rd Quintile,Seldom,0.36053,51,116,0.27277,0.44829
1994,Brandenburg,4th Quintile,At least once per month,0.41497,37,37,0.25402,0.57592
1994,Mecklenburg-Western Pomerania,1st Quintile,At least once per month,0.42310,43,78,0.31275,0.53345
1994,Mecklenburg-Western Pomerania,1st Quintile,Seldom,0.33402,35,78,0.22867,0.43937
1994,Mecklenburg-Western Pomerania,2nd Quintile,At least once per month,0.43629,55,102,0.33957,0.53301
1994,Mecklenburg-Western Pomerania,2nd Quintile,Seldom,0.29513,47,102,0.20617,0.38408
1994,Mecklenburg-Western Pomerania,3rd Quintile,At least once per month,0.39279,33,69,0.27671,0.50887
1994,Mecklenburg-Western Pomerania,3rd Quintile,Seldom,0.38159,36,69,0.26613,0.49705
1994,Saxony,1st Quintile,At least once per week,0.20631,58,273,0.15822,0.25440
1994,Saxony,1st Quintile,At least once per month,0.33014,106,273,0.27425,0.38603
1994,Saxony,1st Quintile,Seldom,0.35255,109,273,0.29577,0.40933
1994,Saxony,2nd Quintile,At least once per week,0.22918,76,342,0.18456,0.27379
1994,Saxony,2nd Quintile,At least once per month,0.43144,158,342,0.37887,0.48401
1994,Saxony,2nd Quintile,Seldom,0.31134,108,342,0.26219,0.36049
1994,Saxony,3rd Quintile,At least once per week,0.15714,41,246,0.11157,0.20271
1994,Saxony,3rd Quintile,At least once per month,0.40493,110,246,0.34347,0.46640
1994,Saxony,3rd Quintile,Seldom,0.39609,95,246,0.33484,0.45733
1994,Saxony,4th Quintile,At least once per month,0.53874,84,129,0.45238,0.62510
1994,Saxony,4th Quintile,Seldom,0.30974,45,129,0.22963,0.38984
1994,Saxony,5th Quintile,At least once per month,0.55398,33,33,0.38175,0.72621
1994,Saxony-Anhalt,1st Quintile,At least once per week,0.33373,45,150,0.25801,0.40944
1994,Saxony-Anhalt,1st Quintile,At least once per month,0.22567,40,150,0.15855,0.29279
1994,Saxony-Anhalt,1st Quintile,Seldom,0.29175,65,150,0.21876,0.36474
1994,Saxony-Anhalt,2nd Quintile,At least once per week,0.22841,47,192,0.16888,0.28795
1994,Saxony-Anhalt,2nd Quintile,At least once per month,0.45552,87,192,0.38489,0.52614
1994,Saxony-Anhalt,2nd Quintile,Seldom,0.26769,58,192,0.20490,0.33048
1994,Saxony-Anhalt,3rd Quintile,At least once per week,0.22597,37,167,0.16235,0.28959
1994,Saxony-Anhalt,3rd Quintile,At least once per month,0.34792,64,167,0.27547,0.42038
1994,Saxony-Anhalt,3rd Quintile,Seldom,0.34425,66,167,0.27197,0.41653
1994,Thuringa,1st Quintile,At least once per week,0.31859,55,193,0.25268,0.38450
1994,Thuringa,1st Quintile,At least once per month,0.36035,71,193,0.29244,0.42826
1994,Thuringa,1st Quintile,Seldom,0.29647,67,193,0.23187,0.36107
1994,Thuringa,2nd Quintile,At least once per week,0.25078,47,173,0.18600,0.31556
1994,Thuringa,2nd Quintile,At least once per month,0.34809,62,173,0.27689,0.41928
1994,Thuringa,2nd Quintile,Seldom,0.36324,64,173,0.29137,0.43512
1994,Thuringa,3rd Quintile,At least once per week,0.27019,42,160,0.20117,0.33921
1994,Thuringa,3rd Quintile,At least once per month,0.43340,72,160,0.35637,0.51042
1994,Thuringa,3rd Quintile,Seldom,0.26189,46,160,0.19355,0.33023
1994,Thuringa,4th Quintile,At least once per month,0.49158,40,40,0.33468,0.64849
1996,Lower Saxony,1st Quintile,At least once per week,0.49284,101,149,0.41229,0.57339
1996,Lower Saxony,1st Quintile,At least once per month,0.25641,48,149,0.18606,0.32676
1996,Lower Saxony,2nd Quintile,At least once per week,0.44375,78,174,0.36972,0.51779
