"plh0040","year","bula_h","regtyp","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Grosse Sorgen","2006","Sachsen-Anhalt","Laendlicher Raum","380","0.532378751436128","0.496526279997217","0.56823122287504"
"Grosse Sorgen","2006","Thueringen","Staedtischer Raum","127","0.437165620444094","0.378216551762224","0.496114689125964"
"Grosse Sorgen","2006","Thueringen","Laendlicher Raum","312","0.486995100542284","0.449176114284069","0.524814086800498"
"Einige Sorgen","2006","Schleswig-Holstein","Staedtischer Raum","120","0.412896247018217","0.356131714495495","0.469660779540939"
"Einige Sorgen","2006","Schleswig-Holstein","Laendlicher Raum","173","0.423281232666925","0.37366975621627","0.472892709117579"
"Einige Sorgen","2006","Hamburg","Staedtischer Raum","157","0.533026520175311","0.476664654518673","0.589388385831949"
"Einige Sorgen","2006","Hamburg","Laendlicher Raum","","","",""
"Einige Sorgen","2006","Niedersachsen","Staedtischer Raum","414","0.449019157415002","0.416930767575196","0.481107547254808"
"Einige Sorgen","2006","Niedersachsen","Laendlicher Raum","448","0.424544766844394","0.394344698796332","0.454744834892456"
"Einige Sorgen","2006","Bremen","Staedtischer Raum","51","0.376079793206072","0.296686357241365","0.455473229170779"
"Einige Sorgen","2006","Bremen","Laendlicher Raum","","","",""
"Einige Sorgen","2006","Nordrhein-Westfalen","Staedtischer Raum","1888","0.40859841658712","0.394081823084124","0.423115010090116"
"Einige Sorgen","2006","Nordrhein-Westfalen","Laendlicher Raum","57","0.540469732770608","0.450551070527141","0.630388395014075"
"Einige Sorgen","2006","Hessen","Staedtischer Raum","593","0.460056648909889","0.431869163011476","0.488244134808302"
"Einige Sorgen","2006","Hessen","Laendlicher Raum","137","0.47457969919236","0.414906413170374","0.534252985214346"
"Einige Sorgen","2006","Rheinland-Pfalz,Saarland","Staedtischer Raum","439","0.4283910202855","0.397217911642011","0.459564128928989"
"Einige Sorgen","2006","Rheinland-Pfalz,Saarland","Laendlicher Raum","136","0.401713115731353","0.347402006956077","0.456024224506629"
"Einige Sorgen","2006","Baden-Wuerttemberg","Staedtischer Raum","1242","0.481485347197536","0.461768586264337","0.501202108130735"
"Einige Sorgen","2006","Baden-Wuerttemberg","Laendlicher Raum","104","0.438616797280044","0.374487495770139","0.502746098789949"
"Einige Sorgen","2006","Bayern","Staedtischer Raum","729","0.477000185069214","0.451327225957606","0.502673144180822"
"Einige Sorgen","2006","Bayern","Laendlicher Raum","802","0.469630194428586","0.445571111686654","0.493689277170518"
"Einige Sorgen","2006","Saarland","Staedtischer Raum","","","",""
"Einige Sorgen","2006","Saarland","Laendlicher Raum","","","",""
"Einige Sorgen","2006","Berlin","Staedtischer Raum","299","0.383406005124414","0.349130217376246","0.417681792872582"
"Einige Sorgen","2006","Berlin","Laendlicher Raum","","","",""
"Einige Sorgen","2006","Brandenburg","Staedtischer Raum","36","0.523888707834165","0.410859360702383","0.636918054965948"
"Einige Sorgen","2006","Brandenburg","Laendlicher Raum","390","0.451423748841637","0.418125978794677","0.484721518888596"
"Einige Sorgen","2006","Mecklenburg-Vorpommern","Staedtischer Raum","32","0.424840334035845","0.306476841350697","0.543203826720993"
"Einige Sorgen","2006","Mecklenburg-Vorpommern","Laendlicher Raum","211","0.419322263231807","0.375178533859896","0.463465992603718"
"Einige Sorgen","2006","Sachsen","Staedtischer Raum","390","0.478341389092713","0.443961867071397","0.51272091111403"
"Einige Sorgen","2006","Sachsen","Laendlicher Raum","302","0.396487273878583","0.361663861120155","0.431310686637011"
"Einige Sorgen","2006","Sachsen-Anhalt","Staedtischer Raum","71","0.410776268734325","0.335709295216048","0.485843242252601"
"Einige Sorgen","2006","Sachsen-Anhalt","Laendlicher Raum","310","0.394046462232938","0.358934507954947","0.429158416510928"
"Einige Sorgen","2006","Thueringen","Staedtischer Raum","129","0.484552612611045","0.425160841003216","0.543944384218875"
"Einige Sorgen","2006","Thueringen","Laendlicher Raum","287","0.408207110956752","0.371018326354147","0.445395895559358"
"Keine Sorgen","2006","Schleswig-Holstein","Staedtischer Raum","71","0.205554837222461","0.158964593449163","0.252145080995759"
"Keine Sorgen","2006","Schleswig-Holstein","Laendlicher Raum","55","0.117429949482351","0.0851041233186099","0.149755775646091"
"Keine Sorgen","2006","Hamburg","Staedtischer Raum","62","0.180110402039079","0.136698188628305","0.223522615449852"
"Keine Sorgen","2006","Hamburg","Laendlicher Raum","","","",""
"Keine Sorgen","2006","Niedersachsen","Staedtischer Raum","91","0.0959229573482905","0.0769248104663931","0.114921104230188"
"Keine Sorgen","2006","Niedersachsen","Laendlicher Raum","71","0.0616213336136155","0.0469288568324144","0.0763138103948166"
"Keine Sorgen","2006","Bremen","Staedtischer Raum","20","","",""
"Keine Sorgen","2006","Bremen","Laendlicher Raum","","","",""
"Keine Sorgen","2006","Nordrhein-Westfalen","Staedtischer Raum","406","0.0889692629312973","0.0805618641804675","0.0973766616821272"
"Keine Sorgen","2006","Nordrhein-Westfalen","Laendlicher Raum","6","","",""
"Keine Sorgen","2006","Hessen","Staedtischer Raum","164","0.135616813800676","0.11625319559812","0.154980432003233"
"Keine Sorgen","2006","Hessen","Laendlicher Raum","20","","",""
"Keine Sorgen","2006","Rheinland-Pfalz,Saarland","Staedtischer Raum","97","0.113817407317157","0.0938106656678466","0.133824148966468"
"Keine Sorgen","2006","Rheinland-Pfalz,Saarland","Laendlicher Raum","24","","",""
"Keine Sorgen","2006","Baden-Wuerttemberg","Staedtischer Raum","316","0.123957379692744","0.110953817844063","0.136960941541425"
"Keine Sorgen","2006","Baden-Wuerttemberg","Laendlicher Raum","32","0.11518713049279","0.0739287793170756","0.156445481668505"
"Keine Sorgen","2006","Bayern","Staedtischer Raum","249","0.172706466947199","0.153277486892208","0.19213544700219"
"Keine Sorgen","2006","Bayern","Laendlicher Raum","176","0.111247988641482","0.0960897742105034","0.126406203072461"
"Keine Sorgen","2006","Saarland","Staedtischer Raum","","","",""
"Keine Sorgen","2006","Saarland","Laendlicher Raum","","","",""
"Keine Sorgen","2006","Berlin","Staedtischer Raum","96","0.122378706556784","0.0992758942739166","0.145481518839651"
"Keine Sorgen","2006","Berlin","Laendlicher Raum","","","",""
"Keine Sorgen","2006","Brandenburg","Staedtischer Raum","14","","",""
"Keine Sorgen","2006","Brandenburg","Laendlicher Raum","57","0.058296310508801","0.042618618877597","0.073974002140005"
"Keine Sorgen","2006","Mecklenburg-Vorpommern","Staedtischer Raum","5","","",""
"Keine Sorgen","2006","Mecklenburg-Vorpommern","Laendlicher Raum","35","0.0590691483418717","0.0379786577909294","0.080159638892814"
"Keine Sorgen","2006","Sachsen","Staedtischer Raum","82","0.12143312023922","0.0989532575212807","0.14391298295716"
"Keine Sorgen","2006","Sachsen","Laendlicher Raum","65","0.0854620365968269","0.0655598416330103","0.105364231560643"
"Keine Sorgen","2006","Sachsen-Anhalt","Staedtischer Raum","11","","",""
"Keine Sorgen","2006","Sachsen-Anhalt","Laendlicher Raum","54","0.0735747863309339","0.0548148521129357","0.092334720548932"
"Keine Sorgen","2006","Thueringen","Staedtischer Raum","16","","",""
"Keine Sorgen","2006","Thueringen","Laendlicher Raum","72","0.104797788500964","0.0816225899741661","0.127972987027762"
"Grosse Sorgen","2007","Schleswig-Holstein","Staedtischer Raum","82","0.361706567137342","0.302499136419777","0.420913997854907"
"Grosse Sorgen","2007","Schleswig-Holstein","Laendlicher Raum","139","0.456131549291178","0.404609532350378","0.507653566231978"
"Grosse Sorgen","2007","Hamburg","Staedtischer Raum","77","0.288412199233736","0.236539918812176","0.340284479655297"
"Grosse Sorgen","2007","Hamburg","Laendlicher Raum","","","",""
"Grosse Sorgen","2007","Niedersachsen","Staedtischer Raum","395","0.464409874672599","0.431058133442799","0.497761615902398"
"Grosse Sorgen","2007","Niedersachsen","Laendlicher Raum","466","0.515626649439454","0.484013317418675","0.547239981460232"
"Grosse Sorgen","2007","Bremen","Staedtischer Raum","62","0.446665171756919","0.366024021939058","0.527306321574779"
"Grosse Sorgen","2007","Bremen","Laendlicher Raum","","","",""
"Grosse Sorgen","2007","Nordrhein-Westfalen","Staedtischer Raum","2016","0.50832365532717","0.492960959344902","0.523686351309438"
"Grosse Sorgen","2007","Nordrhein-Westfalen","Laendlicher Raum","40","0.33356771372994","0.243811365052235","0.423324062407645"
"Grosse Sorgen","2007","Hessen","Staedtischer Raum","428","0.412474772905402","0.383898366022491","0.441051179788313"
"Grosse Sorgen","2007","Hessen","Laendlicher Raum","107","0.401285968225168","0.340158512507953","0.462413423942383"
"Grosse Sorgen","2007","Rheinland-Pfalz,Saarland","Staedtischer Raum","451","0.539403470356678","0.50650838654098","0.572298554172376"
"Grosse Sorgen","2007","Rheinland-Pfalz,Saarland","Laendlicher Raum","134","0.503785733112227","0.445636167267588","0.561935298956866"
"Grosse Sorgen","2007","Baden-Wuerttemberg","Staedtischer Raum","819","0.386263197650718","0.366127069619646","0.40639932568179"
"Grosse Sorgen","2007","Baden-Wuerttemberg","Laendlicher Raum","91","0.43726848404671","0.371570696962522","0.502966271130898"
"Grosse Sorgen","2007","Bayern","Staedtischer Raum","442","0.342969308079898","0.31771249067742","0.368226125482376"
"Grosse Sorgen","2007","Bayern","Laendlicher Raum","629","0.409100714546137","0.384741528550146","0.433459900542128"
"Grosse Sorgen","2007","Saarland","Staedtischer Raum","","","",""
"Grosse Sorgen","2007","Saarland","Laendlicher Raum","","","",""
"Grosse Sorgen","2007","Berlin","Staedtischer Raum","358","0.478353375616771","0.442603043433112","0.514103707800429"
"Grosse Sorgen","2007","Berlin","Laendlicher Raum","","","",""
"Grosse Sorgen","2007","Brandenburg","Staedtischer Raum","35","0.566060942776434","0.453894376523478","0.67822750902939"
"Grosse Sorgen","2007","Brandenburg","Laendlicher Raum","389","0.485354355928594","0.450370016650115","0.520338695207072"
"Grosse Sorgen","2007","Mecklenburg-Vorpommern","Staedtischer Raum","32","0.620526731848383","0.501641216286454","0.739412247410311"
"Grosse Sorgen","2007","Mecklenburg-Vorpommern","Laendlicher Raum","239","0.572099061500962","0.525973231557291","0.618224891444634"
"Grosse Sorgen","2007","Sachsen","Staedtischer Raum","327","0.386825146817907","0.352039497027279","0.421610796608535"
"Grosse Sorgen","2007","Sachsen","Laendlicher Raum","350","0.499675433743077","0.46384375093792","0.535507116548234"
"Grosse Sorgen","2007","Sachsen-Anhalt","Staedtischer Raum","86","0.516137426943488","0.439419301901355","0.592855551985621"
"Grosse Sorgen","2007","Sachsen-Anhalt","Laendlicher Raum","372","0.532928174853734","0.496152168997168","0.569704180710299"
"Grosse Sorgen","2007","Thueringen","Staedtischer Raum","131","0.517748821358818","0.4573586273105","0.578139015407137"
"Grosse Sorgen","2007","Thueringen","Laendlicher Raum","299","0.453500330827259","0.414931021683119","0.492069639971399"
"Einige Sorgen","2007","Schleswig-Holstein","Staedtischer Raum","99","0.398080331261682","0.337762952784881","0.458397709738483"
"Einige Sorgen","2007","Schleswig-Holstein","Laendlicher Raum","176","0.44702873938742","0.39559834326414","0.4984591355107"
"Einige Sorgen","2007","Hamburg","Staedtischer Raum","148","0.512883612414002","0.455651462234628","0.570115762593376"
"Einige Sorgen","2007","Hamburg","Laendlicher Raum","","","",""
"Einige Sorgen","2007","Niedersachsen","Staedtischer Raum","361","0.413201244438338","0.380272368066271","0.446130120810404"
"Einige Sorgen","2007","Niedersachsen","Laendlicher Raum","424","0.418459941675194","0.387254578782645","0.449665304567744"
"Einige Sorgen","2007","Bremen","Staedtischer Raum","59","0.453998744349813","0.373238837432267","0.534758651267358"
"Einige Sorgen","2007","Bremen","Laendlicher Raum","","","",""
"Einige Sorgen","2007","Nordrhein-Westfalen","Staedtischer Raum","1669","0.396004238739809","0.380975432629038","0.411033044850579"
"Einige Sorgen","2007","Nordrhein-Westfalen","Laendlicher Raum","60","0.593109372397594","0.49959004062239","0.686628704172798"
"Einige Sorgen","2007","Hessen","Staedtischer Raum","569","0.462329433189529","0.433387364615016","0.491271501764041"
"Einige Sorgen","2007","Hessen","Laendlicher Raum","122","0.52673993448457","0.464474407680841","0.589005461288298"
"Einige Sorgen","2007","Rheinland-Pfalz,Saarland","Staedtischer Raum","360","0.370796514964827","0.338919534227874","0.402673495701781"
"Einige Sorgen","2007","Rheinland-Pfalz,Saarland","Laendlicher Raum","122","0.40731961848437","0.350176115334463","0.464463121634277"
"Einige Sorgen","2007","Baden-Wuerttemberg","Staedtischer Raum","1112","0.483941122076805","0.463273566912284","0.504608677241327"
"Einige Sorgen","2007","Baden-Wuerttemberg","Laendlicher Raum","98","0.427001333487891","0.361489846851674","0.492512820124107"
"Einige Sorgen","2007","Bayern","Staedtischer Raum","707","0.507216279864065","0.480616200321506","0.533816359406623"
"Einige Sorgen","2007","Bayern","Laendlicher Raum","763","0.488088628344632","0.463323667061379","0.512853589627886"
"Einige Sorgen","2007","Saarland","Staedtischer Raum","","","",""
"Einige Sorgen","2007","Saarland","Laendlicher Raum","","","",""
"Einige Sorgen","2007","Berlin","Staedtischer Raum","285","0.376577536395673","0.341900985982071","0.411254086809275"
"Einige Sorgen","2007","Berlin","Laendlicher Raum","","","",""
"Einige Sorgen","2007","Brandenburg","Staedtischer Raum","32","0.363913868899557","0.255027196440569","0.472800541358544"
"Einige Sorgen","2007","Brandenburg","Laendlicher Raum","346","0.451472177051849","0.416638053665185","0.486306300438513"
"Einige Sorgen","2007","Mecklenburg-Vorpommern","Staedtischer Raum","25","","",""
"Einige Sorgen","2007","Mecklenburg-Vorpommern","Laendlicher Raum","179","0.397320050512032","0.351700545475228","0.442939555548835"
"Einige Sorgen","2007","Sachsen","Staedtischer Raum","335","0.453019224889309","0.417464694201666","0.488573755576952"
"Einige Sorgen","2007","Sachsen","Laendlicher Raum","307","0.402286200943874","0.367145412522912","0.437426989364836"
"Einige Sorgen","2007","Sachsen-Anhalt","Staedtischer Raum","65","0.403670644782038","0.328350531013348","0.478990758550728"
"Einige Sorgen","2007","Sachsen-Anhalt","Laendlicher Raum","277","0.392260112918263","0.356269907201983","0.428250318634543"
"Einige Sorgen","2007","Thueringen","Staedtischer Raum","106","0.394041674545219","0.334985858757882","0.453097490332555"
"Einige Sorgen","2007","Thueringen","Laendlicher Raum","275","0.438916514019416","0.400469483010905","0.477363545027927"
"Keine Sorgen","2007","Schleswig-Holstein","Staedtischer Raum","72","0.240213101600977","0.18757113854657","0.292855064655383"
"Keine Sorgen","2007","Schleswig-Holstein","Laendlicher Raum","44","0.0968397113214024","0.0662475594464491","0.127431863196356"
"Keine Sorgen","2007","Hamburg","Staedtischer Raum","68","0.198704188352262","0.153014917434494","0.244393459270029"
"Keine Sorgen","2007","Hamburg","Laendlicher Raum","","","",""
"Keine Sorgen","2007","Niedersachsen","Staedtischer Raum","103","0.122388880889064","0.100472262315788","0.144305499462339"
"Keine Sorgen","2007","Niedersachsen","Laendlicher Raum","70","0.0659134088853519","0.0502172664944608","0.081609551276243"
"Keine Sorgen","2007","Bremen","Staedtischer Raum","25","","",""
"Keine Sorgen","2007","Bremen","Laendlicher Raum","","","",""
"Keine Sorgen","2007","Nordrhein-Westfalen","Staedtischer Raum","383","0.0956721059330216","0.0866332544782849","0.104710957387758"
"Keine Sorgen","2007","Nordrhein-Westfalen","Laendlicher Raum","6","","",""
"Keine Sorgen","2007","Hessen","Staedtischer Raum","143","0.125195793905069","0.105984971116634","0.144406616693504"
"Keine Sorgen","2007","Hessen","Laendlicher Raum","18","","",""
"Keine Sorgen","2007","Rheinland-Pfalz,Saarland","Staedtischer Raum","71","0.089800014678495","0.0709322515925903","0.1086677777644"
"Keine Sorgen","2007","Rheinland-Pfalz,Saarland","Laendlicher Raum","28","","",""
"Keine Sorgen","2007","Baden-Wuerttemberg","Staedtischer Raum","315","0.129795680272477","0.115896667566321","0.143694692978632"
"Keine Sorgen","2007","Baden-Wuerttemberg","Laendlicher Raum","30","0.135730182465399","0.0903685241069872","0.18109184082381"
"Keine Sorgen","2007","Bayern","Staedtischer Raum","208","0.149814412056037","0.130825860693652","0.168802963418423"
"Keine Sorgen","2007","Bayern","Laendlicher Raum","173","0.102810657109231","0.0877635836679219","0.11785773055054"
"Keine Sorgen","2007","Saarland","Staedtischer Raum","","","",""
"Keine Sorgen","2007","Saarland","Laendlicher Raum","","","",""
"Keine Sorgen","2007","Berlin","Staedtischer Raum","107","0.145069087987556","0.119865033498705","0.170273142476407"
"Keine Sorgen","2007","Berlin","Laendlicher Raum","","","",""
"Keine Sorgen","2007","Brandenburg","Staedtischer Raum","8","","",""
"Keine Sorgen","2007","Brandenburg","Laendlicher Raum","49","0.0631734670195574","0.0461445508746083","0.0802023831645064"
"Keine Sorgen","2007","Mecklenburg-Vorpommern","Staedtischer Raum","7","","",""
"Keine Sorgen","2007","Mecklenburg-Vorpommern","Laendlicher Raum","24","","",""
"Keine Sorgen","2007","Sachsen","Staedtischer Raum","91","0.160155628292785","0.133960464778198","0.186350791807371"
"Keine Sorgen","2007","Sachsen","Laendlicher Raum","91","0.0980383653130492","0.0767280755389639","0.119348655087134"
"Keine Sorgen","2007","Sachsen-Anhalt","Staedtischer Raum","12","","",""
"Keine Sorgen","2007","Sachsen-Anhalt","Laendlicher Raum","58","0.0748117122280036","0.0554190137692538","0.0942044106867534"
"Keine Sorgen","2007","Thueringen","Staedtischer Raum","26","","",""
"Keine Sorgen","2007","Thueringen","Laendlicher Raum","66","0.107583155153325","0.0835774690988173","0.131588841207833"
"Grosse Sorgen","2008","Schleswig-Holstein","Staedtischer Raum","51","0.224759731083221","0.170338133691525","0.279181328474917"
"Grosse Sorgen","2008","Schleswig-Holstein","Laendlicher Raum","115","0.422633755800341","0.368595246510199","0.476672265090482"
"Grosse Sorgen","2008","Hamburg","Staedtischer Raum","77","0.336022105405462","0.280596974929397","0.391447235881528"
"Grosse Sorgen","2008","Hamburg","Laendlicher Raum","","","",""
"Grosse Sorgen","2008","Niedersachsen","Staedtischer Raum","311","0.394430243597595","0.361161376025811","0.427699111169378"
"Grosse Sorgen","2008","Niedersachsen","Laendlicher Raum","369","0.452275454819042","0.419830551302757","0.484720358335327"
"Grosse Sorgen","2008","Bremen","Staedtischer Raum","57","0.478332482996728","0.394685623110942","0.561979342882513"
"Grosse Sorgen","2008","Bremen","Laendlicher Raum","","","",""
"Grosse Sorgen","2008","Nordrhein-Westfalen","Staedtischer Raum","1619","0.441149347775639","0.425395573815052","0.456903121736226"
"Grosse Sorgen","2008","Nordrhein-Westfalen","Laendlicher Raum","35","0.270492644478614","0.184705532775349","0.356279756181879"
"Grosse Sorgen","2008","Hessen","Staedtischer Raum","360","0.344287631353968","0.316029035605183","0.372546227102754"
"Grosse Sorgen","2008","Hessen","Laendlicher Raum","87","0.3600593525116","0.296773177128193","0.423345527895007"
"Grosse Sorgen","2008","Rheinland-Pfalz,Saarland","Staedtischer Raum","361","0.450607419883311","0.416531569372009","0.484683270394613"
"Grosse Sorgen","2008","Rheinland-Pfalz,Saarland","Laendlicher Raum","133","0.475311314078384","0.415963658885325","0.534658969271442"
"Grosse Sorgen","2008","Baden-Wuerttemberg","Staedtischer Raum","754","0.366577617018268","0.346132925679844","0.387022308356693"
"Grosse Sorgen","2008","Baden-Wuerttemberg","Laendlicher Raum","77","0.374129294514917","0.309447504404136","0.438811084625699"
"Grosse Sorgen","2008","Bayern","Staedtischer Raum","360","0.321501821589897","0.295774338574813","0.347229304604981"
"Grosse Sorgen","2008","Bayern","Laendlicher Raum","545","0.397048023451862","0.372001699894695","0.42209434700903"
"Grosse Sorgen","2008","Saarland","Staedtischer Raum","","","",""
"Grosse Sorgen","2008","Saarland","Laendlicher Raum","","","",""
"Grosse Sorgen","2008","Berlin","Staedtischer Raum","333","0.467700277594033","0.431254789028395","0.504145766159672"
"Grosse Sorgen","2008","Berlin","Laendlicher Raum","","","",""
"Grosse Sorgen","2008","Brandenburg","Staedtischer Raum","19","","",""
"Grosse Sorgen","2008","Brandenburg","Laendlicher Raum","350","0.450862033188633","0.415369484767655","0.486354581609611"
"Grosse Sorgen","2008","Mecklenburg-Vorpommern","Staedtischer Raum","27","","",""
"Grosse Sorgen","2008","Mecklenburg-Vorpommern","Laendlicher Raum","188","0.476098248034954","0.428616484259549","0.523580011810359"
"Grosse Sorgen","2008","Sachsen","Staedtischer Raum","287","0.371474450075354","0.336326036876958","0.406622863273749"
"Grosse Sorgen","2008","Sachsen","Laendlicher Raum","272","0.374661856989323","0.338881256158607","0.410442457820039"
"Grosse Sorgen","2008","Sachsen-Anhalt","Staedtischer Raum","67","0.389679983727431","0.314582836456052","0.46477713099881"
"Grosse Sorgen","2008","Sachsen-Anhalt","Laendlicher Raum","309","0.512938681438607","0.474513497217838","0.551363865659376"
"Grosse Sorgen","2008","Thueringen","Staedtischer Raum","104","0.427371552768132","0.367355545092555","0.487387560443709"
"Grosse Sorgen","2008","Thueringen","Laendlicher Raum","241","0.392090807781444","0.353473980382512","0.430707635180375"
"Einige Sorgen","2008","Schleswig-Holstein","Staedtischer Raum","101","0.514184039100247","0.449022841645941","0.579345236554553"
"Einige Sorgen","2008","Schleswig-Holstein","Laendlicher Raum","146","0.432542455931135","0.378345283049807","0.486739628812464"
"Einige Sorgen","2008","Hamburg","Staedtischer Raum","122","0.405892886307355","0.348271449197783","0.463514323416927"
"Einige Sorgen","2008","Hamburg","Laendlicher Raum","","","",""
"Einige Sorgen","2008","Niedersachsen","Staedtischer Raum","382","0.439125949640903","0.405342962308031","0.472908936973776"
"Einige Sorgen","2008","Niedersachsen","Laendlicher Raum","444","0.469987421346422","0.437452476001626","0.502522366691218"
"Einige Sorgen","2008","Bremen","Staedtischer Raum","59","0.418476482680972","0.335871360641307","0.501081604720637"
"Einige Sorgen","2008","Bremen","Laendlicher Raum","","","",""
"Einige Sorgen","2008","Nordrhein-Westfalen","Staedtischer Raum","1743","0.437504122686322","0.421764487763526","0.453243757609119"
"Einige Sorgen","2008","Nordrhein-Westfalen","Laendlicher Raum","58","0.620260068995363","0.526534189628711","0.713985948362016"
"Einige Sorgen","2008","Hessen","Staedtischer Raum","530","0.479054054586064","0.449342746710188","0.508765362461939"
"Einige Sorgen","2008","Hessen","Laendlicher Raum","120","0.561614072801952","0.496195773847212","0.627032371756692"
"Einige Sorgen","2008","Rheinland-Pfalz,Saarland","Staedtischer Raum","375","0.426655450583541","0.392782530825522","0.46052837034156"
"Einige Sorgen","2008","Rheinland-Pfalz,Saarland","Laendlicher Raum","115","0.456174616694925","0.396983172787658","0.515366060602191"
"Einige Sorgen","2008","Baden-Wuerttemberg","Staedtischer Raum","1065","0.493540487088602","0.472328339378824","0.51475263479838"
"Einige Sorgen","2008","Baden-Wuerttemberg","Laendlicher Raum","111","0.467512986226016","0.400819992756992","0.53420597969504"
"Einige Sorgen","2008","Bayern","Staedtischer Raum","681","0.517354242192624","0.489828471213411","0.544880013171838"
"Einige Sorgen","2008","Bayern","Laendlicher Raum","739","0.486028854815929","0.460444085732182","0.511613623899677"
"Einige Sorgen","2008","Saarland","Staedtischer Raum","","","",""
"Einige Sorgen","2008","Saarland","Laendlicher Raum","","","",""
"Einige Sorgen","2008","Berlin","Staedtischer Raum","295","0.422907294712533","0.38682225203198","0.458992337393086"
"Einige Sorgen","2008","Berlin","Laendlicher Raum","","","",""
"Einige Sorgen","2008","Brandenburg","Staedtischer Raum","37","0.600885402729406","0.484489345976653","0.717281459482159"
"Einige Sorgen","2008","Brandenburg","Laendlicher Raum","339","0.468744697275024","0.4331492513408","0.504340143209247"
"Einige Sorgen","2008","Mecklenburg-Vorpommern","Staedtischer Raum","27","","",""
"Einige Sorgen","2008","Mecklenburg-Vorpommern","Laendlicher Raum","199","0.462495451171123","0.415093258542088","0.509897643800157"
"Einige Sorgen","2008","Sachsen","Staedtischer Raum","348","0.496259741204505","0.459890215830081","0.53262926657893"
"Einige Sorgen","2008","Sachsen","Laendlicher Raum","341","0.487974237763656","0.451024208892541","0.524924266634772"
"Einige Sorgen","2008","Sachsen-Anhalt","Staedtischer Raum","78","0.502349183350929","0.425355376262342","0.579342990439516"
"Einige Sorgen","2008","Sachsen-Anhalt","Laendlicher Raum","272","0.409657394282226","0.371851990948751","0.447462797615701"
"Einige Sorgen","2008","Thueringen","Staedtischer Raum","130","0.468484659599632","0.407945912810351","0.529023406388914"
"Einige Sorgen","2008","Thueringen","Laendlicher Raum","304","0.481131990182459","0.441611304572169","0.52065267579275"
"Keine Sorgen","2008","Schleswig-Holstein","Staedtischer Raum","74","0.261056229816532","0.20379421852124","0.318318241111825"
"Keine Sorgen","2008","Schleswig-Holstein","Laendlicher Raum","60","0.144823788268524","0.106325330483423","0.183322246053625"
"Keine Sorgen","2008","Hamburg","Staedtischer Raum","80","0.258085008287183","0.206739264218999","0.309430752355367"
"Keine Sorgen","2008","Hamburg","Laendlicher Raum","","","",""
"Keine Sorgen","2008","Niedersachsen","Staedtischer Raum","136","0.166443806761502","0.141088312132642","0.191799301390363"
"Keine Sorgen","2008","Niedersachsen","Laendlicher Raum","91","0.0777371238345362","0.0602827017623144","0.0951915459067579"
"Keine Sorgen","2008","Bremen","Staedtischer Raum","21","","",""
"Keine Sorgen","2008","Bremen","Laendlicher Raum","","","",""
"Keine Sorgen","2008","Nordrhein-Westfalen","Staedtischer Raum","454","0.121346529538039","0.110986370972727","0.13170668810335"
"Keine Sorgen","2008","Nordrhein-Westfalen","Laendlicher Raum","10","","",""
"Keine Sorgen","2008","Hessen","Staedtischer Raum","196","0.176658314059968","0.153975847917157","0.19934078020278"
"Keine Sorgen","2008","Hessen","Laendlicher Raum","14","","",""
"Keine Sorgen","2008","Rheinland-Pfalz,Saarland","Staedtischer Raum","83","0.122737129533148","0.100264235937889","0.145210023128407"
"Keine Sorgen","2008","Rheinland-Pfalz,Saarland","Laendlicher Raum","24","","",""
"Keine Sorgen","2008","Baden-Wuerttemberg","Staedtischer Raum","315","0.13988189589313","0.12516518755585","0.154598604230409"
"Keine Sorgen","2008","Baden-Wuerttemberg","Laendlicher Raum","27","","",""
"Keine Sorgen","2008","Bayern","Staedtischer Raum","225","0.161143936217478","0.140891282077449","0.181396590357508"
"Keine Sorgen","2008","Bayern","Laendlicher Raum","182","0.116923121732208","0.100474460213485","0.133371783250932"
"Keine Sorgen","2008","Saarland","Staedtischer Raum","","","",""
"Keine Sorgen","2008","Saarland","Laendlicher Raum","","","",""
"Keine Sorgen","2008","Berlin","Staedtischer Raum","92","0.109392427693434","0.0865932772287243","0.132191578158144"
"Keine Sorgen","2008","Berlin","Laendlicher Raum","","","",""
"Keine Sorgen","2008","Brandenburg","Staedtischer Raum","12","","",""
"Keine Sorgen","2008","Brandenburg","Laendlicher Raum","66","0.0803932695363433","0.0609984594429424","0.0997880796297442"
"Keine Sorgen","2008","Mecklenburg-Vorpommern","Staedtischer Raum","9","","",""
"Keine Sorgen","2008","Mecklenburg-Vorpommern","Laendlicher Raum","38","0.0614063007939236","0.0385819249025979","0.0842306766852492"
"Keine Sorgen","2008","Sachsen","Staedtischer Raum","91","0.132265808720141","0.107622618369483","0.156908999070799"
"Keine Sorgen","2008","Sachsen","Laendlicher Raum","90","0.137363905247021","0.111917844700339","0.162809965793702"
"Keine Sorgen","2008","Sachsen-Anhalt","Staedtischer Raum","17","","",""
"Keine Sorgen","2008","Sachsen-Anhalt","Laendlicher Raum","69","0.0774039242791677","0.0568602224117447","0.0979476261465906"
"Keine Sorgen","2008","Thueringen","Staedtischer Raum","27","","",""
"Keine Sorgen","2008","Thueringen","Laendlicher Raum","69","0.126777202036097","0.10045955732532","0.153094846746874"
"Grosse Sorgen","2009","Schleswig-Holstein","Staedtischer Raum","37","0.211263464979151","0.153067165877567","0.269459764080735"
"Grosse Sorgen","2009","Schleswig-Holstein","Laendlicher Raum","77","0.301547693553693","0.250705731088512","0.352389656018875"
