year,pgisced97,quintil_oecd,pli0092_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1999,Upper Secondary Level,1st Quintile,At least once per month,0.0054387943488856125,65,12429,0.005420417640544412,0.005457171057226813
1999,Upper Secondary Level,1st Quintile,Seldom,0.01623911199248753,224,12429,0.016207530942806202,0.016270693042168858
1999,Upper Secondary Level,1st Quintile,Never,0.05676714748343057,717,12429,0.056709330072291446,0.056824964894569695
1999,Upper Secondary Level,2nd Quintile,At least once per week,0.02306502735678741,277,12429,0.023027520517993703,0.023102534195581118
1999,Upper Secondary Level,2nd Quintile,At least once per month,0.0068608895459617274,87,12429,0.006840264453568887,0.006881514638354568
1999,Upper Secondary Level,2nd Quintile,Seldom,0.021121360060312774,318,12429,0.021085432641853155,0.021157287478772394
1999,Upper Secondary Level,2nd Quintile,Never,0.06553925381464032,851,12429,0.06547741916220964,0.065601088467071
1999,Upper Secondary Level,3rd Quintile,At least once per week,0.025100040504609834,308,12429,0.02506095480556333,0.025139126203656336
1999,Upper Secondary Level,3rd Quintile,At least once per month,0.007857212987010422,93,12429,0.007835152149341,0.007879273824679844
1999,Upper Secondary Level,3rd Quintile,Seldom,0.025269259359723954,325,12429,0.025230045532203003,0.025308473187244905
1999,Upper Secondary Level,3rd Quintile,Never,0.06099161594167911,777,12429,0.06093182017325363,0.061051411710104586
1999,Upper Secondary Level,4th Quintile,At least once per week,0.035101918649107625,393,12429,0.03505593464391646,0.03514790265429879
1999,Upper Secondary Level,4th Quintile,At least once per month,0.008843995429438313,117,12429,0.008820601891410377,0.00886738896746625
1999,Upper Secondary Level,4th Quintile,Seldom,0.02450179848807208,308,12429,0.024463169541512723,0.02454042743463144
1999,Upper Secondary Level,4th Quintile,Never,0.05262331069374571,622,12429,0.05256752137254231,0.05267910001494912
1999,Upper Secondary Level,5th Quintile,At least once per week,0.03538951924566399,380,12429,0.0353433541259589,0.03543568436536908
1999,Upper Secondary Level,5th Quintile,At least once per month,0.009224005202454052,101,12429,0.009200118942532882,0.009247891462375223
1999,Upper Secondary Level,5th Quintile,Seldom,0.023155311995697692,258,12429,0.023117733557661297,0.023192890433734088
1999,Upper Secondary Level,5th Quintile,Never,0.04255903862086415,430,12429,0.04250860123693104,0.04260947600479727
1999,Post-secondary Non-tertiary Level,1st Quintile,Never,0.0031653210783857996,40,12429,0.003151285797762173,0.0031793563590094263
1999,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.002453914000228787,33,12429,0.0024415517707797956,0.002466276229677778
1999,Post-secondary Non-tertiary Level,3rd Quintile,At least once per week,0.003227808289455506,31,12429,0.0032136355935330997,0.0032419809853779123
1999,Post-secondary Non-tertiary Level,4th Quintile,At least once per week,0.004204488737039888,46,12429,0.004188321257305839,0.004220656216773936
1999,Post-secondary Non-tertiary Level,4th Quintile,Never,0.003378103922910172,40,12429,0.003363606114320103,0.0033926017315002405
1999,Post-secondary Non-tertiary Level,5th Quintile,At least once per week,0.004213008664030539,44,12429,0.004196824881024133,0.0042291924470369445
1999,First Stage of Tertiary Education,1st Quintile,Never,0.004864863522943488,42,12429,0.004847478430380058,0.004882248615506918
1999,First Stage of Tertiary Education,2nd Quintile,Seldom,0.0028514298781420937,50,12429,0.0028381065743754343,0.002864753181908753
1999,First Stage of Tertiary Education,2nd Quintile,Never,0.005338729816671047,65,12429,0.005320522027267072,0.005356937606075023
1999,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.003964951475612758,54,12429,0.003949249406122038,0.003980653545103478
1999,First Stage of Tertiary Education,3rd Quintile,Seldom,0.0025943601846481947,35,12429,0.0025816500049268857,0.0026070703643695037
1999,First Stage of Tertiary Education,3rd Quintile,Never,0.007552904226301999,94,12429,0.007531271496900924,0.007574536955703074
1999,First Stage of Tertiary Education,4th Quintile,At least once per week,0.006127030430392106,62,12429,0.0061075323837640775,0.006146528477020134
1999,First Stage of Tertiary Education,4th Quintile,Seldom,0.004497112297458209,57,12429,0.00448039412601035,0.004513830468906068
1999,First Stage of Tertiary Education,4th Quintile,Never,0.005759867990919248,73,12429,0.005740959687793532,0.005778776294044964
1999,First Stage of Tertiary Education,5th Quintile,At least once per week,0.005631157548454268,62,12429,0.005612460492002095,0.00564985460490644
1999,First Stage of Tertiary Education,5th Quintile,Seldom,0.004786193228485213,55,12429,0.004768948595467971,0.004803437861502454
1999,First Stage of Tertiary Education,5th Quintile,Never,0.005658072853613248,65,12429,0.005639331420813936,0.00567681428641256
1999,Second Stage of Tertiary Education,1st Quintile,Never,0.004668059319962908,60,12429,0.004651027823839968,0.0046850908160858485
1999,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.004449696578188621,54,12429,0.004433066379047725,0.004466326777329516
1999,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.0032714055941107357,67,12429,0.003257137817494913,0.003285673370726558
1999,Second Stage of Tertiary Education,2nd Quintile,Never,0.006579579517710293,102,12429,0.006559378825205454,0.006599780210215133
1999,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.006133900521446216,90,12429,0.006114391613964112,0.006153409428928321
1999,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.0041318002354453045,65,12429,0.0041157725342706826,0.004147827936619926
1999,Second Stage of Tertiary Education,3rd Quintile,Never,0.01058474038133436,163,12429,0.01055917042104363,0.01061031034162509
1999,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.01259518361724408,153,12429,0.012567319164457956,0.012623048070030203
1999,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.0023703458772189492,38,12429,0.002358195460237666,0.0023824962942002323
1999,Second Stage of Tertiary Education,4th Quintile,Seldom,0.008326299436907648,119,12429,0.008303594983194242,0.008349003890621053
1999,Second Stage of Tertiary Education,4th Quintile,Never,0.010435727628581335,152,12429,0.010410336382317404,0.010461118874845266
1999,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.030259386741154665,332,12429,0.030216585289417536,0.030302188192891794
1999,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.0051259416092048005,66,12429,0.00510809845917854,0.005143784759231061
1999,Second Stage of Tertiary Education,5th Quintile,Seldom,0.01254427077233241,157,12429,0.012516461977161428,0.012572079567503391
1999,Second Stage of Tertiary Education,5th Quintile,Never,0.019315869936304634,208,12429,0.01928148071386591,0.019350259158743357
2001,Pre-primary Level,1st Quintile,At least once per week,0.00228653306146341,58,21011,0.0022748984753056404,0.00229816764762118
2001,Pre-primary Level,2nd Quintile,At least once per week,0.0021226164780328415,55,21011,0.0021114057546765506,0.0021338272013891324
2001,Pre-primary Level,2nd Quintile,Never,0.0009470934665678438,31,21011,0.000939600566432474,0.0009545863667032136
2001,Pre-primary Level,3rd Quintile,At least once per week,0.002488812798249953,57,21011,0.0024766757163240264,0.00250094988017588
2001,Pre-primary Level,4th Quintile,At least once per week,0.0025725559129893137,69,21011,0.00256021684525152,0.0025848949807271075
2001,Pre-primary Level,5th Quintile,At least once per week,0.0024745992402780284,69,21011,0.0024624967790633505,0.0024867017014927064
2001,Primary Level,1st Quintile,Never,0.0054852754161736775,128,21011,0.005467284051428538,0.005503266780918817
2001,Primary Level,2nd Quintile,Never,0.0022384267869652325,65,21011,0.002226914963676501,0.002249938610253964
2001,Primary Level,3rd Quintile,Never,0.0016730532993081775,38,21011,0.0016630980861042203,0.0016830085125121347
2001,Lower Secondary Level,1st Quintile,At least once per week,0.005469736002908718,124,21011,0.00545177000003718,0.005487702005780255
2001,Lower Secondary Level,1st Quintile,At least once per month,0.0014385356938063768,32,21011,0.0014293034555783962,0.0014477679320343574
2001,Lower Secondary Level,1st Quintile,Seldom,0.004528112925077295,99,21011,0.0045117586083379315,0.004544467241816659
2001,Lower Secondary Level,1st Quintile,Never,0.03789939391841462,723,21011,0.03785287970760991,0.03794590812921933
2001,Lower Secondary Level,2nd Quintile,At least once per week,0.006917884919872508,139,21011,0.0068976948172168265,0.0069380750225281895
2001,Lower Secondary Level,2nd Quintile,At least once per month,0.0017971716732868269,38,21011,0.0017868544350116153,0.0018074889115620384
2001,Lower Secondary Level,2nd Quintile,Seldom,0.0033821482695568675,91,21011,0.0033680059732378994,0.0033962905658758355
2001,Lower Secondary Level,2nd Quintile,Never,0.025759637812143153,536,21011,0.0257210489284372,0.025798226695849108
2001,Lower Secondary Level,3rd Quintile,At least once per week,0.004597140034586081,112,21011,0.004580662107040728,0.004613617962131434
2001,Lower Secondary Level,3rd Quintile,Seldom,0.0037488348349627126,84,21011,0.003733948360565617,0.0037637213093598084
2001,Lower Secondary Level,3rd Quintile,Never,0.01770527743127293,349,21011,0.017673153288029816,0.017737401574516042
2001,Lower Secondary Level,4th Quintile,At least once per week,0.005684568117136361,119,21011,0.005666254669644478,0.005702881564628243
2001,Lower Secondary Level,4th Quintile,At least once per month,0.0015356485702145571,32,21011,0.00152611025914198,0.0015451868812871342
2001,Lower Secondary Level,4th Quintile,Seldom,0.002214480765355207,48,21011,0.0022030305452570235,0.002225930985453391
2001,Lower Secondary Level,4th Quintile,Never,0.0135580022291146,269,21011,0.01352983183598634,0.01358617262224286
2001,Lower Secondary Level,5th Quintile,At least once per week,0.0021585213004424097,53,21011,0.002147216361370992,0.0021698262395138273
2001,Lower Secondary Level,5th Quintile,Never,0.0068381241591662706,139,21011,0.006818049980218288,0.006858198338114253
2001,Upper Secondary Level,1st Quintile,At least once per week,0.017245985495868112,324,21011,0.017214273344791562,0.017277697646944663
2001,Upper Secondary Level,1st Quintile,At least once per month,0.005193109980869964,99,21011,0.00517560174323115,0.005210618218508777
2001,Upper Secondary Level,1st Quintile,Seldom,0.012333069484062662,273,21011,0.012306185097845321,0.012359953870280002
2001,Upper Secondary Level,1st Quintile,Never,0.06527379620525205,1306,21011,0.06521362746418106,0.06533396494632303
2001,Upper Secondary Level,2nd Quintile,At least once per week,0.021843738105255243,466,21011,0.021808131802483297,0.02187934440802719
2001,Upper Secondary Level,2nd Quintile,At least once per month,0.0048893706505670625,106,21011,0.004872379552618209,0.0049063617485159165
2001,Upper Secondary Level,2nd Quintile,Seldom,0.017379184835625356,399,21011,0.017347352613169,0.01741101705808171
2001,Upper Secondary Level,2nd Quintile,Never,0.06749035688292972,1475,21011,0.06742924765336905,0.06755146611249038
2001,Upper Secondary Level,3rd Quintile,At least once per week,0.027963443310888604,594,21011,0.027923283107530273,0.028003603514246935
2001,Upper Secondary Level,3rd Quintile,At least once per month,0.008106620765119824,176,21011,0.0080847777943623,0.008128463735877348
2001,Upper Secondary Level,3rd Quintile,Seldom,0.021474240275614943,500,21011,0.021438929739146795,0.02150955081208309
2001,Upper Secondary Level,3rd Quintile,Never,0.06617984994036827,1385,21011,0.06611929441312896,0.06624040546760758
2001,Upper Secondary Level,4th Quintile,At least once per week,0.03312324612013165,694,21011,0.03307965366939132,0.03316683857087198
2001,Upper Secondary Level,4th Quintile,At least once per month,0.007504250910393849,161,21011,0.007483228753103736,0.0075252730676839625
2001,Upper Secondary Level,4th Quintile,Seldom,0.022324980328784376,462,21011,0.022288992795291236,0.022360967862277516
2001,Upper Secondary Level,4th Quintile,Never,0.05335549886391153,1118,21011,0.05330075413230578,0.05341024359551727
2001,Upper Secondary Level,5th Quintile,At least once per week,0.034716568777766924,694,21011,0.03467197696748854,0.034761160588045306
2001,Upper Secondary Level,5th Quintile,At least once per month,0.0059535133223051154,128,21011,0.005934774197982488,0.0059722524466277425
2001,Upper Secondary Level,5th Quintile,Seldom,0.016610532277101384,346,21011,0.016579399788965155,0.016641664765237613
2001,Upper Secondary Level,5th Quintile,Never,0.03992844662336213,762,21011,0.03988075388174774,0.03997613936497652
2001,Post-secondary Non-tertiary Level,1st Quintile,At least once per week,0.0022303686326673585,36,21011,0.0022188775024719175,0.0022418597628627995
2001,Post-secondary Non-tertiary Level,1st Quintile,Never,0.004698345701482944,87,21011,0.004681688228115506,0.004715003174850382
2001,Post-secondary Non-tertiary Level,2nd Quintile,At least once per week,0.0024263337210446313,49,21011,0.002414349576587517,0.0024383178655017455
2001,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.001556811438687909,39,21011,0.0015472077302549102,0.001566415147120908
2001,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.0036572524309010407,86,21011,0.0036425482400542913,0.00367195662174779
2001,Post-secondary Non-tertiary Level,3rd Quintile,At least once per week,0.0036343289118585705,69,21011,0.0036196707074817847,0.003648987116235356
2001,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.0024158782461499257,55,21011,0.0024039198877369664,0.002427836604562885
2001,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.002970460315848161,58,21011,0.0029572039289616444,0.0029837167027346773
2001,Post-secondary Non-tertiary Level,4th Quintile,At least once per week,0.004501891294656424,87,21011,0.004485584184613059,0.0045181984046997895
2001,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.002147772821413164,41,21011,0.002136496003526059,0.002159049639300269
2001,Post-secondary Non-tertiary Level,4th Quintile,Never,0.0037733231536293374,79,21011,0.0037583883208602144,0.0037882579863984605
