,Unnamed: 0,year,bula_h,pli0092_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1015,1015,2015,Thuringa,At least once per week,0.30265,292,26616,0.26104,0.3594
1016,1016,2015,Thuringa,At least once per month,0.04362,50,26616,0.03179,0.05707
1017,1017,2015,Thuringa,Seldom,0.14292,143,26616,0.11607,0.17595
1018,1018,2015,Thuringa,Never,0.51081,484,26616,0.46418,0.56171
1019,1019,2017,Schleswig-Holstein,At least once per week,0.52836,532,30357,0.47151,0.57333
1020,1020,2017,Schleswig-Holstein,At least once per month,0.03845,60,30357,0.02748,0.0522
1021,1021,2017,Schleswig-Holstein,Seldom,0.13003,156,30357,0.09545,0.16176
1022,1022,2017,Schleswig-Holstein,Never,0.30316,441,30357,0.26967,0.34697
1023,1023,2017,Hamburg,At least once per week,0.48314,243,30357,0.4223,0.54317
1024,1024,2017,Hamburg,Seldom,0.10027,65,30357,0.0648,0.1354
1025,1025,2017,Hamburg,Never,0.41659,198,30357,0.34803,0.48384
1026,1026,2017,Lower Saxony,At least once per week,0.49309,1446,30357,0.45281,0.52484
1027,1027,2017,Lower Saxony,At least once per month,0.04897,145,30357,0.03849,0.05966
1028,1028,2017,Lower Saxony,Seldom,0.13967,479,30357,0.12597,0.15484
1029,1029,2017,Lower Saxony,Never,0.31827,1132,30357,0.29582,0.3418
1030,1030,2017,Bremen,At least once per week,0.56877,136,30357,0.42808,0.69137
1031,1031,2017,Bremen,Seldom,0.08573,47,30357,0.04857,0.13877
1032,1032,2017,Bremen,Never,0.3455,89,30357,0.26239,0.44322
1033,1033,2017,North Rhine-Westphalia,At least once per week,0.45495,2799,30357,0.4322,0.47311
1034,1034,2017,North Rhine-Westphalia,At least once per month,0.04605,281,30357,0.0393,0.0534
1035,1035,2017,North Rhine-Westphalia,Seldom,0.12446,787,30357,0.11526,0.1374
1036,1036,2017,North Rhine-Westphalia,Never,0.37454,2591,30357,0.3559,0.39049
1037,1037,2017,Hesse,At least once per week,0.48627,1014,30357,0.45188,0.52472
1038,1038,2017,Hesse,At least once per month,0.04926,108,30357,0.039,0.06186
1039,1039,2017,Hesse,Seldom,0.12382,264,30357,0.10448,0.14133
1040,1040,2017,Hesse,Never,0.34065,762,30357,0.31126,0.37262
1041,1041,2017,"Rhineland-Palatinate, Saarland",At least once per week,0.40014,738,30357,0.36919,0.42686
1042,1042,2017,"Rhineland-Palatinate, Saarland",At least once per month,0.04466,84,30357,0.03456,0.05541
1043,1043,2017,"Rhineland-Palatinate, Saarland",Seldom,0.15002,265,30357,0.12156,0.17475
1044,1044,2017,"Rhineland-Palatinate, Saarland",Never,0.40518,691,30357,0.37128,0.43475
1045,1045,2017,Baden-Wuerttemberg,At least once per week,0.50966,1620,30357,0.48145,0.53554
1046,1046,2017,Baden-Wuerttemberg,At least once per month,0.05016,214,30357,0.03994,0.05973
1047,1047,2017,Baden-Wuerttemberg,Seldom,0.12908,457,30357,0.11436,0.14371
1048,1048,2017,Baden-Wuerttemberg,Never,0.31109,1176,30357,0.29075,0.33148
1049,1049,2017,Bavaria,At least once per week,0.4431,2013,30357,0.42051,0.46604
1050,1050,2017,Bavaria,At least once per month,0.07056,281,30357,0.05832,0.08261
1051,1051,2017,Bavaria,Seldom,0.12961,616,30357,0.11816,0.14215
1052,1052,2017,Bavaria,Never,0.35673,1691,30357,0.33709,0.37897
1053,1053,2017,Berlin,At least once per week,0.5077,517,30357,0.46579,0.561
1054,1054,2017,Berlin,At least once per month,0.04405,66,30357,0.03261,0.05771
1055,1055,2017,Berlin,Seldom,0.12561,142,30357,0.10369,0.15189
1056,1056,2017,Berlin,Never,0.32264,360,30357,0.28435,0.35539
1057,1057,2017,Brandenburg,At least once per week,0.31254,368,30357,0.26886,0.36149
1058,1058,2017,Brandenburg,At least once per month,0.04927,65,30357,0.03719,0.06036
1059,1059,2017,Brandenburg,Seldom,0.15288,176,30357,0.12839,0.17903
1060,1060,2017,Brandenburg,Never,0.48532,552,30357,0.43804,0.53066
1061,1061,2017,Mecklenburg-Western Pomerania,At least once per week,0.43142,232,30357,0.37113,0.48395
1062,1062,2017,Mecklenburg-Western Pomerania,Seldom,0.15696,79,30357,0.10414,0.19915
1063,1063,2017,Mecklenburg-Western Pomerania,Never,0.41161,278,30357,0.35677,0.46246
1064,1064,2017,Saxony,At least once per week,0.38491,703,30357,0.35637,0.42029
1065,1065,2017,Saxony,At least once per month,0.07384,107,30357,0.05785,0.09326
1066,1066,2017,Saxony,Seldom,0.15327,275,30357,0.13292,0.17844
1067,1067,2017,Saxony,Never,0.38798,715,30357,0.3575,0.42135
1068,1068,2017,Saxony-Anhalt,At least once per week,0.32913,342,30357,0.29464,0.37524
1069,1069,2017,Saxony-Anhalt,At least once per month,0.0406,33,30357,0.02536,0.06074
1070,1070,2017,Saxony-Anhalt,Seldom,0.10882,118,30357,0.09072,0.1313
1071,1071,2017,Saxony-Anhalt,Never,0.52144,535,30357,0.46819,0.57891
1072,1072,2017,Thuringa,At least once per week,0.40077,398,30357,0.34458,0.44445
1073,1073,2017,Thuringa,At least once per month,0.03497,52,30357,0.02633,0.04424
1074,1074,2017,Thuringa,Seldom,0.14312,155,30357,0.11977,0.17702
1075,1075,2017,Thuringa,Never,0.42114,468,30357,0.37464,0.46247
1076,1076,2019,Schleswig-Holstein,At least once per week,0.57208,597,28681,0.52573,0.63202
1077,1077,2019,Schleswig-Holstein,At least once per month,0.04251,48,28681,0.02784,0.06011
1078,1078,2019,Schleswig-Holstein,Seldom,0.15355,147,28681,0.11363,0.1898
1079,1079,2019,Schleswig-Holstein,Never,0.23186,335,28681,0.19164,0.26954
1080,1080,2019,Hamburg,At least once per week,0.48256,292,28681,0.40436,0.5567
1081,1081,2019,Hamburg,Seldom,0.12024,49,28681,0.08085,0.163
1082,1082,2019,Hamburg,Never,0.3972,219,28681,0.32553,0.46007
1083,1083,2019,Lower Saxony,At least once per week,0.55061,1538,28681,0.51694,0.58894
1084,1084,2019,Lower Saxony,At least once per month,0.04412,140,28681,0.03541,0.05265
1085,1085,2019,Lower Saxony,Seldom,0.13964,396,28681,0.12295,0.16174
1086,1086,2019,Lower Saxony,Never,0.26563,775,28681,0.2415,0.28808
1087,1087,2019,Bremen,At least once per week,0.70621,138,28681,0.5643,0.84784
1088,1088,2019,Bremen,Seldom,0.07578,56,28681,0.0348,0.11976
1089,1089,2019,Bremen,Never,0.21801,69,28681,0.16287,0.2894
1090,1090,2019,North Rhine-Westphalia,At least once per week,0.52906,3300,28681,0.50323,0.55353
1091,1091,2019,North Rhine-Westphalia,At least once per month,0.04289,231,28681,0.03512,0.0522
1092,1092,2019,North Rhine-Westphalia,Seldom,0.12526,783,28681,0.11145,0.13659
1093,1093,2019,North Rhine-Westphalia,Never,0.30279,1857,28681,0.28471,0.32408
1094,1094,2019,Hesse,At least once per week,0.57064,1158,28681,0.52042,0.61885
1095,1095,2019,Hesse,At least once per month,0.04559,97,28681,0.03287,0.05827
1096,1096,2019,Hesse,Seldom,0.13582,242,28681,0.11711,0.15824
1097,1097,2019,Hesse,Never,0.24796,488,28681,0.21976,0.27665
1098,1098,2019,"Rhineland-Palatinate, Saarland",At least once per week,0.53055,830,28681,0.48017,0.57651
1099,1099,2019,"Rhineland-Palatinate, Saarland",At least once per month,0.03037,56,28681,0.02211,0.04151
1100,1100,2019,"Rhineland-Palatinate, Saarland",Seldom,0.09208,171,28681,0.0711,0.11581
1101,1101,2019,"Rhineland-Palatinate, Saarland",Never,0.347,585,28681,0.30695,0.38714
1102,1102,2019,Baden-Wuerttemberg,At least once per week,0.56651,1795,28681,0.53416,0.6064
1103,1103,2019,Baden-Wuerttemberg,At least once per month,0.05053,160,28681,0.04113,0.05902
1104,1104,2019,Baden-Wuerttemberg,Seldom,0.14292,407,28681,0.12425,0.16165
1105,1105,2019,Baden-Wuerttemberg,Never,0.24005,791,28681,0.2188,0.26035
1106,1106,2019,Bavaria,At least once per week,0.5668,2397,28681,0.53695,0.59929
1107,1107,2019,Bavaria,At least once per month,0.04771,212,28681,0.03894,0.05821
1108,1108,2019,Bavaria,Seldom,0.12578,536,28681,0.11396,0.14178
1109,1109,2019,Bavaria,Never,0.25971,1140,28681,0.2385,0.28085
1110,1110,2019,Berlin,At least once per week,0.60058,647,28681,0.5471,0.65137
1111,1111,2019,Berlin,At least once per month,0.05298,60,28681,0.0367,0.06965
1112,1112,2019,Berlin,Seldom,0.07898,134,28681,0.06506,0.09276
1113,1113,2019,Berlin,Never,0.26746,291,28681,0.23415,0.30943
1114,1114,2019,Brandenburg,At least once per week,0.44267,533,28681,0.39086,0.49226
1115,1115,2019,Brandenburg,At least once per month,0.0468,60,28681,0.03601,0.05772
1116,1116,2019,Brandenburg,Seldom,0.19703,202,28681,0.16239,0.23099
1117,1117,2019,Brandenburg,Never,0.31351,400,28681,0.27412,0.35303
1118,1118,2019,Mecklenburg-Western Pomerania,At least once per week,0.47838,306,28681,0.41438,0.55552
1119,1119,2019,Mecklenburg-Western Pomerania,Seldom,0.17453,97,28681,0.14249,0.2172
1120,1120,2019,Mecklenburg-Western Pomerania,Never,0.34709,212,28681,0.29983,0.39769
1121,1121,2019,Saxony,At least once per week,0.51297,858,28681,0.47106,0.56392
1122,1122,2019,Saxony,At least once per month,0.05973,98,28681,0.04717,0.07412
1123,1123,2019,Saxony,Seldom,0.16288,266,28681,0.14091,0.18923
1124,1124,2019,Saxony,Never,0.26441,513,28681,0.23205,0.29277
1125,1125,2019,Saxony-Anhalt,At least once per week,0.39546,426,28681,0.35029,0.44786
1126,1126,2019,Saxony-Anhalt,At least once per month,0.07227,47,28681,0.04858,0.09196
1127,1127,2019,Saxony-Anhalt,Seldom,0.15113,138,28681,0.11594,0.18717
1128,1128,2019,Saxony-Anhalt,Never,0.38114,370,28681,0.33102,0.43311
1129,1129,2019,Thuringa,At least once per week,0.49787,453,28681,0.42549,0.56936
1130,1130,2019,Thuringa,At least once per month,0.03909,57,28681,0.02399,0.05663
1131,1131,2019,Thuringa,Seldom,0.13577,145,28681,0.11047,0.16719
1132,1132,2019,Thuringa,Never,0.32727,333,28681,0.28319,0.36219
1133,1133,2021,Schleswig-Holstein,At least once per week,0.6231,427,17100,0.55299,0.70895
1134,1134,2021,Schleswig-Holstein,At least once per month,0.05657,49,17100,0.04001,0.07393
1135,1135,2021,Schleswig-Holstein,Seldom,0.14794,96,17100,0.1085,0.18
1136,1136,2021,Schleswig-Holstein,Never,0.1724,137,17100,0.1349,0.20672
1137,1137,2021,Hamburg,At least once per week,0.54486,222,17100,0.4554,0.6544
1138,1138,2021,Hamburg,Seldom,0.14293,46,17100,0.0918,0.20071
1139,1139,2021,Hamburg,Never,0.31221,98,17100,0.23785,0.38268
1140,1140,2021,Lower Saxony,At least once per week,0.56541,973,17100,0.51845,0.6102
1141,1141,2021,Lower Saxony,At least once per month,0.06876,125,17100,0.05299,0.08543
1142,1142,2021,Lower Saxony,Seldom,0.14385,235,17100,0.12296,0.16342
1143,1143,2021,Lower Saxony,Never,0.22198,344,17100,0.1894,0.25117
1144,1144,2021,Bremen,At least once per week,1.0,65,17100,0.6972,1.29932
1145,1145,2021,North Rhine-Westphalia,At least once per week,0.53105,2019,17100,0.50191,0.56145
1146,1146,2021,North Rhine-Westphalia,At least once per month,0.07098,268,17100,0.0601,0.08292
1147,1147,2021,North Rhine-Westphalia,Seldom,0.14667,476,17100,0.1314,0.16283
1148,1148,2021,North Rhine-Westphalia,Never,0.2513,819,17100,0.23101,0.27584
1149,1149,2021,Hesse,At least once per week,0.59358,704,17100,0.53533,0.66979
1150,1150,2021,Hesse,At least once per month,0.08934,84,17100,0.06421,0.11474
1151,1151,2021,Hesse,Seldom,0.16435,141,17100,0.12732,0.20017
1152,1152,2021,Hesse,Never,0.15273,150,17100,0.12019,0.18637
1153,1153,2021,"Rhineland-Palatinate, Saarland",At least once per week,0.56149,504,17100,0.51159,0.63095
1154,1154,2021,"Rhineland-Palatinate, Saarland",At least once per month,0.08368,69,17100,0.05783,0.10719
1155,1155,2021,"Rhineland-Palatinate, Saarland",Seldom,0.12327,122,17100,0.0943,0.15254
1156,1156,2021,"Rhineland-Palatinate, Saarland",Never,0.23156,172,17100,0.19888,0.26694
1157,1157,2021,Baden-Wuerttemberg,At least once per week,0.61197,1212,17100,0.57265,0.65292
1158,1158,2021,Baden-Wuerttemberg,At least once per month,0.08294,178,17100,0.06659,0.10097
1159,1159,2021,Baden-Wuerttemberg,Seldom,0.1453,269,17100,0.12301,0.16743
1160,1160,2021,Baden-Wuerttemberg,Never,0.1598,301,17100,0.13718,0.1823
1161,1161,2021,Bavaria,At least once per week,0.56974,1584,17100,0.53166,0.61035
1162,1162,2021,Bavaria,At least once per month,0.11328,267,17100,0.09605,0.13206
1163,1163,2021,Bavaria,Seldom,0.13061,371,17100,0.11456,0.14817
1164,1164,2021,Bavaria,Never,0.18637,457,17100,0.16062,0.21053
1165,1165,2021,Berlin,At least once per week,0.55293,468,17100,0.48831,0.61129
1166,1166,2021,Berlin,At least once per month,0.08382,80,17100,0.06178,0.11055
1167,1167,2021,Berlin,Seldom,0.15838,114,17100,0.12293,0.20373
1168,1168,2021,Berlin,Never,0.20487,129,17100,0.16496,0.2477
1169,1169,2021,Brandenburg,At least once per week,0.49921,344,17100,0.43124,0.56934
1170,1170,2021,Brandenburg,At least once per month,0.11446,60,17100,0.08255,0.15938
1171,1171,2021,Brandenburg,Seldom,0.19624,107,17100,0.16129,0.23943
1172,1172,2021,Brandenburg,Never,0.19008,149,17100,0.16123,0.22068
1173,1173,2021,Mecklenburg-Western Pomerania,At least once per week,0.48643,199,17100,0.40948,0.55024
1174,1174,2021,Mecklenburg-Western Pomerania,At least once per month,0.09176,32,17100,0.05778,0.13552
1175,1175,2021,Mecklenburg-Western Pomerania,Seldom,0.14741,63,17100,0.10419,0.18932
1176,1176,2021,Mecklenburg-Western Pomerania,Never,0.2744,99,17100,0.21693,0.33813
1177,1177,2021,Saxony,At least once per week,0.49705,582,17100,0.44078,0.54795
1178,1178,2021,Saxony,At least once per month,0.1104,89,17100,0.07401,0.14644
1179,1179,2021,Saxony,Seldom,0.18636,203,17100,0.16058,0.22044
1180,1180,2021,Saxony,Never,0.20619,242,17100,0.17479,0.23784
1181,1181,2021,Saxony-Anhalt,At least once per week,0.47133,264,17100,0.38201,0.554
1182,1182,2021,Saxony-Anhalt,At least once per month,0.11158,50,17100,0.07777,0.15135
1183,1183,2021,Saxony-Anhalt,Seldom,0.15203,98,17100,0.11744,0.18932
1184,1184,2021,Saxony-Anhalt,Never,0.26506,151,17100,0.22192,0.31345
1185,1185,2021,Thuringa,At least once per week,0.52757,303,17100,0.43895,0.60432
1186,1186,2021,Thuringa,At least once per month,0.05616,47,17100,0.03752,0.07976
1187,1187,2021,Thuringa,Seldom,0.08615,70,17100,0.06248,0.11431
1188,1188,2021,Thuringa,Never,0.33013,173,17100,0.26804,0.38086
