,Unnamed: 0,year,bula_h,pgisced97,ple0005,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1061,1061,2020,Hesse,Lower Secondary Level,A Little,0.3287,67,26497,0.23806,0.45023
1062,1062,2020,Hesse,Lower Secondary Level,Not at all,0.3769,114,26497,0.28777,0.48024
1063,1063,2020,Hesse,Upper Secondary Level,Strong,0.14598,85,26497,0.11848,0.17763
1064,1064,2020,Hesse,Upper Secondary Level,A Little,0.40815,278,26497,0.35537,0.47379
1065,1065,2020,Hesse,Upper Secondary Level,Not at all,0.44587,360,26497,0.36905,0.50956
1066,1066,2020,Hesse,Post-secondary Non-tertiary Level,A Little,0.44668,66,26497,0.31813,0.59905
1067,1067,2020,Hesse,Post-secondary Non-tertiary Level,Not at all,0.55332,107,26497,0.41746,0.70786
1068,1068,2020,Hesse,First Stage of Tertiary Education,A Little,0.33755,39,26497,0.25583,0.435
1069,1069,2020,Hesse,First Stage of Tertiary Education,Not at all,0.66245,40,26497,0.49258,0.86507
1070,1070,2020,Hesse,Second Stage of Tertiary Education,Strong,0.06558,45,26497,0.0424,0.09064
1071,1071,2020,Hesse,Second Stage of Tertiary Education,A Little,0.40651,215,26497,0.32431,0.50246
1072,1072,2020,Hesse,Second Stage of Tertiary Education,Not at all,0.52791,351,26497,0.44083,0.62632
1073,1073,2020,"Rhineland-Palatinate, Saarland",Primary Level,Not at all,1.0,56,26497,0.70527,1.41667
1074,1074,2020,"Rhineland-Palatinate, Saarland",Lower Secondary Level,A Little,0.48264,79,26497,0.34638,0.62586
1075,1075,2020,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not at all,0.51736,113,26497,0.38611,0.66465
1076,1076,2020,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Strong,0.1867,92,26497,0.15172,0.22474
1077,1077,2020,"Rhineland-Palatinate, Saarland",Upper Secondary Level,A Little,0.39427,244,26497,0.3428,0.44569
1078,1078,2020,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not at all,0.41903,305,26497,0.36142,0.47567
1079,1079,2020,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,A Little,0.41981,51,26497,0.29495,0.59492
1080,1080,2020,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Not at all,0.58019,74,26497,0.4078,0.80715
1081,1081,2020,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,A Little,0.40543,31,26497,0.26947,0.54862
1082,1082,2020,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Not at all,0.59457,37,26497,0.46636,0.73541
1083,1083,2020,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,A Little,0.33683,109,26497,0.27046,0.4114
1084,1084,2020,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not at all,0.66317,184,26497,0.52067,0.82062
1085,1085,2020,Baden-Wuerttemberg,Pre-primary Level,Not at all,1.0,39,26497,0.66232,1.4109
1086,1086,2020,Baden-Wuerttemberg,Primary Level,Strong,0.23762,33,26497,0.08199,0.46293
1087,1087,2020,Baden-Wuerttemberg,Primary Level,A Little,0.49705,55,26497,0.20609,0.83406
1088,1088,2020,Baden-Wuerttemberg,Primary Level,Not at all,0.26534,84,26497,0.1485,0.40676
1089,1089,2020,Baden-Wuerttemberg,Lower Secondary Level,Strong,0.21145,61,26497,0.14987,0.27982
1090,1090,2020,Baden-Wuerttemberg,Lower Secondary Level,A Little,0.44223,125,26497,0.34991,0.52777
1091,1091,2020,Baden-Wuerttemberg,Lower Secondary Level,Not at all,0.34631,156,26497,0.26914,0.43114
1092,1092,2020,Baden-Wuerttemberg,Upper Secondary Level,Strong,0.14217,146,26497,0.12209,0.16616
1093,1093,2020,Baden-Wuerttemberg,Upper Secondary Level,A Little,0.40053,425,26497,0.3586,0.44555
1094,1094,2020,Baden-Wuerttemberg,Upper Secondary Level,Not at all,0.4573,570,26497,0.40529,0.50952
1095,1095,2020,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,A Little,0.4309,97,26497,0.34105,0.55668
1096,1096,2020,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Not at all,0.5691,154,26497,0.45252,0.70466
1097,1097,2020,Baden-Wuerttemberg,First Stage of Tertiary Education,A Little,0.45401,70,26497,0.32448,0.58957
1098,1098,2020,Baden-Wuerttemberg,First Stage of Tertiary Education,Not at all,0.54599,78,26497,0.3966,0.72132
1099,1099,2020,Baden-Wuerttemberg,Second Stage of Tertiary Education,Strong,0.0666,56,26497,0.04441,0.08928
1100,1100,2020,Baden-Wuerttemberg,Second Stage of Tertiary Education,A Little,0.30883,291,26497,0.26439,0.35171
1101,1101,2020,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not at all,0.62457,596,26497,0.55284,0.69849
1102,1102,2020,Bavaria,Primary Level,Strong,0.24152,34,26497,0.08007,0.48604
1103,1103,2020,Bavaria,Primary Level,A Little,0.25777,55,26497,0.13769,0.35301
1104,1104,2020,Bavaria,Primary Level,Not at all,0.50071,77,26497,0.22483,0.86465
1105,1105,2020,Bavaria,Lower Secondary Level,Strong,0.22036,82,26497,0.16171,0.28597
1106,1106,2020,Bavaria,Lower Secondary Level,A Little,0.41639,158,26497,0.33942,0.4962
1107,1107,2020,Bavaria,Lower Secondary Level,Not at all,0.36325,223,26497,0.2699,0.45203
1108,1108,2020,Bavaria,Upper Secondary Level,Strong,0.14799,240,26497,0.12698,0.16921
1109,1109,2020,Bavaria,Upper Secondary Level,A Little,0.43975,737,26497,0.39838,0.47958
1110,1110,2020,Bavaria,Upper Secondary Level,Not at all,0.41226,849,26497,0.37938,0.45211
1111,1111,2020,Bavaria,Post-secondary Non-tertiary Level,A Little,0.37253,127,26497,0.28995,0.47988
1112,1112,2020,Bavaria,Post-secondary Non-tertiary Level,Not at all,0.62747,175,26497,0.50157,0.77042
1113,1113,2020,Bavaria,First Stage of Tertiary Education,A Little,0.44168,97,26497,0.32002,0.55077
1114,1114,2020,Bavaria,First Stage of Tertiary Education,Not at all,0.55832,118,26497,0.44146,0.68692
1115,1115,2020,Bavaria,Second Stage of Tertiary Education,Strong,0.0731,77,26497,0.05449,0.09215
1116,1116,2020,Bavaria,Second Stage of Tertiary Education,A Little,0.30078,372,26497,0.26096,0.34514
1117,1117,2020,Bavaria,Second Stage of Tertiary Education,Not at all,0.62612,767,26497,0.55879,0.70027
1118,1118,2020,Berlin,Lower Secondary Level,A Little,0.6078,42,26497,0.36754,0.87176
1119,1119,2020,Berlin,Lower Secondary Level,Not at all,0.3922,49,26497,0.19045,0.66094
1120,1120,2020,Berlin,Upper Secondary Level,Strong,0.2401,76,26497,0.18535,0.29479
1121,1121,2020,Berlin,Upper Secondary Level,A Little,0.3906,125,26497,0.32016,0.46606
1122,1122,2020,Berlin,Upper Secondary Level,Not at all,0.3693,177,26497,0.30127,0.43124
1123,1123,2020,Berlin,Post-secondary Non-tertiary Level,Not at all,1.0,53,26497,0.72965,1.35762
1124,1124,2020,Berlin,Second Stage of Tertiary Education,Strong,0.09996,53,26497,0.06641,0.13012
1125,1125,2020,Berlin,Second Stage of Tertiary Education,A Little,0.32646,168,26497,0.25292,0.38568
1126,1126,2020,Berlin,Second Stage of Tertiary Education,Not at all,0.57358,357,26497,0.49142,0.66468
1127,1127,2020,Brandenburg,Lower Secondary Level,A Little,0.3256,36,26497,0.22274,0.45003
1128,1128,2020,Brandenburg,Lower Secondary Level,Not at all,0.6744,39,26497,0.39347,1.09535
1129,1129,2020,Brandenburg,Upper Secondary Level,Strong,0.19159,92,26497,0.14482,0.25074
1130,1130,2020,Brandenburg,Upper Secondary Level,A Little,0.46576,226,26497,0.41541,0.53896
1131,1131,2020,Brandenburg,Upper Secondary Level,Not at all,0.34265,196,26497,0.28795,0.41798
1132,1132,2020,Brandenburg,Post-secondary Non-tertiary Level,Not at all,1.0,42,26497,0.61997,1.39692
1133,1133,2020,Brandenburg,First Stage of Tertiary Education,A Little,1.0,35,26497,0.61834,1.41498
1134,1134,2020,Brandenburg,Second Stage of Tertiary Education,Strong,0.1319,38,26497,0.08439,0.18789
1135,1135,2020,Brandenburg,Second Stage of Tertiary Education,A Little,0.4131,126,26497,0.3114,0.52154
1136,1136,2020,Brandenburg,Second Stage of Tertiary Education,Not at all,0.45501,130,26497,0.3548,0.60392
1137,1137,2020,Mecklenburg-Western Pomerania,Upper Secondary Level,Strong,0.1824,44,26497,0.14656,0.23082
1138,1138,2020,Mecklenburg-Western Pomerania,Upper Secondary Level,A Little,0.4948,102,26497,0.40201,0.63376
1139,1139,2020,Mecklenburg-Western Pomerania,Upper Secondary Level,Not at all,0.3228,91,26497,0.24778,0.39645
1140,1140,2020,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,A Little,0.47394,57,26497,0.37583,0.59351
1141,1141,2020,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Not at all,0.52606,71,26497,0.34894,0.72154
1142,1142,2020,Saxony,Primary Level,Not at all,1.0,38,26497,0.36904,1.87715
1143,1143,2020,Saxony,Lower Secondary Level,A Little,0.37605,36,26497,0.19711,0.63664
1144,1144,2020,Saxony,Lower Secondary Level,Not at all,0.62395,83,26497,0.43053,0.87403
1145,1145,2020,Saxony,Upper Secondary Level,Strong,0.145,103,26497,0.12059,0.1776
1146,1146,2020,Saxony,Upper Secondary Level,A Little,0.35392,268,26497,0.31137,0.39422
1147,1147,2020,Saxony,Upper Secondary Level,Not at all,0.50108,354,26497,0.43728,0.56981
1148,1148,2020,Saxony,Post-secondary Non-tertiary Level,Not at all,1.0,50,26497,0.64749,1.51921
1149,1149,2020,Saxony,First Stage of Tertiary Education,A Little,0.39289,50,26497,0.26862,0.5327
1150,1150,2020,Saxony,First Stage of Tertiary Education,Not at all,0.60711,61,26497,0.39994,0.86957
1151,1151,2020,Saxony,Second Stage of Tertiary Education,Strong,0.0877,45,26497,0.0659,0.11387
1152,1152,2020,Saxony,Second Stage of Tertiary Education,A Little,0.40936,183,26497,0.34926,0.4721
1153,1153,2020,Saxony,Second Stage of Tertiary Education,Not at all,0.50293,256,26497,0.42695,0.60434
1154,1154,2020,Saxony-Anhalt,Primary Level,Not at all,1.0,35,26497,0.51319,1.87544
1155,1155,2020,Saxony-Anhalt,Lower Secondary Level,Not at all,1.0,40,26497,0.6742,1.33191
1156,1156,2020,Saxony-Anhalt,Upper Secondary Level,Strong,0.17273,69,26497,0.14107,0.2105
1157,1157,2020,Saxony-Anhalt,Upper Secondary Level,A Little,0.54023,222,26497,0.46017,0.62834
1158,1158,2020,Saxony-Anhalt,Upper Secondary Level,Not at all,0.28705,141,26497,0.21933,0.35646
1159,1159,2020,Saxony-Anhalt,First Stage of Tertiary Education,A Little,1.0,32,26497,0.55036,1.56934
1160,1160,2020,Saxony-Anhalt,Second Stage of Tertiary Education,A Little,0.5263,108,26497,0.4251,0.63694
1161,1161,2020,Saxony-Anhalt,Second Stage of Tertiary Education,Not at all,0.4737,106,26497,0.35296,0.67597
1162,1162,2020,Thuringa,Lower Secondary Level,Not at all,1.0,32,26497,0.63058,1.56393
1163,1163,2020,Thuringa,Upper Secondary Level,Strong,0.26398,96,26497,0.21121,0.32494
1164,1164,2020,Thuringa,Upper Secondary Level,A Little,0.33679,193,26497,0.28815,0.39156
1165,1165,2020,Thuringa,Upper Secondary Level,Not at all,0.39923,198,26497,0.3451,0.47354
1166,1166,2020,Thuringa,First Stage of Tertiary Education,A Little,1.0,34,26497,0.56131,1.66085
1167,1167,2020,Thuringa,Second Stage of Tertiary Education,A Little,0.36196,86,26497,0.26476,0.46258
1168,1168,2020,Thuringa,Second Stage of Tertiary Education,Not at all,0.63804,142,26497,0.50805,0.80922
