,Unnamed: 0,year,bula_h,m11124,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
872,872,2019,Mecklenburg-Western Pomerania,Disabled (> 30%),0.17541,71,25657,0.12861,0.22003
873,873,2019,Saxony,Not Disabled (<= 30%),0.8828,1455,25657,0.82659,0.94361
874,874,2019,Saxony,Disabled (> 30%),0.1172,176,25657,0.09821,0.13743
875,875,2019,Saxony-Anhalt,Not Disabled (<= 30%),0.90453,808,25657,0.8314,0.98698
876,876,2019,Saxony-Anhalt,Disabled (> 30%),0.09547,79,25657,0.07531,0.12602
877,877,2019,Thuringa,Not Disabled (<= 30%),0.87173,804,25657,0.79718,0.96269
878,878,2019,Thuringa,Disabled (> 30%),0.12827,118,25657,0.10477,0.16222
879,879,2020,Schleswig-Holstein,Not Disabled (<= 30%),0.87719,934,28344,0.79389,0.95226
880,880,2020,Schleswig-Holstein,Disabled (> 30%),0.12281,97,28344,0.09981,0.14317
881,881,2020,Hamburg,Not Disabled (<= 30%),0.87318,528,28344,0.78257,0.97454
882,882,2020,Hamburg,Disabled (> 30%),0.12682,50,28344,0.09044,0.16684
883,883,2020,Lower Saxony,Not Disabled (<= 30%),0.86907,2554,28344,0.82362,0.91203
884,884,2020,Lower Saxony,Disabled (> 30%),0.13093,239,28344,0.11451,0.14762
885,885,2020,Bremen,Not Disabled (<= 30%),1.0,252,28344,0.81715,1.21891
886,886,2020,North Rhine-Westphalia,Not Disabled (<= 30%),0.85778,5535,28344,0.82461,0.88867
887,887,2020,North Rhine-Westphalia,Disabled (> 30%),0.14222,615,28344,0.13151,0.15642
888,888,2020,Hesse,Not Disabled (<= 30%),0.87023,1834,28344,0.81265,0.93465
889,889,2020,Hesse,Disabled (> 30%),0.12977,197,28344,0.11515,0.14458
890,890,2020,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.8544,1364,28344,0.79495,0.91175
891,891,2020,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.1456,154,28344,0.12529,0.1697
892,892,2020,Baden-Wuerttemberg,Not Disabled (<= 30%),0.88837,2905,28344,0.84361,0.93121
893,893,2020,Baden-Wuerttemberg,Disabled (> 30%),0.11163,254,28344,0.09958,0.12629
894,894,2020,Bavaria,Not Disabled (<= 30%),0.88405,3942,28344,0.8533,0.92081
895,895,2020,Bavaria,Disabled (> 30%),0.11595,391,28344,0.10389,0.12985
896,896,2020,Berlin,Not Disabled (<= 30%),0.84184,1155,28344,0.77029,0.91972
897,897,2020,Berlin,Disabled (> 30%),0.15816,121,28344,0.12433,0.19094
898,898,2020,Brandenburg,Not Disabled (<= 30%),0.86344,1001,28344,0.78571,0.94773
899,899,2020,Brandenburg,Disabled (> 30%),0.13656,143,28344,0.11626,0.15802
900,900,2020,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.80078,471,28344,0.71593,0.88649
901,901,2020,Mecklenburg-Western Pomerania,Disabled (> 30%),0.19922,60,28344,0.15239,0.25127
902,902,2020,Saxony,Not Disabled (<= 30%),0.88336,1461,28344,0.83203,0.93798
903,903,2020,Saxony,Disabled (> 30%),0.11664,174,28344,0.0985,0.13339
904,904,2020,Saxony-Anhalt,Not Disabled (<= 30%),0.90232,866,28344,0.82354,0.98337
905,905,2020,Saxony-Anhalt,Disabled (> 30%),0.09768,81,28344,0.07607,0.12682
906,906,2020,Thuringa,Not Disabled (<= 30%),0.86286,849,28344,0.79191,0.9353
907,907,2020,Thuringa,Disabled (> 30%),0.13714,117,28344,0.10693,0.17389
908,908,2021,Schleswig-Holstein,Not Disabled (<= 30%),0.90647,758,19221,0.82881,1.01652
909,909,2021,Schleswig-Holstein,Disabled (> 30%),0.09353,72,19221,0.06916,0.12358
910,910,2021,Hamburg,Not Disabled (<= 30%),0.86563,408,19221,0.74011,0.99863
911,911,2021,Hamburg,Disabled (> 30%),0.13437,41,19221,0.09564,0.18057
912,912,2021,Lower Saxony,Not Disabled (<= 30%),0.88456,1728,19221,0.82408,0.95832
913,913,2021,Lower Saxony,Disabled (> 30%),0.11544,173,19221,0.0957,0.13645
914,914,2021,Bremen,Not Disabled (<= 30%),1.0,144,19221,0.77362,1.21231
915,915,2021,North Rhine-Westphalia,Not Disabled (<= 30%),0.85799,3675,19221,0.82224,0.90018
916,916,2021,North Rhine-Westphalia,Disabled (> 30%),0.14201,443,19221,0.12843,0.15744
917,917,2021,Hesse,Not Disabled (<= 30%),0.85618,1190,19221,0.76805,0.93891
918,918,2021,Hesse,Disabled (> 30%),0.14382,135,19221,0.11667,0.16967
919,919,2021,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.83958,881,19221,0.74808,0.91592
920,920,2021,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.16042,119,19221,0.13849,0.18176
921,921,2021,Baden-Wuerttemberg,Not Disabled (<= 30%),0.88243,1984,19221,0.83132,0.93647
922,922,2021,Baden-Wuerttemberg,Disabled (> 30%),0.11757,189,19221,0.10035,0.14048
923,923,2021,Bavaria,Not Disabled (<= 30%),0.87468,2571,19221,0.82953,0.92465
924,924,2021,Bavaria,Disabled (> 30%),0.12532,293,19221,0.10842,0.14413
925,925,2021,Berlin,Not Disabled (<= 30%),0.84032,812,19221,0.76886,0.9346
926,926,2021,Berlin,Disabled (> 30%),0.15968,95,19221,0.12688,0.19102
927,927,2021,Brandenburg,Not Disabled (<= 30%),0.87486,608,19221,0.78138,0.98292
928,928,2021,Brandenburg,Disabled (> 30%),0.12514,92,19221,0.09723,0.15818
929,929,2021,Mecklenburg-Western Pomerania,Not Disabled (<= 30%),0.7865,351,19221,0.68918,0.87625
930,930,2021,Mecklenburg-Western Pomerania,Disabled (> 30%),0.2135,57,19221,0.1576,0.27651
931,931,2021,Saxony,Not Disabled (<= 30%),0.88248,1037,19221,0.81703,0.95962
932,932,2021,Saxony,Disabled (> 30%),0.11752,126,19221,0.10154,0.13737
933,933,2021,Saxony-Anhalt,Not Disabled (<= 30%),0.89336,565,19221,0.78775,1.00788
934,934,2021,Saxony-Anhalt,Disabled (> 30%),0.10664,40,19221,0.06511,0.15437
935,935,2021,Thuringa,Not Disabled (<= 30%),0.86764,558,19221,0.76789,0.98285
936,936,2021,Thuringa,Disabled (> 30%),0.13236,76,19221,0.10206,0.17451
