"ple0055","year","age_gr","n","percent","lower_confidence_percent","upper_confidence_percent"
"15","2012","17-29","","","",""
"15","2012","30-45","","","",""
"15","2012","46-65","1","","",""
"15","2012","66","","","",""
"16","2012","17-29","","","",""
"16","2012","30-45","","","",""
"16","2012","46-65","","","",""
"16","2012","66","","","",""
"17","2012","17-29","","","",""
"17","2012","30-45","","","",""
"17","2012","46-65","","","",""
"17","2012","66","","","",""
"18","2012","17-29","","","",""
"18","2012","30-45","","","",""
"18","2012","46-65","","","",""
"18","2012","66","","","",""
"19","2012","17-29","","","",""
"19","2012","30-45","","","",""
"19","2012","46-65","","","",""
"19","2012","66","","","",""
"20","2012","17-29","","","",""
"20","2012","30-45","","","",""
"20","2012","46-65","","","",""
"20","2012","66","","","",""
"21","2012","17-29","","","",""
"21","2012","30-45","","","",""
"21","2012","46-65","","","",""
"21","2012","66","","","",""
"22","2012","17-29","","","",""
"22","2012","30-45","","","",""
"22","2012","46-65","","","",""
"22","2012","66","","","",""
"23","2012","17-29","","","",""
"23","2012","30-45","","","",""
"23","2012","46-65","","","",""
"23","2012","66","","","",""
"24","2012","17-29","","","",""
"24","2012","30-45","","","",""
"24","2012","46-65","","","",""
"24","2012","66","","","",""
"25","2012","17-29","","","",""
"25","2012","30-45","","","",""
"25","2012","46-65","","","",""
"25","2012","66","","","",""
"26","2012","17-29","","","",""
"26","2012","30-45","","","",""
"26","2012","46-65","","","",""
"26","2012","66","","","",""
"27","2012","17-29","","","",""
"27","2012","30-45","","","",""
"27","2012","46-65","","","",""
"27","2012","66","","","",""
"28","2012","17-29","","","",""
"28","2012","30-45","","","",""
"28","2012","46-65","","","",""
"28","2012","66","","","",""
"30","2012","17-29","","","",""
"30","2012","30-45","","","",""
"30","2012","46-65","","","",""
"30","2012","66","","","",""
"31","2012","17-29","","","",""
"31","2012","30-45","","","",""
"31","2012","46-65","","","",""
"31","2012","66","","","",""
"32","2012","17-29","","","",""
"32","2012","30-45","","","",""
"32","2012","46-65","","","",""
"32","2012","66","","","",""
"35","2012","17-29","","","",""
"35","2012","30-45","","","",""
"35","2012","46-65","","","",""
"35","2012","66","","","",""
"36","2012","17-29","","","",""
"36","2012","30-45","","","",""
"36","2012","46-65","","","",""
"36","2012","66","","","",""
"40","2012","17-29","","","",""
"40","2012","30-45","","","",""
"40","2012","46-65","","","",""
"40","2012","66","","","",""
"42","2012","17-29","","","",""
"42","2012","30-45","","","",""
"42","2012","46-65","","","",""
"42","2012","66","","","",""
"45","2012","17-29","","","",""
"45","2012","30-45","","","",""
"45","2012","46-65","","","",""
"45","2012","66","","","",""
"48","2012","17-29","","","",""
"48","2012","30-45","","","",""
"48","2012","46-65","","","",""
"48","2012","66","","","",""
"50","2012","17-29","","","",""
"50","2012","30-45","","","",""
"50","2012","46-65","","","",""
"50","2012","66","","","",""
"51","2012","17-29","","","",""
"51","2012","30-45","","","",""
"51","2012","46-65","","","",""
"51","2012","66","","","",""
"64","2012","17-29","","","",""
"64","2012","30-45","","","",""
"64","2012","46-65","","","",""
"64","2012","66","","","",""
"65","2012","17-29","","","",""
"65","2012","30-45","","","",""
"65","2012","46-65","","","",""
"65","2012","66","","","",""
"90","2012","17-29","","","",""
"90","2012","30-45","","","",""
"90","2012","46-65","","","",""
"90","2012","66","","","",""
"98","2012","17-29","","","",""
"98","2012","30-45","","","",""
"98","2012","46-65","","","",""
"98","2012","66","","","",""
"100","2012","17-29","","","",""
"100","2012","30-45","","","",""
"100","2012","46-65","","","",""
"100","2012","66","","","",""
"0","2013","17-29","","","",""
"0","2013","30-45","","","",""
"0","2013","46-65","","","",""
"0","2013","66","","","",""
"1","2013","17-29","320","0.8127455140448","0.774273674825397","0.851217353264203"
"1","2013","30-45","716","0.830235110190002","0.805331319653785","0.855138900726219"
"1","2013","46-65","785","0.701794176481626","0.674421884105386","0.729166468857867"
"1","2013","66","","","",""
"2","2013","17-29","56","0.138058305093767","0.104039445042243","0.17207716514529"
"2","2013","30-45","118","0.123705863793607","0.10186543980732","0.145546287779893"
"2","2013","46-65","199","0.206464081637102","0.182245217044746","0.230682946229457"
"2","2013","66","","","",""
"3","2013","17-29","11","","",""
"3","2013","30-45","23","","",""
"3","2013","46-65","59","0.0645827549249919","0.0498762592495153","0.0792892506004685"
"3","2013","66","","","",""
"4","2013","17-29","4","","",""
"4","2013","30-45","6","","",""
"4","2013","46-65","12","","",""
"4","2013","66","","","",""
"5","2013","17-29","1","","",""
"5","2013","30-45","4","","",""
"5","2013","46-65","6","","",""
"5","2013","66","","","",""
"6","2013","17-29","","","",""
"6","2013","30-45","4","","",""
"6","2013","46-65","5","","",""
"6","2013","66","","","",""
"7","2013","17-29","1","","",""
"7","2013","30-45","","","",""
"7","2013","46-65","1","","",""
"7","2013","66","","","",""
"8","2013","17-29","1","","",""
"8","2013","30-45","1","","",""
"8","2013","46-65","2","","",""
"8","2013","66","","","",""
"9","2013","17-29","","","",""
"9","2013","30-45","","","",""
"9","2013","46-65","2","","",""
"9","2013","66","","","",""
"10","2013","17-29","1","","",""
"10","2013","30-45","1","","",""
"10","2013","46-65","1","","",""
"10","2013","66","","","",""
"11","2013","17-29","","","",""
"11","2013","30-45","","","",""
"11","2013","46-65","","","",""
"11","2013","66","","","",""
"12","2013","17-29","","","",""
"12","2013","30-45","","","",""
"12","2013","46-65","","","",""
"12","2013","66","","","",""
"13","2013","17-29","","","",""
"13","2013","30-45","","","",""
"13","2013","46-65","","","",""
"13","2013","66","","","",""
"14","2013","17-29","","","",""
"14","2013","30-45","","","",""
"14","2013","46-65","1","","",""
"14","2013","66","","","",""
"15","2013","17-29","","","",""
"15","2013","30-45","","","",""
"15","2013","46-65","","","",""
"15","2013","66","","","",""
"16","2013","17-29","","","",""
"16","2013","30-45","","","",""
"16","2013","46-65","","","",""
"16","2013","66","","","",""
"17","2013","17-29","","","",""
"17","2013","30-45","","","",""
"17","2013","46-65","","","",""
"17","2013","66","","","",""
"18","2013","17-29","","","",""
"18","2013","30-45","","","",""
"18","2013","46-65","","","",""
"18","2013","66","","","",""
"19","2013","17-29","","","",""
"19","2013","30-45","","","",""
"19","2013","46-65","","","",""
"19","2013","66","","","",""
"20","2013","17-29","","","",""
"20","2013","30-45","","","",""
"20","2013","46-65","","","",""
"20","2013","66","","","",""
"21","2013","17-29","","","",""
"21","2013","30-45","","","",""
"21","2013","46-65","","","",""
"21","2013","66","","","",""
"22","2013","17-29","","","",""
"22","2013","30-45","","","",""
"22","2013","46-65","","","",""
"22","2013","66","","","",""
"23","2013","17-29","","","",""
"23","2013","30-45","","","",""
"23","2013","46-65","","","",""
"23","2013","66","","","",""
"24","2013","17-29","","","",""
"24","2013","30-45","","","",""
"24","2013","46-65","","","",""
"24","2013","66","","","",""
"25","2013","17-29","","","",""
"25","2013","30-45","","","",""
"25","2013","46-65","","","",""
"25","2013","66","","","",""
"26","2013","17-29","","","",""
"26","2013","30-45","","","",""
"26","2013","46-65","","","",""
"26","2013","66","","","",""
"27","2013","17-29","","","",""
"27","2013","30-45","","","",""
"27","2013","46-65","","","",""
"27","2013","66","","","",""
"28","2013","17-29","","","",""
"28","2013","30-45","","","",""
"28","2013","46-65","","","",""
"28","2013","66","","","",""
"30","2013","17-29","","","",""
"30","2013","30-45","","","",""
"30","2013","46-65","","","",""
"30","2013","66","","","",""
"31","2013","17-29","","","",""
"31","2013","30-45","","","",""
"31","2013","46-65","","","",""
"31","2013","66","","","",""
"32","2013","17-29","","","",""
"32","2013","30-45","","","",""
"32","2013","46-65","","","",""
"32","2013","66","","","",""
"35","2013","17-29","","","",""
"35","2013","30-45","","","",""
"35","2013","46-65","","","",""
"35","2013","66","","","",""
"36","2013","17-29","","","",""
"36","2013","30-45","","","",""
"36","2013","46-65","","","",""
"36","2013","66","","","",""
"40","2013","17-29","","","",""
"40","2013","30-45","","","",""
"40","2013","46-65","","","",""
"40","2013","66","","","",""
"42","2013","17-29","","","",""
"42","2013","30-45","","","",""
"42","2013","46-65","","","",""
"42","2013","66","","","",""
"45","2013","17-29","","","",""
"45","2013","30-45","","","",""
"45","2013","46-65","","","",""
"45","2013","66","","","",""
"48","2013","17-29","","","",""
"48","2013","30-45","","","",""
"48","2013","46-65","","","",""
"48","2013","66","","","",""
"50","2013","17-29","","","",""
"50","2013","30-45","","","",""
"50","2013","46-65","","","",""
"50","2013","66","","","",""
"51","2013","17-29","","","",""
"51","2013","30-45","","","",""
"51","2013","46-65","","","",""
"51","2013","66","","","",""
"64","2013","17-29","","","",""
"64","2013","30-45","","","",""
"64","2013","46-65","","","",""
"64","2013","66","","","",""
"65","2013","17-29","","","",""
"65","2013","30-45","","","",""
"65","2013","46-65","","","",""
"65","2013","66","","","",""
"90","2013","17-29","","","",""
"90","2013","30-45","","","",""
"90","2013","46-65","","","",""
"90","2013","66","","","",""
"98","2013","17-29","","","",""
"98","2013","30-45","","","",""
"98","2013","46-65","","","",""
"98","2013","66","","","",""
"100","2013","17-29","","","",""
"100","2013","30-45","","","",""
"100","2013","46-65","","","",""
"100","2013","66","","","",""
"0","2014","17-29","","","",""
"0","2014","30-45","","","",""
"0","2014","46-65","","","",""
"0","2014","66","","","",""
"1","2014","17-29","259","0.843837559715557","0.804249469671941","0.883425649759174"
"1","2014","30-45","551","0.81124821636002","0.781595980786138","0.840900451933903"
"1","2014","46-65","752","0.759812450906888","0.733093414273638","0.786531487540138"
"1","2014","66","","","",""
"2","2014","17-29","42","0.0854938335494937","0.0550003146121444","0.115987352486843"
"2","2014","30-45","84","0.13525689328682","0.10934147097178","0.161172315601859"
"2","2014","46-65","155","0.149345852419581","0.127053010209651","0.171638694629511"
"2","2014","66","","","",""
"3","2014","17-29","14","","",""
"3","2014","30-45","26","","",""
"3","2014","46-65","45","0.0611581119394702","0.0461710807556059","0.0761451431233345"
"3","2014","66","","","",""
"4","2014","17-29","3","","",""
"4","2014","30-45","1","","",""
"4","2014","46-65","18","","",""
"4","2014","66","","","",""
"5","2014","17-29","3","","",""
"5","2014","30-45","2","","",""
"5","2014","46-65","4","","",""
"5","2014","66","","","",""
"6","2014","17-29","1","","",""
"6","2014","30-45","1","","",""
"6","2014","46-65","4","","",""
"6","2014","66","","","",""
"7","2014","17-29","","","",""
"7","2014","30-45","","","",""
"7","2014","46-65","2","","",""
"7","2014","66","","","",""
"8","2014","17-29","","","",""
"8","2014","30-45","1","","",""
"8","2014","46-65","2","","",""
"8","2014","66","","","",""
"9","2014","17-29","","","",""
"9","2014","30-45","1","","",""
"9","2014","46-65","","","",""
"9","2014","66","","","",""
"10","2014","17-29","1","","",""
"10","2014","30-45","1","","",""
"10","2014","46-65","","","",""
"10","2014","66","","","",""
"11","2014","17-29","","","",""
"11","2014","30-45","1","","",""
"11","2014","46-65","","","",""
"11","2014","66","","","",""
"12","2014","17-29","","","",""
"12","2014","30-45","","","",""
"12","2014","46-65","","","",""
"12","2014","66","","","",""
"13","2014","17-29","","","",""
"13","2014","30-45","","","",""
"13","2014","46-65","","","",""
"13","2014","66","","","",""
"14","2014","17-29","","","",""
"14","2014","30-45","","","",""
"14","2014","46-65","","","",""
"14","2014","66","","","",""
"15","2014","17-29","","","",""
"15","2014","30-45","","","",""
"15","2014","46-65","","","",""
"15","2014","66","","","",""
"16","2014","17-29","","","",""
"16","2014","30-45","","","",""
"16","2014","46-65","","","",""
"16","2014","66","","","",""
"17","2014","17-29","","","",""
"17","2014","30-45","","","",""
"17","2014","46-65","","","",""
"17","2014","66","","","",""
"18","2014","17-29","","","",""
"18","2014","30-45","","","",""
"18","2014","46-65","","","",""
"18","2014","66","","","",""
"19","2014","17-29","","","",""
"19","2014","30-45","","","",""
"19","2014","46-65","","","",""
"19","2014","66","","","",""
"20","2014","17-29","","","",""
"20","2014","30-45","","","",""
"20","2014","46-65","","","",""
"20","2014","66","","","",""
"21","2014","17-29","","","",""
"21","2014","30-45","","","",""
"21","2014","46-65","","","",""
"21","2014","66","","","",""
"22","2014","17-29","","","",""
"22","2014","30-45","","","",""
"22","2014","46-65","","","",""
"22","2014","66","","","",""
"23","2014","17-29","","","",""
"23","2014","30-45","","","",""
"23","2014","46-65","","","",""
"23","2014","66","","","",""
"24","2014","17-29","","","",""
"24","2014","30-45","","","",""
"24","2014","46-65","","","",""
"24","2014","66","","","",""
"25","2014","17-29","","","",""
"25","2014","30-45","","","",""
"25","2014","46-65","","","",""
"25","2014","66","","","",""
"26","2014","17-29","","","",""
"26","2014","30-45","","","",""
"26","2014","46-65","","","",""
"26","2014","66","","","",""
"27","2014","17-29","","","",""
"27","2014","30-45","","","",""
"27","2014","46-65","","","",""
"27","2014","66","","","",""
"28","2014","17-29","","","",""
"28","2014","30-45","","","",""
"28","2014","46-65","","","",""
"28","2014","66","","","",""
"30","2014","17-29","","","",""
"30","2014","30-45","","","",""
"30","2014","46-65","","","",""
"30","2014","66","","","",""
"31","2014","17-29","","","",""
"31","2014","30-45","","","",""
"31","2014","46-65","","","",""
"31","2014","66","","","",""
"32","2014","17-29","","","",""
"32","2014","30-45","","","",""
"32","2014","46-65","","","",""
"32","2014","66","","","",""
"35","2014","17-29","","","",""
"35","2014","30-45","","","",""
"35","2014","46-65","","","",""
"35","2014","66","","","",""
"36","2014","17-29","","","",""
"36","2014","30-45","","","",""
"36","2014","46-65","","","",""
"36","2014","66","","","",""
"40","2014","17-29","","","",""
"40","2014","30-45","","","",""
"40","2014","46-65","","","",""
"40","2014","66","","","",""
"42","2014","17-29","","","",""
"42","2014","30-45","","","",""
"42","2014","46-65","","","",""
"42","2014","66","","","",""
"45","2014","17-29","","","",""
"45","2014","30-45","","","",""
"45","2014","46-65","","","",""
"45","2014","66","","","",""
"48","2014","17-29","","","",""
"48","2014","30-45","","","",""
"48","2014","46-65","","","",""
"48","2014","66","","","",""
"50","2014","17-29","","","",""
"50","2014","30-45","","","",""
"50","2014","46-65","","","",""
"50","2014","66","","","",""
"51","2014","17-29","","","",""
"51","2014","30-45","","","",""
"51","2014","46-65","","","",""
"51","2014","66","","","",""
"64","2014","17-29","","","",""
"64","2014","30-45","","","",""
"64","2014","46-65","","","",""
"64","2014","66","","","",""
"65","2014","17-29","","","",""
"65","2014","30-45","","","",""
"65","2014","46-65","","","",""
"65","2014","66","","","",""
"90","2014","17-29","","","",""
"90","2014","30-45","","","",""
"90","2014","46-65","","","",""
"90","2014","66","","","",""
"98","2014","17-29","","","",""
"98","2014","30-45","","","",""
"98","2014","46-65","","","",""
"98","2014","66","","","",""
"100","2014","17-29","","","",""
"100","2014","30-45","","","",""
"100","2014","46-65","","","",""
"100","2014","66","","","",""
"0","2015","17-29","","","",""
"0","2015","30-45","","","",""
"0","2015","46-65","","","",""
"0","2015","66","","","",""
"1","2015","17-29","346","0.848166658845715","0.813598830781765","0.882734486909665"
"1","2015","30-45","629","0.82000378263693","0.792868000390917","0.847139564882943"
"1","2015","46-65","792","0.775195709968701","0.749848964175549","0.800542455761854"
"1","2015","66","","","",""
"2","2015","17-29","45","0.114333316651303","0.0836805643783221","0.144986068924283"
"2","2015","30-45","99","0.122506837842392","0.0993486397839639","0.14566503590082"
"2","2015","46-65","160","0.146356097139849","0.124894698934047","0.16781749534565"
"2","2015","66","","","",""
"3","2015","17-29","14","","",""
"3","2015","30-45","27","","",""
"3","2015","46-65","55","0.05021154063392","0.0369519703657954","0.0634711109020445"
"3","2015","66","","","",""
"4","2015","17-29","2","","",""
"4","2015","30-45","8","","",""
"4","2015","46-65","16","","",""
"4","2015","66","","","",""
"5","2015","17-29","4","","",""
"5","2015","30-45","4","","",""
"5","2015","46-65","7","","",""
"5","2015","66","","","",""
"6","2015","17-29","","","",""
"6","2015","30-45","1","","",""
"6","2015","46-65","5","","",""
"6","2015","66","","","",""
"7","2015","17-29","1","","",""
"7","2015","30-45","","","",""
"7","2015","46-65","1","","",""
"7","2015","66","","","",""
"8","2015","17-29","","","",""
"8","2015","30-45","1","","",""
"8","2015","46-65","4","","",""
"8","2015","66","","","",""
"9","2015","17-29","","","",""
"9","2015","30-45","","","",""
"9","2015","46-65","","","",""
"9","2015","66","","","",""
"10","2015","17-29","1","","",""
"10","2015","30-45","","","",""
"10","2015","46-65","","","",""
"10","2015","66","","","",""
"11","2015","17-29","","","",""
"11","2015","30-45","","","",""
"11","2015","46-65","","","",""
"11","2015","66","","","",""
"12","2015","17-29","1","","",""
"12","2015","30-45","","","",""
"12","2015","46-65","1","","",""
"12","2015","66","","","",""
"13","2015","17-29","","","",""
"13","2015","30-45","","","",""
"13","2015","46-65","","","",""
"13","2015","66","","","",""
"14","2015","17-29","","","",""
"14","2015","30-45","","","",""
"14","2015","46-65","","","",""
"14","2015","66","","","",""
"15","2015","17-29","","","",""
"15","2015","30-45","","","",""
"15","2015","46-65","","","",""
"15","2015","66","","","",""
"16","2015","17-29","","","",""
"16","2015","30-45","","","",""
"16","2015","46-65","","","",""
"16","2015","66","","","",""
"17","2015","17-29","","","",""
"17","2015","30-45","","","",""
"17","2015","46-65","","","",""
"17","2015","66","","","",""
"18","2015","17-29","","","",""
"18","2015","30-45","","","",""
"18","2015","46-65","","","",""
"18","2015","66","","","",""
"19","2015","17-29","","","",""
"19","2015","30-45","","","",""
"19","2015","46-65","","","",""
"19","2015","66","","","",""
"20","2015","17-29","","","",""
"20","2015","30-45","","","",""
"20","2015","46-65","","","",""
"20","2015","66","","","",""
"21","2015","17-29","","","",""
"21","2015","30-45","","","",""
"21","2015","46-65","","","",""
"21","2015","66","","","",""
"22","2015","17-29","","","",""
"22","2015","30-45","","","",""
"22","2015","46-65","","","",""
"22","2015","66","","","",""
"23","2015","17-29","","","",""
"23","2015","30-45","","","",""
"23","2015","46-65","","","",""
"23","2015","66","","","",""
"24","2015","17-29","","","",""
"24","2015","30-45","","","",""
"24","2015","46-65","","","",""
"24","2015","66","","","",""
"25","2015","17-29","","","",""
"25","2015","30-45","","","",""
"25","2015","46-65","1","","",""
"25","2015","66","","","",""
"26","2015","17-29","","","",""
"26","2015","30-45","","","",""
"26","2015","46-65","","","",""
"26","2015","66","","","",""
"27","2015","17-29","","","",""
"27","2015","30-45","","","",""
"27","2015","46-65","","","",""
"27","2015","66","","","",""
"28","2015","17-29","","","",""
"28","2015","30-45","","","",""
"28","2015","46-65","","","",""
"28","2015","66","","","",""
"30","2015","17-29","","","",""
"30","2015","30-45","","","",""
"30","2015","46-65","","","",""
"30","2015","66","","","",""
"31","2015","17-29","","","",""
"31","2015","30-45","","","",""
"31","2015","46-65","","","",""
"31","2015","66","","","",""
"32","2015","17-29","","","",""
"32","2015","30-45","","","",""
"32","2015","46-65","","","",""
"32","2015","66","","","",""
"35","2015","17-29","","","",""
"35","2015","30-45","","","",""
"35","2015","46-65","","","",""
"35","2015","66","","","",""
"36","2015","17-29","","","",""
"36","2015","30-45","","","",""
"36","2015","46-65","","","",""
"36","2015","66","","","",""
"40","2015","17-29","","","",""
"40","2015","30-45","","","",""
"40","2015","46-65","","","",""
"40","2015","66","","","",""
"42","2015","17-29","","","",""
"42","2015","30-45","","","",""
"42","2015","46-65","","","",""
"42","2015","66","","","",""
"45","2015","17-29","","","",""
"45","2015","30-45","","","",""
"45","2015","46-65","","","",""
"45","2015","66","","","",""
"48","2015","17-29","","","",""
"48","2015","30-45","","","",""
"48","2015","46-65","","","",""
"48","2015","66","","","",""
"50","2015","17-29","","","",""
"50","2015","30-45","1","","",""
"50","2015","46-65","","","",""
"50","2015","66","","","",""
"51","2015","17-29","","","",""
"51","2015","30-45","","","",""
"51","2015","46-65","","","",""
"51","2015","66","","","",""
"64","2015","17-29","","","",""
"64","2015","30-45","","","",""
"64","2015","46-65","","","",""
"64","2015","66","","","",""
"65","2015","17-29","","","",""
"65","2015","30-45","","","",""
"65","2015","46-65","","","",""
"65","2015","66","","","",""
"90","2015","17-29","","","",""
"90","2015","30-45","","","",""
"90","2015","46-65","","","",""
"90","2015","66","","","",""
"98","2015","17-29","","","",""
"98","2015","30-45","","","",""
"98","2015","46-65","","","",""
"98","2015","66","","","",""
"100","2015","17-29","","","",""
"100","2015","30-45","","","",""
"100","2015","46-65","","","",""
"100","2015","66","","","",""
"0","2016","17-29","","","",""
"0","2016","30-45","","","",""
"0","2016","46-65","","","",""
"0","2016","66","","","",""
"1","2016","17-29","325","0.822191915470273","0.783999240312761","0.860384590627786"
"1","2016","30-45","659","0.827079211445902","0.800790961044143","0.853367461847661"
"1","2016","46-65","740","0.758291534298588","0.731582785147401","0.785000283449775"
"1","2016","66","","","",""
"2","2016","17-29","47","0.1412950193229","0.106501116690716","0.176088921955085"
"2","2016","30-45","97","0.106829141092179","0.0853569349668653","0.128301347217492"
"2","2016","46-65","174","0.17032491397653","0.146872765862939","0.193777062090121"
"2","2016","66","","","",""
"3","2016","17-29","9","","",""
"3","2016","30-45","22","","",""
"3","2016","46-65","48","0.0425940778206878","0.0299957710443677","0.055192384597008"
"3","2016","66","","","",""
"4","2016","17-29","","","",""
"4","2016","30-45","11","","",""
"4","2016","46-65","13","","",""
"4","2016","66","","","",""
"5","2016","17-29","","","",""
"5","2016","30-45","","","",""
"5","2016","46-65","5","","",""
"5","2016","66","","","",""
"6","2016","17-29","2","","",""
"6","2016","30-45","","","",""
"6","2016","46-65","1","","",""
"6","2016","66","","","",""
"7","2016","17-29","","","",""
"7","2016","30-45","","","",""
"7","2016","46-65","3","","",""
"7","2016","66","","","",""
"8","2016","17-29","1","","",""
"8","2016","30-45","","","",""
"8","2016","46-65","1","","",""
"8","2016","66","","","",""
"9","2016","17-29","","","",""
"9","2016","30-45","","","",""
"9","2016","46-65","1","","",""
"9","2016","66","","","",""
"10","2016","17-29","1","","",""
"10","2016","30-45","3","","",""
"10","2016","46-65","1","","",""
"10","2016","66","","","",""
"11","2016","17-29","","","",""
"11","2016","30-45","","","",""
"11","2016","46-65","","","",""
"11","2016","66","","","",""
"12","2016","17-29","","","",""
"12","2016","30-45","2","","",""
"12","2016","46-65","","","",""
"12","2016","66","","","",""
"13","2016","17-29","","","",""
"13","2016","30-45","","","",""
"13","2016","46-65","","","",""
"13","2016","66","","","",""
"14","2016","17-29","","","",""
"14","2016","30-45","","","",""
"14","2016","46-65","","","",""
"14","2016","66","","","",""
"15","2016","17-29","","","",""
"15","2016","30-45","","","",""
"15","2016","46-65","","","",""
"15","2016","66","","","",""
"16","2016","17-29","","","",""
"16","2016","30-45","","","",""
"16","2016","46-65","","","",""
"16","2016","66","","","",""
"17","2016","17-29","","","",""
"17","2016","30-45","","","",""
"17","2016","46-65","","","",""
"17","2016","66","","","",""
"18","2016","17-29","","","",""
"18","2016","30-45","","","",""
"18","2016","46-65","","","",""
"18","2016","66","","","",""
"19","2016","17-29","","","",""
"19","2016","30-45","","","",""
"19","2016","46-65","","","",""
"19","2016","66","","","",""
"20","2016","17-29","","","",""
"20","2016","30-45","","","",""
"20","2016","46-65","","","",""
"20","2016","66","","","",""
"21","2016","17-29","","","",""
"21","2016","30-45","","","",""
"21","2016","46-65","","","",""
"21","2016","66","","","",""
"22","2016","17-29","","","",""
"22","2016","30-45","","","",""
"22","2016","46-65","","","",""
"22","2016","66","","","",""
"23","2016","17-29","","","",""
"23","2016","30-45","","","",""
"23","2016","46-65","","","",""
"23","2016","66","","","",""
"24","2016","17-29","","","",""
"24","2016","30-45","","","",""
"24","2016","46-65","","","",""
"24","2016","66","","","",""
"25","2016","17-29","","","",""
"25","2016","30-45","","","",""
"25","2016","46-65","","","",""
"25","2016","66","","","",""
"26","2016","17-29","","","",""
"26","2016","30-45","","","",""
"26","2016","46-65","","","",""
"26","2016","66","","","",""
"27","2016","17-29","","","",""
"27","2016","30-45","","","",""
"27","2016","46-65","","","",""
"27","2016","66","","","",""
"28","2016","17-29","","","",""
"28","2016","30-45","","","",""
"28","2016","46-65","","","",""
"28","2016","66","","","",""
"30","2016","17-29","","","",""
"30","2016","30-45","1","","",""
"30","2016","46-65","","","",""
"30","2016","66","","","",""
"31","2016","17-29","","","",""
"31","2016","30-45","","","",""
"31","2016","46-65","","","",""
"31","2016","66","","","",""
"32","2016","17-29","","","",""
"32","2016","30-45","","","",""
"32","2016","46-65","","","",""
"32","2016","66","","","",""
"35","2016","17-29","","","",""
"35","2016","30-45","","","",""
"35","2016","46-65","","","",""
"35","2016","66","","","",""
"36","2016","17-29","","","",""
"36","2016","30-45","","","",""
"36","2016","46-65","","","",""
"36","2016","66","","","",""
"40","2016","17-29","","","",""
"40","2016","30-45","","","",""
"40","2016","46-65","","","",""
"40","2016","66","","","",""
"42","2016","17-29","","","",""
"42","2016","30-45","","","",""
"42","2016","46-65","","","",""
"42","2016","66","","","",""
"45","2016","17-29","","","",""
"45","2016","30-45","","","",""
"45","2016","46-65","","","",""
"45","2016","66","","","",""
"48","2016","17-29","","","",""
"48","2016","30-45","","","",""
"48","2016","46-65","","","",""
"48","2016","66","","","",""
"50","2016","17-29","","","",""
"50","2016","30-45","","","",""
"50","2016","46-65","","","",""
"50","2016","66","","","",""
"51","2016","17-29","","","",""
"51","2016","30-45","","","",""
"51","2016","46-65","","","",""
"51","2016","66","","","",""
"64","2016","17-29","","","",""
"64","2016","30-45","","","",""
"64","2016","46-65","","","",""
"64","2016","66","","","",""
"65","2016","17-29","","","",""
"65","2016","30-45","","","",""
"65","2016","46-65","","","",""
"65","2016","66","","","",""
"90","2016","17-29","","","",""
"90","2016","30-45","","","",""
"90","2016","46-65","","","",""
"90","2016","66","","","",""
"98","2016","17-29","","","",""
"98","2016","30-45","","","",""
"98","2016","46-65","","","",""
"98","2016","66","","","",""
"100","2016","17-29","","","",""
"100","2016","30-45","","","",""
"100","2016","46-65","","","",""
"100","2016","66","","","",""
"0","2017","17-29","","","",""
"0","2017","30-45","","","",""
"0","2017","46-65","","","",""
"0","2017","66","","","",""
"1","2017","17-29","345","0.842674407967291","0.807769255465968","0.877579560468614"
"1","2017","30-45","643","0.837091738980873","0.810991588996161","0.863191888965584"
"1","2017","46-65","895","0.711306496080965","0.685773469393651","0.736839522768278"
"1","2017","66","","","",""
"2","2017","17-29","54","0.121877479798245","0.0905158054915892","0.1532391541049"
"2","2017","30-45","94","0.119840847840267","0.0968863412397276","0.142795354440806"
"2","2017","46-65","213","0.196593466036614","0.174200706041539","0.21898622603169"
"2","2017","66","","","",""
"3","2017","17-29","16","","",""
"3","2017","30-45","18","","",""
"3","2017","46-65","53","0.0486291914380391","0.036509855025125","0.0607485278509532"
"3","2017","66","","","",""
"4","2017","17-29","1","","",""
"4","2017","30-45","7","","",""
"4","2017","46-65","23","","",""
"4","2017","66","","","",""
"5","2017","17-29","1","","",""
"5","2017","30-45","3","","",""
"5","2017","46-65","14","","",""
"5","2017","66","","","",""
"6","2017","17-29","","","",""
"6","2017","30-45","1","","",""
"6","2017","46-65","5","","",""
"6","2017","66","","","",""
"7","2017","17-29","1","","",""
"7","2017","30-45","1","","",""
"7","2017","46-65","2","","",""
"7","2017","66","","","",""
"8","2017","17-29","","","",""
"8","2017","30-45","","","",""
"8","2017","46-65","2","","",""
"8","2017","66","","","",""
"9","2017","17-29","","","",""
"9","2017","30-45","","","",""
"9","2017","46-65","2","","",""
"9","2017","66","","","",""
"10","2017","17-29","","","",""
"10","2017","30-45","1","","",""
"10","2017","46-65","1","","",""
"10","2017","66","","","",""
"11","2017","17-29","","","",""
"11","2017","30-45","","","",""
"11","2017","46-65","","","",""
"11","2017","66","","","",""
"12","2017","17-29","","","",""
"12","2017","30-45","","","",""
"12","2017","46-65","","","",""
"12","2017","66","","","",""
"13","2017","17-29","","","",""
"13","2017","30-45","","","",""
"13","2017","46-65","","","",""
"13","2017","66","","","",""
"14","2017","17-29","","","",""
"14","2017","30-45","","","",""
"14","2017","46-65","","","",""
"14","2017","66","","","",""
"15","2017","17-29","","","",""
"15","2017","30-45","","","",""
