"ple0055","year","age_gr","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"26","2013","17-29","Ländlicher Raum","","","",""
"26","2013","30-45","Städtischer Raum","","","",""
"26","2013","30-45","Ländlicher Raum","","","",""
"26","2013","46-65","Städtischer Raum","","","",""
"26","2013","46-65","Ländlicher Raum","","","",""
"26","2013","66","Städtischer Raum","","","",""
"26","2013","66","Ländlicher Raum","","","",""
"27","2013","17-29","Städtischer Raum","","","",""
"27","2013","17-29","Ländlicher Raum","","","",""
"27","2013","30-45","Städtischer Raum","","","",""
"27","2013","30-45","Ländlicher Raum","","","",""
"27","2013","46-65","Städtischer Raum","","","",""
"27","2013","46-65","Ländlicher Raum","","","",""
"27","2013","66","Städtischer Raum","","","",""
"27","2013","66","Ländlicher Raum","","","",""
"28","2013","17-29","Städtischer Raum","","","",""
"28","2013","17-29","Ländlicher Raum","","","",""
"28","2013","30-45","Städtischer Raum","","","",""
"28","2013","30-45","Ländlicher Raum","","","",""
"28","2013","46-65","Städtischer Raum","","","",""
"28","2013","46-65","Ländlicher Raum","","","",""
"28","2013","66","Städtischer Raum","","","",""
"28","2013","66","Ländlicher Raum","","","",""
"30","2013","17-29","Städtischer Raum","","","",""
"30","2013","17-29","Ländlicher Raum","","","",""
"30","2013","30-45","Städtischer Raum","","","",""
"30","2013","30-45","Ländlicher Raum","","","",""
"30","2013","46-65","Städtischer Raum","","","",""
"30","2013","46-65","Ländlicher Raum","","","",""
"30","2013","66","Städtischer Raum","","","",""
"30","2013","66","Ländlicher Raum","","","",""
"31","2013","17-29","Städtischer Raum","","","",""
"31","2013","17-29","Ländlicher Raum","","","",""
"31","2013","30-45","Städtischer Raum","","","",""
"31","2013","30-45","Ländlicher Raum","","","",""
"31","2013","46-65","Städtischer Raum","","","",""
"31","2013","46-65","Ländlicher Raum","","","",""
"31","2013","66","Städtischer Raum","","","",""
"31","2013","66","Ländlicher Raum","","","",""
"32","2013","17-29","Städtischer Raum","","","",""
"32","2013","17-29","Ländlicher Raum","","","",""
"32","2013","30-45","Städtischer Raum","","","",""
"32","2013","30-45","Ländlicher Raum","","","",""
"32","2013","46-65","Städtischer Raum","","","",""
"32","2013","46-65","Ländlicher Raum","","","",""
"32","2013","66","Städtischer Raum","","","",""
"32","2013","66","Ländlicher Raum","","","",""
"35","2013","17-29","Städtischer Raum","","","",""
"35","2013","17-29","Ländlicher Raum","","","",""
"35","2013","30-45","Städtischer Raum","","","",""
"35","2013","30-45","Ländlicher Raum","","","",""
"35","2013","46-65","Städtischer Raum","","","",""
"35","2013","46-65","Ländlicher Raum","","","",""
"35","2013","66","Städtischer Raum","","","",""
"35","2013","66","Ländlicher Raum","","","",""
"36","2013","17-29","Städtischer Raum","","","",""
"36","2013","17-29","Ländlicher Raum","","","",""
"36","2013","30-45","Städtischer Raum","","","",""
"36","2013","30-45","Ländlicher Raum","","","",""
"36","2013","46-65","Städtischer Raum","","","",""
"36","2013","46-65","Ländlicher Raum","","","",""
"36","2013","66","Städtischer Raum","","","",""
"36","2013","66","Ländlicher Raum","","","",""
"40","2013","17-29","Städtischer Raum","","","",""
"40","2013","17-29","Ländlicher Raum","","","",""
"40","2013","30-45","Städtischer Raum","","","",""
"40","2013","30-45","Ländlicher Raum","","","",""
"40","2013","46-65","Städtischer Raum","","","",""
"40","2013","46-65","Ländlicher Raum","","","",""
"40","2013","66","Städtischer Raum","","","",""
"40","2013","66","Ländlicher Raum","","","",""
"42","2013","17-29","Städtischer Raum","","","",""
"42","2013","17-29","Ländlicher Raum","","","",""
"42","2013","30-45","Städtischer Raum","","","",""
"42","2013","30-45","Ländlicher Raum","","","",""
"42","2013","46-65","Städtischer Raum","","","",""
"42","2013","46-65","Ländlicher Raum","","","",""
"42","2013","66","Städtischer Raum","","","",""
"42","2013","66","Ländlicher Raum","","","",""
"45","2013","17-29","Städtischer Raum","","","",""
"45","2013","17-29","Ländlicher Raum","","","",""
"45","2013","30-45","Städtischer Raum","","","",""
"45","2013","30-45","Ländlicher Raum","","","",""
"45","2013","46-65","Städtischer Raum","","","",""
"45","2013","46-65","Ländlicher Raum","","","",""
"45","2013","66","Städtischer Raum","","","",""
"45","2013","66","Ländlicher Raum","","","",""
"48","2013","17-29","Städtischer Raum","","","",""
"48","2013","17-29","Ländlicher Raum","","","",""
"48","2013","30-45","Städtischer Raum","","","",""
"48","2013","30-45","Ländlicher Raum","","","",""
"48","2013","46-65","Städtischer Raum","","","",""
"48","2013","46-65","Ländlicher Raum","","","",""
"48","2013","66","Städtischer Raum","","","",""
"48","2013","66","Ländlicher Raum","","","",""
"50","2013","17-29","Städtischer Raum","","","",""
"50","2013","17-29","Ländlicher Raum","","","",""
"50","2013","30-45","Städtischer Raum","","","",""
"50","2013","30-45","Ländlicher Raum","","","",""
"50","2013","46-65","Städtischer Raum","","","",""
"50","2013","46-65","Ländlicher Raum","","","",""
"50","2013","66","Städtischer Raum","","","",""
"50","2013","66","Ländlicher Raum","","","",""
"51","2013","17-29","Städtischer Raum","","","",""
"51","2013","17-29","Ländlicher Raum","","","",""
"51","2013","30-45","Städtischer Raum","","","",""
"51","2013","30-45","Ländlicher Raum","","","",""
"51","2013","46-65","Städtischer Raum","","","",""
"51","2013","46-65","Ländlicher Raum","","","",""
"51","2013","66","Städtischer Raum","","","",""
"51","2013","66","Ländlicher Raum","","","",""
"64","2013","17-29","Städtischer Raum","","","",""
"64","2013","17-29","Ländlicher Raum","","","",""
"64","2013","30-45","Städtischer Raum","","","",""
"64","2013","30-45","Ländlicher Raum","","","",""
"64","2013","46-65","Städtischer Raum","","","",""
"64","2013","46-65","Ländlicher Raum","","","",""
"64","2013","66","Städtischer Raum","","","",""
"64","2013","66","Ländlicher Raum","","","",""
"65","2013","17-29","Städtischer Raum","","","",""
"65","2013","17-29","Ländlicher Raum","","","",""
"65","2013","30-45","Städtischer Raum","","","",""
"65","2013","30-45","Ländlicher Raum","","","",""
"65","2013","46-65","Städtischer Raum","","","",""
"65","2013","46-65","Ländlicher Raum","","","",""
"65","2013","66","Städtischer Raum","","","",""
"65","2013","66","Ländlicher Raum","","","",""
"90","2013","17-29","Städtischer Raum","","","",""
"90","2013","17-29","Ländlicher Raum","","","",""
"90","2013","30-45","Städtischer Raum","","","",""
"90","2013","30-45","Ländlicher Raum","","","",""
"90","2013","46-65","Städtischer Raum","","","",""
"90","2013","46-65","Ländlicher Raum","","","",""
"90","2013","66","Städtischer Raum","","","",""
"90","2013","66","Ländlicher Raum","","","",""
"98","2013","17-29","Städtischer Raum","","","",""
"98","2013","17-29","Ländlicher Raum","","","",""
"98","2013","30-45","Städtischer Raum","","","",""
"98","2013","30-45","Ländlicher Raum","","","",""
"98","2013","46-65","Städtischer Raum","","","",""
"98","2013","46-65","Ländlicher Raum","","","",""
"98","2013","66","Städtischer Raum","","","",""
"98","2013","66","Ländlicher Raum","","","",""
"100","2013","17-29","Städtischer Raum","","","",""
"100","2013","17-29","Ländlicher Raum","","","",""
"100","2013","30-45","Städtischer Raum","","","",""
"100","2013","30-45","Ländlicher Raum","","","",""
"100","2013","46-65","Städtischer Raum","","","",""
"100","2013","46-65","Ländlicher Raum","","","",""
"100","2013","66","Städtischer Raum","","","",""
"100","2013","66","Ländlicher Raum","","","",""
"0","2014","17-29","Städtischer Raum","","","",""
"0","2014","17-29","Ländlicher Raum","","","",""
"0","2014","30-45","Städtischer Raum","","","",""
"0","2014","30-45","Ländlicher Raum","","","",""
"0","2014","46-65","Städtischer Raum","","","",""
"0","2014","46-65","Ländlicher Raum","","","",""
"0","2014","66","Städtischer Raum","","","",""
"0","2014","66","Ländlicher Raum","","","",""
"1","2014","17-29","Städtischer Raum","169","0.869466219333639","0.82323654624471","0.915695892422568"
"1","2014","17-29","Ländlicher Raum","90","0.790398662000949","0.71726880337463","0.863528520627268"
"1","2014","30-45","Städtischer Raum","345","0.819723203474662","0.782870998292857","0.856575408656467"
"1","2014","30-45","Ländlicher Raum","206","0.796804693253396","0.747025940780178","0.846583445726615"
"1","2014","46-65","Städtischer Raum","450","0.763413362914359","0.728974790337043","0.797851935491675"
"1","2014","46-65","Ländlicher Raum","302","0.754585326526449","0.712254448328691","0.796916204724208"
"1","2014","66","Städtischer Raum","","","",""
"1","2014","66","Ländlicher Raum","","","",""
"2","2014","17-29","Städtischer Raum","26","","",""
"2","2014","17-29","Ländlicher Raum","16","","",""
"2","2014","30-45","Städtischer Raum","54","0.153059139450628","0.118543483868805","0.18757479503245"
"2","2014","30-45","Ländlicher Raum","30","0.104917359982687","0.0670062522513616","0.142828467714012"
"2","2014","46-65","Städtischer Raum","95","0.161097201860566","0.131307237885579","0.190887165835553"
"2","2014","46-65","Ländlicher Raum","60","0.132287461367929","0.0989601625573408","0.165614760178518"
"2","2014","66","Städtischer Raum","","","",""
"2","2014","66","Ländlicher Raum","","","",""
"3","2014","17-29","Städtischer Raum","6","","",""
"3","2014","17-29","Ländlicher Raum","8","","",""
"3","2014","30-45","Städtischer Raum","16","","",""
"3","2014","30-45","Ländlicher Raum","10","","",""
"3","2014","46-65","Städtischer Raum","24","","",""
"3","2014","46-65","Ländlicher Raum","21","","",""
"3","2014","66","Städtischer Raum","","","",""
"3","2014","66","Ländlicher Raum","","","",""
"4","2014","17-29","Städtischer Raum","1","","",""
"4","2014","17-29","Ländlicher Raum","2","","",""
"4","2014","30-45","Städtischer Raum","1","","",""
"4","2014","30-45","Ländlicher Raum","","","",""
"4","2014","46-65","Städtischer Raum","9","","",""
"4","2014","46-65","Ländlicher Raum","9","","",""
"4","2014","66","Städtischer Raum","","","",""
"4","2014","66","Ländlicher Raum","","","",""
"5","2014","17-29","Städtischer Raum","","","",""
"5","2014","17-29","Ländlicher Raum","3","","",""
"5","2014","30-45","Städtischer Raum","","","",""
"5","2014","30-45","Ländlicher Raum","2","","",""
"5","2014","46-65","Städtischer Raum","2","","",""
"5","2014","46-65","Ländlicher Raum","2","","",""
"5","2014","66","Städtischer Raum","","","",""
"5","2014","66","Ländlicher Raum","","","",""
"6","2014","17-29","Städtischer Raum","1","","",""
"6","2014","17-29","Ländlicher Raum","","","",""
"6","2014","30-45","Städtischer Raum","","","",""
"6","2014","30-45","Ländlicher Raum","1","","",""
"6","2014","46-65","Städtischer Raum","1","","",""
"6","2014","46-65","Ländlicher Raum","3","","",""
"6","2014","66","Städtischer Raum","","","",""
"6","2014","66","Ländlicher Raum","","","",""
"7","2014","17-29","Städtischer Raum","","","",""
"7","2014","17-29","Ländlicher Raum","","","",""
"7","2014","30-45","Städtischer Raum","","","",""
"7","2014","30-45","Ländlicher Raum","","","",""
"7","2014","46-65","Städtischer Raum","2","","",""
"7","2014","46-65","Ländlicher Raum","","","",""
"7","2014","66","Städtischer Raum","","","",""
"7","2014","66","Ländlicher Raum","","","",""
"8","2014","17-29","Städtischer Raum","","","",""
"8","2014","17-29","Ländlicher Raum","","","",""
"8","2014","30-45","Städtischer Raum","1","","",""
"8","2014","30-45","Ländlicher Raum","","","",""
"8","2014","46-65","Städtischer Raum","2","","",""
"8","2014","46-65","Ländlicher Raum","","","",""
"8","2014","66","Städtischer Raum","","","",""
"8","2014","66","Ländlicher Raum","","","",""
"9","2014","17-29","Städtischer Raum","","","",""
"9","2014","17-29","Ländlicher Raum","","","",""
"9","2014","30-45","Städtischer Raum","","","",""
"9","2014","30-45","Ländlicher Raum","1","","",""
"9","2014","46-65","Städtischer Raum","","","",""
"9","2014","46-65","Ländlicher Raum","","","",""
"9","2014","66","Städtischer Raum","","","",""
"9","2014","66","Ländlicher Raum","","","",""
"10","2014","17-29","Städtischer Raum","1","","",""
"10","2014","17-29","Ländlicher Raum","","","",""
"10","2014","30-45","Städtischer Raum","1","","",""
"10","2014","30-45","Ländlicher Raum","","","",""
"10","2014","46-65","Städtischer Raum","","","",""
"10","2014","46-65","Ländlicher Raum","","","",""
"10","2014","66","Städtischer Raum","","","",""
"10","2014","66","Ländlicher Raum","","","",""
"11","2014","17-29","Städtischer Raum","","","",""
"11","2014","17-29","Ländlicher Raum","","","",""
"11","2014","30-45","Städtischer Raum","","","",""
"11","2014","30-45","Ländlicher Raum","1","","",""
"11","2014","46-65","Städtischer Raum","","","",""
"11","2014","46-65","Ländlicher Raum","","","",""
"11","2014","66","Städtischer Raum","","","",""
"11","2014","66","Ländlicher Raum","","","",""
"12","2014","17-29","Städtischer Raum","","","",""
"12","2014","17-29","Ländlicher Raum","","","",""
"12","2014","30-45","Städtischer Raum","","","",""
"12","2014","30-45","Ländlicher Raum","","","",""
"12","2014","46-65","Städtischer Raum","","","",""
"12","2014","46-65","Ländlicher Raum","","","",""
"12","2014","66","Städtischer Raum","","","",""
"12","2014","66","Ländlicher Raum","","","",""
"13","2014","17-29","Städtischer Raum","","","",""
"13","2014","17-29","Ländlicher Raum","","","",""
"13","2014","30-45","Städtischer Raum","","","",""
"13","2014","30-45","Ländlicher Raum","","","",""
"13","2014","46-65","Städtischer Raum","","","",""
"13","2014","46-65","Ländlicher Raum","","","",""
"13","2014","66","Städtischer Raum","","","",""
"13","2014","66","Ländlicher Raum","","","",""
"14","2014","17-29","Städtischer Raum","","","",""
"14","2014","17-29","Ländlicher Raum","","","",""
"14","2014","30-45","Städtischer Raum","","","",""
"14","2014","30-45","Ländlicher Raum","","","",""
"14","2014","46-65","Städtischer Raum","","","",""
"14","2014","46-65","Ländlicher Raum","","","",""
"14","2014","66","Städtischer Raum","","","",""
"14","2014","66","Ländlicher Raum","","","",""
"15","2014","17-29","Städtischer Raum","","","",""
"15","2014","17-29","Ländlicher Raum","","","",""
"15","2014","30-45","Städtischer Raum","","","",""
"15","2014","30-45","Ländlicher Raum","","","",""
"15","2014","46-65","Städtischer Raum","","","",""
"15","2014","46-65","Ländlicher Raum","","","",""
"15","2014","66","Städtischer Raum","","","",""
"15","2014","66","Ländlicher Raum","","","",""
"16","2014","17-29","Städtischer Raum","","","",""
"16","2014","17-29","Ländlicher Raum","","","",""
"16","2014","30-45","Städtischer Raum","","","",""
"16","2014","30-45","Ländlicher Raum","","","",""
"16","2014","46-65","Städtischer Raum","","","",""
"16","2014","46-65","Ländlicher Raum","","","",""
"16","2014","66","Städtischer Raum","","","",""
"16","2014","66","Ländlicher Raum","","","",""
"17","2014","17-29","Städtischer Raum","","","",""
"17","2014","17-29","Ländlicher Raum","","","",""
"17","2014","30-45","Städtischer Raum","","","",""
"17","2014","30-45","Ländlicher Raum","","","",""
"17","2014","46-65","Städtischer Raum","","","",""
"17","2014","46-65","Ländlicher Raum","","","",""
"17","2014","66","Städtischer Raum","","","",""
"17","2014","66","Ländlicher Raum","","","",""
"18","2014","17-29","Städtischer Raum","","","",""
"18","2014","17-29","Ländlicher Raum","","","",""
"18","2014","30-45","Städtischer Raum","","","",""
"18","2014","30-45","Ländlicher Raum","","","",""
"18","2014","46-65","Städtischer Raum","","","",""
"18","2014","46-65","Ländlicher Raum","","","",""
"18","2014","66","Städtischer Raum","","","",""
"18","2014","66","Ländlicher Raum","","","",""
"19","2014","17-29","Städtischer Raum","","","",""
"19","2014","17-29","Ländlicher Raum","","","",""
"19","2014","30-45","Städtischer Raum","","","",""
"19","2014","30-45","Ländlicher Raum","","","",""
"19","2014","46-65","Städtischer Raum","","","",""
"19","2014","46-65","Ländlicher Raum","","","",""
"19","2014","66","Städtischer Raum","","","",""
"19","2014","66","Ländlicher Raum","","","",""
"20","2014","17-29","Städtischer Raum","","","",""
"20","2014","17-29","Ländlicher Raum","","","",""
"20","2014","30-45","Städtischer Raum","","","",""
"20","2014","30-45","Ländlicher Raum","","","",""
"20","2014","46-65","Städtischer Raum","","","",""
"20","2014","46-65","Ländlicher Raum","","","",""
"20","2014","66","Städtischer Raum","","","",""
"20","2014","66","Ländlicher Raum","","","",""
"21","2014","17-29","Städtischer Raum","","","",""
"21","2014","17-29","Ländlicher Raum","","","",""
"21","2014","30-45","Städtischer Raum","","","",""
"21","2014","30-45","Ländlicher Raum","","","",""
"21","2014","46-65","Städtischer Raum","","","",""
"21","2014","46-65","Ländlicher Raum","","","",""
"21","2014","66","Städtischer Raum","","","",""
"21","2014","66","Ländlicher Raum","","","",""
"22","2014","17-29","Städtischer Raum","","","",""
"22","2014","17-29","Ländlicher Raum","","","",""
"22","2014","30-45","Städtischer Raum","","","",""
"22","2014","30-45","Ländlicher Raum","","","",""
"22","2014","46-65","Städtischer Raum","","","",""
"22","2014","46-65","Ländlicher Raum","","","",""
"22","2014","66","Städtischer Raum","","","",""
"22","2014","66","Ländlicher Raum","","","",""
"23","2014","17-29","Städtischer Raum","","","",""
"23","2014","17-29","Ländlicher Raum","","","",""
"23","2014","30-45","Städtischer Raum","","","",""
"23","2014","30-45","Ländlicher Raum","","","",""
"23","2014","46-65","Städtischer Raum","","","",""
"23","2014","46-65","Ländlicher Raum","","","",""
"23","2014","66","Städtischer Raum","","","",""
"23","2014","66","Ländlicher Raum","","","",""
"24","2014","17-29","Städtischer Raum","","","",""
"24","2014","17-29","Ländlicher Raum","","","",""
"24","2014","30-45","Städtischer Raum","","","",""
"24","2014","30-45","Ländlicher Raum","","","",""
"24","2014","46-65","Städtischer Raum","","","",""
"24","2014","46-65","Ländlicher Raum","","","",""
"24","2014","66","Städtischer Raum","","","",""
"24","2014","66","Ländlicher Raum","","","",""
"25","2014","17-29","Städtischer Raum","","","",""
"25","2014","17-29","Ländlicher Raum","","","",""
"25","2014","30-45","Städtischer Raum","","","",""
"25","2014","30-45","Ländlicher Raum","","","",""
"25","2014","46-65","Städtischer Raum","","","",""
"25","2014","46-65","Ländlicher Raum","","","",""
"25","2014","66","Städtischer Raum","","","",""
"25","2014","66","Ländlicher Raum","","","",""
"26","2014","17-29","Städtischer Raum","","","",""
"26","2014","17-29","Ländlicher Raum","","","",""
"26","2014","30-45","Städtischer Raum","","","",""
"26","2014","30-45","Ländlicher Raum","","","",""
"26","2014","46-65","Städtischer Raum","","","",""
"26","2014","46-65","Ländlicher Raum","","","",""
"26","2014","66","Städtischer Raum","","","",""
"26","2014","66","Ländlicher Raum","","","",""
"27","2014","17-29","Städtischer Raum","","","",""
"27","2014","17-29","Ländlicher Raum","","","",""
"27","2014","30-45","Städtischer Raum","","","",""
"27","2014","30-45","Ländlicher Raum","","","",""
"27","2014","46-65","Städtischer Raum","","","",""
"27","2014","46-65","Ländlicher Raum","","","",""
"27","2014","66","Städtischer Raum","","","",""
"27","2014","66","Ländlicher Raum","","","",""
"28","2014","17-29","Städtischer Raum","","","",""
"28","2014","17-29","Ländlicher Raum","","","",""
"28","2014","30-45","Städtischer Raum","","","",""
"28","2014","30-45","Ländlicher Raum","","","",""
"28","2014","46-65","Städtischer Raum","","","",""
"28","2014","46-65","Ländlicher Raum","","","",""
"28","2014","66","Städtischer Raum","","","",""
"28","2014","66","Ländlicher Raum","","","",""
"30","2014","17-29","Städtischer Raum","","","",""
"30","2014","17-29","Ländlicher Raum","","","",""
"30","2014","30-45","Städtischer Raum","","","",""
"30","2014","30-45","Ländlicher Raum","","","",""
"30","2014","46-65","Städtischer Raum","","","",""
"30","2014","46-65","Ländlicher Raum","","","",""
"30","2014","66","Städtischer Raum","","","",""
"30","2014","66","Ländlicher Raum","","","",""
"31","2014","17-29","Städtischer Raum","","","",""
"31","2014","17-29","Ländlicher Raum","","","",""
"31","2014","30-45","Städtischer Raum","","","",""
"31","2014","30-45","Ländlicher Raum","","","",""
"31","2014","46-65","Städtischer Raum","","","",""
"31","2014","46-65","Ländlicher Raum","","","",""
"31","2014","66","Städtischer Raum","","","",""
"31","2014","66","Ländlicher Raum","","","",""
"32","2014","17-29","Städtischer Raum","","","",""
"32","2014","17-29","Ländlicher Raum","","","",""
"32","2014","30-45","Städtischer Raum","","","",""
"32","2014","30-45","Ländlicher Raum","","","",""
"32","2014","46-65","Städtischer Raum","","","",""
"32","2014","46-65","Ländlicher Raum","","","",""
"32","2014","66","Städtischer Raum","","","",""
"32","2014","66","Ländlicher Raum","","","",""
"35","2014","17-29","Städtischer Raum","","","",""
"35","2014","17-29","Ländlicher Raum","","","",""
"35","2014","30-45","Städtischer Raum","","","",""
"35","2014","30-45","Ländlicher Raum","","","",""
"35","2014","46-65","Städtischer Raum","","","",""
"35","2014","46-65","Ländlicher Raum","","","",""
"35","2014","66","Städtischer Raum","","","",""
"35","2014","66","Ländlicher Raum","","","",""
"36","2014","17-29","Städtischer Raum","","","",""
"36","2014","17-29","Ländlicher Raum","","","",""
"36","2014","30-45","Städtischer Raum","","","",""
"36","2014","30-45","Ländlicher Raum","","","",""
"36","2014","46-65","Städtischer Raum","","","",""
"36","2014","46-65","Ländlicher Raum","","","",""
"36","2014","66","Städtischer Raum","","","",""
"36","2014","66","Ländlicher Raum","","","",""
"40","2014","17-29","Städtischer Raum","","","",""
"40","2014","17-29","Ländlicher Raum","","","",""
"40","2014","30-45","Städtischer Raum","","","",""
"40","2014","30-45","Ländlicher Raum","","","",""
"40","2014","46-65","Städtischer Raum","","","",""
"40","2014","46-65","Ländlicher Raum","","","",""
"40","2014","66","Städtischer Raum","","","",""
"40","2014","66","Ländlicher Raum","","","",""
"42","2014","17-29","Städtischer Raum","","","",""
"42","2014","17-29","Ländlicher Raum","","","",""
"42","2014","30-45","Städtischer Raum","","","",""
"42","2014","30-45","Ländlicher Raum","","","",""
"42","2014","46-65","Städtischer Raum","","","",""
"42","2014","46-65","Ländlicher Raum","","","",""
"42","2014","66","Städtischer Raum","","","",""
"42","2014","66","Ländlicher Raum","","","",""
"45","2014","17-29","Städtischer Raum","","","",""
"45","2014","17-29","Ländlicher Raum","","","",""
"45","2014","30-45","Städtischer Raum","","","",""
"45","2014","30-45","Ländlicher Raum","","","",""
"45","2014","46-65","Städtischer Raum","","","",""
"45","2014","46-65","Ländlicher Raum","","","",""
"45","2014","66","Städtischer Raum","","","",""
"45","2014","66","Ländlicher Raum","","","",""
"48","2014","17-29","Städtischer Raum","","","",""
"48","2014","17-29","Ländlicher Raum","","","",""
"48","2014","30-45","Städtischer Raum","","","",""
"48","2014","30-45","Ländlicher Raum","","","",""
"48","2014","46-65","Städtischer Raum","","","",""
"48","2014","46-65","Ländlicher Raum","","","",""
"48","2014","66","Städtischer Raum","","","",""
"48","2014","66","Ländlicher Raum","","","",""
"50","2014","17-29","Städtischer Raum","","","",""
"50","2014","17-29","Ländlicher Raum","","","",""
"50","2014","30-45","Städtischer Raum","","","",""
"50","2014","30-45","Ländlicher Raum","","","",""
"50","2014","46-65","Städtischer Raum","","","",""
"50","2014","46-65","Ländlicher Raum","","","",""
"50","2014","66","Städtischer Raum","","","",""
"50","2014","66","Ländlicher Raum","","","",""
"51","2014","17-29","Städtischer Raum","","","",""
"51","2014","17-29","Ländlicher Raum","","","",""
"51","2014","30-45","Städtischer Raum","","","",""
"51","2014","30-45","Ländlicher Raum","","","",""
"51","2014","46-65","Städtischer Raum","","","",""
"51","2014","46-65","Ländlicher Raum","","","",""
"51","2014","66","Städtischer Raum","","","",""
"51","2014","66","Ländlicher Raum","","","",""
"64","2014","17-29","Städtischer Raum","","","",""
"64","2014","17-29","Ländlicher Raum","","","",""
"64","2014","30-45","Städtischer Raum","","","",""
"64","2014","30-45","Ländlicher Raum","","","",""
"64","2014","46-65","Städtischer Raum","","","",""
"64","2014","46-65","Ländlicher Raum","","","",""
"64","2014","66","Städtischer Raum","","","",""
"64","2014","66","Ländlicher Raum","","","",""
"65","2014","17-29","Städtischer Raum","","","",""
"65","2014","17-29","Ländlicher Raum","","","",""
"65","2014","30-45","Städtischer Raum","","","",""
"65","2014","30-45","Ländlicher Raum","","","",""
"65","2014","46-65","Städtischer Raum","","","",""
"65","2014","46-65","Ländlicher Raum","","","",""
"65","2014","66","Städtischer Raum","","","",""
"65","2014","66","Ländlicher Raum","","","",""
"90","2014","17-29","Städtischer Raum","","","",""
"90","2014","17-29","Ländlicher Raum","","","",""
"90","2014","30-45","Städtischer Raum","","","",""
"90","2014","30-45","Ländlicher Raum","","","",""
"90","2014","46-65","Städtischer Raum","","","",""
"90","2014","46-65","Ländlicher Raum","","","",""
"90","2014","66","Städtischer Raum","","","",""
"90","2014","66","Ländlicher Raum","","","",""
"98","2014","17-29","Städtischer Raum","","","",""
"98","2014","17-29","Ländlicher Raum","","","",""
"98","2014","30-45","Städtischer Raum","","","",""
"98","2014","30-45","Ländlicher Raum","","","",""
"98","2014","46-65","Städtischer Raum","","","",""
"98","2014","46-65","Ländlicher Raum","","","",""
"98","2014","66","Städtischer Raum","","","",""
"98","2014","66","Ländlicher Raum","","","",""
"100","2014","17-29","Städtischer Raum","","","",""
"100","2014","17-29","Ländlicher Raum","","","",""
"100","2014","30-45","Städtischer Raum","","","",""
"100","2014","30-45","Ländlicher Raum","","","",""
"100","2014","46-65","Städtischer Raum","","","",""
"100","2014","46-65","Ländlicher Raum","","","",""
"100","2014","66","Städtischer Raum","","","",""
"100","2014","66","Ländlicher Raum","","","",""
"0","2015","17-29","Städtischer Raum","","","",""
"0","2015","17-29","Ländlicher Raum","","","",""
"0","2015","30-45","Städtischer Raum","","","",""
"0","2015","30-45","Ländlicher Raum","","","",""
"0","2015","46-65","Städtischer Raum","","","",""
"0","2015","46-65","Ländlicher Raum","","","",""
"0","2015","66","Städtischer Raum","","","",""
"0","2015","66","Ländlicher Raum","","","",""
"1","2015","17-29","Städtischer Raum","218","0.856800596029824","0.814386723140974","0.899214468918674"
"1","2015","17-29","Ländlicher Raum","128","0.834294126902129","0.775184959653947","0.89340329415031"
"1","2015","30-45","Städtischer Raum","395","0.846045815901285","0.813826429807606","0.878265201994964"
"1","2015","30-45","Ländlicher Raum","234","0.770909857315292","0.722374654592978","0.819445060037607"
"1","2015","46-65","Städtischer Raum","472","0.766915018732862","0.733500031468098","0.800330005997626"
"1","2015","46-65","Ländlicher Raum","320","0.788265201391053","0.749515670346528","0.827014732435578"
"1","2015","66","Städtischer Raum","","","",""
"1","2015","66","Ländlicher Raum","","","",""
"2","2015","17-29","Städtischer Raum","31","0.119044129354646","0.0798312697984159","0.158256988910876"
"2","2015","17-29","Ländlicher Raum","14","","",""
"2","2015","30-45","Städtischer Raum","58","0.105816304993403","0.0783554382126232","0.133277171774183"
"2","2015","30-45","Ländlicher Raum","41","0.153971499796731","0.112287967539949","0.195655032053513"
"2","2015","46-65","Städtischer Raum","91","0.160187269752277","0.131199436158314","0.189175103346241"
"2","2015","46-65","Ländlicher Raum","69","0.124526229720468","0.0932087977615652","0.155843661679371"
"2","2015","66","Städtischer Raum","","","",""
"2","2015","66","Ländlicher Raum","","","",""
"3","2015","17-29","Städtischer Raum","7","","",""
"3","2015","17-29","Ländlicher Raum","7","","",""
"3","2015","30-45","Städtischer Raum","18","","",""
"3","2015","30-45","Ländlicher Raum","9","","",""
"3","2015","46-65","Städtischer Raum","31","0.0499102267358782","0.0326999590142348","0.0671204944575217"
"3","2015","46-65","Ländlicher Raum","24","","",""
"3","2015","66","Städtischer Raum","","","",""
"3","2015","66","Ländlicher Raum","","","",""
"4","2015","17-29","Städtischer Raum","1","","",""
"4","2015","17-29","Ländlicher Raum","1","","",""
"4","2015","30-45","Städtischer Raum","6","","",""
"4","2015","30-45","Ländlicher Raum","2","","",""
"4","2015","46-65","Städtischer Raum","8","","",""
"4","2015","46-65","Ländlicher Raum","8","","",""
"4","2015","66","Städtischer Raum","","","",""
"4","2015","66","Ländlicher Raum","","","",""
"5","2015","17-29","Städtischer Raum","3","","",""
"5","2015","17-29","Ländlicher Raum","1","","",""
"5","2015","30-45","Städtischer Raum","3","","",""
"5","2015","30-45","Ländlicher Raum","1","","",""
"5","2015","46-65","Städtischer Raum","4","","",""
"5","2015","46-65","Ländlicher Raum","3","","",""
"5","2015","66","Städtischer Raum","","","",""
"5","2015","66","Ländlicher Raum","","","",""
