"ple0055","year","regtyp","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"27","2015","Städtischer Raum","weiblich","","","",""
"27","2015","Ländlicher Raum","männlich","","","",""
"27","2015","Ländlicher Raum","weiblich","","","",""
"28","2015","Städtischer Raum","männlich","","","",""
"28","2015","Städtischer Raum","weiblich","","","",""
"28","2015","Ländlicher Raum","männlich","","","",""
"28","2015","Ländlicher Raum","weiblich","","","",""
"30","2015","Städtischer Raum","männlich","1","","",""
"30","2015","Städtischer Raum","weiblich","","","",""
"30","2015","Ländlicher Raum","männlich","","","",""
"30","2015","Ländlicher Raum","weiblich","","","",""
"31","2015","Städtischer Raum","männlich","","","",""
"31","2015","Städtischer Raum","weiblich","","","",""
"31","2015","Ländlicher Raum","männlich","","","",""
"31","2015","Ländlicher Raum","weiblich","","","",""
"32","2015","Städtischer Raum","männlich","1","","",""
"32","2015","Städtischer Raum","weiblich","","","",""
"32","2015","Ländlicher Raum","männlich","","","",""
"32","2015","Ländlicher Raum","weiblich","","","",""
"35","2015","Städtischer Raum","männlich","","","",""
"35","2015","Städtischer Raum","weiblich","","","",""
"35","2015","Ländlicher Raum","männlich","","","",""
"35","2015","Ländlicher Raum","weiblich","","","",""
"36","2015","Städtischer Raum","männlich","","","",""
"36","2015","Städtischer Raum","weiblich","","","",""
"36","2015","Ländlicher Raum","männlich","","","",""
"36","2015","Ländlicher Raum","weiblich","","","",""
"40","2015","Städtischer Raum","männlich","","","",""
"40","2015","Städtischer Raum","weiblich","","","",""
"40","2015","Ländlicher Raum","männlich","","","",""
"40","2015","Ländlicher Raum","weiblich","","","",""
"42","2015","Städtischer Raum","männlich","","","",""
"42","2015","Städtischer Raum","weiblich","","","",""
"42","2015","Ländlicher Raum","männlich","","","",""
"42","2015","Ländlicher Raum","weiblich","","","",""
"45","2015","Städtischer Raum","männlich","","","",""
"45","2015","Städtischer Raum","weiblich","","","",""
"45","2015","Ländlicher Raum","männlich","","","",""
"45","2015","Ländlicher Raum","weiblich","","","",""
"48","2015","Städtischer Raum","männlich","","","",""
"48","2015","Städtischer Raum","weiblich","","","",""
"48","2015","Ländlicher Raum","männlich","","","",""
"48","2015","Ländlicher Raum","weiblich","","","",""
"50","2015","Städtischer Raum","männlich","","","",""
"50","2015","Städtischer Raum","weiblich","1","","",""
"50","2015","Ländlicher Raum","männlich","","","",""
"50","2015","Ländlicher Raum","weiblich","","","",""
"51","2015","Städtischer Raum","männlich","","","",""
"51","2015","Städtischer Raum","weiblich","","","",""
"51","2015","Ländlicher Raum","männlich","","","",""
"51","2015","Ländlicher Raum","weiblich","","","",""
"64","2015","Städtischer Raum","männlich","","","",""
"64","2015","Städtischer Raum","weiblich","","","",""
"64","2015","Ländlicher Raum","männlich","","","",""
"64","2015","Ländlicher Raum","weiblich","","","",""
"65","2015","Städtischer Raum","männlich","","","",""
"65","2015","Städtischer Raum","weiblich","","","",""
"65","2015","Ländlicher Raum","männlich","","","",""
"65","2015","Ländlicher Raum","weiblich","","","",""
"90","2015","Städtischer Raum","männlich","","","",""
"90","2015","Städtischer Raum","weiblich","","","",""
"90","2015","Ländlicher Raum","männlich","","","",""
"90","2015","Ländlicher Raum","weiblich","","","",""
"98","2015","Städtischer Raum","männlich","","","",""
"98","2015","Städtischer Raum","weiblich","","","",""
"98","2015","Ländlicher Raum","männlich","","","",""
"98","2015","Ländlicher Raum","weiblich","","","",""
"100","2015","Städtischer Raum","männlich","","","",""
"100","2015","Städtischer Raum","weiblich","","","",""
"100","2015","Ländlicher Raum","männlich","","","",""
"100","2015","Ländlicher Raum","weiblich","","","",""
"0","2016","Städtischer Raum","männlich","","","",""
"0","2016","Städtischer Raum","weiblich","","","",""
"0","2016","Ländlicher Raum","männlich","","","",""
"0","2016","Ländlicher Raum","weiblich","","","",""
"1","2016","Städtischer Raum","männlich","570","0.719760383683752","0.688140812626615","0.751379954740889"
"1","2016","Städtischer Raum","weiblich","907","0.759931703241875","0.735404963909539","0.784458442574211"
"1","2016","Ländlicher Raum","männlich","379","0.729681435346171","0.691249346178832","0.768113524513509"
"1","2016","Ländlicher Raum","weiblich","515","0.768158800776399","0.736228159295234","0.800089442257564"
"2","2016","Städtischer Raum","männlich","140","0.194287920587385","0.166432477103437","0.222143364071333"
"2","2016","Städtischer Raum","weiblich","185","0.164574347835057","0.143282169112251","0.185866526557862"
"2","2016","Ländlicher Raum","männlich","86","0.172312819273071","0.139632874271435","0.204992764274706"
"2","2016","Ländlicher Raum","weiblich","114","0.169851818509085","0.14143995354651","0.19826368347166"
"3","2016","Städtischer Raum","männlich","39","0.0492453145731328","0.0340113151453316","0.064479314000934"
"3","2016","Städtischer Raum","weiblich","46","0.0473822677130389","0.0351824770093157","0.0595820584167622"
"3","2016","Ländlicher Raum","männlich","28","","",""
"3","2016","Ländlicher Raum","weiblich","28","","",""
"4","2016","Städtischer Raum","männlich","13","","",""
"4","2016","Städtischer Raum","weiblich","12","","",""
"4","2016","Ländlicher Raum","männlich","10","","",""
"4","2016","Ländlicher Raum","weiblich","9","","",""
"5","2016","Städtischer Raum","männlich","3","","",""
"5","2016","Städtischer Raum","weiblich","4","","",""
"5","2016","Ländlicher Raum","männlich","2","","",""
"5","2016","Ländlicher Raum","weiblich","3","","",""
"6","2016","Städtischer Raum","männlich","","","",""
"6","2016","Städtischer Raum","weiblich","4","","",""
"6","2016","Ländlicher Raum","männlich","2","","",""
"6","2016","Ländlicher Raum","weiblich","1","","",""
"7","2016","Städtischer Raum","männlich","3","","",""
"7","2016","Städtischer Raum","weiblich","1","","",""
"7","2016","Ländlicher Raum","männlich","1","","",""
"7","2016","Ländlicher Raum","weiblich","1","","",""
"8","2016","Städtischer Raum","männlich","2","","",""
"8","2016","Städtischer Raum","weiblich","1","","",""
"8","2016","Ländlicher Raum","männlich","1","","",""
"8","2016","Ländlicher Raum","weiblich","","","",""
"9","2016","Städtischer Raum","männlich","","","",""
"9","2016","Städtischer Raum","weiblich","","","",""
"9","2016","Ländlicher Raum","männlich","1","","",""
"9","2016","Ländlicher Raum","weiblich","","","",""
"10","2016","Städtischer Raum","männlich","2","","",""
"10","2016","Städtischer Raum","weiblich","3","","",""
"10","2016","Ländlicher Raum","männlich","1","","",""
"10","2016","Ländlicher Raum","weiblich","","","",""
"11","2016","Städtischer Raum","männlich","","","",""
"11","2016","Städtischer Raum","weiblich","1","","",""
"11","2016","Ländlicher Raum","männlich","","","",""
"11","2016","Ländlicher Raum","weiblich","","","",""
"12","2016","Städtischer Raum","männlich","1","","",""
"12","2016","Städtischer Raum","weiblich","","","",""
"12","2016","Ländlicher Raum","männlich","2","","",""
"12","2016","Ländlicher Raum","weiblich","","","",""
"13","2016","Städtischer Raum","männlich","","","",""
"13","2016","Städtischer Raum","weiblich","1","","",""
"13","2016","Ländlicher Raum","männlich","","","",""
"13","2016","Ländlicher Raum","weiblich","","","",""
"14","2016","Städtischer Raum","männlich","","","",""
"14","2016","Städtischer Raum","weiblich","","","",""
"14","2016","Ländlicher Raum","männlich","","","",""
"14","2016","Ländlicher Raum","weiblich","","","",""
"15","2016","Städtischer Raum","männlich","","","",""
"15","2016","Städtischer Raum","weiblich","","","",""
"15","2016","Ländlicher Raum","männlich","","","",""
"15","2016","Ländlicher Raum","weiblich","","","",""
"16","2016","Städtischer Raum","männlich","","","",""
"16","2016","Städtischer Raum","weiblich","","","",""
"16","2016","Ländlicher Raum","männlich","","","",""
"16","2016","Ländlicher Raum","weiblich","","","",""
"17","2016","Städtischer Raum","männlich","","","",""
"17","2016","Städtischer Raum","weiblich","","","",""
"17","2016","Ländlicher Raum","männlich","","","",""
"17","2016","Ländlicher Raum","weiblich","","","",""
"18","2016","Städtischer Raum","männlich","","","",""
"18","2016","Städtischer Raum","weiblich","","","",""
"18","2016","Ländlicher Raum","männlich","","","",""
"18","2016","Ländlicher Raum","weiblich","","","",""
"19","2016","Städtischer Raum","männlich","","","",""
"19","2016","Städtischer Raum","weiblich","","","",""
"19","2016","Ländlicher Raum","männlich","","","",""
"19","2016","Ländlicher Raum","weiblich","","","",""
"20","2016","Städtischer Raum","männlich","","","",""
"20","2016","Städtischer Raum","weiblich","","","",""
"20","2016","Ländlicher Raum","männlich","","","",""
"20","2016","Ländlicher Raum","weiblich","","","",""
"21","2016","Städtischer Raum","männlich","","","",""
"21","2016","Städtischer Raum","weiblich","","","",""
"21","2016","Ländlicher Raum","männlich","","","",""
"21","2016","Ländlicher Raum","weiblich","","","",""
"22","2016","Städtischer Raum","männlich","","","",""
"22","2016","Städtischer Raum","weiblich","","","",""
"22","2016","Ländlicher Raum","männlich","","","",""
"22","2016","Ländlicher Raum","weiblich","","","",""
"23","2016","Städtischer Raum","männlich","","","",""
"23","2016","Städtischer Raum","weiblich","","","",""
"23","2016","Ländlicher Raum","männlich","","","",""
"23","2016","Ländlicher Raum","weiblich","","","",""
"24","2016","Städtischer Raum","männlich","","","",""
"24","2016","Städtischer Raum","weiblich","","","",""
"24","2016","Ländlicher Raum","männlich","","","",""
"24","2016","Ländlicher Raum","weiblich","","","",""
"25","2016","Städtischer Raum","männlich","","","",""
"25","2016","Städtischer Raum","weiblich","","","",""
"25","2016","Ländlicher Raum","männlich","","","",""
"25","2016","Ländlicher Raum","weiblich","","","",""
"26","2016","Städtischer Raum","männlich","","","",""
"26","2016","Städtischer Raum","weiblich","","","",""
"26","2016","Ländlicher Raum","männlich","","","",""
"26","2016","Ländlicher Raum","weiblich","","","",""
"27","2016","Städtischer Raum","männlich","","","",""
"27","2016","Städtischer Raum","weiblich","","","",""
"27","2016","Ländlicher Raum","männlich","","","",""
"27","2016","Ländlicher Raum","weiblich","","","",""
"28","2016","Städtischer Raum","männlich","","","",""
"28","2016","Städtischer Raum","weiblich","","","",""
"28","2016","Ländlicher Raum","männlich","","","",""
"28","2016","Ländlicher Raum","weiblich","","","",""
"30","2016","Städtischer Raum","männlich","1","","",""
"30","2016","Städtischer Raum","weiblich","","","",""
"30","2016","Ländlicher Raum","männlich","","","",""
"30","2016","Ländlicher Raum","weiblich","","","",""
"31","2016","Städtischer Raum","männlich","","","",""
"31","2016","Städtischer Raum","weiblich","","","",""
"31","2016","Ländlicher Raum","männlich","","","",""
"31","2016","Ländlicher Raum","weiblich","","","",""
"32","2016","Städtischer Raum","männlich","","","",""
"32","2016","Städtischer Raum","weiblich","","","",""
"32","2016","Ländlicher Raum","männlich","","","",""
"32","2016","Ländlicher Raum","weiblich","","","",""
"35","2016","Städtischer Raum","männlich","","","",""
"35","2016","Städtischer Raum","weiblich","","","",""
"35","2016","Ländlicher Raum","männlich","","","",""
"35","2016","Ländlicher Raum","weiblich","","","",""
"36","2016","Städtischer Raum","männlich","","","",""
"36","2016","Städtischer Raum","weiblich","","","",""
"36","2016","Ländlicher Raum","männlich","","","",""
"36","2016","Ländlicher Raum","weiblich","","","",""
"40","2016","Städtischer Raum","männlich","","","",""
"40","2016","Städtischer Raum","weiblich","","","",""
"40","2016","Ländlicher Raum","männlich","","","",""
"40","2016","Ländlicher Raum","weiblich","","","",""
"42","2016","Städtischer Raum","männlich","","","",""
"42","2016","Städtischer Raum","weiblich","","","",""
"42","2016","Ländlicher Raum","männlich","","","",""
"42","2016","Ländlicher Raum","weiblich","","","",""
"45","2016","Städtischer Raum","männlich","","","",""
"45","2016","Städtischer Raum","weiblich","","","",""
"45","2016","Ländlicher Raum","männlich","","","",""
"45","2016","Ländlicher Raum","weiblich","","","",""
"48","2016","Städtischer Raum","männlich","1","","",""
"48","2016","Städtischer Raum","weiblich","","","",""
"48","2016","Ländlicher Raum","männlich","","","",""
"48","2016","Ländlicher Raum","weiblich","","","",""
"50","2016","Städtischer Raum","männlich","","","",""
"50","2016","Städtischer Raum","weiblich","","","",""
"50","2016","Ländlicher Raum","männlich","","","",""
"50","2016","Ländlicher Raum","weiblich","","","",""
"51","2016","Städtischer Raum","männlich","","","",""
"51","2016","Städtischer Raum","weiblich","","","",""
"51","2016","Ländlicher Raum","männlich","","","",""
"51","2016","Ländlicher Raum","weiblich","","","",""
"64","2016","Städtischer Raum","männlich","","","",""
"64","2016","Städtischer Raum","weiblich","","","",""
"64","2016","Ländlicher Raum","männlich","","","",""
"64","2016","Ländlicher Raum","weiblich","","","",""
"65","2016","Städtischer Raum","männlich","","","",""
"65","2016","Städtischer Raum","weiblich","","","",""
"65","2016","Ländlicher Raum","männlich","","","",""
"65","2016","Ländlicher Raum","weiblich","","","",""
"90","2016","Städtischer Raum","männlich","","","",""
"90","2016","Städtischer Raum","weiblich","","","",""
"90","2016","Ländlicher Raum","männlich","","","",""
"90","2016","Ländlicher Raum","weiblich","","","",""
"98","2016","Städtischer Raum","männlich","","","",""
"98","2016","Städtischer Raum","weiblich","","","",""
"98","2016","Ländlicher Raum","männlich","","","",""
"98","2016","Ländlicher Raum","weiblich","","","",""
"100","2016","Städtischer Raum","männlich","","","",""
"100","2016","Städtischer Raum","weiblich","","","",""
"100","2016","Ländlicher Raum","männlich","","","",""
"100","2016","Ländlicher Raum","weiblich","","","",""
"0","2017","Städtischer Raum","männlich","","","",""
"0","2017","Städtischer Raum","weiblich","","","",""
"0","2017","Ländlicher Raum","männlich","","","",""
"0","2017","Ländlicher Raum","weiblich","","","",""
"1","2017","Städtischer Raum","männlich","702","0.702750502757948","0.673687034760118","0.731813970755778"
"1","2017","Städtischer Raum","weiblich","986","0.766291408715347","0.742831441461372","0.789751375969321"
"1","2017","Ländlicher Raum","männlich","410","0.722950246482895","0.686047647293795","0.759852845671995"
"1","2017","Ländlicher Raum","weiblich","551","0.752763443095411","0.721208204207803","0.784318681983019"
"2","2017","Städtischer Raum","männlich","162","0.193926568959842","0.168785007396577","0.219068130523106"
"2","2017","Städtischer Raum","weiblich","185","0.150057949688229","0.130260135370947","0.16985576400551"
"2","2017","Ländlicher Raum","männlich","104","0.180535471595732","0.14882006969798","0.212250873493484"
"2","2017","Ländlicher Raum","weiblich","115","0.166035630469837","0.138817376332517","0.193253884607158"
"3","2017","Städtischer Raum","männlich","53","0.0565509206880284","0.0418628294747395","0.0712390119013173"
"3","2017","Städtischer Raum","weiblich","48","0.0570893414930077","0.0442274194255908","0.0699512635604246"
"3","2017","Ländlicher Raum","männlich","28","","",""
"3","2017","Ländlicher Raum","weiblich","29","","",""
"4","2017","Städtischer Raum","männlich","17","","",""
"4","2017","Städtischer Raum","weiblich","13","","",""
"4","2017","Ländlicher Raum","männlich","10","","",""
"4","2017","Ländlicher Raum","weiblich","9","","",""
"5","2017","Städtischer Raum","männlich","7","","",""
"5","2017","Städtischer Raum","weiblich","10","","",""
"5","2017","Ländlicher Raum","männlich","7","","",""
"5","2017","Ländlicher Raum","weiblich","5","","",""
"6","2017","Städtischer Raum","männlich","2","","",""
"6","2017","Städtischer Raum","weiblich","3","","",""
"6","2017","Ländlicher Raum","männlich","3","","",""
"6","2017","Ländlicher Raum","weiblich","4","","",""
"7","2017","Städtischer Raum","männlich","2","","",""
"7","2017","Städtischer Raum","weiblich","1","","",""
"7","2017","Ländlicher Raum","männlich","1","","",""
"7","2017","Ländlicher Raum","weiblich","2","","",""
"8","2017","Städtischer Raum","männlich","2","","",""
"8","2017","Städtischer Raum","weiblich","2","","",""
"8","2017","Ländlicher Raum","männlich","","","",""
"8","2017","Ländlicher Raum","weiblich","","","",""
"9","2017","Städtischer Raum","männlich","3","","",""
"9","2017","Städtischer Raum","weiblich","","","",""
"9","2017","Ländlicher Raum","männlich","1","","",""
"9","2017","Ländlicher Raum","weiblich","","","",""
"10","2017","Städtischer Raum","männlich","","","",""
"10","2017","Städtischer Raum","weiblich","2","","",""
"10","2017","Ländlicher Raum","männlich","1","","",""
"10","2017","Ländlicher Raum","weiblich","1","","",""
"11","2017","Städtischer Raum","männlich","","","",""
"11","2017","Städtischer Raum","weiblich","","","",""
"11","2017","Ländlicher Raum","männlich","","","",""
"11","2017","Ländlicher Raum","weiblich","","","",""
"12","2017","Städtischer Raum","männlich","","","",""
"12","2017","Städtischer Raum","weiblich","","","",""
"12","2017","Ländlicher Raum","männlich","","","",""
"12","2017","Ländlicher Raum","weiblich","","","",""
"13","2017","Städtischer Raum","männlich","","","",""
"13","2017","Städtischer Raum","weiblich","","","",""
"13","2017","Ländlicher Raum","männlich","","","",""
"13","2017","Ländlicher Raum","weiblich","","","",""
"14","2017","Städtischer Raum","männlich","","","",""
"14","2017","Städtischer Raum","weiblich","","","",""
"14","2017","Ländlicher Raum","männlich","","","",""
"14","2017","Ländlicher Raum","weiblich","","","",""
"15","2017","Städtischer Raum","männlich","","","",""
"15","2017","Städtischer Raum","weiblich","","","",""
"15","2017","Ländlicher Raum","männlich","","","",""
"15","2017","Ländlicher Raum","weiblich","1","","",""
"16","2017","Städtischer Raum","männlich","","","",""
"16","2017","Städtischer Raum","weiblich","","","",""
"16","2017","Ländlicher Raum","männlich","","","",""
"16","2017","Ländlicher Raum","weiblich","","","",""
"17","2017","Städtischer Raum","männlich","","","",""
"17","2017","Städtischer Raum","weiblich","","","",""
"17","2017","Ländlicher Raum","männlich","","","",""
"17","2017","Ländlicher Raum","weiblich","","","",""
"18","2017","Städtischer Raum","männlich","","","",""
"18","2017","Städtischer Raum","weiblich","","","",""
"18","2017","Ländlicher Raum","männlich","","","",""
"18","2017","Ländlicher Raum","weiblich","","","",""
"19","2017","Städtischer Raum","männlich","","","",""
"19","2017","Städtischer Raum","weiblich","","","",""
"19","2017","Ländlicher Raum","männlich","","","",""
"19","2017","Ländlicher Raum","weiblich","","","",""
"20","2017","Städtischer Raum","männlich","","","",""
"20","2017","Städtischer Raum","weiblich","","","",""
"20","2017","Ländlicher Raum","männlich","","","",""
"20","2017","Ländlicher Raum","weiblich","","","",""
"21","2017","Städtischer Raum","männlich","","","",""
"21","2017","Städtischer Raum","weiblich","","","",""
"21","2017","Ländlicher Raum","männlich","","","",""
"21","2017","Ländlicher Raum","weiblich","","","",""
"22","2017","Städtischer Raum","männlich","","","",""
"22","2017","Städtischer Raum","weiblich","","","",""
"22","2017","Ländlicher Raum","männlich","","","",""
"22","2017","Ländlicher Raum","weiblich","","","",""
"23","2017","Städtischer Raum","männlich","","","",""
"23","2017","Städtischer Raum","weiblich","","","",""
"23","2017","Ländlicher Raum","männlich","","","",""
"23","2017","Ländlicher Raum","weiblich","","","",""
"24","2017","Städtischer Raum","männlich","","","",""
"24","2017","Städtischer Raum","weiblich","","","",""
"24","2017","Ländlicher Raum","männlich","","","",""
"24","2017","Ländlicher Raum","weiblich","","","",""
"25","2017","Städtischer Raum","männlich","","","",""
"25","2017","Städtischer Raum","weiblich","","","",""
"25","2017","Ländlicher Raum","männlich","","","",""
"25","2017","Ländlicher Raum","weiblich","","","",""
"26","2017","Städtischer Raum","männlich","","","",""
"26","2017","Städtischer Raum","weiblich","","","",""
"26","2017","Ländlicher Raum","männlich","","","",""
"26","2017","Ländlicher Raum","weiblich","","","",""
"27","2017","Städtischer Raum","männlich","","","",""
"27","2017","Städtischer Raum","weiblich","","","",""
"27","2017","Ländlicher Raum","männlich","","","",""
"27","2017","Ländlicher Raum","weiblich","","","",""
"28","2017","Städtischer Raum","männlich","","","",""
"28","2017","Städtischer Raum","weiblich","","","",""
"28","2017","Ländlicher Raum","männlich","","","",""
"28","2017","Ländlicher Raum","weiblich","","","",""
"30","2017","Städtischer Raum","männlich","","","",""
"30","2017","Städtischer Raum","weiblich","","","",""
"30","2017","Ländlicher Raum","männlich","","","",""
"30","2017","Ländlicher Raum","weiblich","1","","",""
"31","2017","Städtischer Raum","männlich","","","",""
"31","2017","Städtischer Raum","weiblich","","","",""
"31","2017","Ländlicher Raum","männlich","","","",""
"31","2017","Ländlicher Raum","weiblich","","","",""
"32","2017","Städtischer Raum","männlich","","","",""
"32","2017","Städtischer Raum","weiblich","","","",""
"32","2017","Ländlicher Raum","männlich","","","",""
"32","2017","Ländlicher Raum","weiblich","","","",""
"35","2017","Städtischer Raum","männlich","","","",""
"35","2017","Städtischer Raum","weiblich","","","",""
"35","2017","Ländlicher Raum","männlich","","","",""
"35","2017","Ländlicher Raum","weiblich","","","",""
"36","2017","Städtischer Raum","männlich","","","",""
"36","2017","Städtischer Raum","weiblich","","","",""
"36","2017","Ländlicher Raum","männlich","","","",""
"36","2017","Ländlicher Raum","weiblich","","","",""
"40","2017","Städtischer Raum","männlich","","","",""
"40","2017","Städtischer Raum","weiblich","","","",""
"40","2017","Ländlicher Raum","männlich","","","",""
"40","2017","Ländlicher Raum","weiblich","","","",""
"42","2017","Städtischer Raum","männlich","","","",""
"42","2017","Städtischer Raum","weiblich","","","",""
"42","2017","Ländlicher Raum","männlich","","","",""
"42","2017","Ländlicher Raum","weiblich","","","",""
"45","2017","Städtischer Raum","männlich","","","",""
"45","2017","Städtischer Raum","weiblich","","","",""
"45","2017","Ländlicher Raum","männlich","","","",""
"45","2017","Ländlicher Raum","weiblich","","","",""
"48","2017","Städtischer Raum","männlich","","","",""
"48","2017","Städtischer Raum","weiblich","","","",""
"48","2017","Ländlicher Raum","männlich","","","",""
"48","2017","Ländlicher Raum","weiblich","","","",""
"50","2017","Städtischer Raum","männlich","","","",""
"50","2017","Städtischer Raum","weiblich","","","",""
"50","2017","Ländlicher Raum","männlich","","","",""
"50","2017","Ländlicher Raum","weiblich","","","",""
"51","2017","Städtischer Raum","männlich","","","",""
"51","2017","Städtischer Raum","weiblich","","","",""
"51","2017","Ländlicher Raum","männlich","","","",""
"51","2017","Ländlicher Raum","weiblich","","","",""
"64","2017","Städtischer Raum","männlich","","","",""
"64","2017","Städtischer Raum","weiblich","","","",""
"64","2017","Ländlicher Raum","männlich","","","",""
"64","2017","Ländlicher Raum","weiblich","","","",""
"65","2017","Städtischer Raum","männlich","","","",""
"65","2017","Städtischer Raum","weiblich","","","",""
"65","2017","Ländlicher Raum","männlich","","","",""
"65","2017","Ländlicher Raum","weiblich","","","",""
"90","2017","Städtischer Raum","männlich","","","",""
"90","2017","Städtischer Raum","weiblich","","","",""
"90","2017","Ländlicher Raum","männlich","","","",""
"90","2017","Ländlicher Raum","weiblich","","","",""
"98","2017","Städtischer Raum","männlich","","","",""
"98","2017","Städtischer Raum","weiblich","","","",""
"98","2017","Ländlicher Raum","männlich","","","",""
"98","2017","Ländlicher Raum","weiblich","","","",""
"100","2017","Städtischer Raum","männlich","","","",""
"100","2017","Städtischer Raum","weiblich","","","",""
"100","2017","Ländlicher Raum","männlich","","","",""
"100","2017","Ländlicher Raum","weiblich","","","",""
"0","2018","Städtischer Raum","männlich","","","",""
"0","2018","Städtischer Raum","weiblich","","","",""
"0","2018","Ländlicher Raum","männlich","","","",""
"0","2018","Ländlicher Raum","weiblich","","","",""
"1","2018","Städtischer Raum","männlich","672","0.75252897627997","0.724303991674637","0.780753960885302"
"1","2018","Städtischer Raum","weiblich","967","0.774618530923017","0.751239373597672","0.797997688248362"
"1","2018","Ländlicher Raum","männlich","420","0.764863493587311","0.729259243987765","0.800467743186857"
"1","2018","Ländlicher Raum","weiblich","512","0.741610784773788","0.708948334952969","0.774273234594608"
"2","2018","Städtischer Raum","männlich","148","0.154835979217996","0.131175890678934","0.178496067757059"
"2","2018","Städtischer Raum","weiblich","176","0.162092081651592","0.141471312669999","0.182712850633186"
"2","2018","Ländlicher Raum","männlich","74","0.127185565520529","0.0992131666411932","0.155157964399865"
"2","2018","Ländlicher Raum","weiblich","105","0.161693716732746","0.134222905902439","0.189164527563054"
"3","2018","Städtischer Raum","männlich","39","0.0449810941093166","0.0314251142568962","0.0585370739617369"
"3","2018","Städtischer Raum","weiblich","51","0.0403649602686572","0.0293525819438827","0.0513773385934317"
"3","2018","Ländlicher Raum","männlich","24","","",""
"3","2018","Ländlicher Raum","weiblich","47","0.0677066032808217","0.0489603119050289","0.0864528946566145"
"4","2018","Städtischer Raum","männlich","25","","",""
"4","2018","Städtischer Raum","weiblich","15","","",""
"4","2018","Ländlicher Raum","männlich","15","","",""
"4","2018","Ländlicher Raum","weiblich","12","","",""
"5","2018","Städtischer Raum","männlich","7","","",""
"5","2018","Städtischer Raum","weiblich","10","","",""
"5","2018","Ländlicher Raum","männlich","2","","",""
"5","2018","Ländlicher Raum","weiblich","8","","",""
"6","2018","Städtischer Raum","männlich","2","","",""
"6","2018","Städtischer Raum","weiblich","2","","",""
"6","2018","Ländlicher Raum","männlich","1","","",""
"6","2018","Ländlicher Raum","weiblich","2","","",""
"7","2018","Städtischer Raum","männlich","1","","",""
"7","2018","Städtischer Raum","weiblich","3","","",""
"7","2018","Ländlicher Raum","männlich","4","","",""
"7","2018","Ländlicher Raum","weiblich","","","",""
"8","2018","Städtischer Raum","männlich","1","","",""
"8","2018","Städtischer Raum","weiblich","","","",""
"8","2018","Ländlicher Raum","männlich","1","","",""
"8","2018","Ländlicher Raum","weiblich","2","","",""
"9","2018","Städtischer Raum","männlich","1","","",""
"9","2018","Städtischer Raum","weiblich","1","","",""
"9","2018","Ländlicher Raum","männlich","","","",""
"9","2018","Ländlicher Raum","weiblich","","","",""
"10","2018","Städtischer Raum","männlich","1","","",""
"10","2018","Städtischer Raum","weiblich","","","",""
"10","2018","Ländlicher Raum","männlich","1","","",""
"10","2018","Ländlicher Raum","weiblich","","","",""
"11","2018","Städtischer Raum","männlich","","","",""
"11","2018","Städtischer Raum","weiblich","","","",""
"11","2018","Ländlicher Raum","männlich","","","",""
"11","2018","Ländlicher Raum","weiblich","","","",""
"12","2018","Städtischer Raum","männlich","1","","",""
"12","2018","Städtischer Raum","weiblich","","","",""
"12","2018","Ländlicher Raum","männlich","1","","",""
"12","2018","Ländlicher Raum","weiblich","1","","",""
"13","2018","Städtischer Raum","männlich","","","",""
"13","2018","Städtischer Raum","weiblich","","","",""
"13","2018","Ländlicher Raum","männlich","","","",""
"13","2018","Ländlicher Raum","weiblich","","","",""
"14","2018","Städtischer Raum","männlich","","","",""
"14","2018","Städtischer Raum","weiblich","","","",""
"14","2018","Ländlicher Raum","männlich","","","",""
"14","2018","Ländlicher Raum","weiblich","","","",""
"15","2018","Städtischer Raum","männlich","","","",""
"15","2018","Städtischer Raum","weiblich","1","","",""
"15","2018","Ländlicher Raum","männlich","1","","",""
"15","2018","Ländlicher Raum","weiblich","","","",""
"16","2018","Städtischer Raum","männlich","","","",""
"16","2018","Städtischer Raum","weiblich","","","",""
"16","2018","Ländlicher Raum","männlich","","","",""
"16","2018","Ländlicher Raum","weiblich","","","",""
"17","2018","Städtischer Raum","männlich","","","",""
"17","2018","Städtischer Raum","weiblich","","","",""
"17","2018","Ländlicher Raum","männlich","","","",""
"17","2018","Ländlicher Raum","weiblich","","","",""
"18","2018","Städtischer Raum","männlich","","","",""
"18","2018","Städtischer Raum","weiblich","","","",""
"18","2018","Ländlicher Raum","männlich","","","",""
"18","2018","Ländlicher Raum","weiblich","","","",""
"19","2018","Städtischer Raum","männlich","","","",""
"19","2018","Städtischer Raum","weiblich","","","",""
"19","2018","Ländlicher Raum","männlich","","","",""
"19","2018","Ländlicher Raum","weiblich","","","",""
"20","2018","Städtischer Raum","männlich","","","",""
"20","2018","Städtischer Raum","weiblich","","","",""
"20","2018","Ländlicher Raum","männlich","1","","",""
"20","2018","Ländlicher Raum","weiblich","","","",""
"21","2018","Städtischer Raum","männlich","","","",""
"21","2018","Städtischer Raum","weiblich","","","",""
"21","2018","Ländlicher Raum","männlich","","","",""
"21","2018","Ländlicher Raum","weiblich","","","",""
"22","2018","Städtischer Raum","männlich","","","",""
"22","2018","Städtischer Raum","weiblich","","","",""
"22","2018","Ländlicher Raum","männlich","","","",""
"22","2018","Ländlicher Raum","weiblich","","","",""
"23","2018","Städtischer Raum","männlich","","","",""
"23","2018","Städtischer Raum","weiblich","","","",""
"23","2018","Ländlicher Raum","männlich","","","",""
