"ple0055","year","quintil_oecd","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"16","1996","1 Einkommensschwächstes Quintil","männlich","","","",""
"16","1996","1 Einkommensschwächstes Quintil","weiblich","","","",""
"16","1996","2","männlich","","","",""
"16","1996","2","weiblich","","","",""
"16","1996","3","männlich","","","",""
"16","1996","3","weiblich","","","",""
"16","1996","4","männlich","","","",""
"16","1996","4","weiblich","","","",""
"16","1996","5 Einkommensstärkstes Quintil","männlich","","","",""
"16","1996","5 Einkommensstärkstes Quintil","weiblich","","","",""
"17","1996","1 Einkommensschwächstes Quintil","männlich","1","","",""
"17","1996","1 Einkommensschwächstes Quintil","weiblich","","","",""
"17","1996","2","männlich","","","",""
"17","1996","2","weiblich","","","",""
"17","1996","3","männlich","","","",""
"17","1996","3","weiblich","","","",""
"17","1996","4","männlich","","","",""
"17","1996","4","weiblich","","","",""
"17","1996","5 Einkommensstärkstes Quintil","männlich","","","",""
"17","1996","5 Einkommensstärkstes Quintil","weiblich","","","",""
"18","1996","1 Einkommensschwächstes Quintil","männlich","","","",""
"18","1996","1 Einkommensschwächstes Quintil","weiblich","","","",""
"18","1996","2","männlich","","","",""
"18","1996","2","weiblich","","","",""
"18","1996","3","männlich","","","",""
"18","1996","3","weiblich","","","",""
"18","1996","4","männlich","","","",""
"18","1996","4","weiblich","","","",""
"18","1996","5 Einkommensstärkstes Quintil","männlich","","","",""
"18","1996","5 Einkommensstärkstes Quintil","weiblich","","","",""
"19","1996","1 Einkommensschwächstes Quintil","männlich","","","",""
"19","1996","1 Einkommensschwächstes Quintil","weiblich","","","",""
"19","1996","2","männlich","","","",""
"19","1996","2","weiblich","","","",""
"19","1996","3","männlich","","","",""
"19","1996","3","weiblich","","","",""
"19","1996","4","männlich","","","",""
"19","1996","4","weiblich","","","",""
"19","1996","5 Einkommensstärkstes Quintil","männlich","","","",""
"19","1996","5 Einkommensstärkstes Quintil","weiblich","","","",""
"20","1996","1 Einkommensschwächstes Quintil","männlich","","","",""
"20","1996","1 Einkommensschwächstes Quintil","weiblich","","","",""
"20","1996","2","männlich","","","",""
"20","1996","2","weiblich","","","",""
"20","1996","3","männlich","","","",""
"20","1996","3","weiblich","","","",""
"20","1996","4","männlich","","","",""
"20","1996","4","weiblich","","","",""
"20","1996","5 Einkommensstärkstes Quintil","männlich","","","",""
"20","1996","5 Einkommensstärkstes Quintil","weiblich","","","",""
"21","1996","1 Einkommensschwächstes Quintil","männlich","","","",""
"21","1996","1 Einkommensschwächstes Quintil","weiblich","","","",""
"21","1996","2","männlich","","","",""
"21","1996","2","weiblich","","","",""
"21","1996","3","männlich","","","",""
"21","1996","3","weiblich","","","",""
"21","1996","4","männlich","","","",""
"21","1996","4","weiblich","","","",""
"21","1996","5 Einkommensstärkstes Quintil","männlich","","","",""
"21","1996","5 Einkommensstärkstes Quintil","weiblich","","","",""
"22","1996","1 Einkommensschwächstes Quintil","männlich","","","",""
"22","1996","1 Einkommensschwächstes Quintil","weiblich","","","",""
"22","1996","2","männlich","","","",""
"22","1996","2","weiblich","","","",""
"22","1996","3","männlich","","","",""
"22","1996","3","weiblich","","","",""
"22","1996","4","männlich","","","",""
"22","1996","4","weiblich","","","",""
"22","1996","5 Einkommensstärkstes Quintil","männlich","","","",""
"22","1996","5 Einkommensstärkstes Quintil","weiblich","","","",""
"23","1996","1 Einkommensschwächstes Quintil","männlich","","","",""
"23","1996","1 Einkommensschwächstes Quintil","weiblich","","","",""
"23","1996","2","männlich","","","",""
"23","1996","2","weiblich","","","",""
"23","1996","3","männlich","","","",""
"23","1996","3","weiblich","","","",""
"23","1996","4","männlich","","","",""
"23","1996","4","weiblich","","","",""
"23","1996","5 Einkommensstärkstes Quintil","männlich","","","",""
"23","1996","5 Einkommensstärkstes Quintil","weiblich","","","",""
"24","1996","1 Einkommensschwächstes Quintil","männlich","","","",""
"24","1996","1 Einkommensschwächstes Quintil","weiblich","","","",""
"24","1996","2","männlich","","","",""
"24","1996","2","weiblich","","","",""
"24","1996","3","männlich","","","",""
"24","1996","3","weiblich","","","",""
"24","1996","4","männlich","","","",""
"24","1996","4","weiblich","","","",""
"24","1996","5 Einkommensstärkstes Quintil","männlich","","","",""
"24","1996","5 Einkommensstärkstes Quintil","weiblich","","","",""
"25","1996","1 Einkommensschwächstes Quintil","männlich","","","",""
"25","1996","1 Einkommensschwächstes Quintil","weiblich","","","",""
"25","1996","2","männlich","","","",""
"25","1996","2","weiblich","","","",""
"25","1996","3","männlich","","","",""
"25","1996","3","weiblich","","","",""
"25","1996","4","männlich","","","",""
"25","1996","4","weiblich","","","",""
"25","1996","5 Einkommensstärkstes Quintil","männlich","","","",""
"25","1996","5 Einkommensstärkstes Quintil","weiblich","","","",""
"26","1996","1 Einkommensschwächstes Quintil","männlich","","","",""
"26","1996","1 Einkommensschwächstes Quintil","weiblich","","","",""
"26","1996","2","männlich","","","",""
"26","1996","2","weiblich","","","",""
"26","1996","3","männlich","","","",""
"26","1996","3","weiblich","","","",""
"26","1996","4","männlich","","","",""
"26","1996","4","weiblich","","","",""
"26","1996","5 Einkommensstärkstes Quintil","männlich","","","",""
"26","1996","5 Einkommensstärkstes Quintil","weiblich","","","",""
"28","1996","1 Einkommensschwächstes Quintil","männlich","","","",""
"28","1996","1 Einkommensschwächstes Quintil","weiblich","","","",""
"28","1996","2","männlich","","","",""
"28","1996","2","weiblich","","","",""
"28","1996","3","männlich","","","",""
"28","1996","3","weiblich","","","",""
"28","1996","4","männlich","","","",""
"28","1996","4","weiblich","1","","",""
"28","1996","5 Einkommensstärkstes Quintil","männlich","","","",""
"28","1996","5 Einkommensstärkstes Quintil","weiblich","","","",""
"30","1996","1 Einkommensschwächstes Quintil","männlich","","","",""
"30","1996","1 Einkommensschwächstes Quintil","weiblich","","","",""
"30","1996","2","männlich","1","","",""
"30","1996","2","weiblich","","","",""
"30","1996","3","männlich","","","",""
"30","1996","3","weiblich","","","",""
"30","1996","4","männlich","","","",""
"30","1996","4","weiblich","","","",""
"30","1996","5 Einkommensstärkstes Quintil","männlich","","","",""
"30","1996","5 Einkommensstärkstes Quintil","weiblich","","","",""
"32","1996","1 Einkommensschwächstes Quintil","männlich","","","",""
"32","1996","1 Einkommensschwächstes Quintil","weiblich","","","",""
"32","1996","2","männlich","","","",""
"32","1996","2","weiblich","","","",""
"32","1996","3","männlich","","","",""
"32","1996","3","weiblich","","","",""
"32","1996","4","männlich","","","",""
"32","1996","4","weiblich","","","",""
"32","1996","5 Einkommensstärkstes Quintil","männlich","","","",""
"32","1996","5 Einkommensstärkstes Quintil","weiblich","","","",""
"35","1996","1 Einkommensschwächstes Quintil","männlich","","","",""
"35","1996","1 Einkommensschwächstes Quintil","weiblich","","","",""
"35","1996","2","männlich","","","",""
"35","1996","2","weiblich","1","","",""
"35","1996","3","männlich","","","",""
"35","1996","3","weiblich","","","",""
"35","1996","4","männlich","","","",""
"35","1996","4","weiblich","","","",""
"35","1996","5 Einkommensstärkstes Quintil","männlich","","","",""
"35","1996","5 Einkommensstärkstes Quintil","weiblich","","","",""
"36","1996","1 Einkommensschwächstes Quintil","männlich","","","",""
"36","1996","1 Einkommensschwächstes Quintil","weiblich","","","",""
"36","1996","2","männlich","","","",""
"36","1996","2","weiblich","","","",""
"36","1996","3","männlich","","","",""
"36","1996","3","weiblich","","","",""
"36","1996","4","männlich","","","",""
"36","1996","4","weiblich","","","",""
"36","1996","5 Einkommensstärkstes Quintil","männlich","","","",""
"36","1996","5 Einkommensstärkstes Quintil","weiblich","","","",""
"40","1996","1 Einkommensschwächstes Quintil","männlich","","","",""
"40","1996","1 Einkommensschwächstes Quintil","weiblich","","","",""
"40","1996","2","männlich","","","",""
"40","1996","2","weiblich","","","",""
"40","1996","3","männlich","","","",""
"40","1996","3","weiblich","","","",""
"40","1996","4","männlich","","","",""
"40","1996","4","weiblich","","","",""
"40","1996","5 Einkommensstärkstes Quintil","männlich","","","",""
"40","1996","5 Einkommensstärkstes Quintil","weiblich","","","",""
"42","1996","1 Einkommensschwächstes Quintil","männlich","","","",""
"42","1996","1 Einkommensschwächstes Quintil","weiblich","","","",""
"42","1996","2","männlich","","","",""
"42","1996","2","weiblich","","","",""
"42","1996","3","männlich","","","",""
"42","1996","3","weiblich","","","",""
"42","1996","4","männlich","","","",""
"42","1996","4","weiblich","","","",""
"42","1996","5 Einkommensstärkstes Quintil","männlich","","","",""
"42","1996","5 Einkommensstärkstes Quintil","weiblich","","","",""
"45","1996","1 Einkommensschwächstes Quintil","männlich","","","",""
"45","1996","1 Einkommensschwächstes Quintil","weiblich","","","",""
"45","1996","2","männlich","","","",""
"45","1996","2","weiblich","","","",""
"45","1996","3","männlich","","","",""
"45","1996","3","weiblich","","","",""
"45","1996","4","männlich","","","",""
"45","1996","4","weiblich","","","",""
"45","1996","5 Einkommensstärkstes Quintil","männlich","","","",""
"45","1996","5 Einkommensstärkstes Quintil","weiblich","","","",""
"48","1996","1 Einkommensschwächstes Quintil","männlich","","","",""
"48","1996","1 Einkommensschwächstes Quintil","weiblich","","","",""
"48","1996","2","männlich","","","",""
"48","1996","2","weiblich","","","",""
"48","1996","3","männlich","","","",""
"48","1996","3","weiblich","","","",""
"48","1996","4","männlich","","","",""
"48","1996","4","weiblich","","","",""
"48","1996","5 Einkommensstärkstes Quintil","männlich","","","",""
"48","1996","5 Einkommensstärkstes Quintil","weiblich","","","",""
"50","1996","1 Einkommensschwächstes Quintil","männlich","","","",""
"50","1996","1 Einkommensschwächstes Quintil","weiblich","","","",""
"50","1996","2","männlich","","","",""
"50","1996","2","weiblich","","","",""
"50","1996","3","männlich","","","",""
"50","1996","3","weiblich","","","",""
"50","1996","4","männlich","","","",""
"50","1996","4","weiblich","","","",""
"50","1996","5 Einkommensstärkstes Quintil","männlich","","","",""
"50","1996","5 Einkommensstärkstes Quintil","weiblich","","","",""
"64","1996","1 Einkommensschwächstes Quintil","männlich","","","",""
"64","1996","1 Einkommensschwächstes Quintil","weiblich","","","",""
"64","1996","2","männlich","","","",""
"64","1996","2","weiblich","","","",""
"64","1996","3","männlich","","","",""
"64","1996","3","weiblich","","","",""
"64","1996","4","männlich","","","",""
"64","1996","4","weiblich","","","",""
"64","1996","5 Einkommensstärkstes Quintil","männlich","","","",""
"64","1996","5 Einkommensstärkstes Quintil","weiblich","","","",""
"98","1996","1 Einkommensschwächstes Quintil","männlich","","","",""
"98","1996","1 Einkommensschwächstes Quintil","weiblich","","","",""
"98","1996","2","männlich","","","",""
"98","1996","2","weiblich","","","",""
"98","1996","3","männlich","","","",""
"98","1996","3","weiblich","","","",""
"98","1996","4","männlich","","","",""
"98","1996","4","weiblich","","","",""
"98","1996","5 Einkommensstärkstes Quintil","männlich","","","",""
"98","1996","5 Einkommensstärkstes Quintil","weiblich","","","",""
"100","1996","1 Einkommensschwächstes Quintil","männlich","","","",""
"100","1996","1 Einkommensschwächstes Quintil","weiblich","","","",""
"100","1996","2","männlich","","","",""
"100","1996","2","weiblich","","","",""
"100","1996","3","männlich","","","",""
"100","1996","3","weiblich","","","",""
"100","1996","4","männlich","","","",""
"100","1996","4","weiblich","","","",""
"100","1996","5 Einkommensstärkstes Quintil","männlich","","","",""
"100","1996","5 Einkommensstärkstes Quintil","weiblich","","","",""
"0","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"0","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"0","1997","2","männlich","","","",""
"0","1997","2","weiblich","","","",""
"0","1997","3","männlich","","","",""
"0","1997","3","weiblich","","","",""
"0","1997","4","männlich","","","",""
"0","1997","4","weiblich","","","",""
"0","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"0","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"1","1997","1 Einkommensschwächstes Quintil","männlich","138","0.700691265537395","0.635914311307187","0.765468219767603"
"1","1997","1 Einkommensschwächstes Quintil","weiblich","257","0.769931104594996","0.724928946753339","0.814933262436654"
"1","1997","2","männlich","145","0.759133561110222","0.69751529567621","0.820751826544235"
"1","1997","2","weiblich","202","0.765474555757042","0.71484171264656","0.816107398867524"
"1","1997","3","männlich","87","0.783727254675216","0.705719177388681","0.861735331961751"
"1","1997","3","weiblich","126","0.843404568509536","0.784455196674582","0.90235394034449"
"1","1997","4","männlich","60","0.767583925580084","0.671993702358609","0.86317414880156"
"1","1997","4","weiblich","76","0.883857609868639","0.817664411112749","0.95005080862453"
"1","1997","5 Einkommensstärkstes Quintil","männlich","22","","",""
"1","1997","5 Einkommensstärkstes Quintil","weiblich","38","0.926474807485477","0.847541856748946","1.00540775822201"
"2","1997","1 Einkommensschwächstes Quintil","männlich","33","0.198826637317749","0.142372209355708","0.25528106527979"
"2","1997","1 Einkommensschwächstes Quintil","weiblich","53","0.142926802195089","0.105503315478523","0.180350288911654"
"2","1997","2","männlich","22","","",""
"2","1997","2","weiblich","56","0.185353328056581","0.138917115658613","0.231789540454549"
"2","1997","3","männlich","14","","",""
"2","1997","3","weiblich","15","","",""
"2","1997","4","männlich","9","","",""
"2","1997","4","weiblich","12","","",""
"2","1997","5 Einkommensstärkstes Quintil","männlich","5","","",""
"2","1997","5 Einkommensstärkstes Quintil","weiblich","3","","",""
"3","1997","1 Einkommensschwächstes Quintil","männlich","12","","",""
"3","1997","1 Einkommensschwächstes Quintil","weiblich","16","","",""
"3","1997","2","männlich","11","","",""
"3","1997","2","weiblich","3","","",""
"3","1997","3","männlich","2","","",""
"3","1997","3","weiblich","2","","",""
"3","1997","4","männlich","5","","",""
"3","1997","4","weiblich","2","","",""
