"ple0055","year","regtyp","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"13","2006","Staedtischer Raum","Ostdeutschland","","","",""
"13","2006","Laendlicher Raum","Westdeutschland","","","",""
"13","2006","Laendlicher Raum","Ostdeutschland","","","",""
"14","2006","Staedtischer Raum","Westdeutschland","","","",""
"14","2006","Staedtischer Raum","Ostdeutschland","","","",""
"14","2006","Laendlicher Raum","Westdeutschland","","","",""
"14","2006","Laendlicher Raum","Ostdeutschland","","","",""
"15","2006","Staedtischer Raum","Westdeutschland","","","",""
"15","2006","Staedtischer Raum","Ostdeutschland","1","","",""
"15","2006","Laendlicher Raum","Westdeutschland","","","",""
"15","2006","Laendlicher Raum","Ostdeutschland","1","","",""
"16","2006","Staedtischer Raum","Westdeutschland","","","",""
"16","2006","Staedtischer Raum","Ostdeutschland","","","",""
"16","2006","Laendlicher Raum","Westdeutschland","","","",""
"16","2006","Laendlicher Raum","Ostdeutschland","","","",""
"17","2006","Staedtischer Raum","Westdeutschland","","","",""
"17","2006","Staedtischer Raum","Ostdeutschland","","","",""
"17","2006","Laendlicher Raum","Westdeutschland","","","",""
"17","2006","Laendlicher Raum","Ostdeutschland","","","",""
"18","2006","Staedtischer Raum","Westdeutschland","","","",""
"18","2006","Staedtischer Raum","Ostdeutschland","","","",""
"18","2006","Laendlicher Raum","Westdeutschland","","","",""
"18","2006","Laendlicher Raum","Ostdeutschland","","","",""
"19","2006","Staedtischer Raum","Westdeutschland","","","",""
"19","2006","Staedtischer Raum","Ostdeutschland","","","",""
"19","2006","Laendlicher Raum","Westdeutschland","1","","",""
"19","2006","Laendlicher Raum","Ostdeutschland","","","",""
"20","2006","Staedtischer Raum","Westdeutschland","","","",""
"20","2006","Staedtischer Raum","Ostdeutschland","1","","",""
"20","2006","Laendlicher Raum","Westdeutschland","","","",""
"20","2006","Laendlicher Raum","Ostdeutschland","","","",""
"21","2006","Staedtischer Raum","Westdeutschland","","","",""
"21","2006","Staedtischer Raum","Ostdeutschland","","","",""
"21","2006","Laendlicher Raum","Westdeutschland","","","",""
"21","2006","Laendlicher Raum","Ostdeutschland","","","",""
"22","2006","Staedtischer Raum","Westdeutschland","","","",""
"22","2006","Staedtischer Raum","Ostdeutschland","","","",""
"22","2006","Laendlicher Raum","Westdeutschland","","","",""
"22","2006","Laendlicher Raum","Ostdeutschland","","","",""
"23","2006","Staedtischer Raum","Westdeutschland","","","",""
"23","2006","Staedtischer Raum","Ostdeutschland","","","",""
"23","2006","Laendlicher Raum","Westdeutschland","","","",""
"23","2006","Laendlicher Raum","Ostdeutschland","","","",""
"24","2006","Staedtischer Raum","Westdeutschland","","","",""
"24","2006","Staedtischer Raum","Ostdeutschland","","","",""
"24","2006","Laendlicher Raum","Westdeutschland","","","",""
"24","2006","Laendlicher Raum","Ostdeutschland","","","",""
"25","2006","Staedtischer Raum","Westdeutschland","","","",""
"25","2006","Staedtischer Raum","Ostdeutschland","","","",""
"25","2006","Laendlicher Raum","Westdeutschland","","","",""
"25","2006","Laendlicher Raum","Ostdeutschland","","","",""
"26","2006","Staedtischer Raum","Westdeutschland","","","",""
"26","2006","Staedtischer Raum","Ostdeutschland","","","",""
"26","2006","Laendlicher Raum","Westdeutschland","","","",""
"26","2006","Laendlicher Raum","Ostdeutschland","","","",""
"27","2006","Staedtischer Raum","Westdeutschland","","","",""
"27","2006","Staedtischer Raum","Ostdeutschland","","","",""
"27","2006","Laendlicher Raum","Westdeutschland","","","",""
"27","2006","Laendlicher Raum","Ostdeutschland","","","",""
"28","2006","Staedtischer Raum","Westdeutschland","","","",""
"28","2006","Staedtischer Raum","Ostdeutschland","","","",""
"28","2006","Laendlicher Raum","Westdeutschland","","","",""
"28","2006","Laendlicher Raum","Ostdeutschland","","","",""
"30","2006","Staedtischer Raum","Westdeutschland","","","",""
"30","2006","Staedtischer Raum","Ostdeutschland","1","","",""
"30","2006","Laendlicher Raum","Westdeutschland","","","",""
"30","2006","Laendlicher Raum","Ostdeutschland","","","",""
"31","2006","Staedtischer Raum","Westdeutschland","","","",""
"31","2006","Staedtischer Raum","Ostdeutschland","","","",""
"31","2006","Laendlicher Raum","Westdeutschland","","","",""
"31","2006","Laendlicher Raum","Ostdeutschland","","","",""
"32","2006","Staedtischer Raum","Westdeutschland","","","",""
"32","2006","Staedtischer Raum","Ostdeutschland","","","",""
"32","2006","Laendlicher Raum","Westdeutschland","","","",""
"32","2006","Laendlicher Raum","Ostdeutschland","","","",""
"35","2006","Staedtischer Raum","Westdeutschland","","","",""
"35","2006","Staedtischer Raum","Ostdeutschland","","","",""
"35","2006","Laendlicher Raum","Westdeutschland","","","",""
"35","2006","Laendlicher Raum","Ostdeutschland","","","",""
"36","2006","Staedtischer Raum","Westdeutschland","","","",""
"36","2006","Staedtischer Raum","Ostdeutschland","","","",""
"36","2006","Laendlicher Raum","Westdeutschland","","","",""
"36","2006","Laendlicher Raum","Ostdeutschland","","","",""
"40","2006","Staedtischer Raum","Westdeutschland","","","",""
"40","2006","Staedtischer Raum","Ostdeutschland","","","",""
"40","2006","Laendlicher Raum","Westdeutschland","","","",""
"40","2006","Laendlicher Raum","Ostdeutschland","","","",""
"42","2006","Staedtischer Raum","Westdeutschland","","","",""
"42","2006","Staedtischer Raum","Ostdeutschland","","","",""
"42","2006","Laendlicher Raum","Westdeutschland","","","",""
"42","2006","Laendlicher Raum","Ostdeutschland","","","",""
"45","2006","Staedtischer Raum","Westdeutschland","","","",""
"45","2006","Staedtischer Raum","Ostdeutschland","","","",""
"45","2006","Laendlicher Raum","Westdeutschland","","","",""
"45","2006","Laendlicher Raum","Ostdeutschland","","","",""
"48","2006","Staedtischer Raum","Westdeutschland","","","",""
"48","2006","Staedtischer Raum","Ostdeutschland","","","",""
"48","2006","Laendlicher Raum","Westdeutschland","","","",""
"48","2006","Laendlicher Raum","Ostdeutschland","","","",""
"50","2006","Staedtischer Raum","Westdeutschland","","","",""
"50","2006","Staedtischer Raum","Ostdeutschland","","","",""
"50","2006","Laendlicher Raum","Westdeutschland","","","",""
"50","2006","Laendlicher Raum","Ostdeutschland","","","",""
"51","2006","Staedtischer Raum","Westdeutschland","","","",""
"51","2006","Staedtischer Raum","Ostdeutschland","","","",""
"51","2006","Laendlicher Raum","Westdeutschland","","","",""
"51","2006","Laendlicher Raum","Ostdeutschland","","","",""
"64","2006","Staedtischer Raum","Westdeutschland","","","",""
"64","2006","Staedtischer Raum","Ostdeutschland","","","",""
"64","2006","Laendlicher Raum","Westdeutschland","","","",""
"64","2006","Laendlicher Raum","Ostdeutschland","","","",""
"65","2006","Staedtischer Raum","Westdeutschland","","","",""
"65","2006","Staedtischer Raum","Ostdeutschland","","","",""
"65","2006","Laendlicher Raum","Westdeutschland","","","",""
"65","2006","Laendlicher Raum","Ostdeutschland","","","",""
"90","2006","Staedtischer Raum","Westdeutschland","","","",""
"90","2006","Staedtischer Raum","Ostdeutschland","","","",""
"90","2006","Laendlicher Raum","Westdeutschland","","","",""
"90","2006","Laendlicher Raum","Ostdeutschland","","","",""
"98","2006","Staedtischer Raum","Westdeutschland","","","",""
"98","2006","Staedtischer Raum","Ostdeutschland","","","",""
"98","2006","Laendlicher Raum","Westdeutschland","","","",""
"98","2006","Laendlicher Raum","Ostdeutschland","","","",""
"100","2006","Staedtischer Raum","Westdeutschland","","","",""
"100","2006","Staedtischer Raum","Ostdeutschland","","","",""
"100","2006","Laendlicher Raum","Westdeutschland","","","",""
"100","2006","Laendlicher Raum","Ostdeutschland","","","",""
"0","2007","Staedtischer Raum","Westdeutschland","","","",""
"0","2007","Staedtischer Raum","Ostdeutschland","","","",""
"0","2007","Laendlicher Raum","Westdeutschland","","","",""
"0","2007","Laendlicher Raum","Ostdeutschland","","","",""
"1","2007","Staedtischer Raum","Westdeutschland","997","0.731367174983774","0.707678857189674","0.755055492777874"
"1","2007","Staedtischer Raum","Ostdeutschland","136","0.726618239822819","0.661866668412951","0.791369811232686"
"1","2007","Laendlicher Raum","Westdeutschland","318","0.696776015101741","0.653827305045685","0.739724725157797"
"1","2007","Laendlicher Raum","Ostdeutschland","326","0.745633187223654","0.704847867162691","0.786418507284618"
"2","2007","Staedtischer Raum","Westdeutschland","237","0.178776846571413","0.158299523710155","0.199254169432672"
"2","2007","Staedtischer Raum","Ostdeutschland","33","0.211968290243022","0.152591093241065","0.271345487244979"
"2","2007","Laendlicher Raum","Westdeutschland","80","0.204092213667001","0.166433424894508","0.241751002439494"
"2","2007","Laendlicher Raum","Ostdeutschland","79","0.19822494313884","0.160889917201666","0.235559969076014"
"3","2007","Staedtischer Raum","Westdeutschland","69","0.05409153096551","0.0420029272042915","0.0661801347267284"
"3","2007","Staedtischer Raum","Ostdeutschland","8","","",""
"3","2007","Laendlicher Raum","Westdeutschland","30","0.0665080933388024","0.0432264152478187","0.0897897714297861"
"3","2007","Laendlicher Raum","Ostdeutschland","18","","",""
"4","2007","Staedtischer Raum","Westdeutschland","25","","",""
"4","2007","Staedtischer Raum","Ostdeutschland","1","","",""
"4","2007","Laendlicher Raum","Westdeutschland","7","","",""
"4","2007","Laendlicher Raum","Ostdeutschland","5","","",""
"5","2007","Staedtischer Raum","Westdeutschland","8","","",""
"5","2007","Staedtischer Raum","Ostdeutschland","4","","",""
"5","2007","Laendlicher Raum","Westdeutschland","2","","",""
"5","2007","Laendlicher Raum","Ostdeutschland","4","","",""
"6","2007","Staedtischer Raum","Westdeutschland","2","","",""
"6","2007","Staedtischer Raum","Ostdeutschland","","","",""
"6","2007","Laendlicher Raum","Westdeutschland","","","",""
"6","2007","Laendlicher Raum","Ostdeutschland","1","","",""
"7","2007","Staedtischer Raum","Westdeutschland","1","","",""
"7","2007","Staedtischer Raum","Ostdeutschland","","","",""
"7","2007","Laendlicher Raum","Westdeutschland","","","",""
"7","2007","Laendlicher Raum","Ostdeutschland","2","","",""
"8","2007","Staedtischer Raum","Westdeutschland","","","",""
"8","2007","Staedtischer Raum","Ostdeutschland","","","",""
"8","2007","Laendlicher Raum","Westdeutschland","","","",""
"8","2007","Laendlicher Raum","Ostdeutschland","1","","",""
"9","2007","Staedtischer Raum","Westdeutschland","1","","",""
"9","2007","Staedtischer Raum","Ostdeutschland","","","",""
"9","2007","Laendlicher Raum","Westdeutschland","","","",""
"9","2007","Laendlicher Raum","Ostdeutschland","1","","",""
"10","2007","Staedtischer Raum","Westdeutschland","1","","",""
"10","2007","Staedtischer Raum","Ostdeutschland","","","",""
"10","2007","Laendlicher Raum","Westdeutschland","","","",""
"10","2007","Laendlicher Raum","Ostdeutschland","","","",""
"11","2007","Staedtischer Raum","Westdeutschland","","","",""
"11","2007","Staedtischer Raum","Ostdeutschland","","","",""
"11","2007","Laendlicher Raum","Westdeutschland","1","","",""
"11","2007","Laendlicher Raum","Ostdeutschland","","","",""
"12","2007","Staedtischer Raum","Westdeutschland","2","","",""
"12","2007","Staedtischer Raum","Ostdeutschland","","","",""
"12","2007","Laendlicher Raum","Westdeutschland","","","",""
"12","2007","Laendlicher Raum","Ostdeutschland","1","","",""
"13","2007","Staedtischer Raum","Westdeutschland","","","",""
"13","2007","Staedtischer Raum","Ostdeutschland","","","",""
"13","2007","Laendlicher Raum","Westdeutschland","","","",""
"13","2007","Laendlicher Raum","Ostdeutschland","","","",""
"14","2007","Staedtischer Raum","Westdeutschland","1","","",""
"14","2007","Staedtischer Raum","Ostdeutschland","","","",""
"14","2007","Laendlicher Raum","Westdeutschland","","","",""
"14","2007","Laendlicher Raum","Ostdeutschland","","","",""
"15","2007","Staedtischer Raum","Westdeutschland","","","",""
"15","2007","Staedtischer Raum","Ostdeutschland","","","",""
"15","2007","Laendlicher Raum","Westdeutschland","","","",""
"15","2007","Laendlicher Raum","Ostdeutschland","","","",""
"16","2007","Staedtischer Raum","Westdeutschland","","","",""
"16","2007","Staedtischer Raum","Ostdeutschland","","","",""
"16","2007","Laendlicher Raum","Westdeutschland","1","","",""
"16","2007","Laendlicher Raum","Ostdeutschland","","","",""
"17","2007","Staedtischer Raum","Westdeutschland","","","",""
"17","2007","Staedtischer Raum","Ostdeutschland","","","",""
"17","2007","Laendlicher Raum","Westdeutschland","","","",""
"17","2007","Laendlicher Raum","Ostdeutschland","","","",""
"18","2007","Staedtischer Raum","Westdeutschland","","","",""
"18","2007","Staedtischer Raum","Ostdeutschland","","","",""
"18","2007","Laendlicher Raum","Westdeutschland","1","","",""
"18","2007","Laendlicher Raum","Ostdeutschland","","","",""
"19","2007","Staedtischer Raum","Westdeutschland","","","",""
"19","2007","Staedtischer Raum","Ostdeutschland","","","",""
"19","2007","Laendlicher Raum","Westdeutschland","","","",""
"19","2007","Laendlicher Raum","Ostdeutschland","","","",""
"20","2007","Staedtischer Raum","Westdeutschland","","","",""
"20","2007","Staedtischer Raum","Ostdeutschland","","","",""
"20","2007","Laendlicher Raum","Westdeutschland","","","",""
"20","2007","Laendlicher Raum","Ostdeutschland","","","",""
"21","2007","Staedtischer Raum","Westdeutschland","","","",""
"21","2007","Staedtischer Raum","Ostdeutschland","","","",""
"21","2007","Laendlicher Raum","Westdeutschland","","","",""
"21","2007","Laendlicher Raum","Ostdeutschland","","","",""
"22","2007","Staedtischer Raum","Westdeutschland","","","",""
"22","2007","Staedtischer Raum","Ostdeutschland","","","",""
"22","2007","Laendlicher Raum","Westdeutschland","","","",""
"22","2007","Laendlicher Raum","Ostdeutschland","","","",""
"23","2007","Staedtischer Raum","Westdeutschland","1","","",""
"23","2007","Staedtischer Raum","Ostdeutschland","","","",""
"23","2007","Laendlicher Raum","Westdeutschland","","","",""
"23","2007","Laendlicher Raum","Ostdeutschland","","","",""
"24","2007","Staedtischer Raum","Westdeutschland","","","",""
"24","2007","Staedtischer Raum","Ostdeutschland","","","",""
"24","2007","Laendlicher Raum","Westdeutschland","","","",""
"24","2007","Laendlicher Raum","Ostdeutschland","","","",""
"25","2007","Staedtischer Raum","Westdeutschland","","","",""
"25","2007","Staedtischer Raum","Ostdeutschland","","","",""
"25","2007","Laendlicher Raum","Westdeutschland","","","",""
"25","2007","Laendlicher Raum","Ostdeutschland","","","",""
"26","2007","Staedtischer Raum","Westdeutschland","","","",""
"26","2007","Staedtischer Raum","Ostdeutschland","","","",""
"26","2007","Laendlicher Raum","Westdeutschland","","","",""
"26","2007","Laendlicher Raum","Ostdeutschland","","","",""
"27","2007","Staedtischer Raum","Westdeutschland","","","",""
"27","2007","Staedtischer Raum","Ostdeutschland","","","",""
"27","2007","Laendlicher Raum","Westdeutschland","","","",""
"27","2007","Laendlicher Raum","Ostdeutschland","","","",""
"28","2007","Staedtischer Raum","Westdeutschland","","","",""
"28","2007","Staedtischer Raum","Ostdeutschland","","","",""
"28","2007","Laendlicher Raum","Westdeutschland","","","",""
"28","2007","Laendlicher Raum","Ostdeutschland","","","",""
"30","2007","Staedtischer Raum","Westdeutschland","","","",""
"30","2007","Staedtischer Raum","Ostdeutschland","","","",""
"30","2007","Laendlicher Raum","Westdeutschland","","","",""
"30","2007","Laendlicher Raum","Ostdeutschland","","","",""
"31","2007","Staedtischer Raum","Westdeutschland","","","",""
"31","2007","Staedtischer Raum","Ostdeutschland","","","",""
"31","2007","Laendlicher Raum","Westdeutschland","","","",""
"31","2007","Laendlicher Raum","Ostdeutschland","","","",""
"32","2007","Staedtischer Raum","Westdeutschland","","","",""
"32","2007","Staedtischer Raum","Ostdeutschland","","","",""
"32","2007","Laendlicher Raum","Westdeutschland","","","",""
"32","2007","Laendlicher Raum","Ostdeutschland","","","",""
"35","2007","Staedtischer Raum","Westdeutschland","","","",""
"35","2007","Staedtischer Raum","Ostdeutschland","","","",""
"35","2007","Laendlicher Raum","Westdeutschland","","","",""
"35","2007","Laendlicher Raum","Ostdeutschland","","","",""
"36","2007","Staedtischer Raum","Westdeutschland","","","",""
"36","2007","Staedtischer Raum","Ostdeutschland","","","",""
"36","2007","Laendlicher Raum","Westdeutschland","","","",""
"36","2007","Laendlicher Raum","Ostdeutschland","","","",""
"40","2007","Staedtischer Raum","Westdeutschland","","","",""
"40","2007","Staedtischer Raum","Ostdeutschland","","","",""
"40","2007","Laendlicher Raum","Westdeutschland","","","",""
"40","2007","Laendlicher Raum","Ostdeutschland","","","",""
"42","2007","Staedtischer Raum","Westdeutschland","","","",""
"42","2007","Staedtischer Raum","Ostdeutschland","","","",""
"42","2007","Laendlicher Raum","Westdeutschland","","","",""
"42","2007","Laendlicher Raum","Ostdeutschland","","","",""
"45","2007","Staedtischer Raum","Westdeutschland","","","",""
"45","2007","Staedtischer Raum","Ostdeutschland","","","",""
"45","2007","Laendlicher Raum","Westdeutschland","","","",""
"45","2007","Laendlicher Raum","Ostdeutschland","","","",""
"48","2007","Staedtischer Raum","Westdeutschland","","","",""
"48","2007","Staedtischer Raum","Ostdeutschland","","","",""
"48","2007","Laendlicher Raum","Westdeutschland","","","",""
"48","2007","Laendlicher Raum","Ostdeutschland","","","",""
"50","2007","Staedtischer Raum","Westdeutschland","","","",""
"50","2007","Staedtischer Raum","Ostdeutschland","","","",""
"50","2007","Laendlicher Raum","Westdeutschland","","","",""
"50","2007","Laendlicher Raum","Ostdeutschland","","","",""
"51","2007","Staedtischer Raum","Westdeutschland","","","",""
"51","2007","Staedtischer Raum","Ostdeutschland","","","",""
"51","2007","Laendlicher Raum","Westdeutschland","","","",""
"51","2007","Laendlicher Raum","Ostdeutschland","","","",""
"64","2007","Staedtischer Raum","Westdeutschland","","","",""
"64","2007","Staedtischer Raum","Ostdeutschland","","","",""
"64","2007","Laendlicher Raum","Westdeutschland","","","",""
"64","2007","Laendlicher Raum","Ostdeutschland","","","",""
"65","2007","Staedtischer Raum","Westdeutschland","","","",""
"65","2007","Staedtischer Raum","Ostdeutschland","","","",""
"65","2007","Laendlicher Raum","Westdeutschland","","","",""
"65","2007","Laendlicher Raum","Ostdeutschland","","","",""
"90","2007","Staedtischer Raum","Westdeutschland","","","",""
"90","2007","Staedtischer Raum","Ostdeutschland","","","",""
"90","2007","Laendlicher Raum","Westdeutschland","","","",""
"90","2007","Laendlicher Raum","Ostdeutschland","","","",""
"98","2007","Staedtischer Raum","Westdeutschland","","","",""
"98","2007","Staedtischer Raum","Ostdeutschland","","","",""
"98","2007","Laendlicher Raum","Westdeutschland","","","",""
"98","2007","Laendlicher Raum","Ostdeutschland","","","",""
"100","2007","Staedtischer Raum","Westdeutschland","","","",""
"100","2007","Staedtischer Raum","Ostdeutschland","","","",""
"100","2007","Laendlicher Raum","Westdeutschland","","","",""
"100","2007","Laendlicher Raum","Ostdeutschland","","","",""
"0","2008","Staedtischer Raum","Westdeutschland","","","",""
"0","2008","Staedtischer Raum","Ostdeutschland","","","",""
"0","2008","Laendlicher Raum","Westdeutschland","","","",""
"0","2008","Laendlicher Raum","Ostdeutschland","","","",""
"1","2008","Staedtischer Raum","Westdeutschland","882","0.722678679058088","0.697221860813568","0.748135497302609"
"1","2008","Staedtischer Raum","Ostdeutschland","134","0.792430453799295","0.732512889060583","0.852348018538007"
"1","2008","Laendlicher Raum","Westdeutschland","311","0.744844797807714","0.702901830612392","0.786787765003035"
"1","2008","Laendlicher Raum","Ostdeutschland","297","0.723865677792564","0.680954616934214","0.766776738650914"
"2","2008","Staedtischer Raum","Westdeutschland","213","0.193837808578644","0.171359153189159","0.21631646396813"
"2","2008","Staedtischer Raum","Ostdeutschland","32","0.176055102298009","0.119786626716654","0.232323577879365"
"2","2008","Laendlicher Raum","Westdeutschland","81","0.189162831543085","0.151483015836137","0.226842647250033"
"2","2008","Laendlicher Raum","Ostdeutschland","81","0.196887874635405","0.158721787240403","0.235053962030407"
"3","2008","Staedtischer Raum","Westdeutschland","58","0.0503193058090196","0.0378885940580457","0.0627500175599934"
"3","2008","Staedtischer Raum","Ostdeutschland","9","","",""
"3","2008","Laendlicher Raum","Westdeutschland","16","","",""
"3","2008","Laendlicher Raum","Ostdeutschland","23","","",""
"4","2008","Staedtischer Raum","Westdeutschland","20","","",""
"4","2008","Staedtischer Raum","Ostdeutschland","","","",""
"4","2008","Laendlicher Raum","Westdeutschland","1","","",""
"4","2008","Laendlicher Raum","Ostdeutschland","12","","",""
"5","2008","Staedtischer Raum","Westdeutschland","9","","",""
"5","2008","Staedtischer Raum","Ostdeutschland","","","",""
"5","2008","Laendlicher Raum","Westdeutschland","2","","",""
"5","2008","Laendlicher Raum","Ostdeutschland","2","","",""
"6","2008","Staedtischer Raum","Westdeutschland","1","","",""
"6","2008","Staedtischer Raum","Ostdeutschland","","","",""
"6","2008","Laendlicher Raum","Westdeutschland","1","","",""
"6","2008","Laendlicher Raum","Ostdeutschland","","","",""
"7","2008","Staedtischer Raum","Westdeutschland","2","","",""
"7","2008","Staedtischer Raum","Ostdeutschland","","","",""
"7","2008","Laendlicher Raum","Westdeutschland","1","","",""
"7","2008","Laendlicher Raum","Ostdeutschland","2","","",""
"8","2008","Staedtischer Raum","Westdeutschland","2","","",""
"8","2008","Staedtischer Raum","Ostdeutschland","","","",""
"8","2008","Laendlicher Raum","Westdeutschland","1","","",""
"8","2008","Laendlicher Raum","Ostdeutschland","","","",""
"9","2008","Staedtischer Raum","Westdeutschland","","","",""
"9","2008","Staedtischer Raum","Ostdeutschland","","","",""
"9","2008","Laendlicher Raum","Westdeutschland","","","",""
"9","2008","Laendlicher Raum","Ostdeutschland","","","",""
"10","2008","Staedtischer Raum","Westdeutschland","","","",""
"10","2008","Staedtischer Raum","Ostdeutschland","","","",""
"10","2008","Laendlicher Raum","Westdeutschland","1","","",""
"10","2008","Laendlicher Raum","Ostdeutschland","","","",""
"11","2008","Staedtischer Raum","Westdeutschland","","","",""
"11","2008","Staedtischer Raum","Ostdeutschland","","","",""
"11","2008","Laendlicher Raum","Westdeutschland","","","",""
"11","2008","Laendlicher Raum","Ostdeutschland","","","",""
"12","2008","Staedtischer Raum","Westdeutschland","1","","",""
"12","2008","Staedtischer Raum","Ostdeutschland","","","",""
"12","2008","Laendlicher Raum","Westdeutschland","","","",""
"12","2008","Laendlicher Raum","Ostdeutschland","","","",""
"13","2008","Staedtischer Raum","Westdeutschland","","","",""
"13","2008","Staedtischer Raum","Ostdeutschland","","","",""
"13","2008","Laendlicher Raum","Westdeutschland","","","",""
"13","2008","Laendlicher Raum","Ostdeutschland","","","",""
"14","2008","Staedtischer Raum","Westdeutschland","","","",""
"14","2008","Staedtischer Raum","Ostdeutschland","","","",""
"14","2008","Laendlicher Raum","Westdeutschland","","","",""
"14","2008","Laendlicher Raum","Ostdeutschland","","","",""
"15","2008","Staedtischer Raum","Westdeutschland","","","",""
"15","2008","Staedtischer Raum","Ostdeutschland","","","",""
"15","2008","Laendlicher Raum","Westdeutschland","","","",""
"15","2008","Laendlicher Raum","Ostdeutschland","","","",""
"16","2008","Staedtischer Raum","Westdeutschland","","","",""
"16","2008","Staedtischer Raum","Ostdeutschland","","","",""
"16","2008","Laendlicher Raum","Westdeutschland","","","",""
"16","2008","Laendlicher Raum","Ostdeutschland","","","",""
"17","2008","Staedtischer Raum","Westdeutschland","","","",""
"17","2008","Staedtischer Raum","Ostdeutschland","","","",""
"17","2008","Laendlicher Raum","Westdeutschland","","","",""
"17","2008","Laendlicher Raum","Ostdeutschland","","","",""
"18","2008","Staedtischer Raum","Westdeutschland","","","",""
"18","2008","Staedtischer Raum","Ostdeutschland","","","",""
"18","2008","Laendlicher Raum","Westdeutschland","","","",""
"18","2008","Laendlicher Raum","Ostdeutschland","","","",""
"19","2008","Staedtischer Raum","Westdeutschland","","","",""
"19","2008","Staedtischer Raum","Ostdeutschland","","","",""
"19","2008","Laendlicher Raum","Westdeutschland","","","",""
"19","2008","Laendlicher Raum","Ostdeutschland","","","",""
"20","2008","Staedtischer Raum","Westdeutschland","","","",""
"20","2008","Staedtischer Raum","Ostdeutschland","","","",""
"20","2008","Laendlicher Raum","Westdeutschland","","","",""
"20","2008","Laendlicher Raum","Ostdeutschland","","","",""
"21","2008","Staedtischer Raum","Westdeutschland","","","",""
"21","2008","Staedtischer Raum","Ostdeutschland","","","",""
"21","2008","Laendlicher Raum","Westdeutschland","","","",""
"21","2008","Laendlicher Raum","Ostdeutschland","","","",""
"22","2008","Staedtischer Raum","Westdeutschland","","","",""
"22","2008","Staedtischer Raum","Ostdeutschland","","","",""
"22","2008","Laendlicher Raum","Westdeutschland","","","",""
"22","2008","Laendlicher Raum","Ostdeutschland","","","",""
"23","2008","Staedtischer Raum","Westdeutschland","","","",""
"23","2008","Staedtischer Raum","Ostdeutschland","","","",""
"23","2008","Laendlicher Raum","Westdeutschland","","","",""
"23","2008","Laendlicher Raum","Ostdeutschland","","","",""
"24","2008","Staedtischer Raum","Westdeutschland","","","",""
"24","2008","Staedtischer Raum","Ostdeutschland","","","",""
"24","2008","Laendlicher Raum","Westdeutschland","","","",""
"24","2008","Laendlicher Raum","Ostdeutschland","","","",""
"25","2008","Staedtischer Raum","Westdeutschland","","","",""
"25","2008","Staedtischer Raum","Ostdeutschland","","","",""
"25","2008","Laendlicher Raum","Westdeutschland","","","",""
"25","2008","Laendlicher Raum","Ostdeutschland","","","",""
"26","2008","Staedtischer Raum","Westdeutschland","","","",""
"26","2008","Staedtischer Raum","Ostdeutschland","","","",""
"26","2008","Laendlicher Raum","Westdeutschland","","","",""
"26","2008","Laendlicher Raum","Ostdeutschland","","","",""
"27","2008","Staedtischer Raum","Westdeutschland","","","",""
"27","2008","Staedtischer Raum","Ostdeutschland","","","",""
"27","2008","Laendlicher Raum","Westdeutschland","","","",""
"27","2008","Laendlicher Raum","Ostdeutschland","","","",""
"28","2008","Staedtischer Raum","Westdeutschland","","","",""
"28","2008","Staedtischer Raum","Ostdeutschland","","","",""
"28","2008","Laendlicher Raum","Westdeutschland","","","",""
"28","2008","Laendlicher Raum","Ostdeutschland","","","",""
"30","2008","Staedtischer Raum","Westdeutschland","","","",""
"30","2008","Staedtischer Raum","Ostdeutschland","","","",""
"30","2008","Laendlicher Raum","Westdeutschland","","","",""
"30","2008","Laendlicher Raum","Ostdeutschland","","","",""
"31","2008","Staedtischer Raum","Westdeutschland","","","",""
"31","2008","Staedtischer Raum","Ostdeutschland","","","",""
"31","2008","Laendlicher Raum","Westdeutschland","","","",""
"31","2008","Laendlicher Raum","Ostdeutschland","","","",""
"32","2008","Staedtischer Raum","Westdeutschland","","","",""
"32","2008","Staedtischer Raum","Ostdeutschland","","","",""
"32","2008","Laendlicher Raum","Westdeutschland","","","",""
"32","2008","Laendlicher Raum","Ostdeutschland","","","",""
"35","2008","Staedtischer Raum","Westdeutschland","","","",""
"35","2008","Staedtischer Raum","Ostdeutschland","","","",""
"35","2008","Laendlicher Raum","Westdeutschland","","","",""
"35","2008","Laendlicher Raum","Ostdeutschland","","","",""
"36","2008","Staedtischer Raum","Westdeutschland","","","",""
"36","2008","Staedtischer Raum","Ostdeutschland","","","",""
"36","2008","Laendlicher Raum","Westdeutschland","","","",""
"36","2008","Laendlicher Raum","Ostdeutschland","","","",""
"40","2008","Staedtischer Raum","Westdeutschland","","","",""
"40","2008","Staedtischer Raum","Ostdeutschland","","","",""
"40","2008","Laendlicher Raum","Westdeutschland","","","",""
"40","2008","Laendlicher Raum","Ostdeutschland","","","",""
"42","2008","Staedtischer Raum","Westdeutschland","","","",""
"42","2008","Staedtischer Raum","Ostdeutschland","1","","",""
"42","2008","Laendlicher Raum","Westdeutschland","","","",""
"42","2008","Laendlicher Raum","Ostdeutschland","","","",""
"45","2008","Staedtischer Raum","Westdeutschland","","","",""
"45","2008","Staedtischer Raum","Ostdeutschland","","","",""
"45","2008","Laendlicher Raum","Westdeutschland","","","",""
"45","2008","Laendlicher Raum","Ostdeutschland","","","",""
"48","2008","Staedtischer Raum","Westdeutschland","","","",""
