"ple0055","year","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"0","1999","Staedtischer Raum","","","",""
"0","1999","Laendlicher Raum","","","",""
"1","1999","Staedtischer Raum","795","0.756843643271631","0.730555726458188","0.783131560085074"
"1","1999","Laendlicher Raum","424","0.727624060034296","0.691518044547673","0.76373007552092"
"2","1999","Staedtischer Raum","151","0.157195567458497","0.134890998871448","0.179500136045546"
"2","1999","Laendlicher Raum","105","0.173835220365372","0.143099464921084","0.204570975809659"
"3","1999","Staedtischer Raum","40","0.0439864067875273","0.031420276709296","0.0565525368657586"
"3","1999","Laendlicher Raum","25","","",""
"4","1999","Staedtischer Raum","11","","",""
"4","1999","Laendlicher Raum","12","","",""
"5","1999","Staedtischer Raum","12","","",""
"5","1999","Laendlicher Raum","4","","",""
"6","1999","Staedtischer Raum","5","","",""
"6","1999","Laendlicher Raum","4","","",""
"7","1999","Staedtischer Raum","3","","",""
"7","1999","Laendlicher Raum","4","","",""
"8","1999","Staedtischer Raum","","","",""
"8","1999","Laendlicher Raum","1","","",""
"9","1999","Staedtischer Raum","","","",""
"9","1999","Laendlicher Raum","1","","",""
"10","1999","Staedtischer Raum","3","","",""
"10","1999","Laendlicher Raum","","","",""
"11","1999","Staedtischer Raum","","","",""
"11","1999","Laendlicher Raum","1","","",""
"12","1999","Staedtischer Raum","2","","",""
"12","1999","Laendlicher Raum","","","",""
"13","1999","Staedtischer Raum","","","",""
"13","1999","Laendlicher Raum","1","","",""
"14","1999","Staedtischer Raum","","","",""
"14","1999","Laendlicher Raum","1","","",""
"15","1999","Staedtischer Raum","","","",""
"15","1999","Laendlicher Raum","","","",""
"16","1999","Staedtischer Raum","","","",""
"16","1999","Laendlicher Raum","","","",""
"17","1999","Staedtischer Raum","","","",""
"17","1999","Laendlicher Raum","","","",""
"18","1999","Staedtischer Raum","","","",""
"18","1999","Laendlicher Raum","","","",""
"19","1999","Staedtischer Raum","","","",""
"19","1999","Laendlicher Raum","1","","",""
"20","1999","Staedtischer Raum","","","",""
"20","1999","Laendlicher Raum","","","",""
"21","1999","Staedtischer Raum","","","",""
"21","1999","Laendlicher Raum","","","",""
"22","1999","Staedtischer Raum","","","",""
"22","1999","Laendlicher Raum","","","",""
"23","1999","Staedtischer Raum","","","",""
"23","1999","Laendlicher Raum","","","",""
"24","1999","Staedtischer Raum","","","",""
"24","1999","Laendlicher Raum","","","",""
"25","1999","Staedtischer Raum","","","",""
"25","1999","Laendlicher Raum","","","",""
"26","1999","Staedtischer Raum","","","",""
"26","1999","Laendlicher Raum","","","",""
"27","1999","Staedtischer Raum","","","",""
"27","1999","Laendlicher Raum","","","",""
"28","1999","Staedtischer Raum","","","",""
"28","1999","Laendlicher Raum","","","",""
"30","1999","Staedtischer Raum","1","","",""
"30","1999","Laendlicher Raum","","","",""
"31","1999","Staedtischer Raum","","","",""
"31","1999","Laendlicher Raum","","","",""
"32","1999","Staedtischer Raum","","","",""
"32","1999","Laendlicher Raum","","","",""
"35","1999","Staedtischer Raum","","","",""
"35","1999","Laendlicher Raum","","","",""
"36","1999","Staedtischer Raum","","","",""
"36","1999","Laendlicher Raum","","","",""
"40","1999","Staedtischer Raum","","","",""
"40","1999","Laendlicher Raum","","","",""
"42","1999","Staedtischer Raum","","","",""
"42","1999","Laendlicher Raum","","","",""
"45","1999","Staedtischer Raum","","","",""
"45","1999","Laendlicher Raum","","","",""
"48","1999","Staedtischer Raum","","","",""
"48","1999","Laendlicher Raum","","","",""
"50","1999","Staedtischer Raum","","","",""
"50","1999","Laendlicher Raum","","","",""
"51","1999","Staedtischer Raum","","","",""
"51","1999","Laendlicher Raum","","","",""
"64","1999","Staedtischer Raum","","","",""
"64","1999","Laendlicher Raum","","","",""
"65","1999","Staedtischer Raum","","","",""
"65","1999","Laendlicher Raum","","","",""
"90","1999","Staedtischer Raum","","","",""
"90","1999","Laendlicher Raum","","","",""
"98","1999","Staedtischer Raum","","","",""
"98","1999","Laendlicher Raum","","","",""
"100","1999","Staedtischer Raum","","","",""
"100","1999","Laendlicher Raum","","","",""
"0","2000","Staedtischer Raum","","","",""
"0","2000","Laendlicher Raum","","","",""
"1","2000","Staedtischer Raum","1302","0.721662837255411","0.700652639239311","0.742673035271511"
"1","2000","Laendlicher Raum","760","0.736059630424393","0.709232876679022","0.762886384169764"
"2","2000","Staedtischer Raum","285","0.175241586710003","0.157419467573474","0.193063705846531"
"2","2000","Laendlicher Raum","179","0.173853302431136","0.150786958102852","0.19691964675942"
"3","2000","Staedtischer Raum","74","0.0508802650558455","0.0405784781717876","0.0611820519399034"
"3","2000","Laendlicher Raum","45","0.0463241148363089","0.0335314012057775","0.0591168284668403"
"4","2000","Staedtischer Raum","21","","",""
"4","2000","Laendlicher Raum","24","","",""
"5","2000","Staedtischer Raum","16","","",""
"5","2000","Laendlicher Raum","5","","",""
"6","2000","Staedtischer Raum","15","","",""
"6","2000","Laendlicher Raum","4","","",""
"7","2000","Staedtischer Raum","8","","",""
"7","2000","Laendlicher Raum","3","","",""
"8","2000","Staedtischer Raum","7","","",""
"8","2000","Laendlicher Raum","4","","",""
"9","2000","Staedtischer Raum","5","","",""
"9","2000","Laendlicher Raum","3","","",""
"10","2000","Staedtischer Raum","1","","",""
"10","2000","Laendlicher Raum","4","","",""
"11","2000","Staedtischer Raum","2","","",""
"11","2000","Laendlicher Raum","","","",""
"12","2000","Staedtischer Raum","3","","",""
"12","2000","Laendlicher Raum","","","",""
"13","2000","Staedtischer Raum","1","","",""
"13","2000","Laendlicher Raum","2","","",""
"14","2000","Staedtischer Raum","3","","",""
"14","2000","Laendlicher Raum","1","","",""
"15","2000","Staedtischer Raum","","","",""
"15","2000","Laendlicher Raum","","","",""
"16","2000","Staedtischer Raum","","","",""
"16","2000","Laendlicher Raum","","","",""
"17","2000","Staedtischer Raum","1","","",""
"17","2000","Laendlicher Raum","","","",""
"18","2000","Staedtischer Raum","","","",""
"18","2000","Laendlicher Raum","","","",""
"19","2000","Staedtischer Raum","","","",""
"19","2000","Laendlicher Raum","","","",""
"20","2000","Staedtischer Raum","2","","",""
"20","2000","Laendlicher Raum","","","",""
"21","2000","Staedtischer Raum","1","","",""
"21","2000","Laendlicher Raum","","","",""
"22","2000","Staedtischer Raum","","","",""
"22","2000","Laendlicher Raum","1","","",""
"23","2000","Staedtischer Raum","","","",""
"23","2000","Laendlicher Raum","","","",""
"24","2000","Staedtischer Raum","","","",""
"24","2000","Laendlicher Raum","1","","",""
"25","2000","Staedtischer Raum","","","",""
"25","2000","Laendlicher Raum","","","",""
"26","2000","Staedtischer Raum","","","",""
"26","2000","Laendlicher Raum","","","",""
"27","2000","Staedtischer Raum","","","",""
"27","2000","Laendlicher Raum","","","",""
"28","2000","Staedtischer Raum","","","",""
"28","2000","Laendlicher Raum","","","",""
"30","2000","Staedtischer Raum","1","","",""
"30","2000","Laendlicher Raum","","","",""
"31","2000","Staedtischer Raum","","","",""
"31","2000","Laendlicher Raum","","","",""
"32","2000","Staedtischer Raum","","","",""
"32","2000","Laendlicher Raum","","","",""
"35","2000","Staedtischer Raum","","","",""
"35","2000","Laendlicher Raum","","","",""
"36","2000","Staedtischer Raum","","","",""
"36","2000","Laendlicher Raum","","","",""
"40","2000","Staedtischer Raum","","","",""
"40","2000","Laendlicher Raum","","","",""
"42","2000","Staedtischer Raum","","","",""
"42","2000","Laendlicher Raum","","","",""
"45","2000","Staedtischer Raum","","","",""
"45","2000","Laendlicher Raum","1","","",""
"48","2000","Staedtischer Raum","","","",""
"48","2000","Laendlicher Raum","","","",""
"50","2000","Staedtischer Raum","","","",""
"50","2000","Laendlicher Raum","","","",""
"51","2000","Staedtischer Raum","","","",""
"51","2000","Laendlicher Raum","","","",""
"64","2000","Staedtischer Raum","","","",""
"64","2000","Laendlicher Raum","","","",""
"65","2000","Staedtischer Raum","","","",""
"65","2000","Laendlicher Raum","","","",""
"90","2000","Staedtischer Raum","","","",""
"90","2000","Laendlicher Raum","","","",""
"98","2000","Staedtischer Raum","","","",""
"98","2000","Laendlicher Raum","","","",""
"100","2000","Staedtischer Raum","","","",""
"100","2000","Laendlicher Raum","","","",""
"0","2001","Staedtischer Raum","","","",""
"0","2001","Laendlicher Raum","","","",""
"1","2001","Staedtischer Raum","1244","0.745954492186807","0.724788758124573","0.767120226249041"
"1","2001","Laendlicher Raum","730","0.75431563642532","0.727083746170293","0.781547526680347"
"2","2001","Staedtischer Raum","277","0.188679731425054","0.16965667938718","0.207702783462928"
"2","2001","Laendlicher Raum","160","0.175156131890691","0.151111893650642","0.19920037013074"
"3","2001","Staedtischer Raum","62","0.0380668557831304","0.0287629060308722","0.0473708055353887"
"3","2001","Laendlicher Raum","50","0.049735192232002","0.0359831658174902","0.0634872186465139"
"4","2001","Staedtischer Raum","20","","",""
"4","2001","Laendlicher Raum","7","","",""
"5","2001","Staedtischer Raum","11","","",""
"5","2001","Laendlicher Raum","5","","",""
"6","2001","Staedtischer Raum","3","","",""
"6","2001","Laendlicher Raum","3","","",""
"7","2001","Staedtischer Raum","1","","",""
"7","2001","Laendlicher Raum","","","",""
"8","2001","Staedtischer Raum","3","","",""
"8","2001","Laendlicher Raum","2","","",""
"9","2001","Staedtischer Raum","","","",""
"9","2001","Laendlicher Raum","1","","",""
"10","2001","Staedtischer Raum","","","",""
"10","2001","Laendlicher Raum","1","","",""
"11","2001","Staedtischer Raum","1","","",""
"11","2001","Laendlicher Raum","","","",""
"12","2001","Staedtischer Raum","3","","",""
"12","2001","Laendlicher Raum","1","","",""
"13","2001","Staedtischer Raum","","","",""
"13","2001","Laendlicher Raum","","","",""
"14","2001","Staedtischer Raum","","","",""
"14","2001","Laendlicher Raum","","","",""
"15","2001","Staedtischer Raum","","","",""
"15","2001","Laendlicher Raum","","","",""
"16","2001","Staedtischer Raum","","","",""
"16","2001","Laendlicher Raum","","","",""
"17","2001","Staedtischer Raum","","","",""
"17","2001","Laendlicher Raum","","","",""
"18","2001","Staedtischer Raum","","","",""
"18","2001","Laendlicher Raum","","","",""
"19","2001","Staedtischer Raum","","","",""
"19","2001","Laendlicher Raum","","","",""
"20","2001","Staedtischer Raum","","","",""
"20","2001","Laendlicher Raum","","","",""
"21","2001","Staedtischer Raum","","","",""
"21","2001","Laendlicher Raum","","","",""
"22","2001","Staedtischer Raum","","","",""
"22","2001","Laendlicher Raum","","","",""
"23","2001","Staedtischer Raum","","","",""
"23","2001","Laendlicher Raum","","","",""
"24","2001","Staedtischer Raum","","","",""
"24","2001","Laendlicher Raum","","","",""
"25","2001","Staedtischer Raum","","","",""
"25","2001","Laendlicher Raum","","","",""
"26","2001","Staedtischer Raum","","","",""
"26","2001","Laendlicher Raum","","","",""
"27","2001","Staedtischer Raum","","","",""
"27","2001","Laendlicher Raum","","","",""
"28","2001","Staedtischer Raum","","","",""
"28","2001","Laendlicher Raum","","","",""
"30","2001","Staedtischer Raum","","","",""
"30","2001","Laendlicher Raum","","","",""
"31","2001","Staedtischer Raum","","","",""
"31","2001","Laendlicher Raum","","","",""
"32","2001","Staedtischer Raum","","","",""
"32","2001","Laendlicher Raum","","","",""
"35","2001","Staedtischer Raum","","","",""
"35","2001","Laendlicher Raum","","","",""
"36","2001","Staedtischer Raum","","","",""
"36","2001","Laendlicher Raum","","","",""
"40","2001","Staedtischer Raum","","","",""
"40","2001","Laendlicher Raum","","","",""
"42","2001","Staedtischer Raum","","","",""
"42","2001","Laendlicher Raum","","","",""
"45","2001","Staedtischer Raum","","","",""
"45","2001","Laendlicher Raum","","","",""
"48","2001","Staedtischer Raum","","","",""
"48","2001","Laendlicher Raum","","","",""
"50","2001","Staedtischer Raum","","","",""
"50","2001","Laendlicher Raum","","","",""
"51","2001","Staedtischer Raum","","","",""
"51","2001","Laendlicher Raum","","","",""
"64","2001","Staedtischer Raum","","","",""
"64","2001","Laendlicher Raum","","","",""
"65","2001","Staedtischer Raum","","","",""
"65","2001","Laendlicher Raum","","","",""
"90","2001","Staedtischer Raum","","","",""
"90","2001","Laendlicher Raum","","","",""
"98","2001","Staedtischer Raum","","","",""
"98","2001","Laendlicher Raum","","","",""
"100","2001","Staedtischer Raum","","","",""
"100","2001","Laendlicher Raum","","","",""
"0","2002","Staedtischer Raum","","","",""
"0","2002","Laendlicher Raum","","","",""
"1","2002","Staedtischer Raum","1348","0.769754758241621","0.74983605908449","0.789673457398751"
"1","2002","Laendlicher Raum","731","0.746295262568571","0.718596296824981","0.773994228312162"
"2","2002","Staedtischer Raum","260","0.167342490941154","0.149681064965971","0.185003916916337"
"2","2002","Laendlicher Raum","168","0.199926552868456","0.174467391723761","0.22538571401315"
"3","2002","Staedtischer Raum","73","0.0381823121252518","0.029115242706342","0.0472493815441616"
"3","2002","Laendlicher Raum","32","0.036001193203747","0.0241423966623615","0.0478599897451325"
"4","2002","Staedtischer Raum","17","","",""
"4","2002","Laendlicher Raum","6","","",""
"5","2002","Staedtischer Raum","10","","",""
"5","2002","Laendlicher Raum","6","","",""
"6","2002","Staedtischer Raum","1","","",""
"6","2002","Laendlicher Raum","1","","",""
"7","2002","Staedtischer Raum","1","","",""
"7","2002","Laendlicher Raum","1","","",""
"8","2002","Staedtischer Raum","1","","",""
"8","2002","Laendlicher Raum","1","","",""
"9","2002","Staedtischer Raum","1","","",""
"9","2002","Laendlicher Raum","","","",""
"10","2002","Staedtischer Raum","2","","",""
"10","2002","Laendlicher Raum","","","",""
"11","2002","Staedtischer Raum","1","","",""
"11","2002","Laendlicher Raum","","","",""
"12","2002","Staedtischer Raum","","","",""
"12","2002","Laendlicher Raum","1","","",""
"13","2002","Staedtischer Raum","","","",""
"13","2002","Laendlicher Raum","","","",""
"14","2002","Staedtischer Raum","","","",""
"14","2002","Laendlicher Raum","","","",""
"15","2002","Staedtischer Raum","","","",""
"15","2002","Laendlicher Raum","","","",""
"16","2002","Staedtischer Raum","","","",""
"16","2002","Laendlicher Raum","","","",""
"17","2002","Staedtischer Raum","","","",""
"17","2002","Laendlicher Raum","","","",""
"18","2002","Staedtischer Raum","1","","",""
"18","2002","Laendlicher Raum","","","",""
"19","2002","Staedtischer Raum","","","",""
"19","2002","Laendlicher Raum","","","",""
"20","2002","Staedtischer Raum","","","",""
"20","2002","Laendlicher Raum","","","",""
"21","2002","Staedtischer Raum","","","",""
"21","2002","Laendlicher Raum","","","",""
"22","2002","Staedtischer Raum","","","",""
"22","2002","Laendlicher Raum","","","",""
"23","2002","Staedtischer Raum","","","",""
"23","2002","Laendlicher Raum","","","",""
"24","2002","Staedtischer Raum","","","",""
"24","2002","Laendlicher Raum","","","",""
"25","2002","Staedtischer Raum","","","",""
"25","2002","Laendlicher Raum","","","",""
"26","2002","Staedtischer Raum","","","",""
"26","2002","Laendlicher Raum","","","",""
"27","2002","Staedtischer Raum","","","",""
"27","2002","Laendlicher Raum","","","",""
"28","2002","Staedtischer Raum","","","",""
"28","2002","Laendlicher Raum","","","",""
"30","2002","Staedtischer Raum","","","",""
"30","2002","Laendlicher Raum","","","",""
"31","2002","Staedtischer Raum","","","",""
"31","2002","Laendlicher Raum","","","",""
"32","2002","Staedtischer Raum","","","",""
"32","2002","Laendlicher Raum","","","",""
"35","2002","Staedtischer Raum","","","",""
"35","2002","Laendlicher Raum","","","",""
"36","2002","Staedtischer Raum","","","",""
"36","2002","Laendlicher Raum","","","",""
"40","2002","Staedtischer Raum","","","",""
"40","2002","Laendlicher Raum","","","",""
"42","2002","Staedtischer Raum","","","",""
"42","2002","Laendlicher Raum","","","",""
"45","2002","Staedtischer Raum","","","",""
"45","2002","Laendlicher Raum","","","",""
"48","2002","Staedtischer Raum","","","",""
"48","2002","Laendlicher Raum","1","","",""
"50","2002","Staedtischer Raum","","","",""
"50","2002","Laendlicher Raum","","","",""
"51","2002","Staedtischer Raum","","","",""
"51","2002","Laendlicher Raum","","","",""
"64","2002","Staedtischer Raum","","","",""
"64","2002","Laendlicher Raum","","","",""
"65","2002","Staedtischer Raum","","","",""
"65","2002","Laendlicher Raum","","","",""
"90","2002","Staedtischer Raum","","","",""
"90","2002","Laendlicher Raum","","","",""
"98","2002","Staedtischer Raum","","","",""
"98","2002","Laendlicher Raum","","","",""
"100","2002","Staedtischer Raum","","","",""
"100","2002","Laendlicher Raum","","","",""
"0","2003","Staedtischer Raum","","","",""
"0","2003","Laendlicher Raum","","","",""
"1","2003","Staedtischer Raum","1274","0.733858245526942","0.712687655545744","0.75502883550814"
"1","2003","Laendlicher Raum","687","0.762833892177714","0.735045197979913","0.790622586375516"
"2","2003","Staedtischer Raum","287","0.190556937700899","0.171743164720772","0.209370710681026"
"2","2003","Laendlicher Raum","145","0.162195977663423","0.138112561145781","0.186279394181065"
"3","2003","Staedtischer Raum","63","0.0400057737871659","0.0306179265891906","0.0493936209851412"
"3","2003","Laendlicher Raum","41","0.0407015115372244","0.0277920245119638","0.053610998562485"
"4","2003","Staedtischer Raum","27","","",""
"4","2003","Laendlicher Raum","11","","",""
"5","2003","Staedtischer Raum","6","","",""
"5","2003","Laendlicher Raum","7","","",""
"6","2003","Staedtischer Raum","9","","",""
"6","2003","Laendlicher Raum","1","","",""
"7","2003","Staedtischer Raum","4","","",""
"7","2003","Laendlicher Raum","4","","",""
"8","2003","Staedtischer Raum","","","",""
"8","2003","Laendlicher Raum","2","","",""
"9","2003","Staedtischer Raum","","","",""
"9","2003","Laendlicher Raum","","","",""
"10","2003","Staedtischer Raum","1","","",""
"10","2003","Laendlicher Raum","1","","",""
"11","2003","Staedtischer Raum","","","",""
"11","2003","Laendlicher Raum","","","",""
"12","2003","Staedtischer Raum","1","","",""
"12","2003","Laendlicher Raum","1","","",""
"13","2003","Staedtischer Raum","","","",""
"13","2003","Laendlicher Raum","","","",""
"14","2003","Staedtischer Raum","1","","",""
"14","2003","Laendlicher Raum","","","",""
"15","2003","Staedtischer Raum","1","","",""
"15","2003","Laendlicher Raum","","","",""
"16","2003","Staedtischer Raum","","","",""
"16","2003","Laendlicher Raum","","","",""
"17","2003","Staedtischer Raum","","","",""
"17","2003","Laendlicher Raum","","","",""
"18","2003","Staedtischer Raum","","","",""
"18","2003","Laendlicher Raum","","","",""
"19","2003","Staedtischer Raum","","","",""
"19","2003","Laendlicher Raum","","","",""
"20","2003","Staedtischer Raum","","","",""
"20","2003","Laendlicher Raum","","","",""
"21","2003","Staedtischer Raum","","","",""
"21","2003","Laendlicher Raum","","","",""
"22","2003","Staedtischer Raum","","","",""
"22","2003","Laendlicher Raum","","","",""
"23","2003","Staedtischer Raum","","","",""
"23","2003","Laendlicher Raum","","","",""
"24","2003","Staedtischer Raum","","","",""
"24","2003","Laendlicher Raum","","","",""
"25","2003","Staedtischer Raum","","","",""
"25","2003","Laendlicher Raum","","","",""
"26","2003","Staedtischer Raum","","","",""
"26","2003","Laendlicher Raum","","","",""
"27","2003","Staedtischer Raum","","","",""
"27","2003","Laendlicher Raum","","","",""
"28","2003","Staedtischer Raum","","","",""
"28","2003","Laendlicher Raum","","","",""
"30","2003","Staedtischer Raum","","","",""
"30","2003","Laendlicher Raum","","","",""
"31","2003","Staedtischer Raum","","","",""
"31","2003","Laendlicher Raum","","","",""
"32","2003","Staedtischer Raum","","","",""
"32","2003","Laendlicher Raum","","","",""
"35","2003","Staedtischer Raum","","","",""
"35","2003","Laendlicher Raum","","","",""
"36","2003","Staedtischer Raum","","","",""
"36","2003","Laendlicher Raum","","","",""
"40","2003","Staedtischer Raum","","","",""
"40","2003","Laendlicher Raum","","","",""
"42","2003","Staedtischer Raum","","","",""
"42","2003","Laendlicher Raum","","","",""
"45","2003","Staedtischer Raum","","","",""
"45","2003","Laendlicher Raum","","","",""
"48","2003","Staedtischer Raum","","","",""
"48","2003","Laendlicher Raum","","","",""
"50","2003","Staedtischer Raum","","","",""
"50","2003","Laendlicher Raum","","","",""
"51","2003","Staedtischer Raum","","","",""
"51","2003","Laendlicher Raum","","","",""
"64","2003","Staedtischer Raum","","","",""
"64","2003","Laendlicher Raum","","","",""
"65","2003","Staedtischer Raum","","","",""
"65","2003","Laendlicher Raum","","","",""
"90","2003","Staedtischer Raum","","","",""
"90","2003","Laendlicher Raum","","","",""
"98","2003","Staedtischer Raum","","","",""
"98","2003","Laendlicher Raum","","","",""
"100","2003","Staedtischer Raum","","","",""
"100","2003","Laendlicher Raum","","","",""
"0","2004","Staedtischer Raum","","","",""
"0","2004","Laendlicher Raum","","","",""
"1","2004","Staedtischer Raum","1273","0.748286447487312","0.727351985999001","0.769220908975624"
"1","2004","Laendlicher Raum","658","0.731638253993335","0.702411791939346","0.760864716047324"
"2","2004","Staedtischer Raum","265","0.173157409382477","0.154905575234555","0.191409243530398"
"2","2004","Laendlicher Raum","162","0.194312710530771","0.168215048638941","0.2204103724226"
"3","2004","Staedtischer Raum","72","0.0495590724028283","0.039090228995653","0.0600279158100035"
"3","2004","Laendlicher Raum","38","0.051906672373004","0.037274632418965","0.0665387123270431"
"4","2004","Staedtischer Raum","21","","",""
"4","2004","Laendlicher Raum","6","","",""
"5","2004","Staedtischer Raum","7","","",""
"5","2004","Laendlicher Raum","9","","",""
"6","2004","Staedtischer Raum","5","","",""
"6","2004","Laendlicher Raum","1","","",""
"7","2004","Staedtischer Raum","","","",""
"7","2004","Laendlicher Raum","2","","",""
"8","2004","Staedtischer Raum","1","","",""
"8","2004","Laendlicher Raum","4","","",""
"9","2004","Staedtischer Raum","","","",""
"9","2004","Laendlicher Raum","","","",""
"10","2004","Staedtischer Raum","1","","",""
"10","2004","Laendlicher Raum","3","","",""
"11","2004","Staedtischer Raum","2","","",""
"11","2004","Laendlicher Raum","","","",""
"12","2004","Staedtischer Raum","2","","",""
"12","2004","Laendlicher Raum","","","",""
"13","2004","Staedtischer Raum","2","","",""
"13","2004","Laendlicher Raum","","","",""
"14","2004","Staedtischer Raum","","","",""
"14","2004","Laendlicher Raum","","","",""
"15","2004","Staedtischer Raum","","","",""
"15","2004","Laendlicher Raum","","","",""
"16","2004","Staedtischer Raum","","","",""
"16","2004","Laendlicher Raum","","","",""
"17","2004","Staedtischer Raum","","","",""
"17","2004","Laendlicher Raum","","","",""
"18","2004","Staedtischer Raum","","","",""
"18","2004","Laendlicher Raum","","","",""
"19","2004","Staedtischer Raum","","","",""
"19","2004","Laendlicher Raum","","","",""
"20","2004","Staedtischer Raum","","","",""
"20","2004","Laendlicher Raum","","","",""
"21","2004","Staedtischer Raum","","","",""
"21","2004","Laendlicher Raum","","","",""
"22","2004","Staedtischer Raum","","","",""
"22","2004","Laendlicher Raum","","","",""
"23","2004","Staedtischer Raum","","","",""
"23","2004","Laendlicher Raum","","","",""
"24","2004","Staedtischer Raum","","","",""
"24","2004","Laendlicher Raum","","","",""
"25","2004","Staedtischer Raum","","","",""
"25","2004","Laendlicher Raum","","","",""
"26","2004","Staedtischer Raum","","","",""
"26","2004","Laendlicher Raum","","","",""
"27","2004","Staedtischer Raum","","","",""
"27","2004","Laendlicher Raum","","","",""
"28","2004","Staedtischer Raum","","","",""
"28","2004","Laendlicher Raum","","","",""
"30","2004","Staedtischer Raum","","","",""
"30","2004","Laendlicher Raum","","","",""
"31","2004","Staedtischer Raum","","","",""
"31","2004","Laendlicher Raum","","","",""
"32","2004","Staedtischer Raum","","","",""
"32","2004","Laendlicher Raum","","","",""
"35","2004","Staedtischer Raum","","","",""
"35","2004","Laendlicher Raum","","","",""
"36","2004","Staedtischer Raum","","","",""
"36","2004","Laendlicher Raum","","","",""
"40","2004","Staedtischer Raum","","","",""
"40","2004","Laendlicher Raum","","","",""
"42","2004","Staedtischer Raum","","","",""
"42","2004","Laendlicher Raum","","","",""
"45","2004","Staedtischer Raum","","","",""
"45","2004","Laendlicher Raum","","","",""
"48","2004","Staedtischer Raum","","","",""
"48","2004","Laendlicher Raum","","","",""
"50","2004","Staedtischer Raum","","","",""
"50","2004","Laendlicher Raum","","","",""
"51","2004","Staedtischer Raum","","","",""
"51","2004","Laendlicher Raum","","","",""
"64","2004","Staedtischer Raum","","","",""
"64","2004","Laendlicher Raum","","","",""
"65","2004","Staedtischer Raum","","","",""
"65","2004","Laendlicher Raum","","","",""
"90","2004","Staedtischer Raum","","","",""
"90","2004","Laendlicher Raum","","","",""
"98","2004","Staedtischer Raum","","","",""
"98","2004","Laendlicher Raum","","","",""
"100","2004","Staedtischer Raum","","","",""
"100","2004","Laendlicher Raum","","","",""
"0","2005","Staedtischer Raum","","","",""
"0","2005","Laendlicher Raum","","","",""
"1","2005","Staedtischer Raum","1089","0.752079454973271","0.729651936770482","0.77450697317606"
"1","2005","Laendlicher Raum","610","0.754365181873282","0.724739152781478","0.783991210965086"
"2","2005","Staedtischer Raum","230","0.160554107529698","0.141486326279452","0.179621888779945"
"2","2005","Laendlicher Raum","149","0.167941172000849","0.142213927723511","0.193668416278187"
"3","2005","Staedtischer Raum","66","0.0517979226379683","0.0402872760772169","0.0633085691987198"
"3","2005","Laendlicher Raum","28","","",""
"4","2005","Staedtischer Raum","22","","",""
"4","2005","Laendlicher Raum","11","","",""
"5","2005","Staedtischer Raum","9","","",""
"5","2005","Laendlicher Raum","4","","",""
"6","2005","Staedtischer Raum","2","","",""
"6","2005","Laendlicher Raum","3","","",""
"7","2005","Staedtischer Raum","2","","",""
"7","2005","Laendlicher Raum","3","","",""
"8","2005","Staedtischer Raum","","","",""
"8","2005","Laendlicher Raum","1","","",""
"9","2005","Staedtischer Raum","2","","",""
"9","2005","Laendlicher Raum","1","","",""
"10","2005","Staedtischer Raum","","","",""
"10","2005","Laendlicher Raum","1","","",""
"11","2005","Staedtischer Raum","1","","",""
"11","2005","Laendlicher Raum","","","",""
"12","2005","Staedtischer Raum","","","",""
"12","2005","Laendlicher Raum","","","",""
"13","2005","Staedtischer Raum","","","",""
"13","2005","Laendlicher Raum","","","",""
"14","2005","Staedtischer Raum","","","",""
"14","2005","Laendlicher Raum","","","",""
"15","2005","Staedtischer Raum","1","","",""
"15","2005","Laendlicher Raum","","","",""
"16","2005","Staedtischer Raum","","","",""
"16","2005","Laendlicher Raum","","","",""
"17","2005","Staedtischer Raum","","","",""
"17","2005","Laendlicher Raum","","","",""
"18","2005","Staedtischer Raum","","","",""
"18","2005","Laendlicher Raum","","","",""
"19","2005","Staedtischer Raum","","","",""
"19","2005","Laendlicher Raum","","","",""
"20","2005","Staedtischer Raum","","","",""
"20","2005","Laendlicher Raum","","","",""
"21","2005","Staedtischer Raum","","","",""
"21","2005","Laendlicher Raum","","","",""
"22","2005","Staedtischer Raum","","","",""
"22","2005","Laendlicher Raum","","","",""
"23","2005","Staedtischer Raum","","","",""
"23","2005","Laendlicher Raum","","","",""
"24","2005","Staedtischer Raum","","","",""
"24","2005","Laendlicher Raum","","","",""
"25","2005","Staedtischer Raum","","","",""
"25","2005","Laendlicher Raum","","","",""
"26","2005","Staedtischer Raum","","","",""
"26","2005","Laendlicher Raum","","","",""
"27","2005","Staedtischer Raum","","","",""
"27","2005","Laendlicher Raum","","","",""
"28","2005","Staedtischer Raum","","","",""
"28","2005","Laendlicher Raum","","","",""
"30","2005","Staedtischer Raum","","","",""
"30","2005","Laendlicher Raum","","","",""
"31","2005","Staedtischer Raum","","","",""
"31","2005","Laendlicher Raum","","","",""
"32","2005","Staedtischer Raum","","","",""
"32","2005","Laendlicher Raum","","","",""
"35","2005","Staedtischer Raum","","","",""
"35","2005","Laendlicher Raum","","","",""
"36","2005","Staedtischer Raum","","","",""
"36","2005","Laendlicher Raum","","","",""
"40","2005","Staedtischer Raum","","","",""
"40","2005","Laendlicher Raum","","","",""
"42","2005","Staedtischer Raum","","","",""
"42","2005","Laendlicher Raum","","","",""
"45","2005","Staedtischer Raum","","","",""
"45","2005","Laendlicher Raum","","","",""
"48","2005","Staedtischer Raum","","","",""
