year,age_gr,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,17-29 y.,(2c_voc) Vocational Maturity Certificate,0.07962,268,4317,0.07155,0.08770
2014,17-29 y.,(3a) Lower Tertiary Education,0.05673,191,4317,0.04983,0.06363
2014,17-29 y.,(3b) Higher Tertiary Education,0.05542,190,4317,0.04859,0.06224
2014,30-45 y.,(1a) Inadequately completed,0.02540,225,8365,0.02203,0.02877
2014,30-45 y.,(1b) General Elementary School,0.06591,663,8365,0.06059,0.07123
2014,30-45 y.,(1c) Basic Vocational Qualification,0.14485,1318,8365,0.13731,0.15239
2014,30-45 y.,(2) Intermediate General/Vocational Qualification,0.26909,2388,8365,0.25958,0.27859
2014,30-45 y.,(2c_gen) General Maturity Certificate,0.04081,367,8365,0.03657,0.04505
2014,30-45 y.,(2c_voc) Vocational Maturity Certificate,0.13835,1144,8365,0.13095,0.14575
2014,30-45 y.,(3a) Lower Tertiary Education,0.09507,665,8365,0.08879,0.10136
2014,30-45 y.,(3b) Higher Tertiary Education,0.19643,1595,8365,0.18791,0.20494
2014,46-65 y.,(1a) Inadequately completed,0.01638,176,9225,0.01379,0.01897
2014,46-65 y.,(1b) General Elementary School,0.07134,593,9225,0.06609,0.07660
2014,46-65 y.,(1c) Basic Vocational Qualification,0.28051,2233,9225,0.27134,0.28968
2014,46-65 y.,(2) Intermediate General/Vocational Qualification,0.30537,2697,9225,0.29597,0.31477
2014,46-65 y.,(2c_gen) General Maturity Certificate,0.01575,204,9225,0.01321,0.01829
2014,46-65 y.,(2c_voc) Vocational Maturity Certificate,0.09012,901,9225,0.08428,0.09597
2014,46-65 y.,(3a) Lower Tertiary Education,0.08393,845,9225,0.07827,0.08958
2014,46-65 y.,(3b) Higher Tertiary Education,0.12913,1576,9225,0.12229,0.13597
2014,66 and older,(1a) Inadequately completed,0.01755,71,4915,0.01388,0.02122
2014,66 and older,(1b) General Elementary School,0.14166,625,4915,0.13191,0.15141
2014,66 and older,(1c) Basic Vocational Qualification,0.42347,2005,4915,0.40965,0.43729
2014,66 and older,(2) Intermediate General/Vocational Qualification,0.16296,798,4915,0.15263,0.17329
2014,66 and older,(2c_gen) General Maturity Certificate,0.01028,53,4915,0.00746,0.01310
2014,66 and older,(2c_voc) Vocational Maturity Certificate,0.04393,198,4915,0.03820,0.04966
2014,66 and older,(3a) Lower Tertiary Education,0.08403,474,4915,0.07627,0.09178
2014,66 and older,(3b) Higher Tertiary Education,0.10764,691,4915,0.09897,0.11631
2015,17-29 y.,(0) No qualification (yet),0.10725,778,4421,0.09813,0.11637
2015,17-29 y.,(1a) Inadequately completed,0.01263,89,4421,0.00934,0.01592
2015,17-29 y.,(1b) General Elementary School,0.08006,532,4421,0.07206,0.08806
2015,17-29 y.,(1c) Basic Vocational Qualification,0.06596,299,4421,0.05864,0.07328
2015,17-29 y.,(2) Intermediate General/Vocational Qualification,0.22431,1014,4421,0.21201,0.23661
2015,17-29 y.,(2c_gen) General Maturity Certificate,0.18289,907,4421,0.17149,0.19428
2015,17-29 y.,(2c_voc) Vocational Maturity Certificate,0.07602,301,4421,0.06821,0.08384
2015,17-29 y.,(3a) Lower Tertiary Education,0.07429,208,4421,0.06656,0.08202
2015,17-29 y.,(3b) Higher Tertiary Education,0.05243,293,4421,0.04586,0.05900
2015,30-45 y.,(1a) Inadequately completed,0.02715,259,8142,0.02362,0.03069
2015,30-45 y.,(1b) General Elementary School,0.06626,632,8142,0.06086,0.07167
2015,30-45 y.,(1c) Basic Vocational Qualification,0.13653,1219,8142,0.12907,0.14398
2015,30-45 y.,(2) Intermediate General/Vocational Qualification,0.26253,2122,8142,0.25297,0.27208
2015,30-45 y.,(2c_gen) General Maturity Certificate,0.03752,396,8142,0.03340,0.04165
2015,30-45 y.,(2c_voc) Vocational Maturity Certificate,0.14487,1162,8142,0.13723,0.15252
2015,30-45 y.,(3a) Lower Tertiary Education,0.09245,615,8142,0.08616,0.09875
2015,30-45 y.,(3b) Higher Tertiary Education,0.20730,1737,8142,0.19849,0.21611
2015,46-65 y.,(1a) Inadequately completed,0.01701,180,9046,0.01434,0.01967
2015,46-65 y.,(1b) General Elementary School,0.06582,566,9046,0.06071,0.07093
2015,46-65 y.,(1c) Basic Vocational Qualification,0.26658,2082,9046,0.25747,0.27570
2015,46-65 y.,(2) Intermediate General/Vocational Qualification,0.31306,2686,9046,0.30350,0.32261
2015,46-65 y.,(2c_gen) General Maturity Certificate,0.01765,213,9046,0.01494,0.02036
2015,46-65 y.,(2c_voc) Vocational Maturity Certificate,0.09255,934,9046,0.08657,0.09852
2015,46-65 y.,(3a) Lower Tertiary Education,0.08370,848,9046,0.07800,0.08941
2015,46-65 y.,(3b) Higher Tertiary Education,0.13408,1537,9046,0.12706,0.14110
2015,66 and older,(1a) Inadequately completed,0.01342,58,4862,0.01019,0.01665
2015,66 and older,(1b) General Elementary School,0.13740,587,4862,0.12772,0.14708
2015,66 and older,(1c) Basic Vocational Qualification,0.41868,1960,4862,0.40481,0.43255
2015,66 and older,(2) Intermediate General/Vocational Qualification,0.16962,820,4862,0.15907,0.18018
2015,66 and older,(2c_gen) General Maturity Certificate,0.01207,51,4862,0.00900,0.01514
2015,66 and older,(2c_voc) Vocational Maturity Certificate,0.04547,202,4862,0.03961,0.05133
2015,66 and older,(3a) Lower Tertiary Education,0.08209,456,4862,0.07438,0.08981
2015,66 and older,(3b) Higher Tertiary Education,0.11304,728,4862,0.10414,0.12195
2016,17-29 y.,(0) No qualification (yet),0.10695,865,4883,0.09828,0.11562
2016,17-29 y.,(1a) Inadequately completed,0.01172,407,4883,0.00870,0.01474
2016,17-29 y.,(1b) General Elementary School,0.08358,679,4883,0.07582,0.09134
2016,17-29 y.,(1c) Basic Vocational Qualification,0.05500,248,4883,0.04860,0.06139
2016,17-29 y.,(2) Intermediate General/Vocational Qualification,0.21663,902,4883,0.20508,0.22819
2016,17-29 y.,(2c_gen) General Maturity Certificate,0.17446,901,4883,0.16382,0.18511
2016,17-29 y.,(2c_voc) Vocational Maturity Certificate,0.08651,305,4883,0.07862,0.09439
2016,17-29 y.,(3a) Lower Tertiary Education,0.07733,189,4883,0.06984,0.08482
2016,17-29 y.,(3b) Higher Tertiary Education,0.05540,387,4883,0.04898,0.06181
2016,30-45 y.,(1a) Inadequately completed,0.02746,739,8383,0.02396,0.03095
2016,30-45 y.,(1b) General Elementary School,0.06331,769,8383,0.05810,0.06853
2016,30-45 y.,(1c) Basic Vocational Qualification,0.14516,1132,8383,0.13762,0.15270
2016,30-45 y.,(2) Intermediate General/Vocational Qualification,0.24650,1815,8383,0.23728,0.25573
2016,30-45 y.,(2c_gen) General Maturity Certificate,0.03723,502,8383,0.03318,0.04129
2016,30-45 y.,(2c_voc) Vocational Maturity Certificate,0.15406,1100,8383,0.14633,0.16179
2016,30-45 y.,(3a) Lower Tertiary Education,0.09300,574,8383,0.08679,0.09922
2016,30-45 y.,(3b) Higher Tertiary Education,0.20280,1752,8383,0.19419,0.21141
2016,46-65 y.,(1a) Inadequately completed,0.01607,313,8928,0.01346,0.01868
2016,46-65 y.,(1b) General Elementary School,0.06312,548,8928,0.05807,0.06816
2016,46-65 y.,(1c) Basic Vocational Qualification,0.26097,1916,8928,0.25186,0.27008
2016,46-65 y.,(2) Intermediate General/Vocational Qualification,0.31514,2591,8928,0.30551,0.32478
2016,46-65 y.,(2c_gen) General Maturity Certificate,0.01857,256,8928,0.01577,0.02137
2016,46-65 y.,(2c_voc) Vocational Maturity Certificate,0.09548,911,8928,0.08938,0.10158
2016,46-65 y.,(3a) Lower Tertiary Education,0.08202,792,8928,0.07633,0.08771
2016,46-65 y.,(3b) Higher Tertiary Education,0.14016,1601,8928,0.13296,0.14736
2016,66 and older,(1a) Inadequately completed,0.01608,70,4701,0.01248,0.01967
2016,66 and older,(1b) General Elementary School,0.13877,547,4701,0.12889,0.14866
2016,66 and older,(1c) Basic Vocational Qualification,0.40524,1838,4701,0.39121,0.41928
2016,66 and older,(2) Intermediate General/Vocational Qualification,0.17537,814,4701,0.16450,0.18625
2016,66 and older,(2c_gen) General Maturity Certificate,0.01160,46,4701,0.00854,0.01466
2016,66 and older,(2c_voc) Vocational Maturity Certificate,0.04540,193,4701,0.03945,0.05135
2016,66 and older,(3a) Lower Tertiary Education,0.08260,457,4701,0.07473,0.09047
2016,66 and older,(3b) Higher Tertiary Education,0.11677,736,4701,0.10759,0.12595
2017,17-29 y.,(0) No qualification (yet),0.11610,918,5887,0.10792,0.12428
2017,17-29 y.,(1a) Inadequately completed,0.01715,628,5887,0.01384,0.02047
2017,17-29 y.,(1b) General Elementary School,0.07656,799,5887,0.06977,0.08336
2017,17-29 y.,(1c) Basic Vocational Qualification,0.05090,250,5887,0.04528,0.05651
2017,17-29 y.,(2) Intermediate General/Vocational Qualification,0.22384,1046,5887,0.21319,0.23448
2017,17-29 y.,(2c_gen) General Maturity Certificate,0.17444,1178,5887,0.16474,0.18413
2017,17-29 y.,(2c_voc) Vocational Maturity Certificate,0.08674,362,5887,0.07955,0.09394
2017,17-29 y.,(3a) Lower Tertiary Education,0.07703,270,5887,0.07022,0.08384
2017,17-29 y.,(3b) Higher Tertiary Education,0.05055,436,5887,0.04495,0.05614
2017,30-45 y.,(1a) Inadequately completed,0.03224,895,8876,0.02857,0.03592
2017,30-45 y.,(1b) General Elementary School,0.07057,887,8876,0.06524,0.07590
2017,30-45 y.,(1c) Basic Vocational Qualification,0.12803,1052,8876,0.12108,0.13498
2017,30-45 y.,(2) Intermediate General/Vocational Qualification,0.25363,1902,8876,0.24458,0.26268
2017,30-45 y.,(2c_gen) General Maturity Certificate,0.03898,520,8876,0.03495,0.04300
2017,30-45 y.,(2c_voc) Vocational Maturity Certificate,0.13864,1100,8876,0.13145,0.14583
2017,30-45 y.,(3a) Lower Tertiary Education,0.09563,631,8876,0.08951,0.10175
2017,30-45 y.,(3b) Higher Tertiary Education,0.21485,1889,8876,0.20630,0.22339
2017,46-65 y.,(1a) Inadequately completed,0.01931,411,10441,0.01667,0.02195
2017,46-65 y.,(1b) General Elementary School,0.06497,639,10441,0.06024,0.06969
2017,46-65 y.,(1c) Basic Vocational Qualification,0.25038,2095,10441,0.24207,0.25869
2017,46-65 y.,(2) Intermediate General/Vocational Qualification,0.31249,3130,10441,0.30360,0.32138
2017,46-65 y.,(2c_gen) General Maturity Certificate,0.01934,315,10441,0.01670,0.02198
2017,46-65 y.,(2c_voc) Vocational Maturity Certificate,0.09901,1088,10441,0.09328,0.10474
2017,46-65 y.,(3a) Lower Tertiary Education,0.07902,905,10441,0.07384,0.08419
2017,46-65 y.,(3b) Higher Tertiary Education,0.14499,1858,10441,0.13824,0.15175
2017,66 and older,(1a) Inadequately completed,0.01720,85,4950,0.01357,0.02082
2017,66 and older,(1b) General Elementary School,0.13205,529,4950,0.12262,0.14148
2017,66 and older,(1c) Basic Vocational Qualification,0.39781,1863,4950,0.38418,0.41145
2017,66 and older,(2) Intermediate General/Vocational Qualification,0.18461,941,4950,0.17380,0.19542
2017,66 and older,(2c_gen) General Maturity Certificate,0.01451,61,4950,0.01117,0.01784
2017,66 and older,(2c_voc) Vocational Maturity Certificate,0.04600,209,4950,0.04016,0.05183
2017,66 and older,(3a) Lower Tertiary Education,0.08293,472,4950,0.07525,0.09061
2017,66 and older,(3b) Higher Tertiary Education,0.11581,790,4950,0.10690,0.12473
2018,17-29 y.,(0) No qualification (yet),0.10244,773,5463,0.09439,0.11048
2018,17-29 y.,(1a) Inadequately completed,0.01972,590,5463,0.01603,0.02340
2018,17-29 y.,(1b) General Elementary School,0.08618,773,5463,0.07874,0.09362
2018,17-29 y.,(1c) Basic Vocational Qualification,0.04524,216,5463,0.03973,0.05076
2018,17-29 y.,(2) Intermediate General/Vocational Qualification,0.21250,1012,5463,0.20165,0.22334
2018,17-29 y.,(2c_gen) General Maturity Certificate,0.17683,1090,5463,0.16671,0.18695
2018,17-29 y.,(2c_voc) Vocational Maturity Certificate,0.08901,357,5463,0.08145,0.09656
2018,17-29 y.,(3a) Lower Tertiary Education,0.07854,268,5463,0.07141,0.08568
2018,17-29 y.,(3b) Higher Tertiary Education,0.05302,384,5463,0.04708,0.05897
2018,30-45 y.,(1a) Inadequately completed,0.03209,829,8172,0.02827,0.03591
2018,30-45 y.,(1b) General Elementary School,0.06629,799,8172,0.06089,0.07168
2018,30-45 y.,(1c) Basic Vocational Qualification,0.12500,945,8172,0.11783,0.13217
2018,30-45 y.,(2) Intermediate General/Vocational Qualification,0.23893,1707,8172,0.22968,0.24818
2018,30-45 y.,(2c_gen) General Maturity Certificate,0.03952,512,8172,0.03529,0.04374
2018,30-45 y.,(2c_voc) Vocational Maturity Certificate,0.14028,1003,8172,0.13275,0.14781
2018,30-45 y.,(3a) Lower Tertiary Education,0.11040,632,8172,0.10360,0.11719
2018,30-45 y.,(3b) Higher Tertiary Education,0.21479,1745,8172,0.20588,0.22369
2018,46-65 y.,(1a) Inadequately completed,0.01982,415,10102,0.01710,0.02254
2018,46-65 y.,(1b) General Elementary School,0.06093,638,10102,0.05626,0.06559
2018,46-65 y.,(1c) Basic Vocational Qualification,0.24127,1946,10102,0.23292,0.24961
2018,46-65 y.,(2) Intermediate General/Vocational Qualification,0.31833,3062,10102,0.30924,0.32741
2018,46-65 y.,(2c_gen) General Maturity Certificate,0.02242,319,10102,0.01954,0.02531
2018,46-65 y.,(2c_voc) Vocational Maturity Certificate,0.10306,1061,10102,0.09713,0.10899
2018,46-65 y.,(3a) Lower Tertiary Education,0.07987,874,10102,0.07459,0.08516
2018,46-65 y.,(3b) Higher Tertiary Education,0.14224,1787,10102,0.13542,0.14905
2018,66 and older,(1a) Inadequately completed,0.01483,84,4968,0.01147,0.01819
2018,66 and older,(1b) General Elementary School,0.12852,512,4968,0.11921,0.13783
2018,66 and older,(1c) Basic Vocational Qualification,0.38507,1811,4968,0.37154,0.39860
2018,66 and older,(2) Intermediate General/Vocational Qualification,0.18644,975,4968,0.17561,0.19727
2018,66 and older,(2c_gen) General Maturity Certificate,0.01662,71,4968,0.01306,0.02017
2018,66 and older,(2c_voc) Vocational Maturity Certificate,0.04936,227,4968,0.04333,0.05538
2018,66 and older,(3a) Lower Tertiary Education,0.08489,479,4968,0.07714,0.09264
2018,66 and older,(3b) Higher Tertiary Education,0.12558,809,4968,0.11636,0.13480
2019,17-29 y.,(0) No qualification (yet),0.09436,612,4739,0.08603,0.10268
2019,17-29 y.,(1a) Inadequately completed,0.01734,483,4739,0.01363,0.02106
2019,17-29 y.,(1b) General Elementary School,0.08265,635,4739,0.07481,0.09049
2019,17-29 y.,(1c) Basic Vocational Qualification,0.04347,195,4739,0.03767,0.04928
2019,17-29 y.,(2) Intermediate General/Vocational Qualification,0.20796,909,4739,0.19641,0.21952
2019,17-29 y.,(2c_gen) General Maturity Certificate,0.17982,993,4739,0.16888,0.19076
2019,17-29 y.,(2c_voc) Vocational Maturity Certificate,0.09190,331,4739,0.08368,0.10013
2019,17-29 y.,(3a) Lower Tertiary Education,0.07014,241,4739,0.06287,0.07741
2019,17-29 y.,(3b) Higher Tertiary Education,0.06455,340,4739,0.05756,0.07155
2019,30-45 y.,(1a) Inadequately completed,0.03201,816,7692,0.02808,0.03595
2019,30-45 y.,(1b) General Elementary School,0.06468,693,7692,0.05919,0.07018
2019,30-45 y.,(1c) Basic Vocational Qualification,0.11822,798,7692,0.11100,0.12543
2019,30-45 y.,(2) Intermediate General/Vocational Qualification,0.23639,1602,7692,0.22689,0.24588
2019,30-45 y.,(2c_gen) General Maturity Certificate,0.04038,469,7692,0.03598,0.04478
2019,30-45 y.,(2c_voc) Vocational Maturity Certificate,0.14192,977,7692,0.13412,0.14972
2019,30-45 y.,(3a) Lower Tertiary Education,0.11642,661,7692,0.10925,0.12359
2019,30-45 y.,(3b) Higher Tertiary Education,0.21879,1676,7692,0.20955,0.22803
2019,46-65 y.,(1a) Inadequately completed,0.02296,423,10875,0.02014,0.02577
2019,46-65 y.,(1b) General Elementary School,0.05993,590,10875,0.05547,0.06439
2019,46-65 y.,(1c) Basic Vocational Qualification,0.22808,1827,10875,0.22019,0.23596
2019,46-65 y.,(2) Intermediate General/Vocational Qualification,0.31955,3259,10875,0.31079,0.32832
2019,46-65 y.,(2c_gen) General Maturity Certificate,0.02328,361,10875,0.02045,0.02611
2019,46-65 y.,(2c_voc) Vocational Maturity Certificate,0.11048,1201,10875,0.10458,0.11637
2019,46-65 y.,(3a) Lower Tertiary Education,0.07961,1047,10875,0.07452,0.08470
2019,46-65 y.,(3b) Higher Tertiary Education,0.14480,2167,10875,0.13819,0.15142
2019,66 and older,(1a) Inadequately completed,0.01403,79,5149,0.01082,0.01725
2019,66 and older,(1b) General Elementary School,0.12080,461,5149,0.11190,0.12971
2019,66 and older,(1c) Basic Vocational Qualification,0.37718,1748,5149,0.36393,0.39042
2019,66 and older,(2) Intermediate General/Vocational Qualification,0.19724,1074,5149,0.18637,0.20811
2019,66 and older,(2c_gen) General Maturity Certificate,0.01885,91,5149,0.01514,0.02257
2019,66 and older,(2c_voc) Vocational Maturity Certificate,0.04749,242,5149,0.04168,0.05330
2019,66 and older,(3a) Lower Tertiary Education,0.08493,524,5149,0.07732,0.09255
2019,66 and older,(3b) Higher Tertiary Education,0.13132,930,5149,0.12210,0.14055
2020,17-29 y.,(0) No qualification (yet),0.10943,765,5348,0.10106,0.11780
2020,17-29 y.,(1a) Inadequately completed,0.01888,505,5348,0.01523,0.02252
2020,17-29 y.,(1b) General Elementary School,0.07920,698,5348,0.07196,0.08643
2020,17-29 y.,(1c) Basic Vocational Qualification,0.04069,241,5348,0.03539,0.04598
2020,17-29 y.,(2) Intermediate General/Vocational Qualification,0.20393,874,5348,0.19313,0.21473
2020,17-29 y.,(2c_gen) General Maturity Certificate,0.18153,1096,5348,0.17120,0.19186
2020,17-29 y.,(2c_voc) Vocational Maturity Certificate,0.09391,380,5348,0.08610,0.10173
2020,17-29 y.,(3a) Lower Tertiary Education,0.07599,243,5348,0.06888,0.08309
2020,17-29 y.,(3b) Higher Tertiary Education,0.05707,546,5348,0.05085,0.06329
2020,30-45 y.,(1a) Inadequately completed,0.02951,924,8048,0.02581,0.03321
2020,30-45 y.,(1b) General Elementary School,0.07142,815,8048,0.06579,0.07705
2020,30-45 y.,(1c) Basic Vocational Qualification,0.10540,737,8048,0.09869,0.11211
2020,30-45 y.,(2) Intermediate General/Vocational Qualification,0.23423,1411,8048,0.22498,0.24349
2020,30-45 y.,(2c_gen) General Maturity Certificate,0.03790,653,8048,0.03373,0.04207
2020,30-45 y.,(2c_voc) Vocational Maturity Certificate,0.14113,982,8048,0.13353,0.14874
2020,30-45 y.,(3a) Lower Tertiary Education,0.12478,635,8048,0.11756,0.13200
2020,30-45 y.,(3b) Higher Tertiary Education,0.21853,1891,8048,0.20950,0.22755
2020,46-65 y.,(1a) Inadequately completed,0.01860,412,10296,0.01599,0.02120
2020,46-65 y.,(1b) General Elementary School,0.05779,594,10296,0.05328,0.06229
2020,46-65 y.,(1c) Basic Vocational Qualification,0.22352,1673,10296,0.21548,0.23157
2020,46-65 y.,(2) Intermediate General/Vocational Qualification,0.31961,2979,10296,0.31061,0.32862
2020,46-65 y.,(2c_gen) General Maturity Certificate,0.02164,373,10296,0.01883,0.02445
2020,46-65 y.,(2c_voc) Vocational Maturity Certificate,0.11337,1204,10296,0.10725,0.11950
2020,46-65 y.,(3a) Lower Tertiary Education,0.08359,964,10296,0.07824,0.08893
2020,46-65 y.,(3b) Higher Tertiary Education,0.14982,2097,10296,0.14293,0.15672
2020,66 and older,(1a) Inadequately completed,0.01317,73,4878,0.00997,0.01637
2020,66 and older,(1b) General Elementary School,0.11305,423,4878,0.10416,0.12194
2020,66 and older,(1c) Basic Vocational Qualification,0.38071,1617,4878,0.36708,0.39433
2020,66 and older,(2) Intermediate General/Vocational Qualification,0.20449,1049,4878,0.19317,0.21581
2020,66 and older,(2c_gen) General Maturity Certificate,0.01662,83,4878,0.01303,0.02021
2020,66 and older,(2c_voc) Vocational Maturity Certificate,0.04740,246,4878,0.04144,0.05336
2020,66 and older,(3a) Lower Tertiary Education,0.08695,513,4878,0.07904,0.09485
2020,66 and older,(3b) Higher Tertiary Education,0.13015,874,4878,0.12070,0.13959
2021,17-29 y.,(0) No qualification (yet),0.09346,445,3298,0.08353,0.10340
2021,17-29 y.,(1a) Inadequately completed,0.01930,273,3298,0.01461,0.02400
2021,17-29 y.,(1b) General Elementary School,0.07439,345,3298,0.06543,0.08334
2021,17-29 y.,(1c) Basic Vocational Qualification,0.04214,136,3298,0.03528,0.04899
2021,17-29 y.,(2) Intermediate General/Vocational Qualification,0.18161,562,3298,0.16845,0.19477
2021,17-29 y.,(2c_gen) General Maturity Certificate,0.20932,745,3298,0.19544,0.22321
2021,17-29 y.,(2c_voc) Vocational Maturity Certificate,0.10314,260,3298,0.09276,0.11352
2021,17-29 y.,(3a) Lower Tertiary Education,0.07244,174,3298,0.06359,0.08129
2021,17-29 y.,(3b) Higher Tertiary Education,0.09428,358,3298,0.08431,0.10426
2021,30-45 y.,(1a) Inadequately completed,0.02822,531,5026,0.02364,0.03280
2021,30-45 y.,(1b) General Elementary School,0.05328,438,5026,0.04707,0.05949
2021,30-45 y.,(1c) Basic Vocational Qualification,0.10678,420,5026,0.09824,0.11532
2021,30-45 y.,(2) Intermediate General/Vocational Qualification,0.22811,909,5026,0.21650,0.23971
2021,30-45 y.,(2c_gen) General Maturity Certificate,0.04327,341,5026,0.03764,0.04889
2021,30-45 y.,(2c_voc) Vocational Maturity Certificate,0.13892,622,5026,0.12936,0.14849
2021,30-45 y.,(3a) Lower Tertiary Education,0.11523,459,5026,0.10640,0.12406
2021,30-45 y.,(3b) Higher Tertiary Education,0.23410,1306,5026,0.22239,0.24581
2021,46-65 y.,(1a) Inadequately completed,0.01892,277,7077,0.01575,0.02209
2021,46-65 y.,(1b) General Elementary School,0.05712,349,7077,0.05171,0.06253
2021,46-65 y.,(1c) Basic Vocational Qualification,0.21561,1040,7077,0.20603,0.22519
2021,46-65 y.,(2) Intermediate General/Vocational Qualification,0.29723,2013,7077,0.28658,0.30788
2021,46-65 y.,(2c_gen) General Maturity Certificate,0.02076,252,7077,0.01743,0.02408
2021,46-65 y.,(2c_voc) Vocational Maturity Certificate,0.11545,846,7077,0.10800,0.12289
2021,46-65 y.,(3a) Lower Tertiary Education,0.08516,703,7077,0.07866,0.09166
2021,46-65 y.,(3b) Higher Tertiary Education,0.15748,1597,7077,0.14899,0.16597
2021,66 and older,(1a) Inadequately completed,0.00892,43,3536,0.00582,0.01202
2021,66 and older,(1b) General Elementary School,0.09751,253,3536,0.08773,0.10729
2021,66 and older,(1c) Basic Vocational Qualification,0.36800,1104,3536,0.35210,0.38390
2021,66 and older,(2) Intermediate General/Vocational Qualification,0.21220,779,3536,0.19872,0.22568
2021,66 and older,(2c_gen) General Maturity Certificate,0.01490,65,3536,0.01091,0.01890
2021,66 and older,(2c_voc) Vocational Maturity Certificate,0.05450,182,3536,0.04702,0.06198
2021,66 and older,(3a) Lower Tertiary Education,0.08709,392,3536,0.07779,0.09638
2021,66 and older,(3b) Higher Tertiary Education,0.14350,718,3536,0.13194,0.15506
