"m11104","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Fast nie oder nie","1985","(noch) kein Abschluss","Schleswig-Holstein","9","0.438970715259811","0.179017847405403","0.698923583114219"
"Fast nie oder nie","1985","(noch) kein Abschluss","Hamburg","19","","",""
"Fast nie oder nie","1985","(noch) kein Abschluss","Niedersachsen","47","0.419195548908793","0.309693035166716","0.528698062650869"
"Fast nie oder nie","1985","(noch) kein Abschluss","Bremen","3","","",""
"Fast nie oder nie","1985","(noch) kein Abschluss","Nordrhein-Westfalen","257","","",""
"Fast nie oder nie","1985","(noch) kein Abschluss","Hessen","94","0.646282772652417","0.559647538016304","0.732918007288531"
"Fast nie oder nie","1985","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","51","0.616241644158745","0.499798175507005","0.732685112810484"
"Fast nie oder nie","1985","(noch) kein Abschluss","Baden-Wuerttemberg","226","","",""
"Fast nie oder nie","1985","(noch) kein Abschluss","Bayern","66","0.472448370017736","0.375563119349156","0.569333620686316"
"Fast nie oder nie","1985","(noch) kein Abschluss","Saarland","","","",""
"Fast nie oder nie","1985","(noch) kein Abschluss","Berlin","30","0.613865053912254","0.461065601866954","0.766664505957555"
"Fast nie oder nie","1985","(noch) kein Abschluss","Brandenburg","","","",""
"Fast nie oder nie","1985","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Fast nie oder nie","1985","(noch) kein Abschluss","Sachsen","","","",""
"Fast nie oder nie","1985","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Fast nie oder nie","1985","(noch) kein Abschluss","Thueringen","","","",""
"Fast nie oder nie","1985","Hauptschule","Schleswig-Holstein","132","","",""
"Fast nie oder nie","1985","Hauptschule","Hamburg","92","0.635865634424562","0.556998950021697","0.714732318827426"
"Fast nie oder nie","1985","Hauptschule","Niedersachsen","448","0.72116620030861","0.686478862687523","0.755853537929696"
"Fast nie oder nie","1985","Hauptschule","Bremen","56","0.758864396119334","0.665706785730168","0.852022006508501"
"Fast nie oder nie","1985","Hauptschule","Nordrhein-Westfalen","1114","","",""
"Fast nie oder nie","1985","Hauptschule","Hessen","459","0.761250559803976","0.727747236199514","0.794753883408437"
"Fast nie oder nie","1985","Hauptschule","Rheinland-Pfalz,Saarland","354","0.700296483769336","0.660882411905637","0.739710555633035"
"Fast nie oder nie","1985","Hauptschule","Baden-Wuerttemberg","813","0.692427061717351","0.666272732966568","0.718581390468133"
"Fast nie oder nie","1985","Hauptschule","Bayern","756","0.673782546888881","0.646579425232044","0.700985668545719"
"Fast nie oder nie","1985","Hauptschule","Saarland","","","",""
"Fast nie oder nie","1985","Hauptschule","Berlin","121","","",""
"Fast nie oder nie","1985","Hauptschule","Brandenburg","","","",""
"Fast nie oder nie","1985","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Fast nie oder nie","1985","Hauptschule","Sachsen","","","",""
"Fast nie oder nie","1985","Hauptschule","Sachsen-Anhalt","","","",""
"Fast nie oder nie","1985","Hauptschule","Thueringen","","","",""
"Fast nie oder nie","1985","Realschule","Schleswig-Holstein","33","0.427839345772738","0.319421080799207","0.53625761074627"
"Fast nie oder nie","1985","Realschule","Hamburg","22","","",""
"Fast nie oder nie","1985","Realschule","Niedersachsen","82","0.412982595617032","0.347168301952676","0.478796889281389"
"Fast nie oder nie","1985","Realschule","Bremen","9","0.402666967419544","0.197731079122337","0.607602855716752"
"Fast nie oder nie","1985","Realschule","Nordrhein-Westfalen","165","","",""
"Fast nie oder nie","1985","Realschule","Hessen","71","0.418605794909044","0.346335547252976","0.490876042565111"
"Fast nie oder nie","1985","Realschule","Rheinland-Pfalz,Saarland","34","0.359327709572486","0.266214492867314","0.452440926277659"
"Fast nie oder nie","1985","Realschule","Baden-Wuerttemberg","118","","",""
"Fast nie oder nie","1985","Realschule","Bayern","110","","",""
"Fast nie oder nie","1985","Realschule","Saarland","","","",""
"Fast nie oder nie","1985","Realschule","Berlin","30","0.480933469666126","0.365525485050349","0.596341454281903"
"Fast nie oder nie","1985","Realschule","Brandenburg","","","",""
"Fast nie oder nie","1985","Realschule","Mecklenburg-Vorpommern","","","",""
"Fast nie oder nie","1985","Realschule","Sachsen","","","",""
"Fast nie oder nie","1985","Realschule","Sachsen-Anhalt","","","",""
"Fast nie oder nie","1985","Realschule","Thueringen","","","",""
"Fast nie oder nie","1985","(Fach-)Abitur","Schleswig-Holstein","9","0.356046316514555","0.168348746083177","0.543743886945934"
"Fast nie oder nie","1985","(Fach-)Abitur","Hamburg","8","0.0945039323659847","-0.00530268699403891","0.194310551726008"
"Fast nie oder nie","1985","(Fach-)Abitur","Niedersachsen","27","","",""
"Fast nie oder nie","1985","(Fach-)Abitur","Bremen","4","0.64355893406218","0.260328055716633","1.02678981240773"
"Fast nie oder nie","1985","(Fach-)Abitur","Nordrhein-Westfalen","90","0.327384153589223","0.269331295652956","0.38543701152549"
"Fast nie oder nie","1985","(Fach-)Abitur","Hessen","33","0.302059233188694","0.206668007609141","0.397450458768248"
"Fast nie oder nie","1985","(Fach-)Abitur","Rheinland-Pfalz,Saarland","9","0.310240723343368","0.141877485475959","0.478603961210778"
"Fast nie oder nie","1985","(Fach-)Abitur","Baden-Wuerttemberg","47","0.315303036514215","0.232514790147316","0.398091282881114"
"Fast nie oder nie","1985","(Fach-)Abitur","Bayern","45","0.368351051485146","0.281686108419846","0.455015994550447"
"Fast nie oder nie","1985","(Fach-)Abitur","Saarland","","","",""
"Fast nie oder nie","1985","(Fach-)Abitur","Berlin","15","","",""
"Fast nie oder nie","1985","(Fach-)Abitur","Brandenburg","","","",""
"Fast nie oder nie","1985","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Fast nie oder nie","1985","(Fach-)Abitur","Sachsen","","","",""
"Fast nie oder nie","1985","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Fast nie oder nie","1985","(Fach-)Abitur","Thueringen","","","",""
"Fast nie oder nie","1985","AkademikerIn","Schleswig-Holstein","7","0.380544745370844","0.15624970328583","0.604839787455858"
"Fast nie oder nie","1985","AkademikerIn","Hamburg","4","0.332164698032632","0.093815395826029","0.570514000239236"
"Fast nie oder nie","1985","AkademikerIn","Niedersachsen","23","","",""
"Fast nie oder nie","1985","AkademikerIn","Bremen","2","","",""
"Fast nie oder nie","1985","AkademikerIn","Nordrhein-Westfalen","79","0.373954372532228","0.310162660869823","0.437746084194632"
"Fast nie oder nie","1985","AkademikerIn","Hessen","26","","",""
"Fast nie oder nie","1985","AkademikerIn","Rheinland-Pfalz,Saarland","13","","",""
"Fast nie oder nie","1985","AkademikerIn","Baden-Wuerttemberg","39","0.354540064617494","0.265945641511067","0.443134487723922"
"Fast nie oder nie","1985","AkademikerIn","Bayern","52","0.371531231145756","0.292880347987997","0.450182114303514"
"Fast nie oder nie","1985","AkademikerIn","Saarland","","","",""
"Fast nie oder nie","1985","AkademikerIn","Berlin","10","","",""
"Fast nie oder nie","1985","AkademikerIn","Brandenburg","","","",""
"Fast nie oder nie","1985","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Fast nie oder nie","1985","AkademikerIn","Sachsen","","","",""
"Fast nie oder nie","1985","AkademikerIn","Sachsen-Anhalt","","","",""
"Fast nie oder nie","1985","AkademikerIn","Thueringen","","","",""
"Mehrmals im Jahr","1985","(noch) kein Abschluss","Schleswig-Holstein","1","","",""
"Mehrmals im Jahr","1985","(noch) kein Abschluss","Hamburg","1","","",""
"Mehrmals im Jahr","1985","(noch) kein Abschluss","Niedersachsen","8","0.155008042992452","0.0746916504068945","0.235324435578009"
"Mehrmals im Jahr","1985","(noch) kein Abschluss","Bremen","1","","",""
"Mehrmals im Jahr","1985","(noch) kein Abschluss","Nordrhein-Westfalen","22","","",""
"Mehrmals im Jahr","1985","(noch) kein Abschluss","Hessen","8","0.0713719836235588","0.0247232418015175","0.1180207254456"
"Mehrmals im Jahr","1985","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","3","","",""
"Mehrmals im Jahr","1985","(noch) kein Abschluss","Baden-Wuerttemberg","21","","",""
"Mehrmals im Jahr","1985","(noch) kein Abschluss","Bayern","12","","",""
"Mehrmals im Jahr","1985","(noch) kein Abschluss","Saarland","","","",""
"Mehrmals im Jahr","1985","(noch) kein Abschluss","Berlin","3","","",""
"Mehrmals im Jahr","1985","(noch) kein Abschluss","Brandenburg","","","",""
"Mehrmals im Jahr","1985","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","1985","(noch) kein Abschluss","Sachsen","","","",""
"Mehrmals im Jahr","1985","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","1985","(noch) kein Abschluss","Thueringen","","","",""
"Mehrmals im Jahr","1985","Hauptschule","Schleswig-Holstein","25","","",""
"Mehrmals im Jahr","1985","Hauptschule","Hamburg","9","0.0707045886654493","0.0286918716655412","0.112717305665357"
"Mehrmals im Jahr","1985","Hauptschule","Niedersachsen","73","0.104545703176466","0.0808780398178403","0.128213366535092"
"Mehrmals im Jahr","1985","Hauptschule","Bremen","10","","",""
"Mehrmals im Jahr","1985","Hauptschule","Nordrhein-Westfalen","200","","",""
"Mehrmals im Jahr","1985","Hauptschule","Hessen","57","0.0777722631195262","0.0567255463339492","0.0988189799051033"
"Mehrmals im Jahr","1985","Hauptschule","Rheinland-Pfalz,Saarland","55","0.0955410101538996","0.070250722657773","0.120831297650026"
"Mehrmals im Jahr","1985","Hauptschule","Baden-Wuerttemberg","131","","",""
"Mehrmals im Jahr","1985","Hauptschule","Bayern","130","","",""
"Mehrmals im Jahr","1985","Hauptschule","Saarland","","","",""
"Mehrmals im Jahr","1985","Hauptschule","Berlin","23","","",""
"Mehrmals im Jahr","1985","Hauptschule","Brandenburg","","","",""
"Mehrmals im Jahr","1985","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","1985","Hauptschule","Sachsen","","","",""
"Mehrmals im Jahr","1985","Hauptschule","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","1985","Hauptschule","Thueringen","","","",""
"Mehrmals im Jahr","1985","Realschule","Schleswig-Holstein","14","","",""
"Mehrmals im Jahr","1985","Realschule","Hamburg","10","","",""
"Mehrmals im Jahr","1985","Realschule","Niedersachsen","32","0.144240016252794","0.0972778923896932","0.191202140115895"
"Mehrmals im Jahr","1985","Realschule","Bremen","6","0.264870471419259","0.080481281320412","0.449259661518107"
"Mehrmals im Jahr","1985","Realschule","Nordrhein-Westfalen","79","0.164997349260599","0.130702867469923","0.199291831051275"
"Mehrmals im Jahr","1985","Realschule","Hessen","32","0.156150348418037","0.102973133008703","0.20932756382737"
"Mehrmals im Jahr","1985","Realschule","Rheinland-Pfalz,Saarland","28","","",""
"Mehrmals im Jahr","1985","Realschule","Baden-Wuerttemberg","44","0.143485364515403","0.101669853768463","0.185300875262343"
"Mehrmals im Jahr","1985","Realschule","Bayern","75","0.219508423014553","0.176144978349974","0.262871867679133"
"Mehrmals im Jahr","1985","Realschule","Saarland","","","",""
"Mehrmals im Jahr","1985","Realschule","Berlin","14","","",""
"Mehrmals im Jahr","1985","Realschule","Brandenburg","","","",""
"Mehrmals im Jahr","1985","Realschule","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","1985","Realschule","Sachsen","","","",""
"Mehrmals im Jahr","1985","Realschule","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","1985","Realschule","Thueringen","","","",""
"Mehrmals im Jahr","1985","(Fach-)Abitur","Schleswig-Holstein","4","0.198365158159338","0.042050726624897","0.354679589693779"
"Mehrmals im Jahr","1985","(Fach-)Abitur","Hamburg","3","","",""
"Mehrmals im Jahr","1985","(Fach-)Abitur","Niedersachsen","17","","",""
"Mehrmals im Jahr","1985","(Fach-)Abitur","Bremen","1","","",""
"Mehrmals im Jahr","1985","(Fach-)Abitur","Nordrhein-Westfalen","53","0.211415195931992","0.160902152901837","0.261928238962147"
"Mehrmals im Jahr","1985","(Fach-)Abitur","Hessen","14","","",""
"Mehrmals im Jahr","1985","(Fach-)Abitur","Rheinland-Pfalz,Saarland","7","0.258791256818552","0.0993891127296121","0.418193400907492"
"Mehrmals im Jahr","1985","(Fach-)Abitur","Baden-Wuerttemberg","25","","",""
"Mehrmals im Jahr","1985","(Fach-)Abitur","Bayern","21","","",""
"Mehrmals im Jahr","1985","(Fach-)Abitur","Saarland","","","",""
"Mehrmals im Jahr","1985","(Fach-)Abitur","Berlin","4","0.124972529697705","0.0103971708874039","0.239547888508005"
"Mehrmals im Jahr","1985","(Fach-)Abitur","Brandenburg","","","",""
"Mehrmals im Jahr","1985","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","1985","(Fach-)Abitur","Sachsen","","","",""
"Mehrmals im Jahr","1985","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","1985","(Fach-)Abitur","Thueringen","","","",""
"Mehrmals im Jahr","1985","AkademikerIn","Schleswig-Holstein","4","0.20584377015061","0.0190623488354529","0.392625191465767"
"Mehrmals im Jahr","1985","AkademikerIn","Hamburg","2","","",""
"Mehrmals im Jahr","1985","AkademikerIn","Niedersachsen","10","","",""
"Mehrmals im Jahr","1985","AkademikerIn","Bremen","","","",""
"Mehrmals im Jahr","1985","AkademikerIn","Nordrhein-Westfalen","39","0.161710644143766","0.113168580695127","0.210252707592406"
"Mehrmals im Jahr","1985","AkademikerIn","Hessen","18","","",""
"Mehrmals im Jahr","1985","AkademikerIn","Rheinland-Pfalz,Saarland","9","0.263742259509493","0.117753685342831","0.409730833676156"
"Mehrmals im Jahr","1985","AkademikerIn","Baden-Wuerttemberg","25","","",""
"Mehrmals im Jahr","1985","AkademikerIn","Bayern","26","","",""
"Mehrmals im Jahr","1985","AkademikerIn","Saarland","","","",""
"Mehrmals im Jahr","1985","AkademikerIn","Berlin","7","0.15853135220451","0.0392223009345015","0.277840403474519"
"Mehrmals im Jahr","1985","AkademikerIn","Brandenburg","","","",""
"Mehrmals im Jahr","1985","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","1985","AkademikerIn","Sachsen","","","",""
"Mehrmals im Jahr","1985","AkademikerIn","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","1985","AkademikerIn","Thueringen","","","",""
"Mindestens einmal im Monat","1985","(noch) kein Abschluss","Schleswig-Holstein","1","","",""
"Mindestens einmal im Monat","1985","(noch) kein Abschluss","Hamburg","","","",""
"Mindestens einmal im Monat","1985","(noch) kein Abschluss","Niedersachsen","1","","",""
"Mindestens einmal im Monat","1985","(noch) kein Abschluss","Bremen","","","",""
"Mindestens einmal im Monat","1985","(noch) kein Abschluss","Nordrhein-Westfalen","8","0.0440274065591528","0.022156135964204","0.0658986771541016"
"Mindestens einmal im Monat","1985","(noch) kein Abschluss","Hessen","4","0.0657305782575067","0.0208276199722849","0.110633536542729"
"Mindestens einmal im Monat","1985","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","3","","",""
"Mindestens einmal im Monat","1985","(noch) kein Abschluss","Baden-Wuerttemberg","11","","",""
"Mindestens einmal im Monat","1985","(noch) kein Abschluss","Bayern","3","","",""
"Mindestens einmal im Monat","1985","(noch) kein Abschluss","Saarland","","","",""
"Mindestens einmal im Monat","1985","(noch) kein Abschluss","Berlin","","","",""
"Mindestens einmal im Monat","1985","(noch) kein Abschluss","Brandenburg","","","",""
"Mindestens einmal im Monat","1985","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","1985","(noch) kein Abschluss","Sachsen","","","",""
"Mindestens einmal im Monat","1985","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","1985","(noch) kein Abschluss","Thueringen","","","",""
"Mindestens einmal im Monat","1985","Hauptschule","Schleswig-Holstein","9","0.0447103404735178","0.0166244660014826","0.0727962149455531"
"Mindestens einmal im Monat","1985","Hauptschule","Hamburg","13","","",""
"Mindestens einmal im Monat","1985","Hauptschule","Niedersachsen","21","","",""
"Mindestens einmal im Monat","1985","Hauptschule","Bremen","7","0.0590297052532448","0.00770471853093513","0.110354691975554"
"Mindestens einmal im Monat","1985","Hauptschule","Nordrhein-Westfalen","53","0.0279991253867457","0.01998308539666","0.0360151653768315"
"Mindestens einmal im Monat","1985","Hauptschule","Hessen","21","","",""
"Mindestens einmal im Monat","1985","Hauptschule","Rheinland-Pfalz,Saarland","25","","",""
"Mindestens einmal im Monat","1985","Hauptschule","Baden-Wuerttemberg","59","0.0451487629998486","0.0333815588894818","0.0569159671102154"
"Mindestens einmal im Monat","1985","Hauptschule","Bayern","49","0.0398807559160415","0.0285267387412094","0.0512347730908736"
"Mindestens einmal im Monat","1985","Hauptschule","Saarland","","","",""
"Mindestens einmal im Monat","1985","Hauptschule","Berlin","10","","",""
"Mindestens einmal im Monat","1985","Hauptschule","Brandenburg","","","",""
"Mindestens einmal im Monat","1985","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","1985","Hauptschule","Sachsen","","","",""
"Mindestens einmal im Monat","1985","Hauptschule","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","1985","Hauptschule","Thueringen","","","",""
