"m11104","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Mindestens einmal die Woche","2009","66 +","Hessen","71","0.237070904126379","0.183817635946874","0.290324172305884"
"Mindestens einmal die Woche","2009","66 +","Rheinland-Pfalz,Saarland","51","0.218668573317091","0.16417280419847","0.273164342435712"
"Mindestens einmal die Woche","2009","66 +","Baden-Wuerttemberg","124","0.267755606994634","0.226615501598098","0.30889571239117"
"Mindestens einmal die Woche","2009","66 +","Bayern","152","0.234546132606766","0.199134952904997","0.269957312308534"
"Mindestens einmal die Woche","2009","66 +","Berlin","44","0.271735202638564","0.199328011456183","0.344142393820945"
"Mindestens einmal die Woche","2009","66 +","Brandenburg","51","0.205950334108498","0.151769424925413","0.260131243291582"
"Mindestens einmal die Woche","2009","66 +","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","2009","66 +","Sachsen","86","0.242324930736777","0.195377303333904","0.289272558139649"
"Mindestens einmal die Woche","2009","66 +","Sachsen-Anhalt","36","0.179260151999742","0.123380532076794","0.235139771922689"
"Mindestens einmal die Woche","2009","66 +","Thueringen","","","",""
"Fast nie oder nie","2010","17-34","Schleswig-Holstein","","","",""
"Fast nie oder nie","2010","17-34","Hamburg","","","",""
"Fast nie oder nie","2010","17-34","Niedersachsen","","","",""
"Fast nie oder nie","2010","17-34","Bremen","","","",""
"Fast nie oder nie","2010","17-34","Nordrhein-Westfalen","","","",""
"Fast nie oder nie","2010","17-34","Hessen","","","",""
"Fast nie oder nie","2010","17-34","Rheinland-Pfalz,Saarland","","","",""
"Fast nie oder nie","2010","17-34","Baden-Wuerttemberg","","","",""
"Fast nie oder nie","2010","17-34","Bayern","","","",""
"Fast nie oder nie","2010","17-34","Berlin","","","",""
"Fast nie oder nie","2010","17-34","Brandenburg","","","",""
"Fast nie oder nie","2010","17-34","Mecklenburg-Vorpommern","","","",""
"Fast nie oder nie","2010","17-34","Sachsen","","","",""
"Fast nie oder nie","2010","17-34","Sachsen-Anhalt","","","",""
"Fast nie oder nie","2010","17-34","Thueringen","","","",""
"Fast nie oder nie","2010","35-65","Schleswig-Holstein","","","",""
"Fast nie oder nie","2010","35-65","Hamburg","","","",""
"Fast nie oder nie","2010","35-65","Niedersachsen","","","",""
"Fast nie oder nie","2010","35-65","Bremen","","","",""
"Fast nie oder nie","2010","35-65","Nordrhein-Westfalen","","","",""
"Fast nie oder nie","2010","35-65","Hessen","","","",""
"Fast nie oder nie","2010","35-65","Rheinland-Pfalz,Saarland","","","",""
"Fast nie oder nie","2010","35-65","Baden-Wuerttemberg","","","",""
"Fast nie oder nie","2010","35-65","Bayern","","","",""
"Fast nie oder nie","2010","35-65","Berlin","","","",""
"Fast nie oder nie","2010","35-65","Brandenburg","","","",""
"Fast nie oder nie","2010","35-65","Mecklenburg-Vorpommern","","","",""
"Fast nie oder nie","2010","35-65","Sachsen","","","",""
"Fast nie oder nie","2010","35-65","Sachsen-Anhalt","","","",""
"Fast nie oder nie","2010","35-65","Thueringen","","","",""
"Fast nie oder nie","2010","66 +","Schleswig-Holstein","","","",""
"Fast nie oder nie","2010","66 +","Hamburg","","","",""
"Fast nie oder nie","2010","66 +","Niedersachsen","","","",""
"Fast nie oder nie","2010","66 +","Bremen","","","",""
"Fast nie oder nie","2010","66 +","Nordrhein-Westfalen","","","",""
"Fast nie oder nie","2010","66 +","Hessen","","","",""
"Fast nie oder nie","2010","66 +","Rheinland-Pfalz,Saarland","","","",""
"Fast nie oder nie","2010","66 +","Baden-Wuerttemberg","","","",""
"Fast nie oder nie","2010","66 +","Bayern","","","",""
"Fast nie oder nie","2010","66 +","Berlin","","","",""
"Fast nie oder nie","2010","66 +","Brandenburg","","","",""
"Fast nie oder nie","2010","66 +","Mecklenburg-Vorpommern","","","",""
"Fast nie oder nie","2010","66 +","Sachsen","","","",""
"Fast nie oder nie","2010","66 +","Sachsen-Anhalt","","","",""
"Fast nie oder nie","2010","66 +","Thueringen","","","",""
"Mehrmals im Jahr","2010","17-34","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","2010","17-34","Hamburg","","","",""
"Mehrmals im Jahr","2010","17-34","Niedersachsen","","","",""
"Mehrmals im Jahr","2010","17-34","Bremen","","","",""
"Mehrmals im Jahr","2010","17-34","Nordrhein-Westfalen","","","",""
"Mehrmals im Jahr","2010","17-34","Hessen","","","",""
"Mehrmals im Jahr","2010","17-34","Rheinland-Pfalz,Saarland","","","",""
"Mehrmals im Jahr","2010","17-34","Baden-Wuerttemberg","","","",""
"Mehrmals im Jahr","2010","17-34","Bayern","","","",""
"Mehrmals im Jahr","2010","17-34","Berlin","","","",""
"Mehrmals im Jahr","2010","17-34","Brandenburg","","","",""
"Mehrmals im Jahr","2010","17-34","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","2010","17-34","Sachsen","","","",""
"Mehrmals im Jahr","2010","17-34","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","2010","17-34","Thueringen","","","",""
"Mehrmals im Jahr","2010","35-65","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","2010","35-65","Hamburg","","","",""
"Mehrmals im Jahr","2010","35-65","Niedersachsen","","","",""
"Mehrmals im Jahr","2010","35-65","Bremen","","","",""
"Mehrmals im Jahr","2010","35-65","Nordrhein-Westfalen","","","",""
"Mehrmals im Jahr","2010","35-65","Hessen","","","",""
"Mehrmals im Jahr","2010","35-65","Rheinland-Pfalz,Saarland","","","",""
"Mehrmals im Jahr","2010","35-65","Baden-Wuerttemberg","","","",""
"Mehrmals im Jahr","2010","35-65","Bayern","","","",""
"Mehrmals im Jahr","2010","35-65","Berlin","","","",""
"Mehrmals im Jahr","2010","35-65","Brandenburg","","","",""
"Mehrmals im Jahr","2010","35-65","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","2010","35-65","Sachsen","","","",""
"Mehrmals im Jahr","2010","35-65","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","2010","35-65","Thueringen","","","",""
"Mehrmals im Jahr","2010","66 +","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","2010","66 +","Hamburg","","","",""
"Mehrmals im Jahr","2010","66 +","Niedersachsen","","","",""
"Mehrmals im Jahr","2010","66 +","Bremen","","","",""
"Mehrmals im Jahr","2010","66 +","Nordrhein-Westfalen","","","",""
"Mehrmals im Jahr","2010","66 +","Hessen","","","",""
"Mehrmals im Jahr","2010","66 +","Rheinland-Pfalz,Saarland","","","",""
"Mehrmals im Jahr","2010","66 +","Baden-Wuerttemberg","","","",""
"Mehrmals im Jahr","2010","66 +","Bayern","","","",""
"Mehrmals im Jahr","2010","66 +","Berlin","","","",""
"Mehrmals im Jahr","2010","66 +","Brandenburg","","","",""
"Mehrmals im Jahr","2010","66 +","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","2010","66 +","Sachsen","","","",""
"Mehrmals im Jahr","2010","66 +","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","2010","66 +","Thueringen","","","",""
"Mindestens einmal im Monat","2010","17-34","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","2010","17-34","Hamburg","","","",""
"Mindestens einmal im Monat","2010","17-34","Niedersachsen","","","",""
"Mindestens einmal im Monat","2010","17-34","Bremen","","","",""
"Mindestens einmal im Monat","2010","17-34","Nordrhein-Westfalen","","","",""
"Mindestens einmal im Monat","2010","17-34","Hessen","","","",""
"Mindestens einmal im Monat","2010","17-34","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","2010","17-34","Baden-Wuerttemberg","","","",""
"Mindestens einmal im Monat","2010","17-34","Bayern","","","",""
"Mindestens einmal im Monat","2010","17-34","Berlin","","","",""
"Mindestens einmal im Monat","2010","17-34","Brandenburg","","","",""
"Mindestens einmal im Monat","2010","17-34","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","2010","17-34","Sachsen","","","",""
"Mindestens einmal im Monat","2010","17-34","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","2010","17-34","Thueringen","","","",""
"Mindestens einmal im Monat","2010","35-65","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","2010","35-65","Hamburg","","","",""
"Mindestens einmal im Monat","2010","35-65","Niedersachsen","","","",""
"Mindestens einmal im Monat","2010","35-65","Bremen","","","",""
"Mindestens einmal im Monat","2010","35-65","Nordrhein-Westfalen","","","",""
"Mindestens einmal im Monat","2010","35-65","Hessen","","","",""
"Mindestens einmal im Monat","2010","35-65","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","2010","35-65","Baden-Wuerttemberg","","","",""
"Mindestens einmal im Monat","2010","35-65","Bayern","","","",""
"Mindestens einmal im Monat","2010","35-65","Berlin","","","",""
"Mindestens einmal im Monat","2010","35-65","Brandenburg","","","",""
"Mindestens einmal im Monat","2010","35-65","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","2010","35-65","Sachsen","","","",""
"Mindestens einmal im Monat","2010","35-65","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","2010","35-65","Thueringen","","","",""
"Mindestens einmal im Monat","2010","66 +","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","2010","66 +","Hamburg","","","",""
"Mindestens einmal im Monat","2010","66 +","Niedersachsen","","","",""
"Mindestens einmal im Monat","2010","66 +","Bremen","","","",""
"Mindestens einmal im Monat","2010","66 +","Nordrhein-Westfalen","","","",""
"Mindestens einmal im Monat","2010","66 +","Hessen","","","",""
"Mindestens einmal im Monat","2010","66 +","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","2010","66 +","Baden-Wuerttemberg","","","",""
"Mindestens einmal im Monat","2010","66 +","Bayern","","","",""
"Mindestens einmal im Monat","2010","66 +","Berlin","","","",""
"Mindestens einmal im Monat","2010","66 +","Brandenburg","","","",""
"Mindestens einmal im Monat","2010","66 +","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","2010","66 +","Sachsen","","","",""
"Mindestens einmal im Monat","2010","66 +","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","2010","66 +","Thueringen","","","",""
"Mindestens einmal die Woche","2010","17-34","Schleswig-Holstein","","","",""
"Mindestens einmal die Woche","2010","17-34","Hamburg","","","",""
"Mindestens einmal die Woche","2010","17-34","Niedersachsen","","","",""
"Mindestens einmal die Woche","2010","17-34","Bremen","","","",""
"Mindestens einmal die Woche","2010","17-34","Nordrhein-Westfalen","","","",""
"Mindestens einmal die Woche","2010","17-34","Hessen","","","",""
"Mindestens einmal die Woche","2010","17-34","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal die Woche","2010","17-34","Baden-Wuerttemberg","","","",""
"Mindestens einmal die Woche","2010","17-34","Bayern","","","",""
"Mindestens einmal die Woche","2010","17-34","Berlin","","","",""
"Mindestens einmal die Woche","2010","17-34","Brandenburg","","","",""
"Mindestens einmal die Woche","2010","17-34","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","2010","17-34","Sachsen","","","",""
"Mindestens einmal die Woche","2010","17-34","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","2010","17-34","Thueringen","","","",""
"Mindestens einmal die Woche","2010","35-65","Schleswig-Holstein","","","",""
"Mindestens einmal die Woche","2010","35-65","Hamburg","","","",""
"Mindestens einmal die Woche","2010","35-65","Niedersachsen","","","",""
"Mindestens einmal die Woche","2010","35-65","Bremen","","","",""
"Mindestens einmal die Woche","2010","35-65","Nordrhein-Westfalen","","","",""
"Mindestens einmal die Woche","2010","35-65","Hessen","","","",""
"Mindestens einmal die Woche","2010","35-65","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal die Woche","2010","35-65","Baden-Wuerttemberg","","","",""
"Mindestens einmal die Woche","2010","35-65","Bayern","","","",""
"Mindestens einmal die Woche","2010","35-65","Berlin","","","",""
"Mindestens einmal die Woche","2010","35-65","Brandenburg","","","",""
"Mindestens einmal die Woche","2010","35-65","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","2010","35-65","Sachsen","","","",""
"Mindestens einmal die Woche","2010","35-65","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","2010","35-65","Thueringen","","","",""
"Mindestens einmal die Woche","2010","66 +","Schleswig-Holstein","","","",""
"Mindestens einmal die Woche","2010","66 +","Hamburg","","","",""
"Mindestens einmal die Woche","2010","66 +","Niedersachsen","","","",""
"Mindestens einmal die Woche","2010","66 +","Bremen","","","",""
"Mindestens einmal die Woche","2010","66 +","Nordrhein-Westfalen","","","",""
"Mindestens einmal die Woche","2010","66 +","Hessen","","","",""
"Mindestens einmal die Woche","2010","66 +","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal die Woche","2010","66 +","Baden-Wuerttemberg","","","",""
"Mindestens einmal die Woche","2010","66 +","Bayern","","","",""
"Mindestens einmal die Woche","2010","66 +","Berlin","","","",""
"Mindestens einmal die Woche","2010","66 +","Brandenburg","","","",""
"Mindestens einmal die Woche","2010","66 +","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","2010","66 +","Sachsen","","","",""
"Mindestens einmal die Woche","2010","66 +","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","2010","66 +","Thueringen","","","",""
"Fast nie oder nie","2011","17-34","Schleswig-Holstein","94","0.280836254179526","0.227031435425249","0.334641072933803"
"Fast nie oder nie","2011","17-34","Hamburg","44","0.30322933666378","0.221665299829473","0.384793373498088"
"Fast nie oder nie","2011","17-34","Niedersachsen","186","0.240519958564174","0.206206957476176","0.274832959652172"
"Fast nie oder nie","2011","17-34","Bremen","","","",""
"Fast nie oder nie","2011","17-34","Nordrhein-Westfalen","499","0.266969815104619","0.243406805056578","0.29053282515266"
"Fast nie oder nie","2011","17-34","Hessen","121","0.218140669798658","0.179769881791633","0.256511457805682"
"Fast nie oder nie","2011","17-34","Rheinland-Pfalz,Saarland","130","0.248466932359929","0.20449561445374","0.292438250266117"
"Fast nie oder nie","2011","17-34","Baden-Wuerttemberg","236","0.216567003315362","0.189413927532605","0.24372007909812"
"Fast nie oder nie","2011","17-34","Bayern","264","0.188160242705012","0.163850936903292","0.212469548506732"
"Fast nie oder nie","2011","17-34","Berlin","69","0.232252907553196","0.179908805179558","0.284597009926834"
"Fast nie oder nie","2011","17-34","Brandenburg","109","0.328571733686256","0.27011464796636","0.387028819406153"
"Fast nie oder nie","2011","17-34","Mecklenburg-Vorpommern","71","0.432459640849249","0.355454326892598","0.509464954805901"
"Fast nie oder nie","2011","17-34","Sachsen","184","0.255146354251813","0.216664606465484","0.293628102038141"
"Fast nie oder nie","2011","17-34","Sachsen-Anhalt","123","0.362667803394665","0.305637694905487","0.419697911883844"
"Fast nie oder nie","2011","17-34","Thueringen","97","0.342194028824075","0.285497421714391","0.39889063593376"
"Fast nie oder nie","2011","35-65","Schleswig-Holstein","197","0.303121791338437","0.26457051231939","0.341673070357484"
"Fast nie oder nie","2011","35-65","Hamburg","78","0.437976240927219","0.371811924642336","0.504140557212102"
"Fast nie oder nie","2011","35-65","Niedersachsen","584","0.358202913544517","0.334138427163287","0.382267399925747"
"Fast nie oder nie","2011","35-65","Bremen","44","0.493750105566311","0.398573276430669","0.588926934701954"
"Fast nie oder nie","2011","35-65","Nordrhein-Westfalen","1286","0.378240704558154","0.361821347303052","0.394660061813256"
"Fast nie oder nie","2011","35-65","Hessen","402","0.318003198882174","0.291977497137135","0.344028900627213"
"Fast nie oder nie","2011","35-65","Rheinland-Pfalz,Saarland","387","0.439699682784348","0.407901765376024","0.471497600192672"
"Fast nie oder nie","2011","35-65","Baden-Wuerttemberg","709","0.356252035689886","0.335622021344067","0.376882050035706"
"Fast nie oder nie","2011","35-65","Bayern","874","0.346590608549761","0.32842733567554","0.364753881423983"
"Fast nie oder nie","2011","35-65","Berlin","189","0.349237862802813","0.309396099999831","0.389079625605796"
"Fast nie oder nie","2011","35-65","Brandenburg","297","0.447297271527676","0.408895692172573","0.48569885088278"
"Fast nie oder nie","2011","35-65","Mecklenburg-Vorpommern","179","0.47618051450625","0.425428503454643","0.526932525557856"
"Fast nie oder nie","2011","35-65","Sachsen","419","0.414210809859452","0.383526816177193","0.444894803541711"
"Fast nie oder nie","2011","35-65","Sachsen-Anhalt","303","0.494846484351706","0.454940652391589","0.534752316311823"
"Fast nie oder nie","2011","35-65","Thueringen","303","0.531173593359222","0.491701680228675","0.570645506489769"
"Fast nie oder nie","2011","66 +","Schleswig-Holstein","95","0.597856058551318","0.523039935174926","0.672672181927711"
"Fast nie oder nie","2011","66 +","Hamburg","49","0.583910143618354","0.480925296382925","0.686894990853784"
"Fast nie oder nie","2011","66 +","Niedersachsen","276","0.604551042898426","0.562074329668104","0.647027756128749"
"Fast nie oder nie","2011","66 +","Bremen","","","",""
"Fast nie oder nie","2011","66 +","Nordrhein-Westfalen","605","0.650980504843676","0.621452106790564","0.680508902896789"
"Fast nie oder nie","2011","66 +","Hessen","161","0.617801878498735","0.560986773006209","0.674616983991262"
"Fast nie oder nie","2011","66 +","Rheinland-Pfalz,Saarland","191","0.691456390618397","0.638658678817773","0.744254102419021"
"Fast nie oder nie","2011","66 +","Baden-Wuerttemberg","335","0.583562050923626","0.543092411621552","0.624031690225699"
"Fast nie oder nie","2011","66 +","Bayern","440","0.622367427585439","0.588323668126835","0.656411187044042"
"Fast nie oder nie","2011","66 +","Berlin","105","0.567976363415186","0.501608155661267","0.634344571169104"
"Fast nie oder nie","2011","66 +","Brandenburg","161","0.630021363363722","0.569811786332687","0.690230940394757"
"Fast nie oder nie","2011","66 +","Mecklenburg-Vorpommern","81","0.657800675120574","0.574628163545226","0.740973186695923"
"Fast nie oder nie","2011","66 +","Sachsen","199","0.584819856736141","0.53319683632496","0.636442877147322"
"Fast nie oder nie","2011","66 +","Sachsen-Anhalt","157","0.715809128491533","0.656074012437763","0.775544244545303"
"Fast nie oder nie","2011","66 +","Thueringen","155","0.748605673418711","0.691150342959798","0.806061003877624"
"Mehrmals im Jahr","2011","17-34","Schleswig-Holstein","56","0.198959856920976","0.151163965667068","0.246755748174885"
"Mehrmals im Jahr","2011","17-34","Hamburg","","","",""
"Mehrmals im Jahr","2011","17-34","Niedersachsen","101","0.161329734069709","0.131798758586036","0.190860709553382"
"Mehrmals im Jahr","2011","17-34","Bremen","","","",""
"Mehrmals im Jahr","2011","17-34","Nordrhein-Westfalen","229","0.194048233985239","0.172983880614406","0.215112587356073"
"Mehrmals im Jahr","2011","17-34","Hessen","87","0.184323528905921","0.148297413060254","0.220349644751588"
"Mehrmals im Jahr","2011","17-34","Rheinland-Pfalz,Saarland","78","0.247497550456063","0.203583798173924","0.291411302738202"
"Mehrmals im Jahr","2011","17-34","Baden-Wuerttemberg","157","0.180551007703656","0.155194882964744","0.205907132442568"
"Mehrmals im Jahr","2011","17-34","Bayern","205","0.226613794031223","0.20057536079709","0.252652227265356"
"Mehrmals im Jahr","2011","17-34","Berlin","45","0.183639280810906","0.135643625233739","0.231634936388072"
"Mehrmals im Jahr","2011","17-34","Brandenburg","63","0.28464816913283","0.228486980036994","0.340809358228666"
"Mehrmals im Jahr","2011","17-34","Mecklenburg-Vorpommern","37","0.188018868757591","0.127286081196648","0.248751656318534"
"Mehrmals im Jahr","2011","17-34","Sachsen","107","0.251832747804846","0.213516755185586","0.290148740424106"
"Mehrmals im Jahr","2011","17-34","Sachsen-Anhalt","57","0.258014990879596","0.206112667078023","0.309917314681168"
"Mehrmals im Jahr","2011","17-34","Thueringen","51","0.163429378393579","0.119243008886849","0.207615747900308"
"Mehrmals im Jahr","2011","35-65","Schleswig-Holstein","106","0.222301317743529","0.18742517313314","0.257177462353918"
"Mehrmals im Jahr","2011","35-65","Hamburg","33","0.140724702381189","0.0943509169404935","0.187098487821884"
"Mehrmals im Jahr","2011","35-65","Niedersachsen","254","0.170883056849675","0.151991377467294","0.189774736232055"
"Mehrmals im Jahr","2011","35-65","Bremen","","","",""
"Mehrmals im Jahr","2011","35-65","Nordrhein-Westfalen","581","0.190633424611459","0.177333994407158","0.203932854815759"
"Mehrmals im Jahr","2011","35-65","Hessen","225","0.197981341321567","0.175712382998076","0.220250299645058"
"Mehrmals im Jahr","2011","35-65","Rheinland-Pfalz,Saarland","156","0.166264480261543","0.142412521034258","0.190116439488827"
"Mehrmals im Jahr","2011","35-65","Baden-Wuerttemberg","343","0.170656283798039","0.154449705206041","0.186862862390036"
"Mehrmals im Jahr","2011","35-65","Bayern","483","0.188751852166584","0.173816499010996","0.203687205322172"
"Mehrmals im Jahr","2011","35-65","Berlin","103","0.180997379545219","0.148820380652701","0.213174378437736"
"Mehrmals im Jahr","2011","35-65","Brandenburg","135","0.213921242571453","0.182249996996112","0.245592488146794"
"Mehrmals im Jahr","2011","35-65","Mecklenburg-Vorpommern","48","0.147694519817433","0.111640270953724","0.183748768681142"
"Mehrmals im Jahr","2011","35-65","Sachsen","204","0.231442791235346","0.205170955313663","0.257714627157028"
"Mehrmals im Jahr","2011","35-65","Sachsen-Anhalt","100","0.153509284674772","0.124737429975571","0.182281139373974"
"Mehrmals im Jahr","2011","35-65","Thueringen","111","0.155773048507807","0.127089051311253","0.184457045704362"
"Mehrmals im Jahr","2011","66 +","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","2011","66 +","Hamburg","","","",""
"Mehrmals im Jahr","2011","66 +","Niedersachsen","48","0.0849410216012213","0.0607211139339499","0.109160929268493"
"Mehrmals im Jahr","2011","66 +","Bremen","","","",""
"Mehrmals im Jahr","2011","66 +","Nordrhein-Westfalen","67","0.0572594324703772","0.0428664541981149","0.0716524107426395"
"Mehrmals im Jahr","2011","66 +","Hessen","","","",""
"Mehrmals im Jahr","2011","66 +","Rheinland-Pfalz,Saarland","","","",""
"Mehrmals im Jahr","2011","66 +","Baden-Wuerttemberg","36","0.0699381230700646","0.0490006834858272","0.0908755626543021"
"Mehrmals im Jahr","2011","66 +","Bayern","73","0.105207054247174","0.0836612322111966","0.126752876283151"
"Mehrmals im Jahr","2011","66 +","Berlin","","","",""
"Mehrmals im Jahr","2011","66 +","Brandenburg","","","",""
"Mehrmals im Jahr","2011","66 +","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","2011","66 +","Sachsen","","","",""
"Mehrmals im Jahr","2011","66 +","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","2011","66 +","Thueringen","","","",""
"Mindestens einmal im Monat","2011","17-34","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","2011","17-34","Hamburg","","","",""
"Mindestens einmal im Monat","2011","17-34","Niedersachsen","45","0.079110838033697","0.0574414505984032","0.100780225468991"
"Mindestens einmal im Monat","2011","17-34","Bremen","","","",""
"Mindestens einmal im Monat","2011","17-34","Nordrhein-Westfalen","79","0.0677849330261645","0.0543954625037123","0.0811744035486168"
"Mindestens einmal im Monat","2011","17-34","Hessen","39","0.0734974310348558","0.0492521356733988","0.0977427263963129"
"Mindestens einmal im Monat","2011","17-34","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","2011","17-34","Baden-Wuerttemberg","92","0.0947882510535189","0.0754786053813011","0.114097896725737"
"Mindestens einmal im Monat","2011","17-34","Bayern","106","0.132314421711258","0.111239874726974","0.153388968695542"
"Mindestens einmal im Monat","2011","17-34","Berlin","","","",""
"Mindestens einmal im Monat","2011","17-34","Brandenburg","","","",""
"Mindestens einmal im Monat","2011","17-34","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","2011","17-34","Sachsen","38","0.0988768722371486","0.0725278769695816","0.125225867504716"
"Mindestens einmal im Monat","2011","17-34","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","2011","17-34","Thueringen","","","",""
"Mindestens einmal im Monat","2011","35-65","Schleswig-Holstein","30","0.0546014602745593","0.0355441606510306","0.073658759898088"
"Mindestens einmal im Monat","2011","35-65","Hamburg","","","",""
"Mindestens einmal im Monat","2011","35-65","Niedersachsen","101","0.0837296081529263","0.0698280165715788","0.0976311997342737"
"Mindestens einmal im Monat","2011","35-65","Bremen","","","",""
"Mindestens einmal im Monat","2011","35-65","Nordrhein-Westfalen","190","0.0649354829709168","0.0565924741420453","0.0732784917997882"
"Mindestens einmal im Monat","2011","35-65","Hessen","86","0.0625012388404262","0.0489735003441123","0.0760289773367401"
"Mindestens einmal im Monat","2011","35-65","Rheinland-Pfalz,Saarland","52","0.0564381762718882","0.0416545207958215","0.0712218317479549"
"Mindestens einmal im Monat","2011","35-65","Baden-Wuerttemberg","166","0.07132337509223","0.0602364498643148","0.0824103003201452"
"Mindestens einmal im Monat","2011","35-65","Bayern","194","0.0745213204027794","0.0644978870755565","0.0845447537300023"
"Mindestens einmal im Monat","2011","35-65","Berlin","43","0.0741845918992815","0.0522824895347782","0.0960866942637849"
"Mindestens einmal im Monat","2011","35-65","Brandenburg","35","0.0601369140591579","0.0417754197310472","0.0784984083872686"
"Mindestens einmal im Monat","2011","35-65","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","2011","35-65","Sachsen","71","0.0542482698236319","0.040138757223901","0.0683577824233628"
"Mindestens einmal im Monat","2011","35-65","Sachsen-Anhalt","42","0.0849252115621218","0.0626749024533299","0.107175520670914"
"Mindestens einmal im Monat","2011","35-65","Thueringen","48","0.0774120855835293","0.0562736827442933","0.0985504884227653"
"Mindestens einmal im Monat","2011","66 +","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","2011","66 +","Hamburg","","","",""
"Mindestens einmal im Monat","2011","66 +","Niedersachsen","","","",""
"Mindestens einmal im Monat","2011","66 +","Bremen","","","",""
"Mindestens einmal im Monat","2011","66 +","Nordrhein-Westfalen","","","",""
"Mindestens einmal im Monat","2011","66 +","Hessen","","","",""
"Mindestens einmal im Monat","2011","66 +","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","2011","66 +","Baden-Wuerttemberg","","","",""
"Mindestens einmal im Monat","2011","66 +","Bayern","","","",""
"Mindestens einmal im Monat","2011","66 +","Berlin","","","",""
"Mindestens einmal im Monat","2011","66 +","Brandenburg","","","",""
"Mindestens einmal im Monat","2011","66 +","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","2011","66 +","Sachsen","","","",""
"Mindestens einmal im Monat","2011","66 +","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","2011","66 +","Thueringen","","","",""
"Mindestens einmal die Woche","2011","17-34","Schleswig-Holstein","107","0.481511158917327","0.421690171252415","0.541332146582239"
"Mindestens einmal die Woche","2011","17-34","Hamburg","46","0.367600282502783","0.282043995720933","0.453156569284633"
"Mindestens einmal die Woche","2011","17-34","Niedersachsen","264","0.51903946933242","0.478926956200795","0.559151982464045"
"Mindestens einmal die Woche","2011","17-34","Bremen","","","",""
"Mindestens einmal die Woche","2011","17-34","Nordrhein-Westfalen","547","0.471197017883978","0.44460893810232","0.497785097665635"
"Mindestens einmal die Woche","2011","17-34","Hessen","198","0.524038370260565","0.47763648769163","0.570440252829501"
"Mindestens einmal die Woche","2011","17-34","Rheinland-Pfalz,Saarland","138","0.41026964097345","0.360217510303882","0.460321771643019"
"Mindestens einmal die Woche","2011","17-34","Baden-Wuerttemberg","399","0.508093737927463","0.475137695343895","0.541049780511032"
"Mindestens einmal die Woche","2011","17-34","Bayern","418","0.452911541552507","0.421950972300196","0.483872110804818"
"Mindestens einmal die Woche","2011","17-34","Berlin","108","0.455881440358067","0.394143688277021","0.517619192439114"
"Mindestens einmal die Woche","2011","17-34","Brandenburg","58","0.325948285377634","0.2676114038152","0.384285166940067"
"Mindestens einmal die Woche","2011","17-34","Mecklenburg-Vorpommern","38","0.289093039593022","0.218627832966533","0.35955824621951"
