year,age_gr,bula_h,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,17-29 y.,Lower Saxony,Yes,0.12095,35,239,0.07952,0.16237
2008,17-29 y.,Lower Saxony,No,0.71836,204,239,0.66121,0.77550
2008,17-29 y.,North Rhine-Westphalia,Yes,0.12034,82,523,0.09243,0.14825
2008,17-29 y.,North Rhine-Westphalia,No,0.72143,441,523,0.68297,0.75988
2008,17-29 y.,Hesse,No,0.70223,149,149,0.62855,0.77590
2008,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.72947,132,132,0.65339,0.80554
2008,17-29 y.,Baden-Wuerttemberg,Yes,0.16248,64,403,0.12642,0.19854
2008,17-29 y.,Baden-Wuerttemberg,No,0.69169,339,403,0.64655,0.73683
2008,17-29 y.,Bavaria,Yes,0.11885,54,371,0.08588,0.15183
2008,17-29 y.,Bavaria,No,0.71952,317,371,0.67374,0.76529
2008,17-29 y.,Berlin,No,0.73474,95,95,0.64549,0.82399
2008,17-29 y.,Brandenburg,No,0.82939,98,98,0.75453,0.90425
2008,17-29 y.,Mecklenburg-Western Pomerania,No,0.81068,61,61,0.71155,0.90981
2008,17-29 y.,Saxony,Yes,0.13448,42,231,0.09039,0.17857
2008,17-29 y.,Saxony,No,0.78488,189,231,0.73177,0.83798
2008,17-29 y.,Saxony-Anhalt,No,0.84251,134,134,0.78060,0.90441
2008,17-29 y.,Thuringa,No,0.80216,126,126,0.73232,0.87200
2008,30-45 y.,Schleswig-Holstein,No,0.73390,95,95,0.64457,0.82324
2008,30-45 y.,Hamburg,No,0.52619,33,33,0.35318,0.69919
2008,30-45 y.,Lower Saxony,Yes,0.21344,102,443,0.17524,0.25164
2008,30-45 y.,Lower Saxony,No,0.69373,341,443,0.65076,0.73671
2008,30-45 y.,North Rhine-Westphalia,Yes,0.22319,223,943,0.19660,0.24978
2008,30-45 y.,North Rhine-Westphalia,No,0.66123,720,943,0.63100,0.69145
2008,30-45 y.,Hesse,Yes,0.17324,71,304,0.13062,0.21585
2008,30-45 y.,Hesse,No,0.63678,233,304,0.58263,0.69093
2008,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.10534,35,232,0.06575,0.14492
2008,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.76646,197,232,0.71190,0.82102
2008,30-45 y.,Baden-Wuerttemberg,Yes,0.23969,153,569,0.20458,0.27479
2008,30-45 y.,Baden-Wuerttemberg,No,0.63768,416,569,0.59815,0.67721
2008,30-45 y.,Bavaria,Yes,0.23970,190,680,0.20759,0.27181
2008,30-45 y.,Bavaria,No,0.62027,490,680,0.58376,0.65677
2008,30-45 y.,Berlin,No,0.72148,107,107,0.63614,0.80682
2008,30-45 y.,Brandenburg,No,0.72821,142,142,0.65478,0.80164
2008,30-45 y.,Mecklenburg-Western Pomerania,No,0.80621,88,88,0.72315,0.88927
2008,30-45 y.,Saxony,Yes,0.13945,59,318,0.10131,0.17758
2008,30-45 y.,Saxony,No,0.74832,259,318,0.70054,0.79609
2008,30-45 y.,Saxony-Anhalt,No,0.74838,138,138,0.67571,0.82104
2008,30-45 y.,Thuringa,No,0.75782,163,163,0.69185,0.82379
2008,46-65 y.,Schleswig-Holstein,Yes,0.14619,36,164,0.09195,0.20043
2008,46-65 y.,Schleswig-Holstein,No,0.67539,128,164,0.60350,0.74727
2008,46-65 y.,Hamburg,No,0.63528,54,54,0.50569,0.76487
2008,46-65 y.,Lower Saxony,Yes,0.18885,115,438,0.15215,0.22554
2008,46-65 y.,Lower Saxony,No,0.65221,323,438,0.60755,0.69686
2008,46-65 y.,North Rhine-Westphalia,Yes,0.16033,250,1023,0.13783,0.18283
2008,46-65 y.,North Rhine-Westphalia,No,0.68631,773,1023,0.65786,0.71476
2008,46-65 y.,Hesse,Yes,0.15168,94,366,0.11488,0.18848
2008,46-65 y.,Hesse,No,0.65977,272,366,0.61116,0.70837
2008,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.12070,54,324,0.08517,0.15623
2008,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.71054,270,324,0.66108,0.76000
2008,46-65 y.,Baden-Wuerttemberg,Yes,0.19202,157,604,0.16058,0.22346
2008,46-65 y.,Baden-Wuerttemberg,No,0.65839,447,604,0.62054,0.69624
2008,46-65 y.,Bavaria,Yes,0.22578,196,728,0.19539,0.25617
2008,46-65 y.,Bavaria,No,0.58905,532,728,0.55329,0.62482
2008,46-65 y.,Berlin,Yes,0.15895,51,234,0.11200,0.20590
2008,46-65 y.,Berlin,No,0.74365,183,234,0.68758,0.79971
2008,46-65 y.,Brandenburg,Yes,0.12340,32,259,0.08327,0.16353
2008,46-65 y.,Brandenburg,No,0.79791,227,259,0.74891,0.84691
2008,46-65 y.,Mecklenburg-Western Pomerania,No,0.82353,146,146,0.76147,0.88558
2008,46-65 y.,Saxony,Yes,0.11157,66,468,0.08302,0.14013
2008,46-65 y.,Saxony,No,0.80796,402,468,0.77223,0.84369
2008,46-65 y.,Saxony-Anhalt,Yes,0.09114,35,272,0.05687,0.12541
2008,46-65 y.,Saxony-Anhalt,No,0.85884,237,272,0.81739,0.90030
2008,46-65 y.,Thuringa,No,0.86741,237,237,0.82415,0.91068
2008,66 and older,Schleswig-Holstein,No,0.73191,97,97,0.64330,0.82052
2008,66 and older,Hamburg,No,0.74899,47,47,0.62368,0.87429
2008,66 and older,Lower Saxony,Yes,0.12659,57,351,0.09175,0.16142
2008,66 and older,Lower Saxony,No,0.73838,294,351,0.69234,0.78443
2008,66 and older,North Rhine-Westphalia,Yes,0.16748,160,751,0.14076,0.19420
2008,66 and older,North Rhine-Westphalia,No,0.71533,591,751,0.68303,0.74763
2008,66 and older,Hesse,Yes,0.10221,32,220,0.06209,0.14233
2008,66 and older,Hesse,No,0.80989,188,220,0.75792,0.86186
2008,66 and older,"Rhineland-Palatinate, Saarland",No,0.74325,174,174,0.67815,0.80835
2008,66 and older,Baden-Wuerttemberg,Yes,0.20495,104,419,0.16625,0.24365
2008,66 and older,Baden-Wuerttemberg,No,0.69260,315,419,0.64836,0.73683
2008,66 and older,Bavaria,Yes,0.17527,100,474,0.14101,0.20954
2008,66 and older,Bavaria,No,0.67555,374,474,0.63336,0.71774
2008,66 and older,Berlin,No,0.77163,103,103,0.69017,0.85310
2008,66 and older,Brandenburg,No,0.91424,195,195,0.87484,0.95364
2008,66 and older,Mecklenburg-Western Pomerania,No,0.93138,100,100,0.88158,0.98118
2008,66 and older,Saxony,No,0.89077,288,288,0.85468,0.92686
2008,66 and older,Saxony-Anhalt,No,0.93587,171,171,0.89904,0.97270
2008,66 and older,Thuringa,No,0.95624,200,200,0.92782,0.98466
2010,17-29 y.,Schleswig-Holstein,No,0.62699,87,87,0.52478,0.72920
2010,17-29 y.,Hamburg,No,0.49802,50,50,0.35803,0.63802
2010,17-29 y.,Lower Saxony,Yes,0.11269,54,317,0.07782,0.14755
2010,17-29 y.,Lower Saxony,No,0.75749,263,317,0.71023,0.80474
2010,17-29 y.,North Rhine-Westphalia,Yes,0.13708,103,747,0.11240,0.16176
2010,17-29 y.,North Rhine-Westphalia,No,0.70619,644,747,0.67350,0.73888
2010,17-29 y.,Hesse,Yes,0.18514,31,232,0.13505,0.23522
2010,17-29 y.,Hesse,No,0.67807,201,232,0.61782,0.73832
2010,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.75446,180,180,0.69141,0.81751
2010,17-29 y.,Baden-Wuerttemberg,Yes,0.16588,60,458,0.13177,0.19998
2010,17-29 y.,Baden-Wuerttemberg,No,0.69460,398,458,0.65238,0.73683
2010,17-29 y.,Bavaria,Yes,0.15758,76,501,0.12564,0.18951
2010,17-29 y.,Bavaria,No,0.70647,425,501,0.66655,0.74638
2010,17-29 y.,Berlin,No,0.70462,122,122,0.62333,0.78591
2010,17-29 y.,Brandenburg,No,0.81366,116,116,0.74250,0.88483
2010,17-29 y.,Mecklenburg-Western Pomerania,No,0.75600,86,86,0.66469,0.84731
2010,17-29 y.,Saxony,Yes,0.12426,39,286,0.08597,0.16256
2010,17-29 y.,Saxony,No,0.82190,247,286,0.77748,0.86632
2010,17-29 y.,Saxony-Anhalt,No,0.88457,144,144,0.83220,0.93695
2010,17-29 y.,Thuringa,No,0.81577,134,134,0.74989,0.88166
2010,30-45 y.,Schleswig-Holstein,Yes,0.18104,59,264,0.13451,0.22758
2010,30-45 y.,Schleswig-Holstein,No,0.69945,205,264,0.64404,0.75486
2010,30-45 y.,Hamburg,Yes,0.20591,33,119,0.13295,0.27887
2010,30-45 y.,Hamburg,No,0.55881,86,119,0.46922,0.64840
2010,30-45 y.,Lower Saxony,Yes,0.18607,172,748,0.15816,0.21398
2010,30-45 y.,Lower Saxony,No,0.70038,576,748,0.66753,0.73323
2010,30-45 y.,Bremen,No,0.62188,50,50,0.48611,0.75766
2010,30-45 y.,North Rhine-Westphalia,Yes,0.20656,373,1699,0.18730,0.22582
2010,30-45 y.,North Rhine-Westphalia,No,0.65584,1326,1699,0.63324,0.67844
2010,30-45 y.,Hesse,Yes,0.16721,123,545,0.13585,0.19857
2010,30-45 y.,Hesse,No,0.63714,422,545,0.59673,0.67755
2010,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.14817,79,391,0.11291,0.18343
2010,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.64466,312,391,0.59716,0.69217
2010,30-45 y.,Baden-Wuerttemberg,Yes,0.26261,280,1021,0.23560,0.28961
2010,30-45 y.,Baden-Wuerttemberg,No,0.60183,741,1021,0.57178,0.63187
2010,30-45 y.,Bavaria,Yes,0.27060,373,1269,0.24615,0.29506
2010,30-45 y.,Bavaria,No,0.60666,896,1269,0.57978,0.63355
2010,30-45 y.,Berlin,Yes,0.12350,36,260,0.08343,0.16357
2010,30-45 y.,Berlin,No,0.76248,224,260,0.71065,0.81431
2010,30-45 y.,Brandenburg,Yes,0.12001,32,265,0.08081,0.15921
2010,30-45 y.,Brandenburg,No,0.70957,233,265,0.65481,0.76433
2010,30-45 y.,Mecklenburg-Western Pomerania,No,0.84427,151,151,0.78625,0.90230
2010,30-45 y.,Saxony,Yes,0.15943,81,514,0.12775,0.19111
2010,30-45 y.,Saxony,No,0.71498,433,514,0.67592,0.75405
2010,30-45 y.,Saxony-Anhalt,Yes,0.15803,39,276,0.11492,0.20114
2010,30-45 y.,Saxony-Anhalt,No,0.74751,237,276,0.69616,0.79886
2010,30-45 y.,Thuringa,Yes,0.15555,44,277,0.11279,0.19831
2010,30-45 y.,Thuringa,No,0.68212,233,277,0.62718,0.73705
2010,46-65 y.,Schleswig-Holstein,Yes,0.21207,39,156,0.14771,0.27642
2010,46-65 y.,Schleswig-Holstein,No,0.61155,117,156,0.53482,0.68829
2010,46-65 y.,Hamburg,No,0.56715,56,56,0.43620,0.69809
2010,46-65 y.,Lower Saxony,Yes,0.18993,111,476,0.15465,0.22520
2010,46-65 y.,Lower Saxony,No,0.64813,365,476,0.60518,0.69108
2010,46-65 y.,North Rhine-Westphalia,Yes,0.18563,275,1114,0.16279,0.20848
2010,46-65 y.,North Rhine-Westphalia,No,0.66924,839,1114,0.64160,0.69688
2010,46-65 y.,Hesse,Yes,0.16944,119,408,0.13299,0.20588
2010,46-65 y.,Hesse,No,0.61405,289,408,0.56675,0.66134
2010,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.15779,78,337,0.11881,0.19676
2010,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.65996,259,337,0.60930,0.71061
2010,46-65 y.,Baden-Wuerttemberg,Yes,0.22604,187,621,0.19312,0.25897
2010,46-65 y.,Baden-Wuerttemberg,No,0.63008,434,621,0.59208,0.66808
2010,46-65 y.,Bavaria,Yes,0.21141,223,819,0.18343,0.23939
2010,46-65 y.,Bavaria,No,0.60220,596,819,0.56866,0.63574
2010,46-65 y.,Berlin,Yes,0.15604,50,237,0.10974,0.20234
2010,46-65 y.,Berlin,No,0.74699,187,237,0.69152,0.80245
2010,46-65 y.,Brandenburg,Yes,0.17545,45,273,0.13024,0.22065
2010,46-65 y.,Brandenburg,No,0.72704,228,273,0.67410,0.77998
2010,46-65 y.,Mecklenburg-Western Pomerania,No,0.80298,144,144,0.73779,0.86817
2010,46-65 y.,Saxony,Yes,0.14466,84,455,0.11230,0.17702
2010,46-65 y.,Saxony,No,0.76019,371,455,0.72091,0.79947
2010,46-65 y.,Saxony-Anhalt,Yes,0.16270,45,259,0.11766,0.20773
2010,46-65 y.,Saxony-Anhalt,No,0.77116,214,259,0.71990,0.82242
2010,46-65 y.,Thuringa,Yes,0.09641,33,267,0.06094,0.13187
2010,46-65 y.,Thuringa,No,0.84551,234,267,0.80207,0.88894
2010,66 and older,Schleswig-Holstein,No,0.68291,90,90,0.58623,0.77959
2010,66 and older,Hamburg,No,0.70252,42,42,0.56258,0.84245
2010,66 and older,Lower Saxony,Yes,0.13083,56,341,0.09498,0.16667
2010,66 and older,Lower Saxony,No,0.74385,285,341,0.69745,0.79025
2010,66 and older,North Rhine-Westphalia,Yes,0.17059,147,665,0.14198,0.19920
2010,66 and older,North Rhine-Westphalia,No,0.72454,518,665,0.69056,0.75852
2010,66 and older,Hesse,Yes,0.14245,39,190,0.09262,0.19228
2010,66 and older,Hesse,No,0.76411,151,190,0.70358,0.82464
2010,66 and older,"Rhineland-Palatinate, Saarland",No,0.75753,152,152,0.68917,0.82589
2010,66 and older,Baden-Wuerttemberg,Yes,0.21850,104,355,0.17546,0.26155
2010,66 and older,Baden-Wuerttemberg,No,0.65453,251,355,0.60499,0.70406
2010,66 and older,Bavaria,Yes,0.20709,105,450,0.16960,0.24457
2010,66 and older,Bavaria,No,0.65662,345,450,0.61269,0.70054
2010,66 and older,Berlin,No,0.79019,116,116,0.71577,0.86461
2010,66 and older,Brandenburg,No,0.89614,178,178,0.85120,0.94109
2010,66 and older,Mecklenburg-Western Pomerania,No,0.92199,96,96,0.86806,0.97592
2010,66 and older,Saxony,No,0.91950,276,276,0.88734,0.95165
2010,66 and older,Saxony-Anhalt,No,0.89343,150,150,0.84389,0.94298
2010,66 and older,Thuringa,No,0.96758,182,182,0.94178,0.99338
2011,17-29 y.,Schleswig-Holstein,No,0.70891,106,106,0.62202,0.79580
2011,17-29 y.,Hamburg,No,0.58274,35,35,0.41699,0.74849
2011,17-29 y.,Lower Saxony,Yes,0.11471,42,221,0.07260,0.15683
2011,17-29 y.,Lower Saxony,No,0.60323,179,221,0.53859,0.66788
2011,17-29 y.,North Rhine-Westphalia,Yes,0.11898,93,547,0.09182,0.14614
2011,17-29 y.,North Rhine-Westphalia,No,0.64212,454,547,0.60191,0.68233
2011,17-29 y.,Hesse,No,0.58076,142,142,0.49931,0.66221
2011,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.68047,138,138,0.60238,0.75855
2011,17-29 y.,Baden-Wuerttemberg,Yes,0.16643,55,358,0.12780,0.20507
2011,17-29 y.,Baden-Wuerttemberg,No,0.59345,303,358,0.54249,0.64440
2011,17-29 y.,Bavaria,Yes,0.09449,51,378,0.06496,0.12402
2011,17-29 y.,Bavaria,No,0.63767,327,378,0.58915,0.68619
2011,17-29 y.,Berlin,No,0.61654,71,71,0.50264,0.73045
2011,17-29 y.,Brandenburg,No,0.60311,79,79,0.49453,0.71169
2011,17-29 y.,Mecklenburg-Western Pomerania,No,0.61337,56,56,0.48467,0.74207
2011,17-29 y.,Saxony,Yes,0.09349,32,190,0.05199,0.13499
2011,17-29 y.,Saxony,No,0.73222,158,190,0.66909,0.79535
2011,17-29 y.,Saxony-Anhalt,No,0.75093,99,99,0.66531,0.83656
2011,17-29 y.,Thuringa,No,0.72479,116,116,0.64317,0.80642
2011,30-45 y.,Schleswig-Holstein,No,0.48574,93,93,0.38361,0.58787
2011,30-45 y.,Hamburg,No,0.41666,45,45,0.27099,0.56233
2011,30-45 y.,Lower Saxony,Yes,0.15935,103,422,0.12438,0.19431
2011,30-45 y.,Lower Saxony,No,0.55841,319,422,0.51097,0.60584
2011,30-45 y.,North Rhine-Westphalia,Yes,0.17657,196,829,0.15059,0.20254
2011,30-45 y.,North Rhine-Westphalia,No,0.49696,633,829,0.46290,0.53101
2011,30-45 y.,Hesse,Yes,0.16178,74,291,0.11939,0.20416
2011,30-45 y.,Hesse,No,0.45997,217,291,0.40260,0.51733
2011,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.10150,45,217,0.06123,0.14178
2011,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.47887,172,217,0.41225,0.54549
2011,30-45 y.,Baden-Wuerttemberg,Yes,0.22564,168,535,0.19018,0.26109
2011,30-45 y.,Baden-Wuerttemberg,No,0.44672,367,535,0.40455,0.48889
2011,30-45 y.,Bavaria,Yes,0.15692,185,648,0.12889,0.18494
2011,30-45 y.,Bavaria,No,0.50308,463,648,0.46456,0.54161
2011,30-45 y.,Berlin,Yes,0.18248,36,139,0.11804,0.24692
2011,30-45 y.,Berlin,No,0.51189,103,139,0.42850,0.59529
2011,30-45 y.,Brandenburg,No,0.46884,112,112,0.37600,0.56168
2011,30-45 y.,Mecklenburg-Western Pomerania,No,0.60852,90,90,0.50712,0.70993
2011,30-45 y.,Saxony,Yes,0.10835,60,304,0.07335,0.14335
2011,30-45 y.,Saxony,No,0.61847,244,304,0.56377,0.67316
2011,30-45 y.,Saxony-Anhalt,No,0.55653,145,145,0.47539,0.63767
2011,30-45 y.,Thuringa,No,0.50641,138,138,0.42269,0.59013
2011,46-65 y.,Schleswig-Holstein,Yes,0.23222,49,187,0.17154,0.29290
2011,46-65 y.,Schleswig-Holstein,No,0.53667,138,187,0.46500,0.60833
2011,46-65 y.,Hamburg,No,0.59957,49,49,0.46095,0.73818
2011,46-65 y.,Lower Saxony,Yes,0.22226,157,556,0.18767,0.25685
2011,46-65 y.,Lower Saxony,No,0.56886,399,556,0.52766,0.61007
2011,46-65 y.,North Rhine-Westphalia,Yes,0.18324,327,1249,0.16178,0.20470
2011,46-65 y.,North Rhine-Westphalia,No,0.63706,922,1249,0.61038,0.66374
2011,46-65 y.,Hesse,Yes,0.18764,142,439,0.15108,0.22421
2011,46-65 y.,Hesse,No,0.56372,297,439,0.51728,0.61017
2011,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.17176,82,379,0.13374,0.20978
2011,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.62064,297,379,0.57172,0.66955
2011,46-65 y.,Baden-Wuerttemberg,Yes,0.21759,194,700,0.18700,0.24818
2011,46-65 y.,Baden-Wuerttemberg,No,0.57000,506,700,0.53330,0.60670
2011,46-65 y.,Bavaria,Yes,0.20258,284,962,0.17717,0.22799
2011,46-65 y.,Bavaria,No,0.57947,678,962,0.54826,0.61068
2011,46-65 y.,Berlin,Yes,0.17034,58,241,0.12278,0.21790
2011,46-65 y.,Berlin,No,0.67861,183,241,0.61952,0.73769
2011,46-65 y.,Brandenburg,Yes,0.16413,55,332,0.12423,0.20403
2011,46-65 y.,Brandenburg,No,0.71197,277,332,0.66319,0.76076
2011,46-65 y.,Mecklenburg-Western Pomerania,No,0.72745,157,157,0.65758,0.79732
2011,46-65 y.,Saxony,Yes,0.14231,85,460,0.11035,0.17428
2011,46-65 y.,Saxony,No,0.72227,375,460,0.68130,0.76324
2011,46-65 y.,Saxony-Anhalt,Yes,0.12542,44,296,0.08763,0.16322
2011,46-65 y.,Saxony-Anhalt,No,0.75246,252,296,0.70321,0.80171
2011,46-65 y.,Thuringa,Yes,0.12517,46,307,0.08809,0.16224
2011,46-65 y.,Thuringa,No,0.77373,261,307,0.72685,0.82062
2011,66 and older,Schleswig-Holstein,Yes,0.21667,35,141,0.14842,0.28491
2011,66 and older,Schleswig-Holstein,No,0.62632,106,141,0.54618,0.70645
2011,66 and older,Hamburg,No,0.65179,57,57,0.52701,0.77657
2011,66 and older,Lower Saxony,Yes,0.12275,76,419,0.09129,0.15421
2011,66 and older,Lower Saxony,No,0.73013,343,419,0.68757,0.77268
2011,66 and older,North Rhine-Westphalia,Yes,0.16818,185,815,0.14248,0.19387
2011,66 and older,North Rhine-Westphalia,No,0.68976,630,815,0.65798,0.72154
2011,66 and older,Hesse,Yes,0.19300,55,234,0.14233,0.24368
2011,66 and older,Hesse,No,0.68235,179,234,0.62257,0.74213
2011,66 and older,"Rhineland-Palatinate, Saarland",Yes,0.14014,45,241,0.09622,0.18406
2011,66 and older,"Rhineland-Palatinate, Saarland",No,0.69853,196,241,0.64047,0.75659
2011,66 and older,Baden-Wuerttemberg,Yes,0.24529,137,462,0.20601,0.28457
2011,66 and older,Baden-Wuerttemberg,No,0.60922,325,462,0.56468,0.65376
2011,66 and older,Bavaria,Yes,0.21330,154,640,0.18153,0.24506
2011,66 and older,Bavaria,No,0.62065,486,640,0.58302,0.65827
2011,66 and older,Berlin,Yes,0.20700,43,186,0.14861,0.26538
2011,66 and older,Berlin,No,0.71477,143,186,0.64971,0.77984
2011,66 and older,Brandenburg,Yes,0.11547,33,238,0.07478,0.15616
2011,66 and older,Brandenburg,No,0.86226,205,238,0.81838,0.90613
2011,66 and older,Mecklenburg-Western Pomerania,No,0.88583,108,108,0.82557,0.94609
2011,66 and older,Saxony,No,0.91217,318,318,0.88102,0.94333
2011,66 and older,Saxony-Anhalt,No,0.91788,201,201,0.87983,0.95593
2011,66 and older,Thuringa,No,0.90708,195,195,0.86623,0.94794
2012,17-29 y.,Schleswig-Holstein,No,0.83626,149,149,0.77665,0.89588
2012,17-29 y.,Hamburg,No,0.71578,50,50,0.58949,0.84207
2012,17-29 y.,Lower Saxony,Yes,0.14811,47,330,0.10972,0.18649
2012,17-29 y.,Lower Saxony,No,0.67570,283,330,0.62512,0.72629
2012,17-29 y.,Bremen,No,0.86961,31,31,0.74911,0.99011
2012,17-29 y.,North Rhine-Westphalia,Yes,0.11740,112,767,0.09461,0.14020
2012,17-29 y.,North Rhine-Westphalia,No,0.74000,655,767,0.70894,0.77106
2012,17-29 y.,Hesse,No,0.67783,197,197,0.61240,0.74325
2012,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.18221,32,216,0.13061,0.23381
2012,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.65002,184,216,0.58626,0.71377
2012,17-29 y.,Baden-Wuerttemberg,Yes,0.18650,71,459,0.15083,0.22217
2012,17-29 y.,Baden-Wuerttemberg,No,0.69515,388,459,0.65299,0.73731
2012,17-29 y.,Bavaria,Yes,0.10899,87,532,0.08249,0.13550
2012,17-29 y.,Bavaria,No,0.71127,445,532,0.67273,0.74982
2012,17-29 y.,Berlin,No,0.69005,110,110,0.60323,0.77687
2012,17-29 y.,Brandenburg,No,0.81609,105,105,0.74164,0.89055
2012,17-29 y.,Mecklenburg-Western Pomerania,No,0.78578,73,73,0.69101,0.88055
2012,17-29 y.,Saxony,Yes,0.09270,33,265,0.05771,0.12768
2012,17-29 y.,Saxony,No,0.83558,232,265,0.79087,0.88029
2012,17-29 y.,Saxony-Anhalt,No,0.89852,123,123,0.84493,0.95210
2012,17-29 y.,Thuringa,No,0.81480,128,128,0.74724,0.88236
2012,30-45 y.,Schleswig-Holstein,Yes,0.23609,73,301,0.18803,0.28414
2012,30-45 y.,Schleswig-Holstein,No,0.65094,228,301,0.59700,0.70489
2012,30-45 y.,Hamburg,Yes,0.23756,40,126,0.16295,0.31217
2012,30-45 y.,Hamburg,No,0.53903,86,126,0.45164,0.62641
2012,30-45 y.,Lower Saxony,Yes,0.22157,191,766,0.19214,0.25100
2012,30-45 y.,Lower Saxony,No,0.68092,575,766,0.64789,0.71395
2012,30-45 y.,Bremen,No,0.78048,49,49,0.66339,0.89758
2012,30-45 y.,North Rhine-Westphalia,Yes,0.23211,363,1617,0.21153,0.25270
2012,30-45 y.,North Rhine-Westphalia,No,0.62241,1254,1617,0.59877,0.64604
2012,30-45 y.,Hesse,Yes,0.18822,125,534,0.15504,0.22141
2012,30-45 y.,Hesse,No,0.58987,409,534,0.54811,0.63162
2012,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.15875,84,418,0.12367,0.19382
2012,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.67274,334,418,0.62771,0.71778
2012,30-45 y.,Baden-Wuerttemberg,Yes,0.29132,304,1011,0.26329,0.31934
2012,30-45 y.,Baden-Wuerttemberg,No,0.57607,707,1011,0.54559,0.60654
2012,30-45 y.,Bavaria,Yes,0.22821,381,1304,0.20542,0.25100
2012,30-45 y.,Bavaria,No,0.63694,923,1304,0.61083,0.66305
2012,30-45 y.,Berlin,Yes,0.17886,53,278,0.13373,0.22399
2012,30-45 y.,Berlin,No,0.72214,225,278,0.66939,0.77489
2012,30-45 y.,Brandenburg,Yes,0.12637,50,278,0.08724,0.16550
2012,30-45 y.,Brandenburg,No,0.75848,228,278,0.70808,0.80889
2012,30-45 y.,Mecklenburg-Western Pomerania,No,0.80368,146,146,0.73903,0.86834
2012,30-45 y.,Saxony,Yes,0.21150,110,515,0.17620,0.24681
2012,30-45 y.,Saxony,No,0.68026,405,515,0.63994,0.72058
2012,30-45 y.,Saxony-Anhalt,Yes,0.17915,45,297,0.13546,0.22283
2012,30-45 y.,Saxony-Anhalt,No,0.73478,252,297,0.68449,0.78507
2012,30-45 y.,Thuringa,Yes,0.14273,41,288,0.10226,0.18320
2012,30-45 y.,Thuringa,No,0.69612,247,288,0.64291,0.74933
2012,46-65 y.,Schleswig-Holstein,Yes,0.21045,58,242,0.15899,0.26192
2012,46-65 y.,Schleswig-Holstein,No,0.63963,184,242,0.57901,0.70024
2012,46-65 y.,Hamburg,No,0.54596,71,71,0.42932,0.66259
2012,46-65 y.,Lower Saxony,Yes,0.23505,202,701,0.20364,0.26646
2012,46-65 y.,Lower Saxony,No,0.60644,499,701,0.57025,0.64263
2012,46-65 y.,Bremen,No,0.79390,34,34,0.65589,0.93191
2012,46-65 y.,North Rhine-Westphalia,Yes,0.18938,391,1511,0.16962,0.20915
2012,46-65 y.,North Rhine-Westphalia,No,0.65886,1120,1511,0.63494,0.68277
2012,46-65 y.,Hesse,Yes,0.21192,174,561,0.17807,0.24577
2012,46-65 y.,Hesse,No,0.60265,387,561,0.56212,0.64318
2012,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.20468,126,450,0.16736,0.24200
2012,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.58974,324,450,0.54424,0.63523
2012,46-65 y.,Baden-Wuerttemberg,Yes,0.23293,279,890,0.20515,0.26072
2012,46-65 y.,Baden-Wuerttemberg,No,0.61521,611,890,0.58323,0.64719
2012,46-65 y.,Bavaria,Yes,0.24666,387,1206,0.22232,0.27100
2012,46-65 y.,Bavaria,No,0.61270,819,1206,0.58519,0.64020
2012,46-65 y.,Berlin,Yes,0.20474,70,290,0.15822,0.25126
2012,46-65 y.,Berlin,No,0.68428,220,290,0.63069,0.73787
2012,46-65 y.,Brandenburg,Yes,0.17425,68,376,0.13586,0.21265
2012,46-65 y.,Brandenburg,No,0.71408,308,376,0.66834,0.75981
2012,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.16459,37,209,0.11420,0.21499
2012,46-65 y.,Mecklenburg-Western Pomerania,No,0.76017,172,209,0.70214,0.81820
2012,46-65 y.,Saxony,Yes,0.18399,114,574,0.15226,0.21571
2012,46-65 y.,Saxony,No,0.72431,460,574,0.68772,0.76090
2012,46-65 y.,Saxony-Anhalt,Yes,0.12159,50,337,0.08665,0.15654
2012,46-65 y.,Saxony-Anhalt,No,0.79279,287,337,0.74945,0.83613
2012,46-65 y.,Thuringa,Yes,0.13069,52,343,0.09497,0.16641
2012,46-65 y.,Thuringa,No,0.78002,291,343,0.73612,0.82392
2012,66 and older,Schleswig-Holstein,Yes,0.13757,31,162,0.08436,0.19078
