"pli0093_h","year","bula_h","sex","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Min 1x pro Woche","2007","Sachsen-Anhalt","weiblich","57","0.121262774972485","0.0910014741493698","0.1515240757956"
"Min 1x pro Woche","2007","Thueringen","maennlich","26","","",""
"Min 1x pro Woche","2007","Thueringen","weiblich","26","","",""
"Min 1x pro Monat","2007","Schleswig-Holstein","maennlich","8","","",""
"Min 1x pro Monat","2007","Schleswig-Holstein","weiblich","23","","",""
"Min 1x pro Monat","2007","Hamburg","maennlich","15","","",""
"Min 1x pro Monat","2007","Hamburg","weiblich","14","","",""
"Min 1x pro Monat","2007","Niedersachsen","maennlich","63","0.0704464779602273","0.0534423130741414","0.0874506428463132"
"Min 1x pro Monat","2007","Niedersachsen","weiblich","77","0.0563462321391987","0.0415896611619436","0.0711028031164537"
"Min 1x pro Monat","2007","Bremen","maennlich","4","","",""
"Min 1x pro Monat","2007","Bremen","weiblich","11","","",""
"Min 1x pro Monat","2007","Nordrhein-Westfalen","maennlich","102","0.0529137862800571","0.0430459046059896","0.0627816679541246"
"Min 1x pro Monat","2007","Nordrhein-Westfalen","weiblich","147","0.0538524677165514","0.0443921453717069","0.063312790061396"
"Min 1x pro Monat","2007","Hessen","maennlich","54","0.0743043011619679","0.0543560351368543","0.0942525671870815"
"Min 1x pro Monat","2007","Hessen","weiblich","61","0.0712727614474462","0.0524013288794908","0.0901441940154015"
"Min 1x pro Monat","2007","Rheinland-Pfalz,Saarland","maennlich","34","0.064460562176652","0.0436710743287286","0.0852500500245755"
"Min 1x pro Monat","2007","Rheinland-Pfalz,Saarland","weiblich","57","0.0738331250956372","0.0533319700625459","0.0943342801287284"
"Min 1x pro Monat","2007","Baden-Wuerttemberg","maennlich","103","0.0759228926694378","0.0607907530938694","0.0910550322450062"
"Min 1x pro Monat","2007","Baden-Wuerttemberg","weiblich","158","0.107004034563804","0.0901289305961532","0.123879138531455"
"Min 1x pro Monat","2007","Bayern","maennlich","121","0.0636349920315866","0.0507793494578185","0.0764906346053547"
"Min 1x pro Monat","2007","Bayern","weiblich","159","0.099984219121261","0.0850019179691972","0.114966520273325"
"Min 1x pro Monat","2007","Saarland","maennlich","","","",""
"Min 1x pro Monat","2007","Saarland","weiblich","","","",""
"Min 1x pro Monat","2007","Berlin","maennlich","31","0.0874234253349232","0.0574442647092267","0.11740258596062"
"Min 1x pro Monat","2007","Berlin","weiblich","27","","",""
"Min 1x pro Monat","2007","Brandenburg","maennlich","29","","",""
"Min 1x pro Monat","2007","Brandenburg","weiblich","36","0.0927264187123197","0.0658078764529962","0.119644960971643"
"Min 1x pro Monat","2007","Mecklenburg-Vorpommern","maennlich","14","","",""
"Min 1x pro Monat","2007","Mecklenburg-Vorpommern","weiblich","25","","",""
"Min 1x pro Monat","2007","Sachsen","maennlich","46","0.0533216446276474","0.037144868365041","0.0694984208902538"
"Min 1x pro Monat","2007","Sachsen","weiblich","71","0.0934043286110207","0.072756416441909","0.114052240780132"
"Min 1x pro Monat","2007","Sachsen-Anhalt","maennlich","20","","",""
"Min 1x pro Monat","2007","Sachsen-Anhalt","weiblich","32","0.0777107554876182","0.052892659094347","0.102528851880889"
"Min 1x pro Monat","2007","Thueringen","maennlich","26","","",""
"Min 1x pro Monat","2007","Thueringen","weiblich","44","0.0848001649753863","0.0595065182888564","0.110093811661916"
"Seltener","2007","Schleswig-Holstein","maennlich","80","0.287513082114333","0.235331598577522","0.339694565651144"
"Seltener","2007","Schleswig-Holstein","weiblich","94","0.334393027311472","0.282783115999965","0.386002938622979"
"Seltener","2007","Hamburg","maennlich","43","0.294166485333913","0.217584544147293","0.370748426520532"
"Seltener","2007","Hamburg","weiblich","47","0.291631204976805","0.219846083858705","0.363416326094906"
"Seltener","2007","Niedersachsen","maennlich","222","0.237908415309928","0.2096142458808","0.266202584739056"
"Seltener","2007","Niedersachsen","weiblich","233","0.232127151327667","0.20510908282353","0.259145219831804"
"Seltener","2007","Bremen","maennlich","13","","",""
"Seltener","2007","Bremen","weiblich","21","","",""
"Seltener","2007","Nordrhein-Westfalen","maennlich","453","0.222600431136673","0.20426336274994","0.240937499523406"
"Seltener","2007","Nordrhein-Westfalen","weiblich","535","0.235538377373468","0.217754257260807","0.25332249748613"
"Seltener","2007","Hessen","maennlich","142","0.222032704000975","0.190420615026315","0.253644792975635"
"Seltener","2007","Hessen","weiblich","177","0.244021359128746","0.212517216235977","0.275525502021515"
"Seltener","2007","Rheinland-Pfalz,Saarland","maennlich","109","0.200142278671714","0.166270228264726","0.234014329078703"
"Seltener","2007","Rheinland-Pfalz,Saarland","weiblich","143","0.254545140844295","0.220394318738938","0.288695962949653"
"Seltener","2007","Baden-Wuerttemberg","maennlich","324","0.280118356890521","0.254463996325822","0.30577271745522"
"Seltener","2007","Baden-Wuerttemberg","weiblich","317","0.236458839936497","0.213262704470443","0.259654975402552"
"Seltener","2007","Bayern","maennlich","412","0.294483706607362","0.270478394121655","0.318489019093069"
"Seltener","2007","Bayern","weiblich","462","0.281407924776598","0.258948578864735","0.303867270688462"
"Seltener","2007","Saarland","maennlich","","","",""
"Seltener","2007","Saarland","weiblich","","","",""
"Seltener","2007","Berlin","maennlich","98","0.280266984046582","0.232597265886451","0.327936702206713"
"Seltener","2007","Berlin","weiblich","124","0.300408747927274","0.25565040074656","0.345167095107989"
"Seltener","2007","Brandenburg","maennlich","108","0.2491421407437","0.207122402011212","0.291161879476188"
"Seltener","2007","Brandenburg","weiblich","125","0.240031725107095","0.200393635389298","0.279669814824891"
"Seltener","2007","Mecklenburg-Vorpommern","maennlich","57","0.188379929429606","0.138172979994217","0.238586878864996"
"Seltener","2007","Mecklenburg-Vorpommern","weiblich","74","0.249757660817175","0.197541333575457","0.301973988058893"
"Seltener","2007","Sachsen","maennlich","211","0.272106090914968","0.240062427497719","0.304149754332216"
"Seltener","2007","Sachsen","weiblich","233","0.255070650866172","0.22414110026794","0.286000201464403"
"Seltener","2007","Sachsen-Anhalt","maennlich","112","0.236699152825648","0.196048299197006","0.277350006454289"
"Seltener","2007","Sachsen-Anhalt","weiblich","121","0.214348950827058","0.176306379994604","0.252391521659512"
"Seltener","2007","Thueringen","maennlich","111","0.243382276062491","0.203240317316897","0.283524234808086"
"Seltener","2007","Thueringen","weiblich","119","0.204583102430202","0.167957277162034","0.241208927698371"
"Nie","2007","Schleswig-Holstein","maennlich","173","0.600021949110652","0.543541151877982","0.656502746343321"
"Nie","2007","Schleswig-Holstein","weiblich","166","0.500212421266479","0.445515165221918","0.55490967731104"
"Nie","2007","Hamburg","maennlich","67","0.544936427825381","0.46124372510625","0.628629130544512"
"Nie","2007","Hamburg","weiblich","70","0.514762692676357","0.435827921446728","0.593697463905985"
"Nie","2007","Niedersachsen","maennlich","510","0.610752635716562","0.578353458609024","0.6431518128241"
"Nie","2007","Niedersachsen","weiblich","510","0.582662849030615","0.551105620178731","0.6142200778825"
"Nie","2007","Bremen","maennlich","39","0.646262986510718","0.52912358573324","0.763402387288195"
"Nie","2007","Bremen","weiblich","35","0.455100822360618","0.346653840977621","0.563547803743615"
"Nie","2007","Nordrhein-Westfalen","maennlich","1254","0.643629276851713","0.622518040843518","0.664740512859908"
"Nie","2007","Nordrhein-Westfalen","weiblich","1252","0.612962405149347","0.592548918223893","0.633375892074802"
"Nie","2007","Hessen","maennlich","399","0.610809394659858","0.573724412060227","0.647894377259489"
"Nie","2007","Hessen","weiblich","372","0.564947994990467","0.528583814203601","0.601312175777333"
"Nie","2007","Rheinland-Pfalz,Saarland","maennlich","349","0.669311675483762","0.629483599455398","0.709139751512126"
"Nie","2007","Rheinland-Pfalz,Saarland","weiblich","359","0.584830540115132","0.546199553167988","0.623461527062275"
"Nie","2007","Baden-Wuerttemberg","maennlich","633","0.552694265692689","0.524288626142875","0.581099905242503"
"Nie","2007","Baden-Wuerttemberg","weiblich","624","0.522149342849938","0.494880601408628","0.549418084291248"
"Nie","2007","Bayern","maennlich","720","0.559736353851943","0.533592393602098","0.585880314101788"
"Nie","2007","Bayern","weiblich","737","0.520768488754873","0.49581778712432","0.545719190385426"
"Nie","2007","Saarland","maennlich","","","",""
"Nie","2007","Saarland","weiblich","","","",""
"Nie","2007","Berlin","maennlich","173","0.53057304246288","0.477603343504378","0.583542741421381"
"Nie","2007","Berlin","weiblich","204","0.529609489107986","0.480878780911209","0.578340197304763"
"Nie","2007","Brandenburg","maennlich","229","0.596500986639969","0.548838388980462","0.644163584299476"
"Nie","2007","Brandenburg","weiblich","240","0.578666940195256","0.532841381761831","0.624492498628682"
"Nie","2007","Mecklenburg-Vorpommern","maennlich","146","0.697761357223821","0.638795776137701","0.756726938309941"
"Nie","2007","Mecklenburg-Vorpommern","weiblich","132","0.513163503044063","0.452870686446182","0.573456319641943"
"Nie","2007","Sachsen","maennlich","416","0.586482382928401","0.551024444558547","0.621940321298254"
"Nie","2007","Sachsen","weiblich","391","0.557338219727008","0.522094539819621","0.592581899634396"
"Nie","2007","Sachsen-Anhalt","maennlich","248","0.647009194818353","0.60130454681395","0.692713842822755"
"Nie","2007","Sachsen-Anhalt","weiblich","237","0.586677518712839","0.541027751558807","0.632327285866871"
"Nie","2007","Thueringen","maennlich","276","0.638075056756947","0.593121819515948","0.683028293997946"
"Nie","2007","Thueringen","weiblich","277","0.646510320909878","0.603106173184868","0.689914468634888"
"Taeglich","2008","Schleswig-Holstein","maennlich","4","","",""
"Taeglich","2008","Schleswig-Holstein","weiblich","5","","",""
"Taeglich","2008","Hamburg","maennlich","7","","",""
"Taeglich","2008","Hamburg","weiblich","4","","",""
"Taeglich","2008","Niedersachsen","maennlich","25","","",""
"Taeglich","2008","Niedersachsen","weiblich","20","","",""
"Taeglich","2008","Bremen","maennlich","4","","",""
"Taeglich","2008","Bremen","weiblich","3","","",""
"Taeglich","2008","Nordrhein-Westfalen","maennlich","51","0.0237992152492578","0.016870395063429","0.0307280354350866"
"Taeglich","2008","Nordrhein-Westfalen","weiblich","64","0.0257619387012105","0.0189123578650957","0.0326115195373254"
"Taeglich","2008","Hessen","maennlich","18","","",""
"Taeglich","2008","Hessen","weiblich","21","","",""
"Taeglich","2008","Rheinland-Pfalz,Saarland","maennlich","15","","",""
"Taeglich","2008","Rheinland-Pfalz,Saarland","weiblich","18","","",""
"Taeglich","2008","Baden-Wuerttemberg","maennlich","24","","",""
"Taeglich","2008","Baden-Wuerttemberg","weiblich","33","0.0192155637069708","0.0114931672282484","0.0269379601856933"
"Taeglich","2008","Bayern","maennlich","37","0.027850757320575","0.0189198769721493","0.0367816376690007"
"Taeglich","2008","Bayern","weiblich","40","0.0311874910725338","0.0222001795622709","0.0401748025827967"
"Taeglich","2008","Saarland","maennlich","","","",""
"Taeglich","2008","Saarland","weiblich","","","",""
"Taeglich","2008","Berlin","maennlich","17","","",""
"Taeglich","2008","Berlin","weiblich","9","","",""
"Taeglich","2008","Brandenburg","maennlich","5","","",""
"Taeglich","2008","Brandenburg","weiblich","12","","",""
"Taeglich","2008","Mecklenburg-Vorpommern","maennlich","5","","",""
"Taeglich","2008","Mecklenburg-Vorpommern","weiblich","6","","",""
"Taeglich","2008","Sachsen","maennlich","22","","",""
"Taeglich","2008","Sachsen","weiblich","26","","",""
"Taeglich","2008","Sachsen-Anhalt","maennlich","11","","",""
"Taeglich","2008","Sachsen-Anhalt","weiblich","11","","",""
"Taeglich","2008","Thueringen","maennlich","11","","",""
"Taeglich","2008","Thueringen","weiblich","6","","",""
"Min 1x pro Woche","2008","Schleswig-Holstein","maennlich","24","","",""
"Min 1x pro Woche","2008","Schleswig-Holstein","weiblich","36","0.129188248064291","0.0905850987057174","0.167791397422865"
"Min 1x pro Woche","2008","Hamburg","maennlich","23","","",""
"Min 1x pro Woche","2008","Hamburg","weiblich","27","","",""
"Min 1x pro Woche","2008","Niedersachsen","maennlich","80","0.0903812635436601","0.0709099839355","0.10985254315182"
"Min 1x pro Woche","2008","Niedersachsen","weiblich","134","0.14037762624896","0.117632052898554","0.163123199599365"
"Min 1x pro Woche","2008","Bremen","maennlich","6","","",""
"Min 1x pro Woche","2008","Bremen","weiblich","10","","",""
"Min 1x pro Woche","2008","Nordrhein-Westfalen","maennlich","168","0.0942946289864548","0.0810101249296105","0.107579133043299"
"Min 1x pro Woche","2008","Nordrhein-Westfalen","weiblich","243","0.105045096782805","0.0917885427422826","0.118301650823328"
"Min 1x pro Woche","2008","Hessen","maennlich","74","0.107313670364494","0.0831064326089813","0.131520908120008"
"Min 1x pro Woche","2008","Hessen","weiblich","93","0.11586362449063","0.0918251048232558","0.139902144158003"
"Min 1x pro Woche","2008","Rheinland-Pfalz,Saarland","maennlich","47","0.0848210470942884","0.0602519360528523","0.109390158135724"
"Min 1x pro Woche","2008","Rheinland-Pfalz,Saarland","weiblich","54","0.0675202757258494","0.0474427926705154","0.0875977587811834"
"Min 1x pro Woche","2008","Baden-Wuerttemberg","maennlich","120","0.0958129513210803","0.0786364466759729","0.112989455966188"
"Min 1x pro Woche","2008","Baden-Wuerttemberg","weiblich","153","0.106744774751802","0.0893747737739338","0.12411477572967"
"Min 1x pro Woche","2008","Bayern","maennlich","146","0.0999300013444422","0.0836522134592939","0.116207789229591"
"Min 1x pro Woche","2008","Bayern","weiblich","170","0.0984060986989202","0.0830055499105978","0.113806647487243"
"Min 1x pro Woche","2008","Saarland","maennlich","","","",""
"Min 1x pro Woche","2008","Saarland","weiblich","","","",""
"Min 1x pro Woche","2008","Berlin","maennlich","37","0.101614706984123","0.0690159738604534","0.134213440107793"
"Min 1x pro Woche","2008","Berlin","weiblich","46","0.101050862184241","0.0711765933998777","0.130925130968605"
"Min 1x pro Woche","2008","Brandenburg","maennlich","36","0.0729639706717913","0.0472180993540663","0.0987098419895162"
"Min 1x pro Woche","2008","Brandenburg","weiblich","39","0.0808075778583835","0.0550177343258626","0.106597421390904"
"Min 1x pro Woche","2008","Mecklenburg-Vorpommern","maennlich","13","","",""
"Min 1x pro Woche","2008","Mecklenburg-Vorpommern","weiblich","25","","",""
"Min 1x pro Woche","2008","Sachsen","maennlich","72","0.114842960968672","0.0912744153952935","0.138411506542051"
"Min 1x pro Woche","2008","Sachsen","weiblich","69","0.0919384198134686","0.0709495734048951","0.112927266222042"
"Min 1x pro Woche","2008","Sachsen-Anhalt","maennlich","37","0.0946898887778232","0.0656318515255048","0.123747926030142"
"Min 1x pro Woche","2008","Sachsen-Anhalt","weiblich","38","0.0995183678057188","0.0708889512585945","0.128147784352843"
"Min 1x pro Woche","2008","Thueringen","maennlich","23","","",""
"Min 1x pro Woche","2008","Thueringen","weiblich","39","0.0803374705807984","0.055195561967358","0.105479379194239"
"Min 1x pro Monat","2008","Schleswig-Holstein","maennlich","19","","",""
"Min 1x pro Monat","2008","Schleswig-Holstein","weiblich","39","0.154762568778312","0.113135922979903","0.196389214576722"
"Min 1x pro Monat","2008","Hamburg","maennlich","11","","",""
"Min 1x pro Monat","2008","Hamburg","weiblich","17","","",""
"Min 1x pro Monat","2008","Niedersachsen","maennlich","47","0.0546792015811952","0.0392399487547447","0.0701184544076457"
"Min 1x pro Monat","2008","Niedersachsen","weiblich","66","0.0627250576640657","0.0468488005347183","0.0786013147934132"
"Min 1x pro Monat","2008","Bremen","maennlich","7","","",""
"Min 1x pro Monat","2008","Bremen","weiblich","15","","",""
"Min 1x pro Monat","2008","Nordrhein-Westfalen","maennlich","125","0.0757546414683917","0.0637262747912976","0.0877830081454858"
"Min 1x pro Monat","2008","Nordrhein-Westfalen","weiblich","200","0.0780137458030144","0.0664182328201423","0.0896092587858865"
"Min 1x pro Monat","2008","Hessen","maennlich","35","0.0506678575164677","0.0335147175188796","0.0678209975140558"
"Min 1x pro Monat","2008","Hessen","weiblich","73","0.0882702500090006","0.0669636194070904","0.109576880610911"
"Min 1x pro Monat","2008","Rheinland-Pfalz,Saarland","maennlich","31","0.0661830628262644","0.0442606212816039","0.0881055043709249"
"Min 1x pro Monat","2008","Rheinland-Pfalz,Saarland","weiblich","48","0.08640346230158","0.0639224811685271","0.108884443434633"
"Min 1x pro Monat","2008","Baden-Wuerttemberg","maennlich","90","0.0770691764363719","0.0615052748666866","0.0926330780060571"
"Min 1x pro Monat","2008","Baden-Wuerttemberg","weiblich","161","0.118281002866448","0.100114917708714","0.136447088024182"
"Min 1x pro Monat","2008","Bayern","maennlich","108","0.0731080086027963","0.0589791741242523","0.0872368430813404"
"Min 1x pro Monat","2008","Bayern","weiblich","174","0.115396960577138","0.0988776809131856","0.13191624024109"
"Min 1x pro Monat","2008","Saarland","maennlich","","","",""
"Min 1x pro Monat","2008","Saarland","weiblich","","","",""
"Min 1x pro Monat","2008","Berlin","maennlich","31","0.101486599497442","0.0689060990583401","0.134067099936544"
"Min 1x pro Monat","2008","Berlin","weiblich","42","0.0962268561106817","0.0669962664248285","0.125457445796535"
"Min 1x pro Monat","2008","Brandenburg","maennlich","39","0.0950208774111063","0.0659917584006985","0.124049996421514"
"Min 1x pro Monat","2008","Brandenburg","weiblich","37","0.0771892786862919","0.0519338786483464","0.102444678724237"
"Min 1x pro Monat","2008","Mecklenburg-Vorpommern","maennlich","13","","",""
"Min 1x pro Monat","2008","Mecklenburg-Vorpommern","weiblich","24","","",""
"Min 1x pro Monat","2008","Sachsen","maennlich","62","0.0744215045341714","0.0550204078815469","0.0938226011867959"
"Min 1x pro Monat","2008","Sachsen","weiblich","84","0.108011070105908","0.0854636805625925","0.130558459649224"
"Min 1x pro Monat","2008","Sachsen-Anhalt","maennlich","24","","",""
"Min 1x pro Monat","2008","Sachsen-Anhalt","weiblich","41","0.081666200041267","0.0554756328057938","0.10785676727674"
"Min 1x pro Monat","2008","Thueringen","maennlich","31","0.0791652228668841","0.0535262060451535","0.104804239688615"
"Min 1x pro Monat","2008","Thueringen","weiblich","49","0.150537809106573","0.11746129429461","0.183614323918536"
"Seltener","2008","Schleswig-Holstein","maennlich","68","0.295713281779311","0.239918742722154","0.351507820836467"
"Seltener","2008","Schleswig-Holstein","weiblich","71","0.252736965953922","0.202719668132907","0.302754263774936"
"Seltener","2008","Hamburg","maennlich","27","","",""
"Seltener","2008","Hamburg","weiblich","38","0.266436785549987","0.194725496658146","0.338148074441827"
"Seltener","2008","Niedersachsen","maennlich","233","0.250484474922332","0.221060163154651","0.279908786690012"
"Seltener","2008","Niedersachsen","weiblich","237","0.294918108955109","0.265059842679419","0.324776375230799"
"Seltener","2008","Bremen","maennlich","13","","",""
"Seltener","2008","Bremen","weiblich","14","","",""
"Seltener","2008","Nordrhein-Westfalen","maennlich","397","0.188619145570039","0.170835792107989","0.206402499032088"
"Seltener","2008","Nordrhein-Westfalen","weiblich","489","0.232646965957568","0.214379072006542","0.250914859908594"
"Seltener","2008","Hessen","maennlich","151","0.247792570432083","0.214026445821197","0.281558695042969"
"Seltener","2008","Hessen","weiblich","175","0.252916211777734","0.220268892586064","0.285563530969403"
"Seltener","2008","Rheinland-Pfalz,Saarland","maennlich","91","0.19143199370147","0.156738330808831","0.226125656594109"
"Seltener","2008","Rheinland-Pfalz,Saarland","weiblich","137","0.216272208149289","0.183329792176287","0.249214624122292"
"Seltener","2008","Baden-Wuerttemberg","maennlich","325","0.290646904024653","0.264149237749104","0.317144570300202"
"Seltener","2008","Baden-Wuerttemberg","weiblich","336","0.294484696045487","0.268844382476433","0.320125009614541"
"Seltener","2008","Bayern","maennlich","363","0.268621664944679","0.244564144731857","0.292679185157502"
"Seltener","2008","Bayern","weiblich","432","0.29228123502473","0.268765934720134","0.315796535329326"
"Seltener","2008","Saarland","maennlich","","","",""
"Seltener","2008","Saarland","weiblich","","","",""
"Seltener","2008","Berlin","maennlich","81","0.23969668743121","0.19363757354153","0.285755801320891"
"Seltener","2008","Berlin","weiblich","118","0.285372528311581","0.24061092362066","0.330134133002501"
"Seltener","2008","Brandenburg","maennlich","86","0.201555828473357","0.161843530756069","0.241268126190645"
"Seltener","2008","Brandenburg","weiblich","122","0.285749370631238","0.242999244338739","0.328499496923737"
"Seltener","2008","Mecklenburg-Vorpommern","maennlich","51","0.198640797063753","0.146966070308842","0.250315523818664"
"Seltener","2008","Mecklenburg-Vorpommern","weiblich","79","0.319065920810585","0.261856079134688","0.376275762486482"
"Seltener","2008","Sachsen","maennlich","176","0.244761552531751","0.21297934394919","0.276543761114311"
"Seltener","2008","Sachsen","weiblich","199","0.274514829285392","0.242097325054704","0.30693233351608"
"Seltener","2008","Sachsen-Anhalt","maennlich","94","0.198145149471312","0.158585230758804","0.237705068183819"
"Seltener","2008","Sachsen-Anhalt","weiblich","121","0.231653475234645","0.191305530120703","0.272001420348588"
"Seltener","2008","Thueringen","maennlich","98","0.175767530015236","0.13962342495165","0.211911635078822"
"Seltener","2008","Thueringen","weiblich","103","0.196015436446978","0.159296177093354","0.232734695800603"
"Nie","2008","Schleswig-Holstein","maennlich","142","0.543062931834498","0.482160476110498","0.603965387558497"
"Nie","2008","Schleswig-Holstein","weiblich","139","0.451834662710052","0.394555765291658","0.509113560128446"
"Nie","2008","Hamburg","maennlich","63","0.45145017591282","0.366233341635345","0.536667010190296"
"Nie","2008","Hamburg","weiblich","60","0.435165509328314","0.354746355248269","0.515584663408359"
"Nie","2008","Niedersachsen","maennlich","448","0.571588290759122","0.537983753594539","0.605192827923705"
"Nie","2008","Niedersachsen","weiblich","439","0.484679383105791","0.45195585521141","0.517402911000172"
"Nie","2008","Bremen","maennlich","31","0.444383991006744","0.319688786642104","0.569079195371383"
"Nie","2008","Bremen","weiblich","33","0.536293607199321","0.423433538321634","0.649153676077007"
"Nie","2008","Nordrhein-Westfalen","maennlich","1118","0.617532368725857","0.595440339834341","0.639624397617373"
"Nie","2008","Nordrhein-Westfalen","weiblich","1059","0.558532252755402","0.537063055982452","0.580001449528352"
"Nie","2008","Hessen","maennlich","350","0.5626187392786","0.523821086516429","0.60141639204077"
"Nie","2008","Hessen","weiblich","319","0.514530539080161","0.476993408510033","0.552067669650289"
"Nie","2008","Rheinland-Pfalz,Saarland","maennlich","310","0.637429780118974","0.595036516059844","0.679823044178105"
"Nie","2008","Rheinland-Pfalz,Saarland","weiblich","343","0.595446941188725","0.556175056423921","0.63471882595353"
"Nie","2008","Baden-Wuerttemberg","maennlich","569","0.515297164907017","0.486132284648016","0.544462045166018"
"Nie","2008","Baden-Wuerttemberg","weiblich","531","0.461273962629292","0.433232400653181","0.489315524605404"
"Nie","2008","Bayern","maennlich","650","0.530489567787507","0.503401979337258","0.557577156237756"
"Nie","2008","Bayern","weiblich","621","0.462728214626678","0.436948404478305","0.488508024775051"
"Nie","2008","Saarland","maennlich","","","",""
"Nie","2008","Saarland","weiblich","","","",""
"Nie","2008","Berlin","maennlich","164","0.520188138739403","0.466285896232967","0.574090381245839"
"Nie","2008","Berlin","weiblich","176","0.496294445249385","0.4467359867158","0.545852903782969"
"Nie","2008","Brandenburg","maennlich","226","0.620835207211126","0.572805799789815","0.668864614632436"
"Nie","2008","Brandenburg","weiblich","219","0.529108137632331","0.481874405961962","0.5763418693027"
"Nie","2008","Mecklenburg-Vorpommern","maennlich","147","0.687138878035742","0.627086748907817","0.747191007163668"
"Nie","2008","Mecklenburg-Vorpommern","weiblich","121","0.481398704603217","0.420072334720647","0.542725074485788"
"Nie","2008","Sachsen","maennlich","371","0.524370140080419","0.487453347545478","0.561286932615361"
"Nie","2008","Sachsen","weiblich","350","0.497530119863561","0.461210013893811","0.53385022583331"
"Nie","2008","Sachsen-Anhalt","maennlich","224","0.615450497114031","0.567168138429668","0.663732855798395"
"Nie","2008","Sachsen-Anhalt","weiblich","209","0.554929401893749","0.507400610993522","0.602458192793975"
"Nie","2008","Thueringen","maennlich","263","0.675406647301261","0.630943953861938","0.719869340740584"
"Nie","2008","Thueringen","weiblich","252","0.564951602802695","0.519095269057153","0.610807936548237"
"Taeglich","2009","Schleswig-Holstein","maennlich","","","",""
"Taeglich","2009","Schleswig-Holstein","weiblich","","","",""
"Taeglich","2009","Hamburg","maennlich","","","",""
"Taeglich","2009","Hamburg","weiblich","","","",""
"Taeglich","2009","Niedersachsen","maennlich","","","",""
"Taeglich","2009","Niedersachsen","weiblich","","","",""
"Taeglich","2009","Bremen","maennlich","","","",""
"Taeglich","2009","Bremen","weiblich","","","",""
"Taeglich","2009","Nordrhein-Westfalen","maennlich","","","",""
"Taeglich","2009","Nordrhein-Westfalen","weiblich","","","",""
"Taeglich","2009","Hessen","maennlich","","","",""
"Taeglich","2009","Hessen","weiblich","","","",""
"Taeglich","2009","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Taeglich","2009","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Taeglich","2009","Baden-Wuerttemberg","maennlich","","","",""
"Taeglich","2009","Baden-Wuerttemberg","weiblich","","","",""
"Taeglich","2009","Bayern","maennlich","","","",""
"Taeglich","2009","Bayern","weiblich","","","",""
"Taeglich","2009","Saarland","maennlich","","","",""
"Taeglich","2009","Saarland","weiblich","","","",""
"Taeglich","2009","Berlin","maennlich","","","",""
"Taeglich","2009","Berlin","weiblich","","","",""
"Taeglich","2009","Brandenburg","maennlich","","","",""
"Taeglich","2009","Brandenburg","weiblich","","","",""
"Taeglich","2009","Mecklenburg-Vorpommern","maennlich","","","",""
"Taeglich","2009","Mecklenburg-Vorpommern","weiblich","","","",""
"Taeglich","2009","Sachsen","maennlich","","","",""
"Taeglich","2009","Sachsen","weiblich","","","",""
"Taeglich","2009","Sachsen-Anhalt","maennlich","","","",""
"Taeglich","2009","Sachsen-Anhalt","weiblich","","","",""
"Taeglich","2009","Thueringen","maennlich","","","",""
"Taeglich","2009","Thueringen","weiblich","","","",""
"Min 1x pro Woche","2009","Schleswig-Holstein","maennlich","16","","",""
"Min 1x pro Woche","2009","Schleswig-Holstein","weiblich","34","0.0959215804064963","0.0601265586106407","0.131716602202352"
"Min 1x pro Woche","2009","Hamburg","maennlich","20","","",""
"Min 1x pro Woche","2009","Hamburg","weiblich","21","","",""
"Min 1x pro Woche","2009","Niedersachsen","maennlich","87","0.0979802371043868","0.0771837236147278","0.118776750594046"
"Min 1x pro Woche","2009","Niedersachsen","weiblich","110","0.12436317902856","0.101980463833341","0.146745894223779"
"Min 1x pro Woche","2009","Bremen","maennlich","9","","",""
"Min 1x pro Woche","2009","Bremen","weiblich","15","","",""
"Min 1x pro Woche","2009","Nordrhein-Westfalen","maennlich","150","0.0955662755465016","0.081720577644685","0.109411973448318"
"Min 1x pro Woche","2009","Nordrhein-Westfalen","weiblich","208","0.10448988425293","0.0906477184786143","0.118332050027246"
"Min 1x pro Woche","2009","Hessen","maennlich","66","0.0986140327005535","0.0743502308785428","0.122877834522564"
"Min 1x pro Woche","2009","Hessen","weiblich","94","0.121607984121335","0.0961068998841892","0.147109068358481"
"Min 1x pro Woche","2009","Rheinland-Pfalz,Saarland","maennlich","49","0.0950017577863452","0.068089176286846","0.121914339285844"
"Min 1x pro Woche","2009","Rheinland-Pfalz,Saarland","weiblich","56","0.0939854793361279","0.0696643641377915","0.118306594534464"
"Min 1x pro Woche","2009","Baden-Wuerttemberg","maennlich","111","0.118640783117998","0.0985786874065639","0.138702878829432"
"Min 1x pro Woche","2009","Baden-Wuerttemberg","weiblich","150","0.125174044043636","0.105510960925706","0.144837127161567"
"Min 1x pro Woche","2009","Bayern","maennlich","139","0.0931084148728467","0.0768359928425667","0.109380836903127"
"Min 1x pro Woche","2009","Bayern","weiblich","185","0.122042593557658","0.104626505783092","0.139458681332223"
"Min 1x pro Woche","2009","Saarland","maennlich","","","",""
"Min 1x pro Woche","2009","Saarland","weiblich","","","",""
"Min 1x pro Woche","2009","Berlin","maennlich","42","0.124354256477314","0.0877387250233591","0.160969787931269"
