year,bula_h,hhtyp,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Hesse,Couple with children,6 rooms,0.16325,62,395,0.12676,0.19975
2019,Hesse,Couple with children,7 rooms,0.07011,34,395,0.04490,0.09532
2019,"Rhineland-Palatinate, Saarland",Single-person household,2 rooms,0.23502,68,144,0.16552,0.30451
2019,"Rhineland-Palatinate, Saarland",Single-person household,3 rooms,0.33480,76,144,0.25745,0.41215
2019,"Rhineland-Palatinate, Saarland",Couple without children,2 rooms,0.09660,36,258,0.06048,0.13272
2019,"Rhineland-Palatinate, Saarland",Couple without children,3 rooms,0.19444,63,258,0.14605,0.24282
2019,"Rhineland-Palatinate, Saarland",Couple without children,4 rooms,0.23708,63,258,0.18508,0.28907
2019,"Rhineland-Palatinate, Saarland",Couple without children,5 rooms,0.19824,51,258,0.14950,0.24698
2019,"Rhineland-Palatinate, Saarland",Couple without children,6 rooms,0.13519,45,258,0.09338,0.17699
2019,"Rhineland-Palatinate, Saarland",Single parent,3 rooms,0.30791,38,38,0.15916,0.45666
2019,"Rhineland-Palatinate, Saarland",Couple with children,3 rooms,0.13664,79,280,0.09634,0.17695
2019,"Rhineland-Palatinate, Saarland",Couple with children,4 rooms,0.19589,78,280,0.14932,0.24247
2019,"Rhineland-Palatinate, Saarland",Couple with children,5 rooms,0.23347,71,280,0.18383,0.28311
2019,"Rhineland-Palatinate, Saarland",Couple with children,6 rooms,0.25853,52,280,0.20716,0.30991
2019,Baden-Wuerttemberg,Single-person household,1 room,0.11992,66,365,0.08654,0.15329
2019,Baden-Wuerttemberg,Single-person household,2 rooms,0.30685,123,365,0.25947,0.35423
2019,Baden-Wuerttemberg,Single-person household,3 rooms,0.26456,114,365,0.21925,0.30988
2019,Baden-Wuerttemberg,Single-person household,4 rooms,0.17357,62,365,0.13466,0.21248
2019,Baden-Wuerttemberg,Couple without children,2 rooms,0.05505,48,490,0.03484,0.07527
2019,Baden-Wuerttemberg,Couple without children,3 rooms,0.25147,111,490,0.21301,0.28992
2019,Baden-Wuerttemberg,Couple without children,4 rooms,0.29474,122,490,0.25433,0.33515
2019,Baden-Wuerttemberg,Couple without children,5 rooms,0.23245,112,490,0.19501,0.26989
2019,Baden-Wuerttemberg,Couple without children,6 rooms,0.08160,53,490,0.05734,0.10587
2019,Baden-Wuerttemberg,Couple without children,7 rooms,0.04749,44,490,0.02864,0.06634
2019,Baden-Wuerttemberg,Single parent,3 rooms,0.38539,51,82,0.27940,0.49138
2019,Baden-Wuerttemberg,Single parent,4 rooms,0.30173,31,82,0.20177,0.40169
2019,Baden-Wuerttemberg,Couple with children,3 rooms,0.17356,161,742,0.14629,0.20083
2019,Baden-Wuerttemberg,Couple with children,4 rooms,0.19406,181,742,0.16559,0.22254
2019,Baden-Wuerttemberg,Couple with children,5 rooms,0.24443,166,742,0.21349,0.27538
2019,Baden-Wuerttemberg,Couple with children,6 rooms,0.15492,136,742,0.12887,0.18097
2019,Baden-Wuerttemberg,Couple with children,7 rooms,0.10465,66,742,0.08261,0.12669
2019,Baden-Wuerttemberg,Couple with children,8 rooms,0.04639,32,742,0.03125,0.06153
2019,Bavaria,Single-person household,1 room,0.07839,86,646,0.05765,0.09913
2019,Bavaria,Single-person household,2 rooms,0.30664,234,646,0.27105,0.34222
2019,Bavaria,Single-person household,3 rooms,0.31484,198,646,0.27899,0.35068
2019,Bavaria,Single-person household,4 rooms,0.12258,78,646,0.09727,0.14789
2019,Bavaria,Single-person household,5 rooms,0.08271,50,646,0.06145,0.10397
2019,Bavaria,Couple without children,2 rooms,0.12098,87,703,0.09685,0.14510
2019,Bavaria,Couple without children,3 rooms,0.27905,212,703,0.24587,0.31223
2019,Bavaria,Couple without children,4 rooms,0.22614,152,703,0.19520,0.25709
2019,Bavaria,Couple without children,5 rooms,0.15941,129,703,0.13233,0.18649
2019,Bavaria,Couple without children,6 rooms,0.09398,78,703,0.07239,0.11556
2019,Bavaria,Couple without children,7 rooms,0.07161,45,703,0.05254,0.09069
2019,Bavaria,Single parent,2 rooms,0.20837,40,210,0.15331,0.26343
2019,Bavaria,Single parent,3 rooms,0.34957,89,210,0.28492,0.41421
2019,Bavaria,Single parent,4 rooms,0.17025,50,210,0.11929,0.22120
2019,Bavaria,Single parent,5 rooms,0.10675,31,210,0.06489,0.14862
2019,Bavaria,Couple with children,2 rooms,0.02690,37,972,0.01673,0.03708
2019,Bavaria,Couple with children,3 rooms,0.16152,185,972,0.13837,0.18467
2019,Bavaria,Couple with children,4 rooms,0.26471,228,972,0.23696,0.29246
2019,Bavaria,Couple with children,5 rooms,0.22456,197,972,0.19831,0.25080
2019,Bavaria,Couple with children,6 rooms,0.16059,145,972,0.13750,0.18368
2019,Bavaria,Couple with children,7 rooms,0.09349,98,972,0.07518,0.11181
2019,Bavaria,Couple with children,8 rooms,0.03211,48,972,0.02102,0.04320
2019,Bavaria,Couple with children,10 or more rooms,0.02180,34,972,0.01261,0.03098
2019,Berlin,Single-person household,1 room,0.19051,77,298,0.14584,0.23517
2019,Berlin,Single-person household,2 rooms,0.47852,138,298,0.42171,0.53534
2019,Berlin,Single-person household,3 rooms,0.23669,83,298,0.18835,0.28503
2019,Berlin,Couple without children,2 rooms,0.20016,39,162,0.13835,0.26196
2019,Berlin,Couple without children,3 rooms,0.35975,75,162,0.28562,0.43388
2019,Berlin,Couple without children,4 rooms,0.26402,48,162,0.19593,0.33211
2019,Berlin,Single parent,3 rooms,0.50717,31,31,0.32827,0.68607
2019,Berlin,Couple with children,3 rooms,0.45607,83,141,0.37357,0.53858
2019,Berlin,Couple with children,4 rooms,0.29622,58,141,0.22059,0.37186
2019,Brandenburg,Single-person household,2 rooms,0.40408,59,132,0.32005,0.48811
2019,Brandenburg,Single-person household,3 rooms,0.39027,73,132,0.30674,0.47381
2019,Brandenburg,Couple without children,3 rooms,0.40693,101,209,0.34017,0.47370
2019,Brandenburg,Couple without children,4 rooms,0.25515,63,209,0.19590,0.31440
2019,Brandenburg,Couple without children,5 rooms,0.12979,45,209,0.08412,0.17547
2019,Brandenburg,Single parent,3 rooms,0.45120,33,33,0.27879,0.62362
2019,Brandenburg,Couple with children,3 rooms,0.18023,57,187,0.12499,0.23547
2019,Brandenburg,Couple with children,4 rooms,0.28293,80,187,0.21820,0.34766
2019,Brandenburg,Couple with children,5 rooms,0.30906,50,187,0.24265,0.37547
2019,Mecklenburg-Western Pomerania,Single-person household,2 rooms,0.50080,58,89,0.39633,0.60527
2019,Mecklenburg-Western Pomerania,Single-person household,3 rooms,0.28029,31,89,0.18645,0.37413
2019,Mecklenburg-Western Pomerania,Couple without children,3 rooms,0.38625,53,84,0.28150,0.49099
2019,Mecklenburg-Western Pomerania,Couple without children,4 rooms,0.20566,31,84,0.11871,0.29262
2019,Mecklenburg-Western Pomerania,Couple with children,4 rooms,0.35621,42,42,0.20963,0.50280
2019,Saxony,Single-person household,2 rooms,0.46063,112,249,0.39859,0.52267
2019,Saxony,Single-person household,3 rooms,0.34797,99,249,0.28868,0.40725
2019,Saxony,Single-person household,4 rooms,0.08271,38,249,0.04843,0.11699
2019,Saxony,Couple without children,2 rooms,0.10310,45,325,0.06998,0.13621
2019,Saxony,Couple without children,3 rooms,0.53284,162,325,0.47851,0.58716
2019,Saxony,Couple without children,4 rooms,0.19532,79,325,0.15215,0.23849
2019,Saxony,Couple without children,5 rooms,0.07288,39,325,0.04458,0.10119
2019,Saxony,Single parent,3 rooms,0.51166,42,75,0.39777,0.62555
2019,Saxony,Single parent,4 rooms,0.34843,33,75,0.23987,0.45699
2019,Saxony,Couple with children,3 rooms,0.27608,77,294,0.22489,0.32727
2019,Saxony,Couple with children,4 rooms,0.41361,126,294,0.35722,0.47000
2019,Saxony,Couple with children,5 rooms,0.14822,56,294,0.10753,0.18890
2019,Saxony,Couple with children,6 rooms,0.08065,35,294,0.04947,0.11183
2019,Saxony-Anhalt,Single-person household,2 rooms,0.43005,75,121,0.34147,0.51863
2019,Saxony-Anhalt,Single-person household,3 rooms,0.25410,46,121,0.17620,0.33199
2019,Saxony-Anhalt,Couple without children,3 rooms,0.35818,68,111,0.26857,0.44778
2019,Saxony-Anhalt,Couple without children,4 rooms,0.24087,43,111,0.16096,0.32078
2019,Saxony-Anhalt,Couple with children,3 rooms,0.18036,39,108,0.10751,0.25322
2019,Saxony-Anhalt,Couple with children,4 rooms,0.42799,69,108,0.33423,0.52174
2019,Thuringa,Single-person household,2 rooms,0.49618,79,130,0.40990,0.58246
2019,Thuringa,Single-person household,3 rooms,0.25741,51,130,0.18196,0.33286
2019,Thuringa,Couple without children,3 rooms,0.29004,61,150,0.21717,0.36290
2019,Thuringa,Couple without children,4 rooms,0.30133,52,150,0.22765,0.37500
2019,Thuringa,Couple without children,5 rooms,0.18313,37,150,0.12103,0.24523
2019,Thuringa,Couple with children,3 rooms,0.19761,35,158,0.13533,0.25990
2019,Thuringa,Couple with children,4 rooms,0.18779,40,158,0.12670,0.24888
2019,Thuringa,Couple with children,5 rooms,0.26617,47,158,0.19704,0.33531
2019,Thuringa,Couple with children,6 rooms,0.14549,36,158,0.09034,0.20065
2020,Schleswig-Holstein,Single-person household,2 rooms,0.35889,59,99,0.26392,0.45386
2020,Schleswig-Holstein,Single-person household,3 rooms,0.29125,40,99,0.20129,0.38120
2020,Schleswig-Holstein,Couple without children,3 rooms,0.25537,44,127,0.17923,0.33152
2020,Schleswig-Holstein,Couple without children,4 rooms,0.23120,41,127,0.15758,0.30481
2020,Schleswig-Holstein,Couple without children,5 rooms,0.30558,42,127,0.22514,0.38601
2020,Schleswig-Holstein,Couple with children,3 rooms,0.11972,64,230,0.07767,0.16176
2020,Schleswig-Holstein,Couple with children,4 rooms,0.27391,73,230,0.21615,0.33168
2020,Schleswig-Holstein,Couple with children,5 rooms,0.25783,55,230,0.20117,0.31449
2020,Schleswig-Holstein,Couple with children,6 rooms,0.23924,38,230,0.18398,0.29449
2020,Hamburg,Single-person household,2 rooms,0.39902,52,94,0.29949,0.49854
2020,Hamburg,Single-person household,3 rooms,0.34641,42,94,0.24970,0.44312
2020,Hamburg,Couple without children,2 rooms,0.23461,34,71,0.13534,0.33388
2020,Hamburg,Couple without children,3 rooms,0.33561,37,71,0.22499,0.44623
2020,Hamburg,Couple with children,3 rooms,0.18734,40,78,0.10019,0.27450
2020,Hamburg,Couple with children,4 rooms,0.51906,38,78,0.40745,0.63066
2020,Lower Saxony,Single-person household,1 room,0.05299,51,423,0.03162,0.07436
2020,Lower Saxony,Single-person household,2 rooms,0.29812,156,423,0.25447,0.34176
2020,Lower Saxony,Single-person household,3 rooms,0.28049,128,423,0.23763,0.32336
2020,Lower Saxony,Single-person household,4 rooms,0.14956,50,423,0.11554,0.18359
2020,Lower Saxony,Single-person household,5 rooms,0.11032,38,423,0.08043,0.14021
2020,Lower Saxony,Couple without children,2 rooms,0.04265,50,463,0.02423,0.06108
2020,Lower Saxony,Couple without children,3 rooms,0.19951,127,463,0.16307,0.23595
2020,Lower Saxony,Couple without children,4 rooms,0.23865,97,463,0.19978,0.27752
2020,Lower Saxony,Couple without children,5 rooms,0.23922,94,463,0.20031,0.27812
2020,Lower Saxony,Couple without children,6 rooms,0.16203,59,463,0.12843,0.19563
2020,Lower Saxony,Couple without children,7 rooms,0.06944,36,463,0.04626,0.09262
2020,Lower Saxony,Single parent,3 rooms,0.41551,56,90,0.31312,0.51790
2020,Lower Saxony,Single parent,4 rooms,0.20224,34,90,0.11879,0.28569
2020,Lower Saxony,Couple with children,3 rooms,0.10681,137,602,0.08212,0.13151
2020,Lower Saxony,Couple with children,4 rooms,0.26170,177,602,0.22656,0.29685
2020,Lower Saxony,Couple with children,5 rooms,0.27998,122,602,0.24408,0.31587
2020,Lower Saxony,Couple with children,6 rooms,0.14863,77,602,0.12019,0.17707
2020,Lower Saxony,Couple with children,7 rooms,0.09098,53,602,0.06799,0.11397
2020,Lower Saxony,Couple with children,8 rooms,0.05713,36,602,0.03858,0.07569
2020,Bremen,Couple with children,3 rooms,0.37208,38,38,0.21633,0.52783
2020,North Rhine-Westphalia,Single-person household,1 room,0.07878,211,1135,0.06310,0.09446
2020,North Rhine-Westphalia,Single-person household,2 rooms,0.39825,469,1135,0.36976,0.42675
2020,North Rhine-Westphalia,Single-person household,3 rooms,0.28847,293,1135,0.26210,0.31484
2020,North Rhine-Westphalia,Single-person household,4 rooms,0.10538,91,1135,0.08751,0.12325
2020,North Rhine-Westphalia,Single-person household,5 rooms,0.05733,40,1135,0.04380,0.07086
2020,North Rhine-Westphalia,Single-person household,6 rooms,0.03947,31,1135,0.02814,0.05081
2020,North Rhine-Westphalia,Couple without children,2 rooms,0.11796,181,1007,0.09803,0.13789
2020,North Rhine-Westphalia,Couple without children,3 rooms,0.32657,326,1007,0.29759,0.35555
2020,North Rhine-Westphalia,Couple without children,4 rooms,0.22180,212,1007,0.19613,0.24748
2020,North Rhine-Westphalia,Couple without children,5 rooms,0.14610,154,1007,0.12428,0.16793
2020,North Rhine-Westphalia,Couple without children,6 rooms,0.09400,88,1007,0.07597,0.11204
2020,North Rhine-Westphalia,Couple without children,7 rooms,0.05426,46,1007,0.04026,0.06826
2020,North Rhine-Westphalia,Single parent,2 rooms,0.15067,65,319,0.11135,0.18999
2020,North Rhine-Westphalia,Single parent,3 rooms,0.42095,156,319,0.36668,0.47521
2020,North Rhine-Westphalia,Single parent,4 rooms,0.21975,67,319,0.17424,0.26526
2020,North Rhine-Westphalia,Single parent,5 rooms,0.15226,31,319,0.11277,0.19175
2020,North Rhine-Westphalia,Couple with children,2 rooms,0.01824,106,1555,0.01159,0.02489
2020,North Rhine-Westphalia,Couple with children,3 rooms,0.20303,486,1555,0.18303,0.22303
2020,North Rhine-Westphalia,Couple with children,4 rooms,0.25974,407,1555,0.23794,0.28155
2020,North Rhine-Westphalia,Couple with children,5 rooms,0.23873,262,1555,0.21753,0.25992
2020,North Rhine-Westphalia,Couple with children,6 rooms,0.13236,160,1555,0.11551,0.14921
2020,North Rhine-Westphalia,Couple with children,7 rooms,0.07386,87,1555,0.06086,0.08687
2020,North Rhine-Westphalia,Couple with children,8 rooms,0.04748,47,1555,0.03690,0.05805
2020,North Rhine-Westphalia,Other Combinations,3 rooms,0.37603,56,90,0.27539,0.47667
2020,North Rhine-Westphalia,Other Combinations,4 rooms,0.29072,34,90,0.19638,0.38506
2020,Hesse,Single-person household,1 room,0.05201,82,351,0.02874,0.07527
2020,Hesse,Single-person household,2 rooms,0.34462,132,351,0.29483,0.39441
2020,Hesse,Single-person household,3 rooms,0.31135,105,351,0.26283,0.35986
2020,Hesse,Single-person household,4 rooms,0.11471,32,351,0.08132,0.14809
2020,Hesse,Couple without children,2 rooms,0.14142,45,276,0.10023,0.18260
2020,Hesse,Couple without children,3 rooms,0.21784,72,276,0.16905,0.26663
2020,Hesse,Couple without children,4 rooms,0.24822,68,276,0.19716,0.29927
2020,Hesse,Couple without children,5 rooms,0.14623,48,276,0.10447,0.18799
2020,Hesse,Couple without children,6 rooms,0.15428,43,276,0.11159,0.19697
2020,Hesse,Single parent,3 rooms,0.41846,53,53,0.28438,0.55255
2020,Hesse,Couple with children,3 rooms,0.21239,129,367,0.17048,0.25429
2020,Hesse,Couple with children,4 rooms,0.14482,107,367,0.10876,0.18087
2020,Hesse,Couple with children,5 rooms,0.27661,76,367,0.23078,0.32244
2020,Hesse,Couple with children,6 rooms,0.13454,55,367,0.09958,0.16950
2020,"Rhineland-Palatinate, Saarland",Single-person household,1 room,0.06487,38,196,0.03030,0.09944
2020,"Rhineland-Palatinate, Saarland",Single-person household,2 rooms,0.24722,80,196,0.18667,0.30777
2020,"Rhineland-Palatinate, Saarland",Single-person household,3 rooms,0.32226,78,196,0.25667,0.38786
2020,"Rhineland-Palatinate, Saarland",Couple without children,2 rooms,0.08630,39,257,0.05190,0.12070
2020,"Rhineland-Palatinate, Saarland",Couple without children,3 rooms,0.16971,62,257,0.12372,0.21569
2020,"Rhineland-Palatinate, Saarland",Couple without children,4 rooms,0.24162,59,257,0.18918,0.29405
2020,"Rhineland-Palatinate, Saarland",Couple without children,5 rooms,0.20500,48,257,0.15554,0.25445
2020,"Rhineland-Palatinate, Saarland",Couple without children,6 rooms,0.16565,49,257,0.12011,0.21120
2020,"Rhineland-Palatinate, Saarland",Single parent,3 rooms,0.24424,33,33,0.09538,0.39310
2020,"Rhineland-Palatinate, Saarland",Couple with children,3 rooms,0.14529,100,278,0.10379,0.18679
2020,"Rhineland-Palatinate, Saarland",Couple with children,4 rooms,0.19850,76,278,0.15153,0.24548
2020,"Rhineland-Palatinate, Saarland",Couple with children,5 rooms,0.18557,52,278,0.13979,0.23135
2020,"Rhineland-Palatinate, Saarland",Couple with children,6 rooms,0.26412,50,278,0.21220,0.31604
2020,Baden-Wuerttemberg,Single-person household,1 room,0.10234,100,428,0.07359,0.13109
2020,Baden-Wuerttemberg,Single-person household,2 rooms,0.32808,146,428,0.28355,0.37262
2020,Baden-Wuerttemberg,Single-person household,3 rooms,0.25856,118,428,0.21703,0.30009
2020,Baden-Wuerttemberg,Single-person household,4 rooms,0.18454,64,428,0.14774,0.22133
2020,Baden-Wuerttemberg,Couple without children,2 rooms,0.06120,70,488,0.03991,0.08248
2020,Baden-Wuerttemberg,Couple without children,3 rooms,0.23822,118,488,0.20039,0.27606
2020,Baden-Wuerttemberg,Couple without children,4 rooms,0.30486,110,488,0.26398,0.34575
2020,Baden-Wuerttemberg,Couple without children,5 rooms,0.19370,93,488,0.15860,0.22880
2020,Baden-Wuerttemberg,Couple without children,6 rooms,0.10785,59,488,0.08030,0.13540
2020,Baden-Wuerttemberg,Couple without children,7 rooms,0.04557,38,488,0.02705,0.06410
2020,Baden-Wuerttemberg,Single parent,3 rooms,0.34254,51,87,0.24225,0.44284
2020,Baden-Wuerttemberg,Single parent,4 rooms,0.32011,36,87,0.22151,0.41871
2020,Baden-Wuerttemberg,Couple with children,2 rooms,0.02613,45,758,0.01476,0.03749
2020,Baden-Wuerttemberg,Couple with children,3 rooms,0.18299,186,758,0.15545,0.21054
2020,Baden-Wuerttemberg,Couple with children,4 rooms,0.17647,161,758,0.14931,0.20363
2020,Baden-Wuerttemberg,Couple with children,5 rooms,0.18133,129,758,0.15388,0.20877
2020,Baden-Wuerttemberg,Couple with children,6 rooms,0.19952,123,758,0.17105,0.22799
2020,Baden-Wuerttemberg,Couple with children,7 rooms,0.11005,64,758,0.08775,0.13234
2020,Baden-Wuerttemberg,Couple with children,8 rooms,0.07033,50,758,0.05211,0.08854
2020,Bavaria,Single-person household,1 room,0.08082,144,744,0.06122,0.10041
2020,Bavaria,Single-person household,2 rooms,0.32820,261,744,0.29444,0.36196
2020,Bavaria,Single-person household,3 rooms,0.31135,203,744,0.27805,0.34464
2020,Bavaria,Single-person household,4 rooms,0.11502,80,744,0.09208,0.13796
2020,Bavaria,Single-person household,5 rooms,0.08851,56,744,0.06809,0.10894
2020,Bavaria,Couple without children,2 rooms,0.11630,122,719,0.09285,0.13975
2020,Bavaria,Couple without children,3 rooms,0.29452,220,719,0.26118,0.32786
2020,Bavaria,Couple without children,4 rooms,0.23031,144,719,0.19951,0.26111
2020,Bavaria,Couple without children,5 rooms,0.15309,119,719,0.12675,0.17943
2020,Bavaria,Couple without children,6 rooms,0.11229,82,719,0.08920,0.13539
2020,Bavaria,Couple without children,7 rooms,0.03589,32,719,0.02228,0.04950
2020,Bavaria,Single parent,2 rooms,0.12459,33,176,0.07566,0.17352
2020,Bavaria,Single parent,3 rooms,0.39814,91,176,0.32561,0.47067
2020,Bavaria,Single parent,4 rooms,0.18538,52,176,0.12780,0.24295
2020,Bavaria,Couple with children,2 rooms,0.03060,57,946,0.01962,0.04158
2020,Bavaria,Couple with children,3 rooms,0.15618,222,946,0.13304,0.17933
2020,Bavaria,Couple with children,4 rooms,0.26150,242,946,0.23348,0.28952
2020,Bavaria,Couple with children,5 rooms,0.23173,165,946,0.20483,0.25863
2020,Bavaria,Couple with children,6 rooms,0.15234,130,946,0.12942,0.17525
2020,Bavaria,Couple with children,7 rooms,0.10325,77,946,0.08385,0.12265
2020,Bavaria,Couple with children,8 rooms,0.03240,53,946,0.02111,0.04369
2020,Berlin,Single-person household,1 room,0.16839,125,392,0.13130,0.20548
2020,Berlin,Single-person household,2 rooms,0.47761,181,392,0.42810,0.52712
2020,Berlin,Single-person household,3 rooms,0.25392,86,392,0.21078,0.29706
2020,Berlin,Couple without children,2 rooms,0.20138,85,212,0.14726,0.25549
2020,Berlin,Couple without children,3 rooms,0.39890,88,212,0.33283,0.46497
2020,Berlin,Couple without children,4 rooms,0.23507,39,212,0.17785,0.29229
2020,Berlin,Single parent,3 rooms,0.50807,38,38,0.34698,0.66916
2020,Berlin,Couple with children,2 rooms,0.05596,31,199,0.02394,0.08798
2020,Berlin,Couple with children,3 rooms,0.42290,102,199,0.35408,0.49171
2020,Berlin,Couple with children,4 rooms,0.29401,66,199,0.23055,0.35747
2020,Brandenburg,Single-person household,2 rooms,0.35911,56,128,0.27567,0.44254
2020,Brandenburg,Single-person household,3 rooms,0.40761,72,128,0.32214,0.49307
2020,Brandenburg,Couple without children,3 rooms,0.42608,93,193,0.35614,0.49603
2020,Brandenburg,Couple without children,4 rooms,0.24508,64,193,0.18424,0.30592
2020,Brandenburg,Couple without children,5 rooms,0.11795,36,193,0.07233,0.16358
2020,Brandenburg,Couple with children,3 rooms,0.16565,57,167,0.10909,0.22220
2020,Brandenburg,Couple with children,4 rooms,0.24202,74,167,0.17686,0.30717
2020,Brandenburg,Couple with children,5 rooms,0.23189,36,167,0.16769,0.29610
2020,Mecklenburg-Western Pomerania,Single-person household,2 rooms,0.47014,54,54,0.33576,0.60451
2020,Mecklenburg-Western Pomerania,Couple without children,3 rooms,0.33518,47,47,0.19876,0.47159
2020,Mecklenburg-Western Pomerania,Couple with children,4 rooms,0.42809,37,37,0.26645,0.58972
2020,Saxony,Single-person household,1 room,0.07851,41,310,0.04852,0.10850
2020,Saxony,Single-person household,2 rooms,0.43299,122,310,0.37774,0.48824
2020,Saxony,Single-person household,3 rooms,0.32555,102,310,0.27331,0.37780
2020,Saxony,Single-person household,4 rooms,0.12320,45,310,0.08655,0.15984
2020,Saxony,Couple without children,2 rooms,0.10103,45,309,0.06737,0.13468
2020,Saxony,Couple without children,3 rooms,0.51709,146,309,0.46128,0.57290
2020,Saxony,Couple without children,4 rooms,0.22542,75,309,0.17875,0.27208
2020,Saxony,Couple without children,5 rooms,0.07136,43,309,0.04261,0.10011
2020,Saxony,Single parent,3 rooms,0.55798,42,73,0.44327,0.67270
2020,Saxony,Single parent,4 rooms,0.30121,31,73,0.19523,0.40718
2020,Saxony,Couple with children,3 rooms,0.26445,80,240,0.20853,0.32036
2020,Saxony,Couple with children,4 rooms,0.37115,109,240,0.30990,0.43240
2020,Saxony,Couple with children,5 rooms,0.14605,51,240,0.10128,0.19083
2020,Saxony-Anhalt,Single-person household,2 rooms,0.37209,72,124,0.28667,0.45752
2020,Saxony-Anhalt,Single-person household,3 rooms,0.32399,52,124,0.24129,0.40670
2020,Saxony-Anhalt,Couple without children,3 rooms,0.37805,61,100,0.28253,0.47357
2020,Saxony-Anhalt,Couple without children,4 rooms,0.21388,39,100,0.13310,0.29465
2020,Saxony-Anhalt,Single parent,3 rooms,0.37513,33,33,0.20738,0.54288
2020,Saxony-Anhalt,Couple with children,3 rooms,0.13979,44,104,0.07282,0.20676
2020,Saxony-Anhalt,Couple with children,4 rooms,0.35239,60,104,0.26013,0.44465
2020,Thuringa,Single-person household,2 rooms,0.50751,79,130,0.42123,0.59378
2020,Thuringa,Single-person household,3 rooms,0.25123,51,130,0.17638,0.32608
2020,Thuringa,Couple without children,3 rooms,0.31800,62,145,0.24193,0.39406
2020,Thuringa,Couple without children,4 rooms,0.28448,52,145,0.21079,0.35817
2020,Thuringa,Couple without children,5 rooms,0.21630,31,145,0.14905,0.28354
2020,Thuringa,Couple with children,3 rooms,0.17101,43,116,0.10219,0.23982
2020,Thuringa,Couple with children,4 rooms,0.21190,38,116,0.13721,0.28659
2020,Thuringa,Couple with children,5 rooms,0.25260,35,116,0.17319,0.33201
2021,Schleswig-Holstein,Single-person household,2 rooms,0.23616,33,75,0.13939,0.33293
2021,Schleswig-Holstein,Single-person household,3 rooms,0.40597,42,75,0.29408,0.51786
2021,Schleswig-Holstein,Couple without children,4 rooms,0.32465,35,35,0.16725,0.48204
2021,Schleswig-Holstein,Couple with children,3 rooms,0.08903,38,169,0.04597,0.13210
2021,Schleswig-Holstein,Couple with children,4 rooms,0.24145,56,169,0.17674,0.30617
2021,Schleswig-Holstein,Couple with children,5 rooms,0.28557,44,169,0.21727,0.35388
2021,Schleswig-Holstein,Couple with children,6 rooms,0.23276,31,169,0.16886,0.29666
2021,Hamburg,Single-person household,2 rooms,0.39949,36,71,0.28475,0.51423
2021,Hamburg,Single-person household,3 rooms,0.37996,35,71,0.26625,0.49367
2021,Lower Saxony,Single-person household,1 room,0.06186,33,286,0.03389,0.08983
2021,Lower Saxony,Single-person household,2 rooms,0.30426,90,286,0.25085,0.35768
2021,Lower Saxony,Single-person household,3 rooms,0.26823,88,286,0.21679,0.31966
2021,Lower Saxony,Single-person household,4 rooms,0.19015,42,286,0.14459,0.23571
2021,Lower Saxony,Single-person household,5 rooms,0.10606,33,286,0.07031,0.14181
2021,Lower Saxony,Couple without children,3 rooms,0.19020,81,252,0.14165,0.23875
2021,Lower Saxony,Couple without children,4 rooms,0.20902,72,252,0.15872,0.25933
2021,Lower Saxony,Couple without children,5 rooms,0.23784,59,252,0.18517,0.29051
2021,Lower Saxony,Couple without children,6 rooms,0.16827,40,252,0.12199,0.21456
2021,Lower Saxony,Single parent,3 rooms,0.31655,33,33,0.15539,0.47770
2021,Lower Saxony,Couple with children,3 rooms,0.12387,74,357,0.08965,0.15810
2021,Lower Saxony,Couple with children,4 rooms,0.24430,94,357,0.19967,0.28894
2021,Lower Saxony,Couple with children,5 rooms,0.27935,85,357,0.23274,0.32596
2021,Lower Saxony,Couple with children,6 rooms,0.15318,65,357,0.11577,0.19060
2021,Lower Saxony,Couple with children,7 rooms,0.09023,39,357,0.06046,0.11999
2021,North Rhine-Westphalia,Single-person household,1 room,0.06959,99,678,0.05042,0.08876
2021,North Rhine-Westphalia,Single-person household,2 rooms,0.34239,264,678,0.30664,0.37813
2021,North Rhine-Westphalia,Single-person household,3 rooms,0.32554,201,678,0.29024,0.36084
2021,North Rhine-Westphalia,Single-person household,4 rooms,0.12094,78,678,0.09638,0.14551
2021,North Rhine-Westphalia,Single-person household,5 rooms,0.06768,36,678,0.04875,0.08660
2021,North Rhine-Westphalia,Couple without children,2 rooms,0.13874,101,633,0.11179,0.16569
2021,North Rhine-Westphalia,Couple without children,3 rooms,0.34421,215,633,0.30717,0.38125
2021,North Rhine-Westphalia,Couple without children,4 rooms,0.19459,142,633,0.16372,0.22545
2021,North Rhine-Westphalia,Couple without children,5 rooms,0.15707,114,633,0.12870,0.18544
2021,North Rhine-Westphalia,Couple without children,6 rooms,0.08852,61,633,0.06637,0.11066
2021,North Rhine-Westphalia,Single parent,3 rooms,0.41538,82,128,0.32967,0.50109
2021,North Rhine-Westphalia,Single parent,4 rooms,0.24333,46,128,0.16870,0.31796
2021,North Rhine-Westphalia,Couple with children,2 rooms,0.02501,45,904,0.01482,0.03519
2021,North Rhine-Westphalia,Couple with children,3 rooms,0.19725,238,904,0.17130,0.22321
2021,North Rhine-Westphalia,Couple with children,4 rooms,0.26224,249,904,0.23355,0.29093
2021,North Rhine-Westphalia,Couple with children,5 rooms,0.25130,166,904,0.22300,0.27959
2021,North Rhine-Westphalia,Couple with children,6 rooms,0.11465,112,904,0.09387,0.13544
