year,bula_h,regtyp,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1991,Baden-Wuerttemberg,Urban regions,Full Time,0.47863,810,1549,0.45374,0.50351
1991,Baden-Wuerttemberg,Urban regions,Part Time,0.18635,285,1549,0.16695,0.20574
1991,Baden-Wuerttemberg,Urban regions,Not Working,0.33503,454,1549,0.31151,0.35854
1991,Baden-Wuerttemberg,Rural regions,Full Time,0.40088,112,239,0.33862,0.46314
1991,Baden-Wuerttemberg,Rural regions,Part Time,0.22479,53,239,0.17175,0.27783
1991,Baden-Wuerttemberg,Rural regions,Not Working,0.37433,74,239,0.31285,0.43582
1991,Bavaria,Urban regions,Full Time,0.43950,401,819,0.40549,0.47351
1991,Bavaria,Urban regions,Part Time,0.17107,148,819,0.14527,0.19688
1991,Bavaria,Urban regions,Not Working,0.38943,270,819,0.35601,0.42284
1991,Bavaria,Rural regions,Full Time,0.44613,388,776,0.41113,0.48113
1991,Bavaria,Rural regions,Part Time,0.19197,159,776,0.16424,0.21970
1991,Bavaria,Rural regions,Not Working,0.36191,229,776,0.32807,0.39574
1991,Berlin,Urban regions,Full Time,0.47342,155,332,0.41963,0.52721
1991,Berlin,Urban regions,Part Time,0.17020,73,332,0.12971,0.21068
1991,Berlin,Urban regions,Not Working,0.35638,104,332,0.30479,0.40798
1992,Schleswig-Holstein,Urban regions,Full Time,0.36613,56,111,0.27610,0.45615
1992,Schleswig-Holstein,Urban regions,Not Working,0.43062,55,111,0.33809,0.52316
1992,Schleswig-Holstein,Rural regions,Full Time,0.41077,59,101,0.31435,0.50720
1992,Schleswig-Holstein,Rural regions,Not Working,0.35511,42,101,0.26131,0.44890
1992,Hamburg,Urban regions,Full Time,0.45084,70,132,0.36563,0.53605
1992,Hamburg,Urban regions,Not Working,0.44706,62,132,0.36192,0.53220
1992,Lower Saxony,Urban regions,Full Time,0.44253,219,470,0.39758,0.48749
1992,Lower Saxony,Urban regions,Part Time,0.15058,73,470,0.11821,0.18295
1992,Lower Saxony,Urban regions,Not Working,0.40689,178,470,0.36243,0.45135
1992,Lower Saxony,Rural regions,Full Time,0.39951,214,497,0.35640,0.44262
1992,Lower Saxony,Rural regions,Part Time,0.17791,97,497,0.14425,0.21157
1992,Lower Saxony,Rural regions,Not Working,0.42258,186,497,0.37911,0.46605
1992,Bremen,Urban regions,Full Time,0.30493,34,81,0.20404,0.40581
1992,Bremen,Urban regions,Not Working,0.60614,47,81,0.49907,0.71321
1992,North Rhine-Westphalia,Urban regions,Full Time,0.43005,1116,2458,0.41048,0.44963
1992,North Rhine-Westphalia,Urban regions,Part Time,0.16797,448,2458,0.15319,0.18275
1992,North Rhine-Westphalia,Urban regions,Not Working,0.40198,894,2458,0.38259,0.42137
1992,Hesse,Urban regions,Full Time,0.42137,392,812,0.38739,0.45536
1992,Hesse,Urban regions,Part Time,0.17606,158,812,0.14985,0.20228
1992,Hesse,Urban regions,Not Working,0.40257,262,812,0.36881,0.43632
1992,Hesse,Rural regions,Full Time,0.36288,58,115,0.27462,0.45115
1992,Hesse,Rural regions,Not Working,0.51750,57,115,0.42577,0.60923
1992,"Rhineland-Palatinate, Saarland",Urban regions,Full Time,0.42620,252,550,0.38483,0.46757
1992,"Rhineland-Palatinate, Saarland",Urban regions,Part Time,0.17493,97,550,0.14316,0.20671
1992,"Rhineland-Palatinate, Saarland",Urban regions,Not Working,0.39887,201,550,0.35791,0.43983
1992,"Rhineland-Palatinate, Saarland",Rural regions,Full Time,0.37262,44,94,0.27435,0.47089
1992,"Rhineland-Palatinate, Saarland",Rural regions,Not Working,0.47539,50,94,0.37389,0.57689
1992,Baden-Wuerttemberg,Urban regions,Full Time,0.46820,787,1520,0.44311,0.49330
1992,Baden-Wuerttemberg,Urban regions,Part Time,0.19421,286,1520,0.17431,0.21410
1992,Baden-Wuerttemberg,Urban regions,Not Working,0.33759,447,1520,0.31381,0.36137
1992,Baden-Wuerttemberg,Rural regions,Full Time,0.41104,107,239,0.34853,0.47355
1992,Baden-Wuerttemberg,Rural regions,Part Time,0.23869,56,239,0.18454,0.29285
1992,Baden-Wuerttemberg,Rural regions,Not Working,0.35026,76,239,0.28965,0.41087
1992,Bavaria,Urban regions,Full Time,0.44746,420,840,0.41382,0.48111
1992,Bavaria,Urban regions,Part Time,0.16261,145,840,0.13764,0.18758
1992,Bavaria,Urban regions,Not Working,0.38993,275,840,0.35693,0.42293
1992,Bavaria,Rural regions,Full Time,0.43128,389,798,0.39690,0.46567
1992,Bavaria,Rural regions,Part Time,0.20655,171,798,0.17845,0.23466
1992,Bavaria,Rural regions,Not Working,0.36216,238,798,0.32880,0.39553
1992,Berlin,Urban regions,Full Time,0.51390,315,584,0.47333,0.55447
1992,Berlin,Urban regions,Part Time,0.15579,101,584,0.12635,0.18523
1992,Berlin,Urban regions,Not Working,0.33031,168,584,0.29214,0.36849
1992,Brandenburg,Urban regions,Full Time,0.61723,41,41,0.46660,0.76786
1992,Brandenburg,Rural regions,Full Time,0.48754,319,581,0.44686,0.52822
1992,Brandenburg,Rural regions,Part Time,0.16617,98,581,0.13588,0.19646
1992,Brandenburg,Rural regions,Not Working,0.34629,164,581,0.30757,0.38501
1992,Mecklenburg-Western Pomerania,Rural regions,Full Time,0.49293,193,360,0.44121,0.54465
1992,Mecklenburg-Western Pomerania,Rural regions,Part Time,0.21111,79,360,0.16889,0.25332
1992,Mecklenburg-Western Pomerania,Rural regions,Not Working,0.29596,88,360,0.24874,0.34318
1992,Saxony,Urban regions,Full Time,0.50529,325,586,0.46478,0.54581
1992,Saxony,Urban regions,Part Time,0.17017,109,586,0.13972,0.20062
1992,Saxony,Urban regions,Not Working,0.32453,152,586,0.28659,0.36247
1992,Saxony,Rural regions,Full Time,0.46828,295,549,0.42650,0.51006
1992,Saxony,Rural regions,Part Time,0.19176,105,549,0.15880,0.22472
1992,Saxony,Rural regions,Not Working,0.33996,149,549,0.30030,0.37962
1992,Saxony-Anhalt,Urban regions,Full Time,0.55126,107,147,0.47058,0.63193
1992,Saxony-Anhalt,Urban regions,Not Working,0.29960,40,147,0.22529,0.37391
1992,Saxony-Anhalt,Rural regions,Full Time,0.48286,304,585,0.44233,0.52338
1992,Saxony-Anhalt,Rural regions,Part Time,0.16866,117,585,0.13829,0.19903
1992,Saxony-Anhalt,Rural regions,Not Working,0.34849,164,585,0.30984,0.38713
1992,Thuringa,Urban regions,Full Time,0.52490,105,178,0.45133,0.59847
1992,Thuringa,Urban regions,Part Time,0.18996,33,178,0.13217,0.24775
1992,Thuringa,Urban regions,Not Working,0.28514,40,178,0.21863,0.35166
1992,Thuringa,Rural regions,Full Time,0.42787,236,477,0.38342,0.47232
1992,Thuringa,Rural regions,Part Time,0.20679,106,477,0.17040,0.24317
1992,Thuringa,Rural regions,Not Working,0.36535,135,477,0.32209,0.40860
1993,Schleswig-Holstein,Urban regions,Full Time,0.39196,63,148,0.31304,0.47087
1993,Schleswig-Holstein,Urban regions,Part Time,0.20530,31,148,0.14000,0.27060
1993,Schleswig-Holstein,Urban regions,Not Working,0.40274,54,148,0.32346,0.48203
1993,Schleswig-Holstein,Rural regions,Full Time,0.42681,64,111,0.33438,0.51924
1993,Schleswig-Holstein,Rural regions,Not Working,0.38743,47,111,0.29639,0.47847
1993,Hamburg,Urban regions,Full Time,0.43631,63,121,0.34757,0.52504
1993,Hamburg,Urban regions,Not Working,0.43609,58,121,0.34737,0.52482
1993,Lower Saxony,Urban regions,Full Time,0.44943,219,471,0.40446,0.49440
1993,Lower Saxony,Urban regions,Part Time,0.16510,82,471,0.13153,0.19866
1993,Lower Saxony,Urban regions,Not Working,0.38547,170,471,0.34147,0.42948
1993,Lower Saxony,Rural regions,Full Time,0.38521,212,508,0.34285,0.42757
1993,Lower Saxony,Rural regions,Part Time,0.19500,106,508,0.16051,0.22949
1993,Lower Saxony,Rural regions,Not Working,0.41979,190,508,0.37683,0.46275
1993,Bremen,Urban regions,Full Time,0.32848,37,82,0.22620,0.43076
1993,Bremen,Urban regions,Not Working,0.57179,45,82,0.46403,0.67955
1993,North Rhine-Westphalia,Urban regions,Full Time,0.42338,1101,2438,0.40376,0.44300
1993,North Rhine-Westphalia,Urban regions,Part Time,0.17050,445,2438,0.15556,0.18543
1993,North Rhine-Westphalia,Urban regions,Not Working,0.40612,892,2438,0.38663,0.42562
1993,Hesse,Urban regions,Full Time,0.42621,379,798,0.39188,0.46054
1993,Hesse,Urban regions,Part Time,0.21053,175,798,0.18223,0.23883
1993,Hesse,Urban regions,Not Working,0.36326,244,798,0.32987,0.39665
1993,Hesse,Rural regions,Full Time,0.33272,55,108,0.24344,0.42200
1993,Hesse,Rural regions,Not Working,0.50407,53,108,0.40934,0.59881
1993,"Rhineland-Palatinate, Saarland",Urban regions,Full Time,0.41000,230,532,0.36817,0.45184
1993,"Rhineland-Palatinate, Saarland",Urban regions,Part Time,0.16927,96,532,0.13737,0.20117
1993,"Rhineland-Palatinate, Saarland",Urban regions,Not Working,0.42073,206,532,0.37874,0.46272
1993,"Rhineland-Palatinate, Saarland",Rural regions,Full Time,0.42312,48,94,0.32271,0.52354
1993,"Rhineland-Palatinate, Saarland",Rural regions,Not Working,0.47366,46,94,0.37218,0.57514
1993,Baden-Wuerttemberg,Urban regions,Full Time,0.46293,778,1541,0.43803,0.48783
1993,Baden-Wuerttemberg,Urban regions,Part Time,0.20078,305,1541,0.18077,0.22079
1993,Baden-Wuerttemberg,Urban regions,Not Working,0.33629,458,1541,0.31269,0.35989
1993,Baden-Wuerttemberg,Rural regions,Full Time,0.42824,108,239,0.36537,0.49110
1993,Baden-Wuerttemberg,Rural regions,Part Time,0.20043,51,239,0.14957,0.25129
1993,Baden-Wuerttemberg,Rural regions,Not Working,0.37133,80,239,0.30994,0.43271
1993,Bavaria,Urban regions,Full Time,0.44208,404,833,0.40833,0.47582
1993,Bavaria,Urban regions,Part Time,0.17028,161,833,0.14474,0.19582
1993,Bavaria,Urban regions,Not Working,0.38765,268,833,0.35454,0.42075
1993,Bavaria,Rural regions,Full Time,0.43548,386,786,0.40080,0.47017
1993,Bavaria,Rural regions,Part Time,0.19882,171,786,0.17090,0.22674
1993,Bavaria,Rural regions,Not Working,0.36570,229,786,0.33201,0.39939
1993,Berlin,Urban regions,Full Time,0.48563,296,575,0.44474,0.52652
1993,Berlin,Urban regions,Part Time,0.18231,110,575,0.15073,0.21390
1993,Berlin,Urban regions,Not Working,0.33205,169,575,0.29353,0.37058
1993,Brandenburg,Urban regions,Full Time,0.61771,42,42,0.46896,0.76646
1993,Brandenburg,Rural regions,Full Time,0.45339,288,565,0.41230,0.49448
1993,Brandenburg,Rural regions,Part Time,0.13738,76,565,0.10897,0.16579
1993,Brandenburg,Rural regions,Not Working,0.40923,201,565,0.36865,0.44981
1993,Mecklenburg-Western Pomerania,Rural regions,Full Time,0.40452,166,356,0.35346,0.45557
1993,Mecklenburg-Western Pomerania,Rural regions,Part Time,0.20075,75,356,0.15908,0.24242
1993,Mecklenburg-Western Pomerania,Rural regions,Not Working,0.39474,115,356,0.34389,0.44558
1993,Saxony,Urban regions,Full Time,0.46866,298,574,0.42780,0.50952
1993,Saxony,Urban regions,Part Time,0.14171,87,574,0.11315,0.17027
1993,Saxony,Urban regions,Not Working,0.38963,189,574,0.34970,0.42956
1993,Saxony,Rural regions,Full Time,0.44285,276,544,0.40107,0.48463
1993,Saxony,Rural regions,Part Time,0.12384,76,544,0.09613,0.15154
1993,Saxony,Rural regions,Not Working,0.43332,192,544,0.39164,0.47500
1993,Saxony-Anhalt,Urban regions,Full Time,0.50246,90,169,0.42685,0.57806
1993,Saxony-Anhalt,Urban regions,Part Time,0.14666,31,169,0.09317,0.20016
1993,Saxony-Anhalt,Urban regions,Not Working,0.35088,48,169,0.27872,0.42305
1993,Saxony-Anhalt,Rural regions,Full Time,0.42994,281,570,0.38926,0.47062
1993,Saxony-Anhalt,Rural regions,Part Time,0.17287,106,570,0.14180,0.20394
1993,Saxony-Anhalt,Rural regions,Not Working,0.39719,183,570,0.35698,0.43739
1993,Thuringa,Urban regions,Full Time,0.47292,95,181,0.39998,0.54586
1993,Thuringa,Urban regions,Part Time,0.18041,31,181,0.12424,0.23659
1993,Thuringa,Urban regions,Not Working,0.34666,55,181,0.27714,0.41619
1993,Thuringa,Rural regions,Full Time,0.38550,219,482,0.34200,0.42899
1993,Thuringa,Rural regions,Part Time,0.18499,98,482,0.15029,0.21969
1993,Thuringa,Rural regions,Not Working,0.42952,165,482,0.38528,0.47376
1994,Schleswig-Holstein,Urban regions,Full Time,0.37063,58,142,0.29091,0.45035
1994,Schleswig-Holstein,Urban regions,Part Time,0.24931,33,142,0.17790,0.32071
1994,Schleswig-Holstein,Urban regions,Not Working,0.38007,51,142,0.29995,0.46019
1994,Schleswig-Holstein,Rural regions,Full Time,0.39955,63,145,0.31955,0.47955
1994,Schleswig-Holstein,Rural regions,Part Time,0.22287,31,145,0.15490,0.29085
1994,Schleswig-Holstein,Rural regions,Not Working,0.37758,51,145,0.29840,0.45676
1994,Hamburg,Urban regions,Full Time,0.41788,59,120,0.32926,0.50650
1994,Hamburg,Urban regions,Not Working,0.44466,61,120,0.35537,0.53394
1994,Lower Saxony,Urban regions,Full Time,0.43557,213,477,0.39103,0.48012
1994,Lower Saxony,Urban regions,Part Time,0.14495,83,477,0.11332,0.17657
1994,Lower Saxony,Urban regions,Not Working,0.41948,181,477,0.37515,0.46381
1994,Lower Saxony,Rural regions,Full Time,0.38204,208,490,0.33897,0.42511
1994,Lower Saxony,Rural regions,Part Time,0.21596,106,490,0.17949,0.25243
1994,Lower Saxony,Rural regions,Not Working,0.40200,176,490,0.35854,0.44546
1994,Bremen,Urban regions,Not Working,0.61432,47,47,0.47365,0.75499
1994,North Rhine-Westphalia,Urban regions,Full Time,0.42323,1057,2386,0.40340,0.44306
1994,North Rhine-Westphalia,Urban regions,Part Time,0.17495,454,2386,0.15970,0.19020
1994,North Rhine-Westphalia,Urban regions,Not Working,0.40181,875,2386,0.38214,0.42149
1994,Hesse,Urban regions,Full Time,0.40133,365,798,0.36730,0.43536
1994,Hesse,Urban regions,Part Time,0.18162,155,798,0.15486,0.20839
1994,Hesse,Urban regions,Not Working,0.41705,278,798,0.38281,0.45128
1994,Hesse,Rural regions,Full Time,0.32701,49,97,0.23317,0.42085
1994,Hesse,Rural regions,Not Working,0.51181,48,97,0.41182,0.61180
1994,"Rhineland-Palatinate, Saarland",Urban regions,Full Time,0.39671,224,523,0.35474,0.43867
1994,"Rhineland-Palatinate, Saarland",Urban regions,Part Time,0.15683,81,523,0.12564,0.18803
1994,"Rhineland-Palatinate, Saarland",Urban regions,Not Working,0.44646,218,523,0.40381,0.48911
1994,"Rhineland-Palatinate, Saarland",Rural regions,Full Time,0.44703,51,96,0.34705,0.54701
1994,"Rhineland-Palatinate, Saarland",Rural regions,Not Working,0.45312,45,96,0.35302,0.55323
1994,Baden-Wuerttemberg,Urban regions,Full Time,0.43435,720,1515,0.40938,0.45932
1994,Baden-Wuerttemberg,Urban regions,Part Time,0.19263,305,1515,0.17277,0.21250
1994,Baden-Wuerttemberg,Urban regions,Not Working,0.37302,490,1515,0.34865,0.39738
1994,Baden-Wuerttemberg,Rural regions,Full Time,0.36817,87,217,0.30385,0.43250
1994,Baden-Wuerttemberg,Rural regions,Part Time,0.22761,55,217,0.17169,0.28352
1994,Baden-Wuerttemberg,Rural regions,Not Working,0.40422,75,217,0.33877,0.46967
1994,Bavaria,Urban regions,Full Time,0.42041,374,809,0.38638,0.45445
1994,Bavaria,Urban regions,Part Time,0.18942,163,809,0.16240,0.21644
1994,Bavaria,Urban regions,Not Working,0.39017,272,809,0.35653,0.42380
1994,Bavaria,Rural regions,Full Time,0.43355,394,778,0.39871,0.46840
1994,Bavaria,Rural regions,Part Time,0.19378,148,778,0.16599,0.22158
1994,Bavaria,Rural regions,Not Working,0.37266,236,778,0.33866,0.40666
1994,Berlin,Urban regions,Full Time,0.46218,269,552,0.42055,0.50381
1994,Berlin,Urban regions,Part Time,0.17997,110,552,0.14789,0.21205
1994,Berlin,Urban regions,Not Working,0.35784,173,552,0.31782,0.39787
1994,Brandenburg,Urban regions,Full Time,0.61131,36,36,0.44982,0.77281
1994,Brandenburg,Rural regions,Full Time,0.44956,272,548,0.40787,0.49124
1994,Brandenburg,Rural regions,Part Time,0.11754,73,548,0.09055,0.14453
1994,Brandenburg,Rural regions,Not Working,0.43291,203,548,0.39138,0.47443
1994,Mecklenburg-Western Pomerania,Rural regions,Full Time,0.38849,157,355,0.33772,0.43927
1994,Mecklenburg-Western Pomerania,Rural regions,Part Time,0.19597,73,355,0.15462,0.23732
1994,Mecklenburg-Western Pomerania,Rural regions,Not Working,0.41554,125,355,0.36420,0.46687
1994,Saxony,Urban regions,Full Time,0.44691,293,584,0.40656,0.48727
1994,Saxony,Urban regions,Part Time,0.11273,72,584,0.08706,0.13840
1994,Saxony,Urban regions,Not Working,0.44035,219,584,0.40006,0.48065
1994,Saxony,Rural regions,Full Time,0.43009,267,544,0.38845,0.47174
1994,Saxony,Rural regions,Part Time,0.12396,79,544,0.09625,0.15168
1994,Saxony,Rural regions,Not Working,0.44594,198,544,0.40413,0.48775
1994,Saxony-Anhalt,Urban regions,Full Time,0.43149,78,133,0.34700,0.51599
1994,Saxony-Anhalt,Urban regions,Not Working,0.42697,55,133,0.34258,0.51135
1994,Saxony-Anhalt,Rural regions,Full Time,0.43999,276,546,0.39831,0.48166
1994,Saxony-Anhalt,Rural regions,Part Time,0.13896,85,546,0.10992,0.16800
1994,Saxony-Anhalt,Rural regions,Not Working,0.42105,185,546,0.37960,0.46251
1994,Thuringa,Urban regions,Full Time,0.49501,104,165,0.41849,0.57153
1994,Thuringa,Urban regions,Not Working,0.36620,61,165,0.29247,0.43994
1994,Thuringa,Rural regions,Full Time,0.36305,210,475,0.31976,0.40634
1994,Thuringa,Rural regions,Part Time,0.16291,88,475,0.12967,0.19616
1994,Thuringa,Rural regions,Not Working,0.47404,177,475,0.42909,0.51899
1995,Schleswig-Holstein,Urban regions,Full Time,0.38818,55,140,0.30717,0.46920
1995,Schleswig-Holstein,Urban regions,Part Time,0.21750,34,140,0.14892,0.28608
1995,Schleswig-Holstein,Urban regions,Not Working,0.39432,51,140,0.31307,0.47556
1995,Schleswig-Holstein,Rural regions,Full Time,0.35773,58,144,0.27916,0.43629
1995,Schleswig-Holstein,Rural regions,Part Time,0.22948,35,144,0.16056,0.29840
1995,Schleswig-Holstein,Rural regions,Not Working,0.41279,51,144,0.33210,0.49349
1995,Hamburg,Urban regions,Full Time,0.41431,57,109,0.32141,0.50722
1995,Hamburg,Urban regions,Not Working,0.40448,52,109,0.31192,0.49704
1995,Lower Saxony,Urban regions,Full Time,0.40337,213,519,0.36112,0.44562
1995,Lower Saxony,Urban regions,Part Time,0.14795,94,519,0.11737,0.17852
1995,Lower Saxony,Urban regions,Not Working,0.44868,212,519,0.40585,0.49152
1995,Lower Saxony,Rural regions,Full Time,0.39728,230,524,0.35534,0.43922
1995,Lower Saxony,Rural regions,Part Time,0.19828,111,524,0.16411,0.23245
1995,Lower Saxony,Rural regions,Not Working,0.40444,183,524,0.36238,0.44650
1995,Bremen,Urban regions,Not Working,0.61751,48,48,0.47857,0.75645
1995,North Rhine-Westphalia,Urban regions,Full Time,0.39460,1042,2513,0.37548,0.41371
1995,North Rhine-Westphalia,Urban regions,Part Time,0.19610,544,2513,0.18057,0.21163
1995,North Rhine-Westphalia,Urban regions,Not Working,0.40931,927,2513,0.39008,0.42853
1995,North Rhine-Westphalia,Rural regions,Full Time,0.46683,35,35,0.29913,0.63452
1995,Hesse,Urban regions,Full Time,0.36865,340,803,0.33526,0.40204
1995,Hesse,Urban regions,Part Time,0.19508,174,803,0.16765,0.22250
1995,Hesse,Urban regions,Not Working,0.43627,289,803,0.40195,0.47060
1995,Hesse,Rural regions,Full Time,0.34339,60,115,0.25622,0.43056
1995,Hesse,Rural regions,Not Working,0.49049,55,115,0.39872,0.58226
1995,"Rhineland-Palatinate, Saarland",Urban regions,Full Time,0.36777,227,577,0.32839,0.40715
1995,"Rhineland-Palatinate, Saarland",Urban regions,Part Time,0.18218,110,577,0.15066,0.21371
1995,"Rhineland-Palatinate, Saarland",Urban regions,Not Working,0.45005,240,577,0.40942,0.49068
1995,"Rhineland-Palatinate, Saarland",Rural regions,Full Time,0.43758,58,115,0.34651,0.52865
1995,"Rhineland-Palatinate, Saarland",Rural regions,Not Working,0.45338,57,115,0.36199,0.54476
1995,Baden-Wuerttemberg,Urban regions,Full Time,0.41207,714,1568,0.38770,0.43645
1995,Baden-Wuerttemberg,Urban regions,Part Time,0.20671,322,1568,0.18666,0.22676
1995,Baden-Wuerttemberg,Urban regions,Not Working,0.38122,532,1568,0.35717,0.40527
1995,Baden-Wuerttemberg,Rural regions,Full Time,0.36007,96,223,0.29692,0.42321
1995,Baden-Wuerttemberg,Rural regions,Part Time,0.18597,41,223,0.13479,0.23715
1995,Baden-Wuerttemberg,Rural regions,Not Working,0.45396,86,223,0.38847,0.51945
1995,Bavaria,Urban regions,Full Time,0.39029,377,854,0.35755,0.42302
1995,Bavaria,Urban regions,Part Time,0.21528,189,854,0.18770,0.24286
1995,Bavaria,Urban regions,Not Working,0.39443,288,854,0.36163,0.42723
1995,Bavaria,Rural regions,Full Time,0.39577,386,835,0.36258,0.42896
1995,Bavaria,Rural regions,Part Time,0.20796,175,835,0.18041,0.23550
1995,Bavaria,Rural regions,Not Working,0.39627,274,835,0.36308,0.42947
1995,Berlin,Urban regions,Full Time,0.42088,260,569,0.38028,0.46148
1995,Berlin,Urban regions,Part Time,0.17895,110,569,0.14742,0.21047
1995,Berlin,Urban regions,Not Working,0.40017,199,569,0.35988,0.44046
1995,Brandenburg,Rural regions,Full Time,0.45143,279,569,0.41050,0.49235
1995,Brandenburg,Rural regions,Part Time,0.11931,78,569,0.09265,0.14597
