"plb0219","year","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, alle 2 Wochen","2018","Hamburg","","","",""
"Ja, alle 2 Wochen","2018","Niedersachsen","","","",""
"Ja, alle 2 Wochen","2018","Bremen","","","",""
"Ja, alle 2 Wochen","2018","Nordrhein-Westfalen","","","",""
"Ja, alle 2 Wochen","2018","Hessen","","","",""
"Ja, alle 2 Wochen","2018","Rheinland-Pfalz,Saarland","","","",""
"Ja, alle 2 Wochen","2018","Baden-Wuerttemberg","","","",""
"Ja, alle 2 Wochen","2018","Bayern","","","",""
"Ja, alle 2 Wochen","2018","Saarland","","","",""
"Ja, alle 2 Wochen","2018","Berlin","","","",""
"Ja, alle 2 Wochen","2018","Brandenburg","","","",""
"Ja, alle 2 Wochen","2018","Mecklenburg-Vorpommern","","","",""
"Ja, alle 2 Wochen","2018","Sachsen","","","",""
"Ja, alle 2 Wochen","2018","Sachsen-Anhalt","","","",""
"Ja, alle 2 Wochen","2018","Thueringen","","","",""
"Ja, alle 3-4 Wochen","2018","Schleswig-Holstein","","","",""
"Ja, alle 3-4 Wochen","2018","Hamburg","","","",""
"Ja, alle 3-4 Wochen","2018","Niedersachsen","","","",""
"Ja, alle 3-4 Wochen","2018","Bremen","","","",""
"Ja, alle 3-4 Wochen","2018","Nordrhein-Westfalen","","","",""
"Ja, alle 3-4 Wochen","2018","Hessen","","","",""
"Ja, alle 3-4 Wochen","2018","Rheinland-Pfalz,Saarland","","","",""
"Ja, alle 3-4 Wochen","2018","Baden-Wuerttemberg","","","",""
"Ja, alle 3-4 Wochen","2018","Bayern","","","",""
"Ja, alle 3-4 Wochen","2018","Saarland","","","",""
"Ja, alle 3-4 Wochen","2018","Berlin","","","",""
"Ja, alle 3-4 Wochen","2018","Brandenburg","","","",""
"Ja, alle 3-4 Wochen","2018","Mecklenburg-Vorpommern","","","",""
"Ja, alle 3-4 Wochen","2018","Sachsen","","","",""
"Ja, alle 3-4 Wochen","2018","Sachsen-Anhalt","","","",""
"Ja, alle 3-4 Wochen","2018","Thueringen","","","",""
"Seltener","2018","Schleswig-Holstein","","","",""
"Seltener","2018","Hamburg","","","",""
"Seltener","2018","Niedersachsen","","","",""
"Seltener","2018","Bremen","","","",""
"Seltener","2018","Nordrhein-Westfalen","","","",""
"Seltener","2018","Hessen","","","",""
"Seltener","2018","Rheinland-Pfalz,Saarland","","","",""
"Seltener","2018","Baden-Wuerttemberg","","","",""
"Seltener","2018","Bayern","","","",""
"Seltener","2018","Saarland","","","",""
"Seltener","2018","Berlin","","","",""
"Seltener","2018","Brandenburg","","","",""
"Seltener","2018","Mecklenburg-Vorpommern","","","",""
"Seltener","2018","Sachsen","","","",""
"Seltener","2018","Sachsen-Anhalt","","","",""
"Seltener","2018","Thueringen","","","",""
"Nein, nie","2019","Schleswig-Holstein","373","0.650771343495734","0.613215984876531","0.688326702114937"
"Nein, nie","2019","Hamburg","205","0.626724097239371","0.575906790640609","0.677541403838133"
"Nein, nie","2019","Niedersachsen","999","0.619873327120614","0.596372980874266","0.643373673366961"
"Nein, nie","2019","Bremen","81","0.55715708270259","0.469729005348024","0.644585160057156"
"Nein, nie","2019","Nordrhein-Westfalen","2094","0.625363293085683","0.60924922596001","0.641477360211355"
"Nein, nie","2019","Hessen","683","0.605706045612365","0.577786980413984","0.633625110810745"
"Nein, nie","2019","Rheinland-Pfalz,Saarland","605","0.687969284752929","0.658428951895388","0.71750961761047"
"Nein, nie","2019","Baden-Wuerttemberg","1210","0.654016433256457","0.632672179670973","0.675360686841941"
"Nein, nie","2019","Bayern","1698","0.636613009496864","0.618338400395778","0.65488761859795"
"Nein, nie","2019","Saarland","","","",""
"Nein, nie","2019","Berlin","347","0.5411020307437","0.503676136599268","0.578527924888133"
"Nein, nie","2019","Brandenburg","402","0.630767972516914","0.593349835466357","0.66818610956747"
"Nein, nie","2019","Mecklenburg-Vorpommern","197","0.58274601249608","0.530863230323025","0.634628794669135"
"Nein, nie","2019","Sachsen","646","0.62767620433493","0.598435914679054","0.656916493990806"
"Nein, nie","2019","Sachsen-Anhalt","310","0.595009889298992","0.552817830235534","0.63720194836245"
"Nein, nie","2019","Thueringen","355","0.630828573157198","0.590966157642142","0.670690988672253"
"Ja, jede Woche","2019","Schleswig-Holstein","56","0.0557143604609766","0.0376451975334948","0.0737835233884584"
"Ja, jede Woche","2019","Hamburg","30","0.0519065036553766","0.028599044008153","0.0752139633026001"
"Ja, jede Woche","2019","Niedersachsen","131","0.065973203168564","0.0539554835433766","0.0779909227937514"
"Ja, jede Woche","2019","Bremen","10","","",""
"Ja, jede Woche","2019","Nordrhein-Westfalen","274","0.0802596737339813","0.0712145373182167","0.0893048101497459"
"Ja, jede Woche","2019","Hessen","103","0.082887270334486","0.0671360161784395","0.0986385244905326"
"Ja, jede Woche","2019","Rheinland-Pfalz,Saarland","44","0.0241052749095785","0.0143263814074657","0.0338841684116912"
"Ja, jede Woche","2019","Baden-Wuerttemberg","109","0.0490996214464538","0.0394042268817442","0.0587950160111634"
"Ja, jede Woche","2019","Bayern","188","0.071667234029023","0.061866969121691","0.0814674989363551"
"Ja, jede Woche","2019","Saarland","","","",""
"Ja, jede Woche","2019","Berlin","49","0.0576579790391549","0.04015110843412","0.0751648496441897"
"Ja, jede Woche","2019","Brandenburg","40","0.0548357603696835","0.0371841944972117","0.0724873262421552"
"Ja, jede Woche","2019","Mecklenburg-Vorpommern","28","","",""
"Ja, jede Woche","2019","Sachsen","68","0.0574156803384988","0.0433445558749238","0.0714868048020739"
"Ja, jede Woche","2019","Sachsen-Anhalt","40","0.0904595929973584","0.0658057439371941","0.115113442057523"
"Ja, jede Woche","2019","Thueringen","32","0.0440992721444959","0.0271396566998977","0.061058887589094"
"Ja, alle 2 Wochen","2019","Schleswig-Holstein","74","0.102852124325012","0.0789221949910463","0.126782053658978"
"Ja, alle 2 Wochen","2019","Hamburg","25","","",""
"Ja, alle 2 Wochen","2019","Niedersachsen","166","0.111070643111415","0.0958584481767638","0.126282838046065"
"Ja, alle 2 Wochen","2019","Bremen","11","","",""
"Ja, alle 2 Wochen","2019","Nordrhein-Westfalen","330","0.089186495359551","0.079697983785959","0.098675006933143"
"Ja, alle 2 Wochen","2019","Hessen","113","0.0970988960137472","0.0801833080581837","0.114014483969311"
"Ja, alle 2 Wochen","2019","Rheinland-Pfalz,Saarland","98","0.111337500253634","0.0912825611818538","0.131392439325415"
"Ja, alle 2 Wochen","2019","Baden-Wuerttemberg","154","0.0968614755831175","0.0835902316988829","0.110132719467352"
"Ja, alle 2 Wochen","2019","Bayern","231","0.0759934214145517","0.0659252364754902","0.0860616063536132"
"Ja, alle 2 Wochen","2019","Saarland","","","",""
"Ja, alle 2 Wochen","2019","Berlin","75","0.120251487985643","0.0958228622954019","0.144680113675884"
"Ja, alle 2 Wochen","2019","Brandenburg","71","0.108843697800098","0.0846959713610635","0.132991424239132"
"Ja, alle 2 Wochen","2019","Mecklenburg-Vorpommern","45","0.107349789099561","0.0747792754683376","0.139920302730784"
"Ja, alle 2 Wochen","2019","Sachsen","120","0.125563553131083","0.105521169751614","0.145605936510551"
"Ja, alle 2 Wochen","2019","Sachsen-Anhalt","57","0.114467537006647","0.087102891171761","0.141832182841533"
"Ja, alle 2 Wochen","2019","Thueringen","53","0.104084007695573","0.0788596834084413","0.129308331982705"
"Ja, alle 3-4 Wochen","2019","Schleswig-Holstein","33","0.039740010001419","0.0243509827202682","0.0551290372825698"
"Ja, alle 3-4 Wochen","2019","Hamburg","17","","",""
"Ja, alle 3-4 Wochen","2019","Niedersachsen","92","0.0613104323058809","0.049696299199122","0.0729245654126398"
"Ja, alle 3-4 Wochen","2019","Bremen","4","","",""
"Ja, alle 3-4 Wochen","2019","Nordrhein-Westfalen","198","0.05493924046735","0.0473533773330954","0.0625251036016046"
"Ja, alle 3-4 Wochen","2019","Hessen","96","0.0572666876311366","0.0439925805035196","0.0705407947587537"
"Ja, alle 3-4 Wochen","2019","Rheinland-Pfalz,Saarland","48","0.044756853391367","0.0315737115422417","0.0579399952404923"
"Ja, alle 3-4 Wochen","2019","Baden-Wuerttemberg","143","0.062697759868716","0.0518203687334218","0.0735751510040101"
"Ja, alle 3-4 Wochen","2019","Bayern","162","0.0564339301278748","0.0476663052647105","0.0652015549910391"
"Ja, alle 3-4 Wochen","2019","Saarland","","","",""
"Ja, alle 3-4 Wochen","2019","Berlin","55","0.0688381598366902","0.0498229226832977","0.0878533969900826"
"Ja, alle 3-4 Wochen","2019","Brandenburg","37","0.0596239458623109","0.0412645325158437","0.077983359208778"
"Ja, alle 3-4 Wochen","2019","Mecklenburg-Vorpommern","19","","",""
"Ja, alle 3-4 Wochen","2019","Sachsen","55","0.0430442986958378","0.0307682902997092","0.0553203070919663"
"Ja, alle 3-4 Wochen","2019","Sachsen-Anhalt","30","0.0682035250062185","0.0465359473688289","0.089871102643608"
"Ja, alle 3-4 Wochen","2019","Thueringen","37","0.0574543363980957","0.0382319855450443","0.0766766872511472"
"Seltener","2019","Schleswig-Holstein","83","0.150922161716858","0.122721907209101","0.179122416224615"
"Seltener","2019","Hamburg","71","0.205110293358546","0.162686877568598","0.247533709148493"
"Seltener","2019","Niedersachsen","251","0.141772394293527","0.124885270340611","0.158659518246442"
"Seltener","2019","Bremen","18","","",""
"Seltener","2019","Nordrhein-Westfalen","570","0.150251297353435","0.138355647227944","0.162146947478926"
"Seltener","2019","Hessen","182","0.157041100408266","0.136255157766177","0.177827043050354"
"Seltener","2019","Rheinland-Pfalz,Saarland","150","0.131831086692491","0.110261430725146","0.153400742659836"
"Seltener","2019","Baden-Wuerttemberg","292","0.137324709845256","0.121880811648643","0.152768608041869"
"Seltener","2019","Bayern","382","0.159292404931687","0.145388215571917","0.173196594291456"
"Seltener","2019","Saarland","","","",""
"Seltener","2019","Berlin","155","0.212150342394812","0.181444707695105","0.242855977094519"
"Seltener","2019","Brandenburg","89","0.145928623450994","0.118556090428006","0.173301156473983"
"Seltener","2019","Mecklenburg-Vorpommern","58","0.17504204336999","0.135059497085464","0.215024589654516"
"Seltener","2019","Sachsen","161","0.146300263499651","0.124924158732479","0.167676368266823"
"Seltener","2019","Sachsen-Anhalt","83","0.131859455690784","0.102779276506896","0.160939634874673"
"Seltener","2019","Thueringen","86","0.163533810604638","0.132983061227964","0.194084559981311"
