"hlf0001_h","year","bula_h","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Eigentümer","2001","Niedersachsen","Städtischer Raum","216","0.430169100219311","0.385969618661732","0.47436858177689"
"Eigentümer","2001","Niedersachsen","Ländlicher Raum","306","0.598855979131912","0.554963340348978","0.642748617914847"
"Eigentümer","2001","Bremen","Städtischer Raum","38","0.328718415658617","0.236185791674437","0.421251039642797"
"Eigentümer","2001","Bremen","Ländlicher Raum","","","",""
"Eigentümer","2001","Nordrhein-Westfalen","Städtischer Raum","1010","0.386765066138262","0.367381696254657","0.406148436021866"
"Eigentümer","2001","Nordrhein-Westfalen","Ländlicher Raum","37","0.568709907321184","0.443395038506132","0.694024776136235"
"Eigentümer","2001","Hessen","Städtischer Raum","267","0.415459350010583","0.376978075812907","0.45394062420826"
"Eigentümer","2001","Hessen","Ländlicher Raum","92","0.591778722971396","0.512859563989078","0.670697881953715"
"Eigentümer","2001","Rheinland-Pfalz,Saarland","Städtischer Raum","301","0.527905402429166","0.486183960000695","0.569626844857637"
"Eigentümer","2001","Rheinland-Pfalz,Saarland","Ländlicher Raum","110","0.578744939380202","0.504521718028381","0.652968160732023"
"Eigentümer","2001","Baden-Württemberg","Städtischer Raum","569","0.465493987965886","0.437595398706378","0.493392577225393"
"Eigentümer","2001","Baden-Württemberg","Ländlicher Raum","65","0.428945593617223","0.345147229461892","0.512743957772554"
"Eigentümer","2001","Bayern","Städtischer Raum","365","0.443977568779828","0.40897464831299","0.478980489246665"
"Eigentümer","2001","Bayern","Ländlicher Raum","499","0.56100453668841","0.52748444113338","0.594524632243441"
"Eigentümer","2001","Saarland","Städtischer Raum","","","",""
"Eigentümer","2001","Saarland","Ländlicher Raum","","","",""
"Eigentümer","2001","Berlin","Städtischer Raum","60","0.104993978500394","0.077599014899094","0.132388942101693"
"Eigentümer","2001","Berlin","Ländlicher Raum","","","",""
"Eigentümer","2001","Brandenburg","Städtischer Raum","5","","",""
"Eigentümer","2001","Brandenburg","Ländlicher Raum","195","0.373959870554354","0.329887015802311","0.418032725306397"
"Eigentümer","2001","Mecklenburg-Vorpommern","Städtischer Raum","4","","",""
"Eigentümer","2001","Mecklenburg-Vorpommern","Ländlicher Raum","98","0.371411808704809","0.31090893376573","0.431914683643888"
"Eigentümer","2001","Sachsen","Städtischer Raum","112","0.226239552696909","0.186225644122611","0.266253461271207"
"Eigentümer","2001","Sachsen","Ländlicher Raum","197","0.404549875744426","0.358106029770634","0.450993721718219"
"Eigentümer","2001","Sachsen-Anhalt","Städtischer Raum","16","","",""
"Eigentümer","2001","Sachsen-Anhalt","Ländlicher Raum","217","0.495916903121792","0.446980569563311","0.544853236680272"
"Eigentümer","2001","Thüringen","Städtischer Raum","55","0.286840708195194","0.212968597066979","0.360712819323409"
"Eigentümer","2001","Thüringen","Ländlicher Raum","187","0.443189901595902","0.391146874621337","0.495232928570467"
"Altersheim","2001","Schleswig-Holstein","Städtischer Raum","","","",""
"Altersheim","2001","Schleswig-Holstein","Ländlicher Raum","","","",""
"Altersheim","2001","Hamburg","Städtischer Raum","","","",""
"Altersheim","2001","Hamburg","Ländlicher Raum","","","",""
"Altersheim","2001","Niedersachsen","Städtischer Raum","","","",""
"Altersheim","2001","Niedersachsen","Ländlicher Raum","","","",""
"Altersheim","2001","Bremen","Städtischer Raum","","","",""
"Altersheim","2001","Bremen","Ländlicher Raum","","","",""
"Altersheim","2001","Nordrhein-Westfalen","Städtischer Raum","1","","",""
"Altersheim","2001","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Altersheim","2001","Hessen","Städtischer Raum","","","",""
"Altersheim","2001","Hessen","Ländlicher Raum","","","",""
"Altersheim","2001","Rheinland-Pfalz,Saarland","Städtischer Raum","","","",""
"Altersheim","2001","Rheinland-Pfalz,Saarland","Ländlicher Raum","","","",""
"Altersheim","2001","Baden-Württemberg","Städtischer Raum","","","",""
"Altersheim","2001","Baden-Württemberg","Ländlicher Raum","","","",""
"Altersheim","2001","Bayern","Städtischer Raum","","","",""
"Altersheim","2001","Bayern","Ländlicher Raum","","","",""
"Altersheim","2001","Saarland","Städtischer Raum","","","",""
"Altersheim","2001","Saarland","Ländlicher Raum","","","",""
"Altersheim","2001","Berlin","Städtischer Raum","","","",""
"Altersheim","2001","Berlin","Ländlicher Raum","","","",""
"Altersheim","2001","Brandenburg","Städtischer Raum","","","",""
"Altersheim","2001","Brandenburg","Ländlicher Raum","","","",""
"Altersheim","2001","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Altersheim","2001","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Altersheim","2001","Sachsen","Städtischer Raum","","","",""
"Altersheim","2001","Sachsen","Ländlicher Raum","","","",""
"Altersheim","2001","Sachsen-Anhalt","Städtischer Raum","","","",""
"Altersheim","2001","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Altersheim","2001","Thüringen","Städtischer Raum","","","",""
"Altersheim","2001","Thüringen","Ländlicher Raum","","","",""
"Mieter","2001","Schleswig-Holstein","Städtischer Raum","","","",""
"Mieter","2001","Schleswig-Holstein","Ländlicher Raum","","","",""
"Mieter","2001","Hamburg","Städtischer Raum","","","",""
"Mieter","2001","Hamburg","Ländlicher Raum","","","",""
"Mieter","2001","Niedersachsen","Städtischer Raum","","","",""
"Mieter","2001","Niedersachsen","Ländlicher Raum","","","",""
"Mieter","2001","Bremen","Städtischer Raum","","","",""
"Mieter","2001","Bremen","Ländlicher Raum","","","",""
"Mieter","2001","Nordrhein-Westfalen","Städtischer Raum","","","",""
"Mieter","2001","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Mieter","2001","Hessen","Städtischer Raum","","","",""
"Mieter","2001","Hessen","Ländlicher Raum","","","",""
"Mieter","2001","Rheinland-Pfalz,Saarland","Städtischer Raum","","","",""
"Mieter","2001","Rheinland-Pfalz,Saarland","Ländlicher Raum","","","",""
"Mieter","2001","Baden-Württemberg","Städtischer Raum","","","",""
"Mieter","2001","Baden-Württemberg","Ländlicher Raum","","","",""
"Mieter","2001","Bayern","Städtischer Raum","","","",""
"Mieter","2001","Bayern","Ländlicher Raum","","","",""
"Mieter","2001","Saarland","Städtischer Raum","","","",""
"Mieter","2001","Saarland","Ländlicher Raum","","","",""
"Mieter","2001","Berlin","Städtischer Raum","","","",""
"Mieter","2001","Berlin","Ländlicher Raum","","","",""
"Mieter","2001","Brandenburg","Städtischer Raum","","","",""
"Mieter","2001","Brandenburg","Ländlicher Raum","","","",""
"Mieter","2001","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Mieter","2001","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Mieter","2001","Sachsen","Städtischer Raum","","","",""
"Mieter","2001","Sachsen","Ländlicher Raum","","","",""
"Mieter","2001","Sachsen-Anhalt","Städtischer Raum","","","",""
"Mieter","2001","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Mieter","2001","Thüringen","Städtischer Raum","","","",""
"Mieter","2001","Thüringen","Ländlicher Raum","","","",""
"Hauptmieter","2002","Schleswig-Holstein","Städtischer Raum","83","0.595876450761648","0.522110011436046","0.669642890087249"
"Hauptmieter","2002","Schleswig-Holstein","Ländlicher Raum","76","0.355439778021175","0.292617971041875","0.418261585000475"
"Hauptmieter","2002","Hamburg","Städtischer Raum","131","0.791089787588705","0.734464786904588","0.847714788272821"
"Hauptmieter","2002","Hamburg","Ländlicher Raum","","","",""
"Hauptmieter","2002","Niedersachsen","Städtischer Raum","243","0.53234576139","0.489294827397618","0.575396695382382"
"Hauptmieter","2002","Niedersachsen","Ländlicher Raum","167","0.371452404311175","0.329557778811521","0.413347029810829"
"Hauptmieter","2002","Bremen","Städtischer Raum","53","0.582116058621727","0.487325724834062","0.676906392409392"
"Hauptmieter","2002","Bremen","Ländlicher Raum","","","",""
"Hauptmieter","2002","Nordrhein-Westfalen","Städtischer Raum","1343","0.594601381376738","0.575481526776471","0.613721235977005"
"Hauptmieter","2002","Nordrhein-Westfalen","Ländlicher Raum","19","","",""
"Hauptmieter","2002","Hessen","Städtischer Raum","374","0.582202271879808","0.546051709730329","0.618352834029287"
"Hauptmieter","2002","Hessen","Ländlicher Raum","59","0.394432957304013","0.316221536588207","0.472644378019818"
"Hauptmieter","2002","Rheinland-Pfalz,Saarland","Städtischer Raum","224","0.423562653983208","0.382637628082986","0.46448767988343"
"Hauptmieter","2002","Rheinland-Pfalz,Saarland","Ländlicher Raum","59","0.392702595538668","0.319931713688657","0.465473477388679"
"Hauptmieter","2002","Baden-Württemberg","Städtischer Raum","630","0.483944143654728","0.456995143492169","0.510893143817288"
"Hauptmieter","2002","Baden-Württemberg","Ländlicher Raum","59","0.52587344945034","0.440366738106971","0.611380160793709"
"Hauptmieter","2002","Bayern","Städtischer Raum","412","0.522310996754263","0.488927173530884","0.555694819977642"
"Hauptmieter","2002","Bayern","Ländlicher Raum","320","0.421101253164485","0.388179284939022","0.454023221389947"
"Hauptmieter","2002","Saarland","Städtischer Raum","","","",""
"Hauptmieter","2002","Saarland","Ländlicher Raum","","","",""
"Hauptmieter","2002","Berlin","Städtischer Raum","409","0.870170242858426","0.840738331673434","0.899602154043417"
"Hauptmieter","2002","Berlin","Ländlicher Raum","","","",""
"Hauptmieter","2002","Brandenburg","Städtischer Raum","29","","",""
"Hauptmieter","2002","Brandenburg","Ländlicher Raum","263","0.602306146293435","0.557869812570892","0.646742480015979"
"Hauptmieter","2002","Mecklenburg-Vorpommern","Städtischer Raum","33","0.841821113132303","0.728736827273069","0.954905398991537"
"Hauptmieter","2002","Mecklenburg-Vorpommern","Ländlicher Raum","131","0.619123929160336","0.557559510965645","0.680688347355027"
"Hauptmieter","2002","Sachsen","Städtischer Raum","293","0.757588712028279","0.716653201583971","0.798524222472586"
"Hauptmieter","2002","Sachsen","Ländlicher Raum","218","0.564436611184696","0.517407429131234","0.611465793238159"
"Hauptmieter","2002","Sachsen-Anhalt","Städtischer Raum","83","0.896583486010361","0.837490175581836","0.955676796438885"
"Hauptmieter","2002","Sachsen-Anhalt","Ländlicher Raum","188","0.515591150842916","0.466676983358536","0.564505318327297"
"Hauptmieter","2002","Thüringen","Städtischer Raum","85","0.717130927422523","0.643822137733762","0.790439717111284"
"Hauptmieter","2002","Thüringen","Ländlicher Raum","148","0.504686560096146","0.452156318889011","0.557216801303281"
"Untermieter","2002","Schleswig-Holstein","Städtischer Raum","4","","",""
"Untermieter","2002","Schleswig-Holstein","Ländlicher Raum","2","","",""
"Untermieter","2002","Hamburg","Städtischer Raum","4","","",""
"Untermieter","2002","Hamburg","Ländlicher Raum","","","",""
"Untermieter","2002","Niedersachsen","Städtischer Raum","11","","",""
"Untermieter","2002","Niedersachsen","Ländlicher Raum","10","","",""
"Untermieter","2002","Bremen","Städtischer Raum","1","","",""
"Untermieter","2002","Bremen","Ländlicher Raum","","","",""
"Untermieter","2002","Nordrhein-Westfalen","Städtischer Raum","35","0.0188846938380439","0.0135838440719406","0.0241855436041471"
"Untermieter","2002","Nordrhein-Westfalen","Ländlicher Raum","2","","",""
"Untermieter","2002","Hessen","Städtischer Raum","13","","",""
"Untermieter","2002","Hessen","Ländlicher Raum","4","","",""
"Untermieter","2002","Rheinland-Pfalz,Saarland","Städtischer Raum","10","","",""
"Untermieter","2002","Rheinland-Pfalz,Saarland","Ländlicher Raum","4","","",""
"Untermieter","2002","Baden-Württemberg","Städtischer Raum","24","","",""
"Untermieter","2002","Baden-Württemberg","Ländlicher Raum","2","","",""
"Untermieter","2002","Bayern","Städtischer Raum","14","","",""
"Untermieter","2002","Bayern","Ländlicher Raum","18","","",""
"Untermieter","2002","Saarland","Städtischer Raum","","","",""
"Untermieter","2002","Saarland","Ländlicher Raum","","","",""
"Untermieter","2002","Berlin","Städtischer Raum","13","","",""
"Untermieter","2002","Berlin","Ländlicher Raum","","","",""
"Untermieter","2002","Brandenburg","Städtischer Raum","1","","",""
"Untermieter","2002","Brandenburg","Ländlicher Raum","15","","",""
"Untermieter","2002","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Untermieter","2002","Mecklenburg-Vorpommern","Ländlicher Raum","6","","",""
"Untermieter","2002","Sachsen","Städtischer Raum","13","","",""
"Untermieter","2002","Sachsen","Ländlicher Raum","4","","",""
"Untermieter","2002","Sachsen-Anhalt","Städtischer Raum","","","",""
"Untermieter","2002","Sachsen-Anhalt","Ländlicher Raum","8","","",""
"Untermieter","2002","Thüringen","Städtischer Raum","","","",""
"Untermieter","2002","Thüringen","Ländlicher Raum","17","","",""
"Eigentümer","2002","Schleswig-Holstein","Städtischer Raum","83","0.382119262823716","0.309076797346188","0.455161728301245"
"Eigentümer","2002","Schleswig-Holstein","Ländlicher Raum","145","0.625530074482767","0.562007479833525","0.689052669132009"
"Eigentümer","2002","Hamburg","Städtischer Raum","63","0.187564181952857","0.133190971006021","0.241937392899694"
"Eigentümer","2002","Hamburg","Ländlicher Raum","","","",""
"Eigentümer","2002","Niedersachsen","Städtischer Raum","262","0.436036474887877","0.39324964027212","0.478823309503634"
"Eigentümer","2002","Niedersachsen","Ländlicher Raum","334","0.610192979744922","0.567907031637348","0.652478927852496"
"Eigentümer","2002","Bremen","Städtischer Raum","50","0.400456000663692","0.306284529617263","0.494627471710121"
"Eigentümer","2002","Bremen","Ländlicher Raum","","","",""
"Eigentümer","2002","Nordrhein-Westfalen","Städtischer Raum","1154","0.385368952989067","0.366416034069318","0.404321871908816"
"Eigentümer","2002","Nordrhein-Westfalen","Ländlicher Raum","37","0.574212339905568","0.446959673745142","0.701465006065993"
"Eigentümer","2002","Hessen","Städtischer Raum","328","0.387666173374316","0.351953846376037","0.423378500372596"
"Eigentümer","2002","Hessen","Ländlicher Raum","87","0.554359621386753","0.474818717209294","0.633900525564211"
"Eigentümer","2002","Rheinland-Pfalz,Saarland","Städtischer Raum","326","0.55768283734194","0.516547542671144","0.598818132012736"
"Eigentümer","2002","Rheinland-Pfalz,Saarland","Ländlicher Raum","110","0.579933423935514","0.506385033527521","0.653481814343507"
"Eigentümer","2002","Baden-Württemberg","Städtischer Raum","667","0.494314281171625","0.467353119198137","0.521275443145114"
"Eigentümer","2002","Baden-Württemberg","Ländlicher Raum","70","0.445566311024082","0.360453796318015","0.530678825730148"
"Eigentümer","2002","Bayern","Städtischer Raum","434","0.46255678026926","0.429233504650445","0.495880055888074"
"Eigentümer","2002","Bayern","Ländlicher Raum","526","0.558525401713314","0.525414916538599","0.591635886888029"
"Eigentümer","2002","Saarland","Städtischer Raum","","","",""
"Eigentümer","2002","Saarland","Ländlicher Raum","","","",""
"Eigentümer","2002","Berlin","Städtischer Raum","79","0.104014553994544","0.0772828427460807","0.130746265243007"
"Eigentümer","2002","Berlin","Ländlicher Raum","","","",""
"Eigentümer","2002","Brandenburg","Städtischer Raum","5","","",""
"Eigentümer","2002","Brandenburg","Ländlicher Raum","188","0.362293031458622","0.318651929882907","0.405934133034337"
"Eigentümer","2002","Mecklenburg-Vorpommern","Städtischer Raum","7","","",""
"Eigentümer","2002","Mecklenburg-Vorpommern","Ländlicher Raum","102","0.370317005787901","0.309096494694097","0.431537516881705"
"Eigentümer","2002","Sachsen","Städtischer Raum","115","0.212299039630108","0.173236385763161","0.251361693497055"
"Eigentümer","2002","Sachsen","Ländlicher Raum","205","0.423588520418813","0.376720937634196","0.470456103203431"
"Eigentümer","2002","Sachsen-Anhalt","Städtischer Raum","19","","",""
"Eigentümer","2002","Sachsen-Anhalt","Ländlicher Raum","205","0.462723192791336","0.413921421476023","0.511524964106648"
"Eigentümer","2002","Thüringen","Städtischer Raum","60","0.282869072577477","0.209560282888716","0.356177862266238"
"Eigentümer","2002","Thüringen","Ländlicher Raum","183","0.433714856931009","0.381645980960888","0.48578373290113"
"Altersheim","2002","Schleswig-Holstein","Städtischer Raum","","","",""
"Altersheim","2002","Schleswig-Holstein","Ländlicher Raum","","","",""
"Altersheim","2002","Hamburg","Städtischer Raum","","","",""
"Altersheim","2002","Hamburg","Ländlicher Raum","","","",""
"Altersheim","2002","Niedersachsen","Städtischer Raum","","","",""
"Altersheim","2002","Niedersachsen","Ländlicher Raum","","","",""
"Altersheim","2002","Bremen","Städtischer Raum","","","",""
"Altersheim","2002","Bremen","Ländlicher Raum","","","",""
"Altersheim","2002","Nordrhein-Westfalen","Städtischer Raum","1","","",""
"Altersheim","2002","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Altersheim","2002","Hessen","Städtischer Raum","","","",""
"Altersheim","2002","Hessen","Ländlicher Raum","","","",""
"Altersheim","2002","Rheinland-Pfalz,Saarland","Städtischer Raum","","","",""
"Altersheim","2002","Rheinland-Pfalz,Saarland","Ländlicher Raum","","","",""
"Altersheim","2002","Baden-Württemberg","Städtischer Raum","","","",""
"Altersheim","2002","Baden-Württemberg","Ländlicher Raum","","","",""
"Altersheim","2002","Bayern","Städtischer Raum","","","",""
"Altersheim","2002","Bayern","Ländlicher Raum","","","",""
"Altersheim","2002","Saarland","Städtischer Raum","","","",""
"Altersheim","2002","Saarland","Ländlicher Raum","","","",""
"Altersheim","2002","Berlin","Städtischer Raum","","","",""
"Altersheim","2002","Berlin","Ländlicher Raum","","","",""
"Altersheim","2002","Brandenburg","Städtischer Raum","","","",""
"Altersheim","2002","Brandenburg","Ländlicher Raum","","","",""
"Altersheim","2002","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Altersheim","2002","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Altersheim","2002","Sachsen","Städtischer Raum","","","",""
"Altersheim","2002","Sachsen","Ländlicher Raum","","","",""
"Altersheim","2002","Sachsen-Anhalt","Städtischer Raum","","","",""
"Altersheim","2002","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Altersheim","2002","Thüringen","Städtischer Raum","","","",""
"Altersheim","2002","Thüringen","Ländlicher Raum","","","",""
"Mieter","2002","Schleswig-Holstein","Städtischer Raum","","","",""
"Mieter","2002","Schleswig-Holstein","Ländlicher Raum","","","",""
"Mieter","2002","Hamburg","Städtischer Raum","","","",""
"Mieter","2002","Hamburg","Ländlicher Raum","","","",""
"Mieter","2002","Niedersachsen","Städtischer Raum","","","",""
"Mieter","2002","Niedersachsen","Ländlicher Raum","","","",""
"Mieter","2002","Bremen","Städtischer Raum","","","",""
"Mieter","2002","Bremen","Ländlicher Raum","","","",""
"Mieter","2002","Nordrhein-Westfalen","Städtischer Raum","","","",""
"Mieter","2002","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Mieter","2002","Hessen","Städtischer Raum","","","",""
"Mieter","2002","Hessen","Ländlicher Raum","","","",""
"Mieter","2002","Rheinland-Pfalz,Saarland","Städtischer Raum","","","",""
"Mieter","2002","Rheinland-Pfalz,Saarland","Ländlicher Raum","","","",""
"Mieter","2002","Baden-Württemberg","Städtischer Raum","","","",""
"Mieter","2002","Baden-Württemberg","Ländlicher Raum","","","",""
"Mieter","2002","Bayern","Städtischer Raum","","","",""
"Mieter","2002","Bayern","Ländlicher Raum","","","",""
"Mieter","2002","Saarland","Städtischer Raum","","","",""
"Mieter","2002","Saarland","Ländlicher Raum","","","",""
"Mieter","2002","Berlin","Städtischer Raum","","","",""
"Mieter","2002","Berlin","Ländlicher Raum","","","",""
"Mieter","2002","Brandenburg","Städtischer Raum","","","",""
"Mieter","2002","Brandenburg","Ländlicher Raum","","","",""
"Mieter","2002","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Mieter","2002","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Mieter","2002","Sachsen","Städtischer Raum","","","",""
"Mieter","2002","Sachsen","Ländlicher Raum","","","",""
"Mieter","2002","Sachsen-Anhalt","Städtischer Raum","","","",""
"Mieter","2002","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Mieter","2002","Thüringen","Städtischer Raum","","","",""
"Mieter","2002","Thüringen","Ländlicher Raum","","","",""
"Hauptmieter","2003","Schleswig-Holstein","Städtischer Raum","77","0.594300633368965","0.518920040263971","0.669681226473959"
"Hauptmieter","2003","Schleswig-Holstein","Ländlicher Raum","67","0.318879397458685","0.255391907496756","0.382366887420613"
"Hauptmieter","2003","Hamburg","Städtischer Raum","124","0.803040250032903","0.745261279987918","0.860819220077888"
"Hauptmieter","2003","Hamburg","Ländlicher Raum","","","",""
"Hauptmieter","2003","Niedersachsen","Städtischer Raum","227","0.528514887608508","0.484088620196079","0.572941155020937"
"Hauptmieter","2003","Niedersachsen","Ländlicher Raum","166","0.372977615373898","0.330546863760266","0.415408366987531"
"Hauptmieter","2003","Bremen","Städtischer Raum","55","0.624148156940442","0.529689972802949","0.718606341077936"
"Hauptmieter","2003","Bremen","Ländlicher Raum","","","",""
"Hauptmieter","2003","Nordrhein-Westfalen","Städtischer Raum","1298","0.607506479410938","0.588159070558751","0.626853888263126"
"Hauptmieter","2003","Nordrhein-Westfalen","Ländlicher Raum","18","","",""
"Hauptmieter","2003","Hessen","Städtischer Raum","333","0.54246626205753","0.50471487086856","0.580217653246499"
"Hauptmieter","2003","Hessen","Ländlicher Raum","50","0.376321812195617","0.294900403809308","0.457743220581925"
"Hauptmieter","2003","Rheinland-Pfalz,Saarland","Städtischer Raum","227","0.422819765196846","0.381831045118716","0.463808485274977"
"Hauptmieter","2003","Rheinland-Pfalz,Saarland","Ländlicher Raum","58","0.425560917136608","0.350347225512251","0.500774608760965"
"Hauptmieter","2003","Baden-Württemberg","Städtischer Raum","601","0.483734330679315","0.456368186893399","0.511100474465232"
"Hauptmieter","2003","Baden-Württemberg","Ländlicher Raum","52","0.471396592729974","0.382453217819903","0.560339967640044"
"Hauptmieter","2003","Bayern","Städtischer Raum","401","0.534604545064261","0.500690860900235","0.568518229228287"
"Hauptmieter","2003","Bayern","Ländlicher Raum","304","0.413049685972704","0.379348670849615","0.446750701095793"
"Hauptmieter","2003","Saarland","Städtischer Raum","","","",""
"Hauptmieter","2003","Saarland","Ländlicher Raum","","","",""
"Hauptmieter","2003","Berlin","Städtischer Raum","404","0.86937507753663","0.839597994260281","0.899152160812979"
"Hauptmieter","2003","Berlin","Ländlicher Raum","","","",""
"Hauptmieter","2003","Brandenburg","Städtischer Raum","31","0.92616369889449","0.840740528828987","1.01158686895999"
"Hauptmieter","2003","Brandenburg","Ländlicher Raum","249","0.583825948373554","0.538829646230868","0.628822250516241"
"Hauptmieter","2003","Mecklenburg-Vorpommern","Städtischer Raum","32","0.819289180048405","0.698528242682471","0.940050117414338"
"Hauptmieter","2003","Mecklenburg-Vorpommern","Ländlicher Raum","130","0.591815865434978","0.529763129898143","0.653868600971813"
"Hauptmieter","2003","Sachsen","Städtischer Raum","287","0.745217463170879","0.703594462733202","0.786840463608556"
"Hauptmieter","2003","Sachsen","Ländlicher Raum","215","0.568385948719276","0.520960599945506","0.615811297493047"
"Hauptmieter","2003","Sachsen-Anhalt","Städtischer Raum","80","0.860916572546893","0.794412284637025","0.927420860456762"
"Hauptmieter","2003","Sachsen-Anhalt","Ländlicher Raum","179","0.523762276780272","0.474003280305115","0.573521273255428"
"Hauptmieter","2003","Thüringen","Städtischer Raum","83","0.71395122052351","0.639882576856287","0.788019864190734"
"Hauptmieter","2003","Thüringen","Ländlicher Raum","136","0.477052865017021","0.423883632659797","0.530222097374246"
"Untermieter","2003","Schleswig-Holstein","Städtischer Raum","4","","",""
"Untermieter","2003","Schleswig-Holstein","Ländlicher Raum","3","","",""
"Untermieter","2003","Hamburg","Städtischer Raum","3","","",""
"Untermieter","2003","Hamburg","Ländlicher Raum","","","",""
"Untermieter","2003","Niedersachsen","Städtischer Raum","6","","",""
"Untermieter","2003","Niedersachsen","Ländlicher Raum","11","","",""
"Untermieter","2003","Bremen","Städtischer Raum","","","",""
"Untermieter","2003","Bremen","Ländlicher Raum","","","",""
"Untermieter","2003","Nordrhein-Westfalen","Städtischer Raum","33","0.0180997484049933","0.0128177160030145","0.0233817808069721"
"Untermieter","2003","Nordrhein-Westfalen","Ländlicher Raum","4","","",""
"Untermieter","2003","Hessen","Städtischer Raum","19","","",""
"Untermieter","2003","Hessen","Ländlicher Raum","3","","",""
"Untermieter","2003","Rheinland-Pfalz,Saarland","Städtischer Raum","15","","",""
"Untermieter","2003","Rheinland-Pfalz,Saarland","Ländlicher Raum","1","","",""
"Untermieter","2003","Baden-Württemberg","Städtischer Raum","29","","",""
"Untermieter","2003","Baden-Württemberg","Ländlicher Raum","5","","",""
"Untermieter","2003","Bayern","Städtischer Raum","12","","",""
"Untermieter","2003","Bayern","Ländlicher Raum","20","","",""
"Untermieter","2003","Saarland","Städtischer Raum","","","",""
"Untermieter","2003","Saarland","Ländlicher Raum","","","",""
"Untermieter","2003","Berlin","Städtischer Raum","12","","",""
"Untermieter","2003","Berlin","Ländlicher Raum","","","",""
"Untermieter","2003","Brandenburg","Städtischer Raum","","","",""
"Untermieter","2003","Brandenburg","Ländlicher Raum","15","","",""
"Untermieter","2003","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Untermieter","2003","Mecklenburg-Vorpommern","Ländlicher Raum","6","","",""
"Untermieter","2003","Sachsen","Städtischer Raum","14","","",""
"Untermieter","2003","Sachsen","Ländlicher Raum","7","","",""
"Untermieter","2003","Sachsen-Anhalt","Städtischer Raum","2","","",""
"Untermieter","2003","Sachsen-Anhalt","Ländlicher Raum","9","","",""
"Untermieter","2003","Thüringen","Städtischer Raum","2","","",""
"Untermieter","2003","Thüringen","Ländlicher Raum","25","","",""
"Eigentümer","2003","Schleswig-Holstein","Städtischer Raum","82","0.374217523977577","0.299927919194834","0.44850712876032"
"Eigentümer","2003","Schleswig-Holstein","Ländlicher Raum","137","0.654948976455118","0.590188756941599","0.719709195968638"
"Eigentümer","2003","Hamburg","Städtischer Raum","55","0.18162517948003","0.125613763146041","0.237636595814019"
"Eigentümer","2003","Hamburg","Ländlicher Raum","","","",""
"Eigentümer","2003","Niedersachsen","Städtischer Raum","252","0.45515841275747","0.410839037112668","0.499477788402272"
"Eigentümer","2003","Niedersachsen","Ländlicher Raum","322","0.60151097834839","0.558554588231583","0.644467368465197"
"Eigentümer","2003","Bremen","Städtischer Raum","46","0.375851843059558","0.281393658922064","0.470310027197051"
"Eigentümer","2003","Bremen","Ländlicher Raum","","","",""
"Eigentümer","2003","Nordrhein-Westfalen","Städtischer Raum","1115","0.373205706315518","0.354042518278539","0.392368894352497"
"Eigentümer","2003","Nordrhein-Westfalen","Ländlicher Raum","34","0.493302968271831","0.362359113424567","0.624246823119096"
"Eigentümer","2003","Hessen","Städtischer Raum","317","0.408141567627634","0.370898163806604","0.445384971448665"
"Eigentümer","2003","Hessen","Ländlicher Raum","83","0.573735339394145","0.490621355088541","0.65684932369975"
"Eigentümer","2003","Rheinland-Pfalz,Saarland","Städtischer Raum","316","0.542177029063827","0.500838945586406","0.583515112541247"
"Eigentümer","2003","Rheinland-Pfalz,Saarland","Ländlicher Raum","107","0.562723002204798","0.487262498935926","0.63818350547367"
"Eigentümer","2003","Baden-Württemberg","Städtischer Raum","651","0.490968538522441","0.463592369695459","0.518344707349423"
"Eigentümer","2003","Baden-Württemberg","Ländlicher Raum","64","0.449677166653178","0.361040260237175","0.538314073069181"
"Eigentümer","2003","Bayern","Städtischer Raum","418","0.450672451193931","0.416843091754875","0.484501810632987"
"Eigentümer","2003","Bayern","Ländlicher Raum","496","0.558178127413351","0.524188126362193","0.592168128464509"
"Eigentümer","2003","Saarland","Städtischer Raum","","","",""
"Eigentümer","2003","Saarland","Ländlicher Raum","","","",""
"Eigentümer","2003","Berlin","Städtischer Raum","76","0.100584328430371","0.0740070243589674","0.127161632501775"
"Eigentümer","2003","Berlin","Ländlicher Raum","","","",""
"Eigentümer","2003","Brandenburg","Städtischer Raum","5","","",""
