"hlf0001_h","year","hhtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"Hauptmieter","2003","1-Pers.- Haushalt","Westdeutschland","1467","0.666498163564302","0.646855246749388","0.686141080379216"
"Hauptmieter","2003","1-Pers.- Haushalt","Ostdeutschland","546","0.779076046959424","0.748473535498409","0.809678558420438"
"Hauptmieter","2003","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2342","0.422262453325796","0.409449104819561","0.435075801832032"
"Hauptmieter","2003","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1106","0.59726751217701","0.575375415625679","0.619159608728341"
"Hauptmieter","2003","Alleinerziehende","Westdeutschland","938","0.747214553751248","0.723715568821537","0.770713538680959"
"Hauptmieter","2003","Alleinerziehende","Ostdeutschland","312","0.789126633833623","0.750480111208793","0.827773156458453"
"Hauptmieter","2003","Paar mit Kind(ern)","Westdeutschland","4516","0.405620298180307","0.396952099956261","0.414288496404353"
"Hauptmieter","2003","Paar mit Kind(ern)","Ostdeutschland","1299","0.434625289388342","0.417712439014051","0.451538139762633"
"Hauptmieter","2003","Sonstige","Westdeutschland","213","0.309507259421832","0.274862701929572","0.344151816914091"
"Hauptmieter","2003","Sonstige","Ostdeutschland","59","0.427407292703809","0.356120988905807","0.498693596501811"
"Untermieter","2003","1-Pers.- Haushalt","Westdeutschland","80","0.0392108824022526","0.0311241191365108","0.0472976456679943"
"Untermieter","2003","1-Pers.- Haushalt","Ostdeutschland","36","0.0511473430421736","0.0348972194407053","0.0673974666436419"
"Untermieter","2003","(Ehe-)Paar ohne Kind(er)","Westdeutschland","92","0.019658939423444","0.0160575113341322","0.0232603675127559"
"Untermieter","2003","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","58","0.0246239907258826","0.0177063208894602","0.0315416605623049"
"Untermieter","2003","Alleinerziehende","Westdeutschland","","","",""
"Untermieter","2003","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","2003","Paar mit Kind(ern)","Westdeutschland","133","0.0155911061425896","0.0134040333507423","0.017778178934437"
"Untermieter","2003","Paar mit Kind(ern)","Ostdeutschland","43","0.0139340597065021","0.00993476937061216","0.017933350042392"
"Untermieter","2003","Sonstige","Westdeutschland","","","",""
"Untermieter","2003","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","2003","1-Pers.- Haushalt","Westdeutschland","665","0.293460177893775","0.274488737982237","0.312431617805313"
"Eigentuemer","2003","1-Pers.- Haushalt","Ostdeutschland","124","0.169776609998403","0.142082835496399","0.197470384500406"
"Eigentuemer","2003","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3274","0.55807860725076","0.545195331300811","0.570961883200708"
"Eigentuemer","2003","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","764","0.378108497097108","0.35646337169207","0.399753622502145"
"Eigentuemer","2003","Alleinerziehende","Westdeutschland","357","0.239449889907002","0.216375955908362","0.262523823905643"
"Eigentuemer","2003","Alleinerziehende","Ostdeutschland","108","0.194283291853461","0.15680022495419","0.231766358752731"
"Eigentuemer","2003","Paar mit Kind(ern)","Westdeutschland","7677","0.578788595677103","0.570071996968244","0.587505194385962"
"Eigentuemer","2003","Paar mit Kind(ern)","Ostdeutschland","1958","0.551440650905156","0.534471876863645","0.568409424946668"
"Eigentuemer","2003","Sonstige","Westdeutschland","450","0.62053049480276","0.584164954447444","0.656896035158076"
"Eigentuemer","2003","Sonstige","Ostdeutschland","118","0.493187995544541","0.421144973547913","0.56523101754117"
"Altersheim/Seniorenwohnheim","2003","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2003","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2003","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2003","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2003","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2003","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2003","Paar mit Kind(ern)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2003","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2003","Sonstige","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2003","Sonstige","Ostdeutschland","","","",""
"Mieter","2003","1-Pers.- Haushalt","Westdeutschland","","","",""
"Mieter","2003","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Mieter","2003","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Mieter","2003","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Mieter","2003","Alleinerziehende","Westdeutschland","","","",""
"Mieter","2003","Alleinerziehende","Ostdeutschland","","","",""
"Mieter","2003","Paar mit Kind(ern)","Westdeutschland","","","",""
"Mieter","2003","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Mieter","2003","Sonstige","Westdeutschland","","","",""
"Mieter","2003","Sonstige","Ostdeutschland","","","",""
"Hauptmieter","2004","1-Pers.- Haushalt","Westdeutschland","1399","0.655936817206727","0.635916546910467","0.675957087502987"
"Hauptmieter","2004","1-Pers.- Haushalt","Ostdeutschland","544","0.790928245770035","0.760760934526846","0.821095557013225"
"Hauptmieter","2004","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2424","0.437182395030841","0.424350012003675","0.450014778058006"
"Hauptmieter","2004","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1060","0.585800396650064","0.563639891445243","0.607960901854886"
"Hauptmieter","2004","Alleinerziehende","Westdeutschland","876","0.753235139776186","0.729287078581419","0.777183200970954"
"Hauptmieter","2004","Alleinerziehende","Ostdeutschland","334","0.82734595643675","0.792071466095892","0.862620446777609"
"Hauptmieter","2004","Paar mit Kind(ern)","Westdeutschland","4294","0.409487395584318","0.400612345820247","0.41836244534839"
"Hauptmieter","2004","Paar mit Kind(ern)","Ostdeutschland","1200","0.437463505300141","0.420150856779361","0.454776153820922"
"Hauptmieter","2004","Sonstige","Westdeutschland","187","0.33552587121875","0.298117015454496","0.372934726983003"
"Hauptmieter","2004","Sonstige","Ostdeutschland","51","0.378451758866077","0.308938128113732","0.447965389618422"
"Untermieter","2004","1-Pers.- Haushalt","Westdeutschland","75","0.0351525807740604","0.0273914007271518","0.0429137608209689"
"Untermieter","2004","1-Pers.- Haushalt","Ostdeutschland","38","0.0509376855906589","0.0346264316799761","0.0672489395013418"
"Untermieter","2004","(Ehe-)Paar ohne Kind(er)","Westdeutschland","96","0.0241837243863047","0.020209633767181","0.0281578150054283"
"Untermieter","2004","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","60","0.0381189082535107","0.029504391744036","0.0467334247629854"
"Untermieter","2004","Alleinerziehende","Westdeutschland","","","",""
"Untermieter","2004","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","2004","Paar mit Kind(ern)","Westdeutschland","129","0.0142729440583349","0.0121321688725585","0.0164137192441114"
"Untermieter","2004","Paar mit Kind(ern)","Ostdeutschland","32","0.00758958972412282","0.00456077957440728","0.0106183998738384"
"Untermieter","2004","Sonstige","Westdeutschland","","","",""
"Untermieter","2004","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","2004","1-Pers.- Haushalt","Westdeutschland","687","0.307748830038584","0.288297473887455","0.327200186189713"
"Eigentuemer","2004","1-Pers.- Haushalt","Ostdeutschland","116","0.158134068639306","0.131066168246068","0.185201969032543"
"Eigentuemer","2004","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3218","0.538601509400528","0.525705242501853","0.551497776299204"
"Eigentuemer","2004","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","778","0.376080695096425","0.354288312289369","0.397873077903481"
"Eigentuemer","2004","Alleinerziehende","Westdeutschland","351","0.232074855551262","0.20862517646127","0.255524534641254"
"Eigentuemer","2004","Alleinerziehende","Ostdeutschland","104","0.171259019805393","0.136097719238198","0.206420320372588"
"Eigentuemer","2004","Paar mit Kind(ern)","Westdeutschland","7370","0.576239660357347","0.567321040182166","0.585158280532528"
"Eigentuemer","2004","Paar mit Kind(ern)","Ostdeutschland","1922","0.554946904975736","0.537602920500255","0.572290889451217"
"Eigentuemer","2004","Sonstige","Westdeutschland","418","0.632929437373154","0.594741622703046","0.671117252043262"
"Eigentuemer","2004","Sonstige","Ostdeutschland","124","0.472232965696688","0.400680176428087","0.54378575496529"
"Altersheim/Seniorenwohnheim","2004","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2004","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2004","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2004","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2004","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2004","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2004","Paar mit Kind(ern)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2004","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2004","Sonstige","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2004","Sonstige","Ostdeutschland","","","",""
"Mieter","2004","1-Pers.- Haushalt","Westdeutschland","","","",""
"Mieter","2004","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Mieter","2004","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Mieter","2004","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Mieter","2004","Alleinerziehende","Westdeutschland","","","",""
"Mieter","2004","Alleinerziehende","Ostdeutschland","","","",""
"Mieter","2004","Paar mit Kind(ern)","Westdeutschland","","","",""
"Mieter","2004","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Mieter","2004","Sonstige","Westdeutschland","","","",""
"Mieter","2004","Sonstige","Ostdeutschland","","","",""
"Hauptmieter","2005","1-Pers.- Haushalt","Westdeutschland","1406","0.65493209065941","0.635058118887394","0.674806062431426"
"Hauptmieter","2005","1-Pers.- Haushalt","Ostdeutschland","548","0.775865069551347","0.745277367061434","0.806452772041261"
"Hauptmieter","2005","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2302","0.430727523145189","0.417707001678904","0.443748044611474"
"Hauptmieter","2005","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1000","0.588886917534524","0.566331202608305","0.611442632460744"
"Hauptmieter","2005","Alleinerziehende","Westdeutschland","883","0.756940201203473","0.733460561351082","0.780419841055865"
"Hauptmieter","2005","Alleinerziehende","Ostdeutschland","324","0.808441094170838","0.772242181209214","0.844640007132462"
"Hauptmieter","2005","Paar mit Kind(ern)","Westdeutschland","3976","0.411017492144285","0.401797286005156","0.420237698283413"
"Hauptmieter","2005","Paar mit Kind(ern)","Ostdeutschland","1110","0.450411588013675","0.432563180034135","0.468259995993214"
"Hauptmieter","2005","Sonstige","Westdeutschland","193","0.293839531834167","0.256767968008046","0.330911095660288"
"Hauptmieter","2005","Sonstige","Ostdeutschland","41","0.403128603299116","0.329173707549321","0.47708349904891"
"Untermieter","2005","1-Pers.- Haushalt","Westdeutschland","109","0.0457203808484997","0.0369881141578445","0.0544526475391548"
"Untermieter","2005","1-Pers.- Haushalt","Ostdeutschland","42","0.0627468775677767","0.04495902616782","0.0805347289677334"
"Untermieter","2005","(Ehe-)Paar ohne Kind(er)","Westdeutschland","102","0.0250363653812701","0.0209282103766508","0.0291445203858893"
"Untermieter","2005","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","40","0.0256162663744167","0.0183738594385856","0.0328586733102477"
"Untermieter","2005","Alleinerziehende","Westdeutschland","","","",""
"Untermieter","2005","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","2005","Paar mit Kind(ern)","Westdeutschland","110","0.0116939609539048","0.00967937489572407","0.0137085470120856"
"Untermieter","2005","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Untermieter","2005","Sonstige","Westdeutschland","","","",""
"Untermieter","2005","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","2005","1-Pers.- Haushalt","Westdeutschland","683","0.299347528492091","0.280201733048632","0.318493323935549"
"Eigentuemer","2005","1-Pers.- Haushalt","Ostdeutschland","124","0.161388052880876","0.134403501723645","0.188372604038107"
"Eigentuemer","2005","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3152","0.544236111473541","0.531140354533704","0.557331868413377"
"Eigentuemer","2005","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","786","0.385134687189899","0.362826909411762","0.407442464968035"
"Eigentuemer","2005","Alleinerziehende","Westdeutschland","370","0.217832248719884","0.195237104439046","0.240427393000722"
"Eigentuemer","2005","Alleinerziehende","Ostdeutschland","115","0.182091132875436","0.146592059102284","0.217590206648588"
"Eigentuemer","2005","Paar mit Kind(ern)","Westdeutschland","6853","0.577288546901811","0.568031387159386","0.586545706644235"
"Eigentuemer","2005","Paar mit Kind(ern)","Ostdeutschland","1858","0.546324178594776","0.528464487164533","0.56418387002502"
"Eigentuemer","2005","Sonstige","Westdeutschland","374","0.653112979648199","0.614376310293436","0.691849649002962"
"Eigentuemer","2005","Sonstige","Ostdeutschland","122","0.514751078777292","0.439400661670352","0.590101495884231"
"Altersheim/Seniorenwohnheim","2005","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2005","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2005","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2005","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2005","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2005","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2005","Paar mit Kind(ern)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2005","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2005","Sonstige","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2005","Sonstige","Ostdeutschland","","","",""
"Mieter","2005","1-Pers.- Haushalt","Westdeutschland","","","",""
"Mieter","2005","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Mieter","2005","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Mieter","2005","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Mieter","2005","Alleinerziehende","Westdeutschland","","","",""
"Mieter","2005","Alleinerziehende","Ostdeutschland","","","",""
"Mieter","2005","Paar mit Kind(ern)","Westdeutschland","","","",""
"Mieter","2005","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Mieter","2005","Sonstige","Westdeutschland","","","",""
"Mieter","2005","Sonstige","Ostdeutschland","","","",""
"Hauptmieter","2006","1-Pers.- Haushalt","Westdeutschland","1591","0.659887573383274","0.641253579171582","0.678521567594966"
"Hauptmieter","2006","1-Pers.- Haushalt","Ostdeutschland","617","0.77146997258365","0.742660576068252","0.800279369099049"
"Hauptmieter","2006","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2510","0.438761909699698","0.42647308795462","0.451050731444776"
"Hauptmieter","2006","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1054","0.57429876364869","0.552905314496465","0.595692212800915"
"Hauptmieter","2006","Alleinerziehende","Westdeutschland","1010","0.752808695306466","0.730666114549222","0.774951276063711"
"Hauptmieter","2006","Alleinerziehende","Ostdeutschland","337","0.819200874787687","0.784258815297006","0.854142934278368"
"Hauptmieter","2006","Paar mit Kind(ern)","Westdeutschland","4020","0.423149471488681","0.414054997890147","0.432243945087216"
"Hauptmieter","2006","Paar mit Kind(ern)","Ostdeutschland","1177","0.451073292383349","0.433407978956086","0.468738605810612"
"Hauptmieter","2006","Sonstige","Westdeutschland","177","0.321836669733925","0.283914015362657","0.359759324105193"
"Hauptmieter","2006","Sonstige","Ostdeutschland","","","",""
"Untermieter","2006","1-Pers.- Haushalt","Westdeutschland","89","0.0368748789527163","0.0294623502466627","0.0442874076587699"
"Untermieter","2006","1-Pers.- Haushalt","Ostdeutschland","42","0.0511604531433025","0.0360434190822322","0.0662774872043727"
"Untermieter","2006","(Ehe-)Paar ohne Kind(er)","Westdeutschland","84","0.0175196602660108","0.0142706806179455","0.0207686399140761"
"Untermieter","2006","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","50","0.0235308488996518","0.0169723043319171","0.0300893934673865"
"Untermieter","2006","Alleinerziehende","Westdeutschland","","","",""
"Untermieter","2006","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","2006","Paar mit Kind(ern)","Westdeutschland","100","0.0126779308694919","0.0106184743385827","0.0147373874004012"
"Untermieter","2006","Paar mit Kind(ern)","Ostdeutschland","59","0.0164496192302263","0.0119340049283469","0.0209652335321057"
"Untermieter","2006","Sonstige","Westdeutschland","","","",""
"Untermieter","2006","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","2006","1-Pers.- Haushalt","Westdeutschland","803","0.30323754766401","0.285157749051347","0.321317346276672"
"Eigentuemer","2006","1-Pers.- Haushalt","Ostdeutschland","157","0.177369574273048","0.151160905780367","0.203578242765728"
"Eigentuemer","2006","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3670","0.543718430034291","0.531383811944629","0.556053048123953"
"Eigentuemer","2006","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","946","0.401873013923312","0.380660090051684","0.423085937794941"
"Eigentuemer","2006","Alleinerziehende","Westdeutschland","429","0.232061363566682","0.210392606128774","0.25373012100459"
"Eigentuemer","2006","Alleinerziehende","Ostdeutschland","125","0.175973290713531","0.14139932835889","0.210547253068173"
"Eigentuemer","2006","Paar mit Kind(ern)","Westdeutschland","7217","0.564172597641827","0.555044878295065","0.573300316988588"
"Eigentuemer","2006","Paar mit Kind(ern)","Ostdeutschland","1812","0.532477088386425","0.514764072100988","0.550190104671861"
"Eigentuemer","2006","Sonstige","Westdeutschland","392","0.637641262781258","0.598622689170034","0.676659836392483"
"Eigentuemer","2006","Sonstige","Ostdeutschland","125","0.581598666780513","0.504436130205777","0.658761203355249"
"Altersheim/Seniorenwohnheim","2006","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2006","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2006","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2006","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2006","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2006","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2006","Paar mit Kind(ern)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2006","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2006","Sonstige","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2006","Sonstige","Ostdeutschland","","","",""
"Mieter","2006","1-Pers.- Haushalt","Westdeutschland","","","",""
"Mieter","2006","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Mieter","2006","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Mieter","2006","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Mieter","2006","Alleinerziehende","Westdeutschland","","","",""
"Mieter","2006","Alleinerziehende","Ostdeutschland","","","",""
"Mieter","2006","Paar mit Kind(ern)","Westdeutschland","","","",""
"Mieter","2006","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Mieter","2006","Sonstige","Westdeutschland","","","",""
"Mieter","2006","Sonstige","Ostdeutschland","","","",""
"Hauptmieter","2007","1-Pers.- Haushalt","Westdeutschland","1499","0.655970566456035","0.636792347333189","0.675148785578881"
"Hauptmieter","2007","1-Pers.- Haushalt","Ostdeutschland","583","0.761909754816546","0.731708570082538","0.792110939550553"
"Hauptmieter","2007","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2258","0.41265098400016","0.399950376491128","0.425351591509192"
"Hauptmieter","2007","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1014","0.569076700719517","0.547264429633717","0.590888971805317"
"Hauptmieter","2007","Alleinerziehende","Westdeutschland","913","0.747195637347165","0.723749539594952","0.770641735099377"
"Hauptmieter","2007","Alleinerziehende","Ostdeutschland","318","0.792778697238849","0.755495482669045","0.830061911808654"
"Hauptmieter","2007","Paar mit Kind(ern)","Westdeutschland","3736","0.411229223234391","0.401844733201537","0.420613713267245"
"Hauptmieter","2007","Paar mit Kind(ern)","Ostdeutschland","1066","0.436318255591036","0.417903065253558","0.454733445928515"
"Hauptmieter","2007","Sonstige","Westdeutschland","141","0.331803360480785","0.289854714822495","0.373752006139075"
"Hauptmieter","2007","Sonstige","Ostdeutschland","42","0.498266017621825","0.415442920641448","0.581089114602202"
"Untermieter","2007","1-Pers.- Haushalt","Westdeutschland","99","0.0389501512952977","0.0311393456482626","0.0467609569423329"
"Untermieter","2007","1-Pers.- Haushalt","Ostdeutschland","40","0.0597251419153693","0.0429213452089862","0.0765289386217523"
"Untermieter","2007","(Ehe-)Paar ohne Kind(er)","Westdeutschland","98","0.0233336221033371","0.0194391452368625","0.0272280989698117"
"Untermieter","2007","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","38","0.0254959245745082","0.0185529958223814","0.032438853326635"
"Untermieter","2007","Alleinerziehende","Westdeutschland","","","",""
"Untermieter","2007","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","2007","Paar mit Kind(ern)","Westdeutschland","88","0.0113943412850097","0.00937014917647289","0.0134185333935464"
"Untermieter","2007","Paar mit Kind(ern)","Ostdeutschland","39","0.0138696206278218","0.00952694896216751","0.0182122922934761"
"Untermieter","2007","Sonstige","Westdeutschland","","","",""
"Untermieter","2007","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","2007","1-Pers.- Haushalt","Westdeutschland","759","0.305079282248668","0.286490870345145","0.32366769415219"
"Eigentuemer","2007","1-Pers.- Haushalt","Ostdeutschland","141","0.178365103268085","0.151219731444855","0.205510475091315"
"Eigentuemer","2007","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3416","0.564015393896503","0.551222582822092","0.576808204970914"
"Eigentuemer","2007","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","926","0.40514352473135","0.383520022090239","0.42676702737246"
"Eigentuemer","2007","Alleinerziehende","Westdeutschland","390","0.235503291553707","0.212613205461257","0.258393377646158"
"Eigentuemer","2007","Alleinerziehende","Ostdeutschland","128","0.199651469538797","0.162881269198044","0.23642166987955"
"Eigentuemer","2007","Paar mit Kind(ern)","Westdeutschland","6737","0.577376435480599","0.56795532815028","0.586797542810918"
"Eigentuemer","2007","Paar mit Kind(ern)","Ostdeutschland","1681","0.549812123781142","0.531338096161703","0.56828615140058"
"Eigentuemer","2007","Sonstige","Westdeutschland","332","0.642385776142848","0.599685492453152","0.685086059832544"
"Eigentuemer","2007","Sonstige","Ostdeutschland","92","0.426098856613817","0.344184919082463","0.508012794145172"
"Altersheim/Seniorenwohnheim","2007","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2007","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2007","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2007","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2007","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2007","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2007","Paar mit Kind(ern)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2007","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2007","Sonstige","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2007","Sonstige","Ostdeutschland","","","",""
"Mieter","2007","1-Pers.- Haushalt","Westdeutschland","","","",""
"Mieter","2007","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Mieter","2007","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Mieter","2007","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Mieter","2007","Alleinerziehende","Westdeutschland","","","",""
"Mieter","2007","Alleinerziehende","Ostdeutschland","","","",""
"Mieter","2007","Paar mit Kind(ern)","Westdeutschland","","","",""
"Mieter","2007","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Mieter","2007","Sonstige","Westdeutschland","","","",""
"Mieter","2007","Sonstige","Ostdeutschland","","","",""
"Hauptmieter","2008","1-Pers.- Haushalt","Westdeutschland","1413","0.64739849509086","0.627652397147731","0.667144593033989"
"Hauptmieter","2008","1-Pers.- Haushalt","Ostdeutschland","560","0.74716881734566","0.716021404489014","0.778316230202306"
"Hauptmieter","2008","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2124","0.408469732269217","0.395493102540124","0.421446361998311"
"Hauptmieter","2008","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","970","0.539866935711947","0.517779324374318","0.561954547049575"
"Hauptmieter","2008","Alleinerziehende","Westdeutschland","893","0.741864522950179","0.717937829975359","0.765791215924999"
"Hauptmieter","2008","Alleinerziehende","Ostdeutschland","308","0.821900100505449","0.785695746822612","0.858104454188286"
"Hauptmieter","2008","Paar mit Kind(ern)","Westdeutschland","3237","0.384670508743764","0.374940341022226","0.394400676465303"
"Hauptmieter","2008","Paar mit Kind(ern)","Ostdeutschland","998","0.424673134984105","0.405514372734271","0.443831897233939"
"Hauptmieter","2008","Sonstige","Westdeutschland","119","0.323148401397263","0.277656634028029","0.368640168766497"
"Hauptmieter","2008","Sonstige","Ostdeutschland","46","0.41356599633165","0.329233602705862","0.497898389957438"
"Untermieter","2008","1-Pers.- Haushalt","Westdeutschland","87","0.0365014701233099","0.0287508925091892","0.0442520477374307"
"Untermieter","2008","1-Pers.- Haushalt","Ostdeutschland","33","0.0588814753478508","0.04201171959613","0.0757512310995717"
"Untermieter","2008","(Ehe-)Paar ohne Kind(er)","Westdeutschland","92","0.0208596645058095","0.0170868138281186","0.0246325151835004"
"Untermieter","2008","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","56","0.04286479785221","0.0338884287862373","0.0518411669181826"
"Untermieter","2008","Alleinerziehende","Westdeutschland","","","",""
"Untermieter","2008","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","2008","Paar mit Kind(ern)","Westdeutschland","87","0.0151767956265464","0.012731726202856","0.0176218650502369"
"Untermieter","2008","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Untermieter","2008","Sonstige","Westdeutschland","","","",""
"Untermieter","2008","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","2008","1-Pers.- Haushalt","Westdeutschland","749","0.31610003478583","0.296884081869278","0.335315987702382"
"Eigentuemer","2008","1-Pers.- Haushalt","Ostdeutschland","155","0.193949707306489","0.165614726267281","0.222284688345697"
"Eigentuemer","2008","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3296","0.570670603224973","0.55760343294709","0.583737773502856"
"Eigentuemer","2008","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","928","0.4169938478891","0.395143162780054","0.438844532998145"
"Eigentuemer","2008","Alleinerziehende","Westdeutschland","380","0.251106262860197","0.227396052952048","0.274816472768346"
