"hlf0001_h","year","bula_h","hhtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Altersheim/Seniorenwohnheim","1984","Sachsen-Anhalt","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1984","Sachsen-Anhalt","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1984","Sachsen-Anhalt","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1984","Thueringen","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1984","Thueringen","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1984","Thueringen","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1984","Thueringen","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1984","Thueringen","Sonstige","","","",""
"Mieter","1984","Schleswig-Holstein","1-Pers.- Haushalt","","","",""
"Mieter","1984","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1984","Schleswig-Holstein","Alleinerziehende","","","",""
"Mieter","1984","Schleswig-Holstein","Paar mit Kind(ern)","","","",""
"Mieter","1984","Schleswig-Holstein","Sonstige","","","",""
"Mieter","1984","Hamburg","1-Pers.- Haushalt","","","",""
"Mieter","1984","Hamburg","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1984","Hamburg","Alleinerziehende","","","",""
"Mieter","1984","Hamburg","Paar mit Kind(ern)","","","",""
"Mieter","1984","Hamburg","Sonstige","","","",""
"Mieter","1984","Niedersachsen","1-Pers.- Haushalt","","","",""
"Mieter","1984","Niedersachsen","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1984","Niedersachsen","Alleinerziehende","","","",""
"Mieter","1984","Niedersachsen","Paar mit Kind(ern)","4","","",""
"Mieter","1984","Niedersachsen","Sonstige","","","",""
"Mieter","1984","Bremen","1-Pers.- Haushalt","","","",""
"Mieter","1984","Bremen","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1984","Bremen","Alleinerziehende","","","",""
"Mieter","1984","Bremen","Paar mit Kind(ern)","","","",""
"Mieter","1984","Bremen","Sonstige","","","",""
"Mieter","1984","Nordrhein-Westfalen","1-Pers.- Haushalt","2","","",""
"Mieter","1984","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1984","Nordrhein-Westfalen","Alleinerziehende","","","",""
"Mieter","1984","Nordrhein-Westfalen","Paar mit Kind(ern)","9","","",""
"Mieter","1984","Nordrhein-Westfalen","Sonstige","","","",""
"Mieter","1984","Hessen","1-Pers.- Haushalt","","","",""
"Mieter","1984","Hessen","(Ehe-)Paar ohne Kind(er)","4","","",""
"Mieter","1984","Hessen","Alleinerziehende","","","",""
"Mieter","1984","Hessen","Paar mit Kind(ern)","","","",""
"Mieter","1984","Hessen","Sonstige","","","",""
"Mieter","1984","Rheinland-Pfalz,Saarland","1-Pers.- Haushalt","","","",""
"Mieter","1984","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1984","Rheinland-Pfalz,Saarland","Alleinerziehende","","","",""
"Mieter","1984","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","4","","",""
"Mieter","1984","Rheinland-Pfalz,Saarland","Sonstige","","","",""
"Mieter","1984","Baden-Wuerttemberg","1-Pers.- Haushalt","1","","",""
"Mieter","1984","Baden-Wuerttemberg","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1984","Baden-Wuerttemberg","Alleinerziehende","","","",""
"Mieter","1984","Baden-Wuerttemberg","Paar mit Kind(ern)","9","","",""
"Mieter","1984","Baden-Wuerttemberg","Sonstige","","","",""
"Mieter","1984","Bayern","1-Pers.- Haushalt","1","","",""
"Mieter","1984","Bayern","(Ehe-)Paar ohne Kind(er)","4","","",""
"Mieter","1984","Bayern","Alleinerziehende","","","",""
"Mieter","1984","Bayern","Paar mit Kind(ern)","6","","",""
"Mieter","1984","Bayern","Sonstige","","","",""
"Mieter","1984","Saarland","1-Pers.- Haushalt","","","",""
"Mieter","1984","Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1984","Saarland","Alleinerziehende","","","",""
"Mieter","1984","Saarland","Paar mit Kind(ern)","","","",""
"Mieter","1984","Saarland","Sonstige","","","",""
"Mieter","1984","Berlin","1-Pers.- Haushalt","","","",""
"Mieter","1984","Berlin","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1984","Berlin","Alleinerziehende","","","",""
"Mieter","1984","Berlin","Paar mit Kind(ern)","","","",""
"Mieter","1984","Berlin","Sonstige","","","",""
"Mieter","1984","Brandenburg","1-Pers.- Haushalt","","","",""
"Mieter","1984","Brandenburg","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1984","Brandenburg","Alleinerziehende","","","",""
"Mieter","1984","Brandenburg","Paar mit Kind(ern)","","","",""
"Mieter","1984","Brandenburg","Sonstige","","","",""
"Mieter","1984","Mecklenburg-Vorpommern","1-Pers.- Haushalt","","","",""
"Mieter","1984","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1984","Mecklenburg-Vorpommern","Alleinerziehende","","","",""
"Mieter","1984","Mecklenburg-Vorpommern","Paar mit Kind(ern)","","","",""
"Mieter","1984","Mecklenburg-Vorpommern","Sonstige","","","",""
"Mieter","1984","Sachsen","1-Pers.- Haushalt","","","",""
"Mieter","1984","Sachsen","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1984","Sachsen","Alleinerziehende","","","",""
"Mieter","1984","Sachsen","Paar mit Kind(ern)","","","",""
"Mieter","1984","Sachsen","Sonstige","","","",""
"Mieter","1984","Sachsen-Anhalt","1-Pers.- Haushalt","","","",""
"Mieter","1984","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1984","Sachsen-Anhalt","Alleinerziehende","","","",""
"Mieter","1984","Sachsen-Anhalt","Paar mit Kind(ern)","","","",""
"Mieter","1984","Sachsen-Anhalt","Sonstige","","","",""
"Mieter","1984","Thueringen","1-Pers.- Haushalt","","","",""
"Mieter","1984","Thueringen","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1984","Thueringen","Alleinerziehende","","","",""
"Mieter","1984","Thueringen","Paar mit Kind(ern)","","","",""
"Mieter","1984","Thueringen","Sonstige","","","",""
"Hauptmieter","1985","Schleswig-Holstein","1-Pers.- Haushalt","31","0.691200946222821","0.554691754487386","0.827710137958255"
"Hauptmieter","1985","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","42","0.481111531164928","0.374263053026329","0.587960009303528"
"Hauptmieter","1985","Schleswig-Holstein","Alleinerziehende","18","","",""
"Hauptmieter","1985","Schleswig-Holstein","Paar mit Kind(ern)","100","0.302026042871722","0.248721101925697","0.355330983817747"
"Hauptmieter","1985","Schleswig-Holstein","Sonstige","7","","",""
"Hauptmieter","1985","Hamburg","1-Pers.- Haushalt","51","0.911957626170372","0.838397262996068","0.985517989344675"
"Hauptmieter","1985","Hamburg","(Ehe-)Paar ohne Kind(er)","78","0.829008470872602","0.752074002072943","0.905942939672261"
"Hauptmieter","1985","Hamburg","Alleinerziehende","17","","",""
"Hauptmieter","1985","Hamburg","Paar mit Kind(ern)","138","0.737382588483811","0.67199705607683","0.802768120890791"
"Hauptmieter","1985","Hamburg","Sonstige","11","","",""
"Hauptmieter","1985","Niedersachsen","1-Pers.- Haushalt","85","0.78491469275724","0.70594725935688","0.863882126157601"
"Hauptmieter","1985","Niedersachsen","(Ehe-)Paar ohne Kind(er)","140","0.509576225304897","0.449043840820948","0.570108609788846"
"Hauptmieter","1985","Niedersachsen","Alleinerziehende","41","0.535945376586592","0.420752225320579","0.651138527852604"
"Hauptmieter","1985","Niedersachsen","Paar mit Kind(ern)","387","0.358232235407271","0.326111721152784","0.390352749661758"
"Hauptmieter","1985","Niedersachsen","Sonstige","26","","",""
"Hauptmieter","1985","Bremen","1-Pers.- Haushalt","19","","",""
"Hauptmieter","1985","Bremen","(Ehe-)Paar ohne Kind(er)","28","","",""
"Hauptmieter","1985","Bremen","Alleinerziehende","4","","",""
"Hauptmieter","1985","Bremen","Paar mit Kind(ern)","49","0.57229030892342","0.452015644497227","0.692564973349613"
"Hauptmieter","1985","Bremen","Sonstige","2","","",""
"Hauptmieter","1985","Nordrhein-Westfalen","1-Pers.- Haushalt","261","0.807704052201538","0.76465819582577","0.850749908577305"
"Hauptmieter","1985","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","446","0.672899796917693","0.636030190277195","0.709769403558191"
"Hauptmieter","1985","Nordrhein-Westfalen","Alleinerziehende","149","0.731632945928538","0.669279788171036","0.79398610368604"
"Hauptmieter","1985","Nordrhein-Westfalen","Paar mit Kind(ern)","1648","0.50322895679324","0.484025095999277","0.522432817587202"
"Hauptmieter","1985","Nordrhein-Westfalen","Sonstige","128","0.526885478199858","0.459196773779593","0.594574182620124"
"Hauptmieter","1985","Hessen","1-Pers.- Haushalt","73","0.688658546548095","0.597903969717739","0.77941312337845"
"Hauptmieter","1985","Hessen","(Ehe-)Paar ohne Kind(er)","168","0.507277917465942","0.448508730167032","0.566047104764851"
"Hauptmieter","1985","Hessen","Alleinerziehende","55","0.613907722524897","0.50066350835209","0.727151936697704"
"Hauptmieter","1985","Hessen","Paar mit Kind(ern)","632","0.502378990781235","0.470052733601885","0.534705247960584"
"Hauptmieter","1985","Hessen","Sonstige","80","0.383441545665832","0.297162588424778","0.469720502906887"
"Hauptmieter","1985","Rheinland-Pfalz,Saarland","1-Pers.- Haushalt","42","0.581685919294218","0.465295009511461","0.698076829076976"
"Hauptmieter","1985","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","80","0.387165787017861","0.316006460965029","0.458325113070693"
"Hauptmieter","1985","Rheinland-Pfalz,Saarland","Alleinerziehende","38","0.647479255361183","0.522349859940524","0.772608650781842"
"Hauptmieter","1985","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","257","0.321905827671013","0.283915813955048","0.359895841386978"
"Hauptmieter","1985","Rheinland-Pfalz,Saarland","Sonstige","20","","",""
"Hauptmieter","1985","Baden-Wuerttemberg","1-Pers.- Haushalt","128","0.684785269002517","0.616340239485314","0.753230298519721"
"Hauptmieter","1985","Baden-Wuerttemberg","(Ehe-)Paar ohne Kind(er)","190","0.425005753074386","0.373797998603952","0.476213507544821"
"Hauptmieter","1985","Baden-Wuerttemberg","Alleinerziehende","91","0.581326528939534","0.496192923045314","0.666460134833754"
"Hauptmieter","1985","Baden-Wuerttemberg","Paar mit Kind(ern)","1187","0.402400795892409","0.380817331526418","0.423984260258401"
"Hauptmieter","1985","Baden-Wuerttemberg","Sonstige","93","0.323677474245503","0.251629172549727","0.395725775941279"
"Hauptmieter","1985","Bayern","1-Pers.- Haushalt","117","0.695450353340882","0.626065151696942","0.764835554984823"
"Hauptmieter","1985","Bayern","(Ehe-)Paar ohne Kind(er)","248","0.526751805051199","0.479993524210275","0.573510085892123"
"Hauptmieter","1985","Bayern","Alleinerziehende","65","0.532806781823395","0.443539850613225","0.622073713033565"
"Hauptmieter","1985","Bayern","Paar mit Kind(ern)","809","0.378233232115744","0.354523112350529","0.401943351880959"
"Hauptmieter","1985","Bayern","Sonstige","49","0.265101091882892","0.193504685831374","0.33669749793441"
"Hauptmieter","1985","Saarland","1-Pers.- Haushalt","","","",""
"Hauptmieter","1985","Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Hauptmieter","1985","Saarland","Alleinerziehende","","","",""
"Hauptmieter","1985","Saarland","Paar mit Kind(ern)","","","",""
"Hauptmieter","1985","Saarland","Sonstige","","","",""
"Hauptmieter","1985","Berlin","1-Pers.- Haushalt","66","0.896298387427082","0.826835746072162","0.965761028782002"
"Hauptmieter","1985","Berlin","(Ehe-)Paar ohne Kind(er)","78","0.896311493721607","0.831880673917324","0.960742313525889"
"Hauptmieter","1985","Berlin","Alleinerziehende","48","1","1","1"
"Hauptmieter","1985","Berlin","Paar mit Kind(ern)","218","0.854901911816827","0.810710063412544","0.899093760221109"
"Hauptmieter","1985","Berlin","Sonstige","22","","",""
"Hauptmieter","1985","Brandenburg","1-Pers.- Haushalt","","","",""
"Hauptmieter","1985","Brandenburg","(Ehe-)Paar ohne Kind(er)","","","",""
"Hauptmieter","1985","Brandenburg","Alleinerziehende","","","",""
"Hauptmieter","1985","Brandenburg","Paar mit Kind(ern)","","","",""
"Hauptmieter","1985","Brandenburg","Sonstige","","","",""
"Hauptmieter","1985","Mecklenburg-Vorpommern","1-Pers.- Haushalt","","","",""
"Hauptmieter","1985","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","","","",""
"Hauptmieter","1985","Mecklenburg-Vorpommern","Alleinerziehende","","","",""
"Hauptmieter","1985","Mecklenburg-Vorpommern","Paar mit Kind(ern)","","","",""
"Hauptmieter","1985","Mecklenburg-Vorpommern","Sonstige","","","",""
"Hauptmieter","1985","Sachsen","1-Pers.- Haushalt","","","",""
"Hauptmieter","1985","Sachsen","(Ehe-)Paar ohne Kind(er)","","","",""
"Hauptmieter","1985","Sachsen","Alleinerziehende","","","",""
"Hauptmieter","1985","Sachsen","Paar mit Kind(ern)","","","",""
"Hauptmieter","1985","Sachsen","Sonstige","","","",""
"Hauptmieter","1985","Sachsen-Anhalt","1-Pers.- Haushalt","","","",""
"Hauptmieter","1985","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","","","",""
"Hauptmieter","1985","Sachsen-Anhalt","Alleinerziehende","","","",""
"Hauptmieter","1985","Sachsen-Anhalt","Paar mit Kind(ern)","","","",""
"Hauptmieter","1985","Sachsen-Anhalt","Sonstige","","","",""
"Hauptmieter","1985","Thueringen","1-Pers.- Haushalt","","","",""
"Hauptmieter","1985","Thueringen","(Ehe-)Paar ohne Kind(er)","","","",""
"Hauptmieter","1985","Thueringen","Alleinerziehende","","","",""
"Hauptmieter","1985","Thueringen","Paar mit Kind(ern)","","","",""
"Hauptmieter","1985","Thueringen","Sonstige","","","",""
"Untermieter","1985","Schleswig-Holstein","1-Pers.- Haushalt","","","",""
"Untermieter","1985","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","2","","",""
"Untermieter","1985","Schleswig-Holstein","Alleinerziehende","","","",""
"Untermieter","1985","Schleswig-Holstein","Paar mit Kind(ern)","10","","",""
"Untermieter","1985","Schleswig-Holstein","Sonstige","","","",""
"Untermieter","1985","Hamburg","1-Pers.- Haushalt","3","","",""
"Untermieter","1985","Hamburg","(Ehe-)Paar ohne Kind(er)","2","","",""
"Untermieter","1985","Hamburg","Alleinerziehende","","","",""
"Untermieter","1985","Hamburg","Paar mit Kind(ern)","","","",""
"Untermieter","1985","Hamburg","Sonstige","","","",""
"Untermieter","1985","Niedersachsen","1-Pers.- Haushalt","2","","",""
"Untermieter","1985","Niedersachsen","(Ehe-)Paar ohne Kind(er)","8","","",""
"Untermieter","1985","Niedersachsen","Alleinerziehende","","","",""
"Untermieter","1985","Niedersachsen","Paar mit Kind(ern)","3","","",""
"Untermieter","1985","Niedersachsen","Sonstige","","","",""
"Untermieter","1985","Bremen","1-Pers.- Haushalt","1","","",""
"Untermieter","1985","Bremen","(Ehe-)Paar ohne Kind(er)","","","",""
"Untermieter","1985","Bremen","Alleinerziehende","","","",""
"Untermieter","1985","Bremen","Paar mit Kind(ern)","","","",""
"Untermieter","1985","Bremen","Sonstige","","","",""
"Untermieter","1985","Nordrhein-Westfalen","1-Pers.- Haushalt","15","","",""
"Untermieter","1985","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","6","","",""
"Untermieter","1985","Nordrhein-Westfalen","Alleinerziehende","10","","",""
"Untermieter","1985","Nordrhein-Westfalen","Paar mit Kind(ern)","32","0.0133323721890587","0.00892716078058639","0.0177375835975311"
"Untermieter","1985","Nordrhein-Westfalen","Sonstige","4","","",""
"Untermieter","1985","Hessen","1-Pers.- Haushalt","6","","",""
"Untermieter","1985","Hessen","(Ehe-)Paar ohne Kind(er)","2","","",""
"Untermieter","1985","Hessen","Alleinerziehende","","","",""
"Untermieter","1985","Hessen","Paar mit Kind(ern)","12","","",""
"Untermieter","1985","Hessen","Sonstige","","","",""
"Untermieter","1985","Rheinland-Pfalz,Saarland","1-Pers.- Haushalt","5","","",""
"Untermieter","1985","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Untermieter","1985","Rheinland-Pfalz,Saarland","Alleinerziehende","","","",""
"Untermieter","1985","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","","","",""
"Untermieter","1985","Rheinland-Pfalz,Saarland","Sonstige","","","",""
"Untermieter","1985","Baden-Wuerttemberg","1-Pers.- Haushalt","5","","",""
"Untermieter","1985","Baden-Wuerttemberg","(Ehe-)Paar ohne Kind(er)","8","","",""
"Untermieter","1985","Baden-Wuerttemberg","Alleinerziehende","","","",""
"Untermieter","1985","Baden-Wuerttemberg","Paar mit Kind(ern)","18","","",""
"Untermieter","1985","Baden-Wuerttemberg","Sonstige","4","","",""
"Untermieter","1985","Bayern","1-Pers.- Haushalt","11","","",""
"Untermieter","1985","Bayern","(Ehe-)Paar ohne Kind(er)","4","","",""
"Untermieter","1985","Bayern","Alleinerziehende","","","",""
"Untermieter","1985","Bayern","Paar mit Kind(ern)","8","","",""
"Untermieter","1985","Bayern","Sonstige","","","",""
"Untermieter","1985","Saarland","1-Pers.- Haushalt","","","",""
"Untermieter","1985","Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Untermieter","1985","Saarland","Alleinerziehende","","","",""
"Untermieter","1985","Saarland","Paar mit Kind(ern)","","","",""
"Untermieter","1985","Saarland","Sonstige","","","",""
"Untermieter","1985","Berlin","1-Pers.- Haushalt","2","","",""
"Untermieter","1985","Berlin","(Ehe-)Paar ohne Kind(er)","","","",""
"Untermieter","1985","Berlin","Alleinerziehende","","","",""
"Untermieter","1985","Berlin","Paar mit Kind(ern)","","","",""
"Untermieter","1985","Berlin","Sonstige","3","","",""
"Untermieter","1985","Brandenburg","1-Pers.- Haushalt","","","",""
"Untermieter","1985","Brandenburg","(Ehe-)Paar ohne Kind(er)","","","",""
"Untermieter","1985","Brandenburg","Alleinerziehende","","","",""
"Untermieter","1985","Brandenburg","Paar mit Kind(ern)","","","",""
"Untermieter","1985","Brandenburg","Sonstige","","","",""
"Untermieter","1985","Mecklenburg-Vorpommern","1-Pers.- Haushalt","","","",""
"Untermieter","1985","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","","","",""
"Untermieter","1985","Mecklenburg-Vorpommern","Alleinerziehende","","","",""
"Untermieter","1985","Mecklenburg-Vorpommern","Paar mit Kind(ern)","","","",""
"Untermieter","1985","Mecklenburg-Vorpommern","Sonstige","","","",""
"Untermieter","1985","Sachsen","1-Pers.- Haushalt","","","",""
"Untermieter","1985","Sachsen","(Ehe-)Paar ohne Kind(er)","","","",""
"Untermieter","1985","Sachsen","Alleinerziehende","","","",""
"Untermieter","1985","Sachsen","Paar mit Kind(ern)","","","",""
"Untermieter","1985","Sachsen","Sonstige","","","",""
"Untermieter","1985","Sachsen-Anhalt","1-Pers.- Haushalt","","","",""
"Untermieter","1985","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","","","",""
"Untermieter","1985","Sachsen-Anhalt","Alleinerziehende","","","",""
"Untermieter","1985","Sachsen-Anhalt","Paar mit Kind(ern)","","","",""
"Untermieter","1985","Sachsen-Anhalt","Sonstige","","","",""
"Untermieter","1985","Thueringen","1-Pers.- Haushalt","","","",""
"Untermieter","1985","Thueringen","(Ehe-)Paar ohne Kind(er)","","","",""
"Untermieter","1985","Thueringen","Alleinerziehende","","","",""
"Untermieter","1985","Thueringen","Paar mit Kind(ern)","","","",""
"Untermieter","1985","Thueringen","Sonstige","","","",""
"Eigentuemer","1985","Schleswig-Holstein","1-Pers.- Haushalt","13","","",""
"Eigentuemer","1985","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","40","0.492564207864591","0.385651231066598","0.599477184662584"
