"plh0036","year","age_gr","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Keine Sorgen","1985","46-65","Bayern","58","0.0942051158449282","0.069747732681763","0.118662499008093"
"Keine Sorgen","1985","46-65","Saarland","","","",""
"Keine Sorgen","1985","46-65","Berlin","7","","",""
"Keine Sorgen","1985","46-65","Brandenburg","","","",""
"Keine Sorgen","1985","46-65","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1985","46-65","Sachsen","","","",""
"Keine Sorgen","1985","46-65","Sachsen-Anhalt","","","",""
"Keine Sorgen","1985","46-65","Thüringen","","","",""
"Keine Sorgen","1985","66","Schleswig-Holstein","","","",""
"Keine Sorgen","1985","66","Hamburg","","","",""
"Keine Sorgen","1985","66","Niedersachsen","","","",""
"Keine Sorgen","1985","66","Bremen","","","",""
"Keine Sorgen","1985","66","Nordrhein-Westfalen","","","",""
"Keine Sorgen","1985","66","Hessen","","","",""
"Keine Sorgen","1985","66","Rheinland-Pfalz,Saarland","","","",""
"Keine Sorgen","1985","66","Baden-Württemberg","","","",""
"Keine Sorgen","1985","66","Bayern","","","",""
"Keine Sorgen","1985","66","Saarland","","","",""
"Keine Sorgen","1985","66","Berlin","","","",""
"Keine Sorgen","1985","66","Brandenburg","","","",""
"Keine Sorgen","1985","66","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1985","66","Sachsen","","","",""
"Keine Sorgen","1985","66","Sachsen-Anhalt","","","",""
"Keine Sorgen","1985","66","Thüringen","","","",""
"Grosse Sorgen","1986","17-29","Schleswig-Holstein","41","0.559742383226721","0.450961987854763","0.668522778598679"
"Grosse Sorgen","1986","17-29","Hamburg","34","0.576765706886884","0.449613402802731","0.703918010971037"
"Grosse Sorgen","1986","17-29","Niedersachsen","172","0.564028721491699","0.510033523827888","0.61802391915551"
"Grosse Sorgen","1986","17-29","Bremen","11","","",""
"Grosse Sorgen","1986","17-29","Nordrhein-Westfalen","398","0.53359426963498","0.499386514085387","0.567802025184573"
"Grosse Sorgen","1986","17-29","Hessen","146","0.564113742332696","0.508644934527465","0.619582550137927"
"Grosse Sorgen","1986","17-29","Rheinland-Pfalz,Saarland","106","0.487281555682287","0.422824337570669","0.551738773793905"
"Grosse Sorgen","1986","17-29","Baden-Württemberg","296","0.50616201283197","0.466551597051569","0.545772428612371"
"Grosse Sorgen","1986","17-29","Bayern","244","0.543645303537136","0.49931646992959","0.587974137144682"
"Grosse Sorgen","1986","17-29","Saarland","","","",""
"Grosse Sorgen","1986","17-29","Berlin","42","0.485851229048649","0.381426631834542","0.590275826262757"
"Grosse Sorgen","1986","17-29","Brandenburg","","","",""
"Grosse Sorgen","1986","17-29","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1986","17-29","Sachsen","","","",""
"Grosse Sorgen","1986","17-29","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1986","17-29","Thüringen","","","",""
"Grosse Sorgen","1986","30-45","Schleswig-Holstein","35","0.331879283201796","0.245816237421861","0.417942328981732"
"Grosse Sorgen","1986","30-45","Hamburg","42","0.500783791392505","0.396317488362306","0.605250094422705"
"Grosse Sorgen","1986","30-45","Niedersachsen","124","0.400897678494353","0.347368888411493","0.454426468577214"
"Grosse Sorgen","1986","30-45","Bremen","17","","",""
"Grosse Sorgen","1986","30-45","Nordrhein-Westfalen","402","0.461111410672914","0.429039374616606","0.493183446729222"
"Grosse Sorgen","1986","30-45","Hessen","122","0.455122304776019","0.400560757585375","0.509683851966662"
"Grosse Sorgen","1986","30-45","Rheinland-Pfalz,Saarland","65","0.389398636335539","0.317154073942079","0.461643198728999"
"Grosse Sorgen","1986","30-45","Baden-Württemberg","231","0.439597014346308","0.399915481295122","0.479278547397493"
"Grosse Sorgen","1986","30-45","Bayern","256","0.479116348560509","0.437703696305103","0.520529000815915"
"Grosse Sorgen","1986","30-45","Saarland","","","",""
"Grosse Sorgen","1986","30-45","Berlin","57","0.589167927985662","0.495064561526788","0.683271294444536"
"Grosse Sorgen","1986","30-45","Brandenburg","","","",""
"Grosse Sorgen","1986","30-45","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1986","30-45","Sachsen","","","",""
"Grosse Sorgen","1986","30-45","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1986","30-45","Thüringen","","","",""
"Grosse Sorgen","1986","46-65","Schleswig-Holstein","33","0.373121211977686","0.272643475070615","0.473598948884757"
"Grosse Sorgen","1986","46-65","Hamburg","31","0.480671395622268","0.360134116366311","0.601208674878224"
"Grosse Sorgen","1986","46-65","Niedersachsen","121","0.373094399326303","0.321150276832551","0.425038521820055"
"Grosse Sorgen","1986","46-65","Bremen","15","","",""
"Grosse Sorgen","1986","46-65","Nordrhein-Westfalen","317","0.395781394088267","0.362632450963083","0.428930337213451"
"Grosse Sorgen","1986","46-65","Hessen","107","0.3710698518356","0.318467564645973","0.423672139025227"
"Grosse Sorgen","1986","46-65","Rheinland-Pfalz,Saarland","105","0.39925449030184","0.339839229385023","0.458669751218658"
"Grosse Sorgen","1986","46-65","Baden-Württemberg","241","0.422387723624796","0.382963487608864","0.461811959640727"
"Grosse Sorgen","1986","46-65","Bayern","206","0.40918518140339","0.366843426915023","0.451526935891757"
"Grosse Sorgen","1986","46-65","Saarland","","","",""
"Grosse Sorgen","1986","46-65","Berlin","45","0.362082255167679","0.275732606954563","0.448431903380796"
"Grosse Sorgen","1986","46-65","Brandenburg","","","",""
"Grosse Sorgen","1986","46-65","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1986","46-65","Sachsen","","","",""
"Grosse Sorgen","1986","46-65","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1986","46-65","Thüringen","","","",""
"Grosse Sorgen","1986","66","Schleswig-Holstein","","","",""
"Grosse Sorgen","1986","66","Hamburg","","","",""
"Grosse Sorgen","1986","66","Niedersachsen","","","",""
"Grosse Sorgen","1986","66","Bremen","","","",""
"Grosse Sorgen","1986","66","Nordrhein-Westfalen","","","",""
"Grosse Sorgen","1986","66","Hessen","","","",""
"Grosse Sorgen","1986","66","Rheinland-Pfalz,Saarland","","","",""
"Grosse Sorgen","1986","66","Baden-Württemberg","","","",""
"Grosse Sorgen","1986","66","Bayern","","","",""
"Grosse Sorgen","1986","66","Saarland","","","",""
"Grosse Sorgen","1986","66","Berlin","","","",""
"Grosse Sorgen","1986","66","Brandenburg","","","",""
"Grosse Sorgen","1986","66","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1986","66","Sachsen","","","",""
"Grosse Sorgen","1986","66","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1986","66","Thüringen","","","",""
"Einige Sorgen","1986","17-29","Schleswig-Holstein","36","0.4141811742687","0.306241789827483","0.522120558709918"
"Einige Sorgen","1986","17-29","Hamburg","20","","",""
"Einige Sorgen","1986","17-29","Niedersachsen","131","0.398351281225674","0.345044778200836","0.451657784250512"
"Einige Sorgen","1986","17-29","Bremen","9","","",""
"Einige Sorgen","1986","17-29","Nordrhein-Westfalen","343","0.404051278386531","0.370403239938525","0.437699316834537"
"Einige Sorgen","1986","17-29","Hessen","138","0.361320458606155","0.307584291967535","0.415056625244774"
"Einige Sorgen","1986","17-29","Rheinland-Pfalz,Saarland","119","0.488471979685061","0.424011038340539","0.552932921029582"
"Einige Sorgen","1986","17-29","Baden-Württemberg","253","0.41615887438179","0.377106332960999","0.45521141580258"
"Einige Sorgen","1986","17-29","Bayern","192","0.381151316472492","0.337927991761626","0.424374641183358"
"Einige Sorgen","1986","17-29","Saarland","","","",""
"Einige Sorgen","1986","17-29","Berlin","37","0.43647944139521","0.332859454325384","0.540099428465037"
"Einige Sorgen","1986","17-29","Brandenburg","","","",""
"Einige Sorgen","1986","17-29","Mecklenburg-Vorpommern","","","",""
"Einige Sorgen","1986","17-29","Sachsen","","","",""
"Einige Sorgen","1986","17-29","Sachsen-Anhalt","","","",""
"Einige Sorgen","1986","17-29","Thüringen","","","",""
"Einige Sorgen","1986","30-45","Schleswig-Holstein","67","0.541697758694545","0.45063229972995","0.632763217659141"
"Einige Sorgen","1986","30-45","Hamburg","43","0.472672945249267","0.368362654913443","0.57698323558509"
"Einige Sorgen","1986","30-45","Niedersachsen","170","0.539862416146655","0.48542399061457","0.59430084167874"
"Einige Sorgen","1986","30-45","Bremen","6","","",""
"Einige Sorgen","1986","30-45","Nordrhein-Westfalen","427","0.454334278587581","0.422299244427436","0.486369312747725"
"Einige Sorgen","1986","30-45","Hessen","175","0.485532446461047","0.430772725605326","0.540292167316768"
"Einige Sorgen","1986","30-45","Rheinland-Pfalz,Saarland","89","0.519416535230296","0.445392737198717","0.593440333261875"
"Einige Sorgen","1986","30-45","Baden-Württemberg","258","0.452136154185181","0.412345434529841","0.491926873840521"
"Einige Sorgen","1986","30-45","Bayern","262","0.458564436605581","0.417258187337046","0.499870685874116"
"Einige Sorgen","1986","30-45","Saarland","","","",""
"Einige Sorgen","1986","30-45","Berlin","45","0.394967520667607","0.301464965757811","0.488470075577403"
"Einige Sorgen","1986","30-45","Brandenburg","","","",""
"Einige Sorgen","1986","30-45","Mecklenburg-Vorpommern","","","",""
"Einige Sorgen","1986","30-45","Sachsen","","","",""
"Einige Sorgen","1986","30-45","Sachsen-Anhalt","","","",""
"Einige Sorgen","1986","30-45","Thüringen","","","",""
"Einige Sorgen","1986","46-65","Schleswig-Holstein","45","0.506939398058903","0.403071519645596","0.610807276472209"
"Einige Sorgen","1986","46-65","Hamburg","26","","",""
"Einige Sorgen","1986","46-65","Niedersachsen","176","0.536056118671621","0.482493249970615","0.589618987372626"
"Einige Sorgen","1986","46-65","Bremen","9","","",""
"Einige Sorgen","1986","46-65","Nordrhein-Westfalen","428","0.529878899653316","0.496046084405662","0.56371171490097"
"Einige Sorgen","1986","46-65","Hessen","188","0.547835044595019","0.493641327366986","0.602028761823053"
"Einige Sorgen","1986","46-65","Rheinland-Pfalz,Saarland","134","0.53322335246308","0.472698048647034","0.593748656279126"
"Einige Sorgen","1986","46-65","Baden-Württemberg","267","0.446175560225139","0.4064995144915","0.485851605958777"
"Einige Sorgen","1986","46-65","Bayern","263","0.487773364367945","0.4447283030564","0.530818425679491"
"Einige Sorgen","1986","46-65","Saarland","","","",""
"Einige Sorgen","1986","46-65","Berlin","61","0.563238169827181","0.474124775096041","0.65235156455832"
"Einige Sorgen","1986","46-65","Brandenburg","","","",""
"Einige Sorgen","1986","46-65","Mecklenburg-Vorpommern","","","",""
"Einige Sorgen","1986","46-65","Sachsen","","","",""
"Einige Sorgen","1986","46-65","Sachsen-Anhalt","","","",""
"Einige Sorgen","1986","46-65","Thüringen","","","",""
"Einige Sorgen","1986","66","Schleswig-Holstein","","","",""
"Einige Sorgen","1986","66","Hamburg","","","",""
"Einige Sorgen","1986","66","Niedersachsen","","","",""
"Einige Sorgen","1986","66","Bremen","","","",""
"Einige Sorgen","1986","66","Nordrhein-Westfalen","","","",""
"Einige Sorgen","1986","66","Hessen","","","",""
"Einige Sorgen","1986","66","Rheinland-Pfalz,Saarland","","","",""
"Einige Sorgen","1986","66","Baden-Württemberg","","","",""
"Einige Sorgen","1986","66","Bayern","","","",""
"Einige Sorgen","1986","66","Saarland","","","",""
"Einige Sorgen","1986","66","Berlin","","","",""
"Einige Sorgen","1986","66","Brandenburg","","","",""
"Einige Sorgen","1986","66","Mecklenburg-Vorpommern","","","",""
"Einige Sorgen","1986","66","Sachsen","","","",""
"Einige Sorgen","1986","66","Sachsen-Anhalt","","","",""
"Einige Sorgen","1986","66","Thüringen","","","",""
"Keine Sorgen","1986","17-29","Schleswig-Holstein","3","","",""
"Keine Sorgen","1986","17-29","Hamburg","4","","",""
"Keine Sorgen","1986","17-29","Niedersachsen","21","","",""
"Keine Sorgen","1986","17-29","Bremen","","","",""
"Keine Sorgen","1986","17-29","Nordrhein-Westfalen","76","0.062354451978489","0.0457742375063386","0.0789346664506395"
"Keine Sorgen","1986","17-29","Hessen","23","","",""
"Keine Sorgen","1986","17-29","Rheinland-Pfalz,Saarland","6","","",""
"Keine Sorgen","1986","17-29","Baden-Württemberg","63","0.0776791127862407","0.0564727820597094","0.0988854435127719"
"Keine Sorgen","1986","17-29","Bayern","49","0.0752033799903727","0.0517330595673164","0.0986737004134289"
"Keine Sorgen","1986","17-29","Saarland","","","",""
"Keine Sorgen","1986","17-29","Berlin","9","","",""
"Keine Sorgen","1986","17-29","Brandenburg","","","",""
"Keine Sorgen","1986","17-29","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1986","17-29","Sachsen","","","",""
"Keine Sorgen","1986","17-29","Sachsen-Anhalt","","","",""
"Keine Sorgen","1986","17-29","Thüringen","","","",""
"Keine Sorgen","1986","30-45","Schleswig-Holstein","13","","",""
"Keine Sorgen","1986","30-45","Hamburg","3","","",""
"Keine Sorgen","1986","30-45","Niedersachsen","28","","",""
"Keine Sorgen","1986","30-45","Bremen","2","","",""
"Keine Sorgen","1986","30-45","Nordrhein-Westfalen","99","0.0845543107395054","0.0666540947342823","0.102454526744728"
"Keine Sorgen","1986","30-45","Hessen","23","","",""
"Keine Sorgen","1986","30-45","Rheinland-Pfalz,Saarland","21","","",""
"Keine Sorgen","1986","30-45","Baden-Württemberg","112","0.108266831468511","0.0834254337044135","0.133108229232609"
"Keine Sorgen","1986","30-45","Bayern","41","0.0623192148339094","0.0422800008935601","0.0823584287742587"
"Keine Sorgen","1986","30-45","Saarland","","","",""
"Keine Sorgen","1986","30-45","Berlin","3","","",""
"Keine Sorgen","1986","30-45","Brandenburg","","","",""
"Keine Sorgen","1986","30-45","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1986","30-45","Sachsen","","","",""
"Keine Sorgen","1986","30-45","Sachsen-Anhalt","","","",""
"Keine Sorgen","1986","30-45","Thüringen","","","",""
"Keine Sorgen","1986","46-65","Schleswig-Holstein","11","","",""
"Keine Sorgen","1986","46-65","Hamburg","9","","",""
"Keine Sorgen","1986","46-65","Niedersachsen","36","0.0908494820020768","0.0599817232580861","0.121717240746068"
"Keine Sorgen","1986","46-65","Bremen","3","","",""
"Keine Sorgen","1986","46-65","Nordrhein-Westfalen","91","0.0743397062584171","0.0565576823357549","0.0921217301810792"
"Keine Sorgen","1986","46-65","Hessen","29","","",""
"Keine Sorgen","1986","46-65","Rheinland-Pfalz,Saarland","22","","",""
"Keine Sorgen","1986","46-65","Baden-Württemberg","95","0.131436716150066","0.104468729882487","0.158404702417645"
"Keine Sorgen","1986","46-65","Bayern","49","0.103041454228665","0.076861107935078","0.129221800522251"
"Keine Sorgen","1986","46-65","Saarland","","","",""
"Keine Sorgen","1986","46-65","Berlin","13","","",""
"Keine Sorgen","1986","46-65","Brandenburg","","","",""
"Keine Sorgen","1986","46-65","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1986","46-65","Sachsen","","","",""
"Keine Sorgen","1986","46-65","Sachsen-Anhalt","","","",""
"Keine Sorgen","1986","46-65","Thüringen","","","",""
"Keine Sorgen","1986","66","Schleswig-Holstein","","","",""
"Keine Sorgen","1986","66","Hamburg","","","",""
"Keine Sorgen","1986","66","Niedersachsen","","","",""
"Keine Sorgen","1986","66","Bremen","","","",""
"Keine Sorgen","1986","66","Nordrhein-Westfalen","","","",""
"Keine Sorgen","1986","66","Hessen","","","",""
"Keine Sorgen","1986","66","Rheinland-Pfalz,Saarland","","","",""
"Keine Sorgen","1986","66","Baden-Württemberg","","","",""
"Keine Sorgen","1986","66","Bayern","","","",""
"Keine Sorgen","1986","66","Saarland","","","",""
"Keine Sorgen","1986","66","Berlin","","","",""
"Keine Sorgen","1986","66","Brandenburg","","","",""
"Keine Sorgen","1986","66","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1986","66","Sachsen","","","",""
"Keine Sorgen","1986","66","Sachsen-Anhalt","","","",""
"Keine Sorgen","1986","66","Thüringen","","","",""
"Grosse Sorgen","1987","17-29","Schleswig-Holstein","59","0.763099072650998","0.672174285878152","0.854023859423844"
"Grosse Sorgen","1987","17-29","Hamburg","24","","",""
"Grosse Sorgen","1987","17-29","Niedersachsen","203","0.677723535177981","0.62675673021174","0.728690340144222"
"Grosse Sorgen","1987","17-29","Bremen","13","","",""
"Grosse Sorgen","1987","17-29","Nordrhein-Westfalen","479","0.649523619274344","0.616584845916173","0.682462392632515"
"Grosse Sorgen","1987","17-29","Hessen","166","0.671106355949565","0.618638157908745","0.723574553990385"
"Grosse Sorgen","1987","17-29","Rheinland-Pfalz,Saarland","137","0.614570615534999","0.550548516294186","0.678592714775811"
"Grosse Sorgen","1987","17-29","Baden-Württemberg","342","0.662483136181124","0.624327628412047","0.7006386439502"
"Grosse Sorgen","1987","17-29","Bayern","310","0.658566234067351","0.616537469367152","0.700594998767549"
"Grosse Sorgen","1987","17-29","Saarland","","","",""
"Grosse Sorgen","1987","17-29","Berlin","57","0.676632617251209","0.58052629343576","0.772738941066658"
"Grosse Sorgen","1987","17-29","Brandenburg","","","",""
"Grosse Sorgen","1987","17-29","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1987","17-29","Sachsen","","","",""
"Grosse Sorgen","1987","17-29","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1987","17-29","Thüringen","","","",""
"Grosse Sorgen","1987","30-45","Schleswig-Holstein","57","0.524832484611964","0.431931497854963","0.617733471368965"
"Grosse Sorgen","1987","30-45","Hamburg","49","0.732750595539383","0.633909126497997","0.831592064580769"
"Grosse Sorgen","1987","30-45","Niedersachsen","154","0.530126394306651","0.473365385538801","0.586887403074501"
