year,bula_h,pgisced97,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,Berlin,Lower Secondary Level,No,0.88224,67,67,0.80448,0.96000
1989,Berlin,Upper Secondary Level,No,0.96761,137,137,0.93785,0.99736
1989,Berlin,Second Stage of Tertiary Education,No,0.92078,32,32,0.82571,1.01586
1990,Schleswig-Holstein,Lower Secondary Level,No,0.87700,54,54,0.78858,0.96542
1990,Schleswig-Holstein,Upper Secondary Level,No,0.93695,148,148,0.89766,0.97624
1990,Hamburg,Upper Secondary Level,No,0.97494,88,88,0.94209,1.00779
1990,Lower Saxony,Primary Level,No,0.98013,41,41,0.93689,1.02338
1990,Lower Saxony,Lower Secondary Level,Yes,0.12335,42,245,0.08209,0.16461
1990,Lower Saxony,Lower Secondary Level,No,0.87665,203,245,0.83539,0.91791
1990,Lower Saxony,Upper Secondary Level,Yes,0.07524,39,500,0.05209,0.09838
1990,Lower Saxony,Upper Secondary Level,No,0.92476,461,500,0.90162,0.94791
1990,Lower Saxony,First Stage of Tertiary Education,No,0.98827,65,65,0.96190,1.01465
1990,Lower Saxony,Second Stage of Tertiary Education,No,0.92305,72,72,0.86106,0.98504
1990,Bremen,Upper Secondary Level,No,0.95695,51,51,0.90068,1.01321
1990,North Rhine-Westphalia,Primary Level,No,0.90656,177,177,0.86356,0.94956
1990,North Rhine-Westphalia,Lower Secondary Level,Yes,0.15609,106,616,0.12740,0.18477
1990,North Rhine-Westphalia,Lower Secondary Level,No,0.84391,510,616,0.81523,0.87260
1990,North Rhine-Westphalia,Upper Secondary Level,Yes,0.08216,119,1217,0.06673,0.09760
1990,North Rhine-Westphalia,Upper Secondary Level,No,0.91784,1098,1217,0.90240,0.93327
1990,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.79316,71,71,0.69828,0.88805
1990,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.96648,129,129,0.93530,0.99766
1990,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.88441,180,180,0.83756,0.93125
1990,Hesse,Primary Level,No,0.94746,67,67,0.89363,1.00129
1990,Hesse,Lower Secondary Level,Yes,0.14735,35,267,0.10475,0.18994
1990,Hesse,Lower Secondary Level,No,0.85265,232,267,0.81006,0.89525
1990,Hesse,Upper Secondary Level,Yes,0.08339,34,453,0.05790,0.10887
1990,Hesse,Upper Secondary Level,No,0.91661,419,453,0.89113,0.94210
1990,Hesse,First Stage of Tertiary Education,No,0.97467,40,40,0.92536,1.02398
1990,Hesse,Second Stage of Tertiary Education,No,0.93444,78,78,0.87915,0.98972
1990,"Rhineland-Palatinate, Saarland",Primary Level,No,0.92344,36,36,0.83536,1.01153
1990,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.89427,189,189,0.85032,0.93823
1990,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.94041,302,302,0.91367,0.96715
1990,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.89547,38,38,0.79689,0.99405
1990,Baden-Wuerttemberg,Primary Level,No,0.93517,183,183,0.89940,0.97095
1990,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.13272,74,516,0.10342,0.16202
1990,Baden-Wuerttemberg,Lower Secondary Level,No,0.86728,442,516,0.83798,0.89658
1990,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.08041,66,796,0.06151,0.09931
1990,Baden-Wuerttemberg,Upper Secondary Level,No,0.91959,730,796,0.90069,0.93849
1990,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.92906,51,51,0.85790,1.00022
1990,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.95586,93,93,0.91389,0.99783
1990,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.96282,94,94,0.92436,1.00127
1990,Bavaria,Primary Level,No,0.98753,61,61,0.95944,1.01561
1990,Bavaria,Lower Secondary Level,Yes,0.09684,47,404,0.06796,0.12571
1990,Bavaria,Lower Secondary Level,No,0.90316,357,404,0.87429,0.93204
1990,Bavaria,Upper Secondary Level,Yes,0.08965,79,809,0.06996,0.10935
1990,Bavaria,Upper Secondary Level,No,0.91035,730,809,0.89065,0.93004
1990,Bavaria,Post-secondary Non-tertiary Level,No,0.83835,44,44,0.72831,0.94838
1990,Bavaria,First Stage of Tertiary Education,No,0.98985,89,89,0.96891,1.01079
1990,Bavaria,Second Stage of Tertiary Education,No,0.92594,125,125,0.87984,0.97203
1990,Berlin,Lower Secondary Level,No,0.82614,74,74,0.73920,0.91308
1990,Berlin,Upper Secondary Level,No,0.93325,251,251,0.90231,0.96419
1990,Berlin,Second Stage of Tertiary Education,No,0.94579,137,137,0.90774,0.98385
1990,Brandenburg,Lower Secondary Level,No,0.77502,60,60,0.66847,0.88157
1990,Brandenburg,Upper Secondary Level,No,0.94105,368,368,0.91696,0.96515
1990,Brandenburg,First Stage of Tertiary Education,No,0.95103,48,48,0.88932,1.01273
1990,Brandenburg,Second Stage of Tertiary Education,No,0.89991,156,156,0.85266,0.94716
1990,Mecklenburg-Western Pomerania,Lower Secondary Level,No,0.71376,41,41,0.57368,0.85384
1990,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.96224,273,273,0.93959,0.98489
1990,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.90195,100,100,0.84337,0.96053
1990,Saxony,Lower Secondary Level,Yes,0.18317,43,162,0.12342,0.24292
1990,Saxony,Lower Secondary Level,No,0.81683,119,162,0.75708,0.87658
1990,Saxony,Upper Secondary Level,Yes,0.04637,41,773,0.03154,0.06120
1990,Saxony,Upper Secondary Level,No,0.95210,732,773,0.93704,0.96717
1990,Saxony,First Stage of Tertiary Education,No,0.91039,64,64,0.83985,0.98092
1990,Saxony,Second Stage of Tertiary Education,Yes,0.12162,36,288,0.08381,0.15944
1990,Saxony,Second Stage of Tertiary Education,No,0.87838,252,288,0.84056,0.91619
1990,Saxony-Anhalt,Lower Secondary Level,Yes,0.26170,38,113,0.18029,0.34311
1990,Saxony-Anhalt,Lower Secondary Level,No,0.73830,75,113,0.65689,0.81971
1990,Saxony-Anhalt,Upper Secondary Level,No,0.96672,439,439,0.94992,0.98352
1990,Saxony-Anhalt,First Stage of Tertiary Education,No,0.95691,48,48,0.89886,1.01497
1990,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.90236,159,159,0.85608,0.94865
1990,Thuringa,Lower Secondary Level,No,0.74539,47,47,0.61949,0.87128
1990,Thuringa,Upper Secondary Level,No,0.96443,468,468,0.94763,0.98123
1990,Thuringa,First Stage of Tertiary Education,No,0.96659,35,35,0.90619,1.02700
1990,Thuringa,Second Stage of Tertiary Education,No,0.90870,121,121,0.85716,0.96023
1991,Schleswig-Holstein,Lower Secondary Level,No,0.85566,52,52,0.75920,0.95211
1991,Schleswig-Holstein,Upper Secondary Level,No,0.89685,145,145,0.84717,0.94653
1991,Hamburg,Upper Secondary Level,No,0.98175,86,86,0.95329,1.01021
1991,Lower Saxony,Primary Level,No,0.96052,43,43,0.90163,1.01941
1991,Lower Saxony,Lower Secondary Level,Yes,0.12043,39,241,0.07926,0.16161
1991,Lower Saxony,Lower Secondary Level,No,0.87957,202,241,0.83839,0.92074
1991,Lower Saxony,Upper Secondary Level,Yes,0.09869,56,497,0.07244,0.12494
1991,Lower Saxony,Upper Secondary Level,No,0.90131,441,497,0.87506,0.92756
1991,Lower Saxony,First Stage of Tertiary Education,No,0.97947,62,62,0.94388,1.01506
1991,Lower Saxony,Second Stage of Tertiary Education,No,0.89098,68,68,0.81635,0.96561
1991,Bremen,Upper Secondary Level,No,0.93603,50,50,0.86751,1.00455
1991,North Rhine-Westphalia,Primary Level,No,0.97055,165,165,0.94467,0.99642
1991,North Rhine-Westphalia,Lower Secondary Level,Yes,0.15793,112,606,0.12887,0.18699
1991,North Rhine-Westphalia,Lower Secondary Level,No,0.84207,494,606,0.81301,0.87113
1991,North Rhine-Westphalia,Upper Secondary Level,Yes,0.08151,121,1223,0.06617,0.09685
1991,North Rhine-Westphalia,Upper Secondary Level,No,0.91849,1102,1223,0.90315,0.93383
1991,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.75535,71,71,0.65465,0.85606
1991,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.92011,126,126,0.87258,0.96764
1991,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.89084,191,191,0.84650,0.93518
1991,Hesse,Primary Level,No,0.92451,67,67,0.86078,0.98825
1991,Hesse,Lower Secondary Level,Yes,0.13635,35,253,0.09398,0.17872
1991,Hesse,Lower Secondary Level,No,0.86365,218,253,0.82128,0.90602
1991,Hesse,Upper Secondary Level,Yes,0.07568,31,445,0.05108,0.10029
1991,Hesse,Upper Secondary Level,No,0.92432,414,445,0.89971,0.94892
1991,Hesse,First Stage of Tertiary Education,No,0.93991,40,40,0.86533,1.01450
1991,Hesse,Second Stage of Tertiary Education,No,0.93169,80,80,0.87605,0.98732
1991,"Rhineland-Palatinate, Saarland",Primary Level,No,0.96506,34,34,0.90241,1.02771
1991,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.91623,184,184,0.87609,0.95637
1991,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.94842,306,306,0.92360,0.97324
1991,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.94381,39,39,0.87059,1.01703
1991,Baden-Wuerttemberg,Primary Level,No,0.99110,185,185,0.97752,1.00467
1991,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.13845,78,513,0.10854,0.16837
1991,Baden-Wuerttemberg,Lower Secondary Level,No,0.86155,435,513,0.83163,0.89146
1991,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.08203,72,802,0.06302,0.10103
1991,Baden-Wuerttemberg,Upper Secondary Level,No,0.91797,730,802,0.89897,0.93698
1991,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.88798,50,50,0.79967,0.97629
1991,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.93464,87,87,0.88240,0.98688
1991,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.95078,95,95,0.90705,0.99451
1991,Bavaria,Primary Level,No,0.93486,64,64,0.87393,0.99580
1991,Bavaria,Lower Secondary Level,Yes,0.09979,47,379,0.06957,0.13000
1991,Bavaria,Lower Secondary Level,No,0.90021,332,379,0.87000,0.93043
1991,Bavaria,Upper Secondary Level,Yes,0.07225,65,815,0.05446,0.09003
1991,Bavaria,Upper Secondary Level,No,0.92775,750,815,0.90997,0.94554
1991,Bavaria,Post-secondary Non-tertiary Level,No,0.78213,45,45,0.66015,0.90410
1991,Bavaria,First Stage of Tertiary Education,No,0.97028,93,93,0.93557,1.00498
1991,Bavaria,Second Stage of Tertiary Education,No,0.93716,132,132,0.89561,0.97872
1991,Berlin,Lower Secondary Level,No,0.82724,67,67,0.73604,0.91845
1991,Berlin,Upper Secondary Level,No,0.90220,236,236,0.86422,0.94018
1991,Berlin,First Stage of Tertiary Education,No,0.96223,33,33,0.89617,1.02828
1991,Berlin,Second Stage of Tertiary Education,No,0.89270,121,121,0.83733,0.94808
1991,Brandenburg,Lower Secondary Level,No,0.77451,55,55,0.66304,0.88597
1991,Brandenburg,Upper Secondary Level,No,0.94816,345,345,0.92473,0.97159
1991,Brandenburg,First Stage of Tertiary Education,No,0.92239,40,40,0.83842,1.00636
1991,Brandenburg,Second Stage of Tertiary Education,No,0.91092,144,144,0.86424,0.95761
1991,Mecklenburg-Western Pomerania,Lower Secondary Level,No,0.86719,40,40,0.76068,0.97370
1991,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.94960,253,253,0.92259,0.97661
1991,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,0.93634,31,31,0.84897,1.02371
1991,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.88617,94,94,0.82162,0.95072
1991,Saxony,Lower Secondary Level,Yes,0.15140,36,140,0.09181,0.21099
1991,Saxony,Lower Secondary Level,No,0.84860,104,140,0.78901,0.90819
1991,Saxony,Upper Secondary Level,Yes,0.06444,48,697,0.04620,0.08268
1991,Saxony,Upper Secondary Level,No,0.93556,649,697,0.91732,0.95380
1991,Saxony,First Stage of Tertiary Education,No,0.88798,55,55,0.80386,0.97210
1991,Saxony,Second Stage of Tertiary Education,Yes,0.11924,39,279,0.08115,0.15734
1991,Saxony,Second Stage of Tertiary Education,No,0.88076,240,279,0.84266,0.91885
1991,Saxony-Anhalt,Lower Secondary Level,No,0.84716,81,81,0.76831,0.92601
1991,Saxony-Anhalt,Upper Secondary Level,No,0.95118,416,416,0.93045,0.97191
1991,Saxony-Anhalt,First Stage of Tertiary Education,No,0.95817,50,50,0.90212,1.01423
1991,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.84829,146,146,0.78990,0.90668
1991,Thuringa,Lower Secondary Level,No,0.88521,51,51,0.79685,0.97357
1991,Thuringa,Upper Secondary Level,No,0.95176,437,437,0.93164,0.97187
1991,Thuringa,Second Stage of Tertiary Education,No,0.84336,106,106,0.77384,0.91289
1992,Schleswig-Holstein,Lower Secondary Level,No,0.92001,47,47,0.84161,0.99840
1992,Schleswig-Holstein,Upper Secondary Level,No,0.91825,141,141,0.87286,0.96363
1992,Hamburg,Upper Secondary Level,No,0.94846,82,82,0.90031,0.99661
1992,Lower Saxony,Primary Level,No,0.96895,42,42,0.91585,1.02204
1992,Lower Saxony,Lower Secondary Level,Yes,0.12271,39,232,0.08040,0.16503
1992,Lower Saxony,Lower Secondary Level,No,0.87729,193,232,0.83497,0.91960
1992,Lower Saxony,Upper Secondary Level,Yes,0.09409,50,493,0.06829,0.11988
1992,Lower Saxony,Upper Secondary Level,No,0.90591,443,493,0.88012,0.93171
1992,Lower Saxony,First Stage of Tertiary Education,No,0.96230,65,65,0.91563,1.00897
1992,Lower Saxony,Second Stage of Tertiary Education,No,0.94042,72,72,0.88535,0.99548
1992,Bremen,Upper Secondary Level,No,0.95670,51,51,0.90028,1.01312
1992,North Rhine-Westphalia,Pre-primary Level,Yes,0.99285,45,45,0.96795,1.01775
1992,North Rhine-Westphalia,Primary Level,No,0.94828,164,164,0.91428,0.98228
1992,North Rhine-Westphalia,Lower Secondary Level,Yes,0.15957,108,590,0.13000,0.18915
1992,North Rhine-Westphalia,Lower Secondary Level,No,0.83949,482,590,0.80985,0.86914
1992,North Rhine-Westphalia,Upper Secondary Level,Yes,0.08134,120,1218,0.06598,0.09670
1992,North Rhine-Westphalia,Upper Secondary Level,No,0.91810,1098,1218,0.90269,0.93351
1992,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.79504,75,75,0.70306,0.88701
1992,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.94383,134,134,0.90470,0.98296
1992,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.91558,190,190,0.87594,0.95522
1992,Hesse,Primary Level,No,0.96269,64,64,0.91589,1.00949
1992,Hesse,Lower Secondary Level,Yes,0.12040,35,246,0.07965,0.16115
1992,Hesse,Lower Secondary Level,No,0.87960,211,246,0.83885,0.92035
1992,Hesse,Upper Secondary Level,No,0.93049,405,405,0.90569,0.95529
1992,Hesse,First Stage of Tertiary Education,No,0.95746,40,40,0.89412,1.02080
1992,Hesse,Second Stage of Tertiary Education,No,0.87886,81,81,0.80736,0.95036
1992,"Rhineland-Palatinate, Saarland",Primary Level,No,0.96310,32,32,0.89674,1.02946
1992,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.89812,177,177,0.85343,0.94281
1992,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.92554,297,297,0.89563,0.95545
1992,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.97895,39,39,0.93331,1.02459
1992,Baden-Wuerttemberg,Primary Level,No,0.96591,179,179,0.93926,0.99257
1992,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.13640,74,484,0.10579,0.16701
1992,Baden-Wuerttemberg,Lower Secondary Level,No,0.86360,410,484,0.83299,0.89421
1992,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.06975,54,783,0.05189,0.08760
1992,Baden-Wuerttemberg,Upper Secondary Level,No,0.93025,729,783,0.91240,0.94811
1992,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.78521,45,45,0.66386,0.90656
1992,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.93740,88,88,0.88649,0.98830
1992,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.92088,94,94,0.86601,0.97574
1992,Bavaria,Primary Level,No,0.94890,65,65,0.89495,1.00285
1992,Bavaria,Lower Secondary Level,Yes,0.12087,52,389,0.08843,0.15331
1992,Bavaria,Lower Secondary Level,No,0.87913,337,389,0.84669,0.91157
1992,Bavaria,Upper Secondary Level,Yes,0.06503,62,825,0.04820,0.08187
1992,Bavaria,Upper Secondary Level,No,0.93497,763,825,0.91813,0.95180
1992,Bavaria,Post-secondary Non-tertiary Level,No,0.87330,48,48,0.77820,0.96840
1992,Bavaria,First Stage of Tertiary Education,No,0.97632,101,101,0.94651,1.00612
1992,Bavaria,Second Stage of Tertiary Education,No,0.93575,142,142,0.89528,0.97622
1992,Berlin,Lower Secondary Level,No,0.80286,69,69,0.70829,0.89742
1992,Berlin,Upper Secondary Level,Yes,0.09084,34,257,0.05564,0.12605
1992,Berlin,Upper Secondary Level,No,0.90916,223,257,0.87395,0.94436
1992,Berlin,Second Stage of Tertiary Education,No,0.90812,129,129,0.85808,0.95816
1992,Brandenburg,Lower Secondary Level,No,0.68930,44,44,0.55097,0.82762
1992,Brandenburg,Upper Secondary Level,Yes,0.08369,34,353,0.05476,0.11263
1992,Brandenburg,Upper Secondary Level,No,0.91631,319,353,0.88737,0.94524
1992,Brandenburg,First Stage of Tertiary Education,No,0.95543,45,45,0.89446,1.01640
1992,Brandenburg,Second Stage of Tertiary Education,No,0.89951,141,141,0.84971,0.94932
1992,Mecklenburg-Western Pomerania,Lower Secondary Level,No,0.78565,32,32,0.64119,0.93011
1992,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.91411,208,208,0.87594,0.95228
1992,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.90500,83,83,0.84153,0.96846
1992,Saxony,Lower Secondary Level,Yes,0.15058,37,141,0.09133,0.20982
1992,Saxony,Lower Secondary Level,No,0.84942,104,141,0.79018,0.90867
1992,Saxony,Upper Secondary Level,Yes,0.07847,58,655,0.05786,0.09908
1992,Saxony,Upper Secondary Level,No,0.92153,597,655,0.90092,0.94214
1992,Saxony,First Stage of Tertiary Education,No,0.91875,56,56,0.84654,0.99096
1992,Saxony,Second Stage of Tertiary Education,No,0.90098,223,223,0.86169,0.94027
1992,Saxony-Anhalt,Lower Secondary Level,No,0.79387,75,75,0.70170,0.88604
1992,Saxony-Anhalt,Upper Secondary Level,Yes,0.06704,33,419,0.04306,0.09102
1992,Saxony-Anhalt,Upper Secondary Level,No,0.93296,386,419,0.90898,0.95694
1992,Saxony-Anhalt,First Stage of Tertiary Education,No,0.92979,46,46,0.85514,1.00444
1992,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.87138,154,154,0.81834,0.92443
1992,Thuringa,Lower Secondary Level,No,0.76180,44,44,0.63448,0.88913
1992,Thuringa,Upper Secondary Level,No,0.94129,411,411,0.91854,0.96405
1992,Thuringa,Second Stage of Tertiary Education,No,0.88289,109,109,0.82225,0.94354
1993,Schleswig-Holstein,Lower Secondary Level,No,0.93189,49,49,0.86061,1.00316
1993,Schleswig-Holstein,Upper Secondary Level,No,0.93555,152,152,0.89638,0.97471
1993,Hamburg,Upper Secondary Level,No,0.96933,80,80,0.93131,1.00735
1993,Lower Saxony,Primary Level,No,0.90259,43,43,0.81292,0.99227
1993,Lower Saxony,Lower Secondary Level,Yes,0.10650,38,226,0.06619,0.14680
1993,Lower Saxony,Lower Secondary Level,No,0.89350,188,226,0.85320,0.93381
1993,Lower Saxony,Upper Secondary Level,Yes,0.08237,46,497,0.05817,0.10656
1993,Lower Saxony,Upper Secondary Level,No,0.91763,451,497,0.89344,0.94183
1993,Lower Saxony,First Stage of Tertiary Education,No,0.94699,66,66,0.89253,1.00146
1993,Lower Saxony,Second Stage of Tertiary Education,No,0.96983,77,77,0.93138,1.00829
1993,Bremen,Upper Secondary Level,No,0.99599,52,52,0.97865,1.01333
1993,North Rhine-Westphalia,Primary Level,No,0.95480,158,158,0.92231,0.98730
1993,North Rhine-Westphalia,Lower Secondary Level,Yes,0.13516,84,566,0.10696,0.16335
1993,North Rhine-Westphalia,Lower Secondary Level,No,0.86484,482,566,0.83665,0.89304
1993,North Rhine-Westphalia,Upper Secondary Level,Yes,0.08401,125,1228,0.06848,0.09953
1993,North Rhine-Westphalia,Upper Secondary Level,No,0.91599,1103,1228,0.90047,0.93152
1993,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.69820,73,73,0.59217,0.80424
1993,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.95078,125,125,0.91271,0.98886
1993,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.94461,201,201,0.91291,0.97631
1993,Hesse,Primary Level,No,0.98891,60,60,0.96219,1.01563
1993,Hesse,Lower Secondary Level,Yes,0.11734,38,246,0.07704,0.15764
1993,Hesse,Lower Secondary Level,No,0.88266,208,246,0.84236,0.92296
1993,Hesse,Upper Secondary Level,No,0.94477,396,396,0.92225,0.96730
1993,Hesse,First Stage of Tertiary Education,No,0.90185,36,36,0.80328,1.00042
1993,Hesse,Second Stage of Tertiary Education,No,0.86103,82,82,0.78570,0.93636
1993,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.91426,172,172,0.87229,0.95622
1993,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.94106,295,295,0.91413,0.96798
1993,Baden-Wuerttemberg,Primary Level,No,0.96691,187,187,0.94120,0.99261
1993,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.14086,68,477,0.10961,0.17211
1993,Baden-Wuerttemberg,Lower Secondary Level,No,0.85914,409,477,0.82789,0.89039
1993,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.07524,59,799,0.05694,0.09354
1993,Baden-Wuerttemberg,Upper Secondary Level,No,0.92476,740,799,0.90646,0.94306
1993,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.86131,48,48,0.76250,0.96012
1993,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.94071,87,87,0.89079,0.99062
1993,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.86586,91,91,0.79545,0.93627
1993,Bavaria,Primary Level,No,0.96410,61,61,0.91702,1.01117
1993,Bavaria,Lower Secondary Level,Yes,0.12602,52,365,0.09192,0.16011
