year,bula_h,regtyp,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Lower Saxony,Rural regions,No,0.22914,218,859,0.20102,0.25726
2009,Bremen,Urban regions,Yes,0.66493,87,120,0.58012,0.74974
2009,Bremen,Urban regions,No,0.25471,33,120,0.17642,0.33299
2009,North Rhine-Westphalia,Urban regions,Yes,0.58224,2465,3513,0.56593,0.59855
2009,North Rhine-Westphalia,Urban regions,No,0.25571,1048,3513,0.24128,0.27014
2009,North Rhine-Westphalia,Rural regions,Yes,0.44913,67,106,0.35399,0.54428
2009,North Rhine-Westphalia,Rural regions,No,0.31876,39,106,0.22962,0.40789
2009,Hesse,Urban regions,Yes,0.55273,713,989,0.52172,0.58373
2009,Hesse,Urban regions,No,0.24440,276,989,0.21760,0.27120
2009,Hesse,Rural regions,Yes,0.65001,165,218,0.58655,0.71347
2009,Hesse,Rural regions,No,0.22446,53,218,0.16895,0.27997
2009,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.57344,562,771,0.53850,0.60837
2009,"Rhineland-Palatinate, Saarland",Urban regions,No,0.22789,209,771,0.19826,0.25751
2009,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.63384,188,246,0.57352,0.69417
2009,"Rhineland-Palatinate, Saarland",Rural regions,No,0.23175,58,246,0.17891,0.28458
2009,Baden-Wuerttemberg,Urban regions,Yes,0.60073,1368,1909,0.57875,0.62271
2009,Baden-Wuerttemberg,Urban regions,No,0.22916,541,1909,0.21030,0.24802
2009,Baden-Wuerttemberg,Rural regions,Yes,0.50626,141,189,0.43479,0.57773
2009,Baden-Wuerttemberg,Rural regions,No,0.27827,48,189,0.21421,0.34234
2009,Bavaria,Urban regions,Yes,0.62732,933,1256,0.60057,0.65407
2009,Bavaria,Urban regions,No,0.21566,323,1256,0.19290,0.23841
2009,Bavaria,Rural regions,Yes,0.57411,966,1335,0.54758,0.60065
2009,Bavaria,Rural regions,No,0.25476,369,1335,0.23137,0.27814
2009,Berlin,Urban regions,Yes,0.68051,528,681,0.64546,0.71555
2009,Berlin,Urban regions,No,0.18515,153,681,0.15596,0.21435
2009,Brandenburg,Urban regions,Yes,0.62041,51,51,0.48590,0.75493
2009,Brandenburg,Rural regions,Yes,0.60545,537,722,0.56978,0.64113
2009,Brandenburg,Rural regions,No,0.24407,185,722,0.21272,0.27543
2009,Mecklenburg-Western Pomerania,Urban regions,Yes,0.61150,44,44,0.46582,0.75719
2009,Mecklenburg-Western Pomerania,Rural regions,Yes,0.63441,287,407,0.58756,0.68125
2009,Mecklenburg-Western Pomerania,Rural regions,No,0.24849,120,407,0.20646,0.29053
2009,Saxony,Urban regions,Yes,0.65180,508,692,0.61628,0.68732
2009,Saxony,Urban regions,No,0.22816,184,692,0.19687,0.25945
2009,Saxony,Rural regions,Yes,0.56548,471,672,0.52797,0.60299
2009,Saxony,Rural regions,No,0.27734,201,672,0.24346,0.31121
2009,Saxony-Anhalt,Urban regions,Yes,0.74420,122,122,0.66646,0.82194
2009,Saxony-Anhalt,Rural regions,Yes,0.63281,427,620,0.59483,0.67078
2009,Saxony-Anhalt,Rural regions,No,0.24940,193,620,0.21531,0.28348
2009,Thuringa,Urban regions,Yes,0.62834,182,245,0.56771,0.68898
2009,Thuringa,Urban regions,No,0.24672,63,245,0.19262,0.30081
2009,Thuringa,Rural regions,Yes,0.60789,416,574,0.56791,0.64787
2009,Thuringa,Rural regions,No,0.22654,158,574,0.19226,0.26081
2010,Schleswig-Holstein,Urban regions,Yes,0.66344,201,266,0.60655,0.72034
2010,Schleswig-Holstein,Urban regions,No,0.21545,65,266,0.16595,0.26496
2010,Schleswig-Holstein,Rural regions,Yes,0.57322,321,465,0.52821,0.61822
2010,Schleswig-Holstein,Rural regions,No,0.24832,144,465,0.20900,0.28763
2010,Hamburg,Urban regions,Yes,0.65918,277,383,0.61165,0.70671
2010,Hamburg,Urban regions,No,0.23414,106,383,0.19167,0.27660
2010,Lower Saxony,Urban regions,Yes,0.57923,699,987,0.54842,0.61005
2010,Lower Saxony,Urban regions,No,0.24160,288,987,0.21489,0.26832
2010,Lower Saxony,Rural regions,Yes,0.58919,827,1185,0.56117,0.61721
2010,Lower Saxony,Rural regions,No,0.24307,358,1185,0.21863,0.26750
2010,Bremen,Urban regions,Yes,0.65390,124,172,0.58260,0.72521
2010,Bremen,Urban regions,No,0.23886,48,172,0.17495,0.30277
2010,North Rhine-Westphalia,Urban regions,Yes,0.56112,3153,4830,0.54713,0.57512
2010,North Rhine-Westphalia,Urban regions,No,0.26453,1677,4830,0.25209,0.27697
2010,North Rhine-Westphalia,Rural regions,Yes,0.48656,77,125,0.39858,0.57453
2010,North Rhine-Westphalia,Rural regions,No,0.29215,48,125,0.21211,0.37219
2010,Hesse,Urban regions,Yes,0.55889,916,1330,0.53220,0.58559
2010,Hesse,Urban regions,No,0.24898,414,1330,0.22574,0.27223
2010,Hesse,Rural regions,Yes,0.65015,236,334,0.59892,0.70137
2010,Hesse,Rural regions,No,0.18239,98,334,0.14091,0.22386
2010,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.55960,680,1000,0.52881,0.59038
2010,"Rhineland-Palatinate, Saarland",Urban regions,No,0.27523,320,1000,0.24753,0.30293
2010,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.59460,222,334,0.54186,0.64733
2010,"Rhineland-Palatinate, Saarland",Rural regions,No,0.26160,112,334,0.21439,0.30881
2010,Baden-Wuerttemberg,Urban regions,Yes,0.58166,1769,2597,0.56268,0.60064
2010,Baden-Wuerttemberg,Urban regions,No,0.24473,828,2597,0.22819,0.26127
2010,Baden-Wuerttemberg,Rural regions,Yes,0.47736,194,282,0.41896,0.53576
2010,Baden-Wuerttemberg,Rural regions,No,0.31850,88,282,0.26403,0.37298
2010,Bavaria,Urban regions,Yes,0.62289,1156,1588,0.59904,0.64673
2010,Bavaria,Urban regions,No,0.21998,432,1588,0.19960,0.24036
2010,Bavaria,Rural regions,Yes,0.59768,1352,1968,0.57601,0.61935
2010,Bavaria,Rural regions,No,0.23042,616,1968,0.21181,0.24903
2010,Berlin,Urban regions,Yes,0.64322,642,922,0.61228,0.67416
2010,Berlin,Urban regions,No,0.22773,280,922,0.20064,0.25481
2010,Brandenburg,Urban regions,Yes,0.61655,52,52,0.48310,0.75000
2010,Brandenburg,Rural regions,Yes,0.61699,626,878,0.58481,0.64916
2010,Brandenburg,Rural regions,No,0.23811,252,878,0.20992,0.26630
2010,Mecklenburg-Western Pomerania,Urban regions,Yes,0.59041,61,61,0.46598,0.71484
2010,Mecklenburg-Western Pomerania,Rural regions,Yes,0.65969,357,501,0.61816,0.70122
2010,Mecklenburg-Western Pomerania,Rural regions,No,0.20264,144,501,0.16740,0.23787
2010,Saxony,Urban regions,Yes,0.63634,613,871,0.60438,0.66831
2010,Saxony,Urban regions,No,0.22456,258,871,0.19683,0.25229
2010,Saxony,Rural regions,Yes,0.64209,535,793,0.60870,0.67548
2010,Saxony,Rural regions,No,0.22264,258,793,0.19367,0.25162
2010,Saxony-Anhalt,Urban regions,Yes,0.72560,125,159,0.65602,0.79518
2010,Saxony-Anhalt,Urban regions,No,0.21929,34,159,0.15477,0.28381
2010,Saxony-Anhalt,Rural regions,Yes,0.60525,513,747,0.57017,0.64032
2010,Saxony-Anhalt,Rural regions,No,0.25552,234,747,0.22422,0.28682
2010,Thuringa,Urban regions,Yes,0.61995,232,322,0.56684,0.67305
2010,Thuringa,Urban regions,No,0.24467,90,322,0.19764,0.29170
2010,Thuringa,Rural regions,Yes,0.67840,442,627,0.64181,0.71499
2010,Thuringa,Rural regions,No,0.20139,185,627,0.16997,0.23281
2011,Schleswig-Holstein,Urban regions,Yes,0.61823,224,296,0.56280,0.67367
2011,Schleswig-Holstein,Urban regions,No,0.23874,72,296,0.19009,0.28738
2011,Schleswig-Holstein,Rural regions,Yes,0.61696,470,687,0.58058,0.65334
2011,Schleswig-Holstein,Rural regions,No,0.20872,217,687,0.17831,0.23914
2011,Hamburg,Urban regions,Yes,0.57706,297,428,0.53020,0.62392
2011,Hamburg,Urban regions,No,0.29440,131,428,0.25117,0.33763
2011,Lower Saxony,Urban regions,Yes,0.58995,824,1149,0.56150,0.61840
2011,Lower Saxony,Urban regions,No,0.24478,325,1149,0.21991,0.26965
2011,Lower Saxony,Rural regions,Yes,0.61706,1044,1483,0.59231,0.64181
2011,Lower Saxony,Rural regions,No,0.20751,439,1483,0.18686,0.22816
2011,Bremen,Urban regions,Yes,0.64540,134,189,0.57702,0.71379
2011,Bremen,Urban regions,No,0.21235,55,189,0.15389,0.27081
2011,North Rhine-Westphalia,Urban regions,Yes,0.58473,3862,5548,0.57176,0.59769
2011,North Rhine-Westphalia,Urban regions,No,0.24499,1686,5548,0.23367,0.25631
2011,North Rhine-Westphalia,Rural regions,Yes,0.55397,104,164,0.47766,0.63028
2011,North Rhine-Westphalia,Rural regions,No,0.27996,60,164,0.21103,0.34889
2011,Hesse,Urban regions,Yes,0.55424,1105,1559,0.52956,0.57892
2011,Hesse,Urban regions,No,0.24315,454,1559,0.22184,0.26445
2011,Hesse,Rural regions,Yes,0.66224,295,400,0.61583,0.70865
2011,Hesse,Rural regions,No,0.16509,105,400,0.12866,0.20151
2011,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.56548,810,1174,0.53711,0.59384
2011,"Rhineland-Palatinate, Saarland",Urban regions,No,0.25466,364,1174,0.22973,0.27960
2011,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.56106,296,434,0.51432,0.60780
2011,"Rhineland-Palatinate, Saarland",Rural regions,No,0.27938,138,434,0.23712,0.32165
2011,Baden-Wuerttemberg,Urban regions,Yes,0.59305,2207,3138,0.57586,0.61024
2011,Baden-Wuerttemberg,Urban regions,No,0.22941,931,3138,0.21470,0.24412
2011,Baden-Wuerttemberg,Rural regions,Yes,0.57620,275,388,0.52696,0.62543
2011,Baden-Wuerttemberg,Rural regions,No,0.21759,113,388,0.17648,0.25870
2011,Bavaria,Urban regions,Yes,0.60881,1426,1960,0.58720,0.63042
2011,Bavaria,Urban regions,No,0.23239,534,1960,0.21369,0.25109
2011,Bavaria,Rural regions,Yes,0.59685,1691,2464,0.57748,0.61623
2011,Bavaria,Rural regions,No,0.23721,773,2464,0.22041,0.25401
2011,Berlin,Urban regions,Yes,0.65356,735,1015,0.62428,0.68285
2011,Berlin,Urban regions,No,0.20851,280,1015,0.18351,0.23352
2011,Brandenburg,Urban regions,Yes,0.69242,72,72,0.58508,0.79977
2011,Brandenburg,Rural regions,Yes,0.62866,744,1050,0.59943,0.65790
2011,Brandenburg,Rural regions,No,0.23404,306,1050,0.20842,0.25966
2011,Mecklenburg-Western Pomerania,Urban regions,Yes,0.54981,44,44,0.40110,0.69851
2011,Mecklenburg-Western Pomerania,Rural regions,Yes,0.67605,433,587,0.63816,0.71394
2011,Mecklenburg-Western Pomerania,Rural regions,No,0.19579,154,587,0.16366,0.22792
2011,Saxony,Urban regions,Yes,0.64656,715,965,0.61639,0.67674
2011,Saxony,Urban regions,No,0.20603,250,965,0.18049,0.23156
2011,Saxony,Rural regions,Yes,0.64416,620,870,0.61233,0.67600
2011,Saxony,Rural regions,No,0.21040,250,870,0.18330,0.23751
2011,Saxony-Anhalt,Urban regions,Yes,0.69303,171,224,0.63250,0.75357
2011,Saxony-Anhalt,Urban regions,No,0.20668,53,224,0.15353,0.25982
2011,Saxony-Anhalt,Rural regions,Yes,0.58586,587,875,0.55321,0.61852
2011,Saxony-Anhalt,Rural regions,No,0.26756,288,875,0.23821,0.29691
2011,Thuringa,Urban regions,Yes,0.68171,280,364,0.63379,0.72963
2011,Thuringa,Urban regions,No,0.17156,84,364,0.13278,0.21034
2011,Thuringa,Rural regions,Yes,0.64625,525,742,0.61182,0.68067
2011,Thuringa,Rural regions,No,0.24045,217,742,0.20968,0.27122
2012,Schleswig-Holstein,Urban regions,Yes,0.60501,207,282,0.54785,0.66217
2012,Schleswig-Holstein,Urban regions,No,0.25586,75,282,0.20484,0.30687
2012,Schleswig-Holstein,Rural regions,Yes,0.58394,489,702,0.54745,0.62043
2012,Schleswig-Holstein,Rural regions,No,0.25083,213,702,0.21874,0.28292
2012,Hamburg,Urban regions,Yes,0.66855,323,436,0.62431,0.71278
2012,Hamburg,Urban regions,No,0.20067,113,436,0.16303,0.23831
2012,Lower Saxony,Urban regions,Yes,0.61825,760,1049,0.58884,0.64767
2012,Lower Saxony,Urban regions,No,0.22810,289,1049,0.20270,0.25351
2012,Lower Saxony,Rural regions,Yes,0.59947,1090,1509,0.57474,0.62420
2012,Lower Saxony,Rural regions,No,0.22057,419,1509,0.19965,0.24150
2012,Bremen,Urban regions,Yes,0.58575,131,195,0.51644,0.65507
2012,Bremen,Urban regions,No,0.26279,64,195,0.20085,0.32472
2012,North Rhine-Westphalia,Urban regions,Yes,0.58301,3760,5374,0.56983,0.59620
2012,North Rhine-Westphalia,Urban regions,No,0.24794,1614,5374,0.23639,0.25948
2012,North Rhine-Westphalia,Rural regions,Yes,0.53088,87,146,0.44965,0.61211
2012,North Rhine-Westphalia,Rural regions,No,0.27249,59,146,0.20002,0.34496
2012,Hesse,Urban regions,Yes,0.58249,1078,1488,0.55742,0.60755
2012,Hesse,Urban regions,No,0.21884,410,1488,0.19782,0.23985
2012,Hesse,Rural regions,Yes,0.63408,304,409,0.58734,0.68082
2012,Hesse,Rural regions,No,0.20370,105,409,0.16462,0.24278
2012,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.56447,806,1163,0.53597,0.59298
2012,"Rhineland-Palatinate, Saarland",Urban regions,No,0.26350,357,1163,0.23817,0.28883
2012,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.56925,277,400,0.52066,0.61784
2012,"Rhineland-Palatinate, Saarland",Rural regions,No,0.27499,123,400,0.23118,0.31880
2012,Baden-Wuerttemberg,Urban regions,Yes,0.58474,2065,2958,0.56698,0.60250
2012,Baden-Wuerttemberg,Urban regions,No,0.23804,893,2958,0.22269,0.25339
2012,Baden-Wuerttemberg,Rural regions,Yes,0.52400,256,373,0.47325,0.57475
2012,Baden-Wuerttemberg,Rural regions,No,0.30691,117,373,0.26004,0.35378
2012,Bavaria,Urban regions,Yes,0.60158,1351,1880,0.57944,0.62372
2012,Bavaria,Urban regions,No,0.23938,529,1880,0.22009,0.25868
2012,Bavaria,Rural regions,Yes,0.59420,1683,2459,0.57478,0.61361
2012,Bavaria,Rural regions,No,0.24210,776,2459,0.22517,0.25904
2012,Berlin,Urban regions,Yes,0.65481,770,1034,0.62582,0.68380
2012,Berlin,Urban regions,No,0.19192,264,1034,0.16791,0.21594
2012,Brandenburg,Urban regions,Yes,0.61814,58,58,0.49201,0.74427
2012,Brandenburg,Rural regions,Yes,0.62167,708,1008,0.59171,0.65162
2012,Brandenburg,Rural regions,No,0.23893,300,1008,0.21259,0.26527
2012,Mecklenburg-Western Pomerania,Urban regions,Yes,0.61847,47,47,0.47809,0.75885
2012,Mecklenburg-Western Pomerania,Rural regions,Yes,0.62479,415,580,0.58535,0.66422
2012,Mecklenburg-Western Pomerania,Rural regions,No,0.23982,165,580,0.20504,0.27460
2012,Saxony,Urban regions,Yes,0.64111,701,929,0.61025,0.67198
2012,Saxony,Urban regions,No,0.21498,228,929,0.18855,0.24142
2012,Saxony,Rural regions,Yes,0.59130,618,903,0.55922,0.62338
2012,Saxony,Rural regions,No,0.25383,285,903,0.22543,0.28223
2012,Saxony-Anhalt,Urban regions,Yes,0.74229,160,208,0.68271,0.80188
2012,Saxony-Anhalt,Urban regions,No,0.13643,48,208,0.08967,0.18318
2012,Saxony-Anhalt,Rural regions,Yes,0.62277,586,826,0.58970,0.65585
2012,Saxony-Anhalt,Rural regions,No,0.23833,240,826,0.20926,0.26741
2012,Thuringa,Urban regions,Yes,0.59367,237,330,0.54060,0.64675
2012,Thuringa,Urban regions,No,0.24343,93,330,0.19706,0.28981
2012,Thuringa,Rural regions,Yes,0.64656,529,745,0.61221,0.68091
2012,Thuringa,Rural regions,No,0.23511,216,745,0.20464,0.26559
2013,Schleswig-Holstein,Urban regions,Yes,0.64797,206,255,0.58923,0.70670
2013,Schleswig-Holstein,Urban regions,No,0.15476,49,255,0.11028,0.19924
2013,Schleswig-Holstein,Rural regions,Yes,0.60304,495,660,0.56568,0.64040
2013,Schleswig-Holstein,Rural regions,No,0.18270,165,660,0.15319,0.21220
2013,Hamburg,Urban regions,Yes,0.53626,290,408,0.48782,0.58471
2013,Hamburg,Urban regions,No,0.23242,118,408,0.19139,0.27346
2013,Lower Saxony,Urban regions,Yes,0.61214,769,1025,0.58229,0.64198
2013,Lower Saxony,Urban regions,No,0.16207,256,1025,0.13949,0.18464
2013,Lower Saxony,Rural regions,Yes,0.59930,1065,1453,0.57409,0.62450
2013,Lower Saxony,Rural regions,No,0.19126,388,1453,0.17103,0.21149
2013,Bremen,Urban regions,Yes,0.57346,131,183,0.50161,0.64532
2013,Bremen,Urban regions,No,0.16605,52,183,0.11198,0.22011
2013,North Rhine-Westphalia,Urban regions,Yes,0.56065,3645,5005,0.54690,0.57440
2013,North Rhine-Westphalia,Urban regions,No,0.18092,1360,5005,0.17026,0.19159
2013,North Rhine-Westphalia,Rural regions,Yes,0.52668,80,122,0.43772,0.61565
2013,North Rhine-Westphalia,Rural regions,No,0.27151,42,122,0.19226,0.35075
2013,Hesse,Urban regions,Yes,0.53926,1028,1398,0.51312,0.56540
2013,Hesse,Urban regions,No,0.18424,370,1398,0.16391,0.20457
2013,Hesse,Rural regions,Yes,0.66866,271,365,0.62031,0.71702
2013,Hesse,Rural regions,No,0.15156,94,365,0.11472,0.18840
2013,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.52085,743,1073,0.49095,0.55076
2013,"Rhineland-Palatinate, Saarland",Urban regions,No,0.22948,330,1073,0.20431,0.25465
2013,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.59674,264,368,0.54656,0.64693
2013,"Rhineland-Palatinate, Saarland",Rural regions,No,0.21965,104,368,0.17730,0.26201
2013,Baden-Wuerttemberg,Urban regions,Yes,0.53909,1907,2678,0.52021,0.55798
2013,Baden-Wuerttemberg,Urban regions,No,0.18954,771,2678,0.17470,0.20439
2013,Baden-Wuerttemberg,Rural regions,Yes,0.51761,244,345,0.46481,0.57042
2013,Baden-Wuerttemberg,Rural regions,No,0.24869,101,345,0.20301,0.29437
2013,Bavaria,Urban regions,Yes,0.57963,1321,1785,0.55672,0.60253
2013,Bavaria,Urban regions,No,0.18080,464,1785,0.16294,0.19866
2013,Bavaria,Rural regions,Yes,0.55727,1596,2258,0.53677,0.57776
2013,Bavaria,Rural regions,No,0.21200,662,2258,0.19514,0.22886
2013,Berlin,Urban regions,Yes,0.60800,737,986,0.57751,0.63848
2013,Berlin,Urban regions,No,0.16851,249,986,0.14514,0.19189
2013,Brandenburg,Urban regions,Yes,0.72333,71,71,0.61854,0.82813
2013,Brandenburg,Rural regions,Yes,0.60185,670,936,0.57047,0.63322
2013,Brandenburg,Rural regions,No,0.22173,266,936,0.19510,0.24835
2013,Mecklenburg-Western Pomerania,Urban regions,Yes,0.54953,48,48,0.40729,0.69178
2013,Mecklenburg-Western Pomerania,Rural regions,Yes,0.65817,404,527,0.61763,0.69871
2013,Mecklenburg-Western Pomerania,Rural regions,No,0.20032,123,527,0.16612,0.23452
2013,Saxony,Urban regions,Yes,0.62450,631,866,0.59223,0.65677
2013,Saxony,Urban regions,No,0.22787,235,866,0.19992,0.25582
2013,Saxony,Rural regions,Yes,0.60790,603,839,0.57484,0.64095
2013,Saxony,Rural regions,No,0.22951,236,839,0.20104,0.25798
2013,Saxony-Anhalt,Urban regions,Yes,0.62239,158,203,0.55554,0.68925
2013,Saxony-Anhalt,Urban regions,No,0.18447,45,203,0.13098,0.23796
2013,Saxony-Anhalt,Rural regions,Yes,0.58086,543,763,0.54582,0.61589
2013,Saxony-Anhalt,Rural regions,No,0.26883,220,763,0.23735,0.30030
2013,Thuringa,Urban regions,Yes,0.61539,226,302,0.56043,0.67035
2013,Thuringa,Urban regions,No,0.20490,76,302,0.15930,0.25050
2013,Thuringa,Rural regions,Yes,0.63382,505,696,0.59801,0.66964
2013,Thuringa,Rural regions,No,0.23330,191,696,0.20186,0.26474
2014,Schleswig-Holstein,Urban regions,Yes,0.67639,204,275,0.62099,0.73179
2014,Schleswig-Holstein,Urban regions,No,0.19341,71,275,0.14664,0.24017
2014,Schleswig-Holstein,Rural regions,Yes,0.63002,472,652,0.59294,0.66711
2014,Schleswig-Holstein,Rural regions,No,0.21790,180,652,0.18619,0.24961
2014,Hamburg,Urban regions,Yes,0.61190,297,441,0.56637,0.65744
2014,Hamburg,Urban regions,No,0.24406,144,441,0.20392,0.28419
2014,Lower Saxony,Urban regions,Yes,0.59817,754,1073,0.56882,0.62752
2014,Lower Saxony,Urban regions,No,0.25292,319,1073,0.22690,0.27894
2014,Lower Saxony,Rural regions,Yes,0.60729,1093,1525,0.58277,0.63180
2014,Lower Saxony,Rural regions,No,0.22700,432,1525,0.20597,0.24803
2014,Bremen,Urban regions,Yes,0.57208,151,213,0.50547,0.63868
2014,Bremen,Urban regions,No,0.27956,62,213,0.21915,0.33997
2014,North Rhine-Westphalia,Urban regions,Yes,0.59930,3845,5501,0.58635,0.61225
2014,North Rhine-Westphalia,Urban regions,No,0.23144,1656,5501,0.22030,0.24259
2014,North Rhine-Westphalia,Rural regions,Yes,0.57654,75,117,0.48663,0.66646
2014,North Rhine-Westphalia,Rural regions,No,0.24413,42,117,0.16595,0.32230
2014,Hesse,Urban regions,Yes,0.58771,1086,1540,0.56312,0.61231
2014,Hesse,Urban regions,No,0.24164,454,1540,0.22025,0.26303
2014,Hesse,Rural regions,Yes,0.59792,241,337,0.54549,0.65035
2014,Hesse,Rural regions,No,0.25748,96,337,0.21073,0.30424
2014,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.55928,796,1185,0.53100,0.58756
2014,"Rhineland-Palatinate, Saarland",Urban regions,No,0.27274,389,1185,0.24737,0.29810
2014,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.60764,265,394,0.55936,0.65591
2014,"Rhineland-Palatinate, Saarland",Rural regions,No,0.24360,129,394,0.20116,0.28604
2014,Baden-Wuerttemberg,Urban regions,Yes,0.57913,1928,2861,0.56104,0.59723
2014,Baden-Wuerttemberg,Urban regions,No,0.25229,933,2861,0.23637,0.26821
2014,Baden-Wuerttemberg,Rural regions,Yes,0.53422,238,352,0.48204,0.58641
2014,Baden-Wuerttemberg,Rural regions,No,0.32815,114,352,0.27903,0.37727
2014,Bavaria,Urban regions,Yes,0.60725,1438,2012,0.58591,0.62859
2014,Bavaria,Urban regions,No,0.22415,574,2012,0.20592,0.24237
2014,Bavaria,Rural regions,Yes,0.59592,1633,2377,0.57619,0.61565
2014,Bavaria,Rural regions,No,0.25430,744,2377,0.23679,0.27181
2014,Berlin,Urban regions,Yes,0.62188,709,988,0.59163,0.65213
2014,Berlin,Urban regions,No,0.22176,279,988,0.19584,0.24768
2014,Brandenburg,Urban regions,Yes,0.63420,67,67,0.51799,0.75040
2014,Brandenburg,Rural regions,Yes,0.64125,683,935,0.61049,0.67201
2014,Brandenburg,Rural regions,No,0.21678,252,935,0.19035,0.24321
2014,Mecklenburg-Western Pomerania,Urban regions,Yes,0.66413,45,45,0.52458,0.80369
2014,Mecklenburg-Western Pomerania,Rural regions,Yes,0.64213,360,492,0.59973,0.68453
2014,Mecklenburg-Western Pomerania,Rural regions,No,0.20956,132,492,0.17356,0.24556
2014,Saxony,Urban regions,Yes,0.63708,628,834,0.60442,0.66973
2014,Saxony,Urban regions,No,0.22521,206,834,0.19684,0.25358
2014,Saxony,Rural regions,Yes,0.63504,553,774,0.60110,0.66897
2014,Saxony,Rural regions,No,0.21093,221,774,0.18217,0.23969
2014,Saxony-Anhalt,Urban regions,Yes,0.75098,176,222,0.69396,0.80799
2014,Saxony-Anhalt,Urban regions,No,0.16505,46,222,0.11610,0.21399
2014,Saxony-Anhalt,Rural regions,Yes,0.59208,499,742,0.55670,0.62747
2014,Saxony-Anhalt,Rural regions,No,0.26518,243,742,0.23340,0.29696
2014,Thuringa,Urban regions,Yes,0.57280,227,302,0.51692,0.62869
2014,Thuringa,Urban regions,No,0.19003,75,302,0.14571,0.23435
2014,Thuringa,Rural regions,Yes,0.63517,492,687,0.59915,0.67120
2014,Thuringa,Rural regions,No,0.23758,195,687,0.20573,0.26943
2015,Schleswig-Holstein,Urban regions,Yes,0.65648,170,241,0.59640,0.71656
2015,Schleswig-Holstein,Urban regions,No,0.23533,71,241,0.18166,0.28900
2015,Schleswig-Holstein,Rural regions,Yes,0.59992,452,632,0.56169,0.63815
2015,Schleswig-Holstein,Rural regions,No,0.22263,180,632,0.19017,0.25509
2015,Hamburg,Urban regions,Yes,0.61883,304,425,0.57260,0.66506
2015,Hamburg,Urban regions,No,0.20169,121,425,0.16350,0.23989
2015,Lower Saxony,Urban regions,Yes,0.60753,679,975,0.57686,0.63819
2015,Lower Saxony,Urban regions,No,0.22819,296,975,0.20183,0.25455
2015,Lower Saxony,Rural regions,Yes,0.61809,1045,1439,0.59298,0.64320
2015,Lower Saxony,Rural regions,No,0.19666,394,1439,0.17612,0.21721
2015,Bremen,Urban regions,Yes,0.63906,121,172,0.56707,0.71105
2015,Bremen,Urban regions,No,0.19200,51,172,0.13296,0.25104
2015,North Rhine-Westphalia,Urban regions,Yes,0.58033,3535,5043,0.56670,0.59395
2015,North Rhine-Westphalia,Urban regions,No,0.23390,1508,5043,0.22221,0.24558
2015,North Rhine-Westphalia,Rural regions,Yes,0.52769,64,106,0.43219,0.62318
2015,North Rhine-Westphalia,Rural regions,No,0.33983,42,106,0.24924,0.43043
2015,Hesse,Urban regions,Yes,0.57350,984,1372,0.54732,0.59968
2015,Hesse,Urban regions,No,0.21701,388,1372,0.19519,0.23883
2015,Hesse,Rural regions,Yes,0.63692,233,328,0.58480,0.68904
2015,Hesse,Rural regions,No,0.19096,95,328,0.14835,0.23356
2015,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.60563,784,1098,0.57671,0.63455
2015,"Rhineland-Palatinate, Saarland",Urban regions,No,0.22632,314,1098,0.20156,0.25109
2015,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.59120,256,390,0.54235,0.64006
2015,"Rhineland-Palatinate, Saarland",Rural regions,No,0.24498,134,390,0.20224,0.28771
2015,Baden-Wuerttemberg,Urban regions,Yes,0.57638,1799,2646,0.55755,0.59521
2015,Baden-Wuerttemberg,Urban regions,No,0.23973,847,2646,0.22346,0.25600
2015,Baden-Wuerttemberg,Rural regions,Yes,0.57842,230,330,0.52506,0.63178
2015,Baden-Wuerttemberg,Rural regions,No,0.27544,100,330,0.22716,0.32371
2015,Bavaria,Urban regions,Yes,0.56477,1284,1828,0.54204,0.58751
2015,Bavaria,Urban regions,No,0.22976,544,1828,0.21047,0.24905
2015,Bavaria,Rural regions,Yes,0.59900,1512,2189,0.57846,0.61953
2015,Bavaria,Rural regions,No,0.22715,677,2189,0.20959,0.24470
2015,Berlin,Urban regions,Yes,0.61132,660,910,0.57963,0.64300
2015,Berlin,Urban regions,No,0.20802,250,910,0.18163,0.23441
2015,Brandenburg,Urban regions,Yes,0.64163,58,58,0.51714,0.76612
2015,Brandenburg,Rural regions,Yes,0.60677,662,907,0.57496,0.63858
2015,Brandenburg,Rural regions,No,0.22613,245,907,0.19889,0.25337
2015,Mecklenburg-Western Pomerania,Urban regions,Yes,0.62687,47,47,0.48710,0.76663
2015,Mecklenburg-Western Pomerania,Rural regions,Yes,0.59547,353,486,0.55179,0.63915
