year,pgisced97,quintil_oecd,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,Lower Secondary Level,3rd Quintile,No,0.26245,135,456,0.22202,0.30287
1998,Lower Secondary Level,4th Quintile,Yes,0.68999,250,362,0.64228,0.73770
1998,Lower Secondary Level,4th Quintile,No,0.31001,112,362,0.26230,0.35772
1998,Lower Secondary Level,5th Quintile,Yes,0.75110,139,192,0.68978,0.81242
1998,Lower Secondary Level,5th Quintile,No,0.24890,53,192,0.18758,0.31022
1998,Upper Secondary Level,1st Quintile,Yes,0.66451,693,1080,0.63634,0.69268
1998,Upper Secondary Level,1st Quintile,No,0.33549,387,1080,0.30732,0.36366
1998,Upper Secondary Level,2nd Quintile,Yes,0.66975,851,1319,0.64436,0.69514
1998,Upper Secondary Level,2nd Quintile,No,0.33025,468,1319,0.30486,0.35564
1998,Upper Secondary Level,3rd Quintile,Yes,0.74380,969,1374,0.72071,0.76689
1998,Upper Secondary Level,3rd Quintile,No,0.25620,405,1374,0.23311,0.27929
1998,Upper Secondary Level,4th Quintile,Yes,0.69093,917,1354,0.66631,0.71555
1998,Upper Secondary Level,4th Quintile,No,0.30907,437,1354,0.28445,0.33369
1998,Upper Secondary Level,5th Quintile,Yes,0.70172,708,1048,0.67401,0.72943
1998,Upper Secondary Level,5th Quintile,No,0.29828,340,1048,0.27057,0.32599
1998,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.56175,55,55,0.42941,0.69409
1998,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.63938,43,43,0.49416,0.78460
1998,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.70335,61,61,0.58777,0.81893
1998,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.77272,85,118,0.69678,0.84866
1998,Post-secondary Non-tertiary Level,4th Quintile,No,0.22728,33,118,0.15134,0.30322
1998,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.68606,54,54,0.56112,0.81101
1998,First Stage of Tertiary Education,1st Quintile,Yes,0.78606,47,47,0.66756,0.90457
1998,First Stage of Tertiary Education,2nd Quintile,Yes,0.67665,83,127,0.59497,0.75832
1998,First Stage of Tertiary Education,2nd Quintile,No,0.32335,44,127,0.24168,0.40503
1998,First Stage of Tertiary Education,3rd Quintile,Yes,0.68631,106,157,0.61350,0.75912
1998,First Stage of Tertiary Education,3rd Quintile,No,0.31369,51,157,0.24088,0.38650
1998,First Stage of Tertiary Education,4th Quintile,Yes,0.66080,131,197,0.59452,0.72708
1998,First Stage of Tertiary Education,4th Quintile,No,0.33920,66,197,0.27292,0.40548
1998,First Stage of Tertiary Education,5th Quintile,Yes,0.64080,111,179,0.57032,0.71128
1998,First Stage of Tertiary Education,5th Quintile,No,0.35920,68,179,0.28872,0.42968
1998,Second Stage of Tertiary Education,1st Quintile,Yes,0.61265,69,110,0.52119,0.70410
1998,Second Stage of Tertiary Education,1st Quintile,No,0.38735,41,110,0.29590,0.47881
1998,Second Stage of Tertiary Education,2nd Quintile,Yes,0.78110,141,201,0.72379,0.83841
1998,Second Stage of Tertiary Education,2nd Quintile,No,0.21890,60,201,0.16159,0.27621
1998,Second Stage of Tertiary Education,3rd Quintile,Yes,0.71837,218,308,0.66805,0.76868
1998,Second Stage of Tertiary Education,3rd Quintile,No,0.28163,90,308,0.23132,0.33195
1998,Second Stage of Tertiary Education,4th Quintile,Yes,0.68624,302,424,0.64202,0.73046
1998,Second Stage of Tertiary Education,4th Quintile,No,0.31376,122,424,0.26954,0.35798
1998,Second Stage of Tertiary Education,5th Quintile,Yes,0.71123,479,682,0.67719,0.74526
1998,Second Stage of Tertiary Education,5th Quintile,No,0.28877,203,682,0.25474,0.32281
1999,No answer / don't know,1st Quintile,Yes,0.61874,59,98,0.52209,0.71540
1999,No answer / don't know,1st Quintile,No,0.38126,39,98,0.28460,0.47791
1999,No answer / don't know,2nd Quintile,Yes,0.50935,32,32,0.33337,0.68533
1999,No answer / don't know,4th Quintile,Yes,0.62375,32,32,0.45321,0.79429
1999,Pre-primary Level,1st Quintile,Yes,0.40786,32,70,0.29190,0.52382
1999,Pre-primary Level,1st Quintile,No,0.59214,38,70,0.47618,0.70810
1999,Pre-primary Level,2nd Quintile,Yes,0.55224,47,87,0.44715,0.65734
1999,Pre-primary Level,2nd Quintile,No,0.44776,40,87,0.34266,0.55285
1999,Pre-primary Level,3rd Quintile,Yes,0.72977,39,39,0.58858,0.87097
1999,Pre-primary Level,4th Quintile,Yes,0.73690,36,36,0.59102,0.88278
1999,Pre-primary Level,5th Quintile,Yes,0.68572,36,36,0.53192,0.83952
1999,Primary Level,1st Quintile,Yes,0.69288,124,176,0.62454,0.76123
1999,Primary Level,1st Quintile,No,0.30712,52,176,0.23877,0.37546
1999,Primary Level,2nd Quintile,Yes,0.70647,74,106,0.61937,0.79358
1999,Primary Level,2nd Quintile,No,0.29353,32,106,0.20642,0.38063
1999,Primary Level,3rd Quintile,Yes,0.78902,58,58,0.68310,0.89494
1999,Primary Level,4th Quintile,Yes,0.78493,36,36,0.64880,0.92105
1999,Lower Secondary Level,1st Quintile,Yes,0.75411,524,722,0.72267,0.78554
1999,Lower Secondary Level,1st Quintile,No,0.24589,198,722,0.21446,0.27733
1999,Lower Secondary Level,2nd Quintile,Yes,0.73599,421,604,0.70081,0.77118
1999,Lower Secondary Level,2nd Quintile,No,0.26401,183,604,0.22882,0.29919
1999,Lower Secondary Level,3rd Quintile,Yes,0.80758,375,491,0.77268,0.84249
1999,Lower Secondary Level,3rd Quintile,No,0.19242,116,491,0.15751,0.22732
1999,Lower Secondary Level,4th Quintile,Yes,0.76473,271,367,0.72127,0.80819
1999,Lower Secondary Level,4th Quintile,No,0.23527,96,367,0.19181,0.27873
1999,Lower Secondary Level,5th Quintile,Yes,0.77962,185,239,0.72696,0.83229
1999,Lower Secondary Level,5th Quintile,No,0.22038,54,239,0.16771,0.27304
1999,Upper Secondary Level,1st Quintile,Yes,0.67051,790,1219,0.64411,0.69691
1999,Upper Secondary Level,1st Quintile,No,0.32949,429,1219,0.30309,0.35589
1999,Upper Secondary Level,2nd Quintile,Yes,0.70427,1068,1550,0.68154,0.72699
1999,Upper Secondary Level,2nd Quintile,No,0.29573,482,1550,0.27301,0.31846
1999,Upper Secondary Level,3rd Quintile,Yes,0.74183,1089,1522,0.71984,0.76382
1999,Upper Secondary Level,3rd Quintile,No,0.25817,433,1522,0.23618,0.28016
1999,Upper Secondary Level,4th Quintile,Yes,0.73291,1030,1426,0.70993,0.75588
1999,Upper Secondary Level,4th Quintile,No,0.26709,396,1426,0.24412,0.29007
1999,Upper Secondary Level,5th Quintile,Yes,0.69322,813,1187,0.66697,0.71946
1999,Upper Secondary Level,5th Quintile,No,0.30678,374,1187,0.28054,0.33303
1999,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.62216,51,51,0.48777,0.75655
1999,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.61735,54,54,0.48650,0.74820
1999,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.62383,58,89,0.52262,0.72505
1999,Post-secondary Non-tertiary Level,3rd Quintile,No,0.37617,31,89,0.27495,0.47738
1999,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.75131,101,138,0.67893,0.82369
1999,Post-secondary Non-tertiary Level,4th Quintile,No,0.24869,37,138,0.17631,0.32107
1999,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.75320,84,84,0.66044,0.84596
1999,First Stage of Tertiary Education,1st Quintile,Yes,0.69283,55,55,0.56978,0.81587
1999,First Stage of Tertiary Education,2nd Quintile,Yes,0.69463,91,135,0.61665,0.77261
1999,First Stage of Tertiary Education,2nd Quintile,No,0.30537,44,135,0.22739,0.38335
1999,First Stage of Tertiary Education,3rd Quintile,Yes,0.72275,138,194,0.65960,0.78591
1999,First Stage of Tertiary Education,3rd Quintile,No,0.27725,56,194,0.21409,0.34040
1999,First Stage of Tertiary Education,4th Quintile,Yes,0.67307,150,210,0.60947,0.73667
1999,First Stage of Tertiary Education,4th Quintile,No,0.32693,60,210,0.26333,0.39053
1999,First Stage of Tertiary Education,5th Quintile,Yes,0.64156,130,193,0.57373,0.70939
1999,First Stage of Tertiary Education,5th Quintile,No,0.35844,63,193,0.29061,0.42627
1999,Second Stage of Tertiary Education,1st Quintile,Yes,0.66409,90,135,0.58412,0.74406
1999,Second Stage of Tertiary Education,1st Quintile,No,0.33591,45,135,0.25594,0.41588
1999,Second Stage of Tertiary Education,2nd Quintile,Yes,0.74230,168,233,0.68602,0.79858
1999,Second Stage of Tertiary Education,2nd Quintile,No,0.25770,65,233,0.20142,0.31398
1999,Second Stage of Tertiary Education,3rd Quintile,Yes,0.73039,264,352,0.68396,0.77681
1999,Second Stage of Tertiary Education,3rd Quintile,No,0.26961,88,352,0.22319,0.31604
1999,Second Stage of Tertiary Education,4th Quintile,Yes,0.71019,333,469,0.66908,0.75129
1999,Second Stage of Tertiary Education,4th Quintile,No,0.28981,136,469,0.24871,0.33092
1999,Second Stage of Tertiary Education,5th Quintile,Yes,0.64683,514,766,0.61296,0.68070
1999,Second Stage of Tertiary Education,5th Quintile,No,0.35317,252,766,0.31930,0.38704
2000,Pre-primary Level,1st Quintile,Yes,0.53626,39,39,0.37770,0.69482
2000,Pre-primary Level,2nd Quintile,Yes,0.53463,38,69,0.41607,0.65319
2000,Pre-primary Level,2nd Quintile,No,0.46537,31,69,0.34681,0.58393
2000,Pre-primary Level,3rd Quintile,Yes,0.61134,42,42,0.46213,0.76055
2000,Primary Level,1st Quintile,Yes,0.70195,77,111,0.61647,0.78743
2000,Primary Level,1st Quintile,No,0.29805,34,111,0.21257,0.38353
2000,Primary Level,2nd Quintile,Yes,0.65313,43,43,0.50918,0.79708
2000,Lower Secondary Level,1st Quintile,Yes,0.69855,482,712,0.66482,0.73229
2000,Lower Secondary Level,1st Quintile,No,0.30145,230,712,0.26771,0.33518
2000,Lower Secondary Level,2nd Quintile,Yes,0.81075,380,496,0.77625,0.84526
2000,Lower Secondary Level,2nd Quintile,No,0.18925,116,496,0.15474,0.22375
2000,Lower Secondary Level,3rd Quintile,Yes,0.75591,262,358,0.71135,0.80047
2000,Lower Secondary Level,3rd Quintile,No,0.24409,96,358,0.19953,0.28865
2000,Lower Secondary Level,4th Quintile,Yes,0.75162,213,276,0.70055,0.80268
2000,Lower Secondary Level,4th Quintile,No,0.24838,63,276,0.19732,0.29945
2000,Lower Secondary Level,5th Quintile,Yes,0.72570,110,151,0.65430,0.79710
2000,Lower Secondary Level,5th Quintile,No,0.27430,41,151,0.20290,0.34570
2000,Upper Secondary Level,1st Quintile,Yes,0.67886,868,1301,0.65347,0.70424
2000,Upper Secondary Level,1st Quintile,No,0.32114,433,1301,0.29576,0.34653
2000,Upper Secondary Level,2nd Quintile,Yes,0.69418,1032,1542,0.67118,0.71719
2000,Upper Secondary Level,2nd Quintile,No,0.30582,510,1542,0.28281,0.32882
2000,Upper Secondary Level,3rd Quintile,Yes,0.71351,1032,1494,0.69058,0.73645
2000,Upper Secondary Level,3rd Quintile,No,0.28649,462,1494,0.26355,0.30942
2000,Upper Secondary Level,4th Quintile,Yes,0.70349,986,1433,0.67984,0.72715
2000,Upper Secondary Level,4th Quintile,No,0.29651,447,1433,0.27285,0.32016
2000,Upper Secondary Level,5th Quintile,Yes,0.68894,753,1101,0.66159,0.71630
2000,Upper Secondary Level,5th Quintile,No,0.31106,348,1101,0.28370,0.33841
2000,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.66302,69,115,0.57625,0.74979
2000,Post-secondary Non-tertiary Level,1st Quintile,No,0.33698,46,115,0.25021,0.42375
2000,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.61504,51,85,0.51098,0.71909
2000,Post-secondary Non-tertiary Level,2nd Quintile,No,0.38496,34,85,0.28091,0.48902
2000,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.62751,77,118,0.53990,0.71512
2000,Post-secondary Non-tertiary Level,3rd Quintile,No,0.37249,41,118,0.28488,0.46010
2000,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.68544,98,145,0.60959,0.76128
2000,Post-secondary Non-tertiary Level,4th Quintile,No,0.31456,47,145,0.23872,0.39041
2000,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.71486,99,144,0.64086,0.78886
2000,Post-secondary Non-tertiary Level,5th Quintile,No,0.28514,45,144,0.21114,0.35914
2000,First Stage of Tertiary Education,1st Quintile,Yes,0.72755,84,126,0.64950,0.80560
2000,First Stage of Tertiary Education,1st Quintile,No,0.27245,42,126,0.19440,0.35050
2000,First Stage of Tertiary Education,2nd Quintile,Yes,0.72509,164,229,0.66714,0.78305
2000,First Stage of Tertiary Education,2nd Quintile,No,0.27491,65,229,0.21695,0.33286
2000,First Stage of Tertiary Education,3rd Quintile,Yes,0.69852,196,280,0.64467,0.75237
2000,First Stage of Tertiary Education,3rd Quintile,No,0.30148,84,280,0.24763,0.35533
2000,First Stage of Tertiary Education,4th Quintile,Yes,0.71043,189,276,0.65683,0.76404
2000,First Stage of Tertiary Education,4th Quintile,No,0.28957,87,276,0.23596,0.34317
2000,First Stage of Tertiary Education,5th Quintile,Yes,0.72025,173,245,0.66393,0.77658
2000,First Stage of Tertiary Education,5th Quintile,No,0.27975,72,245,0.22342,0.33607
2000,Second Stage of Tertiary Education,1st Quintile,Yes,0.78916,100,136,0.72035,0.85797
2000,Second Stage of Tertiary Education,1st Quintile,No,0.21084,36,136,0.14203,0.27965
2000,Second Stage of Tertiary Education,2nd Quintile,Yes,0.76718,177,241,0.71371,0.82065
2000,Second Stage of Tertiary Education,2nd Quintile,No,0.23282,64,241,0.17935,0.28629
2000,Second Stage of Tertiary Education,3rd Quintile,Yes,0.64231,253,370,0.59341,0.69122
2000,Second Stage of Tertiary Education,3rd Quintile,No,0.35769,117,370,0.30878,0.40659
2000,Second Stage of Tertiary Education,4th Quintile,Yes,0.71153,338,490,0.67138,0.75169
2000,Second Stage of Tertiary Education,4th Quintile,No,0.28847,152,490,0.24831,0.32862
2000,Second Stage of Tertiary Education,5th Quintile,Yes,0.68044,569,833,0.64876,0.71213
2000,Second Stage of Tertiary Education,5th Quintile,No,0.31956,264,833,0.28787,0.35124
2001,Pre-primary Level,1st Quintile,Yes,0.44887,56,116,0.35796,0.53977
2001,Pre-primary Level,1st Quintile,No,0.55113,60,116,0.46023,0.64204
2001,Pre-primary Level,2nd Quintile,Yes,0.60087,76,121,0.51324,0.68849
2001,Pre-primary Level,2nd Quintile,No,0.39913,45,121,0.31151,0.48676
2001,Pre-primary Level,3rd Quintile,Yes,0.62538,58,100,0.53003,0.72073
2001,Pre-primary Level,3rd Quintile,No,0.37462,42,100,0.27927,0.46997
2001,Pre-primary Level,4th Quintile,Yes,0.54237,63,106,0.44708,0.63767
2001,Pre-primary Level,4th Quintile,No,0.45763,43,106,0.36233,0.55292
2001,Pre-primary Level,5th Quintile,Yes,0.54001,54,95,0.43926,0.64077
2001,Pre-primary Level,5th Quintile,No,0.45999,41,95,0.35923,0.56074
2001,Primary Level,1st Quintile,Yes,0.72382,107,147,0.65129,0.79635
2001,Primary Level,1st Quintile,No,0.27618,40,147,0.20365,0.34871
2001,Primary Level,2nd Quintile,Yes,0.69050,62,62,0.57449,0.80651
2001,Primary Level,3rd Quintile,Yes,0.80598,31,31,0.66447,0.94749
2001,Lower Secondary Level,1st Quintile,Yes,0.74501,725,995,0.71791,0.77210
2001,Lower Secondary Level,1st Quintile,No,0.25499,270,995,0.22790,0.28209
2001,Lower Secondary Level,2nd Quintile,Yes,0.70250,539,782,0.67044,0.73457
2001,Lower Secondary Level,2nd Quintile,No,0.29750,243,782,0.26543,0.32956
2001,Lower Secondary Level,3rd Quintile,Yes,0.74385,426,590,0.70860,0.77911
2001,Lower Secondary Level,3rd Quintile,No,0.25615,164,590,0.22089,0.29140
2001,Lower Secondary Level,4th Quintile,Yes,0.71620,336,461,0.67500,0.75740
2001,Lower Secondary Level,4th Quintile,No,0.28380,125,461,0.24260,0.32500
2001,Lower Secondary Level,5th Quintile,Yes,0.72955,175,241,0.67335,0.78575
2001,Lower Secondary Level,5th Quintile,No,0.27045,66,241,0.21425,0.32665
2001,Upper Secondary Level,1st Quintile,Yes,0.69248,1369,2014,0.67232,0.71264
2001,Upper Secondary Level,1st Quintile,No,0.30752,645,2014,0.28736,0.32768
2001,Upper Secondary Level,2nd Quintile,Yes,0.68729,1682,2480,0.66904,0.70554
2001,Upper Secondary Level,2nd Quintile,No,0.31271,798,2480,0.29446,0.33096
2001,Upper Secondary Level,3rd Quintile,Yes,0.70142,1828,2619,0.68389,0.71895
2001,Upper Secondary Level,3rd Quintile,No,0.29858,791,2619,0.28105,0.31611
2001,Upper Secondary Level,4th Quintile,Yes,0.68380,1706,2480,0.66549,0.70210
2001,Upper Secondary Level,4th Quintile,No,0.31620,774,2480,0.29790,0.33451
2001,Upper Secondary Level,5th Quintile,Yes,0.71572,1359,1935,0.69562,0.73583
2001,Upper Secondary Level,5th Quintile,No,0.28428,576,1935,0.26417,0.30438
2001,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.64510,93,159,0.57049,0.71971
2001,Post-secondary Non-tertiary Level,1st Quintile,No,0.35490,66,159,0.28029,0.42951
2001,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.72551,129,188,0.66155,0.78947
2001,Post-secondary Non-tertiary Level,2nd Quintile,No,0.27449,59,188,0.21053,0.33845
2001,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.62063,125,202,0.55355,0.68771
2001,Post-secondary Non-tertiary Level,3rd Quintile,No,0.37937,77,202,0.31229,0.44645
2001,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.67800,154,234,0.61800,0.73799
2001,Post-secondary Non-tertiary Level,4th Quintile,No,0.32200,80,234,0.26201,0.38200
2001,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.72683,196,281,0.67464,0.77903
2001,Post-secondary Non-tertiary Level,5th Quintile,No,0.27317,85,281,0.22097,0.32536
2001,First Stage of Tertiary Education,1st Quintile,Yes,0.71160,102,153,0.63958,0.78362
2001,First Stage of Tertiary Education,1st Quintile,No,0.28840,51,153,0.21638,0.36042
2001,First Stage of Tertiary Education,2nd Quintile,Yes,0.69260,198,295,0.63986,0.74535
2001,First Stage of Tertiary Education,2nd Quintile,No,0.30740,97,295,0.25465,0.36014
2001,First Stage of Tertiary Education,3rd Quintile,Yes,0.67842,272,403,0.63276,0.72408
2001,First Stage of Tertiary Education,3rd Quintile,No,0.32158,131,403,0.27592,0.36724
2001,First Stage of Tertiary Education,4th Quintile,Yes,0.68969,291,424,0.64560,0.73377
2001,First Stage of Tertiary Education,4th Quintile,No,0.31031,133,424,0.26623,0.35440
2001,First Stage of Tertiary Education,5th Quintile,Yes,0.68202,268,394,0.63598,0.72807
2001,First Stage of Tertiary Education,5th Quintile,No,0.31798,126,394,0.27193,0.36402
2001,Second Stage of Tertiary Education,1st Quintile,Yes,0.71223,167,237,0.65447,0.76999
2001,Second Stage of Tertiary Education,1st Quintile,No,0.28777,70,237,0.23001,0.34553
2001,Second Stage of Tertiary Education,2nd Quintile,Yes,0.69377,254,357,0.64589,0.74165
2001,Second Stage of Tertiary Education,2nd Quintile,No,0.30623,103,357,0.25835,0.35411
2001,Second Stage of Tertiary Education,3rd Quintile,Yes,0.70415,397,546,0.66583,0.74247
2001,Second Stage of Tertiary Education,3rd Quintile,No,0.29585,149,546,0.25753,0.33417
2001,Second Stage of Tertiary Education,4th Quintile,Yes,0.70467,599,851,0.67401,0.73534
2001,Second Stage of Tertiary Education,4th Quintile,No,0.29533,252,851,0.26466,0.32599
2001,Second Stage of Tertiary Education,5th Quintile,Yes,0.67557,1035,1547,0.65224,0.69891
2001,Second Stage of Tertiary Education,5th Quintile,No,0.32443,512,1547,0.30109,0.34776
2002,No answer / don't know,1st Quintile,Yes,0.45201,34,34,0.28220,0.62182
2002,Pre-primary Level,1st Quintile,Yes,0.41767,50,103,0.32196,0.51338
2002,Pre-primary Level,1st Quintile,No,0.58233,53,103,0.48662,0.67804
2002,Pre-primary Level,2nd Quintile,Yes,0.53269,59,105,0.43680,0.62858
2002,Pre-primary Level,2nd Quintile,No,0.46731,46,105,0.37142,0.56320
2002,Pre-primary Level,3rd Quintile,Yes,0.53815,67,128,0.45145,0.62486
2002,Pre-primary Level,3rd Quintile,No,0.46185,61,128,0.37514,0.54855
2002,Pre-primary Level,4th Quintile,Yes,0.68116,59,92,0.58540,0.77691
2002,Pre-primary Level,4th Quintile,No,0.31884,33,92,0.22309,0.41460
2002,Pre-primary Level,5th Quintile,Yes,0.59684,69,110,0.50475,0.68893
2002,Pre-primary Level,5th Quintile,No,0.40316,41,110,0.31107,0.49525
2002,Primary Level,1st Quintile,Yes,0.57225,76,129,0.48654,0.65796
2002,Primary Level,1st Quintile,No,0.42775,53,129,0.34204,0.51346
2002,Primary Level,2nd Quintile,Yes,0.74208,51,51,0.62081,0.86334
2002,Primary Level,3rd Quintile,Yes,0.70484,31,31,0.54162,0.86806
2002,Lower Secondary Level,1st Quintile,Yes,0.69797,595,870,0.66745,0.72850
2002,Lower Secondary Level,1st Quintile,No,0.30203,275,870,0.27150,0.33255
2002,Lower Secondary Level,2nd Quintile,Yes,0.70778,495,710,0.67430,0.74126
2002,Lower Secondary Level,2nd Quintile,No,0.29222,215,710,0.25874,0.32570
2002,Lower Secondary Level,3rd Quintile,Yes,0.66873,340,500,0.62743,0.71003
2002,Lower Secondary Level,3rd Quintile,No,0.33127,160,500,0.28997,0.37257
2002,Lower Secondary Level,4th Quintile,Yes,0.72838,323,449,0.68719,0.76957
2002,Lower Secondary Level,4th Quintile,No,0.27162,126,449,0.23043,0.31281
2002,Lower Secondary Level,5th Quintile,Yes,0.75052,187,259,0.69772,0.80332
2002,Lower Secondary Level,5th Quintile,No,0.24948,72,259,0.19668,0.30228
2002,Upper Secondary Level,1st Quintile,Yes,0.68807,1181,1757,0.66640,0.70974
2002,Upper Secondary Level,1st Quintile,No,0.31193,576,1757,0.29026,0.33360
2002,Upper Secondary Level,2nd Quintile,Yes,0.68121,1528,2253,0.66196,0.70046
2002,Upper Secondary Level,2nd Quintile,No,0.31879,725,2253,0.29954,0.33804
2002,Upper Secondary Level,3rd Quintile,Yes,0.67289,1592,2350,0.65391,0.69186
2002,Upper Secondary Level,3rd Quintile,No,0.32711,758,2350,0.30814,0.34609
2002,Upper Secondary Level,4th Quintile,Yes,0.69060,1583,2316,0.67177,0.70943
2002,Upper Secondary Level,4th Quintile,No,0.30940,733,2316,0.29057,0.32823
2002,Upper Secondary Level,5th Quintile,Yes,0.67944,1508,2233,0.66008,0.69880
2002,Upper Secondary Level,5th Quintile,No,0.32056,725,2233,0.30120,0.33992
2002,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.67501,110,171,0.60460,0.74542
2002,Post-secondary Non-tertiary Level,1st Quintile,No,0.32499,61,171,0.25458,0.39540
2002,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.67877,110,166,0.60752,0.75002
2002,Post-secondary Non-tertiary Level,2nd Quintile,No,0.32123,56,166,0.24998,0.39248
2002,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.60720,100,160,0.53129,0.68311
2002,Post-secondary Non-tertiary Level,3rd Quintile,No,0.39280,60,160,0.31689,0.46871
2002,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.70528,156,227,0.64584,0.76472
2002,Post-secondary Non-tertiary Level,4th Quintile,No,0.29472,71,227,0.23528,0.35416
2002,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.66297,196,304,0.60974,0.71619
2002,Post-secondary Non-tertiary Level,5th Quintile,No,0.33703,108,304,0.28381,0.39026
2002,First Stage of Tertiary Education,1st Quintile,Yes,0.73908,105,151,0.66881,0.80936
2002,First Stage of Tertiary Education,1st Quintile,No,0.26092,46,151,0.19064,0.33119
2002,First Stage of Tertiary Education,2nd Quintile,Yes,0.68146,194,285,0.62727,0.73564
2002,First Stage of Tertiary Education,2nd Quintile,No,0.31854,91,285,0.26436,0.37273
2002,First Stage of Tertiary Education,3rd Quintile,Yes,0.66188,215,331,0.61084,0.71292
2002,First Stage of Tertiary Education,3rd Quintile,No,0.33812,116,331,0.28708,0.38916
2002,First Stage of Tertiary Education,4th Quintile,Yes,0.63182,272,412,0.58519,0.67845
2002,First Stage of Tertiary Education,4th Quintile,No,0.36818,140,412,0.32155,0.41481
2002,First Stage of Tertiary Education,5th Quintile,Yes,0.68066,298,435,0.63680,0.72453
2002,First Stage of Tertiary Education,5th Quintile,No,0.31934,137,435,0.27547,0.36320
2002,Second Stage of Tertiary Education,1st Quintile,Yes,0.66766,146,208,0.60349,0.73183
2002,Second Stage of Tertiary Education,1st Quintile,No,0.33234,62,208,0.26817,0.39651
2002,Second Stage of Tertiary Education,2nd Quintile,Yes,0.73466,211,280,0.68285,0.78646
2002,Second Stage of Tertiary Education,2nd Quintile,No,0.26534,69,280,0.21354,0.31715
2002,Second Stage of Tertiary Education,3rd Quintile,Yes,0.71734,347,481,0.67706,0.75763
2002,Second Stage of Tertiary Education,3rd Quintile,No,0.28266,134,481,0.24237,0.32294
2002,Second Stage of Tertiary Education,4th Quintile,Yes,0.72024,580,811,0.68933,0.75116
2002,Second Stage of Tertiary Education,4th Quintile,No,0.27976,231,811,0.24884,0.31067
2002,Second Stage of Tertiary Education,5th Quintile,Yes,0.66218,1066,1611,0.63907,0.68528
2002,Second Stage of Tertiary Education,5th Quintile,No,0.33782,545,1611,0.31472,0.36093
2003,No answer / don't know,1st Quintile,Yes,0.48752,43,77,0.37514,0.59990
2003,No answer / don't know,1st Quintile,No,0.51248,34,77,0.40010,0.62486
2003,Pre-primary Level,1st Quintile,Yes,0.46656,45,97,0.36677,0.56636
2003,Pre-primary Level,1st Quintile,No,0.53344,52,97,0.43364,0.63323
2003,Pre-primary Level,2nd Quintile,Yes,0.57090,62,98,0.47240,0.66940
2003,Pre-primary Level,2nd Quintile,No,0.42910,36,98,0.33060,0.52760
2003,Pre-primary Level,3rd Quintile,Yes,0.55893,61,111,0.46615,0.65172
2003,Pre-primary Level,3rd Quintile,No,0.44107,50,111,0.34828,0.53385
2003,Pre-primary Level,4th Quintile,Yes,0.50988,69,128,0.42293,0.59682
2003,Pre-primary Level,4th Quintile,No,0.49012,59,128,0.40318,0.57707
2003,Pre-primary Level,5th Quintile,Yes,0.66245,118,178,0.59278,0.73211
2003,Pre-primary Level,5th Quintile,No,0.33755,60,178,0.26789,0.40722
2003,Primary Level,1st Quintile,Yes,0.64572,86,128,0.56254,0.72891
2003,Primary Level,1st Quintile,No,0.35428,42,128,0.27109,0.43746
2003,Primary Level,2nd Quintile,Yes,0.80478,52,52,0.69599,0.91356
2003,Lower Secondary Level,1st Quintile,Yes,0.71964,598,832,0.68910,0.75018
2003,Lower Secondary Level,1st Quintile,No,0.28036,234,832,0.24982,0.31090
2003,Lower Secondary Level,2nd Quintile,Yes,0.69450,487,698,0.66031,0.72870
2003,Lower Secondary Level,2nd Quintile,No,0.30550,211,698,0.27130,0.33969
2003,Lower Secondary Level,3rd Quintile,Yes,0.70576,335,482,0.66503,0.74648
2003,Lower Secondary Level,3rd Quintile,No,0.29424,147,482,0.25352,0.33497
2003,Lower Secondary Level,4th Quintile,Yes,0.71845,297,414,0.67507,0.76182
2003,Lower Secondary Level,4th Quintile,No,0.28155,117,414,0.23818,0.32493
2003,Lower Secondary Level,5th Quintile,Yes,0.74672,218,287,0.69632,0.79713
2003,Lower Secondary Level,5th Quintile,No,0.25328,69,287,0.20287,0.30368
2003,Upper Secondary Level,1st Quintile,Yes,0.70479,1183,1746,0.68339,0.72620
