year,age_gr,pgisced97,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.33481,102,206,0.27021,0.39942
1990,17-29 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.53284,104,206,0.46454,0.60114
1990,30-45 y.,Primary Level,"Dropout, No School Degree",0.72581,155,195,0.66304,0.78859
1990,30-45 y.,Primary Level,No School Attended,0.16091,40,195,0.10920,0.21262
1990,30-45 y.,Lower Secondary Level,Secondary School Degree,0.69041,257,534,0.65116,0.72966
1990,30-45 y.,Lower Secondary Level,Intermediate School Degree,0.12738,41,534,0.09907,0.15568
1990,30-45 y.,Lower Secondary Level,Other Degree,0.18222,236,534,0.14944,0.21499
1990,30-45 y.,Upper Secondary Level,Secondary School Degree,0.58591,1103,2244,0.56553,0.60629
1990,30-45 y.,Upper Secondary Level,Intermediate School Degree,0.35919,940,2244,0.33934,0.37905
1990,30-45 y.,Upper Secondary Level,Upper Secondary Degree,0.02043,35,2244,0.01458,0.02629
1990,30-45 y.,Upper Secondary Level,Other Degree,0.02577,166,2244,0.01921,0.03233
1990,30-45 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.36949,32,126,0.28487,0.45411
1990,30-45 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.52558,62,126,0.43804,0.61312
1990,30-45 y.,Post-secondary Non-tertiary Level,Other Degree,0.10285,32,126,0.04959,0.15610
1990,30-45 y.,First Stage of Tertiary Education,Secondary School Degree,0.32137,80,278,0.26637,0.37636
1990,30-45 y.,First Stage of Tertiary Education,Intermediate School Degree,0.43728,165,278,0.37886,0.49570
1990,30-45 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.14911,33,278,0.10716,0.19106
1990,30-45 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.20785,260,790,0.17953,0.23616
1990,30-45 y.,Second Stage of Tertiary Education,Technical School Degree,0.11319,54,790,0.09108,0.13530
1990,30-45 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.65591,476,790,0.62277,0.68906
1990,46-65 y.,Primary Level,"Dropout, No School Degree",0.71633,220,300,0.66523,0.76742
1990,46-65 y.,Primary Level,No School Attended,0.25131,80,300,0.20215,0.30048
1990,46-65 y.,Lower Secondary Level,Secondary School Degree,0.87280,688,958,0.85169,0.89391
1990,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.06216,47,958,0.04686,0.07745
1990,46-65 y.,Lower Secondary Level,Other Degree,0.06505,223,958,0.04942,0.08067
1990,46-65 y.,Upper Secondary Level,Secondary School Degree,0.77934,1603,2099,0.76159,0.79708
1990,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.18536,312,2099,0.16873,0.20199
1990,46-65 y.,Upper Secondary Level,Other Degree,0.02380,151,2099,0.01728,0.03032
1990,46-65 y.,Upper Secondary Level,"Dropout, No School Degree",0.00608,33,2099,0.00276,0.00941
1990,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.61318,166,237,0.55105,0.67532
1990,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.24944,71,237,0.19424,0.30464
1990,46-65 y.,Second Stage of Tertiary Education,Secondary School Degree,0.11879,89,521,0.09098,0.14660
1990,46-65 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.21263,142,521,0.17746,0.24779
1990,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.12148,43,521,0.09340,0.14956
1990,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.52706,247,521,0.48414,0.56997
1990,66 and older,Lower Secondary Level,Secondary School Degree,0.91745,470,504,0.89340,0.94150
1990,66 and older,Lower Secondary Level,Intermediate School Degree,0.07320,34,504,0.05043,0.09596
1990,66 and older,Upper Secondary Level,Secondary School Degree,0.75243,542,675,0.71985,0.78502
1990,66 and older,Upper Secondary Level,Intermediate School Degree,0.22040,133,675,0.18911,0.25170
1990,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.55345,58,58,0.42439,0.68251
1990,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.51574,47,47,0.37132,0.66016
1991,17-29 y.,Pre-primary Level,No School Degree Yet,0.96181,150,150,0.93103,0.99258
1991,17-29 y.,Primary Level,"Dropout, No School Degree",0.77913,118,118,0.70397,0.85430
1991,17-29 y.,Lower Secondary Level,Secondary School Degree,0.47837,457,932,0.44629,0.51046
1991,17-29 y.,Lower Secondary Level,Intermediate School Degree,0.48842,407,932,0.45631,0.52052
1991,17-29 y.,Lower Secondary Level,Other Degree,0.03321,68,932,0.02170,0.04472
1991,17-29 y.,Upper Secondary Level,Secondary School Degree,0.33343,625,1834,0.31184,0.35501
1991,17-29 y.,Upper Secondary Level,Intermediate School Degree,0.46287,879,1834,0.44005,0.48570
1991,17-29 y.,Upper Secondary Level,Technical School Degree,0.02311,38,1834,0.01623,0.02999
1991,17-29 y.,Upper Secondary Level,Upper Secondary Degree,0.14706,238,1834,0.13084,0.16327
1991,17-29 y.,Upper Secondary Level,Other Degree,0.01721,54,1834,0.01126,0.02317
1991,17-29 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.28851,46,156,0.21718,0.35983
1991,17-29 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.66500,110,156,0.59070,0.73931
1991,17-29 y.,First Stage of Tertiary Education,Intermediate School Degree,0.47061,50,50,0.33085,0.61037
1991,17-29 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.33047,85,177,0.26097,0.39996
1991,17-29 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.53556,92,177,0.46187,0.60924
1991,30-45 y.,Primary Level,"Dropout, No School Degree",0.72679,156,192,0.66360,0.78999
1991,30-45 y.,Primary Level,No School Attended,0.14371,36,192,0.09396,0.19345
1991,30-45 y.,Lower Secondary Level,Secondary School Degree,0.68516,264,521,0.64524,0.72508
1991,30-45 y.,Lower Secondary Level,Intermediate School Degree,0.13605,43,521,0.10659,0.16552
1991,30-45 y.,Lower Secondary Level,Other Degree,0.17879,214,521,0.14585,0.21172
1991,30-45 y.,Upper Secondary Level,Secondary School Degree,0.56464,1093,2263,0.54421,0.58507
1991,30-45 y.,Upper Secondary Level,Intermediate School Degree,0.37807,978,2263,0.35808,0.39805
1991,30-45 y.,Upper Secondary Level,Upper Secondary Degree,0.02080,36,2263,0.01492,0.02668
1991,30-45 y.,Upper Secondary Level,Other Degree,0.02636,156,2263,0.01975,0.03296
1991,30-45 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.54766,66,66,0.42666,0.66866
1991,30-45 y.,First Stage of Tertiary Education,Secondary School Degree,0.29830,78,277,0.24432,0.35228
1991,30-45 y.,First Stage of Tertiary Education,Intermediate School Degree,0.43966,163,277,0.38110,0.49822
1991,30-45 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.16023,36,277,0.11695,0.20350
1991,30-45 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.20159,265,793,0.17365,0.22953
1991,30-45 y.,Second Stage of Tertiary Education,Technical School Degree,0.11668,57,793,0.09432,0.13904
1991,30-45 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.65538,471,793,0.62228,0.68848
1991,46-65 y.,Primary Level,"Dropout, No School Degree",0.72371,215,290,0.67216,0.77527
1991,46-65 y.,Primary Level,No School Attended,0.24608,75,290,0.19642,0.29575
1991,46-65 y.,Lower Secondary Level,Secondary School Degree,0.85513,633,916,0.83232,0.87793
1991,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.06403,46,916,0.04817,0.07990
1991,46-65 y.,Lower Secondary Level,Other Degree,0.08084,237,916,0.06318,0.09850
1991,46-65 y.,Upper Secondary Level,Secondary School Degree,0.77215,1511,1979,0.75366,0.79063
1991,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.18765,314,1979,0.17045,0.20486
1991,46-65 y.,Upper Secondary Level,Other Degree,0.02592,154,1979,0.01892,0.03293
1991,46-65 y.,Post-secondary Non-tertiary Level,Other Degree,0.24504,32,32,0.09363,0.39645
1991,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.59325,161,233,0.53004,0.65646
1991,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.26867,72,233,0.21163,0.32571
1991,46-65 y.,Second Stage of Tertiary Education,Secondary School Degree,0.12060,86,532,0.09290,0.14830
1991,46-65 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.22523,150,532,0.18970,0.26076
1991,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.11251,42,532,0.08564,0.13939
1991,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.52207,254,532,0.47958,0.56455
1991,66 and older,Lower Secondary Level,Secondary School Degree,0.91496,446,480,0.88998,0.93994
1991,66 and older,Lower Secondary Level,Intermediate School Degree,0.07806,34,480,0.05403,0.10208
1991,66 and older,Upper Secondary Level,Secondary School Degree,0.76440,552,682,0.73253,0.79627
1991,66 and older,Upper Secondary Level,Intermediate School Degree,0.21276,130,682,0.18203,0.24350
1991,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.53984,52,52,0.40305,0.67664
1991,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.51498,49,49,0.37360,0.65637
1992,17-29 y.,Pre-primary Level,No School Degree Yet,0.96764,178,178,0.94158,0.99371
1992,17-29 y.,Primary Level,"Dropout, No School Degree",0.72953,102,102,0.64290,0.81616
1992,17-29 y.,Lower Secondary Level,Secondary School Degree,0.47762,453,932,0.44553,0.50971
1992,17-29 y.,Lower Secondary Level,Intermediate School Degree,0.48617,412,932,0.45406,0.51827
1992,17-29 y.,Lower Secondary Level,Other Degree,0.03621,67,932,0.02421,0.04821
1992,17-29 y.,Upper Secondary Level,Secondary School Degree,0.31356,583,1714,0.29159,0.33553
1992,17-29 y.,Upper Secondary Level,Intermediate School Degree,0.46362,811,1714,0.44001,0.48724
1992,17-29 y.,Upper Secondary Level,Technical School Degree,0.02792,40,1714,0.02012,0.03572
1992,17-29 y.,Upper Secondary Level,Upper Secondary Degree,0.15568,227,1714,0.13851,0.17285
1992,17-29 y.,Upper Secondary Level,Other Degree,0.01789,53,1714,0.01162,0.02417
1992,17-29 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.28840,49,156,0.21708,0.35972
1992,17-29 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.65916,107,156,0.58454,0.73378
1992,17-29 y.,First Stage of Tertiary Education,Intermediate School Degree,0.49122,51,51,0.35264,0.62979
1992,17-29 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.32953,71,149,0.25380,0.40526
1992,17-29 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.52719,78,149,0.44676,0.60763
1992,30-45 y.,Primary Level,"Dropout, No School Degree",0.73430,151,183,0.67012,0.79847
1992,30-45 y.,Primary Level,No School Attended,0.13987,32,183,0.08947,0.19026
1992,30-45 y.,Lower Secondary Level,Secondary School Degree,0.65666,247,488,0.61449,0.69883
1992,30-45 y.,Lower Secondary Level,Intermediate School Degree,0.16173,47,488,0.12903,0.19444
1992,30-45 y.,Lower Secondary Level,Other Degree,0.18161,194,488,0.14737,0.21585
1992,30-45 y.,Upper Secondary Level,Secondary School Degree,0.56790,1081,2192,0.54716,0.58864
1992,30-45 y.,Upper Secondary Level,Intermediate School Degree,0.37550,972,2192,0.35522,0.39578
1992,30-45 y.,Upper Secondary Level,Other Degree,0.02705,139,2192,0.02026,0.03384
1992,30-45 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.61519,79,79,0.50722,0.72317
1992,30-45 y.,First Stage of Tertiary Education,Secondary School Degree,0.30662,84,284,0.25289,0.36034
1992,30-45 y.,First Stage of Tertiary Education,Intermediate School Degree,0.43676,166,284,0.37898,0.49455
1992,30-45 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.15161,34,284,0.10982,0.19339
1992,30-45 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.19811,264,806,0.17058,0.22565
1992,30-45 y.,Second Stage of Tertiary Education,Technical School Degree,0.11565,58,806,0.09356,0.13775
1992,30-45 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.66007,484,806,0.62735,0.69279
1992,46-65 y.,Primary Level,"Dropout, No School Degree",0.73278,205,277,0.68058,0.78499
1992,46-65 y.,Primary Level,No School Attended,0.23780,72,277,0.18757,0.28803
1992,46-65 y.,Lower Secondary Level,Secondary School Degree,0.84808,602,886,0.82443,0.87173
1992,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.05874,41,886,0.04325,0.07423
1992,46-65 y.,Lower Secondary Level,Other Degree,0.09318,243,886,0.07403,0.11233
1992,46-65 y.,Upper Secondary Level,Secondary School Degree,0.75501,1440,1927,0.73581,0.77422
1992,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.19661,327,1927,0.17886,0.21436
1992,46-65 y.,Upper Secondary Level,Other Degree,0.03187,160,1927,0.02403,0.03972
1992,46-65 y.,Post-secondary Non-tertiary Level,Other Degree,0.34409,33,33,0.17949,0.50869
1992,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.59659,156,227,0.53262,0.66055
1992,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.26324,71,227,0.20582,0.32066
1992,46-65 y.,Second Stage of Tertiary Education,Secondary School Degree,0.12002,86,533,0.09240,0.14763
1992,46-65 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.22695,155,533,0.19135,0.26254
1992,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.11414,42,533,0.08712,0.14116
1992,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.52034,250,533,0.47788,0.56279
1992,66 and older,Lower Secondary Level,Secondary School Degree,0.91555,436,470,0.89039,0.94072
1992,66 and older,Lower Secondary Level,Intermediate School Degree,0.08055,34,470,0.05592,0.10518
1992,66 and older,Upper Secondary Level,Secondary School Degree,0.75449,562,696,0.72249,0.78648
1992,66 and older,Upper Secondary Level,Intermediate School Degree,0.22004,134,696,0.18924,0.25084
1992,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.54072,53,53,0.40527,0.67617
1992,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.50583,46,46,0.35975,0.65190
1993,17-29 y.,Pre-primary Level,No School Degree Yet,0.95881,176,176,0.92936,0.98825
1993,17-29 y.,Primary Level,"Dropout, No School Degree",0.73924,101,101,0.65318,0.82529
1993,17-29 y.,Lower Secondary Level,Secondary School Degree,0.46254,424,884,0.42965,0.49543
1993,17-29 y.,Lower Secondary Level,Intermediate School Degree,0.49461,390,884,0.46164,0.52759
1993,17-29 y.,Lower Secondary Level,Other Degree,0.04285,70,884,0.02949,0.05621
1993,17-29 y.,Upper Secondary Level,Secondary School Degree,0.30840,547,1683,0.28633,0.33047
1993,17-29 y.,Upper Secondary Level,Intermediate School Degree,0.46228,796,1683,0.43845,0.48610
1993,17-29 y.,Upper Secondary Level,Technical School Degree,0.02360,38,1683,0.01634,0.03085
1993,17-29 y.,Upper Secondary Level,Upper Secondary Degree,0.16278,246,1683,0.14513,0.18042
1993,17-29 y.,Upper Secondary Level,Other Degree,0.01929,56,1683,0.01272,0.02586
1993,17-29 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.29903,49,153,0.22624,0.37181
1993,17-29 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.63912,104,153,0.56277,0.71547
1993,17-29 y.,First Stage of Tertiary Education,Intermediate School Degree,0.50119,50,50,0.36119,0.64119
1993,17-29 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.29054,59,135,0.21366,0.36741
1993,17-29 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.50269,76,135,0.41804,0.58735
1993,30-45 y.,Primary Level,"Dropout, No School Degree",0.73981,140,171,0.67385,0.80576
1993,30-45 y.,Primary Level,No School Attended,0.13790,31,171,0.08607,0.18973
1993,30-45 y.,Lower Secondary Level,Secondary School Degree,0.66200,249,463,0.61886,0.70513
1993,30-45 y.,Lower Secondary Level,Intermediate School Degree,0.16074,45,463,0.12725,0.19424
1993,30-45 y.,Lower Secondary Level,Other Degree,0.17726,169,463,0.14244,0.21208
1993,30-45 y.,Upper Secondary Level,Secondary School Degree,0.54854,1057,2175,0.52763,0.56946
1993,30-45 y.,Upper Secondary Level,Intermediate School Degree,0.39486,995,2175,0.37431,0.41541
1993,30-45 y.,Upper Secondary Level,Other Degree,0.02754,123,2175,0.02066,0.03442
1993,30-45 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.37368,35,116,0.28526,0.46210
1993,30-45 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.55356,81,116,0.46270,0.64442
1993,30-45 y.,First Stage of Tertiary Education,Secondary School Degree,0.29417,82,293,0.24190,0.34643
1993,30-45 y.,First Stage of Tertiary Education,Intermediate School Degree,0.44322,173,293,0.38624,0.50020
1993,30-45 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.17914,38,293,0.13515,0.22312
1993,30-45 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.20002,252,784,0.17200,0.22804
1993,30-45 y.,Second Stage of Tertiary Education,Technical School Degree,0.10901,54,784,0.08718,0.13084
1993,30-45 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.66566,478,784,0.63261,0.69870
1993,46-65 y.,Primary Level,"Dropout, No School Degree",0.74513,208,276,0.69362,0.79664
1993,46-65 y.,Primary Level,No School Attended,0.22717,68,276,0.17764,0.27669
1993,46-65 y.,Lower Secondary Level,Secondary School Degree,0.83188,559,846,0.80666,0.85709
1993,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.06175,40,846,0.04552,0.07797
1993,46-65 y.,Lower Secondary Level,Other Degree,0.10638,247,846,0.08559,0.12717
1993,46-65 y.,Upper Secondary Level,Secondary School Degree,0.75543,1410,1900,0.73609,0.77476
1993,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.19201,332,1900,0.17429,0.20972
1993,46-65 y.,Upper Secondary Level,Other Degree,0.03310,158,1900,0.02505,0.04115
1993,46-65 y.,Post-secondary Non-tertiary Level,Other Degree,0.35285,31,31,0.18185,0.52385
1993,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.59116,148,214,0.52513,0.65718
1993,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.26264,66,214,0.20354,0.32174
1993,46-65 y.,Second Stage of Tertiary Education,Secondary School Degree,0.11652,81,536,0.08934,0.14371
1993,46-65 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.21377,152,536,0.17903,0.24851
1993,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.10507,41,536,0.07908,0.13105
1993,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.53980,262,536,0.49757,0.58204
1993,66 and older,Lower Secondary Level,Secondary School Degree,0.92069,444,475,0.89637,0.94502
