"hlf0071_h","year","quintil","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Viel zu gross","2012","2","Staedtischer Raum","46","0.0102800349991648","0.00749307178120901","0.0130669982171206"
"Viel zu gross","2012","2","Laendlicher Raum","40","0.0168403436029418","0.0125974340777725","0.021083253128111"
"Viel zu gross","2012","3","Staedtischer Raum","45","0.0141615470520932","0.010966617521006","0.0173564765831804"
"Viel zu gross","2012","3","Laendlicher Raum","47","0.0274793060755824","0.0221302865869419","0.032828325564223"
"Viel zu gross","2012","4","Staedtischer Raum","58","0.012020032183976","0.00928980199368147","0.0147502623742705"
"Viel zu gross","2012","4","Laendlicher Raum","52","0.0169459709234284","0.0124677386948727","0.0214242031519841"
"Viel zu gross","2012","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Viel zu gross","2012","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Viel zu klein","2013","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Viel zu klein","2013","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Viel zu klein","2013","2","Staedtischer Raum","411","0.0443741841834525","0.0392166795407088","0.0495316888261961"
"Viel zu klein","2013","2","Laendlicher Raum","126","0.0209863639569065","0.0162342431612092","0.0257384847526037"
"Viel zu klein","2013","3","Staedtischer Raum","219","0.0213183749304005","0.0175962223277902","0.0250405275330107"
"Viel zu klein","2013","3","Laendlicher Raum","84","0.0155137374448422","0.0114512564968012","0.0195762183928831"
"Viel zu klein","2013","4","Staedtischer Raum","175","0.0118490303950333","0.00929458273165152","0.014403478058415"
"Viel zu klein","2013","4","Laendlicher Raum","69","0.0104149981575421","0.00712689774205059","0.0137030985730336"
"Viel zu klein","2013","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Viel zu klein","2013","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Etwas zu klein","2013","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Etwas zu klein","2013","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Etwas zu klein","2013","2","Staedtischer Raum","1559","0.184899016674701","0.175175944505643","0.194622088843758"
"Etwas zu klein","2013","2","Laendlicher Raum","594","0.115205758244613","0.104620956254259","0.125790560234967"
"Etwas zu klein","2013","3","Staedtischer Raum","1258","0.160569512868353","0.151108877082478","0.170030148654228"
"Etwas zu klein","2013","3","Laendlicher Raum","519","0.130049099962027","0.118992302995423","0.141105896928632"
"Etwas zu klein","2013","4","Staedtischer Raum","1171","0.130566009085257","0.122612160410187","0.138519857760327"
"Etwas zu klein","2013","4","Laendlicher Raum","463","0.0906884318800503","0.0813876121833087","0.099989251576792"
"Etwas zu klein","2013","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Etwas zu klein","2013","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Gerade richtig","2013","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Gerade richtig","2013","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Gerade richtig","2013","2","Staedtischer Raum","3868","0.696729701597425","0.685216990626162","0.708242412568687"
"Gerade richtig","2013","2","Laendlicher Raum","2474","0.713444006495719","0.698453745440708","0.728434267550729"
"Gerade richtig","2013","3","Staedtischer Raum","3876","0.707173390682118","0.695446992577311","0.718899788786924"
"Gerade richtig","2013","3","Laendlicher Raum","2585","0.712807598122587","0.697934517861502","0.727680678383672"
"Gerade richtig","2013","4","Staedtischer Raum","4847","0.72327100232048","0.712709594483352","0.733832410157609"
"Gerade richtig","2013","4","Laendlicher Raum","2666","0.716506600751279","0.701909369287086","0.731103832215472"
"Gerade richtig","2013","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Gerade richtig","2013","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Etwas zu gross","2013","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Etwas zu gross","2013","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Etwas zu gross","2013","2","Staedtischer Raum","262","0.0678264880983757","0.0615288377503652","0.0741241384463863"
"Etwas zu gross","2013","2","Laendlicher Raum","270","0.126675640502234","0.115648603232455","0.137702677772014"
"Etwas zu gross","2013","3","Staedtischer Raum","394","0.0961520629574866","0.088555390557998","0.103748735356975"
"Etwas zu gross","2013","3","Laendlicher Raum","333","0.123918025874371","0.113087042134959","0.134749009613784"
"Etwas zu gross","2013","4","Staedtischer Raum","629","0.1163336805336","0.108764639892087","0.123902721175113"
"Etwas zu gross","2013","4","Laendlicher Raum","406","0.157657559056527","0.145854606494129","0.169460511618926"
"Etwas zu gross","2013","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Etwas zu gross","2013","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Viel zu gross","2013","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Viel zu gross","2013","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Viel zu gross","2013","2","Staedtischer Raum","24","","",""
"Viel zu gross","2013","2","Laendlicher Raum","31","0.0236882308005273","0.0186464370427422","0.0287300245583123"
"Viel zu gross","2013","3","Staedtischer Raum","38","0.0147866585616421","0.0116763994297465","0.0178969176935377"
"Viel zu gross","2013","3","Laendlicher Raum","34","0.0177115385961723","0.0133756715694027","0.0220474056229419"
"Viel zu gross","2013","4","Staedtischer Raum","71","0.017980277665629","0.0148433662558886","0.0211171890753694"
"Viel zu gross","2013","4","Laendlicher Raum","58","0.0247324101546008","0.0197022242368079","0.0297625960723936"
"Viel zu gross","2013","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Viel zu gross","2013","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Viel zu klein","2014","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Viel zu klein","2014","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Viel zu klein","2014","2","Staedtischer Raum","288","0.042772133839447","0.0370627721407499","0.048481495538144"
"Viel zu klein","2014","2","Laendlicher Raum","117","0.0349953186753632","0.0284325016865718","0.0415581356641546"
"Viel zu klein","2014","3","Staedtischer Raum","248","0.0323878575964561","0.0275212110952647","0.0372545040976476"
"Viel zu klein","2014","3","Laendlicher Raum","90","0.0149409464320706","0.0107003493504568","0.0191815435136844"
"Viel zu klein","2014","4","Staedtischer Raum","109","0.00894237988286383","0.00659186365319241","0.0112928961125352"
"Viel zu klein","2014","4","Laendlicher Raum","43","0.00466559325077929","0.00239528285957243","0.00693590364198615"
"Viel zu klein","2014","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Viel zu klein","2014","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Etwas zu klein","2014","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Etwas zu klein","2014","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Etwas zu klein","2014","2","Staedtischer Raum","1186","0.193065337450867","0.181928271996741","0.204202402904993"
"Etwas zu klein","2014","2","Laendlicher Raum","553","0.137446611980698","0.125150137311312","0.149743086650085"
"Etwas zu klein","2014","3","Staedtischer Raum","925","0.145470150624252","0.135777588367933","0.155162712880571"
"Etwas zu klein","2014","3","Laendlicher Raum","542","0.131827212909399","0.120001905433602","0.143652520385195"
"Etwas zu klein","2014","4","Staedtischer Raum","1139","0.14491514394216","0.136125956272403","0.153704331611917"
"Etwas zu klein","2014","4","Laendlicher Raum","460","0.109107609355988","0.0987206738223673","0.119494544889609"
"Etwas zu klein","2014","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Etwas zu klein","2014","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Gerade richtig","2014","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Gerade richtig","2014","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Gerade richtig","2014","2","Staedtischer Raum","3101","0.688782474401159","0.67571858487902","0.701846363923297"
"Gerade richtig","2014","2","Laendlicher Raum","2100","0.700178216988789","0.68381545940723","0.716540974570347"
"Gerade richtig","2014","3","Staedtischer Raum","3432","0.685884958276748","0.673124741798451","0.698645174755044"
"Gerade richtig","2014","3","Laendlicher Raum","2176","0.697377758732516","0.681319764771532","0.713435752693499"
"Gerade richtig","2014","4","Staedtischer Raum","4261","0.703170829380538","0.691763842125093","0.714577816635982"
"Gerade richtig","2014","4","Laendlicher Raum","2412","0.691155105976336","0.67576274411758","0.706547467835092"
"Gerade richtig","2014","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Gerade richtig","2014","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Etwas zu gross","2014","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Etwas zu gross","2014","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Etwas zu gross","2014","2","Staedtischer Raum","226","0.0675695102235244","0.0604870678305336","0.0746519526165153"
"Etwas zu gross","2014","2","Laendlicher Raum","204","0.110893405689344","0.099679668239048","0.12210714313964"
"Etwas zu gross","2014","3","Staedtischer Raum","434","0.116318689189028","0.107504941355671","0.125132437022386"
"Etwas zu gross","2014","3","Laendlicher Raum","300","0.133966283314325","0.122060116120046","0.145872450508605"
"Etwas zu gross","2014","4","Staedtischer Raum","596","0.125274216429963","0.117009003326437","0.13353942953349"
"Etwas zu gross","2014","4","Laendlicher Raum","492","0.17612276774748","0.163432046850606","0.188813488644355"
"Etwas zu gross","2014","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Etwas zu gross","2014","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Viel zu gross","2014","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Viel zu gross","2014","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Viel zu gross","2014","2","Staedtischer Raum","24","","",""
"Viel zu gross","2014","2","Laendlicher Raum","38","0.0164864466658056","0.0119389298592254","0.0210339634723858"
"Viel zu gross","2014","3","Staedtischer Raum","44","0.0199383443135158","0.0160954425655131","0.0237812460615185"
"Viel zu gross","2014","3","Laendlicher Raum","36","0.0218877986116897","0.0167733101560181","0.0270022870673612"
"Viel zu gross","2014","4","Staedtischer Raum","57","0.0176974303644752","0.0144053912233519","0.0209894695055985"
"Viel zu gross","2014","4","Laendlicher Raum","54","0.0189489236694159","0.0144065236834439","0.023491323655388"
"Viel zu gross","2014","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Viel zu gross","2014","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Viel zu klein","2015","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Viel zu klein","2015","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Viel zu klein","2015","2","Staedtischer Raum","270","0.0392994408259684","0.0336216772852544","0.0449772043666823"
"Viel zu klein","2015","2","Laendlicher Raum","152","0.032487440406365","0.0258198446444649","0.0391550361682651"
"Viel zu klein","2015","3","Staedtischer Raum","229","0.0228137254463919","0.0186339955070259","0.0269934553857578"
"Viel zu klein","2015","3","Laendlicher Raum","29","","",""
"Viel zu klein","2015","4","Staedtischer Raum","156","0.0182876564393501","0.0149254936951412","0.0216498191835589"
"Viel zu klein","2015","4","Laendlicher Raum","42","0.0043440884446011","0.00214380607351919","0.00654437081568302"
"Viel zu klein","2015","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Viel zu klein","2015","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Etwas zu klein","2015","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Etwas zu klein","2015","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Etwas zu klein","2015","2","Staedtischer Raum","1126","0.191438897980709","0.179942504769977","0.202935291191441"
"Etwas zu klein","2015","2","Laendlicher Raum","563","0.167360580427222","0.153321512388326","0.181399648466118"
"Etwas zu klein","2015","3","Staedtischer Raum","1018","0.135684825604012","0.126098257832095","0.145271393375928"
"Etwas zu klein","2015","3","Laendlicher Raum","475","0.113303832477625","0.102098986911383","0.124508678043867"
"Etwas zu klein","2015","4","Staedtischer Raum","1032","0.132004406579274","0.123510635472959","0.14049817768559"
"Etwas zu klein","2015","4","Laendlicher Raum","426","0.0988877580913556","0.0889007555171747","0.108874760665537"
"Etwas zu klein","2015","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Etwas zu klein","2015","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Gerade richtig","2015","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Gerade richtig","2015","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Gerade richtig","2015","2","Staedtischer Raum","2889","0.683286201103035","0.669692900771262","0.696879501434809"
"Gerade richtig","2015","2","Laendlicher Raum","1772","0.670036728974903","0.652353347606446","0.687720110343359"
"Gerade richtig","2015","3","Staedtischer Raum","3235","0.717847508216248","0.705248989625451","0.730446026807045"
"Gerade richtig","2015","3","Laendlicher Raum","2235","0.721806960455474","0.705966061559654","0.737647859351294"
"Gerade richtig","2015","4","Staedtischer Raum","4248","0.707140831989997","0.695721782682951","0.718559881297044"
"Gerade richtig","2015","4","Laendlicher Raum","2528","0.712450798217318","0.697307935912169","0.727593660522466"
"Gerade richtig","2015","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Gerade richtig","2015","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Etwas zu gross","2015","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Etwas zu gross","2015","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Etwas zu gross","2015","2","Staedtischer Raum","190","0.0771728034272528","0.0693748178881321","0.0849707889663735"
"Etwas zu gross","2015","2","Laendlicher Raum","201","0.105356567109579","0.0938103690476196","0.116902765171539"
"Etwas zu gross","2015","3","Staedtischer Raum","374","0.110117274007201","0.101354218720561","0.11888032929384"
"Etwas zu gross","2015","3","Laendlicher Raum","309","0.147168978003653","0.134645187585622","0.159692768421683"
"Etwas zu gross","2015","4","Staedtischer Raum","608","0.125370170336412","0.117061015937182","0.133679324735643"
"Etwas zu gross","2015","4","Laendlicher Raum","390","0.160937471431015","0.148643273479865","0.173231669382165"
"Etwas zu gross","2015","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Etwas zu gross","2015","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Viel zu gross","2015","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Viel zu gross","2015","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Viel zu gross","2015","2","Staedtischer Raum","24","","",""
"Viel zu gross","2015","2","Laendlicher Raum","28","","",""
"Viel zu gross","2015","3","Staedtischer Raum","46","0.0135366667261477","0.0103017896709905","0.0167715437813049"
"Viel zu gross","2015","3","Laendlicher Raum","26","","",""
"Viel zu gross","2015","4","Staedtischer Raum","57","0.0171969346549659","0.0139347664521814","0.0204591028577503"
"Viel zu gross","2015","4","Laendlicher Raum","46","0.0233798838157109","0.0183244496575777","0.028435317973844"
"Viel zu gross","2015","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Viel zu gross","2015","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Viel zu klein","2016","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Viel zu klein","2016","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Viel zu klein","2016","2","Staedtischer Raum","278","0.0405005253314555","0.0344225859448355","0.0465784647180755"
"Viel zu klein","2016","2","Laendlicher Raum","108","0.0248865877815369","0.018662001064437","0.0311111744986368"
"Viel zu klein","2016","3","Staedtischer Raum","172","0.0222333271223342","0.0177811523388331","0.0266855019058353"
"Viel zu klein","2016","3","Laendlicher Raum","45","0.00909200383882543","0.0054815458160222","0.0127024618616287"
"Viel zu klein","2016","4","Staedtischer Raum","116","0.0110178953677125","0.00835747067911123","0.0136783200563138"
"Viel zu klein","2016","4","Laendlicher Raum","17","","",""
"Viel zu klein","2016","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Viel zu klein","2016","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Etwas zu klein","2016","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Etwas zu klein","2016","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Etwas zu klein","2016","2","Staedtischer Raum","973","0.189816551796642","0.177725547127148","0.201907556466136"
"Etwas zu klein","2016","2","Laendlicher Raum","492","0.150921669711104","0.136617918135479","0.165225421286729"
"Etwas zu klein","2016","3","Staedtischer Raum","788","0.127295950474602","0.117231428530244","0.13736047241896"
"Etwas zu klein","2016","3","Laendlicher Raum","445","0.127512116340639","0.11482475650083","0.140199476180448"
"Etwas zu klein","2016","4","Staedtischer Raum","955","0.129679290438439","0.121117148903134","0.138241431973743"
"Etwas zu klein","2016","4","Laendlicher Raum","423","0.112862079749971","0.102154990448347","0.123569169051595"
"Etwas zu klein","2016","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Etwas zu klein","2016","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Gerade richtig","2016","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Gerade richtig","2016","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Gerade richtig","2016","2","Staedtischer Raum","2564","0.687516572583504","0.673225700030579","0.701807445136429"
"Gerade richtig","2016","2","Laendlicher Raum","1673","0.729556337048683","0.711807573596984","0.747305100500382"
"Gerade richtig","2016","3","Staedtischer Raum","2946","0.735697897313203","0.722382552175372","0.749013242451035"
"Gerade richtig","2016","3","Laendlicher Raum","1897","0.700096050985719","0.682666518646385","0.717525583325053"
"Gerade richtig","2016","4","Staedtischer Raum","4229","0.729996673873431","0.718681729357537","0.741311618389324"
"Gerade richtig","2016","4","Laendlicher Raum","2462","0.686366988301334","0.670667304461246","0.702066672141423"
"Gerade richtig","2016","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Gerade richtig","2016","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Etwas zu gross","2016","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Etwas zu gross","2016","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Etwas zu gross","2016","2","Staedtischer Raum","200","0.0717887127861733","0.0638297738705814","0.0797476517017652"
"Etwas zu gross","2016","2","Laendlicher Raum","126","0.0884639183751894","0.0771171994331897","0.0998106373171891"
"Etwas zu gross","2016","3","Staedtischer Raum","286","0.105095014338821","0.0958345687961745","0.114355459881467"
"Etwas zu gross","2016","3","Laendlicher Raum","234","0.136780279210186","0.123709898191057","0.149850660229315"
"Etwas zu gross","2016","4","Staedtischer Raum","562","0.115693312552687","0.107541334277593","0.123845290827782"
"Etwas zu gross","2016","4","Laendlicher Raum","415","0.178162720949502","0.165214706787087","0.191110735111917"
"Etwas zu gross","2016","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Etwas zu gross","2016","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Viel zu gross","2016","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Viel zu gross","2016","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Viel zu gross","2016","2","Staedtischer Raum","26","","",""
"Viel zu gross","2016","2","Laendlicher Raum","7","","",""
"Viel zu gross","2016","3","Staedtischer Raum","21","","",""
"Viel zu gross","2016","3","Laendlicher Raum","34","0.0265195496246313","0.0204078427375546","0.032631256511708"
"Viel zu gross","2016","4","Staedtischer Raum","52","0.0136128277677307","0.0106595430799607","0.0165661124555007"
"Viel zu gross","2016","4","Laendlicher Raum","38","0.0190823968283399","0.0144528918611775","0.0237119017955022"
"Viel zu gross","2016","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Viel zu gross","2016","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Viel zu klein","2017","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Viel zu klein","2017","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Viel zu klein","2017","2","Staedtischer Raum","325","0.0501170280660936","0.043503461742856","0.0567305943893312"
"Viel zu klein","2017","2","Laendlicher Raum","102","0.0237603092357186","0.0176117611421983","0.0299088573292389"
"Viel zu klein","2017","3","Staedtischer Raum","181","0.030063919026675","0.0250483975141507","0.0350794405391994"
"Viel zu klein","2017","3","Laendlicher Raum","68","0.0143122812477381","0.00998042934814045","0.0186441331473358"
"Viel zu klein","2017","4","Staedtischer Raum","146","0.0147917574955116","0.0118349010002572","0.0177486139907661"
"Viel zu klein","2017","4","Laendlicher Raum","43","0.0102432217918678","0.00702826474846906","0.0134581788352665"
"Viel zu klein","2017","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Viel zu klein","2017","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Etwas zu klein","2017","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Etwas zu klein","2017","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Etwas zu klein","2017","2","Staedtischer Raum","901","0.165877582307855","0.154602577069152","0.177152587546558"
"Etwas zu klein","2017","2","Laendlicher Raum","373","0.121418720740887","0.108233053887332","0.134604387594442"
"Etwas zu klein","2017","3","Staedtischer Raum","918","0.153869632713623","0.143271805292851","0.164467460134396"
"Etwas zu klein","2017","3","Laendlicher Raum","455","0.132184393156117","0.119831937159197","0.144536849153036"
"Etwas zu klein","2017","4","Staedtischer Raum","1087","0.124052935970357","0.115978749141032","0.132127122799682"
"Etwas zu klein","2017","4","Laendlicher Raum","456","0.102685143499371","0.092993021319329","0.112377265679414"
"Etwas zu klein","2017","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Etwas zu klein","2017","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Gerade richtig","2017","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Gerade richtig","2017","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Gerade richtig","2017","2","Staedtischer Raum","2741","0.708022569109256","0.694240760975956","0.721804377242556"
"Gerade richtig","2017","2","Laendlicher Raum","1712","0.728393958975282","0.710437480055768","0.746350437894797"
"Gerade richtig","2017","3","Staedtischer Raum","2993","0.699058800012945","0.685587192507023","0.712530407518866"
"Gerade richtig","2017","3","Laendlicher Raum","2068","0.711495195890443","0.6949713168469","0.728019074933986"
"Gerade richtig","2017","4","Staedtischer Raum","4515","0.735310771555474","0.724504896587917","0.746116646523031"
"Gerade richtig","2017","4","Laendlicher Raum","2740","0.706517087359513","0.691977724038916","0.721056450680109"
"Gerade richtig","2017","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Gerade richtig","2017","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Etwas zu gross","2017","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Etwas zu gross","2017","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Etwas zu gross","2017","2","Staedtischer Raum","194","0.0695114131852863","0.0618025277505513","0.0772202986200214"
"Etwas zu gross","2017","2","Laendlicher Raum","163","0.117429557584972","0.104432899268431","0.130426215901514"
"Etwas zu gross","2017","3","Staedtischer Raum","316","0.0969343384469279","0.0882443293070722","0.105624347586784"
"Etwas zu gross","2017","3","Laendlicher Raum","257","0.11712026890612","0.105392475680515","0.128848062131724"
"Etwas zu gross","2017","4","Staedtischer Raum","593","0.112994105876594","0.105239718585924","0.120748493167265"
"Etwas zu gross","2017","4","Laendlicher Raum","465","0.156118682735659","0.144529287628651","0.167708077842667"
"Etwas zu gross","2017","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Etwas zu gross","2017","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Viel zu gross","2017","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Viel zu gross","2017","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Viel zu gross","2017","2","Staedtischer Raum","20","","",""
"Viel zu gross","2017","2","Laendlicher Raum","7","","",""
"Viel zu gross","2017","3","Staedtischer Raum","45","0.0200733097998288","0.0159539660870571","0.0241926535126005"
"Viel zu gross","2017","3","Laendlicher Raum","40","0.0248878607995829","0.0192062620077564","0.0305694595914093"
"Viel zu gross","2017","4","Staedtischer Raum","62","0.012850429102063","0.0100917153768984","0.0156091428272275"
"Viel zu gross","2017","4","Laendlicher Raum","64","0.024435864613589","0.0195060065899611","0.0293657226372169"
"Viel zu gross","2017","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Viel zu gross","2017","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Viel zu klein","2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Viel zu klein","2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Viel zu klein","2018","2","Staedtischer Raum","438","0.0574992133305647","0.0504377995092011","0.0645606271519282"
"Viel zu klein","2018","2","Laendlicher Raum","61","0.0156147735366771","0.0103668670325143","0.0208626800408399"
"Viel zu klein","2018","3","Staedtischer Raum","196","0.0311410123757321","0.0259768501127531","0.036305174638711"
"Viel zu klein","2018","3","Laendlicher Raum","69","0.0160345449293938","0.0113201738133498","0.0207489160454377"
"Viel zu klein","2018","4","Staedtischer Raum","127","0.0129385324274456","0.0102127445802236","0.0156643202746675"
"Viel zu klein","2018","4","Laendlicher Raum","43","0.00980574584309897","0.00664562780304735","0.0129658638831506"
"Viel zu klein","2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Viel zu klein","2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Etwas zu klein","2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Etwas zu klein","2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Etwas zu klein","2018","2","Staedtischer Raum","987","0.181209991751274","0.169525840008207","0.192894143494342"
"Etwas zu klein","2018","2","Laendlicher Raum","452","0.138990529868144","0.124347455437113","0.153633604299175"
"Etwas zu klein","2018","3","Staedtischer Raum","827","0.137737066453838","0.127491204428218","0.147982928479459"
"Etwas zu klein","2018","3","Laendlicher Raum","367","0.124885084307576","0.112477325268831","0.13729284334632"
"Etwas zu klein","2018","4","Staedtischer Raum","1125","0.136299551866837","0.12802382347363","0.144575280260044"
"Etwas zu klein","2018","4","Laendlicher Raum","450","0.118911964711417","0.10853129872422","0.129292630698614"
"Etwas zu klein","2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Etwas zu klein","2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Gerade richtig","2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Gerade richtig","2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Gerade richtig","2018","2","Staedtischer Raum","2556","0.697339141759201","0.683403723693145","0.711274559825257"
"Gerade richtig","2018","2","Laendlicher Raum","1481","0.745599756163114","0.727164577929026","0.764034934397203"
"Gerade richtig","2018","3","Staedtischer Raum","3030","0.73261613659411","0.719457555322145","0.745774717866074"
"Gerade richtig","2018","3","Laendlicher Raum","2029","0.724102109746998","0.70732644964168","0.740877769852315"
"Gerade richtig","2018","4","Staedtischer Raum","4682","0.723051107485689","0.712257620887703","0.733844594083676"
"Gerade richtig","2018","4","Laendlicher Raum","2770","0.672481137979529","0.6574302889357","0.687531987023358"
"Gerade richtig","2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
