"beruf","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2008","35-65 Jahre alt","weiblich","1868","0.317187237989023","0.304956820947729","0.329417655030318"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2008","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2008","66 und älter","weiblich","","","",""
"Selbstständige/ManagerInnen","2008","16-34 Jahre alt","maennlich","81","0.0295219814435386","0.0224586279763688","0.0365853349107085"
"Selbstständige/ManagerInnen","2008","16-34 Jahre alt","weiblich","73","0.0268700671295071","0.0204060775035904","0.0333340567554238"
"Selbstständige/ManagerInnen","2008","35-65 Jahre alt","maennlich","762","0.129140358316267","0.119947348068914","0.13833336856362"
"Selbstständige/ManagerInnen","2008","35-65 Jahre alt","weiblich","395","0.0570505041296022","0.0509550431100098","0.0631459651491945"
"Selbstständige/ManagerInnen","2008","66 und älter","maennlich","81","0.032624225139904","0.0249377519039094","0.0403106983758986"
"Selbstständige/ManagerInnen","2008","66 und älter","weiblich","","","",""
"In Ausbildung","2008","16-34 Jahre alt","maennlich","680","0.266438880501875","0.247990328302523","0.284887432701227"
"In Ausbildung","2008","16-34 Jahre alt","weiblich","700","0.258838337870026","0.241329729289295","0.276346946450757"
"In Ausbildung","2008","35-65 Jahre alt","maennlich","","","",""
"In Ausbildung","2008","35-65 Jahre alt","weiblich","","","",""
"In Ausbildung","2008","66 und älter","maennlich","","","",""
"In Ausbildung","2008","66 und älter","weiblich","","","",""
"In Rente oder Pension","2008","16-34 Jahre alt","maennlich","","","",""
"In Rente oder Pension","2008","16-34 Jahre alt","weiblich","","","",""
"In Rente oder Pension","2008","35-65 Jahre alt","maennlich","552","0.104511101526624","0.0961249253055633","0.112897277747684"
"In Rente oder Pension","2008","35-65 Jahre alt","weiblich","581","0.109077703112656","0.100885126621635","0.117270279603677"
"In Rente oder Pension","2008","66 und älter","maennlich","1912","0.93327621957279","0.922479176472755","0.944073262672825"
"In Rente oder Pension","2008","66 und älter","weiblich","2169","0.943199114082188","0.933756126130539","0.952642102033836"
"Arbeitslose","2008","16-34 Jahre alt","maennlich","133","0.0679543852526533","0.0574523695166515","0.0784564009886552"
"Arbeitslose","2008","16-34 Jahre alt","weiblich","159","0.0770655487829055","0.0664045860346115","0.0877265115311995"
"Arbeitslose","2008","35-65 Jahre alt","maennlich","329","0.0726572728967863","0.0655416594012461","0.0797728863923266"
"Arbeitslose","2008","35-65 Jahre alt","weiblich","340","0.0681466405211311","0.0615240391934123","0.0747692418488499"
"Arbeitslose","2008","66 und älter","maennlich","","","",""
"Arbeitslose","2008","66 und älter","weiblich","","","",""
"Sonstige Nichterwerbspersonen","2008","16-34 Jahre alt","maennlich","186","0.0876261931164281","0.0758270976909069","0.0994252885419492"
"Sonstige Nichterwerbspersonen","2008","16-34 Jahre alt","weiblich","367","0.156102826095055","0.141594042321002","0.170611609869107"
"Sonstige Nichterwerbspersonen","2008","35-65 Jahre alt","maennlich","73","0.0129414207205027","0.00984318033717296","0.0160396611038325"
"Sonstige Nichterwerbspersonen","2008","35-65 Jahre alt","weiblich","787","0.145318535608981","0.136056738822847","0.154580332395114"
"Sonstige Nichterwerbspersonen","2008","66 und älter","maennlich","","","",""
"Sonstige Nichterwerbspersonen","2008","66 und älter","weiblich","66","0.0211866803161616","0.0153116301290769","0.0270617305032463"
"Beamte","2008","16-34 Jahre alt","maennlich","63","0.0263352561666974","0.0196530659708929","0.0330174463625019"
"Beamte","2008","16-34 Jahre alt","weiblich","63","0.0246483733001432","0.0184503158553467","0.0308464307449397"
"Beamte","2008","35-65 Jahre alt","maennlich","406","0.0670280753109485","0.060172951067535","0.073883199554362"
"Beamte","2008","35-65 Jahre alt","weiblich","288","0.0344289614227055","0.0296372939103093","0.0392206289351017"
"Beamte","2008","66 und älter","maennlich","","","",""
"Beamte","2008","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2009","16-34 Jahre alt","maennlich","301","0.159929749363774","0.144043408897976","0.175816089829573"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2009","16-34 Jahre alt","weiblich","422","0.210191595731757","0.193044646421142","0.227338545042373"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2009","35-65 Jahre alt","maennlich","640","0.165798444456446","0.155184253019063","0.176412635893828"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2009","35-65 Jahre alt","weiblich","1218","0.26224020309969","0.250250458047915","0.274229948151465"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2009","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2009","66 und älter","weiblich","38","0.01726998164026","0.0118544461201342","0.0226855171603858"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2009","16-34 Jahre alt","maennlich","608","0.317808996564741","0.297628236347004","0.337989756782478"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2009","16-34 Jahre alt","weiblich","545","0.265718796326713","0.247129598088382","0.284307994565045"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2009","35-65 Jahre alt","maennlich","2136","0.449216571200733","0.435020129287873","0.463413013113593"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2009","35-65 Jahre alt","weiblich","1752","0.316894192068303","0.304211719015597","0.329576665121008"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2009","66 und älter","maennlich","31","0.0217548927631182","0.0153502227685226","0.0281595627577139"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2009","66 und älter","weiblich","","","",""
"Selbstständige/ManagerInnen","2009","16-34 Jahre alt","maennlich","68","0.0329565377296889","0.0252191346567118","0.040693940802666"
"Selbstständige/ManagerInnen","2009","16-34 Jahre alt","weiblich","75","0.0333910366572209","0.0258303946449315","0.0409516786695104"
"Selbstständige/ManagerInnen","2009","35-65 Jahre alt","maennlich","701","0.12679140368709","0.117294870309891","0.136287937064289"
"Selbstständige/ManagerInnen","2009","35-65 Jahre alt","weiblich","375","0.0626967495714239","0.0560888201752898","0.0693046789675581"
"Selbstständige/ManagerInnen","2009","66 und älter","maennlich","85","0.0400438372158257","0.031436120101497","0.0486515543301545"
"Selbstständige/ManagerInnen","2009","66 und älter","weiblich","32","0.0136311085878753","0.00881092442120689","0.0184512927545436"
"In Ausbildung","2009","16-34 Jahre alt","maennlich","668","0.300405228671621","0.280536116753101","0.320274340590141"
"In Ausbildung","2009","16-34 Jahre alt","weiblich","599","0.253465637655122","0.235159245496998","0.271772029813247"
"In Ausbildung","2009","35-65 Jahre alt","maennlich","","","",""
"In Ausbildung","2009","35-65 Jahre alt","weiblich","","","",""
"In Ausbildung","2009","66 und älter","maennlich","","","",""
"In Ausbildung","2009","66 und älter","weiblich","","","",""
"In Rente oder Pension","2009","16-34 Jahre alt","maennlich","","","",""
"In Rente oder Pension","2009","16-34 Jahre alt","weiblich","","","",""
"In Rente oder Pension","2009","35-65 Jahre alt","maennlich","472","0.0970815381357144","0.0886315950529545","0.105531481218474"
"In Rente oder Pension","2009","35-65 Jahre alt","weiblich","550","0.103966565907419","0.0956467871689738","0.112286344645864"
"In Rente oder Pension","2009","66 und älter","maennlich","1840","0.919148074520365","0.907179777295731","0.931116371744998"
"In Rente oder Pension","2009","66 und älter","weiblich","2080","0.943861951184973","0.934293067925823","0.953430834444123"
"Arbeitslose","2009","16-34 Jahre alt","maennlich","141","0.0780119994367864","0.0663882892348716","0.0896357096387012"
"Arbeitslose","2009","16-34 Jahre alt","weiblich","154","0.0711589947917731","0.0603395766071312","0.081978412976415"
"Arbeitslose","2009","35-65 Jahre alt","maennlich","313","0.0749577741403181","0.0674424050801922","0.082473143200444"
"Arbeitslose","2009","35-65 Jahre alt","weiblich","298","0.0715435343107071","0.0645181710153454","0.0785688976060688"
"Arbeitslose","2009","66 und älter","maennlich","","","",""
"Arbeitslose","2009","66 und älter","weiblich","","","",""
"Sonstige Nichterwerbspersonen","2009","16-34 Jahre alt","maennlich","197","0.0870373990950453","0.0748199403613596","0.0992548578287311"
"Sonstige Nichterwerbspersonen","2009","16-34 Jahre alt","weiblich","308","0.12777245610211","0.11372324833641","0.141821663867809"
"Sonstige Nichterwerbspersonen","2009","35-65 Jahre alt","maennlich","82","0.0201013050673867","0.0160957389036686","0.0241068712311047"
"Sonstige Nichterwerbspersonen","2009","35-65 Jahre alt","weiblich","696","0.142157419605898","0.132638418330818","0.151676420880978"
"Sonstige Nichterwerbspersonen","2009","66 und älter","maennlich","","","",""
"Sonstige Nichterwerbspersonen","2009","66 und älter","weiblich","61","0.0204966630463887","0.0146065598961892","0.0263867661965882"
"Beamte","2009","16-34 Jahre alt","maennlich","60","0.0225046623298939","0.0160763786686649","0.0289329459911228"
"Beamte","2009","16-34 Jahre alt","weiblich","63","0.0365939305470012","0.0286921032445503","0.0444957578494521"
"Beamte","2009","35-65 Jahre alt","maennlich","369","0.0655724228797883","0.0585077081191465","0.0726371376404302"
"Beamte","2009","35-65 Jahre alt","weiblich","267","0.0373545754241898","0.0321855591770719","0.0425235916713077"
"Beamte","2009","66 und älter","maennlich","","","",""
"Beamte","2009","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2010","16-34 Jahre alt","maennlich","518","0.156878259132257","0.143745431489403","0.170011086775112"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2010","16-34 Jahre alt","weiblich","586","0.187273922584266","0.175126011444279","0.199421833724252"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2010","35-65 Jahre alt","maennlich","932","0.161313654812167","0.152171299755239","0.170456009869094"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2010","35-65 Jahre alt","weiblich","1584","0.26125360177165","0.251064943420297","0.271442260123002"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2010","66 und älter","maennlich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2010","66 und älter","weiblich","31","0.0148484500858319","0.00972536178307227","0.0199715383885915"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2010","16-34 Jahre alt","maennlich","958","0.31427240930519","0.297509065228745","0.331035753381634"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2010","16-34 Jahre alt","weiblich","783","0.270900064572603","0.257061567073944","0.284738562071262"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2010","35-65 Jahre alt","maennlich","2867","0.456752692833782","0.444371511579002","0.469133874088563"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2010","35-65 Jahre alt","weiblich","2344","0.336428329582939","0.3254704035137","0.347386255652178"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2010","66 und älter","maennlich","33","0.0211416096821131","0.014728611406005","0.0275546079582211"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2010","66 und älter","weiblich","","","",""
"Selbstständige/ManagerInnen","2010","16-34 Jahre alt","maennlich","124","0.0312612240086403","0.0249771968856785","0.0375452511316021"
"Selbstständige/ManagerInnen","2010","16-34 Jahre alt","weiblich","89","0.0267003942059119","0.0216807496470077","0.0317200387648161"
"Selbstständige/ManagerInnen","2010","35-65 Jahre alt","maennlich","953","0.129022428305922","0.120690244846575","0.137354611765269"
"Selbstständige/ManagerInnen","2010","35-65 Jahre alt","weiblich","512","0.0670021272509127","0.0612035320665135","0.0728007224353118"
"Selbstständige/ManagerInnen","2010","66 und älter","maennlich","75","0.0308893419676235","0.023176344704289","0.0386023392309579"
"Selbstständige/ManagerInnen","2010","66 und älter","weiblich","","","",""
"In Ausbildung","2010","16-34 Jahre alt","maennlich","732","0.288505276246124","0.27214485650472","0.304865695987528"
"In Ausbildung","2010","16-34 Jahre alt","weiblich","777","0.282264080374703","0.2682488253794","0.296279335370006"
"In Ausbildung","2010","35-65 Jahre alt","maennlich","","","",""
"In Ausbildung","2010","35-65 Jahre alt","weiblich","39","0.00389999005203532","0.00245447908853745","0.00534550101553319"
"In Ausbildung","2010","66 und älter","maennlich","","","",""
"In Ausbildung","2010","66 und älter","weiblich","","","",""
"In Rente oder Pension","2010","16-34 Jahre alt","maennlich","","","",""
"In Rente oder Pension","2010","16-34 Jahre alt","weiblich","","","",""
"In Rente oder Pension","2010","35-65 Jahre alt","maennlich","443","0.0900007464537633","0.0828875253889054","0.0971139675186212"
"In Rente oder Pension","2010","35-65 Jahre alt","weiblich","509","0.0956060890626433","0.0887864756002964","0.10242570252499"
"In Rente oder Pension","2010","66 und älter","maennlich","1789","0.925512065273919","0.913807206638507","0.93721692390933"
"In Rente oder Pension","2010","66 und älter","weiblich","2006","0.945709795965848","0.936111824861784","0.955307767069912"
"Arbeitslose","2010","16-34 Jahre alt","maennlich","247","0.0961480458538484","0.0855029248764452","0.106793166831251"
"Arbeitslose","2010","16-34 Jahre alt","weiblich","499","0.07380175495617","0.0656607845335646","0.0819427253787753"
"Arbeitslose","2010","35-65 Jahre alt","maennlich","429","0.0759414036239009","0.0693570704588415","0.0825257367889603"
"Arbeitslose","2010","35-65 Jahre alt","weiblich","533","0.0688268251546473","0.0629555522868557","0.0746980980224389"
"Arbeitslose","2010","66 und älter","maennlich","","","",""
"Arbeitslose","2010","66 und älter","weiblich","","","",""
"Sonstige Nichterwerbspersonen","2010","16-34 Jahre alt","maennlich","270","0.0767877734663688","0.0671732330153257","0.0864023139174118"
"Sonstige Nichterwerbspersonen","2010","16-34 Jahre alt","weiblich","1161","0.127040021073458","0.116670509494397","0.137409532652519"
"Sonstige Nichterwerbspersonen","2010","35-65 Jahre alt","maennlich","122","0.0182761499449582","0.0149467975964966","0.0216055022934198"
"Sonstige Nichterwerbspersonen","2010","35-65 Jahre alt","weiblich","1287","0.128844011099583","0.121074060642097","0.136613961557069"
"Sonstige Nichterwerbspersonen","2010","66 und älter","maennlich","","","",""
"Sonstige Nichterwerbspersonen","2010","66 und älter","weiblich","61","0.0224503500091244","0.0161752489019794","0.0287254511162694"
"Beamte","2010","16-34 Jahre alt","maennlich","93","0.0338019186846255","0.0272760928112477","0.0403277445580033"
"Beamte","2010","16-34 Jahre alt","weiblich","62","0.0313803791045617","0.0259516698913287","0.0368090883177947"
"Beamte","2010","35-65 Jahre alt","maennlich","451","0.0654710188519911","0.0593228799762094","0.0716191577277727"
"Beamte","2010","35-65 Jahre alt","weiblich","334","0.0381390260255903","0.0336970202462633","0.0425810318049173"
"Beamte","2010","66 und älter","maennlich","","","",""
"Beamte","2010","66 und älter","weiblich","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2011","16-34 Jahre alt","maennlich","520","0.168197556582921","0.155180840302641","0.181214272863201"
